Troy,62,Hawai'i,2653
10:57,62,Leland Green Defensive Rebound.,17,17
10:36,62,Jack Purchase made Jumper. Assisted by Sheriff Drammeh.,17,19
10:13,2653,Javan Johnson made Three Point Jumper. Assisted by Darian Adams.,20,19
9:59,62,Jack Purchase missed Jumper.,20,19
9:59,2653,Jordon Varnado Defensive Rebound.,20,19
9:40,2653,Javan Johnson Turnover.,20,19
9:39,2653,Foul on Javan Johnson.,20,19
9:39,62,Official TV Timeout,20,19
9:24,62,Michael Thomas Turnover.,20,19
9:24,62,Foul on Michael Thomas.,20,19
9:09,2653,Darian Adams Turnover.,20,19
9:09,2653,Foul on Darian Adams.,20,19
8:59,62,Brandon Thomas missed Jumper.,20,19
8:59,2653,Alex Hicks Block.,20,19
8:58,62,Hawai'i Offensive Rebound.,20,19
8:54,62,Brandon Thomas missed Three Point Jumper.,20,19
8:54,62,Zigmars Raimo Offensive Rebound.,20,19
8:45,62,Zigmars Raimo Turnover.,20,19
8:44,2653,Kevin Baker Steal.,20,19
8:33,2653,Kevin Baker Turnover.,20,19
8:33,2653,Foul on Kevin Baker.,20,19
8:13,62,Zigmars Raimo Turnover.,20,19
8:13,2653,Darian Adams Steal.,20,19
8:09,2653,Javan Johnson Turnover.,20,19
7:58,2653,Foul on Shawn Hopkins.,20,19
7:58,62,Official TV Timeout,20,19
7:58,62,Jack Purchase made Free Throw.,20,20
7:58,62,Jack Purchase made Free Throw.,20,21
7:37,2653,Darian Adams missed Three Point Jumper.,20,21
7:37,62,Drew Buggs Defensive Rebound.,20,21
7:22,62,Gibson Johnson Turnover.,20,21
7:01,2653,Alex Hicks missed Three Point Jumper.,20,21
7:01,62,Drew Buggs Defensive Rebound.,20,21
6:44,62,Sheriff Drammeh made Three Point Jumper. Assisted by Jack Purchase.,20,24
6:21,2653,Wesley Person Turnover.,20,24
6:20,62,Drew Buggs Steal.,20,24
6:15,62,Brandon Thomas Turnover.,20,24
6:14,2653,B.J. Miller Steal.,20,24
5:51,2653,Wesley Person missed Three Point Jumper.,20,24
5:51,62,Brandon Thomas Defensive Rebound.,20,24
5:36,62,Jack Purchase made Three Point Jumper. Assisted by Gibson Johnson.,20,27
5:32,2653,Troy  Timeout,20,27
5:20,2653,Jordon Varnado missed Jumper.,20,27
5:20,62,Jack Purchase Defensive Rebound.,20,27
5:13,62,Jack Purchase missed Three Point Jumper.,20,27
5:13,2653,Troy Defensive Rebound.,20,27
4:38,2653,Troy  Turnover.,20,27
4:18,2653,Foul on Alex Hicks.,20,27
4:18,62,Gibson Johnson missed Free Throw.,20,27
4:18,62,Hawai'i Deadball Team Rebound.,20,27
4:18,62,Gibson Johnson made Free Throw.,20,28
4:01,2653,Wesley Person made Three Point Jumper. Assisted by Jordon Varnado.,23,28
3:45,62,Gibson Johnson made Jumper. Assisted by Drew Buggs.,23,30
3:24,2653,B.J. Miller missed Jumper.,23,30
3:23,62,Jack Purchase Block.,23,30
3:22,2653,Troy Deadball Team Rebound.,23,30
3:21,62,Foul on Drew Buggs.,23,30
3:21,62,Official TV Timeout,23,30
3:21,2653,Javan Johnson made Free Throw.,24,30
3:21,2653,Javan Johnson missed Free Throw.,24,30
3:21,62,Brandon Thomas Defensive Rebound.,24,30
3:07,62,Gibson Johnson missed Jumper.,24,30
3:07,2653,Kevin Baker Defensive Rebound.,24,30
2:57,2653,Wesley Person missed Three Point Jumper.,24,30
2:57,62,Brandon Thomas Defensive Rebound.,24,30
2:50,62,Leland Green made Layup. Assisted by Brandon Thomas.,24,32
2:32,2653,Javan Johnson made Layup.,26,32
2:14,62,Brocke Stepteau Turnover.,26,32
2:13,2653,Jordon Varnado Steal.,26,32
2:10,2653,Jordon Varnado missed Layup.,26,32
2:10,62,Jack Purchase Defensive Rebound.,26,32
2:01,62,Leland Green missed Layup.,26,32
2:01,62,Brandon Thomas Offensive Rebound.,26,32
1:59,62,Brandon Thomas made Jumper.,26,34
1:38,2653,Jordon Varnado missed Jumper.,26,34
1:38,62,Gibson Johnson Block.,26,34
1:35,2653,Jordon Varnado Offensive Rebound.,26,34
1:34,2653,Jordon Varnado made Jumper.,28,34
1:11,62,Brocke Stepteau missed Layup.,28,34
1:11,2653,Wesley Person Defensive Rebound.,28,34
1:02,2653,Jordon Varnado missed Three Point Jumper.,28,34
1:02,62,Hawai'i Defensive Rebound.,28,34
0:55,62,Hawai'i  Timeout,28,34
0:37,62,Brocke Stepteau made Jumper.,28,36
0:37,2653,Foul on Jordon Varnado.,28,36
0:37,62,Brocke Stepteau missed Free Throw.,28,36
0:37,2653,Javan Johnson Defensive Rebound.,28,36
0:22,2653,Javan Johnson missed Three Point Jumper.,28,36
0:18,62,Sheriff Drammeh Defensive Rebound.,28,36
0:16,62,Hawai'i  Timeout,28,36
0:01,62,Jack Purchase missed Three Point Jumper.,28,36
0:01,62,Hawai'i Deadball Team Rebound.,28,36
0:00,62,End of 1st half,28,36
19:52,62,Leland Green Turnover.,28,36
19:51,2653,Kevin Baker Steal.,28,36
19:50,62,Foul on Leland Green.,28,36
19:44,2653,Jordon Varnado missed Jumper.,28,36
19:44,62,Gibson Johnson Defensive Rebound.,28,36
19:20,62,Leland Green missed Three Point Jumper.,28,36
19:20,62,Gibson Johnson Offensive Rebound.,28,36
18:59,62,Gibson Johnson made Layup. Assisted by Jack Purchase.,28,38
18:42,62,Foul on Drew Buggs.,28,38
18:42,2653,Kevin Baker missed Free Throw.,28,38
18:42,2653,Troy Deadball Team Rebound.,28,38
18:42,2653,Kevin Baker made Free Throw.,29,38
18:42,2653,Kevin Baker made Free Throw.,30,38
18:35,2653,Foul on Wesley Person.,30,38
18:20,62,Leland Green missed Jumper.,30,38
18:20,2653,Alex Hicks Defensive Rebound.,30,38
18:12,2653,Kevin Baker missed Three Point Jumper.,30,38
18:12,62,Gibson Johnson Defensive Rebound.,30,38
17:47,62,Leland Green missed Jumper.,30,38
17:47,2653,Alex Hicks Defensive Rebound.,30,38
17:42,2653,Alex Hicks Turnover.,30,38
17:41,62,Drew Buggs Steal.,30,38
17:39,62,Gibson Johnson made Layup. Assisted by Drew Buggs.,30,40
17:16,2653,Wesley Person missed Jumper.,30,40
17:16,62,Gibson Johnson Defensive Rebound.,30,40
16:55,62,Michael Thomas made Dunk. Assisted by Drew Buggs.,30,42
16:34,2653,Shawn Hopkins Turnover.,30,42
16:05,2653,Foul on Kevin Baker.,30,42
15:57,62,Michael Thomas missed Layup.,30,42
15:57,2653,Jordon Varnado Block.,30,42
15:56,2653,Jordon Varnado Defensive Rebound.,30,42
15:47,2653,Alex Hicks made Jumper.,32,42
15:23,62,Sheriff Drammeh made Three Point Jumper.,32,45
15:14,2653,Alex Hicks missed Jumper.,32,45
15:14,2653,Troy Offensive Rebound.,32,45
15:10,62,Official TV Timeout,32,45
15:07,2653,Wesley Person missed Three Point Jumper.,32,45
15:07,62,Gibson Johnson Defensive Rebound.,32,45
14:59,62,Sheriff Drammeh missed Three Point Jumper.,32,45
14:59,2653,Wesley Person Defensive Rebound.,32,45
14:36,2653,Jordon Varnado missed Jumper.,32,45
14:36,62,Jack Purchase Block.,32,45
14:35,62,Michael Thomas Defensive Rebound.,32,45
14:19,62,Michael Thomas missed Jumper.,32,45
14:19,62,Michael Thomas Offensive Rebound.,32,45
14:16,62,Sheriff Drammeh made Jumper.,32,47
13:51,62,Foul on Sheriff Drammeh.,32,47
13:50,2653,Wesley Person missed Three Point Jumper.,32,47
13:50,62,Brocke Stepteau Defensive Rebound.,32,47
13:30,62,Michael Thomas missed Jumper.,32,47
13:30,2653,Jordon Varnado Defensive Rebound.,32,47
13:12,2653,Darian Adams made Three Point Jumper. Assisted by Jordon Varnado.,35,47
12:57,2653,Foul on Alex Hicks.,35,47
12:57,62,Michael Thomas made Free Throw.,35,48
12:57,62,Michael Thomas made Free Throw.,35,49
12:35,2653,Jordon Varnado made Layup.,37,49
12:12,62,Leland Green made Three Point Jumper. Assisted by Sheriff Drammeh.,37,52
11:55,2653,Jordon Varnado made Layup.,39,52
11:46,62,Zigmars Raimo Turnover.,39,52
11:46,62,Official TV Timeout,39,52
11:35,2653,Darian Adams missed Three Point Jumper.,39,52
11:35,62,Leland Green Defensive Rebound.,39,52
11:29,62,Leland Green Turnover.,39,52
11:25,2653,Kevin Baker missed Three Point Jumper.,39,52
11:25,62,Jack Purchase Defensive Rebound.,39,52
11:05,2653,Foul on Jordon Varnado.,39,52
10:45,62,Gibson Johnson made Jumper. Assisted by Leland Green.,39,54
10:21,2653,Jordon Varnado Turnover.,39,54
10:13,62,Foul on Leland Green.,39,54
10:11,62,Leland Green Turnover.,39,54
10:00,2653,Wesley Person made Three Point Jumper. Assisted by Jordon Varnado.,42,54
9:35,62,Michael Thomas missed Three Point Jumper.,42,54
9:35,62,Brocke Stepteau Offensive Rebound.,42,54
9:28,62,Gibson Johnson made Layup. Assisted by Michael Thomas.,42,56
9:07,2653,Wesley Person missed Three Point Jumper.,42,56
9:07,62,Gibson Johnson Defensive Rebound.,42,56
8:43,62,Leland Green missed Three Point Jumper.,42,56
8:43,2653,Darian Adams Defensive Rebound.,42,56
8:27,2653,B.J. Miller made Jumper.,44,56
8:17,2653,Foul on Wesley Person.,44,56
8:16,62,Sheriff Drammeh missed Jumper.,44,56
8:16,2653,Alex Hicks Block.,44,56
8:14,2653,Alex Hicks Defensive Rebound.,44,56
7:55,2653,Alex Hicks Turnover.,44,56
7:52,62,Leland Green Steal.,44,56
7:52,2653,Foul on Darian Adams.,44,56
7:52,62,Official TV Timeout,44,56
7:42,62,Michael Thomas missed Three Point Jumper.,44,56
7:42,2653,Darian Adams Defensive Rebound.,44,56
7:15,2653,Darian Adams missed Jumper.,44,56
7:15,62,Leland Green Defensive Rebound.,44,56
6:48,2653,Foul on Javan Johnson.,44,56
6:48,62,Leland Green made Free Throw.,44,57
6:48,62,Leland Green missed Free Throw.,44,57
6:48,2653,Jordon Varnado Defensive Rebound.,44,57
6:34,62,Foul on Sheriff Drammeh.,44,57
6:17,2653,Wesley Person made Three Point Jumper. Assisted by Alex Hicks.,47,57
5:59,62,Brocke Stepteau made Jumper.,47,59
5:37,2653,Wesley Person made Three Point Jumper. Assisted by Alex Hicks.,50,59
5:33,2653,Troy  Timeout,50,59
5:07,62,Jack Purchase made Jumper. Assisted by Leland Green.,50,61
4:45,2653,Alex Hicks made Jumper. Assisted by Wesley Person.,52,61
4:11,62,Sheriff Drammeh missed Three Point Jumper.,52,61
4:11,2653,Alex Hicks Defensive Rebound.,52,61
3:44,2653,B.J. Miller missed Three Point Jumper.,52,61
3:44,62,Sheriff Drammeh Defensive Rebound.,52,61
3:21,62,Brocke Stepteau missed Three Point Jumper.,52,61
3:21,62,Jack Purchase Offensive Rebound.,52,61
3:14,62,Jack Purchase missed Jumper.,52,61
3:14,2653,Wesley Person Defensive Rebound.,52,61
3:07,62,Foul on Gibson Johnson.,52,61
3:07,62,Official TV Timeout,52,61
3:07,2653,Jordon Varnado made Free Throw.,53,61
3:07,2653,Jordon Varnado missed Free Throw.,53,61
3:07,62,Jack Purchase Defensive Rebound.,53,61
2:55,62,Hawai'i  Turnover.,53,61
2:46,2653,Wesley Person missed Three Point Jumper.,53,61
2:46,2653,Alex Hicks Offensive Rebound.,53,61
2:43,2653,Alex Hicks made Jumper.,55,61
2:19,62,Sheriff Drammeh missed Three Point Jumper.,55,61
2:19,2653,Jordon Varnado Defensive Rebound.,55,61
2:07,62,Foul on Leland Green.,55,61
2:07,2653,Wesley Person made Free Throw.,56,61
2:07,2653,Wesley Person made Free Throw.,57,61
2:03,62,Brocke Stepteau Turnover.,57,61
1:52,2653,Alex Hicks missed Jumper.,57,61
1:52,2653,Alex Hicks Offensive Rebound.,57,61
1:33,2653,B.J. Miller Turnover.,57,61
1:33,2653,Foul on B.J. Miller.,57,61
1:12,62,Jack Purchase missed Jumper.,57,61
1:12,2653,Alex Hicks Block.,57,61
1:10,2653,Alex Hicks Defensive Rebound.,57,61
1:06,2653,Troy  Timeout,57,61
0:46,2653,Wesley Person missed Three Point Jumper.,57,61
0:46,62,Hawai'i Defensive Rebound.,57,61
0:37,62,Hawai'i  Timeout,57,61
0:29,2653,Foul on Wesley Person.,57,61
0:29,62,Drew Buggs missed Free Throw.,57,61
0:29,2653,Alex Hicks Defensive Rebound.,57,61
0:22,62,Foul on Sheriff Drammeh.,57,61
0:22,2653,Wesley Person made Free Throw.,58,61
0:22,2653,Wesley Person made Free Throw.,59,61
0:20,2653,Foul on Kevin Baker.,59,61
0:20,62,Drew Buggs missed Free Throw.,59,61
0:20,62,Hawai'i Deadball Team Rebound.,59,61
0:20,62,Drew Buggs made Free Throw.,59,62
0:05,2653,Jordon Varnado made Three Point Jumper.,62,62
0:00,62,End of 2nd half,62,62
4:46,2653,Wesley Person missed Three Point Jumper.,62,62
4:46,62,Michael Thomas Defensive Rebound.,62,62
4:19,2653,Foul on Alex Hicks.,62,62
4:19,62,Gibson Johnson missed Free Throw.,62,62
4:19,62,Hawai'i Deadball Team Rebound.,62,62
4:19,62,Gibson Johnson missed Free Throw.,62,62
4:19,62,Gibson Johnson Offensive Rebound.,62,62
4:18,62,Gibson Johnson Turnover.,62,62
4:07,62,Foul on Sheriff Drammeh.,62,62
4:07,2653,Wesley Person missed Free Throw.,62,62
4:07,2653,B.J. Miller Offensive Rebound.,62,62
3:47,2653,Jordon Varnado missed Jumper.,62,62
3:47,62,Jack Purchase Defensive Rebound.,62,62
3:31,62,Gibson Johnson missed Jumper.,62,62
3:31,2653,Jordon Varnado Defensive Rebound.,62,62
3:08,2653,Darian Adams missed Jumper.,62,62
3:08,62,Sheriff Drammeh Defensive Rebound.,62,62
2:46,62,Brocke Stepteau made Three Point Jumper. Assisted by Sheriff Drammeh.,62,65
2:36,2653,Troy  Timeout,62,65
2:31,2653,Jordon Varnado made Layup.,64,65
2:08,62,Michael Thomas made Layup. Assisted by Jack Purchase.,64,67
1:44,2653,B.J. Miller Turnover.,64,67
1:43,62,Brocke Stepteau Steal.,64,67
1:43,2653,Foul on Wesley Person.,64,67
1:43,62,Sheriff Drammeh made Free Throw.,64,68
1:43,62,Sheriff Drammeh made Free Throw.,64,69
1:33,62,Foul on Leland Green.,64,69
1:33,2653,Darian Adams made Free Throw.,65,69
1:33,2653,Darian Adams made Free Throw.,66,69
1:09,62,Brocke Stepteau missed Three Point Jumper.,66,69
1:09,62,Jack Purchase Offensive Rebound.,66,69
1:05,2653,Foul on Javan Johnson.,66,69
1:05,62,Jack Purchase missed Free Throw.,66,69
1:05,62,Hawai'i Deadball Team Rebound.,66,69
1:05,62,Jack Purchase made Free Throw.,66,70
0:57,62,Foul on Gibson Johnson.,66,70
0:57,2653,Jordon Varnado made Free Throw.,67,70
0:57,2653,Jordon Varnado missed Free Throw.,67,70
0:57,62,Sheriff Drammeh Defensive Rebound.,67,70
0:25,62,Sheriff Drammeh Turnover.,67,70
0:24,2653,Wesley Person Steal.,67,70
0:20,2653,Wesley Person Turnover.,67,70
0:20,62,Jack Purchase Steal.,67,70
0:15,2653,Foul on Wesley Person.,67,70
0:15,62,Sheriff Drammeh made Free Throw.,67,71
0:15,62,Sheriff Drammeh made Free Throw.,67,72
0:10,2653,Jordon Varnado missed Three Point Jumper.,67,72
0:10,2653,Troy Offensive Rebound.,67,72
0:05,2653,Kevin Baker missed Three Point Jumper.,67,72
0:05,62,Leland Green Defensive Rebound.,67,72
0:00,62,End of Game,67,72
