South Dakota,189,Bowling Green,233
7:26,233,Triston Simpson made Free Throw.,21,24
7:26,233,Triston Simpson made Free Throw.,22,24
6:58,189,Derek Koch missed Jumper.,22,24
6:58,233,Nick Fuller Defensive Rebound.,22,24
6:58,189,Foul on Daeqwon Plowden.,22,24
6:58,233,Carlton Hurst made Free Throw.,23,24
6:58,233,Carlton Hurst made Free Throw.,24,24
6:35,189,Dylan Frye missed Three Point Jumper.,24,24
6:35,189,Dylan Frye Offensive Rebound.,24,24
6:30,189,Nelly Cummings missed Layup.,24,24
6:30,233,South Dakota Defensive Rebound.,24,24
6:15,233,Matt Mooney missed Three Point Jumper.,24,24
6:15,189,Dylan Frye Defensive Rebound.,24,24
5:58,189,Dylan Frye made Three Point Jumper. Assisted by Jeffrey Uju.,24,27
5:48,233,Matt Mooney missed Jumper.,24,27
5:48,189,Jeffrey Uju Defensive Rebound.,24,27
5:40,189,Rodrick Caldwell missed Layup.,24,27
5:40,189,Derek Koch Defensive Rebound.,24,27
5:39,233,Foul on Austin Sparks.,24,27
5:39,189,Derek Koch made Free Throw.,24,28
5:39,189,Derek Koch made Free Throw.,24,29
5:30,233,Nick Fuller Turnover.,24,29
5:29,189,Nelly Cummings Steal.,24,29
5:25,189,Nelly Cummings missed Layup.,24,29
5:25,233,Nick Fuller Block.,24,29
5:21,189,Jeffrey Uju Offensive Rebound.,24,29
5:19,189,Jeffrey Uju missed Layup.,24,29
5:19,233,Carlton Hurst Defensive Rebound.,24,29
5:06,233,Nick Fuller made Layup.,26,29
4:48,233,Foul on Nick Fuller.,26,29
4:48,189,Jeffrey Uju made Free Throw.,26,30
4:48,189,Jeffrey Uju made Free Throw.,26,31
4:36,233,Nick Fuller missed Three Point Jumper.,26,31
4:36,189,Derek Koch Defensive Rebound.,26,31
4:24,189,Rodrick Caldwell missed Three Point Jumper.,26,31
4:24,189,Derek Koch Offensive Rebound.,26,31
4:20,233,Foul on Matt Mooney.,26,31
4:20,189,Derek Koch missed Free Throw.,26,31
4:20,189,Bowling Green Deadball Team Rebound.,26,31
4:20,189,Derek Koch made Free Throw.,26,32
4:06,233,Matt Mooney missed Jumper.,26,32
4:06,233,South Dakota Offensive Rebound.,26,32
3:50,233,Matt Mooney missed Layup.,26,32
3:50,233,Carlton Hurst Offensive Rebound.,26,32
3:48,233,Carlton Hurst made Layup.,28,32
3:42,189,Dylan Frye missed Three Point Jumper.,28,32
3:42,189,Nelly Cummings Offensive Rebound.,28,32
3:12,189,Rodrick Caldwell missed Jumper.,28,32
3:12,233,Carlton Hurst Defensive Rebound.,28,32
2:55,233,Carlton Hurst made Layup.,30,32
2:28,189,Official TV Timeout,30,32
2:22,189,Rodrick Caldwell made Jumper. Assisted by Derek Koch.,30,34
2:08,233,Matt Mooney made Layup. Assisted by Triston Simpson.,32,34
1:38,189,Rodrick Caldwell missed Three Point Jumper.,32,34
1:38,189,Derek Koch Offensive Rebound.,32,34
1:32,189,Derek Koch missed Layup.,32,34
1:32,189,Bowling Green Offensive Rebound.,32,34
1:29,189,Nelly Cummings missed Three Point Jumper.,32,34
1:29,233,Carlton Hurst Defensive Rebound.,32,34
1:24,189,Foul on Dylan Frye.,32,34
1:24,233,Carlton Hurst made Free Throw.,33,34
1:24,233,Carlton Hurst made Free Throw.,34,34
1:00,233,Foul on Matt Mooney.,34,34
1:00,189,Matt Fox made Free Throw.,34,35
1:00,189,Matt Fox missed Free Throw.,34,35
1:00,233,Trey Burch-Manning Defensive Rebound.,34,35
0:44,233,Trey Burch-Manning missed Layup.,34,35
0:44,189,Bowling Green Defensive Rebound.,34,35
0:26,189,Rodrick Caldwell missed Jumper.,34,35
0:26,189,Derek Koch Offensive Rebound.,34,35
0:24,189,Derek Koch missed Layup.,34,35
0:24,233,Trey Burch-Manning Defensive Rebound.,34,35
0:22,233,South Dakota  Timeout,34,35
0:01,233,Matt Mooney missed Jumper.,34,35
0:01,189,Bowling Green Defensive Rebound.,34,35
0:00,189,End of 1st half,34,35
19:51,189,Demajeo Wiggins Turnover.,34,35
19:38,233,Trey Burch-Manning made Layup. Assisted by Carlton Hurst.,36,35
19:09,189,Justin Turner missed Jumper.,36,35
19:09,233,Tyler Hagedorn Defensive Rebound.,36,35
19:02,233,Tyler Hagedorn missed Three Point Jumper.,36,35
19:02,189,Justin Turner Defensive Rebound.,36,35
18:48,189,Dylan Frye made Layup.,36,37
18:35,233,Matt Mooney missed Jumper.,36,37
18:35,189,Derek Koch Defensive Rebound.,36,37
18:18,189,Dylan Frye made Three Point Jumper. Assisted by Derek Koch.,36,40
17:58,233,Tyler Hagedorn made Layup. Assisted by Triston Simpson.,38,40
17:37,189,Demajeo Wiggins Turnover.,38,40
17:27,233,Matt Mooney missed Three Point Jumper.,38,40
17:27,189,Justin Turner Defensive Rebound.,38,40
17:22,189,Dylan Frye made Three Point Jumper. Assisted by Justin Turner.,38,43
17:06,233,Tyler Hagedorn missed Layup.,38,43
17:06,189,Derek Koch Block.,38,43
17:04,189,Rodrick Caldwell Defensive Rebound.,38,43
16:58,233,Foul on Matt Mooney.,38,43
16:48,189,Rodrick Caldwell missed Jumper.,38,43
16:48,233,Tyler Peterson Defensive Rebound.,38,43
16:34,233,Trey Burch-Manning missed Layup.,38,43
16:34,189,Derek Koch Block.,38,43
16:32,189,Justin Turner Defensive Rebound.,38,43
16:21,233,Foul on Trey Burch-Manning.,38,43
16:18,189,Dylan Frye missed Three Point Jumper.,38,43
16:18,233,Tyler Hagedorn Defensive Rebound.,38,43
16:08,233,Trey Burch-Manning made Layup. Assisted by Triston Simpson.,40,43
15:29,189,Derek Koch missed Jumper.,40,43
15:29,233,Tyler Hagedorn Defensive Rebound.,40,43
15:28,189,Foul on Demajeo Wiggins.,40,43
15:28,189,Official TV Timeout,40,43
15:03,233,Triston Simpson made Three Point Jumper. Assisted by Trey Burch-Manning.,43,43
14:29,189,Dylan Frye missed Layup.,43,43
14:29,189,Daeqwon Plowden Offensive Rebound.,43,43
14:24,189,Justin Turner missed Jumper.,43,43
14:24,233,Tyler Hagedorn Defensive Rebound.,43,43
14:07,189,Foul on Daeqwon Plowden.,43,43
14:04,189,Foul on Joniya Gadson.,43,43
13:58,233,Tyler Hagedorn missed Layup.,43,43
13:58,189,Joniya Gadson Defensive Rebound.,43,43
13:51,189,Justin Turner made Layup.,43,45
13:51,233,Foul on Tyler Hagedorn.,43,45
13:51,189,Justin Turner made Free Throw.,43,46
13:37,233,Trey Burch-Manning missed Three Point Jumper.,43,46
13:37,233,Carlton Hurst Offensive Rebound.,43,46
13:32,233,Triston Simpson missed Three Point Jumper.,43,46
13:32,189,Derek Koch Defensive Rebound.,43,46
13:24,233,Foul on Trey Burch-Manning.,43,46
13:15,233,Foul on Tyler Peterson.,43,46
13:13,189,Justin Turner missed Jumper.,43,46
13:13,189,Joniya Gadson Offensive Rebound.,43,46
13:11,233,Foul on Carlton Hurst.,43,46
13:03,189,Nelly Cummings missed Jumper.,43,46
13:03,233,Dan Jech Defensive Rebound.,43,46
12:56,189,Foul on Dylan Frye.,43,46
12:56,233,Nick Fuller missed Free Throw.,43,46
12:56,233,South Dakota Deadball Team Rebound.,43,46
12:56,233,Nick Fuller missed Free Throw.,43,46
12:56,189,Joniya Gadson Defensive Rebound.,43,46
12:32,189,Justin Turner missed Three Point Jumper.,43,46
12:32,189,Justin Turner Offensive Rebound.,43,46
12:24,189,Justin Turner made Three Point Jumper. Assisted by Matt Fox.,43,49
12:16,189,Foul on Derek Koch.,43,49
12:14,233,Tyler Peterson made Three Point Jumper. Assisted by Matt Mooney.,46,49
11:45,189,Joniya Gadson Turnover.,46,49
11:43,233,Nick Fuller Steal.,46,49
11:41,233,Carlton Hurst made Layup. Assisted by Matt Mooney.,48,49
11:17,189,Nelly Cummings missed Three Point Jumper.,48,49
11:17,189,Derek Koch Offensive Rebound.,48,49
11:16,233,Foul on Carlton Hurst.,48,49
11:16,189,Official TV Timeout,48,49
11:16,189,Derek Koch missed Free Throw.,48,49
11:16,233,Matt Mooney Defensive Rebound.,48,49
11:11,233,Tyler Hagedorn missed Three Point Jumper.,48,49
11:11,189,Matt Fox Defensive Rebound.,48,49
11:01,189,Derek Koch made Layup. Assisted by Justin Turner.,48,51
10:27,233,Tyler Peterson missed Three Point Jumper.,48,51
10:27,189,Derek Koch Defensive Rebound.,48,51
10:25,233,Foul on Trey Burch-Manning.,48,51
10:25,189,Derek Koch made Free Throw.,48,52
10:25,189,Derek Koch made Free Throw.,48,53
10:14,233,Matt Mooney made Three Point Jumper. Assisted by Tyler Hagedorn.,51,53
9:49,189,Justin Turner missed Three Point Jumper.,51,53
9:49,233,Triston Simpson Defensive Rebound.,51,53
9:48,189,Foul on Derek Koch.,51,53
9:34,189,Foul on Justin Turner.,51,53
9:34,233,Matt Mooney missed Free Throw.,51,53
9:34,189,Demajeo Wiggins Defensive Rebound.,51,53
9:26,189,Justin Turner Turnover.,51,53
9:12,233,Tyler Hagedorn made Layup. Assisted by Matt Mooney.,53,53
9:12,189,Foul on Dylan Frye.,53,53
9:12,233,Tyler Hagedorn made Free Throw.,54,53
9:02,189,Nelly Cummings made Layup.,54,55
8:52,233,Matt Mooney made Layup.,56,55
8:39,189,Nelly Cummings made Jumper.,56,57
8:28,233,Tyler Hagedorn made Three Point Jumper. Assisted by Nick Fuller.,59,57
8:05,189,Justin Turner Turnover.,59,57
8:04,233,Tyler Hagedorn Steal.,59,57
7:59,233,Nick Fuller made Layup. Assisted by Triston Simpson.,61,57
7:59,189,Foul on Matt Fox.,61,57
7:59,189,Official TV Timeout,61,57
7:59,233,Nick Fuller made Free Throw.,62,57
7:44,189,Daeqwon Plowden made Layup. Assisted by Demajeo Wiggins.,62,59
7:24,233,Tyler Hagedorn made Three Point Jumper. Assisted by Matt Mooney.,65,59
7:18,189,Demajeo Wiggins missed Jumper.,65,59
7:18,233,Triston Simpson Defensive Rebound.,65,59
7:07,233,Carlton Hurst missed Layup.,65,59
7:07,189,Demajeo Wiggins Block.,65,59
7:06,233,Carlton Hurst Offensive Rebound.,65,59
7:05,233,Carlton Hurst Turnover.,65,59
7:05,189,Rodrick Caldwell Steal.,65,59
6:54,233,Foul on Carlton Hurst.,65,59
6:54,189,Rodrick Caldwell made Free Throw.,65,60
6:54,189,Rodrick Caldwell made Free Throw.,65,61
6:38,233,Triston Simpson missed Layup.,65,61
6:38,233,Triston Simpson Offensive Rebound.,65,61
6:27,233,Matt Mooney made Three Point Jumper. Assisted by Triston Simpson.,68,61
6:09,189,Justin Turner missed Jumper.,68,61
6:09,233,Carlton Hurst Defensive Rebound.,68,61
6:02,233,Matt Mooney made Jumper. Assisted by Nick Fuller.,70,61
6:00,189,Bowling Green  Timeout,70,61
5:53,189,Dylan Frye missed Jumper.,70,61
5:53,189,Derek Koch Offensive Rebound.,70,61
5:50,189,Derek Koch missed Layup.,70,61
5:50,233,Nick Fuller Defensive Rebound.,70,61
5:24,233,Matt Mooney Turnover.,70,61
5:24,189,Derek Koch Steal.,70,61
5:19,189,Justin Turner missed Layup.,70,61
5:19,233,Tyler Hagedorn Block.,70,61
5:17,233,Triston Simpson Defensive Rebound.,70,61
5:13,233,Matt Mooney made Layup. Assisted by Triston Simpson.,72,61
5:07,233,Foul on Carlton Hurst.,72,61
5:07,189,Dylan Frye made Free Throw.,72,62
5:07,189,Dylan Frye made Free Throw.,72,63
4:42,233,Triston Simpson missed Jumper.,72,63
4:42,189,Daeqwon Plowden Defensive Rebound.,72,63
4:31,189,Derek Koch missed Layup.,72,63
4:31,233,Nick Fuller Block.,72,63
4:30,189,Daeqwon Plowden Offensive Rebound.,72,63
4:29,189,Daeqwon Plowden made Layup.,72,65
4:29,233,Foul on Tyler Hagedorn.,72,65
4:29,189,Daeqwon Plowden missed Free Throw.,72,65
4:29,233,Nick Fuller Defensive Rebound.,72,65
4:17,233,Nick Fuller missed Layup.,72,65
4:17,189,Derek Koch Defensive Rebound.,72,65
4:02,189,Derek Koch Turnover.,72,65
3:59,233,Triston Simpson Turnover.,72,65
3:58,189,Justin Turner Steal.,72,65
3:57,189,Dylan Frye made Three Point Jumper. Assisted by Justin Turner.,72,68
3:44,189,Foul on Derek Koch.,72,68
3:44,189,Official TV Timeout,72,68
3:44,233,Tyler Peterson made Free Throw.,73,68
3:44,233,Tyler Peterson made Free Throw.,74,68
3:32,233,Foul on Tyler Peterson.,74,68
3:32,189,Rodrick Caldwell made Free Throw.,74,69
3:32,189,Rodrick Caldwell made Free Throw.,74,70
3:05,233,Triston Simpson made Layup.,76,70
2:51,189,Daeqwon Plowden Turnover.,76,70
2:49,233,Carlton Hurst Steal.,76,70
2:27,233,Matt Mooney made Three Point Jumper. Assisted by Tyler Hagedorn.,79,70
2:16,233,Foul on Matt Mooney.,79,70
2:16,189,Rodrick Caldwell made Free Throw.,79,71
2:16,189,Rodrick Caldwell made Free Throw.,79,72
1:51,233,Matt Mooney made Three Point Jumper. Assisted by Triston Simpson.,82,72
1:49,233,South Dakota  Timeout,82,72
1:43,189,Dylan Frye made Layup.,82,74
1:33,189,Foul on Rodrick Caldwell.,82,74
1:33,233,Matt Mooney made Free Throw.,83,74
1:33,233,Matt Mooney missed Free Throw.,83,74
1:33,189,Dylan Frye Defensive Rebound.,83,74
1:26,189,Justin Turner missed Layup.,83,74
1:26,233,Carlton Hurst Defensive Rebound.,83,74
1:21,189,Foul on Justin Turner.,83,74
1:21,233,Triston Simpson missed Free Throw.,83,74
1:21,233,South Dakota Deadball Team Rebound.,83,74
1:21,233,Triston Simpson missed Free Throw.,83,74
1:21,189,Dylan Frye Defensive Rebound.,83,74
1:14,189,Matt Fox made Three Point Jumper. Assisted by Dylan Frye.,83,77
1:12,189,Bowling Green  Timeout,83,77
1:07,233,Matt Mooney Turnover.,83,77
1:02,189,Nelly Cummings made Layup.,83,79
0:52,233,South Dakota  Timeout,83,79
0:52,233,Tyler Peterson Turnover.,83,79
0:48,189,Dylan Frye missed Jumper.,83,79
0:48,233,Matt Mooney Defensive Rebound.,83,79
0:42,189,Foul on Justin Turner.,83,79
0:42,233,Matt Mooney made Free Throw.,84,79
0:42,233,Matt Mooney made Free Throw.,85,79
0:36,189,Dylan Frye missed Three Point Jumper.,85,79
0:36,233,Matt Mooney Defensive Rebound.,85,79
0:29,233,Carlton Hurst made Dunk. Assisted by Matt Mooney.,87,79
0:23,189,Rodrick Caldwell missed Three Point Jumper.,87,79
0:23,233,Trey Burch-Manning Defensive Rebound.,87,79
0:21,189,Foul on Daeqwon Plowden.,87,79
0:21,233,Trey Burch-Manning missed Free Throw.,87,79
0:21,233,South Dakota Deadball Team Rebound.,87,79
0:21,233,Trey Burch-Manning missed Free Throw.,87,79
0:21,189,Dylan Frye Defensive Rebound.,87,79
0:14,189,Daeqwon Plowden missed Three Point Jumper.,87,79
0:14,233,Matt Mooney Defensive Rebound.,87,79
0:12,189,Foul on Nelly Cummings.,87,79
0:12,233,Matt Mooney made Free Throw.,88,79
0:12,233,Matt Mooney missed Free Throw.,88,79
0:12,189,Daeqwon Plowden Defensive Rebound.,88,79
0:06,189,Matt Fox missed Three Point Jumper.,88,79
0:06,233,Matt Mooney Defensive Rebound.,88,79
0:00,189,End of Game,88,79
