Trinity (IL),Error,Valparaiso,2674
7:23,2674,Tevonn Walker made Jumper.,14,25
6:53,2652,Nate Hurt made Three Point Jumper.,17,25
6:39,2674,Micah Bradford missed Three Point Jumper.,17,25
6:39,2674,Derrik Smits Offensive Rebound.,17,25
6:30,2652,Foul on Jared Jonkman.,17,25
6:30,2674,Parker Hazen missed Free Throw.,17,25
6:30,2674,Valparaiso Deadball Team Rebound.,17,25
6:30,2674,Parker Hazen made Free Throw.,17,26
6:07,2652,Nari Garrett missed Jumper.,17,26
6:07,2652,Nari Garrett Offensive Rebound.,17,26
6:02,2652,Nari Garrett missed Jumper.,17,26
6:02,2674,Parker Hazen Defensive Rebound.,17,26
5:50,2674,Bakari Evelyn made Three Point Jumper. Assisted by Micah Bradford.,17,29
5:21,2674,Foul on Micah Bradford.,17,29
5:20,2652,Nari Garrett made Jumper. Assisted by Nate Hurt.,19,29
4:54,2674,Max Joseph Turnover.,19,29
4:31,2652,Juozas Balciunas missed Jumper.,19,29
4:31,2652,Ben Brinks Offensive Rebound.,19,29
4:23,2652,Nate Hurt Turnover.,19,29
4:22,2674,Micah Bradford Steal.,19,29
4:18,2652,Foul on Nari Garrett.,19,29
4:18,2674,Micah Bradford made Free Throw.,19,30
4:18,2674,Micah Bradford made Free Throw.,19,31
3:53,2652,Juozas Balciunas Turnover.,19,31
3:53,2674,Official TV Timeout,19,31
3:33,2674,Parker Hazen made Dunk.,19,33
3:12,2652,Caleb Jonkman missed Jumper.,19,33
3:12,2674,Markus Golder Block.,19,33
3:12,2652,Caleb Jonkman Offensive Rebound.,19,33
3:03,2674,Markus Golder Steal.,19,33
3:03,2652,Juozas Balciunas Turnover.,19,33
2:57,2674,Markus Golder made Dunk.,19,35
2:38,2652,Nate Hurt missed Three Point Jumper.,19,35
2:38,2674,Valparaiso Defensive Rebound.,19,35
2:18,2674,Markus Golder Turnover.,19,35
1:56,2652,Terrance Lacey Turnover.,19,35
1:56,2674,Tevonn Walker Steal.,19,35
1:56,2652,Foul on Juozas Balciunas.,19,35
1:56,2674,Tevonn Walker made Free Throw.,19,36
1:56,2674,Tevonn Walker made Free Throw.,19,37
1:34,2652,Juozas Balciunas missed Jumper.,19,37
1:34,2674,Marten Linssen Block.,19,37
1:34,2674,John Kiser Defensive Rebound.,19,37
1:32,2652,Foul on Juozas Balciunas.,19,37
1:32,2674,John Kiser missed Free Throw.,19,37
1:32,2674,Valparaiso Deadball Team Rebound.,19,37
1:32,2674,John Kiser made Free Throw.,19,38
1:06,2652,Nari Garrett made Layup. Assisted by Terrance Lacey.,21,38
0:49,2674,Tevonn Walker made Jumper.,21,40
0:37,2652,Juozas Balciunas missed Three Point Jumper.,21,40
0:37,2674,Bakari Evelyn Defensive Rebound.,21,40
0:30,2674,Valparaiso  Timeout,21,40
0:29,2674,Max Joseph missed Three Point Jumper.,21,40
0:29,2674,John Kiser Offensive Rebound.,21,40
0:06,2674,Bakari Evelyn Turnover.,21,40
0:01,2652,Juozas Balciunas missed Three Point Jumper.,21,40
0:01,2674,Max Joseph Defensive Rebound.,21,40
0:00,2674,End of 1st half,21,40
19:52,2652,Juozas Balciunas Turnover.,21,40
19:52,2674,Tevonn Walker Steal.,21,40
19:23,2674,Tevonn Walker missed Layup.,21,40
19:23,2674,Max Joseph Offensive Rebound.,21,40
19:22,2674,Valparaiso  Turnover.,21,40
19:07,2652,Caleb Jonkman Turnover.,21,40
18:51,2674,Tevonn Walker missed Jumper.,21,40
18:51,2674,Derrik Smits Offensive Rebound.,21,40
18:48,2674,Derrik Smits made Layup.,21,42
18:28,2674,Foul on Parker Hazen.,21,42
18:22,2652,Nari Garrett Turnover.,21,42
18:09,2674,Bakari Evelyn made Three Point Jumper. Assisted by Max Joseph.,21,45
17:51,2674,Foul on Max Joseph.,21,45
17:36,2652,Nari Garrett missed Jumper.,21,45
17:36,2674,Valparaiso Defensive Rebound.,21,45
17:27,2674,Tevonn Walker missed Three Point Jumper.,21,45
17:27,2652,Juozas Balciunas Defensive Rebound.,21,45
17:15,2652,Nari Garrett Turnover.,21,45
17:15,2674,Tevonn Walker Steal.,21,45
17:12,2674,Tevonn Walker made Dunk.,21,47
16:51,2652,Juozas Balciunas missed Jumper.,21,47
16:51,2652,Nari Garrett Offensive Rebound.,21,47
16:46,2652,Nari Garrett missed Layup.,21,47
16:46,2652,Nari Garrett Offensive Rebound.,21,47
16:40,2652,Ben Brinks missed Jumper.,21,47
16:40,2652,Trinity (IL) Offensive Rebound.,21,47
16:37,2652,Ben Brinks missed Jumper.,21,47
16:37,2674,Derrik Smits Defensive Rebound.,21,47
16:22,2674,Bakari Evelyn Turnover.,21,47
15:53,2652,Juozas Balciunas missed Jumper.,21,47
15:53,2674,Bakari Evelyn Defensive Rebound.,21,47
15:40,2674,Tevonn Walker Turnover.,21,47
15:39,2652,Ben Brinks Steal.,21,47
15:21,2674,Official TV Timeout,21,47
15:14,2652,Nari Garrett missed Layup.,21,47
15:14,2674,Marten Linssen Defensive Rebound.,21,47
14:58,2674,Micah Bradford missed Three Point Jumper.,21,47
14:58,2652,Trinity (IL) Defensive Rebound.,21,47
14:32,2652,Juozas Balciunas made Jumper.,23,47
14:06,2652,Foul on Jared Jonkman.,23,47
14:06,2674,Marten Linssen missed Free Throw.,23,47
14:06,2674,Valparaiso Deadball Team Rebound.,23,47
14:06,2674,Marten Linssen made Free Throw.,23,48
13:52,2652,Terrance Lacey Turnover.,23,48
13:36,2652,Foul on Jalyn Clark.,23,48
13:31,2674,Foul on Mileek McMillan.,23,48
13:31,2674,Mileek McMillan Turnover.,23,48
13:11,2674,Foul on Max Joseph.,23,48
13:11,2652,Jalyn Clark made Free Throw.,24,48
13:11,2652,Jalyn Clark made Free Throw.,25,48
12:54,2674,Micah Bradford missed Jumper.,25,48
12:54,2652,Jared Jonkman Defensive Rebound.,25,48
12:48,2652,Oleksandr Dolishniy Turnover.,25,48
12:47,2674,Marten Linssen Steal.,25,48
12:42,2674,Mileek McMillan missed Layup.,25,48
12:42,2674,Marten Linssen Offensive Rebound.,25,48
12:41,2674,Marten Linssen missed Layup.,25,48
12:41,2652,Oleksandr Dolishniy Defensive Rebound.,25,48
12:28,2652,Nate Hurt Turnover.,25,48
12:27,2674,Micah Bradford Steal.,25,48
12:24,2674,Micah Bradford missed Layup.,25,48
12:24,2652,Ben Brinks Defensive Rebound.,25,48
12:11,2674,Foul on Micah Bradford.,25,48
12:04,2652,Jared Jonkman missed Jumper.,25,48
12:04,2674,Markus Golder Defensive Rebound.,25,48
11:44,2674,Markus Golder missed Three Point Jumper.,25,48
11:44,2674,Markus Golder Offensive Rebound.,25,48
11:38,2674,Markus Golder missed Layup.,25,48
11:38,2652,Ben Brinks Block.,25,48
11:37,2652,Ben Brinks Defensive Rebound.,25,48
11:31,2652,Caleb Jonkman missed Three Point Jumper.,25,48
11:31,2674,Marten Linssen Defensive Rebound.,25,48
11:04,2674,Mileek McMillan missed Jumper.,25,48
11:04,2652,Trinity (IL) Defensive Rebound.,25,48
11:02,2674,Foul on Marten Linssen.,25,48
11:02,2674,Official TV Timeout,25,48
10:38,2652,Oleksandr Dolishniy made Three Point Jumper. Assisted by Caleb Jonkman.,28,48
10:24,2652,Foul on Oleksandr Dolishniy.,28,48
10:24,2674,Markus Golder made Free Throw.,28,49
10:24,2674,Markus Golder made Free Throw.,28,50
10:17,2674,Foul on Markus Golder.,28,50
10:17,2652,Caleb Jonkman made Free Throw.,29,50
10:17,2652,Caleb Jonkman made Free Throw.,30,50
10:12,2674,Markus Golder made Dunk. Assisted by Bakari Evelyn.,30,52
9:45,2652,Nari Garrett Turnover.,30,52
9:44,2674,Markus Golder Steal.,30,52
9:40,2674,Markus Golder made Layup.,30,54
9:40,2652,Foul on Nate Hurt.,30,54
9:40,2674,Markus Golder made Free Throw.,30,55
9:29,2652,Caleb Jonkman made Three Point Jumper. Assisted by Juozas Balciunas.,33,55
9:26,2674,Foul on John Kiser.,33,55
9:26,2652,Jared Jonkman made Free Throw.,34,55
9:26,2652,Jared Jonkman missed Free Throw.,34,55
9:26,2674,Derrik Smits Defensive Rebound.,34,55
9:12,2674,Bakari Evelyn missed Three Point Jumper.,34,55
9:12,2674,Derrik Smits Offensive Rebound.,34,55
8:58,2674,Tevonn Walker made Three Point Jumper. Assisted by Markus Golder.,34,58
8:45,2652,Foul on Nari Garrett.,34,58
8:45,2652,Nari Garrett Turnover.,34,58
8:39,2674,Bakari Evelyn Turnover.,34,58
8:12,2652,Caleb Jonkman missed Three Point Jumper.,34,58
8:12,2674,Derrik Smits Block.,34,58
8:11,2674,John Kiser Defensive Rebound.,34,58
7:55,2674,Tevonn Walker made Three Point Jumper. Assisted by Bakari Evelyn.,34,61
7:20,2652,Caleb Jonkman missed Three Point Jumper.,34,61
7:20,2674,Valparaiso Defensive Rebound.,34,61
7:18,2674,Official TV Timeout,34,61
7:09,2674,Tevonn Walker made Jumper.,34,63
6:52,2652,Nari Garrett Turnover.,34,63
6:51,2674,Max Joseph Steal.,34,63
6:45,2652,Foul on Nari Garrett.,34,63
6:42,2674,Tevonn Walker missed Jumper.,34,63
6:42,2652,Trinity (IL) Defensive Rebound.,34,63
6:31,2652,Caleb Jonkman Turnover.,34,63
6:30,2674,Marten Linssen Steal.,34,63
6:24,2674,Tevonn Walker missed Three Point Jumper.,34,63
6:24,2674,Max Joseph Offensive Rebound.,34,63
6:20,2652,Foul on Jalyn Clark.,34,63
6:20,2674,Max Joseph made Free Throw.,34,64
6:20,2674,Max Joseph missed Free Throw.,34,64
6:20,2652,Jared Jonkman Defensive Rebound.,34,64
5:52,2652,Caleb Jonkman made Three Point Jumper.,37,64
5:41,2652,Foul on Ben Brinks.,37,64
5:41,2674,Parker Hazen made Free Throw.,37,65
5:41,2674,Parker Hazen made Free Throw.,37,66
5:29,2652,Jared Jonkman Turnover.,37,66
5:29,2674,Mileek McMillan Steal.,37,66
5:22,2674,John Kiser missed Three Point Jumper.,37,66
5:22,2652,Jared Jonkman Defensive Rebound.,37,66
5:08,2674,Foul on Markus Golder.,37,66
5:08,2652,Juozas Balciunas missed Free Throw.,37,66
5:08,2674,John Kiser Defensive Rebound.,37,66
4:56,2674,Marten Linssen Turnover.,37,66
4:46,2652,Oleksandr Dolishniy missed Three Point Jumper.,37,66
4:46,2674,Markus Golder Defensive Rebound.,37,66
4:39,2674,Markus Golder made Layup.,37,68
4:20,2652,Caleb Jonkman made Jumper.,39,68
4:07,2674,John Kiser made Three Point Jumper. Assisted by Markus Golder.,39,71
3:51,2652,Juozas Balciunas Turnover.,39,71
3:51,2674,Official TV Timeout,39,71
3:31,2674,Markus Golder made Dunk. Assisted by Mileek McMillan.,39,73
3:31,2652,Foul on Ben Brinks.,39,73
3:31,2674,Markus Golder made Free Throw.,39,74
3:06,2652,Terrance Lacey made Layup.,41,74
2:54,2674,Micah Bradford missed Three Point Jumper.,41,74
2:54,2674,Markus Golder Offensive Rebound.,41,74
2:48,2674,Mileek McMillan missed Layup.,41,74
2:48,2674,Marten Linssen Offensive Rebound.,41,74
2:45,2674,Markus Golder made Three Point Jumper. Assisted by Marten Linssen.,41,77
2:22,2652,Terrance Lacey Turnover.,41,77
2:22,2674,John Kiser Steal.,41,77
2:18,2674,John Kiser made Dunk.,41,79
2:00,2674,Foul on Mileek McMillan.,41,79
2:00,2652,Ben Brinks made Free Throw.,42,79
2:00,2652,Ben Brinks missed Free Throw.,42,79
2:00,2674,Mileek McMillan Defensive Rebound.,42,79
1:52,2674,Mileek McMillan missed Three Point Jumper.,42,79
1:52,2652,Nate Hurt Defensive Rebound.,42,79
1:45,2652,Nate Hurt missed Three Point Jumper.,42,79
1:45,2674,John Kiser Defensive Rebound.,42,79
1:34,2674,Mileek McMillan Turnover.,42,79
1:25,2652,Terrance Lacey missed Three Point Jumper.,42,79
1:25,2674,John Kiser Defensive Rebound.,42,79
1:13,2652,Foul on Ben Brinks.,42,79
1:13,2674,Micah Bradford missed Free Throw.,42,79
1:13,2674,Valparaiso Deadball Team Rebound.,42,79
1:13,2674,Micah Bradford missed Free Throw.,42,79
1:13,2652,Trinity (IL) Defensive Rebound.,42,79
1:00,2652,Nate Hurt Turnover.,42,79
1:00,2674,John Kiser Steal.,42,79
1:00,2652,Foul on Oleksandr Dolishniy.,42,79
1:00,2674,Valparaiso Deadball Team Rebound.,42,79
1:00,2674,John Kiser made Free Throw.,42,80
0:45,2674,Foul on Micah Bradford.,42,80
0:45,2652,Nate Hurt made Free Throw.,43,80
0:45,2652,Nate Hurt missed Free Throw.,43,80
0:45,2674,Mileek McMillan Defensive Rebound.,43,80
0:19,2674,Mileek McMillan made Layup. Assisted by Marten Linssen.,43,82
0:19,2652,Foul on Ben Brinks.,43,82
0:19,2674,Mileek McMillan made Free Throw.,43,83
0:04,2652,Caleb Jonkman made Three Point Jumper. Assisted by Oleksandr Dolishniy.,46,83
0:00,2674,End of Game,46,83
