Milwaukee,66,Iowa State,270
11:54,270,Bryce Nze Steal.,10,13
11:53,66,Foul on Jakolby Long.,10,13
11:53,66,Official TV Timeout,10,13
11:53,270,Bryce Nze missed Free Throw.,10,13
11:53,270,Milwaukee Deadball Team Rebound.,10,13
11:53,270,Bryce Nze made Free Throw.,11,13
11:52,66,Official TV Timeout,10,13
11:45,66,Terrence Lewis missed Three Point Jumper.,11,13
11:45,270,Jeremiah Bell Defensive Rebound.,11,13
11:39,66,Foul on Jakolby Long.,11,13
11:39,270,Jeremiah Bell missed Free Throw.,11,13
11:39,270,Milwaukee Deadball Team Rebound.,11,13
11:39,270,Jeremiah Bell missed Free Throw.,11,13
11:39,66,Zoran Talley Jr. Defensive Rebound.,11,13
11:30,66,Terrence Lewis Turnover.,11,13
11:10,270,Jeremy Johnson made Jumper.,13,13
10:53,66,Nick Weiler-Babb Turnover.,13,13
10:52,270,Bryce Nze Steal.,13,13
10:49,270,Jeremiah Bell missed Layup.,13,13
10:49,270,Milwaukee Offensive Rebound.,13,13
10:37,270,August Haas made Three Point Jumper. Assisted by Bryce Nze.,16,13
10:08,66,Nick Weiler-Babb made Three Point Jumper.,16,16
9:37,270,August Haas missed Jumper.,16,16
9:37,66,Nick Weiler-Babb Defensive Rebound.,16,16
9:36,270,Foul on Alex Prahl.,16,16
9:23,66,Donovan Jackson Turnover.,16,16
9:22,270,Bryce Barnes Steal.,16,16
9:14,270,Bryce Barnes Turnover.,16,16
9:13,66,Nick Weiler-Babb Steal.,16,16
9:03,66,Jeff Beverly made Layup. Assisted by Lindell Wigginton.,16,18
9:03,270,Foul on Bryce Nze.,16,18
9:03,66,Jeff Beverly made Free Throw.,16,19
8:49,66,Foul on Lindell Wigginton.,16,19
8:40,270,Brock Stull made Three Point Jumper. Assisted by Brett Prahl.,19,19
8:18,66,Lindell Wigginton missed Three Point Jumper.,19,19
8:18,270,Jeremiah Bell Defensive Rebound.,19,19
8:00,270,Jeremiah Bell Turnover.,19,19
8:00,66,Official TV Timeout,19,19
7:59,66,Official TV Timeout,19,19
7:44,66,Donovan Jackson missed Jumper.,19,19
7:44,66,Solomon Young Offensive Rebound.,19,19
7:39,66,Lindell Wigginton missed Three Point Jumper.,19,19
7:39,270,Jeremiah Bell Defensive Rebound.,19,19
7:16,270,Brock Stull missed Jumper.,19,19
7:16,66,Solomon Young Defensive Rebound.,19,19
7:01,66,Lindell Wigginton made Jumper.,19,21
6:38,66,Foul on Zoran Talley Jr..,19,21
6:38,270,Bryce Barnes made Free Throw.,20,21
6:38,270,Bryce Barnes made Free Throw.,21,21
6:23,66,Solomon Young made Layup. Assisted by Zoran Talley Jr..,21,23
6:03,66,Foul on Nick Weiler-Babb.,21,23
6:03,270,Bryce Barnes made Free Throw.,22,23
6:03,270,Bryce Barnes missed Free Throw.,22,23
6:03,66,Nick Weiler-Babb Defensive Rebound.,22,23
5:55,66,Foul on Solomon Young.,22,23
5:55,66,Solomon Young Turnover.,22,23
5:37,270,Jeremiah Bell made Jumper. Assisted by Jeremy Johnson.,24,23
5:15,66,Terrence Lewis made Three Point Jumper. Assisted by Zoran Talley Jr..,24,26
4:46,270,Brett Prahl made Layup.,26,26
4:27,66,Nick Weiler-Babb missed Layup.,26,26
4:27,270,Brett Prahl Defensive Rebound.,26,26
4:19,270,Bryce Barnes made Layup.,28,26
4:11,66,Iowa State  Timeout,28,26
4:11,66,Official TV Timeout,28,26
3:55,66,Donovan Jackson missed Jumper.,28,26
3:55,270,Brett Prahl Defensive Rebound.,28,26
3:34,66,Foul on Jeff Beverly.,28,26
3:34,270,Bryce Barnes made Free Throw.,29,26
3:34,270,Bryce Barnes made Free Throw.,30,26
3:27,270,Foul on Jeremy Johnson.,30,26
3:27,66,Nick Weiler-Babb missed Free Throw.,30,26
3:27,66,Iowa State Deadball Team Rebound.,30,26
3:27,66,Nick Weiler-Babb made Free Throw.,30,27
3:11,66,Foul on Solomon Young.,30,27
3:11,270,Brett Prahl made Free Throw.,31,27
3:11,270,Brett Prahl made Free Throw.,32,27
2:59,66,Nick Weiler-Babb made Layup. Assisted by Lindell Wigginton.,32,29
2:28,270,Brett Prahl made Layup.,34,29
2:08,66,Terrence Lewis missed Three Point Jumper.,34,29
2:08,66,Jeff Beverly Offensive Rebound.,34,29
2:06,270,Foul on Brett Prahl.,34,29
2:06,66,Jeff Beverly made Free Throw.,34,30
2:06,66,Jeff Beverly made Free Throw.,34,31
1:53,270,Brock Stull missed Three Point Jumper.,34,31
1:53,66,Terrence Lewis Defensive Rebound.,34,31
1:34,66,Zoran Talley Jr. missed Jumper.,34,31
1:34,270,Brock Stull Defensive Rebound.,34,31
1:33,66,Foul on Terrence Lewis.,34,31
1:33,270,Brock Stull made Free Throw.,35,31
1:33,270,Brock Stull made Free Throw.,36,31
1:20,66,Foul on Lindell Wigginton.,36,31
1:20,66,Lindell Wigginton Turnover.,36,31
0:48,270,Jeremiah Bell missed Jumper.,36,31
0:48,66,Nick Weiler-Babb Defensive Rebound.,36,31
0:48,270,Foul on Jeremy Johnson.,36,31
0:48,66,Nick Weiler-Babb made Free Throw.,36,32
0:48,66,Nick Weiler-Babb missed Free Throw.,36,32
0:48,270,Brett Prahl Defensive Rebound.,36,32
0:38,270,Foul on Jeremiah Bell.,36,32
0:38,270,Jeremiah Bell Turnover.,36,32
0:18,66,Terrence Lewis missed Jumper.,36,32
0:18,270,August Haas Defensive Rebound.,36,32
0:07,270,Milwaukee  Timeout,36,32
0:03,270,Brock Stull made Three Point Jumper. Assisted by Jeremiah Bell.,39,32
0:00,66,End of 1st half,39,32
19:48,66,Foul on Jeff Beverly.,39,32
19:29,270,Bryce Nze made Layup. Assisted by Brett Prahl.,41,32
19:14,270,Foul on Brett Prahl.,41,32
19:14,66,Jeff Beverly made Free Throw.,41,33
19:14,66,Jeff Beverly made Free Throw.,41,34
18:48,270,Brock Stull missed Three Point Jumper.,41,34
18:48,66,Donovan Jackson Defensive Rebound.,41,34
18:40,270,Foul on Brock Stull.,41,34
18:34,66,Donovan Jackson missed Three Point Jumper.,41,34
18:34,270,Jeremy Johnson Defensive Rebound.,41,34
18:25,270,Bryce Barnes missed Three Point Jumper.,41,34
18:25,66,Solomon Young Defensive Rebound.,41,34
17:55,66,Foul on Jeff Beverly.,41,34
17:55,66,Jeff Beverly Turnover.,41,34
17:38,270,Brock Stull missed Jumper.,41,34
17:38,66,Zoran Talley Jr. Defensive Rebound.,41,34
17:32,270,Foul on Jeremy Johnson.,41,34
17:32,66,Lindell Wigginton made Free Throw.,41,35
17:32,66,Lindell Wigginton made Free Throw.,41,36
17:10,66,Foul on Solomon Young.,41,36
16:56,270,Bryce Barnes missed Jumper.,41,36
16:56,66,Zoran Talley Jr. Defensive Rebound.,41,36
16:35,66,Jakolby Long Turnover.,41,36
16:35,270,Brock Stull Steal.,41,36
16:35,66,Foul on Jakolby Long.,41,36
16:26,270,Jeremiah Bell missed Jumper.,41,36
16:26,66,Zoran Talley Jr. Defensive Rebound.,41,36
16:16,66,Lindell Wigginton missed Three Point Jumper.,41,36
16:16,270,Brett Prahl Defensive Rebound.,41,36
16:02,270,Bryce Nze missed Jumper.,41,36
16:02,66,Zoran Talley Jr. Defensive Rebound.,41,36
16:00,270,Foul on Brett Prahl.,41,36
16:00,66,Official TV Timeout,41,36
15:45,66,Zoran Talley Jr. made Jumper.,41,38
15:45,270,Foul on Vance Johnson.,41,38
15:45,66,Zoran Talley Jr. made Free Throw.,41,39
15:24,270,Vance Johnson made Jumper. Assisted by Brock Stull.,43,39
15:08,66,Donovan Jackson Turnover.,43,39
14:53,270,Bryce Nze made Jumper.,45,39
14:33,270,Foul on Vance Johnson.,45,39
14:26,66,Nick Weiler-Babb missed Three Point Jumper.,45,39
14:26,66,Lindell Wigginton Offensive Rebound.,45,39
14:25,270,Foul on Jeremiah Bell.,45,39
14:25,66,Lindell Wigginton made Free Throw.,45,40
14:25,66,Lindell Wigginton made Free Throw.,45,41
14:13,270,Brock Stull missed Three Point Jumper.,45,41
14:13,66,Zoran Talley Jr. Defensive Rebound.,45,41
14:02,66,Donovan Jackson missed Three Point Jumper.,45,41
14:02,270,Bryce Nze Defensive Rebound.,45,41
13:55,270,Brock Stull missed Three Point Jumper.,45,41
13:55,66,Nick Weiler-Babb Defensive Rebound.,45,41
13:43,66,Lindell Wigginton missed Jumper.,45,41
13:43,270,August Haas Defensive Rebound.,45,41
13:37,270,Brock Stull missed Three Point Jumper.,45,41
13:37,270,Bryce Barnes Offensive Rebound.,45,41
13:32,66,Foul on Donovan Jackson.,45,41
13:20,270,Bryce Nze made Layup. Assisted by Jeremiah Bell.,47,41
13:02,66,Donovan Jackson missed Jumper.,47,41
13:02,270,Bryce Nze Defensive Rebound.,47,41
12:33,270,Brock Stull made Three Point Jumper. Assisted by August Haas.,50,41
12:24,66,Iowa State  Timeout,50,41
12:24,66,Official TV Timeout,50,41
12:16,66,Solomon Young missed Three Point Jumper.,50,41
12:16,270,Milwaukee Defensive Rebound.,50,41
12:05,270,Bryce Nze made Layup. Assisted by August Haas.,52,41
11:50,270,Foul on August Haas.,52,41
11:50,66,Official TV Timeout,52,41
11:50,66,Zoran Talley Jr. made Free Throw.,52,42
11:50,66,Zoran Talley Jr. made Free Throw.,52,43
11:49,66,Official TV Timeout,52,41
11:30,270,Bryce Barnes missed Layup.,52,43
11:30,66,Solomon Young Block.,52,43
11:28,270,Jeremiah Bell Offensive Rebound.,52,43
11:26,270,Jeremiah Bell missed Three Point Jumper.,52,43
11:26,270,Milwaukee Deadball Team Rebound.,52,43
11:25,270,Foul on Bryce Nze.,52,43
11:25,270,Bryce Nze Turnover.,52,43
11:25,66,Nick Weiler-Babb missed Free Throw.,52,43
11:25,270,Bryce Nze Defensive Rebound.,52,43
11:00,270,Brock Stull missed Jumper.,52,43
11:00,270,Bryce Nze Offensive Rebound.,52,43
10:52,270,Bryce Nze made Two Point Tip Shot.,54,43
10:41,66,Terrence Lewis Turnover.,54,43
10:41,270,August Haas Steal.,54,43
10:41,270,August Haas Turnover.,54,43
10:41,66,Terrence Lewis Steal.,54,43
10:17,66,Nick Weiler-Babb Turnover.,54,43
10:16,270,Brock Stull Steal.,54,43
9:56,66,Foul on Zoran Talley Jr..,54,43
9:56,270,Bryce Barnes made Free Throw.,55,43
9:56,270,Bryce Barnes made Free Throw.,56,43
9:43,270,Foul on Bryce Barnes.,56,43
9:43,66,Jeff Beverly made Free Throw.,56,44
9:43,66,Jeff Beverly made Free Throw.,56,45
9:34,66,Foul on Solomon Young.,56,45
9:34,270,Bryce Nze missed Free Throw.,56,45
9:34,66,Zoran Talley Jr. Defensive Rebound.,56,45
9:25,66,Nick Weiler-Babb Turnover.,56,45
9:24,270,Brock Stull Steal.,56,45
9:05,270,Bryce Nze made Layup. Assisted by Jeremy Johnson.,58,45
8:34,66,Donovan Jackson missed Jumper.,58,45
8:34,66,Jeff Beverly Offensive Rebound.,58,45
8:29,66,Jeff Beverly made Jumper.,58,47
8:00,270,August Haas missed Three Point Jumper.,58,47
8:00,66,Zoran Talley Jr. Defensive Rebound.,58,47
7:41,66,Nick Weiler-Babb Turnover.,58,47
7:41,270,Jeremiah Bell Steal.,58,47
7:25,270,Foul on Bryce Nze.,58,47
7:25,270,Bryce Nze Turnover.,58,47
7:25,66,Official TV Timeout,58,47
7:24,66,Official TV Timeout,58,47
7:04,66,Jeff Beverly missed Jumper.,58,47
7:04,270,August Haas Defensive Rebound.,58,47
6:39,66,Foul on Jeff Beverly.,58,47
6:39,270,Brett Prahl made Free Throw.,59,47
6:39,270,Brett Prahl made Free Throw.,60,47
6:23,270,Foul on Brock Stull.,60,47
6:23,66,Lindell Wigginton missed Free Throw.,60,47
6:23,66,Iowa State Deadball Team Rebound.,60,47
6:23,66,Lindell Wigginton missed Free Throw.,60,47
6:23,270,Jeremy Johnson Defensive Rebound.,60,47
5:55,270,August Haas missed Jumper.,60,47
5:55,66,Jeff Beverly Defensive Rebound.,60,47
5:48,270,Foul on Jeremy Johnson.,60,47
5:48,66,Lindell Wigginton made Free Throw.,60,48
5:48,66,Lindell Wigginton made Free Throw.,60,49
5:33,270,Brett Prahl missed Jumper.,60,49
5:33,270,Brett Prahl Offensive Rebound.,60,49
5:30,270,Brett Prahl made Two Point Tip Shot.,62,49
5:15,66,Donovan Jackson missed Layup.,62,49
5:15,66,Jeff Beverly Offensive Rebound.,62,49
5:10,66,Jeff Beverly missed Jumper.,62,49
5:10,270,Jeremy Johnson Defensive Rebound.,62,49
4:46,270,Jeremy Johnson missed Three Point Jumper.,62,49
4:46,66,Jeff Beverly Defensive Rebound.,62,49
4:37,66,Jeff Beverly missed Three Point Jumper.,62,49
4:37,270,August Haas Defensive Rebound.,62,49
4:35,66,Foul on Lindell Wigginton.,62,49
4:35,270,August Haas made Free Throw.,63,49
4:35,270,August Haas made Free Throw.,64,49
4:10,66,Zoran Talley Jr. missed Jumper.,64,49
4:10,270,Jeremy Johnson Defensive Rebound.,64,49
3:46,66,Foul on Lindell Wigginton.,64,49
3:46,66,Official TV Timeout,64,49
3:46,270,August Haas missed Free Throw.,64,49
3:46,270,Milwaukee Deadball Team Rebound.,64,49
3:46,270,August Haas made Free Throw.,65,49
3:36,66,Donovan Jackson missed Three Point Jumper.,65,49
3:36,270,Jeremiah Bell Defensive Rebound.,65,49
3:05,270,Brock Stull made Three Point Jumper. Assisted by August Haas.,68,49
2:36,270,Foul on August Haas.,68,49
2:36,66,Zoran Talley Jr. made Free Throw.,68,50
2:36,66,Zoran Talley Jr. missed Free Throw.,68,50
2:36,270,Jeremiah Bell Defensive Rebound.,68,50
2:06,66,Foul on Terrence Lewis.,68,50
2:06,270,Jeremiah Bell made Free Throw.,69,50
2:06,270,Jeremiah Bell missed Free Throw.,69,50
2:06,66,Zoran Talley Jr. Defensive Rebound.,69,50
1:43,66,Nick Weiler-Babb made Layup.,69,52
1:09,270,Brock Stull made Three Point Jumper.,72,52
1:00,66,Donovan Jackson missed Three Point Jumper.,72,52
1:00,66,Solomon Young Offensive Rebound.,72,52
0:58,66,Solomon Young made Dunk.,72,54
0:32,270,Brett Prahl made Layup. Assisted by August Haas.,74,54
0:26,66,Donovan Jackson made Layup.,74,56
0:00,66,End of Game,74,56
