Rockhurst,Error,Saint Louis,139
12:44,139,Davell Roby Defensive Rebound.,3,15
12:38,139,Jalen Johnson missed Three Point Jumper.,3,15
12:38,-1,Alex Hagan Defensive Rebound.,3,15
12:27,-1,Alex Hagan Turnover.,3,15
12:26,139,Aaron Hines Steal.,3,15
12:23,139,Aaron Hines made Layup.,3,17
11:58,-1,Eddie Muench made Three Point Jumper. Assisted by Travis House.,6,17
11:37,139,Javon Bess missed Jumper.,6,17
11:37,139,D.J. Foreman Offensive Rebound.,6,17
11:35,139,D.J. Foreman missed Two Point Tip Shot.,6,17
11:35,139,Javon Bess Offensive Rebound.,6,17
11:35,-1,Foul on Travis House.,6,17
11:35,139,Official TV Timeout,6,17
11:35,139,Javon Bess made Free Throw.,6,18
11:35,139,Javon Bess made Free Throw.,6,19
11:35,-1,Eddie Muench made Three Point Jumper. Assisted by Undra Wilson.,9,19
11:29,139,Jordan Goodwin Turnover.,9,19
11:27,139,Foul on Jordan Goodwin.,9,19
10:21,-1,Foul on Alex Hagan.,9,19
10:21,-1,Alex Hagan Turnover.,9,19
10:11,139,Jordan Goodwin missed Jumper.,9,19
10:11,-1,Rockhurst Defensive Rebound.,9,19
9:51,-1,Eddie Muench made Three Point Jumper. Assisted by Undra Wilson.,12,19
9:36,139,Foul on Rashed Anthony.,12,19
9:36,139,Rashed Anthony Turnover.,12,19
9:06,-1,Connor Evans missed Layup.,12,19
9:06,139,Jalen Johnson Block.,12,19
9:06,139,Saint Louis Defensive Rebound.,12,19
8:48,139,Jordan Goodwin missed Three Point Jumper.,12,19
8:48,139,Javon Bess Offensive Rebound.,12,19
8:38,-1,Foul on Zach Burch.,12,19
8:27,139,Foul on Jalen Johnson.,12,19
8:27,139,Jalen Johnson Turnover.,12,19
8:13,-1,Auston Rushing missed Three Point Jumper.,12,19
8:13,139,Javon Bess Defensive Rebound.,12,19
8:00,-1,Foul on Undra Wilson.,12,19
8:00,139,Jalen Johnson made Free Throw.,12,20
8:00,139,Jalen Johnson missed Free Throw.,12,20
8:00,-1,Connor Evans Defensive Rebound.,12,20
7:37,-1,Auston Rushing made Three Point Jumper. Assisted by Connor Evans.,15,20
7:14,139,Davell Roby missed Three Point Jumper.,15,20
7:14,-1,Zach Burch Defensive Rebound.,15,20
6:58,139,Official TV Timeout,15,20
6:54,-1,Curtis Lewis Turnover.,15,20
6:39,139,Hasahn French missed Layup.,15,20
6:39,-1,Zach Burch Defensive Rebound.,15,20
6:24,139,Foul on Javon Bess.,15,20
6:18,-1,Auston Rushing missed Three Point Jumper.,15,20
6:18,139,Aaron Hines Defensive Rebound.,15,20
6:10,139,Hasahn French made Layup. Assisted by Jordan Goodwin.,15,22
5:58,-1,Eddie Muench missed Layup.,15,22
5:58,139,Hasahn French Defensive Rebound.,15,22
5:52,-1,Foul on Connor Evans.,15,22
5:52,139,Davell Roby made Free Throw.,15,23
5:52,139,Davell Roby missed Free Throw.,15,23
5:52,-1,Auston Rushing Defensive Rebound.,15,23
5:38,-1,Auston Rushing made Three Point Jumper. Assisted by Eddie Muench.,18,23
5:26,139,Aaron Hines Turnover.,18,23
5:03,-1,Eddie Muench missed Three Point Jumper.,18,23
5:03,139,Saint Louis Defensive Rebound.,18,23
5:00,-1,Foul on Zach Burch.,18,23
5:00,139,Hasahn French missed Free Throw.,18,23
5:00,-1,Alex Hagan Defensive Rebound.,18,23
4:43,-1,Foul on Connor Evans.,18,23
4:43,-1,Connor Evans Turnover.,18,23
4:26,139,Foul on Javon Bess.,18,23
4:26,139,Javon Bess Turnover.,18,23
4:13,-1,Alex Hagan Turnover.,18,23
4:12,139,Jordan Goodwin Steal.,18,23
4:08,139,Hasahn French made Dunk. Assisted by Jordan Goodwin.,18,25
3:53,-1,Curtis Lewis missed Layup.,18,25
3:53,139,Aaron Hines Defensive Rebound.,18,25
3:30,139,Aaron Hines missed Three Point Jumper.,18,25
3:30,-1,Curtis Lewis Defensive Rebound.,18,25
3:21,-1,Curtis Lewis made Layup.,20,25
3:21,139,Official TV Timeout,20,25
2:58,139,Aaron Hines made Jumper. Assisted by Hasahn French.,20,27
2:26,-1,Auston Rushing missed Jumper.,20,27
2:26,139,Jordan Goodwin Block.,20,27
2:24,139,Davell Roby Defensive Rebound.,20,27
2:15,-1,Foul on Auston Rushing.,20,27
2:15,139,Davell Roby missed Free Throw.,20,27
2:15,139,Saint Louis Deadball Team Rebound.,20,27
2:15,139,Davell Roby made Free Throw.,20,28
1:51,-1,Auston Rushing Turnover.,20,28
1:50,139,Hasahn French Steal.,20,28
1:50,-1,Foul on Eddie Muench.,20,28
1:50,139,Hasahn French made Free Throw.,20,29
1:50,139,Hasahn French missed Free Throw.,20,29
1:50,-1,Alex Hagan Defensive Rebound.,20,29
1:22,-1,Alex Hagan made Three Point Jumper. Assisted by Travis House.,23,29
1:22,139,Saint Louis  Timeout,23,29
1:11,139,Foul on Aaron Hines.,23,29
1:11,139,Aaron Hines Turnover.,23,29
0:44,-1,Connor Evans Turnover.,23,29
0:30,139,Aaron Hines missed Three Point Jumper.,23,29
0:30,-1,Rockhurst Defensive Rebound.,23,29
0:27,-1,Rockhurst  Timeout,23,29
0:05,-1,Curtis Lewis missed Jumper.,23,29
0:05,139,Hasahn French Defensive Rebound.,23,29
0:01,139,Aaron Hines Turnover.,23,29
0:00,-1,Auston Rushing made Three Point Jumper. Assisted by Travis House.,26,29
0:00,139,End of 1st half,26,29
19:45,139,Davell Roby made Jumper.,26,31
19:26,-1,Auston Rushing missed Three Point Jumper.,26,31
19:26,-1,Rockhurst Offensive Rebound.,26,31
19:13,-1,Auston Rushing Turnover.,26,31
19:12,139,Jordan Goodwin Steal.,26,31
19:06,139,Davell Roby made Three Point Jumper. Assisted by Javon Bess.,26,34
18:37,-1,Curtis Lewis missed Three Point Jumper.,26,34
18:37,-1,Rockhurst Offensive Rebound.,26,34
18:25,-1,Curtis Lewis missed Layup.,26,34
18:25,139,Jalen Johnson Defensive Rebound.,26,34
18:17,139,Hasahn French made Dunk. Assisted by Jordan Goodwin.,26,36
17:48,-1,Zach Burch made Dunk. Assisted by Eddie Muench.,28,36
17:15,-1,Eddie Muench missed Three Point Jumper.,28,36
17:15,139,Jordan Goodwin Defensive Rebound.,28,36
17:11,139,Jordan Goodwin Turnover.,28,36
16:47,-1,Eddie Muench Turnover.,28,36
16:25,139,Jalen Johnson made Jumper. Assisted by Javon Bess.,28,38
16:05,-1,Alex Hagan made Layup. Assisted by Connor Evans.,30,38
15:44,139,Davell Roby made Three Point Jumper.,30,41
15:18,-1,Curtis Lewis made Three Point Jumper. Assisted by Connor Evans.,33,41
14:52,139,Jalen Johnson Turnover.,33,41
14:50,-1,Curtis Lewis Steal.,33,41
14:47,-1,Eddie Muench made Three Point Jumper. Assisted by Curtis Lewis.,36,41
14:45,139,Saint Louis  Timeout,36,41
14:41,139,Official TV Timeout,36,41
14:15,139,Jalen Johnson missed Jumper.,36,41
14:15,-1,Eddie Muench Defensive Rebound.,36,41
14:09,-1,Travis House missed Three Point Jumper.,36,41
14:09,139,Davell Roby Defensive Rebound.,36,41
13:54,-1,Foul on Alex Hagan.,36,41
13:36,139,Davell Roby Turnover.,36,41
13:24,-1,Eddie Muench missed Layup.,36,41
13:24,139,Jalen Johnson Defensive Rebound.,36,41
13:17,139,Foul on Hasahn French.,36,41
13:17,139,Hasahn French Turnover.,36,41
12:54,-1,Curtis Lewis missed Three Point Jumper.,36,41
12:54,139,Saint Louis Defensive Rebound.,36,41
12:31,139,Foul on Hasahn French.,36,41
12:31,139,Hasahn French Turnover.,36,41
12:02,-1,Eddie Muench Turnover.,36,41
12:01,139,Jalen Johnson Steal.,36,41
11:58,139,Javon Bess made Layup. Assisted by Jalen Johnson.,36,43
11:42,-1,Alex Hagan missed Three Point Jumper.,36,43
11:42,139,Javon Bess Defensive Rebound.,36,43
11:34,139,Jalen Johnson made Three Point Jumper. Assisted by Javon Bess.,36,46
11:30,-1,Rockhurst  Timeout,36,46
11:02,-1,Curtis Lewis made Layup.,38,46
10:55,-1,Foul on Alex Hagan.,38,46
10:55,139,Jordan Goodwin made Free Throw.,38,47
10:55,139,Jordan Goodwin made Free Throw.,38,48
10:28,-1,Curtis Lewis missed Layup.,38,48
10:28,139,Hasahn French Defensive Rebound.,38,48
10:21,139,Jordan Goodwin missed Layup.,38,48
10:21,139,D.J. Foreman Offensive Rebound.,38,48
10:15,139,D.J. Foreman made Two Point Tip Shot.,38,50
9:49,-1,Eddie Muench missed Three Point Jumper.,38,50
9:49,139,Jordan Goodwin Defensive Rebound.,38,50
9:42,139,Javon Bess made Dunk. Assisted by Jordan Goodwin.,38,52
9:14,-1,Curtis Lewis missed Jumper.,38,52
9:14,139,Hasahn French Defensive Rebound.,38,52
9:02,139,Davell Roby missed Layup.,38,52
9:02,139,Hasahn French Offensive Rebound.,38,52
9:01,139,Hasahn French missed Two Point Tip Shot.,38,52
9:01,-1,Alex Hagan Defensive Rebound.,38,52
8:55,-1,Auston Rushing made Three Point Jumper. Assisted by Eddie Muench.,41,52
8:52,-1,Rockhurst  Timeout,41,52
8:36,139,Hasahn French missed Layup.,41,52
8:36,-1,Zach Burch Block.,41,52
8:35,139,Saint Louis Offensive Rebound.,41,52
8:27,139,Hasahn French made Layup. Assisted by Jordan Goodwin.,41,54
8:27,-1,Foul on Undra Wilson.,41,54
8:27,139,Hasahn French missed Free Throw.,41,54
8:27,-1,Travis House Defensive Rebound.,41,54
8:09,-1,Travis House Turnover.,41,54
8:07,139,Jordan Goodwin Steal.,41,54
8:03,-1,Foul on Connor Evans.,41,54
8:03,139,Jordan Goodwin missed Free Throw.,41,54
8:03,139,Saint Louis Deadball Team Rebound.,41,54
8:03,139,Jordan Goodwin made Free Throw.,41,55
7:49,-1,Connor Evans missed Jumper.,41,55
7:49,-1,Auston Rushing Offensive Rebound.,41,55
7:46,-1,Undra Wilson missed Three Point Jumper.,41,55
7:46,139,Hasahn French Defensive Rebound.,41,55
7:04,139,Hasahn French made Layup. Assisted by Jordan Goodwin.,41,57
6:34,-1,Connor Evans missed Jumper.,41,57
6:29,-1,Connor Evans Offensive Rebound.,41,57
6:29,-1,Foul on Undra Wilson.,41,57
6:29,139,Official TV Timeout,41,57
6:07,139,Javon Bess made Layup.,41,59
5:47,-1,Undra Wilson Turnover.,41,59
5:46,139,Javon Bess Steal.,41,59
5:44,-1,Foul on Connor Evans.,41,59
5:44,139,Javon Bess made Free Throw.,41,60
5:44,139,Javon Bess made Free Throw.,41,61
5:21,-1,Alex Hagan missed Free Throw.,41,61
5:20,-1,Alex Hagan made Free Throw.,42,61
5:20,-1,Rockhurst Deadball Team Rebound.,42,61
5:20,139,Foul on Rashed Anthony.,42,61
5:06,-1,Foul on Alex Hagan.,42,61
5:06,139,Jordan Goodwin missed Free Throw.,42,61
5:06,139,Saint Louis Deadball Team Rebound.,42,61
5:06,139,Jordan Goodwin made Free Throw.,42,62
4:52,-1,Curtis Lewis made Three Point Jumper.,45,62
4:25,-1,Foul on Eddie Muench.,45,62
4:25,139,D.J. Foreman made Free Throw.,45,63
4:25,139,D.J. Foreman missed Free Throw.,45,63
4:25,-1,Alex Hagan Defensive Rebound.,45,63
4:07,-1,Curtis Lewis missed Three Point Jumper.,45,63
4:07,139,Javon Bess Defensive Rebound.,45,63
3:58,139,D.J. Foreman made Dunk. Assisted by Jordan Goodwin.,45,65
3:35,-1,Curtis Lewis made Three Point Jumper. Assisted by Alex Hagan.,48,65
3:12,139,D.J. Foreman made Layup. Assisted by Javon Bess.,48,67
2:45,139,Official TV Timeout,48,67
2:43,-1,Eddie Muench missed Jumper.,48,67
2:43,139,Rashed Anthony Defensive Rebound.,48,67
2:21,139,D.J. Foreman missed Layup.,48,67
2:21,139,Jordan Goodwin Offensive Rebound.,48,67
2:13,139,Jordan Goodwin made Two Point Tip Shot.,48,69
1:50,-1,Eddie Muench missed Three Point Jumper.,48,69
1:50,139,Jordan Goodwin Defensive Rebound.,48,69
1:47,139,Saint Louis  Timeout,48,69
1:41,-1,Foul on Zach Burch.,48,69
1:41,139,Jordan Goodwin made Free Throw.,48,70
1:41,139,Jordan Goodwin made Free Throw.,48,71
1:14,-1,Charlton Offermans missed Jumper.,48,71
1:14,139,Jordan Goodwin Block.,48,71
1:14,-1,Rockhurst Offensive Rebound.,48,71
1:14,-1,Rockhurst  Timeout,48,71
1:09,-1,Eddie Muench missed Three Point Jumper.,48,71
1:09,139,D.J. Foreman Defensive Rebound.,48,71
0:54,139,Markos Psimitis made Three Point Jumper. Assisted by Davell Roby.,48,74
0:45,-1,Travis House missed Three Point Jumper.,48,74
0:45,-1,Alex Hagan Offensive Rebound.,48,74
0:26,-1,Eddie Muench Turnover.,48,74
0:15,139,D.J. Foreman Turnover.,48,74
0:13,-1,Charlton Offermans Steal.,48,74
0:11,-1,Charlton Offermans made Layup.,50,74
0:00,139,End of Game,50,74
