VCU,2335,Liberty,2670
13:31,2335,A.C. Reid missed Three Point Jumper.,7,16
13:31,2670,Mo Alie-Cox Defensive Rebound.,7,16
13:16,2670,Doug Brooks missed Three Point Jumper.,7,16
13:16,2335,A.C. Reid Defensive Rebound.,7,16
12:56,2335,A.C. Reid Turnover.,7,16
12:41,2335,Foul on Brock Gardner.,7,16
12:41,2670,Doug Brooks missed Free Throw.,7,16
12:41,2670,VCU Deadball Team Rebound.,7,16
12:41,2670,Doug Brooks made Free Throw.,8,16
12:15,2335,Ray Chen missed Three Point Jumper.,8,16
12:15,2670,Samir Doughty Defensive Rebound.,8,16
12:07,2670,Samir Doughty made Layup.,10,16
11:42,2335,Georgie Pacheco-Ortiz missed Jumper.,10,16
11:42,2670,Doug Brooks Defensive Rebound.,10,16
11:11,2670,JeQuan Lewis missed Jumper.,10,16
11:11,2670,Mo Alie-Cox Offensive Rebound.,10,16
11:07,2670,Mo Alie-Cox made Layup.,12,16
10:54,2335,Ray Chen Turnover.,12,16
10:53,2670,Doug Brooks Steal.,12,16
10:44,2670,Samir Doughty made Layup.,14,16
10:13,2335,Brock Gardner Turnover.,14,16
10:12,2670,JeQuan Lewis Steal.,14,16
10:08,2670,Samir Doughty missed Layup.,14,16
10:08,2335,Ryan Kemrite Block.,14,16
10:06,2670,VCU Offensive Rebound.,14,16
10:06,2335,Official TV Timeout,14,16
10:05,2670,Ahmed Hamdy-Mohamed made Layup. Assisted by Doug Brooks.,16,16
9:37,2335,Caleb Homesley missed Three Point Jumper.,16,16
9:37,2670,Doug Brooks Defensive Rebound.,16,16
9:19,2670,Doug Brooks made Layup.,18,16
9:19,2335,Foul on John Dawson.,18,16
9:19,2670,Doug Brooks missed Free Throw.,18,16
9:19,2335,Ryan Kemrite Defensive Rebound.,18,16
9:19,2670,Foul on Ahmed Hamdy-Mohamed.,18,16
9:12,2670,Foul on Samir Doughty.,18,16
9:12,2335,Caleb Homesley made Free Throw.,18,17
9:12,2335,Caleb Homesley made Free Throw.,18,18
8:59,2335,Foul on Ezra Talbert.,18,18
8:59,2670,Mo Alie-Cox missed Free Throw.,18,18
8:59,2670,VCU Deadball Team Rebound.,18,18
8:59,2670,Mo Alie-Cox missed Free Throw.,18,18
8:59,2335,Ryan Kemrite Defensive Rebound.,18,18
8:54,2335,Ryan Kemrite made Three Point Jumper. Assisted by John Dawson.,18,21
8:33,2670,Samir Doughty made Layup.,20,21
8:18,2670,Foul on Samir Doughty.,20,21
8:18,2335,John Dawson made Free Throw.,20,22
8:18,2335,John Dawson missed Free Throw.,20,22
8:18,2670,Jordan Burgess Defensive Rebound.,20,22
8:08,2670,Doug Brooks Turnover.,20,22
8:07,2335,John Dawson Steal.,20,22
7:51,2335,Caleb Homesley missed Layup.,20,22
7:51,2335,Caleb Homesley Offensive Rebound.,20,22
7:46,2335,Foul on Myo Baxter-Bell.,20,22
7:46,2335,Myo Baxter-Bell Turnover.,20,22
7:46,2335,Official TV Timeout,20,22
7:36,2670,Jordan Burgess made Layup. Assisted by Jonathan Williams.,22,22
7:08,2335,A.C. Reid Turnover.,22,22
7:01,2670,Jordan Burgess missed Three Point Jumper.,22,22
7:01,2335,Lovell Cabbil Defensive Rebound.,22,22
6:47,2335,A.C. Reid missed Three Point Jumper.,22,22
6:47,2670,Jordan Burgess Defensive Rebound.,22,22
6:35,2670,JeQuan Lewis missed Three Point Jumper.,22,22
6:35,2335,Georgie Pacheco-Ortiz Defensive Rebound.,22,22
6:23,2670,Foul on Jonathan Williams.,22,22
6:23,2335,Georgie Pacheco-Ortiz made Free Throw.,22,23
6:23,2335,Georgie Pacheco-Ortiz missed Free Throw.,22,23
6:23,2670,Jordan Burgess Defensive Rebound.,22,23
6:14,2670,Mo Alie-Cox Turnover.,22,23
6:14,2335,Ryan Kemrite Steal.,22,23
5:49,2335,Lovell Cabbil missed Three Point Jumper.,22,23
5:49,2670,Mo Alie-Cox Defensive Rebound.,22,23
5:40,2670,JeQuan Lewis Turnover.,22,23
5:39,2335,Lovell Cabbil Steal.,22,23
5:14,2670,Foul on Doug Brooks.,22,23
5:14,2335,Georgie Pacheco-Ortiz made Free Throw.,22,24
5:14,2335,Georgie Pacheco-Ortiz made Free Throw.,22,25
4:56,2670,Jordan Burgess made Layup.,24,25
4:26,2335,Caleb Homesley missed Layup.,24,25
4:26,2670,JeQuan Lewis Defensive Rebound.,24,25
4:17,2670,Jordan Burgess Turnover.,24,25
4:03,2670,Foul on Torey Burston.,24,25
4:03,2335,Georgie Pacheco-Ortiz made Free Throw.,24,26
4:03,2335,Georgie Pacheco-Ortiz made Free Throw.,24,27
3:47,2670,De'Riante Jenkins missed Layup.,24,27
3:47,2335,Georgie Pacheco-Ortiz Defensive Rebound.,24,27
3:26,2335,Ray Chen Turnover.,24,27
3:23,2670,De'Riante Jenkins Steal.,24,27
3:19,2670,Mo Alie-Cox missed Layup.,24,27
3:19,2670,Jordan Burgess Offensive Rebound.,24,27
3:15,2670,Jordan Burgess missed Layup.,24,27
3:15,2335,Myo Baxter-Bell Block.,24,27
3:13,2335,Georgie Pacheco-Ortiz Defensive Rebound.,24,27
2:49,2670,Foul on Jordan Burgess.,24,27
2:49,2335,Official TV Timeout,24,27
2:49,2335,Caleb Homesley missed Free Throw.,24,27
2:49,2335,Liberty Deadball Team Rebound.,24,27
2:49,2335,Caleb Homesley missed Free Throw.,24,27
2:49,2335,Liberty Deadball Team Rebound.,24,27
2:49,2335,Caleb Homesley made Free Throw.,24,28
2:36,2335,Foul on Myo Baxter-Bell.,24,28
2:36,2670,Mo Alie-Cox made Free Throw.,25,28
2:36,2670,Mo Alie-Cox made Free Throw.,26,28
2:18,2335,Josiah Talbert made Layup. Assisted by Caleb Homesley.,26,30
2:06,2670,JeQuan Lewis Turnover.,26,30
1:39,2335,Ryan Kemrite missed Three Point Jumper.,26,30
1:39,2670,Mo Alie-Cox Defensive Rebound.,26,30
1:28,2335,Foul on Ryan Kemrite.,26,30
1:28,2670,JeQuan Lewis missed Free Throw.,26,30
1:28,2670,VCU Deadball Team Rebound.,26,30
1:28,2670,JeQuan Lewis made Free Throw.,27,30
1:11,2335,Liberty  Timeout,27,30
1:03,2335,Caleb Homesley missed Layup.,27,30
1:03,2670,VCU Defensive Rebound.,27,30
1:02,2335,Foul on Caleb Homesley.,27,30
1:02,2670,Marquell Fraser made Free Throw.,28,30
1:02,2670,Marquell Fraser missed Free Throw.,28,30
1:02,2335,Lovell Cabbil Defensive Rebound.,28,30
0:46,2335,Georgie Pacheco-Ortiz missed Three Point Jumper.,28,30
0:46,2670,JeQuan Lewis Defensive Rebound.,28,30
0:32,2670,Malik Crowfield made Three Point Jumper. Assisted by JeQuan Lewis.,31,30
0:06,2670,Foul on Marquell Fraser.,31,30
0:06,2335,Lovell Cabbil made Free Throw.,31,31
0:06,2335,Lovell Cabbil missed Free Throw.,31,31
0:06,2670,Jordan Burgess Defensive Rebound.,31,31
0:04,2670,VCU  Timeout,31,31
0:02,2670,JeQuan Lewis made Three Point Jumper. Assisted by Malik Crowfield.,34,31
0:00,2335,End of 1st half,34,31
19:49,2670,Jordan Burgess Turnover.,34,31
19:48,2335,John Dawson Steal.,34,31
19:33,2670,Foul on JeQuan Lewis.,34,31
19:33,2335,Myo Baxter-Bell made Free Throw.,34,32
19:33,2335,Myo Baxter-Bell missed Free Throw.,34,32
19:33,2670,Ahmed Hamdy-Mohamed Defensive Rebound.,34,32
19:12,2670,Ahmed Hamdy-Mohamed Turnover.,34,32
19:12,2335,Myo Baxter-Bell Steal.,34,32
18:47,2335,Caleb Homesley Turnover.,34,32
18:33,2335,Foul on Ryan Kemrite.,34,32
18:27,2670,Malik Crowfield made Three Point Jumper. Assisted by Jordan Burgess.,37,32
18:02,2335,Myo Baxter-Bell made Dunk.,37,34
17:49,2670,Ahmed Hamdy-Mohamed made Layup. Assisted by Jordan Burgess.,39,34
17:23,2335,Caleb Homesley missed Layup.,39,34
17:23,2670,Jordan Burgess Defensive Rebound.,39,34
17:11,2670,Jordan Burgess missed Layup.,39,34
17:11,2335,Lovell Cabbil Defensive Rebound.,39,34
17:02,2670,Foul on Malik Crowfield.,39,34
16:57,2335,Myo Baxter-Bell missed Layup.,39,34
16:57,2670,Jordan Burgess Defensive Rebound.,39,34
16:48,2335,Foul on Myo Baxter-Bell.,39,34
16:46,2670,Ahmed Hamdy-Mohamed Turnover.,39,34
16:23,2335,Lovell Cabbil Turnover.,39,34
16:22,2670,Jordan Burgess Steal.,39,34
16:18,2670,Foul on Malik Crowfield.,39,34
16:18,2670,Malik Crowfield Turnover.,39,34
16:07,2335,John Dawson missed Layup.,39,34
16:07,2670,Jordan Burgess Defensive Rebound.,39,34
16:01,2335,Foul on Ryan Kemrite.,39,34
16:01,2670,Jonathan Williams made Free Throw.,40,34
16:01,2670,Jonathan Williams made Free Throw.,41,34
15:40,2335,A.C. Reid missed Three Point Jumper.,41,34
15:40,2670,Samir Doughty Defensive Rebound.,41,34
15:25,2670,Ahmed Hamdy-Mohamed made Layup. Assisted by JeQuan Lewis.,43,34
14:59,2335,John Dawson missed Three Point Jumper.,43,34
14:59,2670,VCU Defensive Rebound.,43,34
14:56,2335,Official TV Timeout,43,34
14:29,2670,Samir Doughty Turnover.,43,34
14:01,2335,Georgie Pacheco-Ortiz Turnover.,43,34
13:52,2670,Jordan Burgess Turnover.,43,34
13:48,2335,Myo Baxter-Bell Steal.,43,34
13:41,2670,Foul on Mo Alie-Cox.,43,34
13:28,2335,Caleb Homesley Turnover.,43,34
13:28,2670,Doug Brooks Steal.,43,34
13:22,2670,Jordan Burgess missed Three Point Jumper.,43,34
13:22,2335,John Dawson Defensive Rebound.,43,34
13:02,2670,Foul on Samir Doughty.,43,34
12:50,2335,A.C. Reid made Three Point Jumper. Assisted by Georgie Pacheco-Ortiz.,43,37
12:28,2335,Foul on John Dawson.,43,37
12:25,2670,Ahmed Hamdy-Mohamed Turnover.,43,37
12:17,2335,Liberty  Timeout,43,37
12:00,2335,A.C. Reid made Three Point Jumper. Assisted by Georgie Pacheco-Ortiz.,43,40
11:34,2670,De'Riante Jenkins Turnover.,43,40
11:34,2335,Official TV Timeout,43,40
11:27,2335,Lovell Cabbil Turnover.,43,40
11:26,2670,Doug Brooks Steal.,43,40
11:24,2670,JeQuan Lewis made Layup. Assisted by Doug Brooks.,45,40
10:47,2335,A.C. Reid Turnover.,45,40
10:23,2670,JeQuan Lewis made Three Point Jumper. Assisted by Samir Doughty.,48,40
10:14,2670,Foul on Doug Brooks.,48,40
9:53,2335,A.C. Reid made Jumper.,48,42
9:37,2670,Jonathan Williams Turnover.,48,42
9:21,2335,John Dawson missed Jumper.,48,42
9:21,2335,John Dawson Offensive Rebound.,48,42
9:15,2335,John Dawson Turnover.,48,42
9:14,2670,Jonathan Williams Steal.,48,42
9:11,2670,Jonathan Williams made Dunk.,50,42
8:44,2335,A.C. Reid missed Jumper.,50,42
8:44,2670,Samir Doughty Defensive Rebound.,50,42
8:16,2670,Mo Alie-Cox made Dunk. Assisted by Jonathan Williams.,52,42
7:41,2335,Georgie Pacheco-Ortiz missed Layup.,52,42
7:41,2670,Mo Alie-Cox Block.,52,42
7:39,2670,VCU Defensive Rebound.,52,42
7:39,2335,Official TV Timeout,52,42
7:19,2670,Samir Doughty missed Layup.,52,42
7:19,2335,Brock Gardner Defensive Rebound.,52,42
7:04,2335,Ezra Talbert missed Jumper.,52,42
7:04,2670,VCU Defensive Rebound.,52,42
6:43,2670,JeQuan Lewis missed Three Point Jumper.,52,42
6:43,2335,Brock Gardner Defensive Rebound.,52,42
6:20,2335,Ezra Talbert missed Three Point Jumper.,52,42
6:20,2670,VCU Defensive Rebound.,52,42
6:08,2670,Ahmed Hamdy-Mohamed made Layup. Assisted by Jordan Burgess.,54,42
5:55,2670,Foul on Jonathan Williams.,54,42
5:54,2335,Caleb Homesley missed Free Throw.,54,42
5:54,2335,Liberty Deadball Team Rebound.,54,42
5:54,2335,Caleb Homesley made Free Throw.,54,43
5:34,2670,Jordan Burgess Turnover.,54,43
5:33,2335,Caleb Homesley Steal.,54,43
5:08,2335,Caleb Homesley missed Three Point Jumper.,54,43
5:08,2335,Ryan Kemrite Offensive Rebound.,54,43
5:03,2335,John Dawson made Three Point Jumper. Assisted by Ryan Kemrite.,54,46
4:34,2670,Samir Doughty missed Three Point Jumper.,54,46
4:34,2670,Ahmed Hamdy-Mohamed Offensive Rebound.,54,46
4:24,2670,Foul on JeQuan Lewis.,54,46
4:24,2670,JeQuan Lewis Turnover.,54,46
4:05,2335,Georgie Pacheco-Ortiz Turnover.,54,46
3:50,2335,Foul on Myo Baxter-Bell.,54,46
3:50,2335,Official TV Timeout,54,46
3:47,2670,Jordan Burgess missed Layup.,54,46
3:47,2335,Caleb Homesley Defensive Rebound.,54,46
3:35,2670,Foul on Jonathan Williams.,54,46
3:35,2335,John Dawson made Free Throw.,54,47
3:35,2335,John Dawson made Free Throw.,54,48
3:17,2670,JeQuan Lewis missed Three Point Jumper.,54,48
3:17,2670,Mo Alie-Cox Offensive Rebound.,54,48
3:13,2670,Mo Alie-Cox missed Layup.,54,48
3:13,2335,John Dawson Defensive Rebound.,54,48
3:00,2335,John Dawson Turnover.,54,48
2:45,2670,Samir Doughty missed Layup.,54,48
2:45,2670,Samir Doughty Offensive Rebound.,54,48
2:41,2670,Samir Doughty made Two Point Tip Shot.,56,48
2:29,2670,Foul on Doug Brooks.,56,48
2:27,2335,Georgie Pacheco-Ortiz made Free Throw.,56,49
2:27,2335,Georgie Pacheco-Ortiz made Free Throw.,56,50
2:11,2335,Foul on Caleb Homesley.,56,50
2:11,2670,Mo Alie-Cox made Free Throw.,57,50
2:11,2670,Mo Alie-Cox made Free Throw.,58,50
1:52,2335,Caleb Homesley made Layup. Assisted by Lovell Cabbil.,58,52
1:52,2335,Liberty  Timeout,58,52
1:35,2670,JeQuan Lewis missed Layup.,58,52
1:35,2335,Liberty Defensive Rebound.,58,52
1:33,2670,Foul on Jordan Burgess.,58,52
1:33,2335,Ryan Kemrite made Free Throw.,58,53
1:33,2335,Ryan Kemrite made Free Throw.,58,54
1:18,2670,Jonathan Williams Turnover.,58,54
1:17,2335,John Dawson Steal.,58,54
0:55,2335,Myo Baxter-Bell missed Jumper.,58,54
0:55,2670,Mo Alie-Cox Block.,58,54
0:53,2670,VCU Defensive Rebound.,58,54
0:40,2670,Jordan Burgess made Layup.,60,54
0:40,2335,Foul on John Dawson.,60,54
0:40,2670,Jordan Burgess missed Free Throw.,60,54
0:40,2335,John Dawson Defensive Rebound.,60,54
0:24,2335,John Dawson made Three Point Jumper. Assisted by Caleb Homesley.,60,57
0:23,2335,Liberty  Timeout,60,57
0:21,2335,Foul on Lovell Cabbil.,60,57
0:21,2670,Doug Brooks missed Free Throw.,60,57
0:21,2670,Mo Alie-Cox Offensive Rebound.,60,57
0:20,2335,Foul on Myo Baxter-Bell.,60,57
0:20,2670,Mo Alie-Cox made Free Throw.,61,57
0:20,2670,Mo Alie-Cox made Free Throw.,62,57
0:20,2670,VCU  Timeout,62,57
0:11,2335,John Dawson made Dunk.,62,59
0:04,2335,Foul on John Dawson.,62,59
0:04,2670,Mo Alie-Cox made Free Throw.,63,59
0:04,2670,Mo Alie-Cox made Free Throw.,64,59
0:01,2335,Josiah Talbert missed Three Point Jumper.,64,59
0:01,2670,VCU Defensive Rebound.,64,59
0:00,2335,End of Game,64,59
