Monmouth,2579,South Carolina,2405
14:06,2579,Hassani Gravett missed Jumper.,0,13
14:06,2405,Pierre Sarr Defensive Rebound.,0,13
13:44,2405,Austin Tilghman Turnover.,0,13
13:21,2579,Justin McKie missed Three Point Jumper.,0,13
13:21,2405,Sam Ibiezugbe Defensive Rebound.,0,13
13:12,2405,Pierre Sarr made Layup. Assisted by Justin Robinson.,2,13
12:59,2405,Foul on Pierre Sarr.,2,13
12:59,2579,Chris Silva made Free Throw.,2,14
12:59,2579,Chris Silva made Free Throw.,2,15
12:32,2405,Justin Robinson missed Three Point Jumper.,2,15
12:32,2579,Sindarius Thornwell Defensive Rebound.,2,15
12:13,2405,Foul on Mustapha Traore.,2,15
12:13,2579,Chris Silva made Free Throw.,2,16
12:13,2579,Chris Silva made Free Throw.,2,17
11:46,2405,Je'lon Hornbeak missed Three Point Jumper.,2,17
11:46,2405,Sam Ibiezugbe Offensive Rebound.,2,17
11:40,2405,Sam Ibiezugbe missed Jumper.,2,17
11:40,2579,Sindarius Thornwell Block.,2,17
11:39,2405,Je'lon Hornbeak Offensive Rebound.,2,17
11:37,2579,Foul on Hassani Gravett.,2,17
11:37,2579,Official TV Timeout,2,17
11:37,2405,Mustapha Traore Turnover.,2,17
11:22,2579,PJ Dozier Turnover.,2,17
11:09,2405,Justin Robinson Turnover.,2,17
11:09,2579,Duane Notice Steal.,2,17
11:09,2405,Foul on Justin Robinson.,2,17
11:09,2579,Duane Notice made Free Throw.,2,18
11:09,2579,Duane Notice made Free Throw.,2,19
10:51,2405,Josh James missed Jumper.,2,19
10:51,2405,Sam Ibiezugbe Offensive Rebound.,2,19
10:49,2579,Foul on Maik Kotsar.,2,19
10:16,2405,Justin Robinson made Three Point Jumper. Assisted by Je'lon Hornbeak.,5,19
9:54,2579,Sindarius Thornwell missed Jumper.,5,19
9:54,2405,Sam Ibiezugbe Defensive Rebound.,5,19
9:46,2405,Josh James missed Jumper.,5,19
9:46,2579,Sindarius Thornwell Defensive Rebound.,5,19
9:38,2579,Sindarius Thornwell missed Jumper.,5,19
9:38,2405,Monmouth Deadball Team Rebound.,5,19
9:38,2579,Foul on Maik Kotsar.,5,19
9:28,2405,Sam Ibiezugbe missed Layup.,5,19
9:28,2579,Chris Silva Block.,5,19
9:27,2405,Sam Ibiezugbe Offensive Rebound.,5,19
9:26,2405,Sam Ibiezugbe Turnover.,5,19
9:12,2579,Rakym Felder missed Jumper.,5,19
9:12,2405,Sam Ibiezugbe Block.,5,19
9:11,2579,South Carolina Offensive Rebound.,5,19
8:58,2405,Collin Stewart Turnover.,5,19
8:51,2579,Khadim Gueye Turnover.,5,19
8:20,2405,Chris Brady Defensive Rebound.,5,19
8:20,2579,Duane Notice missed Three Point Jumper.,5,19
8:04,2405,Collin Stewart missed Jumper.,5,19
8:04,2579,South Carolina Defensive Rebound.,5,19
7:50,2579,Chris Silva missed Jumper.,5,19
7:50,2405,Je'lon Hornbeak Defensive Rebound.,5,19
7:42,2579,Foul on Chris Silva.,5,19
7:35,2579,Official TV Timeout,5,19
7:35,2405,Chris Brady made Free Throw.,6,19
7:35,2405,Chris Brady made Free Throw.,7,19
7:18,2579,PJ Dozier missed Three Point Jumper.,7,19
7:18,2405,Je'lon Hornbeak Defensive Rebound.,7,19
7:08,2405,Collin Stewart missed Three Point Jumper.,7,19
7:08,2579,TeMarcus Blanton Defensive Rebound.,7,19
6:59,2579,TeMarcus Blanton made Three Point Jumper. Assisted by PJ Dozier.,7,22
6:46,2405,Je'lon Hornbeak missed Layup.,7,22
6:46,2405,Chris Brady Offensive Rebound.,7,22
6:44,2405,Chris Brady Turnover.,7,22
6:44,2579,Duane Notice Steal.,7,22
6:41,2579,Duane Notice Turnover.,7,22
6:41,2579,Foul on Duane Notice.,7,22
6:29,2405,Chris Brady made Dunk. Assisted by Collin Stewart.,9,22
6:14,2579,PJ Dozier missed Three Point Jumper.,9,22
6:14,2405,Micah Seaborn Defensive Rebound.,9,22
6:06,2579,Foul on PJ Dozier.,9,22
6:06,2405,Micah Seaborn made Free Throw.,10,22
6:06,2405,Micah Seaborn missed Free Throw.,10,22
6:06,2579,Hassani Gravett Defensive Rebound.,10,22
5:55,2579,Hassani Gravett missed Layup.,10,22
5:55,2405,Sam Ibiezugbe Block.,10,22
5:55,2405,Austin Tilghman Defensive Rebound.,10,22
5:43,2405,Justin Robinson missed Three Point Jumper.,10,22
5:43,2579,Hassani Gravett Defensive Rebound.,10,22
5:30,2579,Duane Notice missed Jumper.,10,22
5:30,2579,Duane Notice Offensive Rebound.,10,22
5:25,2579,Hassani Gravett Turnover.,10,22
5:24,2405,Collin Stewart Steal.,10,22
5:17,2405,Justin Robinson missed Layup.,10,22
5:17,2579,Justin McKie Defensive Rebound.,10,22
5:09,2579,Justin McKie missed Jumper.,10,22
5:09,2405,Sam Ibiezugbe Defensive Rebound.,10,22
4:51,2405,Collin Stewart made Three Point Jumper. Assisted by Justin Robinson.,13,22
4:31,2579,Sindarius Thornwell Turnover.,13,22
4:15,2405,Austin Tilghman Turnover.,13,22
4:15,2405,Foul on Austin Tilghman.,13,22
4:03,2579,Justin McKie missed Three Point Jumper.,13,22
4:03,2579,Jarrell Holliman Offensive Rebound.,13,22
3:58,2579,Justin McKie made Layup. Assisted by Jarrell Holliman.,13,24
3:46,2405,Justin Robinson missed Jumper.,13,24
3:46,2579,Justin McKie Defensive Rebound.,13,24
3:21,2579,Sindarius Thornwell missed Jumper.,13,24
3:21,2405,Justin Robinson Defensive Rebound.,13,24
3:12,2405,Collin Stewart missed Three Point Jumper.,13,24
3:12,2579,Jarrell Holliman Defensive Rebound.,13,24
2:42,2579,Justin McKie made Jumper.,13,26
2:17,2405,Justin Robinson Turnover.,13,26
2:17,2579,Hassani Gravett Steal.,13,26
2:13,2579,Hassani Gravett missed Layup.,13,26
2:13,2405,Monmouth Deadball Team Rebound.,13,26
2:13,2579,Foul on Justin McKie.,13,26
2:13,2579,Official TV Timeout,13,26
2:13,2405,Justin Robinson made Free Throw.,14,26
2:13,2405,Justin Robinson made Free Throw.,15,26
2:07,2405,Foul on Je'lon Hornbeak.,15,26
2:07,2579,Sindarius Thornwell missed Free Throw.,15,26
2:07,2579,South Carolina Deadball Team Rebound.,15,26
2:07,2579,Sindarius Thornwell made Free Throw.,15,27
1:53,2405,Chris Brady made Jumper.,17,27
1:42,2579,TeMarcus Blanton missed Jumper.,17,27
1:42,2579,Duane Notice Offensive Rebound.,17,27
1:33,2579,Sindarius Thornwell missed Layup.,17,27
1:33,2405,Chris Brady Defensive Rebound.,17,27
1:28,2405,Collin Stewart missed Three Point Jumper.,17,27
1:28,2579,TeMarcus Blanton Defensive Rebound.,17,27
1:10,2579,TeMarcus Blanton missed Three Point Jumper.,17,27
1:10,2405,Chris Brady Defensive Rebound.,17,27
1:06,2579,Foul on Jarrell Holliman.,17,27
1:06,2405,Chris Brady missed Free Throw.,17,27
1:06,2405,Monmouth Deadball Team Rebound.,17,27
1:06,2405,Chris Brady made Free Throw.,18,27
0:47,2579,Sindarius Thornwell made Jumper.,18,29
0:25,2405,Micah Seaborn made Jumper.,20,29
0:10,2579,Sindarius Thornwell Turnover.,20,29
0:10,2405,Pierre Sarr Steal.,20,29
0:08,2405,Pierre Sarr made Layup. Assisted by Josh James.,22,29
0:00,2579,End of 1st half,22,29
19:35,2579,PJ Dozier missed Jumper.,22,29
19:35,2579,Chris Silva Offensive Rebound.,22,29
19:32,2579,Chris Silva Turnover.,22,29
19:31,2405,Collin Stewart Steal.,22,29
19:25,2405,Micah Seaborn Turnover.,22,29
18:57,2579,Sindarius Thornwell made Layup.,22,31
18:42,2405,Josh James missed Jumper.,22,31
18:42,2579,Chris Silva Defensive Rebound.,22,31
18:39,2405,Foul on Josh James.,22,31
18:19,2579,Maik Kotsar missed Jumper.,22,31
18:19,2579,Chris Silva Offensive Rebound.,22,31
18:15,2579,Chris Silva made Layup.,22,33
17:54,2405,Josh James Turnover.,22,33
17:54,2579,Sindarius Thornwell Steal.,22,33
17:39,2579,Duane Notice made Jumper. Assisted by PJ Dozier.,22,35
17:27,2405,Justin Robinson missed Three Point Jumper.,22,35
17:27,2579,Sindarius Thornwell Defensive Rebound.,22,35
17:07,2405,Foul on Justin Robinson.,22,35
17:03,2579,Duane Notice made Three Point Jumper. Assisted by Sindarius Thornwell.,22,38
16:44,2405,Micah Seaborn missed Three Point Jumper.,22,38
16:44,2579,South Carolina Deadball Team Rebound.,22,38
16:43,2405,Foul on Chris Brady.,22,38
16:17,2579,Duane Notice missed Three Point Jumper.,22,38
16:17,2579,Maik Kotsar Offensive Rebound.,22,38
16:06,2579,PJ Dozier Turnover.,22,38
16:06,2405,Justin Robinson Steal.,22,38
16:06,2579,Foul on Sindarius Thornwell.,22,38
15:51,2579,Official TV Timeout,22,38
15:44,2405,Chris Brady missed Three Point Jumper.,22,38
15:44,2579,Chris Silva Defensive Rebound.,22,38
15:23,2579,Sindarius Thornwell made Layup.,22,40
15:17,2405,Collin Stewart missed Three Point Jumper.,22,40
15:17,2405,Chris Brady Offensive Rebound.,22,40
15:10,2405,Collin Stewart made Three Point Jumper. Assisted by Je'lon Hornbeak.,25,40
14:49,2579,Maik Kotsar made Jumper. Assisted by Sindarius Thornwell.,25,42
14:31,2405,Chris Brady missed Layup.,25,42
14:31,2405,Chris Brady Offensive Rebound.,25,42
14:29,2405,Chris Brady made Two Point Tip Shot.,27,42
14:19,2579,Hassani Gravett Turnover.,27,42
14:18,2405,Micah Seaborn Steal.,27,42
14:16,2579,Foul on Hassani Gravett.,27,42
14:16,2405,Micah Seaborn made Free Throw.,28,42
14:16,2405,Micah Seaborn missed Free Throw.,28,42
14:16,2579,Sindarius Thornwell Defensive Rebound.,28,42
13:49,2579,TeMarcus Blanton Turnover.,28,42
13:49,2405,Je'lon Hornbeak Steal.,28,42
13:42,2579,Foul on Justin McKie.,28,42
13:42,2405,Diago Quinn made Free Throw.,29,42
13:42,2405,Diago Quinn made Free Throw.,30,42
13:23,2579,Rakym Felder Turnover.,30,42
13:22,2405,Micah Seaborn Steal.,30,42
13:20,2405,Micah Seaborn missed Three Point Jumper.,30,42
13:20,2579,Justin McKie Defensive Rebound.,30,42
13:10,2579,South Carolina  Timeout,30,42
12:49,2579,Sindarius Thornwell missed Three Point Jumper.,30,42
12:49,2405,Monmouth Defensive Rebound.,30,42
12:29,2579,Foul on Maik Kotsar.,30,42
12:29,2405,Micah Seaborn made Free Throw.,31,42
12:29,2405,Micah Seaborn made Free Throw.,32,42
12:09,2579,Justin McKie Turnover.,32,42
11:51,2405,Justin Robinson Turnover.,32,42
11:49,2579,Official TV Timeout,32,42
11:22,2579,Sindarius Thornwell missed Layup.,32,42
11:22,2405,Je'lon Hornbeak Defensive Rebound.,32,42
11:15,2579,Foul on PJ Dozier.,32,42
11:15,2405,Je'lon Hornbeak made Free Throw.,33,42
11:15,2405,Je'lon Hornbeak made Free Throw.,34,42
11:05,2579,PJ Dozier Turnover.,34,42
11:04,2405,Austin Tilghman Steal.,34,42
11:01,2579,Foul on Chris Silva.,34,42
11:01,2405,Je'lon Hornbeak made Free Throw.,35,42
11:01,2405,Je'lon Hornbeak made Free Throw.,36,42
10:46,2579,Sindarius Thornwell missed Three Point Jumper.,36,42
10:46,2579,Justin McKie Offensive Rebound.,36,42
10:38,2579,Hassani Gravett Turnover.,36,42
10:38,2405,Je'lon Hornbeak Steal.,36,42
10:31,2405,Chris Brady made Dunk. Assisted by Micah Seaborn.,38,42
10:08,2579,Justin McKie missed Jumper.,38,42
10:08,2579,South Carolina Deadball Team Rebound.,38,42
10:06,2405,Foul on Justin Robinson.,38,42
10:04,2579,Chris Silva made Layup. Assisted by Hassani Gravett.,38,44
9:52,2405,Je'lon Hornbeak made Three Point Jumper.,41,44
9:41,2579,Justin McKie made Three Point Jumper. Assisted by Duane Notice.,41,47
9:28,2405,Chris Brady made Layup. Assisted by Justin Robinson.,43,47
9:10,2579,Duane Notice missed Jumper.,43,47
9:10,2405,Micah Seaborn Block.,43,47
9:08,2405,Micah Seaborn Defensive Rebound.,43,47
9:00,2405,Justin Robinson made Three Point Jumper.,46,47
8:35,2579,Duane Notice made Three Point Jumper. Assisted by Sindarius Thornwell.,46,50
8:27,2405,Austin Tilghman Turnover.,46,50
8:25,2579,Duane Notice Steal.,46,50
8:22,2579,Duane Notice missed Layup.,46,50
8:22,2579,Sindarius Thornwell Offensive Rebound.,46,50
8:17,2579,Sindarius Thornwell Turnover.,46,50
8:17,2405,Justin Robinson Steal.,46,50
8:14,2405,Chris Brady made Layup. Assisted by Justin Robinson.,48,50
7:53,2579,Chris Silva missed Dunk.,48,50
7:53,2405,Justin Robinson Defensive Rebound.,48,50
7:46,2579,Foul on Chris Silva.,48,50
7:46,2579,Official TV Timeout,48,50
7:46,2405,Justin Robinson made Free Throw.,49,50
7:46,2405,Justin Robinson made Free Throw.,50,50
7:21,2579,Duane Notice missed Three Point Jumper.,50,50
7:21,2579,South Carolina Deadball Team Rebound.,50,50
7:19,2405,Foul on Collin Stewart.,50,50
7:18,2405,Foul on Diago Quinn.,50,50
7:18,2579,Hassani Gravett missed Free Throw.,50,50
7:18,2579,South Carolina Deadball Team Rebound.,50,50
7:18,2579,Hassani Gravett missed Free Throw.,50,50
7:18,2405,Diago Quinn Defensive Rebound.,50,50
6:58,2405,Micah Seaborn missed Jumper.,50,50
6:58,2405,Micah Seaborn Offensive Rebound.,50,50
6:57,2405,Micah Seaborn missed Jumper.,50,50
6:57,2405,Diago Quinn Offensive Rebound.,50,50
6:52,2405,Diago Quinn made Layup.,52,50
6:26,2579,Sindarius Thornwell made Three Point Jumper. Assisted by Duane Notice.,52,53
6:05,2405,Austin Tilghman Turnover.,52,53
6:05,2405,Foul on Austin Tilghman.,52,53
5:52,2579,Justin McKie missed Three Point Jumper.,52,53
5:52,2579,Sindarius Thornwell Offensive Rebound.,52,53
5:45,2579,Sindarius Thornwell made Layup.,52,55
5:37,2405,Monmouth  Timeout,52,55
5:23,2405,Justin Robinson missed Three Point Jumper.,52,55
5:23,2579,Maik Kotsar Defensive Rebound.,52,55
5:03,2579,Sindarius Thornwell missed Jumper.,52,55
5:03,2405,Micah Seaborn Defensive Rebound.,52,55
4:53,2405,Je'lon Hornbeak missed Three Point Jumper.,52,55
4:53,2405,Je'lon Hornbeak Offensive Rebound.,52,55
4:48,2579,Foul on Sindarius Thornwell.,52,55
4:48,2405,Je'lon Hornbeak made Free Throw.,53,55
4:48,2405,Je'lon Hornbeak made Free Throw.,54,55
4:33,2579,Duane Notice Turnover.,54,55
4:32,2405,Micah Seaborn Steal.,54,55
4:24,2405,Justin Robinson missed Three Point Jumper.,54,55
4:24,2579,South Carolina Defensive Rebound.,54,55
4:16,2579,Duane Notice missed Three Point Jumper.,54,55
4:16,2579,Justin McKie Offensive Rebound.,54,55
3:58,2579,Duane Notice made Layup.,54,57
3:38,2405,Chris Brady Turnover.,54,57
3:38,2405,Foul on Chris Brady.,54,57
3:38,2579,Official TV Timeout,54,57
3:22,2579,Duane Notice missed Three Point Jumper.,54,57
3:22,2579,Sindarius Thornwell Offensive Rebound.,54,57
3:18,2579,Sindarius Thornwell missed Jumper.,54,57
3:18,2405,Chris Brady Defensive Rebound.,54,57
3:12,2405,Je'lon Hornbeak missed Three Point Jumper.,54,57
3:12,2579,Justin McKie Defensive Rebound.,54,57
2:44,2405,Foul on Josh James.,54,57
2:44,2579,Justin McKie made Free Throw.,54,58
2:44,2579,Justin McKie missed Free Throw.,54,58
2:44,2405,Chris Brady Defensive Rebound.,54,58
2:21,2405,Micah Seaborn missed Layup.,54,58
2:21,2405,Chris Brady Offensive Rebound.,54,58
2:19,2405,Chris Brady made Two Point Tip Shot.,56,58
1:56,2579,Justin McKie missed Three Point Jumper.,56,58
1:56,2405,Je'lon Hornbeak Defensive Rebound.,56,58
1:46,2405,Justin Robinson Turnover.,56,58
1:45,2579,Sindarius Thornwell Steal.,56,58
1:41,2579,Sindarius Thornwell missed Layup.,56,58
1:41,2405,Je'lon Hornbeak Defensive Rebound.,56,58
1:32,2405,Je'lon Hornbeak made Jumper.,58,58
1:23,2579,South Carolina  Timeout,58,58
1:11,2579,PJ Dozier missed Jumper.,58,58
1:11,2579,Chris Silva Offensive Rebound.,58,58
1:08,2579,South Carolina  Timeout,58,58
0:48,2579,PJ Dozier missed Jumper.,58,58
0:48,2579,Chris Silva Offensive Rebound.,58,58
0:46,2579,Chris Silva Turnover.,58,58
0:45,2405,Micah Seaborn Steal.,58,58
0:41,2405,Micah Seaborn missed Layup.,58,58
0:41,2579,Chris Silva Block.,58,58
0:40,2405,Monmouth Offensive Rebound.,58,58
0:40,2405,Monmouth  Timeout,58,58
0:37,2405,Justin Robinson missed Three Point Jumper.,58,58
0:37,2579,Chris Silva Defensive Rebound.,58,58
0:30,2405,Foul on Je'lon Hornbeak.,58,58
0:30,2579,Sindarius Thornwell made Free Throw.,58,59
0:30,2579,Sindarius Thornwell made Free Throw.,58,60
0:27,2579,South Carolina  Timeout,58,60
0:19,2579,Foul on Chris Silva.,58,60
0:19,2405,Micah Seaborn made Free Throw.,59,60
0:19,2405,Micah Seaborn made Free Throw.,60,60
0:08,2579,Justin McKie Turnover.,60,60
0:06,2405,Josh James Steal.,60,60
0:05,2405,Micah Seaborn missed Three Point Jumper.,60,60
0:05,2405,Je'lon Hornbeak Offensive Rebound.,60,60
0:04,2405,Je'lon Hornbeak missed Jumper.,60,60
0:04,2579,Sindarius Thornwell Block.,60,60
0:02,2405,Je'lon Hornbeak Offensive Rebound.,60,60
0:01,2405,Je'lon Hornbeak missed Jumper.,60,60
0:01,2579,South Carolina Defensive Rebound.,60,60
0:00,2579,End of 2nd half,60,60
4:33,2579,Foul on Maik Kotsar.,60,60
4:32,2405,Justin Robinson missed Free Throw.,60,60
4:32,2405,Monmouth Deadball Team Rebound.,60,60
4:32,2405,Justin Robinson made Free Throw.,61,60
4:10,2579,Maik Kotsar missed Jumper.,61,60
4:10,2579,South Carolina Deadball Team Rebound.,61,60
4:07,2405,Foul on Chris Brady.,61,60
4:07,2579,Sindarius Thornwell made Free Throw.,61,61
4:07,2579,Sindarius Thornwell made Free Throw.,61,62
3:38,2405,Justin Robinson missed Layup.,61,62
3:38,2579,South Carolina Deadball Team Rebound.,61,62
3:25,2579,PJ Dozier made Layup.,61,64
2:54,2405,Micah Seaborn made Three Point Jumper.,64,64
2:30,2405,Foul on Josh James.,64,64
2:30,2579,Sindarius Thornwell made Free Throw.,64,65
2:30,2579,Sindarius Thornwell made Free Throw.,64,66
2:13,2405,Justin Robinson Turnover.,64,66
2:13,2405,Foul on Justin Robinson.,64,66
1:47,2579,Maik Kotsar missed Jumper.,64,66
1:47,2405,Je'lon Hornbeak Block.,64,66
1:45,2405,Micah Seaborn Defensive Rebound.,64,66
1:40,2405,Josh James made Layup. Assisted by Micah Seaborn.,66,66
1:21,2579,PJ Dozier made Jumper.,66,68
1:11,2405,Micah Seaborn missed Layup.,66,68
1:11,2579,Sindarius Thornwell Block.,66,68
1:11,2405,Monmouth Offensive Rebound.,66,68
1:02,2405,Je'lon Hornbeak made Layup.,68,68
1:02,2579,Foul on Jarrell Holliman.,68,68
1:02,2405,Je'lon Hornbeak made Free Throw.,69,68
0:37,2579,Justin McKie missed Three Point Jumper.,69,68
0:37,2405,Josh James Defensive Rebound.,69,68
0:08,2405,Justin Robinson missed Jumper.,69,68
0:08,2579,Sindarius Thornwell Defensive Rebound.,69,68
0:00,2579,PJ Dozier made Jumper. Assisted by Sindarius Thornwell.,69,70
0:00,2579,End of Game,69,70
