Salve Regina,Error,Bryant,2803
6:20,2803,Tanner Johnson missed Three Point Jumper.,51,78
6:20,-1,Rodney Morton Defensive Rebound.,51,78
6:13,-1,Jeffrey Oliveira Turnover.,51,78
5:58,-1,Foul on David Blackwell.,51,78
5:58,2803,Bosko Kostur missed Free Throw.,51,78
5:58,-1,Nicholas Bates Defensive Rebound.,51,78
5:35,-1,David Blackwell missed Three Point Jumper.,51,78
5:35,2803,Tanner Johnson Defensive Rebound.,51,78
5:19,-1,Foul on Kevin Mannix.,51,78
5:19,2803,Bosko Kostur made Free Throw.,51,79
5:19,2803,Bosko Kostur made Free Throw.,51,80
4:59,2803,Foul on Bosko Kostur.,51,80
4:59,-1,Nicholas Bates missed Free Throw.,51,80
4:59,-1,Salve Regina Deadball Team Rebound.,51,80
4:59,-1,Nicholas Bates missed Free Throw.,51,80
4:59,2803,Bosko Kostur Defensive Rebound.,51,80
4:46,2803,Tanner Johnson made Layup. Assisted by Bosko Kostur.,51,82
4:27,2803,Foul on Tanner Johnson.,51,82
4:27,-1,Kevin Mannix made Free Throw.,52,82
4:27,-1,Kevin Mannix made Free Throw.,53,82
4:12,2803,Tanner Johnson missed Jumper.,53,82
4:12,-1,Nicholas Bates Defensive Rebound.,53,82
4:00,-1,Nicholas Bates made Layup.,55,82
3:44,2803,Justin Brickman missed Layup.,55,82
3:44,-1,James Pare Defensive Rebound.,55,82
3:24,-1,Nicholas Bates missed Three Point Jumper.,55,82
3:24,2803,Bosko Kostur Defensive Rebound.,55,82
3:00,2803,Terrill Toe made Jumper.,55,84
2:43,-1,Rodney Morton missed Layup.,55,84
2:43,2803,Taylor McHugh Defensive Rebound.,55,84
2:35,2803,Taylor McHugh missed Layup.,55,84
2:35,-1,Kevin Mannix Block.,55,84
2:35,2803,Bryant Offensive Rebound.,55,84
2:35,2803,Official TV Timeout,55,84
2:30,2803,Tanner Johnson made Three Point Jumper. Assisted by Justin Brickman.,55,87
2:16,2803,Foul on Bosko Kostur.,55,87
2:16,-1,Robert Hartmann made Free Throw.,56,87
2:16,-1,Robert Hartmann missed Free Throw.,56,87
2:16,2803,Tanner Johnson Defensive Rebound.,56,87
2:04,2803,Tanner Johnson missed Three Point Jumper.,56,87
2:04,-1,Andrew Bronstein Defensive Rebound.,56,87
1:55,-1,James Pare made Jumper. Assisted by Richard Pollock.,58,87
1:36,-1,Foul on Robert Hartmann.,58,87
1:36,2803,Bosko Kostur made Free Throw.,58,88
1:36,2803,Bosko Kostur missed Free Throw.,58,88
1:36,-1,Robert Hartmann Defensive Rebound.,58,88
1:15,-1,Robert Hartmann missed Jumper.,58,88
1:15,2803,Bosko Kostur Defensive Rebound.,58,88
0:58,2803,Tanner Johnson missed Three Point Jumper.,58,88
0:58,-1,Andrew Bronstein Defensive Rebound.,58,88
0:49,-1,Robert Hartmann made Jumper. Assisted by Andrew Bronstein.,60,88
0:28,2803,Taylor McHugh missed Three Point Jumper.,60,88
0:28,2803,Taylor McHugh Offensive Rebound.,60,88
0:27,-1,Foul on Andrew Bronstein.,60,88
0:27,2803,Taylor McHugh missed Free Throw.,60,88
0:27,2803,Bryant Deadball Team Rebound.,60,88
0:27,2803,Taylor McHugh missed Free Throw.,60,88
0:27,-1,Robert Hartmann Defensive Rebound.,60,88
0:18,-1,Robert Hartmann missed Jumper.,60,88
0:18,-1,Salve Regina Offensive Rebound.,60,88
0:15,2803,Foul on Bosko Kostur.,60,88
0:15,-1,Kory King missed Free Throw.,60,88
0:15,-1,Salve Regina Deadball Team Rebound.,60,88
0:15,-1,Kory King made Free Throw.,61,88
0:00,2803,End of Game,61,88
