Iona,52,Florida State,314
5:33,52,Jonathan Isaac Defensive Rebound.,20,33
5:16,52,Jarquez Smith made Jumper.,20,35
5:00,314,Sam Cassell Jr. made Three Point Jumper. Assisted by Rickey McGill.,23,35
4:45,314,Foul on Jordan Washington.,23,35
4:45,52,Dwayne Bacon made Free Throw.,23,36
4:45,52,Dwayne Bacon made Free Throw.,23,37
4:32,314,Sam Cassell Jr. missed Three Point Jumper.,23,37
4:32,52,Jarquez Smith Defensive Rebound.,23,37
4:24,52,Dwayne Bacon Turnover.,23,37
4:07,314,Deyshonee Much missed Layup.,23,37
4:07,52,Terance Mann Defensive Rebound.,23,37
4:03,52,Terance Mann Turnover.,23,37
4:02,314,DeAndre Turner Steal.,23,37
4:02,52,Foul on Jonathan Isaac.,23,37
3:51,52,Foul on Xavier Rathan-Mayes.,23,37
3:51,52,Official TV Timeout,23,37
3:51,314,Sam Cassell Jr. made Free Throw.,24,37
3:51,314,Sam Cassell Jr. made Free Throw.,25,37
3:26,52,Braian Angola-Rodas missed Three Point Jumper.,25,37
3:26,52,Florida St Deadball Team Rebound.,25,37
3:26,314,Foul on DeAndre Turner.,25,37
3:26,52,Jonathan Isaac made Free Throw.,25,38
3:26,52,Jonathan Isaac made Free Throw.,25,39
3:25,52,Foul on Braian Angola-Rodas.,25,39
3:25,314,Sam Cassell Jr. made Free Throw.,26,39
3:25,314,Sam Cassell Jr. made Free Throw.,27,39
3:17,314,Foul on Rickey McGill.,27,39
3:17,52,CJ Walker made Free Throw.,27,40
3:17,52,CJ Walker made Free Throw.,27,41
2:56,314,Schadrac Casimir missed Three Point Jumper.,27,41
2:56,52,Florida St Defensive Rebound.,27,41
2:37,314,Foul on DeAndre Turner.,27,41
2:37,52,Jonathan Isaac made Free Throw.,27,42
2:37,52,Jonathan Isaac made Free Throw.,27,43
2:06,314,Jon Severe made Jumper.,29,43
1:55,52,Trent Forrest Turnover.,29,43
1:55,314,Schadrac Casimir Steal.,29,43
1:52,314,Schadrac Casimir missed Jumper.,29,43
1:52,314,Iona Offensive Rebound.,29,43
1:40,314,Rickey McGill Turnover.,29,43
1:39,52,Jonathan Isaac Steal.,29,43
1:29,52,Jonathan Isaac missed Jumper.,29,43
1:29,52,Dwayne Bacon Offensive Rebound.,29,43
1:24,52,Dwayne Bacon missed Three Point Jumper.,29,43
1:24,314,Rickey McGill Defensive Rebound.,29,43
1:17,314,Sam Cassell Jr. missed Three Point Jumper.,29,43
1:17,52,Jonathan Isaac Defensive Rebound.,29,43
1:03,52,Trent Forrest made Layup.,29,45
1:03,314,Foul on Tyrell Williams.,29,45
1:03,52,Trent Forrest missed Free Throw.,29,45
1:03,52,Trent Forrest Offensive Rebound.,29,45
1:01,52,Trent Forrest made Layup.,29,47
1:01,314,Foul on Jon Severe.,29,47
1:01,52,Trent Forrest missed Free Throw.,29,47
1:01,314,Tyrell Williams Defensive Rebound.,29,47
0:41,314,Sam Cassell Jr. missed Layup.,29,47
0:41,314,Iona Offensive Rebound.,29,47
0:32,314,Deyshonee Much made Three Point Jumper. Assisted by Sam Cassell Jr..,32,47
0:21,52,Florida St  Timeout,32,47
0:09,52,Dwayne Bacon missed Jumper.,32,47
0:09,314,Jon Severe Defensive Rebound.,32,47
0:00,314,Sam Cassell Jr. missed Jumper.,32,47
0:00,52,Terance Mann Block.,32,47
0:00,314,Tyrell Williams Offensive Rebound.,32,47
0:00,52,End of 1st half,32,47
19:44,52,Dwayne Bacon Turnover.,32,47
19:40,314,Jon Severe made Three Point Jumper.,35,47
19:24,52,Jarquez Smith missed Jumper.,35,47
19:24,52,Florida St Offensive Rebound.,35,47
19:07,52,Terance Mann made Dunk.,35,49
18:40,314,Jordan Washington made Layup. Assisted by Rickey McGill.,37,49
18:40,52,Foul on Jarquez Smith.,37,49
18:40,314,Jordan Washington made Free Throw.,38,49
18:25,314,Foul on Jon Severe.,38,49
18:25,52,Jarquez Smith made Free Throw.,38,50
18:25,52,Jarquez Smith made Free Throw.,38,51
18:17,314,Jon Severe missed Jumper.,38,51
18:17,52,Jonathan Isaac Defensive Rebound.,38,51
18:12,52,Jonathan Isaac Turnover.,38,51
18:11,314,Jon Severe Steal.,38,51
18:10,314,Jon Severe made Layup.,40,51
17:51,52,Jonathan Isaac made Layup.,40,53
17:51,314,Foul on Jordan Washington.,40,53
17:51,52,Jonathan Isaac missed Free Throw.,40,53
17:51,314,Tyrell Williams Defensive Rebound.,40,53
17:49,314,Iona  Timeout,40,53
17:33,314,Jon Severe made Jumper.,42,53
17:13,52,Jonathan Isaac made Three Point Jumper. Assisted by Terance Mann.,42,56
17:06,314,Deyshonee Much made Layup.,44,56
16:49,52,Jarquez Smith made Jumper. Assisted by Xavier Rathan-Mayes.,44,58
16:49,314,Foul on Tyrell Williams.,44,58
16:49,52,Jarquez Smith made Free Throw.,44,59
16:38,314,Sam Cassell Jr. made Three Point Jumper. Assisted by Deyshonee Much.,47,59
16:19,52,Xavier Rathan-Mayes made Three Point Jumper. Assisted by Terance Mann.,47,62
15:52,314,Sam Cassell Jr. missed Three Point Jumper.,47,62
15:52,314,Tyrell Williams Offensive Rebound.,47,62
15:49,314,Iona  Turnover.,47,62
15:49,52,Official TV Timeout,47,62
15:39,314,Foul on Tyrell Williams.,47,62
15:33,52,Phil Cofer made Jumper. Assisted by Trent Forrest.,47,64
15:13,314,Rickey McGill missed Jumper.,47,64
15:12,52,Xavier Rathan-Mayes Block.,47,64
15:11,52,Jarquez Smith Defensive Rebound.,47,64
15:01,52,Xavier Rathan-Mayes missed Three Point Jumper.,47,64
15:01,314,Deyshonee Much Defensive Rebound.,47,64
14:57,314,Sam Cassell Jr. missed Three Point Jumper.,47,64
14:57,52,Phil Cofer Defensive Rebound.,47,64
14:44,314,Foul on Jan Svandrlik.,47,64
14:44,314,Iona  Timeout,47,64
14:30,52,Phil Cofer missed Layup.,47,64
14:30,314,Jan Svandrlik Defensive Rebound.,47,64
14:13,314,Deyshonee Much Turnover.,47,64
13:59,52,Phil Cofer made Layup. Assisted by Trent Forrest.,47,66
13:38,52,Foul on Terance Mann.,47,66
13:31,314,Jan Svandrlik missed Three Point Jumper.,47,66
13:31,52,Jarquez Smith Defensive Rebound.,47,66
13:21,52,Terance Mann Turnover.,47,66
13:19,314,Jan Svandrlik Steal.,47,66
13:08,52,Foul on Trent Forrest.,47,66
13:08,314,Jordan Washington made Free Throw.,48,66
13:08,314,Jordan Washington missed Free Throw.,48,66
13:08,52,Jarquez Smith Defensive Rebound.,48,66
13:07,52,Trent Forrest made Layup.,48,68
12:59,314,Jon Severe Turnover.,48,68
12:57,52,Trent Forrest Steal.,48,68
12:54,52,Trent Forrest missed Layup.,48,68
12:54,52,Jonathan Isaac Offensive Rebound.,48,68
12:51,52,Jonathan Isaac made Two Point Tip Shot.,48,70
12:40,314,Deyshonee Much missed Three Point Jumper.,48,70
12:40,314,Jan Svandrlik Offensive Rebound.,48,70
12:22,314,Jan Svandrlik Turnover.,48,70
12:21,52,Jonathan Isaac Steal.,48,70
12:20,52,Braian Angola-Rodas missed Layup.,48,70
12:20,314,Deyshonee Much Block.,48,70
12:12,52,Jonathan Isaac Offensive Rebound.,48,70
12:02,52,Jonathan Isaac made Layup.,48,72
11:57,314,Sam Cassell Jr. Turnover.,48,72
11:57,52,Braian Angola-Rodas Steal.,48,72
11:57,52,Official TV Timeout,48,72
11:44,52,Michael Ojo made Dunk. Assisted by Braian Angola-Rodas.,48,74
11:25,314,Sam Cassell Jr. made Three Point Jumper.,51,74
11:04,52,CJ Walker missed Three Point Jumper.,51,74
11:04,52,Michael Ojo Offensive Rebound.,51,74
11:02,314,Foul on E.J. Crawford.,51,74
11:02,52,Michael Ojo made Free Throw.,51,75
11:02,52,Michael Ojo missed Free Throw.,51,75
11:02,314,Tyrell Williams Defensive Rebound.,51,75
10:52,314,Schadrac Casimir Turnover.,51,75
10:41,52,Braian Angola-Rodas Turnover.,51,75
10:41,314,Tyrell Williams Steal.,51,75
10:36,314,Schadrac Casimir missed Layup.,51,75
10:36,52,Braian Angola-Rodas Defensive Rebound.,51,75
10:29,52,Braian Angola-Rodas Turnover.,51,75
10:29,52,Florida St  Timeout,51,75
10:16,314,Rickey McGill missed Three Point Jumper.,51,75
10:16,314,Sam Cassell Jr. Offensive Rebound.,51,75
10:07,314,Sam Cassell Jr. made Three Point Jumper.,54,75
9:44,314,Foul on E.J. Crawford.,54,75
9:44,52,Jonathan Isaac made Free Throw.,54,76
9:44,52,Jonathan Isaac made Free Throw.,54,77
9:33,314,DeAndre Turner missed Three Point Jumper.,54,77
9:33,52,Michael Ojo Defensive Rebound.,54,77
9:24,52,Phil Cofer missed Layup.,54,77
9:23,314,E.J. Crawford Block.,54,77
9:23,52,Phil Cofer missed Layup.,54,77
9:22,52,Phil Cofer Offensive Rebound.,54,77
9:21,52,Phil Cofer made Layup.,54,79
9:14,52,Foul on Michael Ojo.,54,79
9:14,314,Rickey McGill made Free Throw.,55,79
9:14,314,Rickey McGill missed Free Throw.,55,79
9:14,52,Xavier Rathan-Mayes Defensive Rebound.,55,79
8:56,52,Christ Koumadje Turnover.,55,79
8:55,314,Sam Cassell Jr. Steal.,55,79
8:46,314,Sam Cassell Jr. missed Three Point Jumper.,55,79
8:46,314,Tyrell Williams Offensive Rebound.,55,79
8:40,314,Sam Cassell Jr. missed Three Point Jumper.,55,79
8:40,314,Iona Deadball Team Rebound.,55,79
8:37,52,Foul on Terance Mann.,55,79
8:37,314,Sam Cassell Jr. Turnover.,55,79
8:24,52,Dwayne Bacon missed Three Point Jumper.,55,79
8:24,314,Jon Severe Defensive Rebound.,55,79
8:24,52,Foul on Christ Koumadje.,55,79
8:20,52,Foul on Christ Koumadje.,55,79
8:20,314,Tyrell Williams made Free Throw.,56,79
8:20,314,Tyrell Williams made Free Throw.,57,79
8:13,52,CJ Walker missed Three Point Jumper.,57,79
8:13,314,Iona Defensive Rebound.,57,79
7:57,314,Sam Cassell Jr. made Jumper.,59,79
7:41,314,Foul on E.J. Crawford.,59,79
7:41,52,Official TV Timeout,59,79
7:41,52,Xavier Rathan-Mayes made Free Throw.,59,80
7:41,52,Xavier Rathan-Mayes made Free Throw.,59,81
7:41,52,Xavier Rathan-Mayes made Free Throw.,59,82
7:25,314,Tyrell Williams made Dunk. Assisted by Deyshonee Much.,61,82
7:08,52,Christ Koumadje made Dunk. Assisted by Xavier Rathan-Mayes.,61,84
6:48,314,Sam Cassell Jr. missed Three Point Jumper.,61,84
6:48,52,Terance Mann Defensive Rebound.,61,84
6:34,52,Xavier Rathan-Mayes missed Layup.,61,84
6:34,314,Tyrell Williams Block.,61,84
6:33,314,Deyshonee Much Defensive Rebound.,61,84
6:29,52,Foul on Terance Mann.,61,84
6:29,314,Sam Cassell Jr. missed Free Throw.,61,84
6:29,314,Iona Deadball Team Rebound.,61,84
6:29,314,Sam Cassell Jr. made Free Throw.,62,84
6:18,52,Jarquez Smith missed Three Point Jumper.,62,84
6:18,314,Jon Severe Defensive Rebound.,62,84
6:11,314,E.J. Crawford missed Three Point Jumper.,62,84
6:11,314,Jordan Washington Offensive Rebound.,62,84
6:08,52,Foul on Jarquez Smith.,62,84
6:08,314,Jordan Washington made Free Throw.,63,84
6:08,314,Jordan Washington made Free Throw.,64,84
5:58,52,Trent Forrest Turnover.,64,84
5:57,314,Jon Severe Steal.,64,84
5:56,314,Jon Severe made Layup.,66,84
5:56,52,Foul on Trent Forrest.,66,84
5:56,314,Jon Severe made Free Throw.,67,84
5:46,314,Foul on Jordan Washington.,67,84
5:46,52,Terance Mann made Free Throw.,67,85
5:46,52,Terance Mann made Free Throw.,67,86
5:35,314,Rickey McGill Turnover.,67,86
5:09,52,Dwayne Bacon missed Three Point Jumper.,67,86
5:09,314,Jan Svandrlik Defensive Rebound.,67,86
5:02,314,Rickey McGill made Layup.,69,86
4:46,314,Foul on Tyrell Williams.,69,86
4:46,52,Jarquez Smith made Free Throw.,69,87
4:46,52,Jarquez Smith made Free Throw.,69,88
4:28,314,Deyshonee Much missed Three Point Jumper.,69,88
4:28,52,Terance Mann Defensive Rebound.,69,88
4:20,52,Terance Mann Turnover.,69,88
4:15,52,Foul on Terance Mann.,69,88
4:15,314,Sam Cassell Jr. made Free Throw.,70,88
4:15,314,Sam Cassell Jr. made Free Throw.,71,88
4:07,52,Xavier Rathan-Mayes made Layup.,71,90
3:49,314,Deyshonee Much missed Three Point Jumper.,71,90
3:49,52,Braian Angola-Rodas Defensive Rebound.,71,90
3:43,52,Official TV Timeout,71,90
3:31,52,Braian Angola-Rodas missed Jumper.,71,90
3:31,52,CJ Walker Offensive Rebound.,71,90
3:25,52,CJ Walker made Jumper.,71,92
3:07,314,E.J. Crawford made Three Point Jumper. Assisted by Jan Svandrlik.,74,92
2:40,52,Braian Angola-Rodas made Jumper.,74,94
2:29,314,Sam Cassell Jr. made Jumper.,76,94
2:14,314,Foul on E.J. Crawford.,76,94
2:14,52,CJ Walker made Free Throw.,76,95
2:14,52,CJ Walker made Free Throw.,76,96
2:07,52,Foul on Braian Angola-Rodas.,76,96
2:07,314,Rickey McGill made Free Throw.,77,96
2:07,314,Rickey McGill made Free Throw.,78,96
1:58,52,Xavier Rathan-Mayes Turnover.,78,96
1:52,314,Schadrac Casimir missed Layup.,78,96
1:52,52,Braian Angola-Rodas Defensive Rebound.,78,96
1:49,314,Foul on Rickey McGill.,78,96
1:49,52,Trent Forrest missed Free Throw.,78,96
1:49,52,Florida St Deadball Team Rebound.,78,96
1:49,52,Trent Forrest missed Free Throw.,78,96
1:49,314,Rickey McGill Defensive Rebound.,78,96
1:39,314,DeAndre Turner missed Layup.,78,96
1:39,52,Jonathan Isaac Block.,78,96
1:38,314,DeAndre Turner Offensive Rebound.,78,96
1:38,52,Foul on CJ Walker.,78,96
1:38,314,DeAndre Turner missed Free Throw.,78,96
1:38,314,Iona Deadball Team Rebound.,78,96
1:38,314,DeAndre Turner missed Free Throw.,78,96
1:38,52,Braian Angola-Rodas Defensive Rebound.,78,96
1:28,52,CJ Walker missed Layup.,78,96
1:28,314,Sam Cassell Jr. Defensive Rebound.,78,96
1:15,314,Jan Svandrlik missed Three Point Jumper.,78,96
1:15,52,Trent Forrest Defensive Rebound.,78,96
0:47,52,Jonathan Isaac made Three Point Jumper.,78,99
0:27,314,Sam Cassell Jr. missed Layup.,78,99
0:27,52,Jonathan Isaac Defensive Rebound.,78,99
0:01,52,Florida St  Turnover.,78,99
0:00,52,End of Game,78,99
