North Texas,2641,Texas Tech,249
12:28,2641,Anthony Livingston Offensive Rebound.,7,14
12:23,2641,Shadell Millinghaus missed Jumper.,7,14
12:23,249,Rickey Brice Jr. Block.,7,14
12:22,249,Ja'Michael Brown Defensive Rebound.,7,14
12:16,2641,Foul on Keenan Evans.,7,14
12:13,249,Ja'Michael Brown Turnover.,7,14
12:13,2641,Zach Smith Steal.,7,14
12:03,2641,Aaron Ross missed Three Point Jumper.,7,14
12:03,2641,Justin Gray Offensive Rebound.,7,14
11:56,2641,Zach Smith made Layup. Assisted by Justin Gray.,7,16
11:39,2641,Foul on Keenan Evans.,7,16
11:39,2641,Official TV Timeout,7,16
11:39,249,Jeremy Combs missed Free Throw.,7,16
11:39,249,North Texas Deadball Team Rebound.,7,16
11:39,249,Jeremy Combs missed Free Throw.,7,16
11:39,2641,Zach Smith Defensive Rebound.,7,16
11:07,2641,Texas Tech  Turnover.,7,16
10:48,249,Rickey Brice Jr. Turnover.,7,16
10:46,2641,Justin Gray Steal.,7,16
10:37,2641,Foul on Aaron Ross.,7,16
10:37,2641,Aaron Ross Turnover.,7,16
10:26,249,Allante Holston Turnover.,7,16
10:24,2641,Shadell Millinghaus Steal.,7,16
10:22,2641,Shadell Millinghaus missed Layup.,7,16
10:22,249,Allante Holston Block.,7,16
10:22,2641,Texas Tech Offensive Rebound.,7,16
10:15,249,Foul on Rickey Brice Jr..,7,16
9:57,2641,Justin Gray missed Three Point Jumper.,7,16
9:57,249,Rickey Brice Jr. Defensive Rebound.,7,16
9:55,2641,Foul on Zach Smith.,7,16
9:42,249,Shane Temara missed Three Point Jumper.,7,16
9:42,2641,Justin Gray Defensive Rebound.,7,16
9:33,2641,Justin Gray missed Layup.,7,16
9:33,2641,Matthew Temple Offensive Rebound.,7,16
9:30,2641,Matthew Temple missed Layup.,7,16
9:30,249,Jeremy Combs Defensive Rebound.,7,16
9:06,249,A.J. Lawson made Jumper.,9,16
9:02,2641,Foul on Matthew Temple.,9,16
9:02,2641,Matthew Temple Turnover.,9,16
8:51,249,A.J. Lawson Turnover.,9,16
8:49,2641,Thomas Brandsma Steal.,9,16
8:46,2641,Anthony Livingston made Three Point Jumper. Assisted by Niem Stevenson.,9,19
8:29,249,Jeremy Combs missed Layup.,9,19
8:29,2641,Niem Stevenson Defensive Rebound.,9,19
8:19,2641,Niem Stevenson missed Jumper.,9,19
8:19,249,J-Mychal Reese Defensive Rebound.,9,19
8:10,249,A.J. Lawson missed Three Point Jumper.,9,19
8:10,2641,Anthony Livingston Defensive Rebound.,9,19
7:51,2641,Giovanni McLean made Three Point Jumper. Assisted by Thomas Brandsma.,9,22
7:39,2641,Official TV Timeout,9,22
7:13,249,J-Mychal Reese missed Jumper.,9,22
7:13,2641,Zach Smith Defensive Rebound.,9,22
6:54,2641,Anthony Livingston missed Three Point Jumper.,9,22
6:54,249,A.J. Lawson Defensive Rebound.,9,22
6:33,249,Deckie Johnson Turnover.,9,22
6:32,2641,Niem Stevenson Steal.,9,22
6:30,2641,Justin Gray made Dunk. Assisted by Niem Stevenson.,9,24
6:05,249,Rickey Brice Jr. made Layup. Assisted by J-Mychal Reese.,11,24
5:51,249,A.J. Lawson Defensive Rebound.,11,24
5:51,2641,Zach Smith missed Jumper.,11,24
5:43,249,Deckie Johnson missed Layup.,11,24
5:43,2641,Anthony Livingston Defensive Rebound.,11,24
5:25,2641,Anthony Livingston made Layup.,11,26
5:04,249,A.J. Lawson made Jumper.,13,26
4:49,2641,Justin Gray missed Jumper.,13,26
4:49,249,J-Mychal Reese Defensive Rebound.,13,26
4:34,249,Deckie Johnson made Three Point Jumper.,16,26
4:25,2641,Zach Smith missed Jumper.,16,26
4:25,249,J-Mychal Reese Defensive Rebound.,16,26
4:04,249,J-Mychal Reese Turnover.,16,26
4:03,2641,Anthony Livingston Steal.,16,26
4:03,249,Foul on J-Mychal Reese.,16,26
3:55,249,Foul on Deckie Johnson.,16,26
3:55,2641,Official TV Timeout,16,26
3:55,2641,Giovanni McLean made Free Throw.,16,27
3:55,2641,Giovanni McLean made Free Throw.,16,28
3:35,249,Deckie Johnson made Jumper.,18,28
3:21,2641,Aaron Ross made Three Point Jumper. Assisted by Devon Thomas.,18,31
2:57,249,Foul on Jeremy Combs.,18,31
2:57,249,Jeremy Combs Turnover.,18,31
2:28,2641,Shadell Millinghaus made Layup.,18,33
2:28,249,Foul on Derail Green.,18,33
2:28,2641,Shadell Millinghaus made Free Throw.,18,34
2:12,249,Shane Temara missed Jumper.,18,34
2:12,249,Jeremy Combs Offensive Rebound.,18,34
2:12,2641,Foul on Justin Gray.,18,34
2:12,249,Jeremy Combs missed Free Throw.,18,34
2:12,249,North Texas Deadball Team Rebound.,18,34
2:12,249,Jeremy Combs made Free Throw.,19,34
2:00,2641,Giovanni McLean missed Three Point Jumper.,19,34
2:00,249,Shane Temara Defensive Rebound.,19,34
1:46,249,Shane Temara made Three Point Jumper. Assisted by Jeremy Combs.,22,34
1:19,2641,Niem Stevenson missed Three Point Jumper.,22,34
1:19,249,Allante Holston Defensive Rebound.,22,34
1:10,249,Ja'Michael Brown missed Three Point Jumper.,22,34
1:10,2641,Zach Smith Defensive Rebound.,22,34
1:08,249,Foul on Allante Holston.,22,34
1:08,2641,Zach Smith missed Free Throw.,22,34
1:08,2641,Texas Tech Deadball Team Rebound.,22,34
1:08,2641,Zach Smith missed Free Throw.,22,34
1:08,249,Shane Temara Defensive Rebound.,22,34
0:51,249,Ja'Michael Brown made Layup.,24,34
0:51,2641,Foul on Devon Thomas.,24,34
0:51,249,Ja'Michael Brown missed Free Throw.,24,34
0:51,2641,Zach Smith Defensive Rebound.,24,34
0:42,2641,Zach Smith made Layup.,24,36
0:34,249,Foul on Allante Holston.,24,36
0:34,249,Allante Holston Turnover.,24,36
0:07,249,Foul on Deckie Johnson.,24,36
0:07,2641,Devon Thomas made Free Throw.,24,37
0:07,2641,Devon Thomas missed Free Throw.,24,37
0:07,249,Shane Temara Defensive Rebound.,24,37
0:01,249,Ja'Michael Brown missed Three Point Jumper.,24,37
0:01,2641,Zach Smith Defensive Rebound.,24,37
0:00,2641,End of 1st half,24,37
19:52,249,Deckie Johnson missed Three Point Jumper.,24,37
19:52,2641,Zach Smith Defensive Rebound.,24,37
19:32,2641,Keenan Evans missed Jumper.,24,37
19:32,249,Deckie Johnson Defensive Rebound.,24,37
19:08,249,Derail Green missed Layup.,24,37
19:08,249,North Texas Offensive Rebound.,24,37
18:59,249,Derail Green Turnover.,24,37
18:56,2641,Aaron Ross Steal.,24,37
18:40,2641,Aaron Ross made Three Point Jumper. Assisted by Keenan Evans.,24,40
18:18,249,Derail Green missed Three Point Jumper.,24,40
18:18,2641,Zach Smith Defensive Rebound.,24,40
18:10,2641,Shadell Millinghaus missed Three Point Jumper.,24,40
18:10,2641,Keenan Evans Offensive Rebound.,24,40
18:03,2641,Aaron Ross missed Three Point Jumper.,24,40
18:03,249,Jeremy Combs Defensive Rebound.,24,40
17:50,249,Jeremy Combs Turnover.,24,40
17:49,2641,Aaron Ross Steal.,24,40
17:25,2641,Anthony Livingston missed Jumper.,24,40
17:25,249,North Texas Defensive Rebound.,24,40
17:10,2641,Foul on Aaron Ross.,24,40
16:56,249,J-Mychal Reese Turnover.,24,40
16:27,2641,Niem Stevenson made Layup.,24,42
16:05,249,Ja'Michael Brown missed Three Point Jumper.,24,42
16:05,2641,Niem Stevenson Defensive Rebound.,24,42
15:58,2641,Niem Stevenson missed Layup.,24,42
15:58,249,Shane Temara Defensive Rebound.,24,42
15:50,249,J-Mychal Reese missed Three Point Jumper.,24,42
15:50,2641,Zach Smith Defensive Rebound.,24,42
15:28,2641,Niem Stevenson missed Layup.,24,42
15:28,249,J-Mychal Reese Defensive Rebound.,24,42
15:28,2641,Foul on Niem Stevenson.,24,42
15:28,2641,Official TV Timeout,24,42
15:16,249,Ja'Michael Brown missed Three Point Jumper.,24,42
15:16,2641,Keenan Evans Defensive Rebound.,24,42
15:11,249,Foul on Ja'Michael Brown.,24,42
14:41,2641,Giovanni McLean missed Three Point Jumper.,24,42
14:41,2641,Anthony Livingston Offensive Rebound.,24,42
14:38,249,Foul on Rickey Brice Jr..,24,42
14:38,2641,Anthony Livingston missed Free Throw.,24,42
14:38,2641,Texas Tech Deadball Team Rebound.,24,42
14:38,2641,Anthony Livingston missed Free Throw.,24,42
14:38,249,Rickey Brice Jr. Defensive Rebound.,24,42
14:25,249,Rickey Brice Jr. missed Jumper.,24,42
14:25,2641,Anthony Livingston Defensive Rebound.,24,42
14:17,2641,Giovanni McLean missed Three Point Jumper.,24,42
14:17,249,Rickey Brice Jr. Defensive Rebound.,24,42
13:57,249,Deckie Johnson made Three Point Jumper. Assisted by Shane Temara.,27,42
13:27,2641,Aaron Ross made Three Point Jumper. Assisted by Keenan Evans.,27,45
13:18,2641,Foul on Aaron Ross.,27,45
13:18,249,Deckie Johnson made Free Throw.,28,45
13:18,249,Deckie Johnson made Free Throw.,29,45
13:00,2641,Anthony Livingston missed Three Point Jumper.,29,45
13:00,249,Rickey Brice Jr. Defensive Rebound.,29,45
12:41,2641,Foul on Justin Gray.,29,45
12:41,249,Rickey Brice Jr. missed Free Throw.,29,45
12:41,249,North Texas Deadball Team Rebound.,29,45
12:41,249,Rickey Brice Jr. made Free Throw.,30,45
12:27,2641,Anthony Livingston missed Jumper.,30,45
12:27,249,Shane Temara Defensive Rebound.,30,45
12:17,249,Deckie Johnson missed Three Point Jumper.,30,45
12:17,249,Rickey Brice Jr. Offensive Rebound.,30,45
11:54,249,A.J. Lawson missed Layup.,30,45
11:54,2641,Devon Thomas Defensive Rebound.,30,45
11:49,249,Foul on Ja'Michael Brown.,30,45
11:49,2641,Official TV Timeout,30,45
11:49,2641,Niem Stevenson made Free Throw.,30,46
11:49,2641,Niem Stevenson missed Free Throw.,30,46
11:49,249,Shane Temara Defensive Rebound.,30,46
11:41,249,A.J. Lawson missed Layup.,30,46
11:41,2641,Zach Smith Defensive Rebound.,30,46
11:15,2641,Niem Stevenson made Layup.,30,48
11:06,2641,Foul on Niem Stevenson.,30,48
10:51,249,Ja'Michael Brown missed Three Point Jumper.,30,48
10:51,2641,Shadell Millinghaus Defensive Rebound.,30,48
10:42,249,Foul on Jeremy Combs.,30,48
10:37,249,Foul on Ja'Michael Brown.,30,48
10:27,2641,Keenan Evans made Layup.,30,50
10:19,249,Jeremy Combs made Layup. Assisted by Ja'Michael Brown.,32,50
10:02,2641,Niem Stevenson made Layup.,32,52
9:55,249,North Texas  Timeout,32,52
9:53,249,A.J. Lawson missed Three Point Jumper.,32,52
9:53,2641,Keenan Evans Defensive Rebound.,32,52
9:43,249,Foul on J-Mychal Reese.,32,52
9:43,2641,Keenan Evans made Free Throw.,32,53
9:43,2641,Keenan Evans made Free Throw.,32,54
9:18,249,Shane Temara missed Jumper.,32,54
9:18,2641,Zach Smith Block.,32,54
9:17,249,J-Mychal Reese Offensive Rebound.,32,54
9:13,249,Jeremy Combs made Dunk. Assisted by J-Mychal Reese.,34,54
9:00,2641,Shadell Millinghaus made Layup. Assisted by Aaron Ross.,34,56
8:34,249,Jeremy Combs made Layup.,36,56
8:16,2641,Keenan Evans missed Three Point Jumper.,36,56
8:16,249,Shane Temara Defensive Rebound.,36,56
8:08,249,Foul on A.J. Lawson.,36,56
8:08,249,A.J. Lawson Turnover.,36,56
7:35,2641,Giovanni McLean missed Three Point Jumper.,36,56
7:35,249,J-Mychal Reese Defensive Rebound.,36,56
7:30,249,A.J. Lawson missed Three Point Jumper.,36,56
7:30,2641,Niem Stevenson Defensive Rebound.,36,56
7:22,2641,Niem Stevenson Turnover.,36,56
7:21,249,A.J. Lawson Steal.,36,56
7:20,249,A.J. Lawson made Layup.,38,56
7:08,2641,Zach Smith made Jumper. Assisted by Giovanni McLean.,38,58
6:45,249,A.J. Lawson made Jumper.,40,58
6:19,249,Foul on Jeremy Combs.,40,58
6:19,2641,Zach Smith missed Free Throw.,40,58
6:19,2641,Texas Tech Deadball Team Rebound.,40,58
6:19,2641,Zach Smith missed Free Throw.,40,58
6:19,249,Jeremy Combs Defensive Rebound.,40,58
6:03,249,Deckie Johnson made Layup.,42,58
6:03,2641,Foul on Giovanni McLean.,42,58
6:03,249,Deckie Johnson missed Free Throw.,42,58
6:03,2641,Devon Thomas Defensive Rebound.,42,58
5:49,2641,Justin Gray missed Jumper.,42,58
5:49,249,Ja'Michael Brown Defensive Rebound.,42,58
5:41,249,A.J. Lawson missed Jumper.,42,58
5:41,2641,Aaron Ross Defensive Rebound.,42,58
5:11,2641,Aaron Ross missed Jumper.,42,58
5:11,249,A.J. Lawson Defensive Rebound.,42,58
5:03,249,A.J. Lawson missed Layup.,42,58
5:03,2641,Justin Gray Defensive Rebound.,42,58
4:54,2641,Keenan Evans missed Jumper.,42,58
4:54,2641,Aaron Ross Offensive Rebound.,42,58
4:51,2641,Aaron Ross made Layup.,42,60
4:41,249,Derail Green missed Three Point Jumper.,42,60
4:41,2641,Justin Gray Defensive Rebound.,42,60
4:10,2641,Keenan Evans missed Jumper.,42,60
4:10,249,A.J. Lawson Defensive Rebound.,42,60
3:52,2641,Foul on Devon Thomas.,42,60
3:52,2641,Official TV Timeout,42,60
3:52,249,Deckie Johnson made Free Throw.,43,60
3:52,249,Deckie Johnson missed Free Throw.,43,60
3:52,2641,Justin Gray Defensive Rebound.,43,60
3:44,2641,Keenan Evans Turnover.,43,60
3:43,249,Deckie Johnson Steal.,43,60
3:42,249,Deckie Johnson missed Layup.,43,60
3:42,2641,Keenan Evans Block.,43,60
3:40,2641,Devon Thomas Defensive Rebound.,43,60
3:15,2641,Zach Smith made Layup. Assisted by Devon Thomas.,43,62
3:15,249,Foul on J-Mychal Reese.,43,62
3:15,2641,Zach Smith made Free Throw.,43,63
2:59,249,Shane Temara missed Layup.,43,63
2:59,249,Shane Temara Offensive Rebound.,43,63
2:55,249,Shane Temara Turnover.,43,63
2:54,2641,Devon Thomas Steal.,43,63
2:51,2641,Justin Gray made Layup. Assisted by Devon Thomas.,43,65
2:36,249,J-Mychal Reese missed Jumper.,43,65
2:36,2641,Justin Gray Defensive Rebound.,43,65
2:10,2641,Devon Thomas made Three Point Jumper. Assisted by Keenan Evans.,43,68
1:54,249,Ja'Michael Brown missed Three Point Jumper.,43,68
1:54,2641,Keenan Evans Defensive Rebound.,43,68
1:31,249,Allante Holston missed Jumper.,43,68
1:31,2641,Justin Gray Block.,43,68
1:31,2641,Justin Gray Defensive Rebound.,43,68
1:17,2641,Keenan Evans missed Jumper.,43,68
1:17,2641,Texas Tech Deadball Team Rebound.,43,68
1:13,2641,Texas Tech  Turnover.,43,68
0:38,2641,Matthew Temple missed Jumper.,43,68
0:38,2641,Aaron Ross Offensive Rebound.,43,68
0:13,2641,Thomas Brandsma made Layup. Assisted by Anthony Livingston.,43,70
0:03,249,A.J. Lawson missed Jumper.,43,70
0:03,2641,Anthony Livingston Defensive Rebound.,43,70
0:00,2641,End of Game,43,70
