San Diego Christian,Error,CSU Northridge,2463
7:00,2463,Tavrion Dawson made Free Throw.,15,35
6:42,2463,Foul on Lyrik Shreiner.,15,35
6:37,3096,Shawn Stanley missed Three Point Jumper.,15,35
6:37,2463,Tavrion Dawson Defensive Rebound.,15,35
6:08,2463,Zeno Lake missed Layup.,15,35
6:08,3096,Nick Crankshaw Defensive Rebound.,15,35
6:00,2463,Foul on Lyrik Shreiner.,15,35
6:00,3096,Derek Novsek made Free Throw.,16,35
6:00,3096,Derek Novsek made Free Throw.,17,35
5:47,2463,Lyrik Shreiner missed Jumper.,17,35
5:47,2463,Zeno Lake Offensive Rebound.,17,35
5:28,2463,Tavrion Dawson made Layup. Assisted by Lyrik Shreiner.,17,37
5:12,3096,Derek Novsek missed Three Point Jumper.,17,37
5:12,2463,Tavrion Dawson Defensive Rebound.,17,37
5:01,2463,Tavrion Dawson missed Three Point Jumper.,17,37
5:01,3096,Derek Novsek Defensive Rebound.,17,37
4:51,3096,Shawn Stanley Turnover.,17,37
4:50,2463,Lyrik Shreiner Steal.,17,37
4:46,2463,Lyrik Shreiner made Layup.,17,39
4:22,3096,Nick Crankshaw missed Three Point Jumper.,17,39
4:22,2463,Jonathan Guevara Defensive Rebound.,17,39
4:14,2463,Jonathan Guevara Turnover.,17,39
3:58,3096,Hayden Fredrick missed Layup.,17,39
3:58,2463,Anthony Swan Defensive Rebound.,17,39
3:52,2463,Carl Brown missed Three Point Jumper.,17,39
3:52,3096,Derek Novsek Defensive Rebound.,17,39
3:29,3096,Derek Novsek made Layup.,19,39
3:10,2463,Terrell Gomez made Three Point Jumper. Assisted by Tavrion Dawson.,19,42
2:56,3096,Anthony Gonzalez Turnover.,19,42
2:56,3096,Foul on Anthony Gonzalez.,19,42
2:56,2463,CSU Northridge  Timeout,19,42
2:46,2463,Tavrion Dawson made Jumper. Assisted by Terrell Gomez.,19,44
2:26,3096,Derek Novsek made Layup. Assisted by Nick Crankshaw.,21,44
2:07,2463,Tavrion Dawson made Jumper.,21,46
2:01,3096,Shawn Stanley Turnover.,21,46
2:01,2463,Micheal Warren Steal.,21,46
2:01,2463,Micheal Warren Turnover.,21,46
1:59,2463,Foul on Anthony Swan.,21,46
1:42,3096,Anthony Gonzalez Turnover.,21,46
1:25,2463,Carl Brown made Jumper.,21,48
1:07,3096,Hayden Fredrick missed Three Point Jumper.,21,48
1:07,3096,San Diego Christian College Offensive Rebound.,21,48
0:58,3096,Hayden Fredrick made Jumper. Assisted by Anthony Gonzalez.,23,48
0:43,2463,Carl Brown made Three Point Jumper. Assisted by Micheal Warren.,23,51
0:25,3096,Shawn Stanley Turnover.,23,51
0:24,2463,Reggie Theus Jr. Steal.,23,51
0:02,2463,Reggie Theus Jr. Turnover.,23,51
0:01,3096,Shawn Stanley Steal.,23,51
0:00,2463,End of 1st half,23,51
19:50,2463,Reggie Theus Jr. missed Jumper.,23,51
19:50,3096,Derek Novsek Defensive Rebound.,23,51
19:28,2463,Foul on Reggie Theus Jr..,23,51
19:28,3096,Rovan Halloway missed Free Throw.,23,51
19:28,3096,San Diego Christian College Deadball Team Rebound.,23,51
19:28,3096,Rovan Halloway made Free Throw.,24,51
19:11,2463,Tavrion Dawson made Jumper. Assisted by Terrell Gomez.,24,53
19:11,3096,Foul on Rovan Halloway.,24,53
19:11,2463,Tavrion Dawson made Free Throw.,24,54
19:05,3096,Nick Crankshaw Turnover.,24,54
18:56,2463,Terrell Gomez made Three Point Jumper. Assisted by Micheal Warren.,24,57
18:24,3096,Hayden Fredrick missed Three Point Jumper.,24,57
18:21,3096,San Diego Christian College Offensive Rebound.,24,57
18:21,2463,Foul on Micheal Warren.,24,57
17:56,3096,Hayden Fredrick Turnover.,24,57
17:56,3096,Foul on Hayden Fredrick.,24,57
17:45,3096,Foul on Rovan Halloway.,24,57
17:45,2463,CSU Northridge  Timeout,24,57
17:40,2463,Micheal Warren Turnover.,24,57
17:40,2463,Foul on Micheal Warren.,24,57
17:17,3096,Derek Novsek made Layup.,26,57
16:55,2463,Reggie Theus Jr. missed Jumper.,26,57
16:55,2463,Tavrion Dawson Offensive Rebound.,26,57
16:36,2463,Micheal Warren made Three Point Jumper. Assisted by Terrell Gomez.,26,60
16:19,3096,Hayden Fredrick missed Three Point Jumper.,26,60
16:19,2463,Lyrik Shreiner Defensive Rebound.,26,60
16:09,2463,Micheal Warren made Three Point Jumper. Assisted by Lyrik Shreiner.,26,63
15:51,3096,Nick Crankshaw made Jumper.,28,63
15:30,2463,Tavrion Dawson missed Jumper.,28,63
15:30,3096,Rovan Halloway Defensive Rebound.,28,63
15:26,2463,Foul on Tavrion Dawson.,28,63
15:26,3096,San Diego Christian College  Timeout,28,63
15:14,3096,Stephen Short made Layup.,30,63
14:53,2463,Tavrion Dawson made Layup. Assisted by Lyrik Shreiner.,30,65
14:37,3096,Hayden Fredrick made Three Point Jumper. Assisted by Nick Crankshaw.,33,65
14:15,2463,Lyrik Shreiner Turnover.,33,65
14:14,3096,Stephen Short Steal.,33,65
14:07,3096,Hayden Fredrick missed Jumper.,33,65
14:07,2463,Lyrik Shreiner Defensive Rebound.,33,65
14:00,2463,Lyrik Shreiner Turnover.,33,65
13:36,2463,Foul on Terrell Gomez.,33,65
13:34,3096,Hayden Fredrick made Three Point Jumper. Assisted by Stephen Short.,36,65
13:13,2463,Tavrion Dawson made Three Point Jumper. Assisted by Terrell Gomez.,36,68
12:57,3096,Stephen Short missed Jumper.,36,68
12:57,2463,Micheal Warren Defensive Rebound.,36,68
12:49,3096,Foul on Stephen Short.,36,68
12:39,2463,Micheal Warren made Three Point Jumper. Assisted by Jonathan Guevara.,36,71
12:23,3096,Hayden Fredrick made Three Point Jumper.,39,71
12:08,2463,Tavrion Dawson missed Three Point Jumper.,39,71
12:08,3096,Hayden Fredrick Defensive Rebound.,39,71
12:00,3096,Caeden Williams made Layup. Assisted by Nick Crankshaw.,41,71
11:42,2463,Micheal Warren made Three Point Jumper. Assisted by Tavrion Dawson.,41,74
11:26,3096,Nick Crankshaw made Layup.,43,74
11:07,2463,Tavrion Dawson made Layup.,43,76
10:48,3096,Hayden Fredrick made Layup.,45,76
10:17,2463,Terrell Gomez missed Three Point Jumper.,45,76
10:17,3096,Nick Crankshaw Defensive Rebound.,45,76
10:06,3096,Derek Novsek missed Jumper.,45,76
10:06,2463,Micheal Warren Defensive Rebound.,45,76
9:58,3096,Foul on Nick Crankshaw.,45,76
9:58,2463,CSU Northridge  Timeout,45,76
9:40,2463,Micheal Warren made Three Point Jumper. Assisted by Terrell Gomez.,45,79
9:23,3096,Hayden Fredrick missed Three Point Jumper.,45,79
9:23,2463,Micheal Warren Defensive Rebound.,45,79
9:02,2463,Zeno Lake Turnover.,45,79
8:50,3096,Caeden Williams missed Jumper.,45,79
8:50,2463,Micheal Warren Defensive Rebound.,45,79
8:23,2463,Anthony Swan made Dunk.,45,81
8:12,3096,Hayden Fredrick missed Three Point Jumper.,45,81
8:12,2463,Zeno Lake Defensive Rebound.,45,81
7:55,2463,Terrell Gomez made Three Point Jumper.,45,84
7:37,3096,Stephen Short missed Jumper.,45,84
7:37,2463,Zeno Lake Defensive Rebound.,45,84
7:34,2463,Micheal Warren missed Three Point Jumper.,45,84
7:34,2463,Anthony Swan Offensive Rebound.,45,84
7:15,3096,Foul on Caeden Williams.,45,84
7:15,2463,CSU Northridge  Timeout,45,84
6:59,2463,Reggie Theus Jr. missed Layup.,45,84
6:59,2463,CSU Northridge Offensive Rebound.,45,84
6:39,2463,Anthony Swan missed Three Point Jumper.,45,84
6:39,3096,San Diego Christian College Defensive Rebound.,45,84
6:25,3096,Caeden Williams made Layup.,47,84
6:25,2463,Foul on Terrell Gomez.,47,84
6:25,3096,Caeden Williams made Free Throw.,48,84
6:15,2463,Carl Brown Turnover.,48,84
6:14,3096,Derek Novsek Steal.,48,84
6:06,3096,Stephen Short Turnover.,48,84
6:04,2463,Micheal Warren Steal.,48,84
6:03,2463,Micheal Warren made Layup.,48,86
5:31,3096,Dominique Watkins made Layup.,50,86
5:15,2463,Reggie Theus Jr. made Layup. Assisted by Micheal Warren.,50,88
4:55,2463,Foul on Reggie Theus Jr..,50,88
4:55,3096,Rovan Halloway made Free Throw.,51,88
4:55,3096,Rovan Halloway made Free Throw.,52,88
4:45,2463,Terrell Gomez Turnover.,52,88
4:44,3096,Nick Crankshaw Steal.,52,88
4:28,3096,Anthony Gonzalez made Layup. Assisted by Nick Crankshaw.,54,88
4:07,2463,Tavrion Dawson missed Jumper.,54,88
4:07,3096,Dominique Watkins Defensive Rebound.,54,88
4:00,3096,Anthony Gonzalez missed Three Point Jumper.,54,88
4:00,2463,Micheal Warren Defensive Rebound.,54,88
3:52,2463,Anthony Swan missed Layup.,54,88
3:52,2463,Carl Brown Offensive Rebound.,54,88
3:48,2463,Tavrion Dawson made Layup.,54,90
3:48,3096,Foul on Rovan Halloway.,54,90
3:48,2463,CSU Northridge  Timeout,54,90
3:48,2463,Tavrion Dawson missed Free Throw.,54,90
3:48,3096,Rovan Halloway Defensive Rebound.,54,90
3:29,3096,Anthony Gonzalez Turnover.,54,90
3:29,3096,Foul on Anthony Gonzalez.,54,90
3:14,2463,Blair Orr Turnover.,54,90
3:04,3096,Anthony Gonzalez made Three Point Jumper. Assisted by Anthony Gonzalez.,57,90
2:42,2463,Carl Brown missed Jumper.,57,90
2:42,2463,Zeno Lake Offensive Rebound.,57,90
2:38,2463,Zeno Lake missed Layup.,57,90
2:38,3096,Hayden Fredrick Defensive Rebound.,57,90
2:33,2463,Foul on Alex Sokol.,57,90
2:33,3096,Hayden Fredrick made Free Throw.,58,90
2:33,3096,Hayden Fredrick made Free Throw.,59,90
2:24,2463,CSU Northridge  Timeout,59,90
2:03,2463,Jonathan Guevara made Jumper.,59,92
1:33,3096,Dominique Watkins missed Three Point Jumper.,59,92
1:33,2463,Carl Brown Defensive Rebound.,59,92
1:18,3096,Foul on Hayden Fredrick.,59,92
1:18,2463,Alex Sokol missed Free Throw.,59,92
1:18,2463,CSU Northridge Deadball Team Rebound.,59,92
1:18,2463,Alex Sokol made Free Throw.,59,93
1:04,3096,Derek Novsek made Layup.,61,93
0:33,2463,Alex Sokol Turnover.,61,93
0:32,3096,Dominique Watkins Steal.,61,93
0:29,3096,Dominique Watkins made Layup.,63,93
0:00,2463,End of Game,63,93
