Coppin State,59,Georgia Tech,2154
18:32,59,Jose Alvarado made Layup.,38,34
18:03,2154,Karonn Davis missed Jumper.,38,34
18:03,59,Josh Okogie Defensive Rebound.,38,34
17:41,59,Tadric Jackson made Layup.,38,36
17:14,2154,Cedric Council Jr. made Jumper.,40,36
16:54,59,Josh Okogie missed Jumper.,40,36
16:54,59,Tadric Jackson Offensive Rebound.,40,36
16:51,2154,Foul on Jordan Hardwick.,40,36
16:51,59,Tadric Jackson made Free Throw.,40,37
16:51,59,Tadric Jackson made Free Throw.,40,38
16:39,2154,Chad Andrews-Fulton missed Layup.,40,38
16:39,59,Ben Lammers Defensive Rebound.,40,38
16:24,59,Brandon Alston missed Three Point Jumper.,40,38
16:24,59,Ben Lammers Offensive Rebound.,40,38
16:12,59,Brandon Alston missed Jumper.,40,38
16:12,2154,Chad Andrews-Fulton Defensive Rebound.,40,38
15:59,59,Official TV Timeout,40,38
15:59,59,Foul on Josh Okogie.,40,38
15:59,59,Official TV Timeout,40,38
15:38,2154,Karonn Davis missed Three Point Jumper.,40,38
15:38,59,Tadric Jackson Defensive Rebound.,40,38
15:34,59,Tadric Jackson missed Jumper.,40,38
15:34,59,Tadric Jackson Offensive Rebound.,40,38
15:30,59,Tadric Jackson made Layup.,40,40
15:03,2154,Chad Andrews-Fulton made Layup. Assisted by Adam Traore.,42,40
14:35,59,Ben Lammers made Layup.,42,42
14:15,2154,Tre' Thomas missed Jumper.,42,42
14:15,59,Josh Okogie Defensive Rebound.,42,42
14:08,59,Ben Lammers missed Jumper.,42,42
14:08,2154,Chad Andrews-Fulton Block.,42,42
14:08,2154,Lamar Morgan Defensive Rebound.,42,42
13:55,2154,Adam Traore missed Layup.,42,42
13:55,59,Ben Lammers Block.,42,42
13:55,2154,Coppin State Offensive Rebound.,42,42
13:46,2154,Lamar Morgan made Three Point Jumper. Assisted by Adam Traore.,45,42
13:14,2154,Foul on Chad Andrews-Fulton.,45,42
13:14,59,Brandon Alston made Free Throw.,45,43
13:14,59,Brandon Alston made Free Throw.,45,44
12:50,2154,Adam Traore made Jumper.,47,44
12:40,2154,Foul on Chad Andrews-Fulton.,47,44
12:40,59,Ben Lammers made Free Throw.,47,45
12:40,59,Ben Lammers made Free Throw.,47,46
12:10,2154,Lucian Brownlee made Jumper.,49,46
12:00,59,Foul on Tadric Jackson.,49,46
12:00,59,Tadric Jackson Turnover.,49,46
11:48,2154,Lamar Morgan missed Three Point Jumper.,49,46
11:48,59,Josh Okogie Defensive Rebound.,49,46
11:25,59,Tadric Jackson missed Three Point Jumper.,49,46
11:25,2154,Lamar Morgan Defensive Rebound.,49,46
11:15,2154,Adam Traore made Layup.,51,46
11:00,2154,Foul on Adam Traore.,51,46
11:00,59,Official TV Timeout,51,46
11:00,59,Tadric Jackson made Free Throw.,51,47
11:00,59,Tadric Jackson made Free Throw.,51,48
10:35,2154,Cedric Council Jr. missed Layup.,51,48
10:35,59,Ben Lammers Block.,51,48
10:33,59,Ben Lammers Defensive Rebound.,51,48
10:10,59,Josh Okogie made Three Point Jumper. Assisted by Tadric Jackson.,51,51
9:51,2154,Cedric Council Jr. made Three Point Jumper.,54,51
9:32,59,Brandon Alston missed Jumper.,54,51
9:32,59,Ben Lammers Offensive Rebound.,54,51
9:29,59,Ben Lammers made Two Point Tip Shot.,54,53
9:13,2154,Cedric Council Jr. missed Three Point Jumper.,54,53
9:13,59,Evan Cole Defensive Rebound.,54,53
8:55,59,Josh Okogie made Layup.,54,55
8:27,2154,Jordan Hardwick missed Jumper.,54,55
8:22,59,Ben Lammers Defensive Rebound.,54,55
8:18,59,Josh Okogie missed Three Point Jumper.,54,55
8:18,2154,Lucian Brownlee Defensive Rebound.,54,55
8:09,2154,Karonn Davis missed Layup.,54,55
8:09,59,Ben Lammers Defensive Rebound.,54,55
7:46,2154,Foul on Adam Traore.,54,55
7:46,59,Official TV Timeout,54,55
7:46,59,Josh Okogie made Free Throw.,54,56
7:46,59,Josh Okogie made Free Throw.,54,57
7:28,2154,Lucian Brownlee missed Three Point Jumper.,54,57
7:28,59,Tadric Jackson Defensive Rebound.,54,57
7:04,2154,Foul on Blake Simpson.,54,57
7:04,2154,Technical Foul on Coppin State.,54,57
7:04,59,Josh Okogie made Free Throw.,54,58
7:04,59,Josh Okogie made Free Throw.,54,59
7:04,2154,Foul on Coppin State.,54,59
7:04,59,Ben Lammers made Free Throw.,54,60
7:04,59,Ben Lammers made Free Throw.,54,61
6:41,59,Foul on Evan Cole.,54,61
6:34,2154,Karonn Davis missed Layup.,54,61
6:34,59,Evan Cole Defensive Rebound.,54,61
6:10,59,Ben Lammers missed Layup.,54,61
6:10,2154,Coppin State Deadball Team Rebound.,54,61
6:08,59,Foul on Evan Cole.,54,61
5:42,2154,Karonn Davis missed Three Point Jumper.,54,61
5:42,59,Evan Cole Defensive Rebound.,54,61
5:30,59,Tadric Jackson Turnover.,54,61
5:29,2154,Cedric Council Jr. Steal.,54,61
5:19,2154,Karonn Davis missed Layup.,54,61
5:19,59,Brandon Alston Defensive Rebound.,54,61
5:16,2154,Foul on Adam Traore.,54,61
5:16,59,Brandon Alston made Free Throw.,54,62
5:16,59,Brandon Alston made Free Throw.,54,63
5:05,2154,Cedric Council Jr. made Three Point Jumper. Assisted by Tre' Thomas.,57,63
4:37,59,Ben Lammers missed Jumper.,57,63
4:37,59,Evan Cole Offensive Rebound.,57,63
4:34,59,Evan Cole made Two Point Tip Shot.,57,65
4:17,2154,Cedric Council Jr. Turnover.,57,65
4:12,59,Josh Okogie made Dunk. Assisted by Tadric Jackson.,57,67
4:11,2154,Coppin State  Timeout,57,67
4:11,59,Official TV Timeout,57,67
3:54,2154,Tre' Thomas missed Layup.,57,67
3:54,59,Georgia Tech Deadball Team Rebound.,57,67
3:48,59,Tadric Jackson made Dunk. Assisted by Ben Lammers.,57,69
3:29,59,Foul on Tadric Jackson.,57,69
3:29,2154,Lamar Morgan made Free Throw.,58,69
3:29,2154,Lamar Morgan made Free Throw.,59,69
3:03,59,Tadric Jackson made Three Point Jumper. Assisted by Brandon Alston.,59,72
2:34,2154,Cedric Council Jr. made Three Point Jumper. Assisted by Karonn Davis.,62,72
2:09,59,Ben Lammers made Jumper.,62,74
1:53,59,Foul on Evan Cole.,62,74
1:53,2154,Adam Traore missed Free Throw.,62,74
1:53,59,Evan Cole Defensive Rebound.,62,74
1:22,59,Ben Lammers made Layup. Assisted by Tadric Jackson.,62,76
1:07,2154,Karonn Davis missed Jumper.,62,76
1:07,59,Ben Lammers Block.,62,76
1:05,59,Tadric Jackson Defensive Rebound.,62,76
0:43,59,Brandon Alston missed Free Throw.,62,76
0:43,2154,Karonn Davis Defensive Rebound.,62,76
0:43,2154,Foul on Tre' Thomas.,62,76
0:30,2154,Karonn Davis missed Three Point Jumper.,62,76
0:30,59,Tadric Jackson Defensive Rebound.,62,76
0:00,59,End of Game,62,76
