Limestone,Error,South Carolina,2579
7:35,2579,Hassani Gravett Turnover.,18,14
7:34,-1,Donovan Harris Steal.,18,14
7:21,-1,Jaquan Simms missed Three Point Jumper.,18,14
7:21,2579,Felipe Haase Defensive Rebound.,18,14
7:16,2579,Frank Booker missed Layup.,18,14
7:16,-1,Eddie Hunt Defensive Rebound.,18,14
6:58,-1,Kenny Hairston made Three Point Jumper.,21,14
6:39,-1,Foul on Eddie Hunt.,21,14
6:39,2579,Official TV Timeout,21,14
6:35,2579,Felipe Haase missed Jumper.,21,14
6:35,-1,Noah Jenkins Defensive Rebound.,21,14
6:09,-1,T.J. Sheppard made Jumper.,23,14
5:55,2579,Frank Booker made Three Point Jumper. Assisted by Wesley Myers.,23,17
5:31,-1,Macoumba Kane missed Jumper.,23,17
5:31,2579,Felipe Haase Defensive Rebound.,23,17
5:22,2579,David Beatty missed Three Point Jumper.,23,17
5:22,-1,Limestone Deadball Team Rebound.,23,17
5:20,2579,Foul on Maik Kotsar.,23,17
5:20,-1,Nehemiah McGriff missed Free Throw.,23,17
5:20,2579,Maik Kotsar Defensive Rebound.,23,17
5:07,2579,Frank Booker missed Three Point Jumper.,23,17
5:07,2579,Felipe Haase Offensive Rebound.,23,17
4:55,2579,Wesley Myers missed Jumper.,23,17
4:55,-1,Macoumba Kane Defensive Rebound.,23,17
4:41,-1,T.J. Sheppard Turnover.,23,17
4:26,2579,Frank Booker made Three Point Jumper. Assisted by Hassani Gravett.,23,20
4:00,-1,Kenny Hairston Turnover.,23,20
3:59,2579,Felipe Haase Steal.,23,20
3:57,2579,David Beatty missed Layup.,23,20
3:57,-1,Macoumba Kane Block.,23,20
3:57,2579,South Carolina Offensive Rebound.,23,20
3:57,2579,Official TV Timeout,23,20
3:55,-1,Foul on Jaquan Simms.,23,20
3:46,2579,David Beatty made Layup.,23,22
3:31,-1,Noah Jenkins missed Jumper.,23,22
3:31,2579,Frank Booker Defensive Rebound.,23,22
3:21,2579,Hassani Gravett missed Jumper.,23,22
3:21,-1,Donovan Harris Defensive Rebound.,23,22
3:11,-1,Kenny Hairston missed Three Point Jumper.,23,22
3:11,2579,Frank Booker Defensive Rebound.,23,22
3:02,2579,Felipe Haase made Three Point Jumper. Assisted by David Beatty.,23,25
2:59,-1,Limestone  Timeout,23,25
2:34,-1,Jaquan Simms missed Jumper.,23,25
2:34,2579,Wesley Myers Block.,23,25
2:33,2579,David Beatty Defensive Rebound.,23,25
2:22,2579,Maik Kotsar made Layup. Assisted by David Beatty.,23,27
1:49,2579,Foul on David Beatty.,23,27
1:49,-1,Noah Jenkins missed Free Throw.,23,27
1:49,-1,Limestone Deadball Team Rebound.,23,27
1:49,-1,Noah Jenkins missed Free Throw.,23,27
1:49,2579,Felipe Haase Defensive Rebound.,23,27
1:31,2579,Maik Kotsar made Jumper. Assisted by David Beatty.,23,29
1:01,-1,Macoumba Kane made Jumper.,25,29
0:47,2579,Maik Kotsar made Layup.,25,31
0:29,2579,Foul on Maik Kotsar.,25,31
0:29,-1,Macoumba Kane missed Free Throw.,25,31
0:29,-1,Limestone Deadball Team Rebound.,25,31
0:29,2579,South Carolina  Timeout,25,31
0:29,-1,Macoumba Kane missed Free Throw.,25,31
0:29,2579,Wesley Myers Defensive Rebound.,25,31
0:03,2579,Frank Booker made Three Point Jumper. Assisted by Wesley Myers.,25,34
0:00,2579,End of 1st half,25,34
19:45,-1,Donovan Harris missed Dunk.,25,34
19:45,-1,Limestone Offensive Rebound.,25,34
19:39,-1,Walter Cole missed Three Point Jumper.,25,34
19:39,2579,Hassani Gravett Defensive Rebound.,25,34
19:26,2579,Chris Silva missed Jumper.,25,34
19:26,-1,Walter Cole Block.,25,34
19:24,2579,Chris Silva Offensive Rebound.,25,34
19:17,2579,Hassani Gravett made Jumper.,25,36
18:54,-1,Jaquan Simms missed Layup.,25,36
18:54,2579,Chris Silva Defensive Rebound.,25,36
18:46,2579,Maik Kotsar made Jumper. Assisted by Hassani Gravett.,25,38
18:46,-1,Foul on Macoumba Kane.,25,38
18:46,2579,Maik Kotsar made Free Throw.,25,39
18:32,-1,Walter Cole Turnover.,25,39
18:32,-1,Limestone  Timeout,25,39
18:13,2579,David Beatty made Layup.,25,41
18:13,-1,Foul on Walter Cole.,25,41
18:13,2579,David Beatty missed Free Throw.,25,41
18:13,-1,Kenny Hairston Defensive Rebound.,25,41
18:05,2579,Foul on Chris Silva.,25,41
17:58,-1,Jaquan Simms missed Jumper.,25,41
17:58,2579,Frank Booker Defensive Rebound.,25,41
17:51,2579,David Beatty made Layup. Assisted by Hassani Gravett.,25,43
17:48,-1,Limestone  Timeout,25,43
17:21,2579,Foul on David Beatty.,25,43
17:21,-1,T.J. Sheppard missed Free Throw.,25,43
17:21,-1,Limestone Deadball Team Rebound.,25,43
17:21,-1,T.J. Sheppard made Free Throw.,26,43
17:07,2579,Frank Booker missed Three Point Jumper.,26,43
17:07,-1,Donovan Harris Defensive Rebound.,26,43
16:50,-1,Jaquan Simms Turnover.,26,43
16:50,-1,Foul on Jaquan Simms.,26,43
16:37,2579,Maik Kotsar made Jumper.,26,45
16:15,-1,T.J. Sheppard missed Jumper.,26,45
16:15,2579,Felipe Haase Defensive Rebound.,26,45
16:09,2579,David Beatty missed Jumper.,26,45
16:09,2579,Maik Kotsar Offensive Rebound.,26,45
16:06,2579,Maik Kotsar made Two Point Tip Shot.,26,47
15:55,2579,Foul on Felipe Haase.,26,47
15:55,2579,Official TV Timeout,26,47
15:44,-1,T.J. Sheppard made Jumper.,28,47
15:44,2579,Foul on David Beatty.,28,47
15:44,-1,T.J. Sheppard missed Free Throw.,28,47
15:44,2579,Khadim Gueye Defensive Rebound.,28,47
15:21,2579,Hassani Gravett made Layup.,28,49
15:04,-1,Jaquan Simms Turnover.,28,49
14:43,2579,Hassani Gravett missed Jumper.,28,49
14:43,-1,T.J. Sheppard Block.,28,49
14:42,-1,T.J. Sheppard Defensive Rebound.,28,49
14:36,-1,Noah Jenkins Turnover.,28,49
14:23,-1,Foul on Kenny Hairston.,28,49
14:23,2579,Frank Booker made Free Throw.,28,50
14:23,2579,Frank Booker made Free Throw.,28,51
14:09,-1,T.J. Sheppard Turnover.,28,51
13:52,2579,Wesley Myers missed Jumper.,28,51
13:52,2579,South Carolina Offensive Rebound.,28,51
13:41,2579,Justin Minaya missed Jumper.,28,51
13:41,2579,South Carolina Offensive Rebound.,28,51
13:34,2579,Wesley Myers made Layup. Assisted by Felipe Haase.,28,53
13:24,-1,Eddie Hunt missed Three Point Jumper.,28,53
13:24,2579,Justin Minaya Defensive Rebound.,28,53
13:17,2579,Felipe Haase missed Three Point Jumper.,28,53
13:17,-1,Donovan Harris Defensive Rebound.,28,53
13:00,-1,T.J. Sheppard Turnover.,28,53
12:45,2579,Justin Minaya missed Layup.,28,53
12:45,-1,Donovan Harris Defensive Rebound.,28,53
12:33,-1,Kenny Hairston missed Jumper.,28,53
12:33,2579,Wesley Myers Defensive Rebound.,28,53
12:29,2579,Wesley Myers Turnover.,28,53
12:18,-1,Kenny Hairston missed Three Point Jumper.,28,53
12:18,2579,Felipe Haase Defensive Rebound.,28,53
12:07,-1,Foul on T.J. Sheppard.,28,53
12:07,2579,Wesley Myers missed Free Throw.,28,53
12:07,2579,South Carolina Deadball Team Rebound.,28,53
12:07,2579,Wesley Myers missed Free Throw.,28,53
12:07,-1,T.J. Sheppard Defensive Rebound.,28,53
12:01,2579,Foul on Frank Booker.,28,53
12:00,2579,Official TV Timeout,28,53
12:00,-1,Walter Cole missed Free Throw.,28,53
12:00,-1,Limestone Deadball Team Rebound.,28,53
12:00,-1,Walter Cole made Free Throw.,29,53
11:39,-1,Foul on Eddie Hunt.,29,53
11:33,2579,Justin Minaya made Three Point Jumper. Assisted by Wesley Myers.,29,56
11:10,-1,T.J. Sheppard missed Layup.,29,56
11:10,2579,Wesley Myers Defensive Rebound.,29,56
11:04,2579,David Beatty made Layup.,29,58
10:43,-1,Kenny Hairston made Three Point Jumper.,32,58
10:30,2579,Wesley Myers Turnover.,32,58
10:28,-1,Walter Cole Steal.,32,58
10:23,-1,Walter Cole missed Jumper.,32,58
10:23,2579,Justin Minaya Defensive Rebound.,32,58
10:13,-1,Foul on Kenny Hairston.,32,58
10:13,2579,Wesley Myers made Free Throw.,32,59
10:13,2579,Wesley Myers missed Free Throw.,32,59
10:13,2579,Maik Kotsar Offensive Rebound.,32,59
10:11,2579,Maik Kotsar missed Two Point Tip Shot.,32,59
10:11,2579,Chris Silva Offensive Rebound.,32,59
10:09,-1,Foul on Donovan Harris.,32,59
10:09,2579,Chris Silva made Free Throw.,32,60
10:09,2579,Chris Silva made Free Throw.,32,61
9:55,-1,Donovan Harris missed Layup.,32,61
9:55,-1,Donovan Harris Offensive Rebound.,32,61
9:54,-1,Donovan Harris missed Layup.,32,61
9:54,2579,Wesley Myers Defensive Rebound.,32,61
9:40,2579,Maik Kotsar missed Jumper.,32,61
9:40,-1,Donovan Harris Defensive Rebound.,32,61
9:29,2579,Foul on Maik Kotsar.,32,61
9:29,-1,Donovan Harris made Free Throw.,33,61
9:29,-1,Donovan Harris missed Free Throw.,33,61
9:29,2579,Chris Silva Defensive Rebound.,33,61
9:21,2579,Hassani Gravett missed Layup.,33,61
9:21,-1,Donovan Harris Block.,33,61
9:20,2579,Felipe Haase Offensive Rebound.,33,61
9:19,2579,Felipe Haase made Layup.,33,63
8:50,2579,Foul on Hassani Gravett.,33,63
8:50,-1,Kenny Hairston made Free Throw.,34,63
8:50,-1,Kenny Hairston made Free Throw.,35,63
8:41,2579,Felipe Haase Turnover.,35,63
8:22,-1,Macoumba Kane Turnover.,35,63
8:22,-1,Foul on Macoumba Kane.,35,63
8:03,-1,Foul on Donovan Harris.,35,63
8:03,2579,Chris Silva made Free Throw.,35,64
8:03,2579,Chris Silva made Free Throw.,35,65
7:53,-1,Kenny Hairston Turnover.,35,65
7:53,2579,Official TV Timeout,35,65
7:34,2579,Ibrahim Famouke Doumbia missed Jumper.,35,65
7:34,-1,Nehemiah McGriff Defensive Rebound.,35,65
7:18,2579,Foul on Jason Cudd.,35,65
7:18,-1,Donovan Harris missed Free Throw.,35,65
7:18,2579,Hassani Gravett Defensive Rebound.,35,65
7:13,2579,Hassani Gravett Turnover.,35,65
6:54,-1,Kenny Hairston missed Three Point Jumper.,35,65
6:54,2579,Ibrahim Famouke Doumbia Defensive Rebound.,35,65
6:45,2579,Justin Minaya missed Layup.,35,65
6:45,-1,Jaquan Simms Defensive Rebound.,35,65
6:38,-1,Kenny Hairston Turnover.,35,65
6:37,2579,Justin Minaya Steal.,35,65
6:33,2579,Justin Minaya missed Layup.,35,65
6:33,-1,Limestone Deadball Team Rebound.,35,65
6:32,2579,Foul on Ibrahim Famouke Doumbia.,35,65
6:32,-1,T.J. Sheppard missed Free Throw.,35,65
6:32,2579,Hassani Gravett Defensive Rebound.,35,65
6:12,2579,Hassani Gravett missed Three Point Jumper.,35,65
6:12,2579,Jason Cudd Offensive Rebound.,35,65
6:09,2579,Jason Cudd made Jumper.,35,67
5:48,2579,Foul on Ibrahim Famouke Doumbia.,35,67
5:48,-1,Nehemiah McGriff missed Free Throw.,35,67
5:48,-1,Limestone Deadball Team Rebound.,35,67
5:48,-1,Nehemiah McGriff made Free Throw.,36,67
5:39,2579,David Beatty Turnover.,36,67
5:38,-1,T.J. Sheppard Steal.,36,67
5:33,-1,Kenny Hairston made Three Point Jumper. Assisted by T.J. Sheppard.,39,67
5:16,2579,David Beatty missed Three Point Jumper.,39,67
5:16,-1,T.J. Sheppard Defensive Rebound.,39,67
5:09,-1,Kenny Hairston missed Three Point Jumper.,39,67
5:09,2579,Jason Cudd Defensive Rebound.,39,67
5:05,2579,Jason Cudd Turnover.,39,67
4:40,-1,Kenny Hairston missed Jumper.,39,67
4:40,-1,Nehemiah McGriff Offensive Rebound.,39,67
4:39,2579,Foul on Ibrahim Famouke Doumbia.,39,67
4:39,-1,Nehemiah McGriff made Free Throw.,40,67
4:39,-1,Nehemiah McGriff made Free Throw.,41,67
4:14,2579,Ibrahim Famouke Doumbia missed Jumper.,41,67
4:14,-1,Kenny Hairston Defensive Rebound.,41,67
4:00,-1,Macoumba Kane missed Jumper.,41,67
4:00,2579,Ibrahim Famouke Doumbia Defensive Rebound.,41,67
3:55,-1,Foul on T.J. Sheppard.,41,67
3:55,2579,Official TV Timeout,41,67
3:55,2579,Hassani Gravett made Free Throw.,41,68
3:55,2579,Hassani Gravett made Free Throw.,41,69
3:33,-1,T.J. Sheppard missed Jumper.,41,69
3:33,2579,Frank Booker Defensive Rebound.,41,69
3:09,2579,Frank Booker made Three Point Jumper.,41,72
2:54,-1,T.J. Sheppard missed Jumper.,41,72
2:54,2579,Ibrahim Famouke Doumbia Defensive Rebound.,41,72
2:30,2579,Frank Booker missed Three Point Jumper.,41,72
2:30,2579,David Beatty Offensive Rebound.,41,72
2:20,2579,Ibrahim Famouke Doumbia missed Three Point Jumper.,41,72
2:20,-1,Donovan Harris Defensive Rebound.,41,72
2:04,-1,Kenny Hairston missed Three Point Jumper.,41,72
2:04,2579,Ibrahim Famouke Doumbia Defensive Rebound.,41,72
1:50,2579,Jason Cudd made Layup. Assisted by Wesley Myers.,41,74
1:31,2579,Foul on David Beatty.,41,74
1:31,-1,T.J. Sheppard made Free Throw.,42,74
1:31,-1,T.J. Sheppard made Free Throw.,43,74
1:10,2579,Wesley Myers missed Jumper.,43,74
1:10,2579,Ibrahim Famouke Doumbia Offensive Rebound.,43,74
1:07,2579,Ibrahim Famouke Doumbia missed Dunk.,43,74
1:07,-1,Kenny Hairston Defensive Rebound.,43,74
1:01,-1,Nehemiah McGriff made Layup. Assisted by Kenny Hairston.,45,74
0:44,2579,Jason Cudd missed Jumper.,45,74
0:44,-1,Jerry Oliver Defensive Rebound.,45,74
0:36,-1,Noah Jenkins missed Three Point Jumper.,45,74
0:36,2579,Tommy Corchiani Defensive Rebound.,45,74
0:17,2579,Christian Schmitt missed Three Point Jumper.,45,74
0:17,-1,Jerry Oliver Defensive Rebound.,45,74
0:09,-1,Kenny Hairston missed Three Point Jumper.,45,74
0:09,2579,Tommy Corchiani Defensive Rebound.,45,74
0:00,2579,End of Game,45,74
