CSU Bakersfield,8,Arkansas,2934
8:32,2934,Justin Davis Turnover.,53,66
8:24,8,Jaylen Barford made Layup.,53,68
8:11,2934,CSU Bakersfield  Timeout,53,68
7:54,2934,Damiyne Durham Turnover.,53,68
7:53,8,Daryl Macon Steal.,53,68
7:50,2934,Foul on Rickey Holden.,53,68
7:50,8,Anton Beard made Free Throw.,53,69
7:50,8,Anton Beard made Free Throw.,53,70
7:26,8,Foul on Anton Beard.,53,70
7:26,2934,Rickey Holden missed Free Throw.,53,70
7:26,8,Daniel Gafford Defensive Rebound.,53,70
7:19,8,Anton Beard missed Layup.,53,70
7:19,2934,Fallou Ndoye Defensive Rebound.,53,70
6:59,2934,Justin Davis made Layup.,55,70
6:48,8,Jaylen Barford missed Layup.,55,70
6:48,2934,Rickey Holden Defensive Rebound.,55,70
6:43,2934,Rickey Holden missed Layup.,55,70
6:43,8,Daryl Macon Defensive Rebound.,55,70
6:41,2934,Foul on Justin Davis.,55,70
6:41,8,Daryl Macon made Free Throw.,55,71
6:41,8,Daryl Macon made Free Throw.,55,72
6:17,2934,Rickey Holden missed Three Point Jumper.,55,72
6:17,8,Daniel Gafford Defensive Rebound.,55,72
6:09,8,Jaylen Barford made Layup. Assisted by Daryl Macon.,55,74
5:51,2934,Shon Briggs missed Jumper.,55,74
5:51,8,Daniel Gafford Defensive Rebound.,55,74
5:43,8,Jaylen Barford made Three Point Jumper. Assisted by Daryl Macon.,55,77
5:18,2934,Shon Briggs missed Jumper.,55,77
5:18,8,Daniel Gafford Block.,55,77
5:18,2934,CSU Bakersfield Offensive Rebound.,55,77
5:17,2934,Damiyne Durham missed Three Point Jumper.,55,77
5:17,8,Daniel Gafford Defensive Rebound.,55,77
5:09,8,Jaylen Barford made Three Point Jumper.,55,80
4:49,8,Foul on Daniel Gafford.,55,80
4:49,2934,Jarkel Joiner missed Free Throw.,55,80
4:49,2934,CSU Bakersfield Deadball Team Rebound.,55,80
4:49,8,Technical Foul on Jaylen Barford.,55,80
4:49,8,Foul on Jaylen Barford.,55,80
4:49,8,Technical Foul on Anton Beard.,55,80
4:49,8,Foul on Anton Beard.,55,80
4:49,8,Arkansas  Timeout,55,80
4:49,2934,Jarkel Joiner made Free Throw.,56,80
4:49,2934,Jarkel Joiner made Free Throw.,57,80
4:49,2934,Jarkel Joiner made Free Throw.,58,80
4:49,2934,Jarkel Joiner made Free Throw.,59,80
4:49,2934,Jarkel Joiner made Free Throw.,60,80
4:44,2934,Foul on Shon Briggs.,60,80
4:44,8,Daryl Macon made Free Throw.,60,81
4:44,8,Daryl Macon missed Free Throw.,60,81
4:44,2934,Justin Davis Defensive Rebound.,60,81
4:33,2934,Justin Davis missed Jumper.,60,81
4:33,8,Darious Hall Defensive Rebound.,60,81
4:21,8,Darious Hall missed Three Point Jumper.,60,81
4:21,2934,Justin Davis Defensive Rebound.,60,81
4:12,8,Foul on Daniel Gafford.,60,81
4:12,2934,Moataz Aly missed Free Throw.,60,81
4:12,2934,CSU Bakersfield Deadball Team Rebound.,60,81
4:12,2934,Moataz Aly made Free Throw.,61,81
3:58,2934,Foul on Moataz Aly.,61,81
3:58,8,Daniel Gafford missed Free Throw.,61,81
3:58,8,Arkansas Deadball Team Rebound.,61,81
3:58,8,Daniel Gafford made Free Throw.,61,82
3:58,8,Official TV Timeout,61,82
3:46,2934,Rickey Holden missed Layup.,61,82
3:46,2934,CSU Bakersfield Deadball Team Rebound.,61,82
3:46,8,Foul on Darious Hall.,61,82
3:46,2934,Moataz Aly missed Free Throw.,61,82
3:46,2934,CSU Bakersfield Deadball Team Rebound.,61,82
3:46,2934,Moataz Aly missed Free Throw.,61,82
3:46,8,Arlando Cook Defensive Rebound.,61,82
3:22,8,C.J. Jones missed Three Point Jumper.,61,82
3:22,8,Arlando Cook Offensive Rebound.,61,82
3:19,8,Arlando Cook made Two Point Tip Shot.,61,84
3:03,2934,Jarkel Joiner missed Three Point Jumper.,61,84
3:03,2934,Jarkel Joiner Offensive Rebound.,61,84
2:57,2934,Jarkel Joiner missed Jumper.,61,84
2:57,2934,Moataz Aly Offensive Rebound.,61,84
2:53,8,Foul on Daniel Gafford.,61,84
2:53,2934,Moataz Aly missed Free Throw.,61,84
2:53,2934,CSU Bakersfield Deadball Team Rebound.,61,84
2:53,2934,Moataz Aly made Free Throw.,62,84
2:45,8,Darious Hall Turnover.,62,84
2:33,2934,Rickey Holden missed Three Point Jumper.,62,84
2:33,8,C.J. Jones Defensive Rebound.,62,84
2:18,8,Darious Hall missed Jumper.,62,84
2:18,8,Darious Hall Offensive Rebound.,62,84
2:14,2934,Foul on Fallou Ndoye.,62,84
2:14,8,Darious Hall missed Free Throw.,62,84
2:14,8,Arkansas Deadball Team Rebound.,62,84
2:14,8,Darious Hall made Free Throw.,62,85
2:14,8,Arkansas  Timeout,62,85
1:50,8,Foul on Adrio Bailey.,62,85
1:50,2934,Rickey Holden made Free Throw.,63,85
1:50,2934,Rickey Holden made Free Throw.,64,85
1:42,2934,Foul on Brent Wrapp.,64,85
1:42,8,Darious Hall made Free Throw.,64,86
1:42,8,Darious Hall missed Free Throw.,64,86
1:42,2934,Brent Wrapp Defensive Rebound.,64,86
1:30,2934,Greg Lee Turnover.,64,86
1:23,8,C.J. Jones made Three Point Jumper. Assisted by Darious Hall.,64,89
1:06,2934,Justin Mccall missed Jumper.,64,89
1:06,2934,Greg Lee Offensive Rebound.,64,89
1:01,2934,Greg Lee made Two Point Tip Shot.,66,89
0:52,8,Darious Hall made Dunk. Assisted by Gabe Osabuohien.,66,91
0:52,2934,Foul on Fallou Ndoye.,66,91
0:52,8,Darious Hall missed Free Throw.,66,91
0:52,2934,CSU Bakersfield Defensive Rebound.,66,91
0:43,2934,Fallou Ndoye Turnover.,66,91
0:30,8,Jonathan Holmes missed Three Point Jumper.,66,91
0:30,8,Darious Hall Offensive Rebound.,66,91
0:23,8,Darious Hall made Layup.,66,93
0:17,2934,Justin Mccall missed Jumper.,66,93
0:17,8,Gabe Osabuohien Block.,66,93
0:14,2934,Rickey Holden Offensive Rebound.,66,93
0:11,2934,Fallou Ndoye made Jumper.,68,93
0:02,8,Jonathan Holmes missed Layup.,68,93
0:02,8,Adrio Bailey Offensive Rebound.,68,93
0:01,8,Adrio Bailey made Dunk.,68,95
0:00,8,End of Game,69,93
