Chicago State,275,Wisconsin,2130
12:54,2130,Glen Burns made Free Throw.,40,57
12:54,2130,Glen Burns made Free Throw.,41,57
12:35,275,Brevin Pritzl missed Jumper.,41,57
12:35,2130,Glen Burns Block.,41,57
12:33,275,Nate Reuvers Offensive Rebound.,41,57
12:29,275,Nate Reuvers missed Jumper.,41,57
12:29,2130,Glen Burns Defensive Rebound.,41,57
12:18,2130,Fred Sims Jr. missed Jumper.,41,57
12:18,2130,Jelani Pruitt Offensive Rebound.,41,57
12:01,2130,Patrick Szpir made Jumper. Assisted by Anthony Harris.,43,57
11:46,275,Nate Reuvers missed Three Point Jumper.,43,57
11:46,2130,Anthony Harris Defensive Rebound.,43,57
11:40,2130,Fred Sims Jr. made Three Point Jumper. Assisted by Anthony Harris.,46,57
11:28,275,Wisconsin  Timeout,46,57
11:10,275,Khalil Iverson missed Three Point Jumper.,46,57
11:10,2130,Fred Sims Jr. Defensive Rebound.,46,57
10:56,2130,Anthony Harris missed Jumper.,46,57
10:56,275,Ethan Happ Defensive Rebound.,46,57
10:48,2130,Foul on Anthony Harris.,46,57
10:48,275,Official TV Timeout,46,57
10:30,275,Brevin Pritzl missed Three Point Jumper.,46,57
10:30,2130,Patrick Szpir Defensive Rebound.,46,57
10:18,2130,Anthony Harris made Layup.,48,57
9:58,275,Ethan Happ made Layup.,48,59
9:58,2130,Foul on Patrick Szpir.,48,59
9:58,275,Ethan Happ made Free Throw.,48,60
9:51,2130,Foul on Glen Burns.,48,60
9:51,2130,Glen Burns Turnover.,48,60
9:23,275,Brad Davison Turnover.,48,60
9:10,275,Foul on Khalil Iverson.,48,60
9:02,2130,Fred Sims Jr. made Jumper.,50,60
8:39,275,Brevin Pritzl missed Three Point Jumper.,50,60
8:39,275,Ethan Happ Offensive Rebound.,50,60
8:24,275,Brevin Pritzl made Layup. Assisted by Ethan Happ.,50,62
8:05,2130,Fred Sims Jr. missed Layup.,50,62
8:05,2130,Deionte Simmons Offensive Rebound.,50,62
8:03,2130,Deionte Simmons made Layup.,52,62
8:03,2130,Chicago State  Timeout,52,62
7:45,275,Brad Davison Turnover.,52,62
7:42,2130,Fred Sims Jr. Steal.,52,62
7:20,2130,Jelani Pruitt Turnover.,52,62
7:20,275,Ethan Happ Steal.,52,62
7:10,275,Ethan Happ made Layup.,52,64
6:55,2130,Glen Burns Turnover.,52,64
6:44,2130,Foul on Deionte Simmons.,52,64
6:44,275,Khalil Iverson made Free Throw.,52,65
6:44,275,Khalil Iverson missed Free Throw.,52,65
6:44,2130,Deionte Simmons Defensive Rebound.,52,65
6:28,2130,Deionte Simmons missed Jumper.,52,65
6:28,275,Ethan Happ Block.,52,65
6:26,275,Aleem Ford Defensive Rebound.,52,65
6:12,2130,Foul on Deionte Simmons.,52,65
6:12,275,Brad Davison made Free Throw.,52,66
6:12,275,Brad Davison made Free Throw.,52,67
5:57,2130,Fred Sims Jr. missed Jumper.,52,67
5:57,275,Nate Reuvers Block.,52,67
5:55,275,Aleem Ford Defensive Rebound.,52,67
5:31,275,Brad Davison missed Three Point Jumper.,52,67
5:31,275,Khalil Iverson Offensive Rebound.,52,67
5:14,2130,Foul on Montana Byrd.,52,67
5:14,275,Khalil Iverson missed Free Throw.,52,67
5:14,275,Wisconsin Deadball Team Rebound.,52,67
5:14,275,Khalil Iverson made Free Throw.,52,68
5:06,2130,Glen Burns missed Layup.,52,68
5:06,275,Nate Reuvers Block.,52,68
5:06,2130,Chicago State Offensive Rebound.,52,68
5:01,2130,Fred Sims Jr. missed Jumper.,52,68
5:01,275,Nate Reuvers Defensive Rebound.,52,68
4:43,275,Khalil Iverson Turnover.,52,68
4:43,2130,Glen Burns Steal.,52,68
4:40,2130,Patrick Szpir made Layup. Assisted by Glen Burns.,54,68
4:39,2130,Patrick Szpir made Free Throw.,55,68
4:39,275,Foul on Walt McGrory.,54,68
4:38,275,Walt McGrory missed Free Throw.,55,68
4:38,275,Ethan Happ Defensive Rebound.,55,68
4:38,2130,Foul on Fred Sims Jr..,55,68
4:35,2130,Patrick Szpir missed Free Throw.,55,68
4:35,275,Foul on Nate Reuvers.,55,68
4:34,2130,Chicago State Deadball Team Rebound.,55,68
4:33,2130,Patrick Szpir made Free Throw.,56,68
4:17,2130,Foul on Cameron Bowles.,56,68
4:17,275,Ethan Happ made Free Throw.,56,69
4:17,275,Ethan Happ missed Free Throw.,56,69
4:17,2130,Chicago State Deadball Team Rebound.,56,69
4:17,275,Foul on Aleem Ford.,56,69
4:17,2130,Glen Burns made Free Throw.,57,69
4:17,2130,Glen Burns made Free Throw.,58,69
3:57,275,Aleem Ford made Three Point Jumper. Assisted by Ethan Happ.,58,72
3:37,2130,Fred Sims Jr. missed Three Point Jumper.,58,72
3:37,275,Ethan Happ Defensive Rebound.,58,72
3:09,2130,Foul on Cameron Bowles.,58,72
3:09,275,Official TV Timeout,58,72
3:09,275,Brevin Pritzl missed Free Throw.,58,72
3:09,275,Wisconsin Deadball Team Rebound.,58,72
3:09,275,Brevin Pritzl made Free Throw.,58,73
2:48,275,Foul on Brad Davison.,58,73
2:48,2130,Fred Sims Jr. made Free Throw.,59,73
2:48,2130,Fred Sims Jr. made Free Throw.,60,73
2:33,275,Brad Davison made Layup.,60,75
2:21,2130,Glen Burns made Layup.,62,75
2:08,275,Khalil Iverson made Dunk. Assisted by Ethan Happ.,62,77
1:57,2130,Fred Sims Jr. missed Jumper.,62,77
1:57,275,Brevin Pritzl Defensive Rebound.,62,77
1:44,275,Khalil Iverson made Dunk. Assisted by Ethan Happ.,62,79
1:31,2130,Cameron Bowles made Three Point Jumper.,65,79
1:25,2130,Chicago State  Timeout,65,79
1:16,275,Ethan Happ Turnover.,65,79
1:15,2130,Cameron Bowles Steal.,65,79
1:12,2130,Cameron Bowles made Dunk.,67,79
0:57,2130,Foul on Anthony Harris.,67,79
0:57,275,Brevin Pritzl made Free Throw.,67,80
0:57,275,Brevin Pritzl missed Free Throw.,67,80
0:57,2130,Cameron Bowles Defensive Rebound.,67,80
0:45,2130,Fred Sims Jr. missed Jumper.,67,80
0:45,275,Khalil Iverson Defensive Rebound.,67,80
0:33,275,Walt McGrory Turnover.,67,80
0:32,2130,Glen Burns Steal.,67,80
0:30,2130,Anthony Harris made Dunk. Assisted by Glen Burns.,69,80
0:23,2130,Foul on Cameron Bowles.,69,80
0:23,275,Aleem Ford made Free Throw.,69,81
0:23,275,Aleem Ford made Free Throw.,69,82
0:16,275,Foul on Ethan Happ.,69,82
0:15,2130,Glen Burns missed Free Throw.,69,82
0:15,2130,Chicago State Deadball Team Rebound.,69,82
0:15,2130,Glen Burns made Free Throw.,70,82
0:00,275,End of Game,70,82
