San Diego State,2751,Wyoming,21
12:12,21,Jalen McDaniels Defensive Rebound.,16,18
11:52,21,Devin Watson missed Three Point Jumper.,16,18
11:52,2751,Alexander Aka Gorski Defensive Rebound.,16,18
11:42,2751,Alan Herndon made Three Point Jumper. Assisted by Alexander Aka Gorski.,16,21
11:26,21,Devin Watson made Three Point Jumper. Assisted by Jalen McDaniels.,19,21
11:04,21,Foul on Jalen McDaniels.,19,21
10:49,2751,Nyaires Redding Turnover.,19,21
10:49,21,Montaque Gill-Caesar made Three Point Jumper. Assisted by Devin Watson.,22,21
10:02,2751,Alexander Aka Gorski missed Three Point Jumper.,22,21
10:02,21,Malik Pope Defensive Rebound.,22,21
9:51,21,Malik Pope missed Three Point Jumper.,22,21
9:51,2751,Andrew Moemeka Defensive Rebound.,22,21
9:31,2751,Louis Adams Turnover.,22,21
9:30,21,Devin Watson Steal.,22,21
9:25,21,Devin Watson missed Jumper.,22,21
9:25,2751,Wyoming Defensive Rebound.,22,21
9:25,21,Foul on Matt Mitchell.,22,21
9:05,2751,Louis Adams made Layup.,22,23
9:05,21,Foul on Kameron Rooks.,22,23
9:05,2751,Louis Adams missed Free Throw.,22,23
9:05,21,Malik Pope Defensive Rebound.,22,23
8:48,2751,Foul on Jordan Naughton.,22,23
8:48,21,Kameron Rooks made Free Throw.,23,23
8:48,21,Kameron Rooks made Free Throw.,24,23
8:36,2751,Jordan Naughton Turnover.,24,23
8:36,21,Trey Kell Steal.,24,23
8:36,2751,Foul on Nyaires Redding.,24,23
8:25,21,Matt Mitchell Turnover.,24,23
8:09,21,Foul on Matt Mitchell.,24,23
8:03,2751,Hayden Dalton Turnover.,24,23
8:02,21,Trey Kell Steal.,24,23
7:59,2751,Foul on Justin James.,24,23
7:59,2751,Official TV Timeout,24,23
7:59,21,Trey Kell made Free Throw.,25,23
7:59,21,Trey Kell made Free Throw.,26,23
7:45,2751,Justin James missed Jumper.,26,23
7:45,21,Max Montana Defensive Rebound.,26,23
7:26,21,Trey Kell made Jumper.,28,23
7:14,21,Foul on Trey Kell.,28,23
7:14,2751,Hayden Dalton made Free Throw.,28,24
7:14,2751,Hayden Dalton made Free Throw.,28,25
6:55,21,Trey Kell missed Layup.,28,25
6:55,2751,Hunter Maldonado Defensive Rebound.,28,25
6:45,2751,Cody Kelley missed Three Point Jumper.,28,25
6:45,2751,Cody Kelley Offensive Rebound.,28,25
6:19,2751,Hayden Dalton made Jumper.,28,27
6:05,21,Montaque Gill-Caesar made Three Point Jumper. Assisted by Devin Watson.,31,27
5:48,2751,Justin James made Jumper.,31,29
5:24,21,Montaque Gill-Caesar missed Three Point Jumper.,31,29
5:24,2751,Hayden Dalton Defensive Rebound.,31,29
5:22,21,Foul on Max Montana.,31,29
5:22,2751,Hayden Dalton made Free Throw.,31,30
5:22,2751,Hayden Dalton missed Free Throw.,31,30
5:22,21,Jalen McDaniels Defensive Rebound.,31,30
5:08,21,Trey Kell Turnover.,31,30
5:07,2751,Hayden Dalton Steal.,31,30
5:03,2751,Hayden Dalton missed Three Point Jumper.,31,30
5:03,21,Malik Pope Defensive Rebound.,31,30
4:55,21,Malik Pope made Jumper.,33,30
4:44,2751,Justin James missed Jumper.,33,30
4:44,21,Malik Pope Block.,33,30
4:43,21,Jalen McDaniels Defensive Rebound.,33,30
4:38,21,Jalen McDaniels Turnover.,33,30
4:38,21,Foul on Jalen McDaniels.,33,30
4:19,2751,Cody Kelley missed Jumper.,33,30
4:19,21,Jalen McDaniels Defensive Rebound.,33,30
4:13,21,Montaque Gill-Caesar Turnover.,33,30
4:13,21,Technical Foul on Montaque Gill-Caesar.,33,30
4:13,21,Foul on Montaque Gill-Caesar.,33,30
4:13,2751,Hayden Dalton made Free Throw.,33,31
4:13,2751,Hayden Dalton missed Free Throw.,33,31
4:13,2751,Wyoming Deadball Team Rebound.,33,31
3:52,21,Foul on Jordan Schakel.,33,31
3:52,2751,Hayden Dalton missed Free Throw.,33,31
3:52,2751,Wyoming Deadball Team Rebound.,33,31
3:52,2751,Hayden Dalton made Free Throw.,33,32
3:30,21,Matt Mitchell missed Three Point Jumper.,33,32
3:30,2751,Justin James Defensive Rebound.,33,32
3:24,21,Foul on Jordan Schakel.,33,32
3:24,2751,Hayden Dalton made Free Throw.,33,33
3:24,2751,Hayden Dalton made Free Throw.,33,34
3:08,21,Jordan Schakel missed Three Point Jumper.,33,34
3:08,21,San Diego State Offensive Rebound.,33,34
3:03,2751,Foul on Alan Herndon.,33,34
3:03,21,Malik Pope missed Free Throw.,33,34
3:03,21,San Diego State Deadball Team Rebound.,33,34
3:03,21,Malik Pope made Free Throw.,34,34
2:49,2751,Hunter Maldonado Turnover.,34,34
2:38,2751,Foul on Alan Herndon.,34,34
2:38,21,Trey Kell missed Free Throw.,34,34
2:38,21,San Diego State Deadball Team Rebound.,34,34
2:38,21,Trey Kell made Free Throw.,35,34
2:30,2751,Justin James made Layup.,35,36
2:26,21,Foul on Jordan Schakel.,35,36
2:15,2751,Justin James made Free Throw.,35,37
2:00,21,Devin Watson made Three Point Jumper.,38,37
1:58,2751,Cody Kelley Turnover.,38,37
1:57,21,Malik Pope Steal.,38,37
1:50,21,Malik Pope made Jumper.,40,37
1:38,2751,Hayden Dalton missed Three Point Jumper.,40,37
1:38,21,Devin Watson Defensive Rebound.,40,37
1:31,21,Devin Watson Turnover.,40,37
1:31,21,Foul on Devin Watson.,40,37
1:22,2751,Alan Herndon missed Three Point Jumper.,40,37
1:22,21,Matt Mitchell Defensive Rebound.,40,37
0:53,21,Malik Pope missed Jumper.,40,37
0:53,21,Montaque Gill-Caesar Offensive Rebound.,40,37
0:53,2751,Foul on Cody Kelley.,40,37
0:53,21,Montaque Gill-Caesar missed Free Throw.,40,37
0:53,2751,Hayden Dalton Defensive Rebound.,40,37
0:35,2751,Alan Herndon missed Three Point Jumper.,40,37
0:35,21,Trey Kell Defensive Rebound.,40,37
0:32,21,San Diego State  Timeout,40,37
0:11,21,Devin Watson missed Jumper.,40,37
0:11,21,San Diego State Offensive Rebound.,40,37
0:08,21,Montaque Gill-Caesar Turnover.,40,37
0:08,21,Foul on Montaque Gill-Caesar.,40,37
0:04,2751,Hayden Dalton missed Three Point Jumper.,40,37
0:04,21,Montaque Gill-Caesar Defensive Rebound.,40,37
0:00,2751,End of 1st half,40,37
19:42,2751,Hunter Maldonado missed Jumper.,40,37
19:42,21,Malik Pope Defensive Rebound.,40,37
19:36,21,Malik Pope Turnover.,40,37
19:35,2751,Cody Kelley Steal.,40,37
19:25,2751,Hunter Maldonado made Layup. Assisted by Hayden Dalton.,40,39
19:02,21,Jalen McDaniels made Jumper.,42,39
18:41,2751,Alan Herndon missed Three Point Jumper.,42,39
18:41,21,Jalen McDaniels Defensive Rebound.,42,39
18:19,21,Malik Pope made Jumper.,44,39
18:06,2751,Justin James made Jumper.,44,41
17:45,21,Malik Pope made Jumper.,46,41
17:24,2751,Cody Kelley made Layup. Assisted by Hunter Maldonado.,46,43
17:03,21,Trey Kell made Jumper.,48,43
16:50,2751,Hayden Dalton made Three Point Jumper.,48,46
16:49,2751,Technical Foul on Hayden Dalton.,48,46
16:49,2751,Foul on Hayden Dalton.,48,46
16:49,21,Devin Watson made Free Throw.,49,46
16:49,21,Devin Watson made Free Throw.,50,46
16:31,21,Trey Kell missed Jumper.,50,46
16:31,2751,Hayden Dalton Defensive Rebound.,50,46
16:13,2751,Hayden Dalton missed Jumper.,50,46
16:13,21,Jalen McDaniels Defensive Rebound.,50,46
16:02,21,Max Montana missed Three Point Jumper.,50,46
16:02,2751,Hunter Maldonado Defensive Rebound.,50,46
15:52,2751,Cody Kelley made Three Point Jumper. Assisted by Hunter Maldonado.,50,49
15:40,21,Max Montana Turnover.,50,49
15:40,21,Foul on Max Montana.,50,49
15:15,2751,Alexander Aka Gorski missed Three Point Jumper.,50,49
15:15,2751,Alan Herndon Offensive Rebound.,50,49
15:13,2751,Alan Herndon missed Jumper.,50,49
15:13,2751,Hayden Dalton Offensive Rebound.,50,49
15:03,2751,Hayden Dalton made Jumper.,50,51
14:48,21,Trey Kell Turnover.,50,51
14:32,2751,Alexander Aka Gorski made Three Point Jumper. Assisted by Hayden Dalton.,50,54
14:13,2751,Foul on Alexander Aka Gorski.,50,54
14:13,21,Malik Pope missed Three Point Jumper.,50,54
14:13,2751,Hunter Maldonado Defensive Rebound.,50,54
13:59,2751,Alan Herndon made Layup. Assisted by Cody Kelley.,50,56
13:37,2751,Foul on Hunter Maldonado.,50,56
13:28,21,Devin Watson made Three Point Jumper.,53,56
13:13,2751,Cody Kelley made Three Point Jumper. Assisted by Hayden Dalton.,53,59
12:52,21,Jalen McDaniels made Jumper.,55,59
12:34,21,Foul on Malik Pope.,55,59
12:34,2751,Hayden Dalton made Free Throw.,55,60
12:34,2751,Hayden Dalton made Free Throw.,55,61
12:21,21,Jalen McDaniels missed Jumper.,55,61
12:21,2751,Alan Herndon Defensive Rebound.,55,61
12:11,21,Foul on Jalen McDaniels.,55,61
12:11,2751,Hunter Maldonado made Free Throw.,55,62
12:11,2751,Hunter Maldonado made Free Throw.,55,63
11:58,2751,Foul on Cody Kelley.,55,63
11:58,2751,Official TV Timeout,55,63
11:40,21,Trey Kell missed Jumper.,55,63
11:40,2751,Nyaires Redding Defensive Rebound.,55,63
11:28,2751,Alexander Aka Gorski made Three Point Jumper. Assisted by Nyaires Redding.,55,66
11:11,21,Devin Watson made Jumper.,57,66
10:48,2751,Hayden Dalton made Three Point Jumper. Assisted by Hunter Maldonado.,57,69
10:18,21,Malik Pope missed Jumper.,57,69
10:18,2751,Hunter Maldonado Defensive Rebound.,57,69
9:58,2751,Hayden Dalton missed Layup.,57,69
9:58,2751,Hayden Dalton Offensive Rebound.,57,69
9:54,2751,Hayden Dalton made Jumper.,57,71
9:51,21,San Diego State  Timeout,57,71
9:26,21,Devin Watson missed Jumper.,57,71
9:26,2751,Hunter Maldonado Defensive Rebound.,57,71
9:02,2751,Hayden Dalton missed Three Point Jumper.,57,71
9:02,21,Malik Pope Defensive Rebound.,57,71
8:54,21,Malik Pope made Jumper.,59,71
8:35,2751,Hayden Dalton made Jumper. Assisted by Alexander Aka Gorski.,59,73
8:13,21,Montaque Gill-Caesar missed Three Point Jumper.,59,73
8:13,2751,Hayden Dalton Defensive Rebound.,59,73
7:45,21,Foul on Jordan Schakel.,59,73
7:44,2751,Hunter Maldonado missed Jumper.,59,73
7:44,21,Max Montana Defensive Rebound.,59,73
7:39,21,Trey Kell Turnover.,59,73
7:38,2751,Hunter Maldonado Steal.,59,73
7:12,2751,Alexander Aka Gorski missed Three Point Jumper.,59,73
7:12,2751,Hunter Maldonado Offensive Rebound.,59,73
7:03,21,Foul on Matt Mitchell.,59,73
6:45,2751,Hayden Dalton Turnover.,59,73
6:43,21,Matt Mitchell Steal.,59,73
6:26,21,Matt Mitchell missed Jumper.,59,73
6:26,2751,Hayden Dalton Defensive Rebound.,59,73
6:19,2751,Hunter Maldonado missed Layup.,59,73
6:19,21,Malik Pope Defensive Rebound.,59,73
6:05,21,Matt Mitchell Turnover.,59,73
6:05,21,Foul on Matt Mitchell.,59,73
5:42,2751,Justin James made Layup.,59,75
5:23,21,Malik Pope made Dunk. Assisted by Trey Kell.,61,75
4:58,2751,Hayden Dalton made Three Point Jumper.,61,78
4:35,21,Jalen McDaniels missed Jumper.,61,78
4:35,21,Jalen McDaniels Offensive Rebound.,61,78
4:31,21,Malik Pope missed Jumper.,61,78
4:31,21,San Diego State Offensive Rebound.,61,78
4:30,2751,Foul on Hayden Dalton.,61,78
4:30,2751,Foul on Nyaires Redding.,61,78
4:30,21,Matt Mitchell missed Free Throw.,61,78
4:30,2751,Alan Herndon Defensive Rebound.,61,78
4:27,2751,Hayden Dalton missed Jumper.,61,78
4:27,21,Jalen McDaniels Defensive Rebound.,61,78
4:13,21,Trey Kell missed Jumper.,61,78
4:13,2751,Hayden Dalton Block.,61,78
4:11,2751,Alan Herndon Defensive Rebound.,61,78
4:05,2751,Hayden Dalton made Dunk.,61,80
3:51,21,Matt Mitchell made Three Point Jumper. Assisted by Devin Watson.,64,80
3:31,2751,Alexander Aka Gorski Turnover.,64,80
3:31,2751,Official TV Timeout,64,80
2:47,21,Malik Pope missed Jumper.,64,80
2:47,2751,Hayden Dalton Defensive Rebound.,64,80
2:23,2751,Alexander Aka Gorski missed Jumper.,64,80
2:23,21,Jalen McDaniels Defensive Rebound.,64,80
2:12,21,Matt Mitchell made Three Point Jumper.,67,80
1:44,21,Foul on Devin Watson.,67,80
1:44,2751,Nyaires Redding made Free Throw.,67,81
1:44,2751,Nyaires Redding missed Free Throw.,67,81
1:44,21,Trey Kell Defensive Rebound.,67,81
1:31,21,Malik Pope missed Three Point Jumper.,67,81
1:31,2751,Hayden Dalton Defensive Rebound.,67,81
1:06,2751,Alexander Aka Gorski missed Three Point Jumper.,67,81
1:06,21,Trey Kell Defensive Rebound.,67,81
0:58,21,Matt Mitchell missed Three Point Jumper.,67,81
0:58,2751,Hayden Dalton Defensive Rebound.,67,81
0:48,2751,Wyoming  Timeout,67,81
0:38,21,Foul on Jalen McDaniels.,67,81
0:38,2751,Alan Herndon made Free Throw.,67,82
0:38,2751,Alan Herndon missed Free Throw.,67,82
0:38,21,Matt Mitchell Defensive Rebound.,67,82
0:30,2751,Foul on Hunter Maldonado.,67,82
0:30,21,Matt Mitchell made Free Throw.,68,82
0:30,21,Matt Mitchell made Free Throw.,69,82
0:00,2751,Cody Kelley Turnover.,69,82
0:00,2751,End of Game,69,82
