Colorado State,68,Boise State,36
1:45,68,Marcus Dickinson made Free Throw.,28,41
1:25,36,Nico Carvacho missed Jumper.,28,41
1:25,36,Che Bob Offensive Rebound.,28,41
1:18,68,Foul on Justinian Jessup.,28,41
1:18,36,Nico Carvacho made Free Throw.,29,41
1:18,36,Nico Carvacho made Free Throw.,30,41
1:02,68,Zach Haney missed Jumper.,30,41
1:02,68,Justinian Jessup Offensive Rebound.,30,41
0:59,68,Zach Haney made Layup. Assisted by Justinian Jessup.,30,43
0:36,36,Anthony Bonner made Three Point Jumper.,33,43
0:07,68,Marcus Dickinson Turnover.,33,43
0:07,36,Deion James Steal.,33,43
0:02,36,Che Bob missed Three Point Jumper.,33,43
0:02,68,Boise State Deadball Team Rebound.,33,43
0:00,68,End of 1st half,33,43
19:37,68,Chandler Hutchison missed Jumper.,33,43
19:37,36,Che Bob Block.,33,43
19:35,36,Che Bob Defensive Rebound.,33,43
19:13,36,Prentiss Nixon missed Three Point Jumper.,33,43
19:13,36,Colorado State Offensive Rebound.,33,43
19:08,36,Che Bob made Layup.,35,43
18:48,68,Chandler Hutchison missed Three Point Jumper.,35,43
18:48,68,Zach Haney Offensive Rebound.,35,43
18:45,68,Zach Haney Turnover.,35,43
18:45,68,Foul on Zach Haney.,35,43
18:27,36,Deion James missed Jumper.,35,43
18:27,68,Justinian Jessup Defensive Rebound.,35,43
18:11,36,Foul on J.D. Paige.,35,43
18:01,68,Zach Haney made Jumper.,35,45
17:43,36,Prentiss Nixon made Three Point Jumper. Assisted by Deion James.,38,45
17:25,68,Lexus Williams made Jumper.,38,47
17:11,36,Nico Carvacho made Dunk. Assisted by J.D. Paige.,40,47
16:53,68,Lexus Williams missed Layup.,40,47
16:53,36,Colorado State Defensive Rebound.,40,47
16:40,68,Foul on Zach Haney.,40,47
16:33,36,Prentiss Nixon missed Jumper.,40,47
16:33,68,Lexus Williams Defensive Rebound.,40,47
16:24,68,Alex Hobbs made Layup. Assisted by Lexus Williams.,40,49
16:13,36,Deion James made Layup. Assisted by Prentiss Nixon.,42,49
15:48,68,Justinian Jessup missed Three Point Jumper.,42,49
15:48,36,Che Bob Block.,42,49
15:47,36,Che Bob Defensive Rebound.,42,49
15:34,36,Prentiss Nixon missed Jumper.,42,49
15:34,36,Nico Carvacho Offensive Rebound.,42,49
15:31,36,Nico Carvacho made Jumper.,44,49
15:09,68,Zach Haney made Jumper. Assisted by Justinian Jessup.,44,51
15:09,36,Foul on Che Bob.,44,51
15:07,68,Official TV Timeout,44,51
15:07,68,Zach Haney missed Free Throw.,44,51
15:07,36,Colorado State Deadball Team Rebound.,44,51
14:52,36,Prentiss Nixon missed Jumper.,44,51
14:52,36,Colorado State Offensive Rebound.,44,51
14:49,36,J.D. Paige Turnover.,44,51
14:49,68,Justinian Jessup Steal.,44,51
14:49,68,Marcus Dickinson made Layup.,44,53
14:49,36,Foul on Che Bob.,44,53
14:49,68,Marcus Dickinson missed Free Throw.,44,53
14:49,36,Anthony Bonner Defensive Rebound.,44,53
14:43,68,Foul on Marcus Dickinson.,44,53
14:08,36,Deion James missed Jumper.,44,53
14:08,36,Colorado State Deadball Team Rebound.,44,53
14:06,68,Foul on Alex Hobbs.,44,53
13:48,36,Prentiss Nixon made Layup.,46,53
13:48,68,Foul on Robin Jorch.,46,53
13:48,36,Prentiss Nixon made Free Throw.,47,53
13:33,68,Christian Sengfelder made Three Point Jumper. Assisted by Chandler Hutchison.,47,56
13:08,36,Deion James made Jumper.,49,56
12:53,68,Alex Hobbs Turnover.,49,56
12:46,36,Lorenzo Jenkins Turnover.,49,56
12:28,68,Christian Sengfelder made Three Point Jumper. Assisted by Zach Haney.,49,59
12:13,36,Anthony Bonner made Three Point Jumper. Assisted by Prentiss Nixon.,52,59
11:53,68,Marcus Dickinson made Three Point Jumper. Assisted by Alex Hobbs.,52,62
11:35,36,Prentiss Nixon missed Three Point Jumper.,52,62
11:35,68,Chandler Hutchison Defensive Rebound.,52,62
11:27,68,Alex Hobbs made Layup.,52,64
11:18,36,Colorado State  Timeout,52,64
11:18,68,Official TV Timeout,52,64
11:01,36,Anthony Bonner missed Three Point Jumper.,52,64
11:01,36,Deion James Offensive Rebound.,52,64
10:53,68,Foul on Chandler Hutchison.,52,64
10:53,68,Official TV Timeout,52,64
10:53,36,Anthony Bonner made Free Throw.,53,64
10:53,36,Anthony Bonner made Free Throw.,54,64
10:38,68,Alex Hobbs made Layup.,54,66
10:21,36,Deion James made Layup.,56,66
10:21,68,Foul on Zach Haney.,56,66
10:21,36,Deion James made Free Throw.,57,66
10:12,36,Foul on J.D. Paige.,57,66
10:12,68,Alex Hobbs made Free Throw.,57,67
10:12,68,Alex Hobbs made Free Throw.,57,68
9:55,36,Lorenzo Jenkins missed Jumper.,57,68
9:55,68,Chandler Hutchison Defensive Rebound.,57,68
9:47,68,Justinian Jessup missed Three Point Jumper.,57,68
9:47,68,Christian Sengfelder Offensive Rebound.,57,68
9:43,68,Christian Sengfelder made Layup.,57,70
9:23,36,Deion James missed Jumper.,57,70
9:23,68,Chandler Hutchison Defensive Rebound.,57,70
9:14,36,Foul on Deion James.,57,70
9:13,68,Justinian Jessup missed Three Point Jumper.,57,70
9:13,36,Raquan Mitchell Defensive Rebound.,57,70
9:01,36,Prentiss Nixon missed Three Point Jumper.,57,70
9:01,36,Colorado State Offensive Rebound.,57,70
8:48,36,Raquan Mitchell made Jumper.,59,70
8:32,68,Chandler Hutchison made Layup.,59,72
8:17,68,Foul on Marcus Dickinson.,59,72
8:17,36,Anthony Bonner made Free Throw.,60,72
8:17,36,Anthony Bonner made Free Throw.,61,72
8:03,68,Chandler Hutchison made Three Point Jumper. Assisted by Justinian Jessup.,61,75
7:49,36,Che Bob made Jumper.,63,75
7:30,68,Christian Sengfelder missed Three Point Jumper.,63,75
7:30,36,Raquan Mitchell Defensive Rebound.,63,75
7:19,36,Raquan Mitchell missed Jumper.,63,75
7:19,68,Christian Sengfelder Defensive Rebound.,63,75
7:06,68,Chandler Hutchison made Layup.,63,77
7:03,68,Official TV Timeout,63,77
6:38,36,Che Bob Turnover.,63,77
6:37,68,Lexus Williams Steal.,63,77
6:18,68,Chandler Hutchison missed Jumper.,63,77
6:18,68,Lexus Williams Offensive Rebound.,63,77
6:10,68,Justinian Jessup missed Three Point Jumper.,63,77
6:10,36,Nico Carvacho Defensive Rebound.,63,77
6:07,68,Foul on Christian Sengfelder.,63,77
6:07,68,Technical Foul on Boise State.,63,77
6:07,36,Prentiss Nixon made Free Throw.,64,77
6:07,36,Prentiss Nixon made Free Throw.,65,77
6:07,36,Nico Carvacho made Free Throw.,66,77
6:07,36,Nico Carvacho made Free Throw.,67,77
5:49,68,Zach Haney made Layup. Assisted by Alex Hobbs.,67,79
5:28,36,Prentiss Nixon Turnover.,67,79
5:28,68,Lexus Williams Steal.,67,79
5:28,36,Foul on Nico Carvacho.,67,79
5:18,68,Chandler Hutchison made Three Point Jumper. Assisted by Alex Hobbs.,67,82
4:46,36,Deion James missed Jumper.,67,82
4:46,68,Christian Sengfelder Defensive Rebound.,67,82
4:38,36,Foul on Raquan Mitchell.,67,82
4:38,68,Chandler Hutchison made Free Throw.,67,83
4:38,68,Chandler Hutchison made Free Throw.,67,84
4:26,36,Nico Carvacho Turnover.,67,84
4:26,68,Chandler Hutchison Steal.,67,84
4:26,36,Foul on Anthony Bonner.,67,84
4:26,68,Chandler Hutchison missed Free Throw.,67,84
4:26,68,Christian Sengfelder Offensive Rebound.,67,84
4:17,68,Boise State  Timeout,67,84
4:00,68,Chandler Hutchison made Layup.,67,86
3:39,36,Anthony Bonner missed Jumper.,67,86
3:39,68,Zach Haney Defensive Rebound.,67,86
3:26,68,Chandler Hutchison missed Three Point Jumper.,67,86
3:26,36,Nico Carvacho Defensive Rebound.,67,86
3:05,36,Prentiss Nixon missed Jumper.,67,86
3:05,68,Christian Sengfelder Defensive Rebound.,67,86
2:55,36,Foul on Nico Carvacho.,67,86
2:55,68,Zach Haney made Free Throw.,67,87
2:55,68,Zach Haney made Free Throw.,67,88
2:42,36,Anthony Bonner made Jumper.,69,88
2:21,68,Christian Sengfelder missed Three Point Jumper.,69,88
2:21,36,Raquan Mitchell Defensive Rebound.,69,88
2:10,36,Anthony Bonner missed Jumper.,69,88
2:10,68,Alex Hobbs Defensive Rebound.,69,88
2:01,68,Marcus Dickinson missed Jumper.,69,88
2:01,36,Raquan Mitchell Defensive Rebound.,69,88
1:52,36,Deion James missed Jumper.,69,88
1:52,68,Zach Haney Defensive Rebound.,69,88
1:30,68,Chandler Hutchison made Dunk. Assisted by Marcus Dickinson.,69,90
1:09,36,Raquan Mitchell missed Jumper.,69,90
1:09,68,Marcus Dickinson Defensive Rebound.,69,90
0:50,68,Cam Christon made Three Point Jumper. Assisted by Justinian Jessup.,69,93
0:27,68,Foul on Marcus Dickinson.,69,93
0:27,36,Che Bob made Free Throw.,70,93
0:27,36,Che Bob made Free Throw.,71,93
0:00,68,End of Game,71,93
