Morgan State,2253,Grand Canyon,2415
13:06,2253,Casey Benson made Free Throw.,8,14
13:06,2253,Casey Benson made Free Throw.,8,15
12:50,2415,Tiwian Kendley made Three Point Jumper. Assisted by Phillip Carr.,11,15
12:33,2253,Fiifi Aidoo missed Three Point Jumper.,11,15
12:33,2415,Azariah Sykes Defensive Rebound.,11,15
12:24,2415,Tiwian Kendley missed Jumper.,11,15
12:24,2253,Damari Milstead Defensive Rebound.,11,15
12:08,2253,Matt Jackson Turnover.,11,15
12:08,2415,Stanley Davis Steal.,11,15
12:08,2253,Foul on Fiifi Aidoo.,11,15
11:53,2415,Tiwian Kendley missed Three Point Jumper.,11,15
11:53,2253,Damari Milstead Defensive Rebound.,11,15
11:38,2253,Damari Milstead missed Jumper.,11,15
11:38,2415,Tiwian Kendley Defensive Rebound.,11,15
11:23,2415,Stanley Davis Turnover.,11,15
11:23,2253,Fiifi Aidoo Steal.,11,15
11:19,2253,Official TV Timeout,11,15
11:13,2253,Matt Jackson missed Layup.,11,15
11:13,2415,Tiwian Kendley Block.,11,15
11:13,2415,David Syfax Defensive Rebound.,11,15
11:07,2415,Tiwian Kendley missed Three Point Jumper.,11,15
11:07,2253,Gerard Martin Defensive Rebound.,11,15
10:59,2253,Damari Milstead made Jumper. Assisted by Fiifi Aidoo.,11,17
10:59,2415,Foul on Azariah Sykes.,11,17
10:59,2253,Damari Milstead made Free Throw.,11,18
10:44,2415,Stanley Davis missed Three Point Jumper.,11,18
10:44,2253,Fiifi Aidoo Defensive Rebound.,11,18
10:31,2253,Gerard Martin made Three Point Jumper. Assisted by Matt Jackson.,11,21
10:20,2415,Stanley Davis Turnover.,11,21
10:08,2253,Fiifi Aidoo missed Three Point Jumper.,11,21
10:08,2253,Alessandro Lever Offensive Rebound.,11,21
10:04,2253,Alessandro Lever missed Layup.,11,21
10:04,2253,Gerard Martin Offensive Rebound.,11,21
10:01,2253,Gerard Martin made Layup.,11,23
9:55,2415,Martez Cameron missed Layup.,11,23
9:55,2253,Alessandro Lever Defensive Rebound.,11,23
9:46,2253,Gerard Martin made Three Point Jumper. Assisted by Damari Milstead.,11,26
9:40,2415,Morgan State  Timeout,11,26
9:28,2415,David Syfax missed Jumper.,11,26
9:28,2253,Roberts Blumbergs Defensive Rebound.,11,26
9:03,2253,Roberts Blumbergs Turnover.,11,26
8:47,2415,Tiwian Kendley made Layup. Assisted by Elijah Staley.,13,26
8:47,2253,Foul on Damari Milstead.,13,26
8:47,2415,Tiwian Kendley made Free Throw.,14,26
8:23,2253,Shaq Carr made Layup. Assisted by Casey Benson.,14,28
8:12,2415,David Syfax missed Layup.,14,28
8:12,2415,Phillip Carr Offensive Rebound.,14,28
8:09,2415,Phillip Carr missed Layup.,14,28
8:09,2253,Alessandro Lever Defensive Rebound.,14,28
7:48,2253,Alessandro Lever made Layup. Assisted by Gerard Martin.,14,30
7:41,2415,Tiwian Kendley made Layup.,16,30
7:29,2253,Foul on Shaq Carr.,16,30
7:29,2253,Shaq Carr Turnover.,16,30
7:29,2253,Official TV Timeout,16,30
7:13,2415,Phillip Carr made Jumper. Assisted by Martez Cameron.,18,30
6:49,2253,Alessandro Lever missed Three Point Jumper.,18,30
6:49,2253,Keonta Vernon Offensive Rebound.,18,30
6:40,2253,Alessandro Lever missed Layup.,18,30
6:40,2415,Antonio Gillespie Defensive Rebound.,18,30
6:19,2415,Elijah Staley missed Layup.,18,30
6:19,2253,Joshua Braun Defensive Rebound.,18,30
6:12,2253,Fiifi Aidoo made Layup. Assisted by Casey Benson.,18,32
6:06,2415,Foul on Martez Cameron.,18,32
6:06,2415,Martez Cameron Turnover.,18,32
5:48,2253,Keonta Vernon made Layup. Assisted by Alessandro Lever.,18,34
5:48,2415,Foul on Martez Cameron.,18,34
5:48,2253,Keonta Vernon made Free Throw.,18,35
5:31,2415,Tiwian Kendley missed Jumper.,18,35
5:31,2253,Keonta Vernon Defensive Rebound.,18,35
5:29,2415,Foul on David Syfax.,18,35
5:05,2253,Fiifi Aidoo made Three Point Jumper. Assisted by Casey Benson.,18,38
4:56,2415,Tiwian Kendley missed Layup.,18,38
4:56,2253,Fiifi Aidoo Block.,18,38
4:56,2415,Morgan State Offensive Rebound.,18,38
4:38,2415,Stanley Davis made Jumper.,20,38
4:10,2253,Gerard Martin missed Three Point Jumper.,20,38
4:10,2253,Joshua Braun Offensive Rebound.,20,38
4:05,2253,Alessandro Lever missed Three Point Jumper.,20,38
4:05,2415,David Syfax Defensive Rebound.,20,38
3:59,2253,Foul on Casey Benson.,20,38
3:59,2253,Official TV Timeout,20,38
3:59,2415,David Syfax made Free Throw.,21,38
3:59,2415,David Syfax made Free Throw.,22,38
3:30,2253,Casey Benson missed Jumper.,22,38
3:30,2415,Azariah Sykes Defensive Rebound.,22,38
3:22,2415,Stanley Davis made Layup.,24,38
2:58,2253,Joshua Braun missed Jumper.,24,38
2:58,2253,Keonta Vernon Offensive Rebound.,24,38
2:51,2253,Fiifi Aidoo Turnover.,24,38
2:50,2415,Phillip Carr Steal.,24,38
2:48,2415,Stanley Davis Turnover.,24,38
2:45,2253,Joshua Braun Steal.,24,38
2:43,2253,Fiifi Aidoo made Three Point Jumper. Assisted by Casey Benson.,24,41
2:24,2253,Foul on Keonta Vernon.,24,41
2:24,2415,Tiwian Kendley made Free Throw.,25,41
2:24,2415,Tiwian Kendley made Free Throw.,26,41
2:12,2253,Fiifi Aidoo missed Three Point Jumper.,26,41
2:12,2253,Joshua Braun Offensive Rebound.,26,41
2:08,2253,Joshua Braun made Layup.,26,43
2:01,2415,Tiwian Kendley made Layup.,28,43
1:35,2253,Joshua Braun made Three Point Jumper. Assisted by Casey Benson.,28,46
1:23,2253,Foul on Kerwin Smith.,28,46
1:23,2415,Azariah Sykes missed Free Throw.,28,46
1:23,2415,Morgan State Deadball Team Rebound.,28,46
1:23,2415,Azariah Sykes made Free Throw.,29,46
1:05,2253,Casey Benson missed Three Point Jumper.,29,46
1:05,2253,Fiifi Aidoo Offensive Rebound.,29,46
0:57,2253,Matt Jackson missed Three Point Jumper.,29,46
0:57,2415,LaPri McCray-Pace Defensive Rebound.,29,46
0:55,2253,Foul on Kerwin Smith.,29,46
0:55,2415,LaPri McCray-Pace missed Free Throw.,29,46
0:55,2415,Morgan State Deadball Team Rebound.,29,46
0:55,2415,LaPri McCray-Pace made Free Throw.,30,46
0:42,2253,Joshua Braun Turnover.,30,46
0:41,2415,Tiwian Kendley Steal.,30,46
0:37,2415,LaPri McCray-Pace made Three Point Jumper. Assisted by Tiwian Kendley.,33,46
0:06,2253,Casey Benson Turnover.,33,46
0:02,2415,Stanley Davis missed Three Point Jumper.,33,46
0:02,2415,LaPri McCray-Pace Offensive Rebound.,33,46
0:00,2253,End of 1st half,33,46
19:51,2415,Tiwian Kendley missed Layup.,33,46
19:51,2415,Elijah Staley Offensive Rebound.,33,46
19:48,2253,Foul on Casey Benson.,33,46
19:48,2415,Elijah Staley made Free Throw.,34,46
19:48,2415,Elijah Staley made Free Throw.,35,46
19:31,2253,Keonta Vernon made Jumper.,35,48
19:24,2253,Foul on Keonta Vernon.,35,48
19:24,2415,Elijah Staley missed Free Throw.,35,48
19:24,2415,Morgan State Deadball Team Rebound.,35,48
19:24,2415,Elijah Staley made Free Throw.,36,48
18:53,2253,Shaq Carr made Layup. Assisted by Joshua Braun.,36,50
18:46,2253,Foul on Alessandro Lever.,36,50
18:46,2253,Official TV Timeout,36,50
18:46,2415,Tiwian Kendley made Free Throw.,37,50
18:46,2415,Tiwian Kendley made Free Throw.,38,50
18:26,2253,Keonta Vernon missed Jumper.,38,50
18:26,2253,Shaq Carr Offensive Rebound.,38,50
18:24,2253,Shaq Carr made Layup.,38,52
18:24,2415,Foul on Antonio Gillespie.,38,52
18:24,2253,Shaq Carr made Free Throw.,38,53
18:01,2415,Martez Cameron missed Three Point Jumper.,38,53
18:01,2415,Elijah Staley Offensive Rebound.,38,53
17:55,2415,Antonio Gillespie missed Three Point Jumper.,38,53
17:55,2253,Alessandro Lever Defensive Rebound.,38,53
17:52,2415,Foul on Elijah Staley.,38,53
17:28,2415,Foul on Elijah Staley.,38,53
17:28,2253,Alessandro Lever missed Free Throw.,38,53
17:28,2253,Grand Canyon Deadball Team Rebound.,38,53
17:28,2253,Alessandro Lever made Free Throw.,38,54
17:18,2253,Foul on Joshua Braun.,38,54
17:12,2415,Phillip Carr missed Jumper.,38,54
17:12,2253,Shaq Carr Defensive Rebound.,38,54
17:06,2253,Casey Benson missed Three Point Jumper.,38,54
17:06,2415,Phillip Carr Defensive Rebound.,38,54
16:57,2415,Phillip Carr missed Jumper.,38,54
16:57,2253,Casey Benson Defensive Rebound.,38,54
16:48,2253,Casey Benson made Three Point Jumper. Assisted by Shaq Carr.,38,57
16:29,2415,Phillip Carr missed Jumper.,38,57
16:29,2253,Alessandro Lever Defensive Rebound.,38,57
16:22,2253,Foul on Keonta Vernon.,38,57
16:22,2253,Keonta Vernon Turnover.,38,57
16:04,2253,Foul on Gerard Martin.,38,57
16:00,2415,Foul on Phillip Carr.,38,57
16:00,2415,Phillip Carr Turnover.,38,57
15:59,2253,Official TV Timeout,38,57
15:35,2415,Foul on Azariah Sykes.,38,57
15:35,2253,Alessandro Lever missed Free Throw.,38,57
15:35,2253,Grand Canyon Deadball Team Rebound.,38,57
15:35,2253,Alessandro Lever made Free Throw.,38,58
15:26,2415,Tiwian Kendley Turnover.,38,58
15:12,2253,Joshua Braun missed Three Point Jumper.,38,58
15:12,2415,Azariah Sykes Defensive Rebound.,38,58
15:02,2415,Stanley Davis missed Layup.,38,58
15:02,2415,Azariah Sykes Offensive Rebound.,38,58
15:01,2253,Foul on Gerard Martin.,38,58
15:01,2415,Phillip Carr made Free Throw.,39,58
15:01,2415,Phillip Carr made Free Throw.,40,58
14:40,2253,Fiifi Aidoo missed Three Point Jumper.,40,58
14:40,2415,Tiwian Kendley Defensive Rebound.,40,58
14:33,2415,Tiwian Kendley Turnover.,40,58
14:32,2253,Joshua Braun Steal.,40,58
14:30,2253,Alessandro Lever made Dunk. Assisted by Fiifi Aidoo.,40,60
14:06,2415,Stanley Davis missed Layup.,40,60
14:06,2253,Joshua Braun Defensive Rebound.,40,60
14:00,2253,Gerard Martin made Layup. Assisted by Shaq Carr.,40,62
13:52,2415,Morgan State  Timeout,40,62
13:31,2415,Martez Cameron missed Jumper.,40,62
13:31,2253,Alessandro Lever Defensive Rebound.,40,62
13:27,2253,Alessandro Lever Turnover.,40,62
13:26,2415,Tiwian Kendley Steal.,40,62
13:25,2253,Foul on Alessandro Lever.,40,62
13:25,2415,Tiwian Kendley made Free Throw.,41,62
13:25,2415,Tiwian Kendley made Free Throw.,42,62
13:17,2253,Damari Milstead Turnover.,42,62
13:16,2415,LaPri McCray-Pace Steal.,42,62
13:15,2415,Tiwian Kendley made Layup. Assisted by LaPri McCray-Pace.,44,62
12:47,2415,Foul on LaPri McCray-Pace.,44,62
12:43,2253,Joshua Braun missed Three Point Jumper.,44,62
12:43,2253,Fiifi Aidoo Offensive Rebound.,44,62
12:37,2253,Damari Milstead made Layup. Assisted by Fiifi Aidoo.,44,64
12:28,2253,Foul on Gerard Martin.,44,64
12:26,2415,Tiwian Kendley made Free Throw.,45,64
12:26,2415,Tiwian Kendley made Free Throw.,46,64
12:04,2253,Alessandro Lever missed Jumper.,46,64
12:04,2415,Phillip Carr Defensive Rebound.,46,64
11:54,2415,Phillip Carr Turnover.,46,64
11:54,2253,Official TV Timeout,46,64
11:39,2253,Matt Jackson missed Jumper.,46,64
11:39,2253,Alessandro Lever Offensive Rebound.,46,64
11:37,2253,Alessandro Lever missed Layup.,46,64
11:37,2415,Phillip Carr Defensive Rebound.,46,64
11:23,2415,Tiwian Kendley missed Jumper.,46,64
11:23,2253,Matt Jackson Defensive Rebound.,46,64
11:15,2253,Joshua Braun made Three Point Jumper. Assisted by Damari Milstead.,46,67
11:05,2415,Tiwian Kendley missed Layup.,46,67
11:05,2415,Phillip Carr Offensive Rebound.,46,67
11:02,2415,Phillip Carr made Layup.,48,67
11:02,2253,Foul on Alessandro Lever.,48,67
11:02,2415,Phillip Carr missed Free Throw.,48,67
11:02,2253,Casey Benson Defensive Rebound.,48,67
10:56,2253,Fiifi Aidoo missed Layup.,48,67
10:56,2415,Martez Cameron Defensive Rebound.,48,67
10:49,2415,LaPri McCray-Pace missed Layup.,48,67
10:49,2415,Phillip Carr Offensive Rebound.,48,67
10:37,2415,Phillip Carr missed Layup.,48,67
10:37,2253,Casey Benson Defensive Rebound.,48,67
10:37,2415,Foul on LaPri McCray-Pace.,48,67
10:37,2253,Casey Benson made Free Throw.,48,68
10:37,2253,Casey Benson made Free Throw.,48,69
10:33,2415,LaPri McCray-Pace made Dunk. Assisted by Martez Cameron.,50,69
10:04,2253,Casey Benson Turnover.,50,69
10:04,2415,Azariah Sykes Steal.,50,69
10:04,2253,Foul on Casey Benson.,50,69
10:02,2415,Azariah Sykes made Free Throw.,51,69
10:02,2415,Azariah Sykes missed Free Throw.,51,69
10:02,2253,Matt Jackson Defensive Rebound.,51,69
9:47,2253,Damari Milstead made Jumper.,51,71
9:38,2415,Martez Cameron missed Layup.,51,71
9:38,2253,Roberts Blumbergs Block.,51,71
9:38,2415,Morgan State Offensive Rebound.,51,71
9:27,2415,Tiwian Kendley Turnover.,51,71
9:26,2253,Matt Jackson Steal.,51,71
9:23,2253,Casey Benson made Layup.,51,73
8:50,2415,Phillip Carr missed Layup.,51,73
8:50,2253,Casey Benson Defensive Rebound.,51,73
8:47,2253,Casey Benson missed Layup.,51,73
8:47,2415,Tiwian Kendley Defensive Rebound.,51,73
8:46,2253,Foul on Casey Benson.,51,73
8:46,2415,Tiwian Kendley made Free Throw.,52,73
8:46,2415,Tiwian Kendley made Free Throw.,53,73
8:24,2253,Matt Jackson missed Three Point Jumper.,53,73
8:24,2415,David Syfax Defensive Rebound.,53,73
8:12,2415,Stanley Davis missed Layup.,53,73
8:12,2415,Morgan State Offensive Rebound.,53,73
8:02,2415,Phillip Carr made Layup.,55,73
7:44,2415,Foul on Stanley Davis.,55,73
7:44,2253,Official TV Timeout,55,73
7:44,2253,Fiifi Aidoo made Free Throw.,55,74
7:44,2253,Fiifi Aidoo made Free Throw.,55,75
7:28,2415,Stanley Davis missed Three Point Jumper.,55,75
7:28,2253,Roberts Blumbergs Defensive Rebound.,55,75
7:20,2253,Roberts Blumbergs made Three Point Jumper. Assisted by Shaq Carr.,55,78
6:58,2415,Martez Cameron missed Layup.,55,78
6:58,2415,Stanley Davis Offensive Rebound.,55,78
6:55,2415,Stanley Davis missed Layup.,55,78
6:55,2253,Fiifi Aidoo Defensive Rebound.,55,78
6:50,2253,Fiifi Aidoo made Dunk.,55,80
6:43,2415,Tiwian Kendley made Layup. Assisted by Martez Cameron.,57,80
6:43,2253,Foul on Fiifi Aidoo.,57,80
6:43,2415,Tiwian Kendley made Free Throw.,58,80
6:27,2253,Roberts Blumbergs made Three Point Jumper. Assisted by Matt Jackson.,58,83
6:17,2415,Foul on Tiwian Kendley.,58,83
6:17,2415,Tiwian Kendley Turnover.,58,83
5:55,2253,Damari Milstead missed Jumper.,58,83
5:55,2415,LaPri McCray-Pace Defensive Rebound.,58,83
5:44,2415,LaPri McCray-Pace missed Layup.,58,83
5:44,2253,Roberts Blumbergs Block.,58,83
5:44,2415,Morgan State Offensive Rebound.,58,83
5:43,2415,Tiwian Kendley made Layup. Assisted by Martez Cameron.,60,83
5:25,2415,Foul on Phillip Carr.,60,83
5:25,2253,Shaq Carr made Free Throw.,60,84
5:25,2253,Shaq Carr made Free Throw.,60,85
5:09,2415,Phillip Carr missed Layup.,60,85
5:09,2415,Martez Cameron Offensive Rebound.,60,85
5:05,2415,Martez Cameron missed Layup.,60,85
5:05,2253,Gerard Martin Block.,60,85
5:05,2415,Morgan State Offensive Rebound.,60,85
4:59,2415,Phillip Carr missed Layup.,60,85
4:59,2253,Shaq Carr Defensive Rebound.,60,85
4:52,2253,Joshua Braun made Three Point Jumper. Assisted by Shaq Carr.,60,88
4:31,2415,Martez Cameron missed Three Point Jumper.,60,88
4:31,2253,Grand Canyon Defensive Rebound.,60,88
4:09,2253,Joshua Braun made Three Point Jumper. Assisted by Roberts Blumbergs.,60,91
3:56,2253,Foul on Shaq Carr.,60,91
3:56,2253,Official TV Timeout,60,91
3:56,2415,Stanley Davis missed Free Throw.,60,91
3:56,2415,Morgan State Deadball Team Rebound.,60,91
3:56,2415,Stanley Davis made Free Throw.,61,91
3:43,2415,Foul on Martez Cameron.,61,91
3:43,2253,Joshua Braun made Free Throw.,61,92
3:43,2253,Joshua Braun missed Free Throw.,61,92
3:43,2415,Phillip Carr Defensive Rebound.,61,92
3:29,2415,Tiwian Kendley made Layup. Assisted by Stanley Davis.,63,92
3:04,2415,Foul on Phillip Carr.,63,92
3:04,2253,Roberts Blumbergs made Free Throw.,63,93
3:04,2253,Roberts Blumbergs made Free Throw.,63,94
2:48,2415,Stanley Davis missed Jumper.,63,94
2:48,2415,Phillip Carr Offensive Rebound.,63,94
2:47,2253,Foul on Gerard Martin.,63,94
2:47,2415,Phillip Carr made Free Throw.,64,94
2:47,2415,Phillip Carr made Free Throw.,65,94
2:33,2253,Joshua Braun Turnover.,65,94
2:32,2415,LaPri McCray-Pace Steal.,65,94
2:27,2415,Phillip Carr missed Jumper.,65,94
2:27,2253,Damari Milstead Defensive Rebound.,65,94
2:20,2253,Damari Milstead Turnover.,65,94
2:19,2415,Tiwian Kendley Steal.,65,94
2:15,2415,Tiwian Kendley missed Layup.,65,94
2:15,2253,Shaq Carr Block.,65,94
2:15,2415,Morgan State Offensive Rebound.,65,94
1:54,2415,Martez Cameron made Layup.,67,94
1:44,2253,Foul on Gerard Martin.,67,94
1:44,2253,Gerard Martin Turnover.,67,94
1:37,2415,LaPri McCray-Pace made Layup.,69,94
1:37,2253,Foul on Roberts Blumbergs.,69,94
1:37,2415,LaPri McCray-Pace missed Free Throw.,69,94
1:37,2253,Shaq Carr Defensive Rebound.,69,94
1:22,2253,Cheick Sy-Savane made Three Point Jumper. Assisted by Damari Milstead.,69,97
1:09,2415,Martez Cameron made Three Point Jumper. Assisted by Tiwian Kendley.,72,97
0:56,2415,Foul on Stanley Davis.,72,97
0:56,2253,Damari Milstead made Free Throw.,72,98
0:56,2253,Damari Milstead made Free Throw.,72,99
0:46,2253,Foul on Ibrahima Sankare.,72,99
0:46,2415,Phillip Carr made Free Throw.,73,99
0:46,2415,Phillip Carr made Free Throw.,74,99
0:32,2415,Foul on Phillip Carr.,74,99
0:32,2253,Ibrahima Sankare missed Free Throw.,74,99
0:32,2253,Grand Canyon Deadball Team Rebound.,74,99
0:32,2253,Ibrahima Sankare made Free Throw.,74,100
0:01,2415,Morgan State  Turnover.,74,100
0:00,2253,End of 2nd half,74,100
0:00,2253,End of Game,74,100
