Coastal Carolina,252,BYU,324
7:34,324,Colton Ray-St Cyr missed Jumper.,14,23
7:34,252,L.J. Rose Defensive Rebound.,14,23
7:21,252,Elijah Bryant missed Three Point Jumper.,14,23
7:21,324,Josh Coleman Defensive Rebound.,14,23
7:09,324,Elijah Wilson missed Three Point Jumper.,14,23
7:09,324,Coastal Carolina Offensive Rebound.,14,23
6:40,324,Colton Ray-St Cyr missed Jumper.,14,23
6:40,252,Nick Emery Defensive Rebound.,14,23
6:30,252,TJ Haws missed Jumper.,14,23
6:30,324,Joseph Williams-Powell Defensive Rebound.,14,23
6:16,324,Joseph Williams-Powell made Jumper.,16,23
5:55,252,TJ Haws missed Jumper.,16,23
5:55,252,Kyle Davis Offensive Rebound.,16,23
5:53,252,Kyle Davis made Jumper.,16,25
5:22,324,Elijah Wilson missed Three Point Jumper.,16,25
5:22,252,L.J. Rose Defensive Rebound.,16,25
5:11,252,Jamal Aytes made Jumper.,16,27
4:47,324,Colton Ray-St Cyr Turnover.,16,27
4:47,324,Foul on Colton Ray-St Cyr.,16,27
4:39,324,Foul on Jaylan Robertson.,16,27
4:39,252,L.J. Rose made Free Throw.,16,28
4:39,252,L.J. Rose made Free Throw.,16,29
4:23,252,Foul on Kyle Davis.,16,29
4:23,324,Joseph Williams-Powell missed Free Throw.,16,29
4:23,324,Coastal Carolina Deadball Team Rebound.,16,29
4:23,324,Joseph Williams-Powell made Free Throw.,17,29
4:12,252,Eric Mika Turnover.,17,29
4:11,324,Jaylen Shaw Steal.,17,29
4:06,324,Jaylen Shaw missed Jumper.,17,29
4:06,252,Eric Mika Block.,17,29
4:05,252,TJ Haws Defensive Rebound.,17,29
4:01,252,Nick Emery made Layup. Assisted by TJ Haws.,17,31
3:48,324,Amidou Bamba made Jumper. Assisted by Jaylan Robertson.,19,31
3:35,252,Eric Mika missed Jumper.,19,31
3:35,324,Joseph Williams-Powell Defensive Rebound.,19,31
3:23,324,Artur Labinowicz made Jumper.,21,31
3:13,252,Nick Emery missed Three Point Jumper.,21,31
3:13,324,Amidou Bamba Defensive Rebound.,21,31
3:01,324,Jaylan Robertson missed Three Point Jumper.,21,31
3:01,252,Yoeli Childs Defensive Rebound.,21,31
2:52,252,Eric Mika made Layup. Assisted by Nick Emery.,21,33
2:50,324,Coastal Carolina  Timeout,21,33
2:37,324,Artur Labinowicz missed Jumper.,21,33
2:37,252,Eric Mika Block.,21,33
2:36,252,Eric Mika Defensive Rebound.,21,33
2:30,252,Nick Emery made Jumper.,21,35
2:10,324,Demario Beck missed Jumper.,21,35
2:10,252,Yoeli Childs Defensive Rebound.,21,35
2:04,252,TJ Haws missed Three Point Jumper.,21,35
2:04,324,Michel Enanga Defensive Rebound.,21,35
1:50,324,Michel Enanga missed Three Point Jumper.,21,35
1:50,252,Nick Emery Defensive Rebound.,21,35
1:31,252,Eric Mika made Jumper. Assisted by Yoeli Childs.,21,37
1:06,324,Jaylan Robertson made Jumper. Assisted by Demario Beck.,23,37
0:55,252,Eric Mika made Jumper.,23,39
0:55,324,Foul on Demario Beck.,23,39
0:55,252,Eric Mika made Free Throw.,23,40
0:31,252,Foul on Colby Leifson.,23,40
0:31,324,Colton Ray-St Cyr made Free Throw.,24,40
0:31,324,Colton Ray-St Cyr made Free Throw.,25,40
0:31,324,Colton Ray-St Cyr missed Free Throw.,25,40
0:31,252,BYU Defensive Rebound.,25,40
0:00,252,Elijah Bryant missed Three Point Jumper.,25,40
0:00,324,Colton Ray-St Cyr Defensive Rebound.,25,40
0:00,252,End of 1st half,25,40
19:42,252,Eric Mika made Jumper. Assisted by Kyle Davis.,25,42
19:15,324,Colton Ray-St Cyr Turnover.,25,42
19:07,252,TJ Haws Turnover.,25,42
19:07,252,Foul on TJ Haws.,25,42
18:43,324,Amidou Bamba missed Jumper.,25,42
18:43,252,Kyle Davis Defensive Rebound.,25,42
18:34,252,Eric Mika made Jumper. Assisted by TJ Haws.,25,44
18:10,252,Foul on Kyle Davis.,25,44
18:10,324,Joseph Williams-Powell made Free Throw.,26,44
18:10,324,Joseph Williams-Powell made Free Throw.,27,44
18:01,252,Eric Mika made Dunk. Assisted by Kyle Davis.,27,46
17:44,324,Amidou Bamba made Jumper.,29,46
17:32,252,Eric Mika made Jumper. Assisted by TJ Haws.,29,48
17:10,324,Colton Ray-St Cyr made Jumper.,31,48
16:57,252,TJ Haws made Three Point Jumper. Assisted by L.J. Rose.,31,51
16:43,324,Joseph Williams-Powell missed Jumper.,31,51
16:43,252,L.J. Rose Defensive Rebound.,31,51
16:32,252,Nick Emery missed Jumper.,31,51
16:32,324,Elijah Wilson Defensive Rebound.,31,51
16:27,324,Colton Ray-St Cyr missed Three Point Jumper.,31,51
16:27,324,Elijah Wilson Offensive Rebound.,31,51
16:23,324,Elijah Wilson made Jumper.,33,51
16:10,252,L.J. Rose made Layup. Assisted by Nick Emery.,33,53
15:53,324,Amidou Bamba made Dunk. Assisted by Colton Ray-St Cyr.,35,53
15:39,252,Eric Mika made Dunk. Assisted by L.J. Rose.,35,55
15:17,324,Elijah Wilson missed Three Point Jumper.,35,55
15:17,252,TJ Haws Defensive Rebound.,35,55
15:08,252,TJ Haws Turnover.,35,55
15:07,324,Demario Beck Steal.,35,55
15:00,324,Elijah Wilson made Three Point Jumper. Assisted by Colton Ray-St Cyr.,38,55
14:50,252,Nick Emery missed Three Point Jumper.,38,55
14:50,252,BYU Offensive Rebound.,38,55
14:48,324,Foul on Josh Coleman.,38,55
14:46,324,Foul on Colton Ray-St Cyr.,38,55
14:46,252,Elijah Bryant made Free Throw.,38,56
14:46,252,Elijah Bryant made Free Throw.,38,57
14:20,324,Demario Beck missed Three Point Jumper.,38,57
14:20,252,Elijah Bryant Defensive Rebound.,38,57
14:12,252,Yoeli Childs made Dunk. Assisted by L.J. Rose.,38,59
14:00,324,Jaylen Shaw Turnover.,38,59
13:58,252,Nick Emery Steal.,38,59
13:55,252,Nick Emery made Jumper.,38,61
13:36,324,Josh Coleman missed Jumper.,38,61
13:36,324,Demario Beck Offensive Rebound.,38,61
13:31,324,Demario Beck made Jumper.,40,61
13:14,252,Nick Emery made Jumper.,40,63
12:54,324,Demario Beck missed Three Point Jumper.,40,63
12:54,324,Demario Beck Offensive Rebound.,40,63
12:49,324,Demario Beck made Jumper.,42,63
12:37,252,Nick Emery missed Jumper.,42,63
12:37,324,Josh Coleman Defensive Rebound.,42,63
12:25,324,Josh Coleman made Jumper. Assisted by Artur Labinowicz.,44,63
12:06,252,Elijah Bryant missed Jumper.,44,63
12:06,324,Jaylen Shaw Defensive Rebound.,44,63
11:55,324,Demario Beck missed Three Point Jumper.,44,63
11:55,324,Josh Coleman Offensive Rebound.,44,63
11:52,324,Josh Coleman missed Jumper.,44,63
11:52,252,L.J. Rose Defensive Rebound.,44,63
11:47,252,Nick Emery missed Three Point Jumper.,44,63
11:47,324,Jaylan Robertson Defensive Rebound.,44,63
11:38,324,Jaylen Shaw missed Jumper.,44,63
11:38,252,L.J. Rose Block.,44,63
11:38,324,Coastal Carolina Offensive Rebound.,44,63
11:38,252,Official TV Timeout,44,63
11:24,324,Joseph Williams-Powell made Jumper.,46,63
11:07,252,TJ Haws missed Three Point Jumper.,46,63
11:07,324,Demario Beck Defensive Rebound.,46,63
10:52,324,Demario Beck missed Three Point Jumper.,46,63
10:52,252,L.J. Rose Defensive Rebound.,46,63
10:39,252,TJ Haws missed Jumper.,46,63
10:39,324,Demario Beck Defensive Rebound.,46,63
10:38,252,Foul on Jamal Aytes.,46,63
10:19,324,Demario Beck made Jumper. Assisted by Jaylan Robertson.,48,63
10:01,252,Elijah Bryant made Jumper. Assisted by TJ Haws.,48,65
9:44,324,Demario Beck made Jumper. Assisted by Jaylen Shaw.,50,65
9:33,252,L.J. Rose missed Three Point Jumper.,50,65
9:33,324,Joseph Williams-Powell Defensive Rebound.,50,65
9:26,324,Joseph Williams-Powell Turnover.,50,65
9:18,252,Elijah Bryant made Jumper. Assisted by TJ Haws.,50,67
9:01,324,Jaylen Shaw missed Jumper.,50,67
9:01,252,Eric Mika Defensive Rebound.,50,67
8:53,252,Elijah Bryant missed Three Point Jumper.,50,67
8:53,324,Artur Labinowicz Defensive Rebound.,50,67
8:40,252,Foul on Eric Mika.,50,67
8:40,324,Joseph Williams-Powell missed Free Throw.,50,67
8:40,324,Coastal Carolina Deadball Team Rebound.,50,67
8:40,324,Joseph Williams-Powell made Free Throw.,51,67
8:29,252,TJ Haws missed Jumper.,51,67
8:29,324,Amidou Bamba Defensive Rebound.,51,67
8:13,324,Joseph Williams-Powell Turnover.,51,67
8:11,252,L.J. Rose Steal.,51,67
8:07,252,L.J. Rose Turnover.,51,67
8:05,324,Amidou Bamba Steal.,51,67
7:54,324,Joseph Williams-Powell missed Three Point Jumper.,51,67
7:54,252,Elijah Bryant Defensive Rebound.,51,67
7:46,324,Foul on Joseph Williams-Powell.,51,67
7:46,252,Official TV Timeout,51,67
7:46,252,L.J. Rose made Jumper. Assisted by Elijah Bryant.,51,69
7:44,324,Jaylan Robertson Turnover.,51,69
7:12,252,L.J. Rose Turnover.,51,69
6:51,324,Colton Ray-St Cyr missed Jumper.,51,69
6:51,252,Elijah Bryant Block.,51,69
6:51,324,Coastal Carolina Offensive Rebound.,51,69
6:38,324,Colton Ray-St Cyr missed Three Point Jumper.,51,69
6:38,324,Joseph Williams-Powell Offensive Rebound.,51,69
6:31,324,Joseph Williams-Powell made Jumper.,53,69
6:21,324,Foul on Amidou Bamba.,53,69
6:21,252,Eric Mika missed Free Throw.,53,69
6:21,252,BYU Deadball Team Rebound.,53,69
6:21,252,Eric Mika made Free Throw.,53,70
6:04,324,Artur Labinowicz missed Three Point Jumper.,53,70
6:04,252,Eric Mika Defensive Rebound.,53,70
5:48,252,Elijah Bryant made Three Point Jumper. Assisted by L.J. Rose.,53,73
5:27,324,Joseph Williams-Powell missed Jumper.,53,73
5:27,252,Kyle Davis Block.,53,73
5:22,252,Eric Mika Defensive Rebound.,53,73
5:11,252,L.J. Rose Turnover.,53,73
5:03,324,Joseph Williams-Powell Steal.,53,73
4:43,252,Foul on Kyle Davis.,53,73
4:42,324,Joseph Williams-Powell missed Free Throw.,53,73
4:41,324,Coastal Carolina Deadball Team Rebound.,53,73
4:40,324,Joseph Williams-Powell made Free Throw.,54,73
4:32,324,Josh Coleman missed Jumper.,54,73
4:31,324,Josh Coleman Offensive Rebound.,54,73
4:29,252,Jamal Aytes made Jumper.,54,75
4:25,324,Artur Labinowicz missed Three Point Jumper.,54,75
4:21,252,Jamal Aytes Defensive Rebound.,54,75
4:17,252,Davin Guinn made Three Point Jumper. Assisted by L.J. Rose.,54,78
3:48,324,Jaylen Shaw made Three Point Jumper. Assisted by Colton Ray-St Cyr.,57,78
3:31,252,Davin Guinn made Three Point Jumper. Assisted by L.J. Rose.,57,81
3:03,252,Foul on Elijah Bryant.,57,81
3:03,252,Official TV Timeout,57,81
3:03,324,Artur Labinowicz missed Free Throw.,57,81
3:03,324,Coastal Carolina Deadball Team Rebound.,57,81
3:03,324,Artur Labinowicz missed Free Throw.,57,81
3:03,252,Jamal Aytes Defensive Rebound.,57,81
2:48,252,Davin Guinn missed Jumper.,57,81
2:48,324,Josh Coleman Block.,57,81
2:48,252,BYU Offensive Rebound.,57,81
2:42,252,Davin Guinn missed Three Point Jumper.,57,81
2:42,252,Jamal Aytes Offensive Rebound.,57,81
2:34,252,Yoeli Childs Turnover.,57,81
2:34,252,Foul on Elijah Bryant.,57,81
2:34,324,Artur Labinowicz missed Free Throw.,57,81
2:34,324,Coastal Carolina Deadball Team Rebound.,57,81
2:28,324,Josh Coleman missed Jumper.,57,81
2:28,324,Coastal Carolina Offensive Rebound.,57,81
2:15,324,Jaylan Robertson missed Jumper.,57,81
2:15,252,Zach Frampton Defensive Rebound.,57,81
1:59,252,Jamal Aytes missed Jumper.,57,81
1:59,324,Josh Coleman Defensive Rebound.,57,81
1:49,324,Artur Labinowicz Turnover.,57,81
1:33,252,Davin Guinn Turnover.,57,81
1:32,324,Jaylan Robertson Steal.,57,81
1:28,324,Jaylan Robertson made Layup.,59,81
1:21,252,Colby Leifson missed Three Point Jumper.,59,81
1:21,324,Josh Coleman Defensive Rebound.,59,81
1:09,324,Jaylan Robertson missed Jumper.,59,81
1:09,252,Braiden Shaw Defensive Rebound.,59,81
0:53,324,Foul on Michel Enanga.,59,81
0:53,252,Colby Leifson missed Jumper.,59,81
0:53,324,Elijah Wilson Defensive Rebound.,59,81
0:53,324,Elijah Wilson made Three Point Jumper.,62,81
0:53,252,Payton Dastrup missed Jumper.,62,81
0:53,252,BYU Offensive Rebound.,62,81
0:27,252,Payton Dastrup missed Three Point Jumper.,62,81
0:27,324,Coastal Carolina Defensive Rebound.,62,81
0:14,324,Elijah Wilson made Three Point Jumper. Assisted by Jaylan Robertson.,65,81
0:00,252,End of Game,65,81
