Saint Peter's,2230,Fordham,2612
0:20,2612,Quadir Welton Defensive Rebound.,17,33
0:02,2612,Nnamdi Enechionyia made Three Point Jumper. Assisted by Trevis Wyche.,20,33
0:00,2230,End of 1st half,20,33
19:32,2230,Joseph Chartouny missed Three Point Jumper.,20,33
19:32,2612,Nnamdi Enechionyia Defensive Rebound.,20,33
19:22,2230,Foul on Javontae Hawkins.,20,33
19:22,2612,Quadir Welton missed Free Throw.,20,33
19:22,2612,Saint Peter's Deadball Team Rebound.,20,33
19:22,2612,Quadir Welton missed Free Throw.,20,33
19:22,2230,Javontae Hawkins Defensive Rebound.,20,33
19:11,2230,Prokop Slanina made Jumper.,20,35
18:57,2612,Nnamdi Enechionyia missed Three Point Jumper.,20,35
18:57,2230,Joseph Chartouny Defensive Rebound.,20,35
18:42,2230,Prokop Slanina missed Jumper.,20,35
18:42,2612,Quadir Welton Block.,20,35
18:40,2612,Trevis Wyche Defensive Rebound.,20,35
18:29,2230,Foul on Prokop Slanina.,20,35
18:19,2612,Chazz Patterson Turnover.,20,35
17:51,2230,Joseph Chartouny made Layup. Assisted by Antwoine Anderson.,20,37
17:35,2612,Quadir Welton missed Layup.,20,37
17:35,2230,Javontae Hawkins Block.,20,37
17:34,2230,David Pekarek Defensive Rebound.,20,37
17:30,2230,Javontae Hawkins missed Three Point Jumper.,20,37
17:30,2612,Chazz Patterson Defensive Rebound.,20,37
17:21,2230,Foul on Joseph Chartouny.,20,37
17:03,2612,Antwon Portley Turnover.,20,37
17:03,2230,Joseph Chartouny Steal.,20,37
16:59,2230,Joseph Chartouny made Layup.,20,39
16:58,2612,Saint Peter's  Timeout,20,39
16:58,2230,Official TV Timeout,20,39
16:47,2612,Trevis Wyche Turnover.,20,39
16:46,2230,Joseph Chartouny Steal.,20,39
16:44,2230,Joseph Chartouny Turnover.,20,39
16:43,2612,Antwon Portley Steal.,20,39
16:40,2612,Antwon Portley Turnover.,20,39
16:31,2230,Javontae Hawkins missed Layup.,20,39
16:31,2612,Quadir Welton Block.,20,39
16:27,2230,Javontae Hawkins Offensive Rebound.,20,39
16:24,2230,Javontae Hawkins made Layup.,20,41
16:07,2612,Chazz Patterson Turnover.,20,41
16:06,2230,Antwoine Anderson Steal.,20,41
16:04,2230,Antwoine Anderson Turnover.,20,41
15:51,2612,Nick Griffin made Layup. Assisted by Quinn Taylor.,22,41
15:34,2612,Foul on Trevis Wyche.,22,41
15:34,2230,Official TV Timeout,22,41
15:34,2230,Joseph Chartouny made Free Throw.,22,42
15:34,2230,Joseph Chartouny made Free Throw.,22,43
15:10,2612,Quinn Taylor missed Layup.,22,43
15:10,2230,Javontae Hawkins Defensive Rebound.,22,43
14:54,2230,Javontae Hawkins made Layup.,22,45
14:29,2612,Nick Griffin missed Three Point Jumper.,22,45
14:29,2612,Saint Peter's Offensive Rebound.,22,45
14:22,2612,Trevis Wyche Turnover.,22,45
14:21,2230,Joseph Chartouny Steal.,22,45
14:02,2612,Foul on Trevis Wyche.,22,45
14:00,2230,Antwoine Anderson made Layup. Assisted by Joseph Chartouny.,22,47
14:00,2612,Foul on Cavon Baker.,22,47
14:00,2230,Antwoine Anderson made Free Throw.,22,48
13:58,2230,Foul on Will Tavares.,22,48
13:50,2612,Cavon Baker missed Layup.,22,48
13:50,2612,Quadir Welton Offensive Rebound.,22,48
13:48,2612,Quadir Welton made Layup.,24,48
13:42,2612,Foul on Cavon Baker.,24,48
13:36,2612,Foul on Quinn Taylor.,24,48
13:36,2230,Will Tavares made Free Throw.,24,49
13:36,2230,Will Tavares made Free Throw.,24,50
13:21,2612,Quinn Taylor missed Three Point Jumper.,24,50
13:21,2230,Prokop Slanina Defensive Rebound.,24,50
13:12,2612,Foul on Trevis Wyche.,24,50
13:12,2230,Javontae Hawkins made Free Throw.,24,51
13:12,2230,Javontae Hawkins made Free Throw.,24,52
12:54,2612,Nick Griffin Turnover.,24,52
12:52,2230,Jesse Bunting Steal.,24,52
12:47,2230,Antwoine Anderson missed Jumper.,24,52
12:47,2230,Jesse Bunting Offensive Rebound.,24,52
12:43,2230,Jesse Bunting made Dunk.,24,54
12:28,2612,Antwon Portley Turnover.,24,54
12:27,2230,Jesse Bunting Steal.,24,54
12:25,2230,Antwoine Anderson made Layup. Assisted by Jesse Bunting.,24,56
12:24,2612,Saint Peter's  Timeout,24,56
12:24,2230,Official TV Timeout,24,56
12:06,2612,Quinn Taylor made Layup. Assisted by Cavon Baker.,26,56
11:49,2230,Antwoine Anderson missed Jumper.,26,56
11:49,2612,Cavon Baker Defensive Rebound.,26,56
11:22,2612,Cavon Baker missed Three Point Jumper.,26,56
11:22,2230,David Pekarek Defensive Rebound.,26,56
11:07,2230,Javontae Hawkins missed Three Point Jumper.,26,56
11:07,2612,Quinn Taylor Defensive Rebound.,26,56
10:56,2230,Foul on Jesse Bunting.,26,56
10:51,2612,Sam Idowu Turnover.,26,56
10:51,2230,Antwoine Anderson Steal.,26,56
10:26,2230,Antwoine Anderson missed Jumper.,26,56
10:26,2612,Nick Griffin Defensive Rebound.,26,56
10:25,2230,Foul on Prokop Slanina.,26,56
10:13,2612,Nnamdi Enechionyia missed Layup.,26,56
10:13,2230,Fordham Deadball Team Rebound.,26,56
9:43,2230,Will Tavares Turnover.,26,56
9:43,2612,Nick Griffin Steal.,26,56
9:43,2612,Saint Peter's  Timeout,26,56
9:30,2612,Antwon Portley Turnover.,26,56
9:30,2230,Antwoine Anderson Steal.,26,56
9:20,2230,Prokop Slanina made Three Point Jumper. Assisted by Chuba Ohams.,26,59
9:01,2230,Foul on Will Tavares.,26,59
9:01,2612,Cavon Baker made Free Throw.,27,59
9:01,2612,Cavon Baker made Free Throw.,28,59
8:49,2230,David Pekarek Turnover.,28,59
8:49,2230,Foul on David Pekarek.,28,59
8:33,2230,Foul on Chuba Ohams.,28,59
8:33,2612,Nnamdi Enechionyia made Free Throw.,29,59
8:33,2612,Nnamdi Enechionyia made Free Throw.,30,59
8:15,2230,Will Tavares missed Three Point Jumper.,30,59
8:15,2612,Nnamdi Enechionyia Defensive Rebound.,30,59
8:02,2612,Quinn Taylor Turnover.,30,59
7:59,2230,Official TV Timeout,30,59
7:42,2230,David Pekarek made Layup. Assisted by Chuba Ohams.,30,61
7:28,2230,Foul on Chuba Ohams.,30,61
7:28,2612,Quinn Taylor missed Free Throw.,30,61
7:28,2612,Saint Peter's Deadball Team Rebound.,30,61
7:28,2612,Quinn Taylor missed Free Throw.,30,61
7:28,2230,Fordham Defensive Rebound.,30,61
6:59,2230,Chuba Ohams Turnover.,30,61
6:58,2612,Nick Griffin Steal.,30,61
6:54,2612,Cavon Baker missed Layup.,30,61
6:54,2612,Nick Griffin Offensive Rebound.,30,61
6:51,2612,Nick Griffin made Layup.,32,61
6:29,2230,David Pekarek missed Three Point Jumper.,32,61
6:29,2612,Nick Griffin Defensive Rebound.,32,61
6:19,2612,Quinn Taylor missed Layup.,32,61
6:19,2230,Jesse Bunting Block.,32,61
6:18,2230,Cavit Havsa Defensive Rebound.,32,61
6:07,2230,Will Tavares missed Layup.,32,61
6:07,2612,Sam Idowu Defensive Rebound.,32,61
6:02,2612,Nick Griffin missed Three Point Jumper.,32,61
6:02,2230,Jesse Bunting Defensive Rebound.,32,61
5:37,2612,Foul on Quinn Taylor.,32,61
5:37,2230,Jesse Bunting made Free Throw.,32,62
5:37,2230,Jesse Bunting made Free Throw.,32,63
5:25,2612,Cavon Baker Turnover.,32,63
4:54,2230,David Pekarek Turnover.,32,63
4:54,2612,Cavon Baker Steal.,32,63
4:54,2612,Cavon Baker Turnover.,32,63
4:36,2230,David Pekarek missed Three Point Jumper.,32,63
4:36,2230,Sinan Saglam Offensive Rebound.,32,63
4:11,2230,Cavit Havsa missed Three Point Jumper.,32,63
4:11,2612,Nnamdi Enechionyia Defensive Rebound.,32,63
3:53,2612,Mamadou Ndiaye Turnover.,32,63
3:53,2230,Official TV Timeout,32,63
3:28,2230,David Pekarek missed Three Point Jumper.,32,63
3:28,2612,Sam Idowu Defensive Rebound.,32,63
3:14,2612,Nnamdi Enechionyia Turnover.,32,63
3:11,2230,Will Tavares Steal.,32,63
3:11,2230,Will Tavares missed Layup.,32,63
3:11,2612,Cavon Baker Block.,32,63
3:11,2230,Fordham Offensive Rebound.,32,63
2:49,2230,Will Tavares missed Layup.,32,63
2:49,2612,Quinn Taylor Block.,32,63
2:47,2612,Mamadou Ndiaye Defensive Rebound.,32,63
2:43,2612,Mamadou Ndiaye Turnover.,32,63
2:36,2230,Will Tavares Steal.,32,63
2:35,2230,Will Tavares missed Layup.,32,63
2:35,2612,Mamadou Ndiaye Defensive Rebound.,32,63
2:31,2230,Foul on Chuba Ohams.,32,63
2:31,2612,Sam Idowu made Free Throw.,33,63
2:31,2612,Sam Idowu made Free Throw.,34,63
2:06,2230,Chuba Ohams missed Three Point Jumper.,34,63
2:06,2612,Cavon Baker Defensive Rebound.,34,63
1:55,2612,Cavon Baker missed Layup.,34,63
1:55,2230,Sinan Saglam Block.,34,63
1:54,2612,Mamadou Ndiaye Offensive Rebound.,34,63
1:51,2612,Mamadou Ndiaye made Layup.,36,63
1:33,2230,Sinan Saglam missed Three Point Jumper.,36,63
1:33,2612,Sam Idowu Defensive Rebound.,36,63
1:12,2230,Foul on Sinan Saglam.,36,63
1:12,2612,Mamadou Ndiaye made Free Throw.,37,63
1:10,2230,Fordham Defensive Rebound.,37,63
0:46,2230,Brenton Petty missed Three Point Jumper.,37,63
0:46,2612,Nnamdi Enechionyia Defensive Rebound.,37,63
0:33,2612,Mamadou Ndiaye made Layup.,39,63
0:14,2230,Thomas Sanchez missed Layup.,39,63
0:14,2612,Mamadou Ndiaye Defensive Rebound.,39,63
0:07,2612,Nnamdi Enechionyia missed Three Point Jumper.,39,63
0:07,2612,Mamadou Ndiaye Offensive Rebound.,39,63
0:02,2230,Foul on Chuba Ohams.,39,63
0:02,2612,Mamadou Ndiaye made Free Throw.,40,63
0:02,2612,Mamadou Ndiaye made Free Throw.,41,63
0:00,2230,End of Game,41,63
