Morehead State,339,Evansville,2413
4:55,2413,Soufiyane Diakite made Layup.,21,22
4:32,2413,Foul on Treshaad Williams.,21,22
4:32,339,Willie Wiley made Free Throw.,21,23
4:32,339,Willie Wiley made Free Throw.,21,24
4:14,2413,Xavier Moon made Layup.,23,24
3:55,339,Willie Wiley made Layup. Assisted by Jaylon Brown.,23,26
3:40,2413,Xavier Moon missed Three Point Jumper.,23,26
3:40,2413,Morehead St Offensive Rebound.,23,26
3:37,339,Official TV Timeout,23,26
3:12,2413,Xavier Moon made Layup.,25,26
2:49,339,Willie Wiley missed Jumper.,25,26
2:49,339,Willie Wiley Offensive Rebound.,25,26
2:44,339,Christian Benzon made Layup. Assisted by Willie Wiley.,25,28
2:33,2413,Malik Maitland made Jumper.,27,28
2:15,339,Ryan Taylor made Dunk.,27,30
1:51,2413,Malik Maitland missed Jumper.,27,30
1:51,339,Jaylon Brown Defensive Rebound.,27,30
1:43,339,Jaylon Brown missed Jumper.,27,30
1:43,2413,Ty'Quan Bitting Defensive Rebound.,27,30
1:40,339,Foul on Ryan Taylor.,27,30
1:40,339,Ryan Taylor Turnover.,27,30
1:40,2413,Ronnye Beamon missed Free Throw.,27,30
1:40,2413,Treshaad Williams Offensive Rebound.,27,30
1:38,2413,Treshaad Williams missed Jumper.,27,30
1:38,339,Christian Benzon Defensive Rebound.,27,30
1:31,339,Jaylon Brown made Layup. Assisted by Christian Benzon.,27,32
1:29,2413,Foul on Lamontray Harris.,27,32
1:29,339,Jaylon Brown made Free Throw.,27,33
0:59,2413,Treshaad Williams made Layup. Assisted by Lamontray Harris.,29,33
0:39,339,Willie Wiley Turnover.,29,33
0:37,2413,Malik Maitland Steal.,29,33
0:34,2413,Foul on Treshaad Williams.,29,33
0:34,2413,Treshaad Williams Turnover.,29,33
0:05,339,Jaylon Brown missed Three Point Jumper.,29,33
0:05,339,Willie Wiley Offensive Rebound.,29,33
0:01,339,Willie Wiley missed Jumper.,29,33
0:01,339,Christian Benzon Offensive Rebound.,29,33
0:00,339,End of 1st half,29,33
19:32,2413,Xavier Moon missed Jumper.,29,33
19:32,2413,Morehead St Offensive Rebound.,29,33
19:30,339,Foul on Christian Benzon.,29,33
19:09,2413,Miguel Dicent made Three Point Jumper. Assisted by Malik Maitland.,32,33
18:50,339,Duane Gibson Turnover.,32,33
18:20,2413,Treshaad Williams missed Layup.,32,33
18:20,339,Ryan Taylor Block.,32,33
18:18,2413,DeJuan Marrero Offensive Rebound.,32,33
18:18,339,Foul on Dalen Traore.,32,33
18:18,2413,DeJuan Marrero missed Free Throw.,32,33
18:18,2413,Morehead St Deadball Team Rebound.,32,33
18:18,2413,DeJuan Marrero missed Free Throw.,32,33
18:18,2413,Treshaad Williams Offensive Rebound.,32,33
18:08,2413,Xavier Moon made Three Point Jumper. Assisted by DeJuan Marrero.,35,33
17:45,339,Christian Benzon Turnover.,35,33
17:44,2413,DeJuan Marrero Steal.,35,33
17:41,2413,Miguel Dicent missed Layup.,35,33
17:41,339,Christian Benzon Defensive Rebound.,35,33
17:33,2413,Foul on DeJuan Marrero.,35,33
17:33,339,Duane Gibson made Free Throw.,35,34
17:33,339,Duane Gibson missed Free Throw.,35,34
17:33,339,Christian Benzon Offensive Rebound.,35,34
17:12,2413,Foul on Miguel Dicent.,35,34
17:09,339,Duane Gibson Turnover.,35,34
17:09,2413,Malik Maitland Steal.,35,34
17:07,339,Foul on Duane Gibson.,35,34
17:07,2413,Miguel Dicent missed Free Throw.,35,34
17:07,2413,Morehead St Deadball Team Rebound.,35,34
17:07,2413,Miguel Dicent made Free Throw.,36,34
16:39,339,Ryan Taylor Turnover.,36,34
16:36,2413,Miguel Dicent Steal.,36,34
16:34,2413,Ty'Quan Bitting missed Layup.,36,34
16:34,339,Dru Smith Defensive Rebound.,36,34
16:13,2413,Foul on Treshaad Williams.,36,34
16:08,2413,Foul on Malik Maitland.,36,34
15:47,339,Dru Smith made Layup.,36,36
15:25,2413,Foul on DeJuan Marrero.,36,36
15:25,2413,DeJuan Marrero Turnover.,36,36
15:25,339,Official TV Timeout,36,36
15:12,339,Jaylon Brown missed Jumper.,36,36
15:12,339,Jaylon Brown Offensive Rebound.,36,36
15:06,2413,Foul on Lamontray Harris.,36,36
14:54,339,Ryan Taylor made Jumper.,36,38
14:36,2413,Foul on Lamontray Harris.,36,38
14:36,2413,Lamontray Harris Turnover.,36,38
14:27,339,Dru Smith missed Layup.,36,38
14:27,2413,Miguel Dicent Defensive Rebound.,36,38
14:19,2413,Jordan Walker made Three Point Jumper. Assisted by Miguel Dicent.,39,38
13:46,339,Jaylon Brown Turnover.,39,38
13:34,339,Foul on Dalen Traore.,39,38
13:26,2413,Xavier Moon made Three Point Jumper. Assisted by Jordan Walker.,42,38
13:10,339,Jaylon Brown made Jumper.,42,40
13:10,2413,Foul on Lamontray Harris.,42,40
13:10,339,Jaylon Brown made Free Throw.,42,41
13:00,2413,Miguel Dicent missed Jumper.,42,41
13:00,2413,Soufiyane Diakite Offensive Rebound.,42,41
12:53,2413,Soufiyane Diakite made Jumper.,44,41
12:51,2413,Foul on Treshaad Williams.,44,41
12:51,339,Christian Benzon missed Free Throw.,44,41
12:51,2413,Miguel Dicent Defensive Rebound.,44,41
12:43,2413,Jordan Walker missed Jumper.,44,41
12:43,2413,Soufiyane Diakite Offensive Rebound.,44,41
12:39,339,Foul on Dru Smith.,44,41
12:39,2413,Soufiyane Diakite missed Free Throw.,44,41
12:39,2413,Morehead St Deadball Team Rebound.,44,41
12:39,2413,Soufiyane Diakite made Free Throw.,45,41
12:20,339,David Howard missed Jumper.,45,41
12:20,339,Christian Benzon Offensive Rebound.,45,41
12:16,339,David Howard made Layup. Assisted by Christian Benzon.,45,43
12:01,2413,Jordan Walker missed Jumper.,45,43
12:01,339,Ryan Taylor Defensive Rebound.,45,43
11:53,339,Ryan Taylor made Three Point Jumper.,45,46
11:33,2413,Foul on Miguel Dicent.,45,46
11:33,2413,Miguel Dicent Turnover.,45,46
11:33,339,Official TV Timeout,45,46
11:19,2413,Foul on Soufiyane Diakite.,45,46
11:19,339,David Howard missed Free Throw.,45,46
11:19,339,Evansville Deadball Team Rebound.,45,46
11:19,339,David Howard made Free Throw.,45,47
11:08,2413,Foul on Soufiyane Diakite.,45,47
11:08,339,Foul on Christian Benzon.,45,47
10:50,2413,Ty'Quan Bitting made Jumper. Assisted by Jordan Walker.,47,47
10:25,339,David Howard made Layup. Assisted by Jaylon Brown.,47,49
9:57,2413,Jordan Walker missed Jumper.,47,49
9:57,339,Ryan Taylor Block.,47,49
9:57,339,Jaylon Brown Defensive Rebound.,47,49
9:42,339,David Howard made Layup. Assisted by Christian Benzon.,47,51
9:25,2413,Xavier Moon missed Three Point Jumper.,47,51
9:25,339,David Howard Defensive Rebound.,47,51
9:01,339,Ryan Taylor made Three Point Jumper. Assisted by Duane Gibson.,47,54
8:41,339,Foul on Duane Gibson.,47,54
8:41,2413,Ronnye Beamon made Free Throw.,48,54
8:41,2413,Ronnye Beamon made Free Throw.,49,54
8:22,339,Jaylon Brown made Jumper.,49,56
8:02,2413,Djimon Henson missed Jumper.,49,56
8:02,339,Dru Smith Defensive Rebound.,49,56
7:38,339,Jaylon Brown Turnover.,49,56
7:38,339,Official TV Timeout,49,56
7:23,339,Foul on Ryan Taylor.,49,56
7:23,2413,Malik Maitland missed Free Throw.,49,56
7:23,2413,Morehead St Deadball Team Rebound.,49,56
7:23,2413,Malik Maitland made Free Throw.,50,56
7:03,339,Ryan Taylor missed Three Point Jumper.,50,56
7:03,2413,Djimon Henson Defensive Rebound.,50,56
6:50,2413,Malik Maitland missed Jumper.,50,56
6:50,339,Christian Benzon Block.,50,56
6:50,339,Evansville Defensive Rebound.,50,56
6:22,339,Jaylon Brown made Layup.,50,58
6:00,2413,Xavier Moon made Jumper.,52,58
5:39,2413,Foul on Ty'Quan Bitting.,52,58
5:39,339,Dalen Traore missed Free Throw.,52,58
5:39,339,Evansville Deadball Team Rebound.,52,58
5:39,339,Dalen Traore missed Free Throw.,52,58
5:39,2413,DeJuan Marrero Defensive Rebound.,52,58
5:27,2413,Djimon Henson missed Layup.,52,58
5:27,2413,DeJuan Marrero Offensive Rebound.,52,58
5:23,2413,Jordan Walker missed Three Point Jumper.,52,58
5:23,339,Dalen Traore Defensive Rebound.,52,58
5:12,339,Jaylon Brown made Layup.,52,60
5:05,2413,Djimon Henson missed Jumper.,52,60
5:05,339,Dru Smith Defensive Rebound.,52,60
4:41,2413,Foul on Jordan Walker.,52,60
4:41,339,Dalen Traore missed Free Throw.,52,60
4:41,339,Evansville Deadball Team Rebound.,52,60
4:41,339,Dalen Traore made Free Throw.,52,61
4:33,339,Foul on Jaylon Brown.,52,61
4:33,2413,Xavier Moon made Free Throw.,53,61
4:33,2413,Xavier Moon made Free Throw.,54,61
4:15,339,Dalen Traore made Layup.,54,63
4:15,2413,Foul on Keion Alexander.,54,63
4:15,339,Dalen Traore missed Free Throw.,54,63
4:15,339,Dalen Traore Offensive Rebound.,54,63
3:53,339,Jaylon Brown made Jumper.,54,65
3:27,2413,Jordan Walker missed Jumper.,54,65
3:27,2413,Jordan Walker Offensive Rebound.,54,65
3:18,339,Official TV Timeout,54,65
2:50,2413,Morehead St  Turnover.,54,65
2:25,339,Jaylon Brown made Layup.,54,67
2:07,2413,Miguel Dicent made Jumper. Assisted by Xavier Moon.,56,67
1:41,339,Jaylon Brown made Jumper.,56,69
1:22,2413,Treshaad Williams Turnover.,56,69
1:20,339,Christian Benzon Steal.,56,69
0:53,2413,Foul on Lamontray Harris.,56,69
0:53,339,Christian Benzon missed Free Throw.,56,69
0:53,339,Evansville Deadball Team Rebound.,56,69
0:53,339,Christian Benzon missed Free Throw.,56,69
0:53,2413,Miguel Dicent Defensive Rebound.,56,69
0:25,2413,Xavier Moon missed Three Point Jumper.,56,69
0:25,339,Christian Benzon Defensive Rebound.,56,69
0:00,339,End of Game,56,69
