Northern Kentucky,48,Delaware,94
6:32,94,Carson Williams missed Free Throw.,14,15
6:32,48,Skye Johnson Defensive Rebound.,14,15
6:22,48,Foul on Skye Johnson.,14,15
6:22,48,Skye Johnson Turnover.,14,15
6:01,94,Cole Murray missed Three Point Jumper.,14,15
6:01,94,Drew McDonald Offensive Rebound.,14,15
5:44,94,Lavone Holland II made Layup. Assisted by Drew McDonald.,16,15
5:18,48,Anthony Mosley missed Jumper.,16,15
5:18,94,Drew McDonald Defensive Rebound.,16,15
5:14,48,Foul on Barnett Harris.,16,15
5:14,94,Drew McDonald missed Free Throw.,16,15
5:14,48,Cazmon Hayes Defensive Rebound.,16,15
4:52,48,Devonne Pinkard missed Jumper.,16,15
4:52,94,Lavone Holland II Defensive Rebound.,16,15
4:45,48,Foul on Devonne Pinkard.,16,15
4:45,94,Drew McDonald made Free Throw.,17,15
4:45,94,Drew McDonald made Free Throw.,18,15
4:39,48,Cazmon Hayes Turnover.,18,15
4:18,94,Lavone Holland II missed Jumper.,18,15
4:18,48,Ryan Daly Defensive Rebound.,18,15
4:10,48,Darian Bryant made Layup.,18,17
3:46,94,Cole Murray missed Three Point Jumper.,18,17
3:46,94,Jordan Garnett Offensive Rebound.,18,17
3:33,94,Jordan Garnett missed Layup.,18,17
3:33,48,Chivarsky Corbett Defensive Rebound.,18,17
3:14,94,Foul on Jordan Garnett.,18,17
3:14,48,Official TV Timeout,18,17
3:14,48,Cazmon Hayes made Free Throw.,18,18
3:14,48,Cazmon Hayes made Free Throw.,18,19
2:49,94,Blake Spellman missed Three Point Jumper.,18,19
2:49,94,Carson Williams Offensive Rebound.,18,19
2:45,94,Carson Williams made Jumper.,20,19
2:22,48,Ryan Daly missed Three Point Jumper.,20,19
2:22,94,Carson Williams Defensive Rebound.,20,19
2:01,94,Lavone Holland II missed Three Point Jumper.,20,19
2:01,48,Ryan Daly Defensive Rebound.,20,19
1:53,48,Cazmon Hayes made Layup. Assisted by Ryan Daly.,20,21
1:33,94,Dantez Walton missed Layup.,20,21
1:33,48,Ryan Daly Defensive Rebound.,20,21
1:20,48,Delaware  Timeout,20,21
1:07,48,Chivarsky Corbett missed Three Point Jumper.,20,21
1:07,94,Brandon Maxwell Defensive Rebound.,20,21
0:57,94,Drew McDonald missed Jumper.,20,21
0:57,48,Anthony Mosley Defensive Rebound.,20,21
0:52,48,Chivarsky Corbett Turnover.,20,21
0:51,94,Northern Kentucky  Timeout,20,21
0:40,94,Brandon Maxwell missed Jumper.,20,21
0:40,48,Chivarsky Corbett Defensive Rebound.,20,21
0:06,48,Cazmon Hayes missed Three Point Jumper.,20,21
0:06,94,Drew McDonald Defensive Rebound.,20,21
0:00,48,End of 1st half,20,21
19:47,48,Eric Carter Turnover.,20,21
19:46,94,Lavone Holland II Steal.,20,21
19:40,94,Lavone Holland II made Layup. Assisted by Jalen Tate.,22,21
19:20,48,Cazmon Hayes missed Layup.,22,21
19:20,48,Eric Carter Block.,22,21
19:20,94,Northern Kentucky Defensive Rebound.,22,21
19:01,94,Carson Williams made Layup.,24,21
18:43,48,Chivarsky Corbett missed Three Point Jumper.,24,21
18:43,94,Drew McDonald Defensive Rebound.,24,21
18:23,94,Lavone Holland II missed Three Point Jumper.,24,21
18:23,94,Carson Williams Offensive Rebound.,24,21
18:16,94,Jalen Tate missed Three Point Jumper.,24,21
18:16,48,Delaware Defensive Rebound.,24,21
18:13,94,Foul on Jeff Garrett.,24,21
17:54,48,Eric Carter Turnover.,24,21
17:39,94,Lavone Holland II made Layup.,26,21
17:32,48,Delaware  Timeout,26,21
17:18,48,Cazmon Hayes missed Layup.,26,21
17:18,94,Drew McDonald Defensive Rebound.,26,21
17:08,94,Drew McDonald made Three Point Jumper. Assisted by Jordan Garnett.,29,21
16:52,94,Foul on Carson Williams.,29,21
16:52,48,Ryan Daly made Free Throw.,29,22
16:52,48,Ryan Daly missed Free Throw.,29,22
16:52,94,Carson Williams Defensive Rebound.,29,22
16:36,48,Foul on Skye Johnson.,29,22
16:36,94,Carson Williams made Free Throw.,30,22
16:36,94,Carson Williams made Free Throw.,31,22
16:26,48,Ryan Daly missed Jumper.,31,22
16:26,94,Drew McDonald Defensive Rebound.,31,22
16:17,94,Drew McDonald made Three Point Jumper. Assisted by Lavone Holland II.,34,22
15:48,94,Foul on Drew McDonald.,34,22
15:48,48,Official TV Timeout,34,22
15:48,48,Ryan Daly made Free Throw.,34,23
15:48,48,Ryan Daly made Free Throw.,34,24
15:23,94,Jordan Garnett missed Jumper.,34,24
15:23,48,Chivarsky Corbett Block.,34,24
15:21,94,Jordan Garnett Offensive Rebound.,34,24
15:17,94,Jordan Garnett made Jumper.,36,24
15:11,94,Foul on Blake Spellman.,36,24
14:58,48,Chivarsky Corbett made Three Point Jumper. Assisted by Eric Carter.,36,27
14:39,94,Cole Murray made Three Point Jumper. Assisted by Lavone Holland II.,39,27
14:24,48,Eric Carter made Layup. Assisted by Cazmon Hayes.,39,29
13:53,94,Jalen Tate missed Three Point Jumper.,39,29
13:53,48,Cazmon Hayes Defensive Rebound.,39,29
13:39,94,Foul on Jalen Tate.,39,29
13:31,48,Chivarsky Corbett missed Jumper.,39,29
13:31,94,Cole Murray Defensive Rebound.,39,29
13:13,94,Brandon Maxwell missed Three Point Jumper.,39,29
13:13,48,Chivarsky Corbett Defensive Rebound.,39,29
13:04,94,Foul on Cole Murray.,39,29
12:52,94,Foul on Drew McDonald.,39,29
12:52,48,Eric Carter missed Free Throw.,39,29
12:52,48,Delaware Deadball Team Rebound.,39,29
12:52,48,Eric Carter made Free Throw.,39,30
12:43,94,Lavone Holland II Turnover.,39,30
12:34,48,Ryan Daly made Three Point Jumper. Assisted by Cazmon Hayes.,39,33
12:23,94,Lavone Holland II Turnover.,39,33
12:22,48,Anthony Mosley Steal.,39,33
12:21,48,Cazmon Hayes made Layup. Assisted by Anthony Mosley.,39,35
12:17,94,Northern Kentucky  Timeout,39,35
12:17,48,Official TV Timeout,39,35
11:50,94,Lavone Holland II missed Three Point Jumper.,39,35
11:50,48,Cazmon Hayes Defensive Rebound.,39,35
11:28,48,Cazmon Hayes missed Three Point Jumper.,39,35
11:28,94,Brandon Maxwell Defensive Rebound.,39,35
10:59,94,Carson Williams made Layup. Assisted by Lavone Holland II.,41,35
10:48,48,Darian Bryant Turnover.,41,35
10:47,94,Lavone Holland II Steal.,41,35
10:34,94,Jalen Tate Turnover.,41,35
10:33,48,Anthony Mosley Steal.,41,35
10:32,48,Anthony Mosley made Layup.,41,37
10:32,94,Foul on Jalen Tate.,41,37
10:32,48,Anthony Mosley missed Free Throw.,41,37
10:32,48,Ryan Daly Offensive Rebound.,41,37
10:28,94,Foul on Cole Murray.,41,37
10:28,48,Ryan Daly made Free Throw.,41,38
10:28,48,Ryan Daly missed Free Throw.,41,38
10:28,48,Anthony Mosley Offensive Rebound.,41,38
10:25,48,Anthony Mosley missed Layup.,41,38
10:25,48,Ryan Daly Offensive Rebound.,41,38
10:15,48,Anthony Mosley missed Layup.,41,38
10:15,48,Barnett Harris Offensive Rebound.,41,38
10:13,48,Barnett Harris missed Jumper.,41,38
10:13,94,Drew McDonald Defensive Rebound.,41,38
10:11,48,Foul on Barnett Harris.,41,38
10:04,94,Cole Murray made Three Point Jumper. Assisted by Jeff Garrett.,44,38
9:47,48,Cazmon Hayes Turnover.,44,38
9:47,94,Lavone Holland II Steal.,44,38
9:47,94,Northern Kentucky  Timeout,44,38
9:31,94,Lavone Holland II made Three Point Jumper. Assisted by Jalen Tate.,47,38
9:12,48,Anthony Mosley made Layup.,47,40
8:57,94,Jeff Garrett missed Three Point Jumper.,47,40
8:57,94,Drew McDonald Offensive Rebound.,47,40
8:53,94,Drew McDonald made Layup.,49,40
8:40,94,Foul on Jalen Tate.,49,40
8:40,48,Cazmon Hayes made Free Throw.,49,41
8:40,48,Cazmon Hayes made Free Throw.,49,42
8:28,94,Drew McDonald made Layup. Assisted by Jalen Tate.,51,42
8:06,48,Ryan Daly made Jumper.,51,44
7:51,94,Jalen Tate made Layup.,53,44
7:51,48,Foul on Chivarsky Corbett.,53,44
7:51,48,Official TV Timeout,53,44
7:51,94,Jalen Tate missed Free Throw.,53,44
7:51,48,Chivarsky Corbett Defensive Rebound.,53,44
7:40,48,Chivarsky Corbett Turnover.,53,44
7:28,94,Drew McDonald missed Three Point Jumper.,53,44
7:28,48,Chivarsky Corbett Defensive Rebound.,53,44
7:15,48,Eric Carter missed Jumper.,53,44
7:15,94,Drew McDonald Defensive Rebound.,53,44
6:46,94,Drew McDonald missed Jumper.,53,44
6:46,48,Darian Bryant Defensive Rebound.,53,44
6:37,48,Cazmon Hayes missed Jumper.,53,44
6:37,94,Cole Murray Defensive Rebound.,53,44
6:15,48,Foul on Eric Carter.,53,44
6:15,94,Drew McDonald made Free Throw.,54,44
6:15,94,Drew McDonald made Free Throw.,55,44
6:03,48,Darian Bryant missed Layup.,55,44
6:03,94,Jalen Tate Defensive Rebound.,55,44
5:52,94,Lavone Holland II missed Layup.,55,44
5:52,48,Anthony Mosley Block.,55,44
5:49,48,Anthony Mosley Defensive Rebound.,55,44
5:47,48,Ryan Daly missed Three Point Jumper.,55,44
5:47,94,Jeff Garrett Defensive Rebound.,55,44
5:35,94,Jeff Garrett made Jumper.,57,44
5:19,48,Cazmon Hayes missed Layup.,57,44
5:19,94,Jeff Garrett Defensive Rebound.,57,44
4:51,94,Drew McDonald made Layup.,59,44
4:51,48,Foul on Chivarsky Corbett.,59,44
4:51,94,Drew McDonald missed Free Throw.,59,44
4:51,48,Cazmon Hayes Defensive Rebound.,59,44
4:39,94,Foul on Cole Murray.,59,44
4:39,48,Anthony Mosley missed Free Throw.,59,44
4:39,48,Delaware Deadball Team Rebound.,59,44
4:39,48,Anthony Mosley made Free Throw.,59,45
4:39,48,Foul on Anthony Mosley.,59,45
4:37,48,Foul on Darian Bryant.,59,45
4:37,94,Jordan Garnett made Free Throw.,60,45
4:37,94,Jordan Garnett made Free Throw.,61,45
4:26,48,Cazmon Hayes missed Layup.,61,45
4:26,94,Jalen Tate Block.,61,45
4:26,48,Cazmon Hayes Offensive Rebound.,61,45
4:22,48,Cazmon Hayes made Layup.,61,47
4:21,48,Official TV Timeout,61,47
4:21,48,Delaware  Timeout,61,47
4:18,48,Foul on Darian Bryant.,61,47
4:18,94,Drew McDonald made Free Throw.,62,47
4:18,94,Drew McDonald made Free Throw.,63,47
4:09,48,Darian Bryant missed Three Point Jumper.,63,47
4:09,94,Jeff Garrett Block.,63,47
4:08,94,Lavone Holland II Defensive Rebound.,63,47
3:59,94,Jalen Tate Turnover.,63,47
3:53,48,Cazmon Hayes missed Jumper.,63,47
3:52,94,Jalen Tate Defensive Rebound.,63,47
3:52,48,Eric Carter Block.,63,47
3:50,94,Jalen Tate missed Free Throw.,63,47
3:50,48,Foul on Ryan Daly.,63,47
3:50,48,Cazmon Hayes Defensive Rebound.,63,47
3:45,48,Foul on Darian Bryant.,63,47
3:45,48,Darian Bryant Turnover.,63,47
3:45,48,Technical Foul on Delaware.,63,47
3:45,48,Foul on Delaware.,63,47
3:45,94,Drew McDonald made Free Throw.,64,47
3:45,94,Drew McDonald made Free Throw.,65,47
3:22,48,Foul on Curtis Lochner.,65,47
3:22,94,Drew McDonald made Free Throw.,66,47
3:22,94,Drew McDonald made Free Throw.,67,47
3:08,48,Curtis Lochner missed Three Point Jumper.,67,47
3:08,48,Delaware Offensive Rebound.,67,47
3:07,94,Foul on Brennan Gillis.,67,47
3:07,48,Barnett Harris made Free Throw.,67,48
3:07,48,Barnett Harris made Free Throw.,67,49
2:54,94,Brandon Maxwell missed Three Point Jumper.,67,49
2:54,48,Barnett Harris Defensive Rebound.,67,49
2:33,48,Ryan Daly made Jumper.,67,51
2:09,94,Blake Spellman made Three Point Jumper.,70,51
2:00,48,Ryan Daly made Layup.,70,53
1:41,94,Cole Murray made Three Point Jumper. Assisted by Jeff Garrett.,73,53
1:39,94,Northern Kentucky  Timeout,73,53
1:31,48,Ryan Daly missed Layup.,73,53
1:31,48,Barnett Harris Offensive Rebound.,73,53
1:28,48,Barnett Harris missed Jumper.,73,53
1:28,94,Brennan Gillis Defensive Rebound.,73,53
1:25,48,Foul on Ryan Daly.,73,53
1:25,94,Brennan Gillis missed Free Throw.,73,53
1:25,94,Northern Kentucky Deadball Team Rebound.,73,53
1:25,94,Brennan Gillis made Free Throw.,74,53
1:10,48,Foul on Barnett Harris.,74,53
1:10,48,Barnett Harris Turnover.,74,53
0:56,94,Mason Faulkner missed Three Point Jumper.,74,53
0:56,48,Ryan Daly Defensive Rebound.,74,53
0:48,48,Jacob Cushing missed Three Point Jumper.,74,53
0:48,94,Mason Faulkner Defensive Rebound.,74,53
0:24,94,Mason Faulkner missed Three Point Jumper.,74,53
0:24,94,Jordan Garnett Offensive Rebound.,74,53
0:00,48,End of Game,74,53
