UIC,94,Northern Kentucky,82
7:07,94,Drew McDonald missed Jumper.,8,32
7:07,82,Jacob Wiley Defensive Rebound.,8,32
6:45,82,Dominique Matthews missed Jumper.,8,32
6:45,94,Drew McDonald Defensive Rebound.,8,32
6:39,94,Tyler Sharpe missed Three Point Jumper.,8,32
6:39,82,Jacob Wiley Defensive Rebound.,8,32
6:26,82,Godwin Boahen Turnover.,8,32
6:25,94,Tyler Sharpe Steal.,8,32
6:17,94,Lavone Holland II made Three Point Jumper. Assisted by Carson Williams.,8,35
5:59,82,Godwin Boahen made Jumper.,10,35
5:49,94,Jalen Tate missed Layup.,10,35
5:49,82,UIC Defensive Rebound.,10,35
5:33,82,Dominique Matthews missed Three Point Jumper.,10,35
5:33,94,Drew McDonald Defensive Rebound.,10,35
5:24,82,Foul on Dominique Matthews.,10,35
5:19,94,Drew McDonald made Jumper. Assisted by Jalen Tate.,10,37
5:07,94,Foul on Drew McDonald.,10,37
5:07,82,Tai Odiase missed Free Throw.,10,37
5:07,94,Drew McDonald Defensive Rebound.,10,37
4:50,94,Lavone Holland II made Three Point Jumper. Assisted by Drew McDonald.,10,40
4:33,82,Jacob Wiley missed Three Point Jumper.,10,40
4:33,94,Lavone Holland II Defensive Rebound.,10,40
4:25,94,Tyler Sharpe missed Three Point Jumper.,10,40
4:25,94,Jalen Tate Offensive Rebound.,10,40
4:19,94,Drew McDonald made Three Point Jumper. Assisted by Jalen Tate.,10,43
4:13,82,UIC  Timeout,10,43
4:13,94,Official TV Timeout,10,43
3:59,82,Marcus Ottey Turnover.,10,43
3:47,94,Drew McDonald missed Three Point Jumper.,10,43
3:47,82,Godwin Boahen Defensive Rebound.,10,43
3:32,82,Jacob Wiley missed Layup.,10,43
3:32,82,Tai Odiase Offensive Rebound.,10,43
3:27,82,Tai Odiase Turnover.,10,43
3:26,94,Jalen Tate Steal.,10,43
3:16,94,Lavone Holland II missed Jumper.,10,43
3:16,82,Marcus Ottey Defensive Rebound.,10,43
3:11,82,Marcus Ottey made Layup.,12,43
2:54,94,Tyler Sharpe missed Layup.,12,43
2:54,94,Jeff Garrett Offensive Rebound.,12,43
2:50,94,Jeff Garrett made Dunk.,12,45
2:39,82,Marcus Ottey missed Jumper.,12,45
2:39,94,Jalen Tate Defensive Rebound.,12,45
2:14,94,Jeff Garrett made Layup. Assisted by Mason Faulkner.,12,47
1:48,82,Marcus Ottey missed Layup.,12,47
1:48,82,Jordan Blount Offensive Rebound.,12,47
1:46,82,Jordan Blount missed Two Point Tip Shot.,12,47
1:46,94,Lavone Holland II Defensive Rebound.,12,47
1:42,94,Lavone Holland II Turnover.,12,47
1:30,82,Dikembe Dixson made Jumper.,14,47
1:24,94,Northern Kentucky  Timeout,14,47
1:22,94,Mason Faulkner missed Three Point Jumper.,14,47
1:22,82,Marcus Ottey Defensive Rebound.,14,47
1:01,82,Dikembe Dixson missed Three Point Jumper.,14,47
1:01,94,Carson Williams Defensive Rebound.,14,47
0:34,94,Mason Faulkner Turnover.,14,47
0:33,82,Godwin Boahen Steal.,14,47
0:31,82,Marcus Ottey made Layup. Assisted by Dikembe Dixson.,16,47
0:00,94,Drew McDonald made Jumper. Assisted by Jalen Tate.,16,49
0:00,94,End of 1st half,16,49
19:45,94,Drew McDonald missed Jumper.,16,49
19:45,94,Drew McDonald Offensive Rebound.,16,49
19:36,94,Drew McDonald missed Jumper.,16,49
19:36,82,Tai Odiase Defensive Rebound.,16,49
19:29,82,Jordan Blount made Three Point Jumper. Assisted by Godwin Boahen.,19,49
19:14,82,Foul on Tai Odiase.,19,49
19:14,94,Jalen Tate made Free Throw.,19,50
19:14,94,Jalen Tate made Free Throw.,19,51
18:59,94,Foul on Lavone Holland II.,19,51
18:59,82,Marcus Ottey made Free Throw.,20,51
18:59,82,Marcus Ottey made Free Throw.,21,51
18:35,82,Foul on Jordan Blount.,21,51
18:31,82,Foul on Jordan Blount.,21,51
18:31,94,Drew McDonald made Free Throw.,21,52
18:31,94,Drew McDonald made Free Throw.,21,53
18:12,82,Godwin Boahen Turnover.,21,53
18:09,94,Carson Williams Steal.,21,53
18:04,94,Drew McDonald missed Layup.,21,53
18:04,82,Tai Odiase Block.,21,53
18:03,94,Drew McDonald Offensive Rebound.,21,53
18:01,94,Jordan Garnett made Layup. Assisted by Drew McDonald.,21,55
17:57,82,Marcus Ottey Turnover.,21,55
17:49,94,Carson Williams missed Layup.,21,55
17:49,94,Carson Williams Offensive Rebound.,21,55
17:34,94,Foul on Lavone Holland II.,21,55
17:34,94,Lavone Holland II Turnover.,21,55
17:26,82,Jordan Blount made Layup.,23,55
17:26,94,Foul on Carson Williams.,23,55
17:26,82,Jordan Blount missed Free Throw.,23,55
17:26,94,Jalen Tate Defensive Rebound.,23,55
17:23,82,Foul on Godwin Boahen.,23,55
17:03,94,Carson Williams made Dunk. Assisted by Jalen Tate.,23,57
16:45,82,Dikembe Dixson missed Jumper.,23,57
16:45,82,Dikembe Dixson Offensive Rebound.,23,57
16:42,82,Dikembe Dixson Turnover.,23,57
16:40,94,Jordan Garnett Steal.,23,57
16:34,94,Jordan Garnett missed Jumper.,23,57
16:34,82,Godwin Boahen Defensive Rebound.,23,57
16:28,82,Foul on Marcus Ottey.,23,57
16:28,82,Marcus Ottey Turnover.,23,57
16:14,94,Jalen Tate missed Layup.,23,57
16:14,82,Jordan Blount Defensive Rebound.,23,57
16:10,82,Jordan Blount Turnover.,23,57
16:09,94,Mason Faulkner Steal.,23,57
16:05,94,Mason Faulkner Turnover.,23,57
16:04,82,Godwin Boahen Steal.,23,57
15:48,94,Foul on Carson Williams.,23,57
15:48,82,Godwin Boahen missed Free Throw.,23,57
15:48,82,UIC Deadball Team Rebound.,23,57
15:48,82,Godwin Boahen missed Free Throw.,23,57
15:48,94,Carson Williams Defensive Rebound.,23,57
15:33,94,Mason Faulkner made Three Point Jumper. Assisted by Carson Williams.,23,60
15:10,82,Godwin Boahen missed Jumper.,23,60
15:10,94,Mason Faulkner Defensive Rebound.,23,60
14:54,94,Jeff Garrett missed Jumper.,23,60
14:54,82,Michael Diggins Defensive Rebound.,23,60
14:44,82,Tai Odiase missed Jumper.,23,60
14:44,94,Jordan Garnett Defensive Rebound.,23,60
14:16,94,Jalen Tate missed Jumper.,23,60
14:16,82,Tai Odiase Defensive Rebound.,23,60
14:09,82,Michael Diggins missed Three Point Jumper.,23,60
14:09,94,Jeff Garrett Defensive Rebound.,23,60
13:49,94,Jordan Garnett made Dunk.,23,62
13:33,82,Jordan Blount missed Three Point Jumper.,23,62
13:33,94,Northern Kentucky Defensive Rebound.,23,62
13:16,82,Foul on Jacob Wiley.,23,62
13:16,94,Jordan Garnett made Free Throw.,23,63
13:16,94,Jordan Garnett missed Free Throw.,23,63
13:16,82,Jacob Wiley Defensive Rebound.,23,63
13:08,94,Foul on Dantez Walton.,23,63
12:59,82,Michael Diggins made Dunk. Assisted by Jacob Wiley.,25,63
12:39,94,Jeff Garrett made Layup. Assisted by Jordan Garnett.,25,65
12:39,82,Foul on Jacob Wiley.,25,65
12:39,94,Jeff Garrett made Free Throw.,25,66
12:22,82,Tai Odiase made Jumper.,27,66
12:08,94,Lavone Holland II missed Three Point Jumper.,27,66
12:08,82,Dominique Matthews Defensive Rebound.,27,66
11:58,82,Marcus Ottey Turnover.,27,66
11:58,94,Official TV Timeout,27,66
11:33,94,Mason Faulkner Turnover.,27,66
11:33,82,Michael Diggins Steal.,27,66
11:12,82,Godwin Boahen missed Jumper.,27,66
11:12,82,Jordan Blount Offensive Rebound.,27,66
11:06,82,Jordan Blount Turnover.,27,66
11:05,94,Tyler Sharpe Steal.,27,66
11:04,94,Tyler Sharpe Turnover.,27,66
11:02,82,Jacob Wiley Steal.,27,66
11:01,82,Jacob Wiley missed Layup.,27,66
11:01,82,Jordan Blount Offensive Rebound.,27,66
10:58,82,Jordan Blount made Layup.,29,66
10:30,94,Jeff Garrett missed Layup.,29,66
10:30,82,Godwin Boahen Defensive Rebound.,29,66
10:18,94,Foul on Tre Cobbs.,29,66
10:11,82,Godwin Boahen made Layup.,31,66
9:55,82,Foul on Godwin Boahen.,31,66
9:55,94,Dantez Walton made Free Throw.,31,67
9:55,94,Dantez Walton missed Free Throw.,31,67
9:55,82,Michael Diggins Defensive Rebound.,31,67
9:52,82,Jacob Wiley made Layup. Assisted by Godwin Boahen.,33,67
9:35,94,Carson Williams Turnover.,33,67
9:34,82,Jordan Blount Steal.,33,67
9:31,82,Dikembe Dixson Turnover.,33,67
9:09,94,Mason Faulkner Turnover.,33,67
9:08,82,Godwin Boahen Steal.,33,67
9:01,82,Godwin Boahen Turnover.,33,67
9:00,94,Dantez Walton Steal.,33,67
8:55,82,Foul on Godwin Boahen.,33,67
8:55,94,Mason Faulkner made Free Throw.,33,68
8:55,94,Mason Faulkner made Free Throw.,33,69
8:35,82,Jacob Wiley made Dunk.,35,69
8:23,94,Jalen Tate missed Jumper.,35,69
8:23,82,Jordan Blount Defensive Rebound.,35,69
8:20,94,Foul on Jalen Tate.,35,69
8:20,82,Jordan Blount made Free Throw.,36,69
8:20,82,Jordan Blount made Free Throw.,37,69
8:04,82,Foul on Jacob Wiley.,37,69
8:04,94,Drew McDonald missed Free Throw.,37,69
8:04,94,Northern Kentucky Deadball Team Rebound.,37,69
8:04,94,Drew McDonald made Free Throw.,37,70
7:51,82,Jacob Wiley missed Three Point Jumper.,37,70
7:51,94,Lavone Holland II Defensive Rebound.,37,70
7:41,94,Lavone Holland II missed Three Point Jumper.,37,70
7:41,82,Marcus Ottey Defensive Rebound.,37,70
7:27,82,Dikembe Dixson missed Jumper.,37,70
7:27,94,Lavone Holland II Defensive Rebound.,37,70
7:11,82,Foul on Jordan Blount.,37,70
7:11,94,Official TV Timeout,37,70
7:11,94,Drew McDonald made Free Throw.,37,71
7:11,94,Drew McDonald made Free Throw.,37,72
6:57,82,Marcus Ottey missed Three Point Jumper.,37,72
6:57,94,Carson Williams Defensive Rebound.,37,72
6:39,94,Drew McDonald made Layup. Assisted by Lavone Holland II.,37,74
6:06,82,Dikembe Dixson missed Jumper.,37,74
6:06,94,Lavone Holland II Defensive Rebound.,37,74
5:52,94,Jordan Garnett missed Three Point Jumper.,37,74
5:52,82,Dikembe Dixson Defensive Rebound.,37,74
5:42,82,Dikembe Dixson missed Jumper.,37,74
5:42,94,Drew McDonald Defensive Rebound.,37,74
5:24,94,Jordan Garnett made Layup.,37,76
5:10,82,Dikembe Dixson Turnover.,37,76
5:10,94,Lavone Holland II Steal.,37,76
5:06,94,Jalen Tate made Layup. Assisted by Lavone Holland II.,37,78
4:57,82,UIC  Timeout,37,78
4:57,94,Official TV Timeout,37,78
4:39,82,Michael Diggins made Three Point Jumper. Assisted by Marcus Ottey.,40,78
4:06,94,Tyler Sharpe missed Layup.,40,78
4:06,94,Jeff Garrett Offensive Rebound.,40,78
4:03,94,Jeff Garrett missed Layup.,40,78
4:03,82,Godwin Boahen Defensive Rebound.,40,78
3:57,82,Michael Diggins made Dunk. Assisted by Jordan Blount.,42,78
3:40,82,Foul on Michael Diggins.,42,78
3:40,94,Official TV Timeout,42,78
3:40,94,Jordan Garnett missed Free Throw.,42,78
3:40,94,Northern Kentucky Deadball Team Rebound.,42,78
3:40,94,Jordan Garnett missed Free Throw.,42,78
3:40,82,Jordan Blount Defensive Rebound.,42,78
3:31,82,Michael Diggins made Dunk.,44,78
3:16,82,Foul on Tai Odiase.,44,78
3:16,94,Jeff Garrett missed Free Throw.,44,78
3:16,94,Northern Kentucky Deadball Team Rebound.,44,78
3:16,94,Jeff Garrett made Free Throw.,44,79
3:04,82,Marcus Ottey missed Layup.,44,79
3:04,94,Chris Vogt Block.,44,79
3:04,82,UIC Offensive Rebound.,44,79
2:58,82,Marcus Ottey made Jumper.,46,79
2:58,94,Foul on Tre Cobbs.,46,79
2:58,82,Marcus Ottey made Free Throw.,47,79
2:38,94,Mason Faulkner missed Jumper.,47,79
2:38,82,Michael Diggins Block.,47,79
2:36,82,Jordan Blount Defensive Rebound.,47,79
2:27,82,Godwin Boahen missed Three Point Jumper.,47,79
2:27,94,Tyler Sharpe Defensive Rebound.,47,79
2:03,94,Tyler Sharpe made Three Point Jumper. Assisted by Chris Vogt.,47,82
1:43,82,Godwin Boahen missed Three Point Jumper.,47,82
1:43,94,Tre Cobbs Defensive Rebound.,47,82
1:17,94,Mason Faulkner missed Three Point Jumper.,47,82
1:17,82,Marcus Ottey Defensive Rebound.,47,82
1:09,94,Foul on Tre Cobbs.,47,82
1:07,82,Marcus Ottey made Free Throw.,48,82
1:07,82,Marcus Ottey made Free Throw.,49,82
0:56,94,Tre Cobbs made Layup.,49,84
0:45,82,Marcus Ottey made Layup.,51,84
0:36,82,Foul on Godwin Boahen.,51,84
0:36,94,Tyler Sharpe made Free Throw.,51,85
0:36,94,Tyler Sharpe made Free Throw.,51,86
0:30,82,Jordan Blount missed Jumper.,51,86
0:30,94,Tyler Sharpe Defensive Rebound.,51,86
0:00,94,End of Game,51,86
