Tennessee,8,Arkansas,2633
7:36,2633,Grant Williams Offensive Rebound.,24,21
7:33,2633,Grant Williams Turnover.,24,21
7:32,8,Darious Hall Steal.,24,21
7:22,8,Darious Hall Turnover.,24,21
7:07,2633,James Daniel III made Layup.,26,21
6:48,8,Darious Hall Turnover.,26,21
6:48,2633,James Daniel III Steal.,26,21
6:22,8,Foul on Daniel Gafford.,26,21
6:22,2633,Chris Darrington missed Free Throw.,26,21
6:22,2633,Tennessee Deadball Team Rebound.,26,21
6:22,2633,Chris Darrington missed Free Throw.,26,21
6:22,8,Dustin Thomas Defensive Rebound.,26,21
6:06,8,Daniel Gafford Turnover.,26,21
5:39,2633,Jordan Bone missed Jumper.,26,21
5:39,8,Daniel Gafford Defensive Rebound.,26,21
5:33,8,C.J. Jones made Layup. Assisted by Daryl Macon.,26,23
4:51,2633,Lamonte Turner missed Three Point Jumper.,26,23
4:51,8,C.J. Jones Defensive Rebound.,26,23
4:45,8,Daryl Macon made Three Point Jumper. Assisted by Anton Beard.,26,26
4:43,2633,Tennessee  Timeout,26,26
4:30,8,Foul on Daniel Gafford.,26,26
4:30,2633,Grant Williams made Free Throw.,27,26
4:30,2633,Grant Williams missed Free Throw.,27,26
4:30,8,Arkansas Deadball Team Rebound.,27,26
4:29,2633,Foul on Kyle Alexander.,27,26
4:29,8,Dustin Thomas missed Free Throw.,27,26
4:29,2633,Grant Williams Defensive Rebound.,27,26
4:12,2633,Grant Williams made Jumper.,29,26
3:50,8,C.J. Jones missed Three Point Jumper.,29,26
3:50,2633,Jordan Bone Defensive Rebound.,29,26
3:46,2633,Jordan Bone missed Layup.,29,26
3:46,8,Trey Thompson Defensive Rebound.,29,26
3:39,8,C.J. Jones missed Layup.,29,26
3:39,2633,Kyle Alexander Defensive Rebound.,29,26
3:15,2633,James Daniel III made Three Point Jumper. Assisted by Lamonte Turner.,32,26
3:03,8,Daryl Macon made Jumper.,32,28
2:37,2633,Lamonte Turner made Layup.,34,28
2:30,8,Daryl Macon Turnover.,34,28
2:30,8,Official TV Timeout,34,28
2:07,2633,Jordan Bone made Layup.,36,28
1:50,2633,Foul on Kyle Alexander.,36,28
1:50,8,C.J. Jones missed Free Throw.,36,28
1:50,8,Arkansas Deadball Team Rebound.,36,28
1:50,8,C.J. Jones missed Free Throw.,36,28
1:50,2633,Lamonte Turner Defensive Rebound.,36,28
1:32,2633,Admiral Schofield missed Three Point Jumper.,36,28
1:32,8,Daryl Macon Defensive Rebound.,36,28
1:19,8,Anton Beard missed Three Point Jumper.,36,28
1:19,2633,Admiral Schofield Defensive Rebound.,36,28
1:11,8,Foul on Anton Beard.,36,28
1:11,2633,James Daniel III made Free Throw.,37,28
1:11,2633,James Daniel III missed Free Throw.,37,28
1:11,2633,Tennessee Deadball Team Rebound.,37,28
1:11,2633,James Daniel III made Free Throw.,38,28
0:48,8,Anton Beard missed Jumper.,38,28
0:48,2633,Jordan Bone Defensive Rebound.,38,28
0:17,2633,Jordan Bone Turnover.,38,28
0:01,8,Daryl Macon made Three Point Jumper.,38,31
0:00,8,End of 1st half,38,31
19:48,8,Jaylen Barford missed Three Point Jumper.,38,31
19:48,2633,Tennessee Defensive Rebound.,38,31
19:30,2633,Admiral Schofield missed Jumper.,38,31
19:30,2633,Kyle Alexander Offensive Rebound.,38,31
19:28,2633,Kyle Alexander Turnover.,38,31
19:00,8,Jaylen Barford made Layup.,38,33
18:34,2633,Jordan Bone made Three Point Jumper. Assisted by Jordan Bowden.,41,33
18:27,8,Daryl Macon made Layup.,41,35
18:02,8,Foul on Dustin Thomas.,41,35
18:02,2633,Grant Williams missed Free Throw.,41,35
18:02,2633,Tennessee Deadball Team Rebound.,41,35
18:02,2633,Grant Williams made Free Throw.,42,35
17:56,2633,Foul on Admiral Schofield.,42,35
17:56,8,Jaylen Barford made Free Throw.,42,36
17:56,8,Jaylen Barford made Free Throw.,42,37
17:49,2633,Admiral Schofield missed Three Point Jumper.,42,37
17:49,2633,Jordan Bowden Offensive Rebound.,42,37
17:39,2633,Jordan Bowden made Jumper.,44,37
17:26,8,Daryl Macon Turnover.,44,37
17:08,2633,Jordan Bowden made Jumper. Assisted by Lamonte Turner.,46,37
16:56,8,Jaylen Barford missed Jumper.,46,37
16:56,8,Daniel Gafford Offensive Rebound.,46,37
16:51,8,Daniel Gafford made Layup.,46,39
16:42,2633,Jordan Bone missed Layup.,46,39
16:42,8,Daniel Gafford Block.,46,39
16:40,8,Arkansas Defensive Rebound.,46,39
16:18,2633,Foul on Admiral Schofield.,46,39
16:18,8,Daniel Gafford missed Free Throw.,46,39
16:18,8,Arkansas Deadball Team Rebound.,46,39
16:18,8,Daniel Gafford made Free Throw.,46,40
16:04,2633,Grant Williams missed Layup.,46,40
16:04,8,Anton Beard Defensive Rebound.,46,40
15:43,8,Anton Beard made Three Point Jumper.,46,43
15:20,2633,James Daniel III missed Three Point Jumper.,46,43
15:20,8,Daniel Gafford Defensive Rebound.,46,43
15:19,2633,Foul on Kyle Alexander.,46,43
15:19,8,Official TV Timeout,46,43
14:50,8,Jaylen Barford made Layup.,46,45
14:36,8,Foul on Daniel Gafford.,46,45
14:33,2633,Jordan Bowden made Jumper. Assisted by James Daniel III.,48,45
14:07,8,Daryl Macon missed Three Point Jumper.,48,45
14:07,2633,James Daniel III Defensive Rebound.,48,45
14:01,2633,Foul on Jordan Bowden.,48,45
14:01,2633,Jordan Bowden Turnover.,48,45
13:49,8,Trey Thompson Turnover.,48,45
13:47,2633,James Daniel III Steal.,48,45
13:40,2633,Lamonte Turner missed Three Point Jumper.,48,45
13:40,8,Daryl Macon Defensive Rebound.,48,45
13:30,8,Anton Beard Turnover.,48,45
13:11,2633,Grant Williams made Jumper.,50,45
12:59,8,Trey Thompson made Dunk. Assisted by Jaylen Barford.,50,47
12:24,2633,Lamonte Turner missed Three Point Jumper.,50,47
12:24,2633,Tennessee Deadball Team Rebound.,50,47
12:20,8,Foul on Arlando Cook.,50,47
12:02,2633,James Daniel III made Layup.,52,47
11:52,2633,Foul on Grant Williams.,52,47
11:52,8,Official TV Timeout,52,47
11:42,8,Jaylen Barford made Jumper.,52,49
11:29,2633,Grant Williams made Layup. Assisted by James Daniel III.,54,49
11:09,2633,Foul on James Daniel III.,54,49
10:54,8,Jaylen Barford missed Three Point Jumper.,54,49
10:54,2633,James Daniel III Defensive Rebound.,54,49
10:50,2633,Lamonte Turner missed Layup.,54,49
10:50,2633,Derrick Walker Offensive Rebound.,54,49
10:48,2633,Derrick Walker made Dunk.,56,49
10:23,8,Jaylen Barford missed Three Point Jumper.,56,49
10:23,2633,Derrick Walker Defensive Rebound.,56,49
10:07,2633,Tennessee  Timeout,56,49
10:01,8,Foul on Anton Beard.,56,49
10:01,2633,Jordan Bone made Free Throw.,57,49
10:01,2633,Jordan Bone made Free Throw.,58,49
9:43,2633,Foul on Grant Williams.,58,49
9:43,8,Daniel Gafford missed Free Throw.,58,49
9:43,2633,Grant Williams Defensive Rebound.,58,49
9:14,2633,Grant Williams missed Jumper.,58,49
9:14,8,Daniel Gafford Defensive Rebound.,58,49
8:59,8,Daniel Gafford made Jumper. Assisted by Dustin Thomas.,58,51
8:34,2633,James Daniel III missed Three Point Jumper.,58,51
8:34,2633,Grant Williams Offensive Rebound.,58,51
8:27,2633,Chris Darrington missed Three Point Jumper.,58,51
8:27,8,Daniel Gafford Defensive Rebound.,58,51
8:21,8,Daryl Macon missed Layup.,58,51
8:21,2633,Derrick Walker Defensive Rebound.,58,51
8:14,2633,Chris Darrington made Layup. Assisted by Derrick Walker.,60,51
7:52,8,Daniel Gafford made Layup. Assisted by Jaylen Barford.,60,53
7:37,8,Foul on Dustin Thomas.,60,53
7:37,8,Official TV Timeout,60,53
7:32,8,Foul on Daryl Macon.,60,53
7:32,2633,Jordan Bowden made Free Throw.,61,53
7:32,2633,Jordan Bowden missed Free Throw.,61,53
7:32,2633,Tennessee Deadball Team Rebound.,61,53
7:32,2633,Jordan Bowden missed Free Throw.,61,53
7:32,8,Dustin Thomas Defensive Rebound.,61,53
7:27,2633,Foul on Kyle Alexander.,61,53
7:27,8,Daniel Gafford made Free Throw.,61,54
7:27,8,Daniel Gafford missed Free Throw.,61,54
7:27,2633,Admiral Schofield Defensive Rebound.,61,54
7:00,2633,Admiral Schofield missed Jumper.,61,54
7:00,2633,Tennessee Offensive Rebound.,61,54
6:51,8,Foul on Dustin Thomas.,61,54
6:51,2633,Admiral Schofield made Free Throw.,62,54
6:51,2633,Admiral Schofield made Free Throw.,63,54
6:46,2633,Foul on Jordan Bowden.,63,54
6:46,8,Daryl Macon made Free Throw.,63,55
6:46,8,Daryl Macon made Free Throw.,63,56
6:20,2633,Admiral Schofield missed Jumper.,63,56
6:20,8,Jaylen Barford Defensive Rebound.,63,56
6:13,2633,Foul on Grant Williams.,63,56
6:13,8,Jaylen Barford made Free Throw.,63,57
6:13,8,Jaylen Barford made Free Throw.,63,58
6:06,8,Foul on Jaylen Barford.,63,58
6:06,2633,James Daniel III made Free Throw.,64,58
6:06,2633,James Daniel III made Free Throw.,65,58
5:41,8,Anton Beard missed Jumper.,65,58
5:41,2633,Admiral Schofield Defensive Rebound.,65,58
5:13,2633,Grant Williams missed Jumper.,65,58
5:13,8,Daniel Gafford Defensive Rebound.,65,58
5:05,8,Daryl Macon missed Layup.,65,58
5:05,2633,Admiral Schofield Defensive Rebound.,65,58
4:41,2633,Grant Williams missed Layup.,65,58
4:41,8,Daniel Gafford Block.,65,58
4:40,8,Dustin Thomas Defensive Rebound.,65,58
4:31,8,Jaylen Barford made Layup.,65,60
4:04,2633,Admiral Schofield made Three Point Jumper. Assisted by James Daniel III.,68,60
3:54,2633,Foul on Admiral Schofield.,68,60
3:54,8,Official TV Timeout,68,60
3:54,8,Daniel Gafford made Free Throw.,68,61
3:54,8,Daniel Gafford missed Free Throw.,68,61
3:54,2633,Jordan Bone Defensive Rebound.,68,61
3:53,8,Foul on Dustin Thomas.,68,61
3:53,2633,Admiral Schofield made Free Throw.,69,61
3:53,2633,Admiral Schofield made Free Throw.,70,61
3:33,2633,Foul on Grant Williams.,70,61
3:33,8,Arlando Cook made Free Throw.,70,62
3:33,8,Arlando Cook missed Free Throw.,70,62
3:33,2633,Jordan Bone Defensive Rebound.,70,62
3:23,2633,James Daniel III missed Three Point Jumper.,70,62
3:23,8,Jaylen Barford Defensive Rebound.,70,62
3:17,8,Daryl Macon made Three Point Jumper. Assisted by Jaylen Barford.,70,65
3:11,2633,Grant Williams Turnover.,70,65
3:09,8,Jaylen Barford Steal.,70,65
3:08,8,Jaylen Barford missed Layup.,70,65
3:08,8,Daniel Gafford Offensive Rebound.,70,65
3:06,8,Daniel Gafford made Layup.,70,67
3:03,2633,Tennessee  Timeout,70,67
2:39,2633,Jordan Bone made Layup.,72,67
2:10,2633,Foul on Grant Williams.,72,67
2:10,8,Jaylen Barford made Free Throw.,72,68
2:10,8,Jaylen Barford made Free Throw.,72,69
1:42,2633,James Daniel III missed Layup.,72,69
1:42,8,Daniel Gafford Block.,72,69
1:41,8,Anton Beard Defensive Rebound.,72,69
1:37,8,Jaylen Barford made Layup.,72,71
1:37,8,Arkansas  Timeout,72,71
1:09,2633,Jordan Bone missed Jumper.,72,71
1:09,8,Anton Beard Defensive Rebound.,72,71
0:45,8,Daniel Gafford made Dunk. Assisted by Daryl Macon.,72,73
0:18,8,Foul on Anton Beard.,72,73
0:18,2633,Jordan Bone missed Free Throw.,72,73
0:18,2633,Tennessee Deadball Team Rebound.,72,73
0:18,2633,Jordan Bone made Free Throw.,73,73
0:10,8,Arkansas  Timeout,73,73
0:02,8,Daryl Macon missed Three Point Jumper.,73,73
0:02,8,C.J. Jones Offensive Rebound.,73,73
0:01,8,C.J. Jones missed Jumper.,73,73
0:00,2633,Tennessee Deadball Team Rebound.,73,73
0:00,8,End of 2nd half,73,73
4:31,2633,Admiral Schofield missed Jumper.,73,73
4:31,8,Arlando Cook Defensive Rebound.,73,73
4:06,8,Jaylen Barford made Jumper.,73,75
3:30,2633,James Daniel III made Three Point Jumper.,76,75
3:22,2633,Foul on Admiral Schofield.,76,75
3:22,8,Daryl Macon made Free Throw.,76,76
3:22,8,Daryl Macon made Free Throw.,76,77
2:59,2633,Jordan Bone made Jumper. Assisted by Jordan Bowden.,78,77
2:39,8,Daryl Macon made Layup.,78,79
2:34,2633,Jordan Bowden Turnover.,78,79
2:34,8,Jaylen Barford Steal.,78,79
2:25,8,Daryl Macon made Layup.,78,81
2:23,2633,Tennessee  Timeout,78,81
2:05,2633,Jordan Bone missed Jumper.,78,81
2:05,8,Jaylen Barford Defensive Rebound.,78,81
2:00,8,Jaylen Barford made Layup.,78,83
1:39,2633,James Daniel III Turnover.,78,83
1:39,8,Anton Beard Steal.,78,83
1:13,8,Daryl Macon made Three Point Jumper.,78,86
0:55,2633,James Daniel III missed Three Point Jumper.,78,86
0:55,8,Arlando Cook Defensive Rebound.,78,86
0:47,8,Anton Beard made Three Point Jumper. Assisted by Jaylen Barford.,78,89
0:40,2633,Jordan Bone made Layup.,80,89
0:40,8,Foul on Daniel Gafford.,80,89
0:40,2633,Jordan Bone made Free Throw.,81,89
0:40,2633,Foul on Lamonte Turner.,81,89
0:40,8,Daniel Gafford missed Free Throw.,81,89
0:40,8,Arkansas Deadball Team Rebound.,81,89
0:40,8,Daniel Gafford missed Free Throw.,81,89
0:40,2633,Jordan Bowden Defensive Rebound.,81,89
0:32,2633,Jordan Bone missed Layup.,81,89
0:32,2633,Kyle Alexander Offensive Rebound.,81,89
0:30,2633,Kyle Alexander made Two Point Tip Shot.,83,89
0:30,2633,Tennessee  Timeout,83,89
0:28,2633,Foul on Jordan Bone.,83,89
0:28,8,Jaylen Barford made Free Throw.,83,90
0:28,8,Jaylen Barford missed Free Throw.,83,90
0:28,2633,Jordan Bone Defensive Rebound.,83,90
0:23,2633,Lamonte Turner made Layup. Assisted by Jordan Bone.,85,90
0:22,2633,Foul on Jordan Bowden.,85,90
0:22,8,Daryl Macon made Free Throw.,85,91
0:22,8,Daryl Macon made Free Throw.,85,92
0:16,2633,Lamonte Turner made Three Point Jumper. Assisted by Jordan Bone.,88,92
0:13,2633,Foul on Kyle Alexander.,88,92
0:13,8,Anton Beard made Free Throw.,88,93
0:13,8,Anton Beard missed Free Throw.,88,93
0:13,2633,Lamonte Turner Defensive Rebound.,88,93
0:08,2633,Lamonte Turner made Three Point Jumper.,91,93
0:07,2633,Foul on Lamonte Turner.,91,93
0:07,8,Daryl Macon made Free Throw.,91,94
0:07,8,Daryl Macon made Free Throw.,91,95
0:02,2633,Lamonte Turner missed Three Point Jumper.,91,95
0:02,2633,Tennessee Deadball Team Rebound.,91,95
0:01,8,Foul on Anton Beard.,91,95
0:01,2633,Chris Darrington made Free Throw.,92,95
0:01,2633,Chris Darrington made Free Throw.,93,95
0:00,8,End of Game,93,95
