Charlotte,295,Old Dominion,2429
12:33,295,B.J. Stith Defensive Rebound.,4,14
12:26,2429,Foul on Andrien White.,4,14
12:26,295,B.J. Stith missed Free Throw.,4,14
12:26,295,Old Dominion Deadball Team Rebound.,4,14
12:26,295,B.J. Stith made Free Throw.,4,15
12:09,2429,Najee Garvin made Layup.,6,15
12:09,295,Foul on Brandan Stith.,6,15
12:09,2429,Najee Garvin missed Free Throw.,6,15
12:09,295,Trey Porter Defensive Rebound.,6,15
11:47,295,Xavier Green Turnover.,6,15
11:47,295,Official TV Timeout,6,15
11:40,295,Foul on Xavier Green.,6,15
11:31,295,Foul on Aaron Carver.,6,15
11:31,2429,Bryant Thomas made Free Throw.,7,15
11:31,2429,Bryant Thomas missed Free Throw.,7,15
11:31,295,Aaron Carver Defensive Rebound.,7,15
11:14,295,Ahmad Caver missed Three Point Jumper.,7,15
11:14,2429,Jon Davis Defensive Rebound.,7,15
11:07,2429,Jon Davis made Layup.,9,15
10:33,295,Aaron Carver made Dunk. Assisted by Ahmad Caver.,9,17
10:14,2429,Jon Davis Turnover.,9,17
10:10,2429,Foul on Jon Davis.,9,17
10:04,295,Randy Haynes missed Jumper.,9,17
10:04,2429,Milos Supica Defensive Rebound.,9,17
9:56,2429,Austin Ajukwa Turnover.,9,17
9:26,295,Trey Porter Turnover.,9,17
9:11,2429,Jon Davis missed Jumper.,9,17
9:11,295,Randy Haynes Defensive Rebound.,9,17
9:00,295,Ahmad Caver missed Jumper.,9,17
9:00,295,Trey Porter Offensive Rebound.,9,17
8:56,295,Trey Porter made Layup.,9,19
8:37,2429,Andrien White made Jumper.,11,19
8:14,295,Randy Haynes made Three Point Jumper. Assisted by B.J. Stith.,11,22
7:53,2429,Najee Garvin missed Jumper.,11,22
7:53,295,Trey Porter Defensive Rebound.,11,22
7:52,2429,Foul on Andrien White.,11,22
7:52,295,Official TV Timeout,11,22
7:46,295,Randy Haynes missed Three Point Jumper.,11,22
7:46,2429,Andrien White Defensive Rebound.,11,22
7:29,2429,Jaylan McGill missed Three Point Jumper.,11,22
7:29,295,Aaron Carver Defensive Rebound.,11,22
7:14,295,B.J. Stith missed Jumper.,11,22
7:14,2429,Andrien White Defensive Rebound.,11,22
7:03,295,Foul on Aaron Carver.,11,22
6:43,2429,Andrien White Turnover.,11,22
6:42,295,Brandan Stith Steal.,11,22
6:39,2429,Foul on Austin Ajukwa.,11,22
6:39,295,Randy Haynes made Free Throw.,11,23
6:39,295,Randy Haynes made Free Throw.,11,24
6:30,2429,Ryan Murphy missed Jumper.,11,24
6:30,295,Trey Porter Defensive Rebound.,11,24
6:20,295,Ahmad Caver made Layup.,11,26
6:14,2429,Charlotte  Timeout,11,26
6:00,2429,Jon Davis Turnover.,11,26
5:58,295,B.J. Stith Steal.,11,26
5:56,295,B.J. Stith Turnover.,11,26
5:42,2429,Ryan Murphy missed Three Point Jumper.,11,26
5:42,295,Randy Haynes Defensive Rebound.,11,26
5:24,295,Ahmad Caver made Layup.,11,28
5:24,2429,Foul on Jaylan McGill.,11,28
5:24,295,Ahmad Caver made Free Throw.,11,29
5:06,2429,Milos Supica Turnover.,11,29
4:55,295,Trey Porter made Layup. Assisted by Ahmad Caver.,11,31
4:55,2429,Foul on Milos Supica.,11,31
4:53,295,Trey Porter missed Free Throw.,11,31
4:53,2429,Austin Ajukwa Defensive Rebound.,11,31
4:47,295,Foul on Brandan Stith.,11,31
4:47,2429,Jon Davis made Free Throw.,12,31
4:47,2429,Jon Davis made Free Throw.,13,31
4:25,295,Trey Porter made Layup. Assisted by Randy Haynes.,13,33
4:25,2429,Foul on Jailan Haslem.,13,33
4:25,295,Trey Porter missed Free Throw.,13,33
4:25,2429,Charlotte Defensive Rebound.,13,33
4:10,2429,Jon Davis Turnover.,13,33
4:09,295,Randy Haynes Steal.,13,33
4:04,295,Randy Haynes missed Jumper.,13,33
4:04,2429,Jaylan McGill Defensive Rebound.,13,33
3:52,2429,Austin Ajukwa missed Three Point Jumper.,13,33
3:52,295,Randy Haynes Defensive Rebound.,13,33
3:44,2429,Foul on Bryant Thomas.,13,33
3:44,295,Official TV Timeout,13,33
3:44,295,Trey Porter made Free Throw.,13,34
3:44,295,Trey Porter made Free Throw.,13,35
3:18,2429,Ryan Murphy missed Jumper.,13,35
3:18,295,B.J. Stith Defensive Rebound.,13,35
3:03,295,Foul on Keith Pinckney.,13,35
3:03,295,Keith Pinckney Turnover.,13,35
2:47,2429,Luka Vasic Turnover.,13,35
2:45,295,Xavier Green Steal.,13,35
2:44,2429,Foul on Luka Vasic.,13,35
2:44,295,Xavier Green made Free Throw.,13,36
2:44,295,Xavier Green made Free Throw.,13,37
2:30,295,Foul on Stephen Vassor.,13,37
2:30,2429,Bryant Thomas made Free Throw.,14,37
2:30,2429,Bryant Thomas missed Free Throw.,14,37
2:30,295,Xavier Green Defensive Rebound.,14,37
2:16,295,Ahmad Caver Turnover.,14,37
2:04,2429,Luka Vasic missed Layup.,14,37
2:04,295,Stephen Vassor Defensive Rebound.,14,37
2:02,2429,Foul on Bryant Thomas.,14,37
2:02,295,Stephen Vassor made Free Throw.,14,38
2:02,295,Stephen Vassor made Free Throw.,14,39
1:53,2429,Jon Davis Turnover.,14,39
1:51,295,Ahmad Caver Steal.,14,39
1:49,295,Randy Haynes made Layup. Assisted by Ahmad Caver.,14,41
1:40,2429,Jon Davis made Layup.,16,41
1:29,2429,Foul on Ryan Murphy.,16,41
1:29,295,Ahmad Caver made Free Throw.,16,42
1:29,295,Ahmad Caver missed Free Throw.,16,42
1:29,2429,Bryant Thomas Defensive Rebound.,16,42
1:18,295,Foul on Ahmad Caver.,16,42
1:18,2429,Jon Davis missed Free Throw.,16,42
1:18,2429,Charlotte Deadball Team Rebound.,16,42
1:18,2429,Jon Davis missed Free Throw.,16,42
1:18,295,Xavier Green Defensive Rebound.,16,42
0:57,295,Keith Pinckney Turnover.,16,42
0:40,2429,Jon Davis missed Jumper.,16,42
0:40,2429,Jon Davis Offensive Rebound.,16,42
0:36,2429,Jon Davis Turnover.,16,42
0:34,295,Randy Haynes Steal.,16,42
0:28,295,B.J. Stith missed Layup.,16,42
0:28,2429,Bryant Thomas Block.,16,42
0:25,295,Stephen Vassor Offensive Rebound.,16,42
0:17,295,Keith Pinckney Turnover.,16,42
0:01,2429,Jon Davis missed Three Point Jumper.,16,42
0:01,2429,Bryant Thomas Offensive Rebound.,16,42
0:00,295,End of 1st half,16,42
19:47,295,B.J. Stith missed Jumper.,16,42
19:47,2429,Jailan Haslem Defensive Rebound.,16,42
19:32,2429,Austin Ajukwa Turnover.,16,42
19:13,295,Randy Haynes missed Three Point Jumper.,16,42
19:13,2429,Jon Davis Defensive Rebound.,16,42
19:06,2429,Andrien White made Layup. Assisted by Jon Davis.,18,42
18:36,2429,Foul on Milos Supica.,18,42
18:36,295,Trey Porter made Free Throw.,18,43
18:36,295,Trey Porter made Free Throw.,18,44
18:28,2429,Andrien White Turnover.,18,44
18:13,2429,Foul on Milos Supica.,18,44
18:11,295,B.J. Stith made Layup. Assisted by Trey Porter.,18,46
17:53,2429,Milos Supica missed Layup.,18,46
17:53,2429,Milos Supica Offensive Rebound.,18,46
17:48,2429,Milos Supica missed Layup.,18,46
17:48,295,B.J. Stith Defensive Rebound.,18,46
17:41,2429,Foul on Austin Ajukwa.,18,46
17:32,295,Foul on Randy Haynes.,18,46
17:32,295,Randy Haynes Turnover.,18,46
17:21,2429,Jon Davis Turnover.,18,46
17:05,2429,Foul on Jailan Haslem.,18,46
17:04,295,Foul on Ahmad Caver.,18,46
17:04,295,Ahmad Caver Turnover.,18,46
17:03,2429,Austin Ajukwa made Three Point Jumper. Assisted by Jon Davis.,21,46
16:48,295,Ahmad Caver made Three Point Jumper.,21,49
16:32,295,Foul on Brandan Stith.,21,49
16:20,2429,Andrien White made Free Throw.,22,49
16:20,2429,Andrien White made Free Throw.,23,49
16:11,295,Trey Porter made Dunk. Assisted by Ahmad Caver.,23,51
16:02,2429,Austin Ajukwa missed Three Point Jumper.,23,51
16:02,295,Trey Porter Defensive Rebound.,23,51
15:49,295,Ahmad Caver made Three Point Jumper.,23,54
15:42,2429,Charlotte  Timeout,23,54
15:42,295,Official TV Timeout,23,54
15:32,2429,Austin Ajukwa made Jumper. Assisted by Jon Davis.,25,54
15:32,295,Foul on B.J. Stith.,25,54
15:32,2429,Austin Ajukwa made Free Throw.,26,54
15:04,295,Ahmad Caver missed Three Point Jumper.,26,54
15:04,295,Trey Porter Offensive Rebound.,26,54
15:00,295,B.J. Stith missed Layup.,26,54
15:00,2429,Bryant Thomas Defensive Rebound.,26,54
14:50,2429,Andrien White missed Jumper.,26,54
14:50,295,Aaron Carver Defensive Rebound.,26,54
14:31,295,Xavier Green missed Three Point Jumper.,26,54
14:31,295,Trey Porter Offensive Rebound.,26,54
14:12,295,Trey Porter missed Layup.,26,54
14:12,2429,Najee Garvin Defensive Rebound.,26,54
14:06,295,Foul on Trey Porter.,26,54
14:06,2429,Jon Davis made Free Throw.,27,54
14:06,2429,Jon Davis made Free Throw.,28,54
13:53,295,Trey Porter Turnover.,28,54
13:51,2429,Andrien White Steal.,28,54
13:48,2429,Andrien White made Three Point Jumper. Assisted by Jon Davis.,31,54
13:19,295,Randy Haynes Turnover.,31,54
13:18,2429,Bryant Thomas Steal.,31,54
12:49,2429,Bryant Thomas missed Jumper.,31,54
12:49,2429,Bryant Thomas Offensive Rebound.,31,54
12:41,2429,Bryant Thomas missed Jumper.,31,54
12:41,2429,Bryant Thomas Offensive Rebound.,31,54
12:31,295,Foul on Aaron Carver.,31,54
12:31,2429,Jon Davis made Free Throw.,32,54
12:31,2429,Jon Davis missed Free Throw.,32,54
12:31,295,B.J. Stith Defensive Rebound.,32,54
12:15,295,Xavier Green Turnover.,32,54
12:13,2429,Austin Ajukwa Steal.,32,54
12:08,295,Foul on Xavier Green.,32,54
12:08,295,Old Dominion  Timeout,32,54
12:08,295,Official TV Timeout,32,54
12:08,2429,Andrien White missed Free Throw.,32,54
12:08,2429,Charlotte Deadball Team Rebound.,32,54
12:08,2429,Andrien White made Free Throw.,33,54
11:50,295,Ahmad Caver Turnover.,33,54
11:47,2429,Austin Ajukwa Steal.,33,54
11:32,2429,Austin Ajukwa made Layup.,35,54
11:32,295,Foul on Brandan Stith.,35,54
11:32,2429,Austin Ajukwa made Free Throw.,36,54
11:27,2429,Foul on Andrien White.,36,54
11:27,295,Aaron Carver made Free Throw.,36,55
11:27,2429,Najee Garvin Turnover.,36,55
11:27,295,Aaron Carver made Free Throw.,36,56
11:24,2429,Jon Davis missed Layup.,36,56
11:24,295,Aaron Carver Block.,36,56
11:21,295,Ahmad Caver Defensive Rebound.,36,56
11:17,295,Randy Haynes made Three Point Jumper. Assisted by Ahmad Caver.,36,59
10:55,295,Foul on Trey Porter.,36,59
10:52,2429,Najee Garvin made Free Throw.,37,59
10:52,2429,Najee Garvin missed Free Throw.,37,59
10:52,295,Aaron Carver Defensive Rebound.,37,59
10:32,295,Randy Haynes missed Three Point Jumper.,37,59
10:32,2429,Bryant Thomas Defensive Rebound.,37,59
10:25,295,Foul on Randy Haynes.,37,59
10:25,2429,Najee Garvin made Free Throw.,38,59
10:25,2429,Najee Garvin made Free Throw.,39,59
10:00,295,B.J. Stith made Jumper.,39,61
9:50,2429,Andrien White made Three Point Jumper. Assisted by Ryan Murphy.,42,61
9:26,295,Randy Haynes made Jumper. Assisted by B.J. Stith.,42,63
9:09,2429,Ryan Murphy missed Three Point Jumper.,42,63
9:09,295,Randy Haynes Defensive Rebound.,42,63
9:02,2429,Foul on Andrien White.,42,63
9:02,295,Trey Porter made Free Throw.,42,64
9:02,295,Trey Porter made Free Throw.,42,65
8:51,295,Foul on Ahmad Caver.,42,65
8:51,2429,Jon Davis missed Free Throw.,42,65
8:51,2429,Charlotte Deadball Team Rebound.,42,65
8:51,2429,Jon Davis made Free Throw.,43,65
8:28,295,Ahmad Caver made Three Point Jumper.,43,68
8:09,2429,Austin Ajukwa missed Jumper.,43,68
8:09,2429,Najee Garvin Offensive Rebound.,43,68
8:09,295,Foul on Trey Porter.,43,68
8:09,2429,Milos Supica made Free Throw.,44,68
8:09,2429,Milos Supica missed Free Throw.,44,68
8:09,295,B.J. Stith Defensive Rebound.,44,68
8:01,2429,Foul on Najee Garvin.,44,68
8:01,295,Ahmad Caver missed Free Throw.,44,68
8:01,2429,Austin Ajukwa Defensive Rebound.,44,68
7:56,2429,Ryan Murphy made Three Point Jumper. Assisted by Jon Davis.,47,68
7:26,295,Xavier Green missed Jumper.,47,68
7:26,2429,Charlotte Defensive Rebound.,47,68
7:24,295,Official TV Timeout,47,68
7:18,2429,Foul on Milos Supica.,47,68
7:18,2429,Milos Supica Turnover.,47,68
6:54,295,B.J. Stith made Jumper.,47,70
6:28,2429,Austin Ajukwa missed Three Point Jumper.,47,70
6:28,295,Old Dominion Defensive Rebound.,47,70
5:57,295,Xavier Green missed Jumper.,47,70
5:57,2429,Charlotte Defensive Rebound.,47,70
5:39,2429,Najee Garvin made Layup.,49,70
5:10,295,Brandan Stith missed Jumper.,49,70
5:10,295,Ahmad Caver Offensive Rebound.,49,70
5:06,295,Ahmad Caver made Layup.,49,72
4:59,2429,Austin Ajukwa Turnover.,49,72
4:57,295,Randy Haynes Steal.,49,72
4:54,295,Randy Haynes made Layup.,49,74
4:39,2429,Ryan Murphy missed Three Point Jumper.,49,74
4:39,295,Brandan Stith Defensive Rebound.,49,74
4:38,2429,Foul on Najee Garvin.,49,74
4:38,295,B.J. Stith made Free Throw.,49,75
4:38,295,B.J. Stith made Free Throw.,49,76
4:14,2429,Andrien White made Three Point Jumper.,52,76
3:58,295,Randy Haynes made Layup. Assisted by Aaron Carver.,52,78
3:46,2429,Ryan Murphy missed Jumper.,52,78
3:46,2429,Jailan Haslem Offensive Rebound.,52,78
3:42,2429,Jailan Haslem missed Jumper.,52,78
3:42,2429,Jailan Haslem Offensive Rebound.,52,78
3:35,295,Foul on Trey Porter.,52,78
3:35,295,Official TV Timeout,52,78
3:35,2429,Jailan Haslem missed Free Throw.,52,78
3:35,2429,Charlotte Deadball Team Rebound.,52,78
3:35,2429,Jailan Haslem missed Free Throw.,52,78
3:35,295,Trey Porter Defensive Rebound.,52,78
3:31,295,Michael Hueitt Jr made Three Point Jumper. Assisted by Ahmad Caver.,52,81
3:15,2429,Ryan Murphy missed Three Point Jumper.,52,81
3:15,2429,Andrien White Offensive Rebound.,52,81
3:11,2429,Andrien White missed Layup.,52,81
3:11,295,Aaron Carver Block.,52,81
3:09,2429,Andrien White Offensive Rebound.,52,81
3:06,295,Foul on Trey Porter.,52,81
3:00,2429,Andrien White made Free Throw.,53,81
3:00,2429,Andrien White made Free Throw.,54,81
3:00,2429,Andrien White made Free Throw.,55,81
2:57,295,Stephen Vassor made Layup. Assisted by Xavier Green.,55,83
2:49,2429,Luka Vasic Turnover.,55,83
2:47,295,Michael Hueitt Jr Steal.,55,83
2:37,295,Xavier Green made Dunk. Assisted by Ahmad Caver.,55,85
2:06,2429,Jailan Haslem missed Layup.,55,85
2:06,295,Michael Hueitt Jr Defensive Rebound.,55,85
2:01,295,Xavier Green made Layup. Assisted by Michael Hueitt Jr.,55,87
1:57,2429,Andrien White made Jumper.,57,87
1:57,2429,Charlotte  Timeout,57,87
1:41,295,Keith Pinckney made Jumper.,57,89
1:28,2429,Ryan Murphy Turnover.,57,89
1:15,295,Marquis Godwin Turnover.,57,89
1:07,295,Foul on Stephen Vassor.,57,89
0:55,2429,Luka Vasic made Free Throw.,58,89
0:55,2429,Luka Vasic missed Free Throw.,58,89
0:55,295,Alfis Pilavios Defensive Rebound.,58,89
0:37,295,Marquis Godwin missed Three Point Jumper.,58,89
0:37,295,Alfis Pilavios Offensive Rebound.,58,89
0:34,295,Stephen Vassor missed Jumper.,58,89
0:34,295,Alfis Pilavios Offensive Rebound.,58,89
0:22,295,Marquis Godwin missed Jumper.,58,89
0:22,295,Alfis Pilavios Offensive Rebound.,58,89
0:00,295,End of Game,58,89
