Montana State,2464,Northern Arizona,147
1:52,2464,Corey Brown made Free Throw.,28,37
1:52,2464,Corey Brown missed Free Throw.,28,37
1:52,147,Sam Neumann Defensive Rebound.,28,37
1:46,147,Tyler Hall made Three Point Jumper. Assisted by Harald Frey.,31,37
1:17,147,Foul on Tyler Hall.,31,37
1:17,2464,Lenell Henry made Free Throw.,31,38
1:17,2464,Lenell Henry missed Free Throw.,31,38
1:17,147,Keljin Blevins Defensive Rebound.,31,38
0:52,147,Keljin Blevins made Layup.,33,38
0:52,2464,Foul on Lenell Henry.,33,38
0:52,147,Keljin Blevins made Free Throw.,34,38
0:25,2464,Northern Arizona  Timeout,34,38
0:24,2464,Jojo Anderson Turnover.,34,38
0:22,147,Sam Neumann Steal.,34,38
0:07,147,Devonte Klines missed Three Point Jumper.,34,38
0:07,2464,Lenell Henry Defensive Rebound.,34,38
0:00,2464,End of 1st half,34,38
19:44,147,Keljin Blevins made Layup. Assisted by Tyler Hall.,36,38
19:25,2464,Foul on Isaiah Thomas.,36,38
19:25,147,Foul on Sam Neumann.,36,38
19:08,2464,Chris Bowling missed Jumper.,36,38
19:08,2464,Northern Arizona Offensive Rebound.,36,38
19:00,147,Foul on Devonte Klines.,36,38
18:49,2464,Brooks Debisschop missed Layup.,36,38
18:49,147,Keljin Blevins Defensive Rebound.,36,38
18:34,147,Devonte Klines made Three Point Jumper.,39,38
18:18,2464,Jojo Anderson missed Jumper.,39,38
18:18,147,Devonte Klines Block.,39,38
18:16,147,Devonte Klines Defensive Rebound.,39,38
18:11,147,Keljin Blevins made Layup. Assisted by Devonte Klines.,41,38
18:04,2464,Northern Arizona  Timeout,41,38
17:43,2464,Chris Bowling Turnover.,41,38
17:41,147,Harald Frey Steal.,41,38
17:39,147,Tyler Hall missed Three Point Jumper.,41,38
17:39,2464,Corey Brown Defensive Rebound.,41,38
17:30,2464,Chris Bowling made Layup. Assisted by Jojo Anderson.,41,40
17:10,147,Keljin Blevins missed Layup.,41,40
17:10,2464,Brooks Debisschop Block.,41,40
17:07,2464,Gino Littles Defensive Rebound.,41,40
16:48,2464,Corey Brown missed Jumper.,41,40
16:48,147,Sam Neumann Defensive Rebound.,41,40
16:30,147,Harald Frey missed Layup.,41,40
16:30,2464,Corey Brown Defensive Rebound.,41,40
16:22,2464,Gino Littles made Three Point Jumper.,41,43
15:58,147,Harald Frey missed Three Point Jumper.,41,43
15:58,2464,Corey Brown Defensive Rebound.,41,43
15:38,2464,Gino Littles Turnover.,41,43
15:38,2464,Foul on Gino Littles.,41,43
15:24,2464,Foul on Chris Bowling.,41,43
15:24,147,Tyler Hall made Free Throw.,42,43
15:24,147,Tyler Hall made Free Throw.,43,43
15:24,147,Tyler Hall made Free Throw.,44,43
15:11,2464,Jojo Anderson Turnover.,44,43
15:09,147,Tyler Hall Steal.,44,43
15:09,2464,Foul on Brooks Debisschop.,44,43
15:04,147,Harald Frey missed Layup.,44,43
15:04,147,Zach Green Offensive Rebound.,44,43
15:00,147,Zach Green missed Layup.,44,43
15:00,2464,Isaiah Thomas Block.,44,43
14:58,147,Joe Mvuezolo Jr. Offensive Rebound.,44,43
14:54,147,Tyler Hall missed Layup.,44,43
14:54,2464,Chris Bowling Block.,44,43
14:52,147,Tyler Hall Offensive Rebound.,44,43
14:49,147,Konner Frey made Three Point Jumper. Assisted by Tyler Hall.,47,43
14:35,147,Foul on Joe Mvuezolo Jr..,47,43
14:20,2464,Chris Bowling Turnover.,47,43
14:18,147,Joe Mvuezolo Jr. Steal.,47,43
13:54,147,Tyler Hall made Layup. Assisted by Harald Frey.,49,43
13:54,2464,Foul on Lenell Henry.,49,43
13:54,147,Tyler Hall missed Free Throw.,49,43
13:54,2464,Brooks Debisschop Defensive Rebound.,49,43
13:33,2464,Gino Littles missed Three Point Jumper.,49,43
13:33,147,Montana State Defensive Rebound.,49,43
13:13,147,Konner Frey missed Layup.,49,43
13:13,2464,Karl Harris Block.,49,43
13:11,2464,Brooks Debisschop Defensive Rebound.,49,43
13:03,147,Foul on Konner Frey.,49,43
13:03,2464,Torry Johnson made Free Throw.,49,44
13:03,2464,Torry Johnson made Free Throw.,49,45
12:46,147,Devonte Klines missed Three Point Jumper.,49,45
12:46,147,Montana State Offensive Rebound.,49,45
12:43,2464,Foul on Torry Johnson.,49,45
12:25,147,Devonte Klines made Layup.,51,45
12:16,2464,Isaiah Thomas made Dunk. Assisted by Torry Johnson.,51,47
11:57,147,Zach Green missed Layup.,51,47
11:57,2464,Torry Johnson Defensive Rebound.,51,47
11:50,2464,Isaiah Thomas made Layup. Assisted by Torry Johnson.,51,49
11:28,147,Harald Frey Turnover.,51,49
11:26,2464,Brooks Debisschop Steal.,51,49
11:19,2464,Torry Johnson made Layup.,51,51
11:19,147,Foul on Konner Frey.,51,51
11:19,2464,Torry Johnson made Free Throw.,51,52
11:03,147,Devonte Klines Turnover.,51,52
11:01,2464,Karl Harris Steal.,51,52
10:59,2464,Karl Harris made Dunk.,51,54
10:49,147,Montana State  Timeout,51,54
10:29,147,Harald Frey missed Three Point Jumper.,51,54
10:29,2464,Jojo Anderson Defensive Rebound.,51,54
10:16,2464,Foul on Isaiah Thomas.,51,54
10:16,2464,Isaiah Thomas Turnover.,51,54
10:00,147,Tyler Hall missed Three Point Jumper.,51,54
10:00,147,Montana State Offensive Rebound.,51,54
9:58,2464,Foul on Corey Brown.,51,54
9:58,147,Sam Neumann made Free Throw.,52,54
9:58,147,Sam Neumann missed Free Throw.,52,54
9:58,2464,Corey Brown Defensive Rebound.,52,54
9:35,2464,Brooks Debisschop Turnover.,52,54
9:33,147,Tyler Hall Steal.,52,54
9:13,147,Devonte Klines made Layup.,54,54
8:46,2464,Karl Harris missed Three Point Jumper.,54,54
8:46,2464,Corey Brown Offensive Rebound.,54,54
8:22,2464,Karl Harris made Jumper.,54,56
8:10,147,Keljin Blevins made Jumper.,56,56
7:52,2464,Jojo Anderson Turnover.,56,56
7:21,147,Sam Neumann missed Three Point Jumper.,56,56
7:21,2464,Chris Bowling Defensive Rebound.,56,56
7:02,2464,Jojo Anderson missed Three Point Jumper.,56,56
7:02,147,Zach Green Defensive Rebound.,56,56
6:39,147,Harald Frey missed Three Point Jumper.,56,56
6:39,2464,Brooks Debisschop Defensive Rebound.,56,56
6:09,2464,Gino Littles missed Jumper.,56,56
6:09,147,Zach Green Defensive Rebound.,56,56
6:00,147,Tyler Hall missed Three Point Jumper.,56,56
6:00,2464,Northern Arizona Defensive Rebound.,56,56
5:58,147,Foul on Sam Neumann.,56,56
5:44,2464,Chris Bowling missed Jumper.,56,56
5:44,147,Montana State Defensive Rebound.,56,56
5:37,147,Zach Green Turnover.,56,56
5:35,2464,Torry Johnson Steal.,56,56
5:31,2464,Torry Johnson Turnover.,56,56
5:30,147,Devonte Klines Steal.,56,56
5:17,147,Devonte Klines missed Jumper.,56,56
5:17,2464,Brooks Debisschop Defensive Rebound.,56,56
5:06,147,Foul on Devonte Klines.,56,56
5:06,2464,Torry Johnson made Free Throw.,56,57
5:06,2464,Torry Johnson missed Free Throw.,56,57
5:06,147,Zach Green Defensive Rebound.,56,57
4:42,147,Devonte Klines missed Layup.,56,57
4:42,2464,Brooks Debisschop Defensive Rebound.,56,57
4:13,2464,Chris Bowling missed Three Point Jumper.,56,57
4:13,147,Konner Frey Defensive Rebound.,56,57
3:42,147,Devonte Klines missed Layup.,56,57
3:42,2464,Brooks Debisschop Defensive Rebound.,56,57
3:31,2464,Torry Johnson Turnover.,56,57
3:06,147,Harald Frey missed Jumper.,56,57
3:06,2464,Chris Bowling Defensive Rebound.,56,57
2:48,2464,Brooks Debisschop missed Three Point Jumper.,56,57
2:48,147,Joe Mvuezolo Jr. Defensive Rebound.,56,57
2:31,147,Tyler Hall made Jumper.,58,57
2:27,2464,Foul on Chris Bowling.,58,57
2:27,147,Tyler Hall made Free Throw.,59,57
2:15,2464,Chris Bowling made Three Point Jumper. Assisted by Gino Littles.,59,60
2:02,2464,Foul on Corey Brown.,59,60
2:02,147,Keljin Blevins made Free Throw.,60,60
2:02,147,Keljin Blevins made Free Throw.,61,60
1:47,147,Foul on Konner Frey.,61,60
1:47,2464,Torry Johnson missed Free Throw.,61,60
1:47,2464,Northern Arizona Deadball Team Rebound.,61,60
1:47,2464,Torry Johnson missed Free Throw.,61,60
1:47,147,Tyler Hall Defensive Rebound.,61,60
1:22,147,Tyler Hall missed Three Point Jumper.,61,60
1:22,147,Tyler Hall Offensive Rebound.,61,60
1:14,147,Montana State  Timeout,61,60
1:00,147,Tyler Hall missed Three Point Jumper.,61,60
1:00,147,Sam Neumann Offensive Rebound.,61,60
0:56,147,Sam Neumann missed Layup.,61,60
0:56,2464,Gino Littles Defensive Rebound.,61,60
0:29,2464,Torry Johnson made Three Point Jumper.,61,63
0:08,147,Tyler Hall missed Three Point Jumper.,61,63
0:05,2464,Foul on Chris Bowling.,61,63
0:05,147,Tyler Hall made Free Throw.,62,63
0:05,2464,Northern Arizona  Timeout,62,63
0:05,147,Tyler Hall made Free Throw.,63,63
0:05,147,Tyler Hall made Free Throw.,64,63
0:01,147,Foul on Keljin Blevins.,64,63
0:01,2464,Torry Johnson made Free Throw.,64,64
0:01,2464,Torry Johnson missed Free Throw.,64,64
0:01,147,Zach Green Defensive Rebound.,64,64
0:00,2464,End of 2nd half,64,64
4:43,147,Keljin Blevins made Three Point Jumper. Assisted by Harald Frey.,67,64
4:09,2464,Brooks Debisschop missed Jumper.,67,64
4:09,147,Harald Frey Defensive Rebound.,67,64
3:42,147,Keljin Blevins missed Three Point Jumper.,67,64
3:42,2464,Northern Arizona Defensive Rebound.,67,64
3:41,147,Foul on Devonte Klines.,67,64
3:41,2464,Jojo Anderson missed Free Throw.,67,64
3:41,2464,Northern Arizona Deadball Team Rebound.,67,64
3:41,2464,Jojo Anderson made Free Throw.,67,65
3:26,2464,Foul on Gino Littles.,67,65
3:26,147,Harald Frey made Free Throw.,68,65
3:26,147,Harald Frey made Free Throw.,69,65
3:04,2464,Gino Littles made Three Point Jumper. Assisted by Jojo Anderson.,69,68
2:43,147,Tyler Hall missed Three Point Jumper.,69,68
2:43,147,Keljin Blevins Offensive Rebound.,69,68
2:39,147,Keljin Blevins made Layup.,71,68
2:20,2464,Foul on Gino Littles.,71,68
2:20,2464,Gino Littles Turnover.,71,68
2:00,147,Devonte Klines missed Layup.,71,68
2:00,2464,Corey Brown Defensive Rebound.,71,68
1:39,2464,Gino Littles missed Layup.,71,68
1:39,147,Keljin Blevins Block.,71,68
1:37,147,Sam Neumann Defensive Rebound.,71,68
1:16,147,Tyler Hall missed Three Point Jumper.,71,68
1:16,2464,Corey Brown Defensive Rebound.,71,68
1:12,147,Foul on Tyler Hall.,71,68
1:12,2464,Torry Johnson missed Free Throw.,71,68
1:12,2464,Northern Arizona Deadball Team Rebound.,71,68
1:12,2464,Torry Johnson made Free Throw.,71,69
0:43,147,Harald Frey made Three Point Jumper.,74,69
0:36,147,Foul on Keljin Blevins.,74,69
0:36,2464,Corey Brown made Free Throw.,74,70
0:36,2464,Corey Brown made Free Throw.,74,71
0:24,147,Keljin Blevins Turnover.,74,71
0:24,2464,Brooks Debisschop Steal.,74,71
0:13,2464,Torry Johnson missed Three Point Jumper.,74,71
0:13,2464,Brooks Debisschop Offensive Rebound.,74,71
0:09,2464,Brooks Debisschop missed Layup.,74,71
0:09,147,Sam Neumann Defensive Rebound.,74,71
0:06,2464,Foul on Brooks Debisschop.,74,71
0:06,147,Sam Neumann made Free Throw.,75,71
0:06,147,Sam Neumann made Free Throw.,76,71
0:02,2464,Torry Johnson made Layup.,76,73
0:02,2464,Northern Arizona  Timeout,76,73
0:00,2464,End of Game,76,73
