Boise State,2439,UNLV,68
6:50,2439,Jovan Mooring missed Jumper.,24,27
6:50,68,Christian Sengfelder Defensive Rebound.,24,27
6:40,2439,Foul on Jovan Mooring.,24,27
6:40,68,Justinian Jessup made Free Throw.,25,27
6:40,68,Justinian Jessup made Free Throw.,26,27
6:20,68,Foul on David Wacker.,26,27
6:20,2439,Shakur Juiston missed Free Throw.,26,27
6:20,2439,UNLV Deadball Team Rebound.,26,27
6:20,2439,Shakur Juiston made Free Throw.,26,28
6:08,68,Chandler Hutchison Turnover.,26,28
5:58,2439,Jordan Johnson made Three Point Jumper. Assisted by Kris Clyburn.,26,31
5:36,68,Marcus Dickinson missed Three Point Jumper.,26,31
5:36,68,David Wacker Offensive Rebound.,26,31
5:31,68,Alex Hobbs Turnover.,26,31
5:11,2439,Jovan Mooring missed Three Point Jumper.,26,31
5:11,68,Boise State Defensive Rebound.,26,31
4:50,68,Zach Haney made Layup. Assisted by Alex Hobbs.,28,31
4:42,2439,Jovan Mooring missed Three Point Jumper.,28,31
4:42,68,Marcus Dickinson Defensive Rebound.,28,31
4:32,68,Christian Sengfelder made Three Point Jumper. Assisted by Alex Hobbs.,31,31
4:15,2439,Brandon McCoy missed Jumper.,31,31
4:15,68,Marcus Dickinson Defensive Rebound.,31,31
4:06,68,Chandler Hutchison made Jumper.,33,31
3:49,2439,Brandon McCoy made Dunk. Assisted by Shakur Juiston.,33,33
3:41,68,Boise State  Timeout,33,33
3:28,68,Justinian Jessup Turnover.,33,33
3:27,2439,Brandon McCoy Steal.,33,33
3:22,2439,Kris Clyburn Turnover.,33,33
3:22,68,Justinian Jessup Steal.,33,33
3:22,68,Justinian Jessup Turnover.,33,33
3:07,2439,Jordan Johnson made Jumper.,33,35
2:48,68,Chandler Hutchison missed Layup.,33,35
2:48,2439,Brandon McCoy Defensive Rebound.,33,35
2:36,2439,Brandon McCoy Turnover.,33,35
2:17,68,Zach Haney missed Jumper.,33,35
2:17,2439,Brandon McCoy Defensive Rebound.,33,35
2:03,2439,Jordan Johnson made Jumper.,33,37
1:45,68,Alex Hobbs missed Jumper.,33,37
1:45,2439,Shakur Juiston Defensive Rebound.,33,37
1:40,2439,Shakur Juiston missed Layup.,33,37
1:40,68,Chandler Hutchison Defensive Rebound.,33,37
1:36,2439,Foul on Kris Clyburn.,33,37
1:24,2439,Foul on Amauri Hardy.,33,37
1:02,68,Zach Haney missed Three Point Jumper.,33,37
1:02,2439,Brandon McCoy Defensive Rebound.,33,37
0:50,2439,Jordan Johnson missed Jumper.,33,37
0:50,68,Chandler Hutchison Defensive Rebound.,33,37
0:43,68,Zach Haney made Layup. Assisted by Justinian Jessup.,35,37
0:30,2439,UNLV  Timeout,35,37
0:03,2439,Amauri Hardy missed Jumper.,35,37
0:03,68,Christian Sengfelder Defensive Rebound.,35,37
0:00,2439,End of 1st half,35,37
19:47,68,Zach Haney made Jumper.,37,37
19:28,68,Foul on Zach Haney.,37,37
19:22,2439,Shakur Juiston made Jumper.,37,39
19:00,68,Zach Haney missed Jumper.,37,39
19:00,2439,Shakur Juiston Defensive Rebound.,37,39
18:55,68,Foul on Lexus Williams.,37,39
18:49,2439,Shakur Juiston made Layup.,37,41
18:31,68,Christian Sengfelder missed Three Point Jumper.,37,41
18:31,68,Zach Haney Offensive Rebound.,37,41
18:26,68,Zach Haney Turnover.,37,41
18:09,2439,Shakur Juiston made Jumper. Assisted by Kris Clyburn.,37,43
17:52,68,Chandler Hutchison Turnover.,37,43
17:51,2439,Shakur Juiston Steal.,37,43
17:48,2439,Jovan Mooring Turnover.,37,43
17:35,68,Zach Haney made Layup. Assisted by Justinian Jessup.,39,43
17:29,2439,Kris Clyburn missed Layup.,39,43
17:29,68,Christian Sengfelder Block.,39,43
17:26,68,Chandler Hutchison Defensive Rebound.,39,43
17:23,68,Chandler Hutchison missed Layup.,39,43
17:23,68,Boise State Offensive Rebound.,39,43
17:19,2439,Foul on Jovan Mooring.,39,43
17:17,68,Christian Sengfelder made Layup. Assisted by Chandler Hutchison.,41,43
16:59,2439,Shakur Juiston missed Jumper.,41,43
16:59,68,Christian Sengfelder Defensive Rebound.,41,43
16:46,68,Justinian Jessup missed Layup.,41,43
16:46,68,Zach Haney Offensive Rebound.,41,43
16:44,68,Zach Haney missed Layup.,41,43
16:44,2439,Kris Clyburn Defensive Rebound.,41,43
16:38,2439,Jordan Johnson missed Layup.,41,43
16:38,68,Justinian Jessup Block.,41,43
16:36,68,Christian Sengfelder Defensive Rebound.,41,43
16:26,68,Marcus Dickinson missed Layup.,41,43
16:26,68,Zach Haney Offensive Rebound.,41,43
16:24,68,Zach Haney made Two Point Tip Shot.,43,43
16:18,2439,UNLV  Timeout,43,43
15:59,2439,Kris Clyburn missed Layup.,43,43
15:59,68,Chandler Hutchison Block.,43,43
15:59,68,Boise State Defensive Rebound.,43,43
15:42,2439,Foul on Jordan Johnson.,43,43
15:42,2439,Official TV Timeout,43,43
15:42,68,Marcus Dickinson made Free Throw.,44,43
15:42,68,Marcus Dickinson missed Free Throw.,44,43
15:42,68,Chandler Hutchison Offensive Rebound.,44,43
15:41,68,Chandler Hutchison made Jumper.,46,43
15:15,2439,Kris Clyburn missed Jumper.,46,43
15:15,68,Alex Hobbs Defensive Rebound.,46,43
15:07,68,Robin Jorch made Layup. Assisted by Alex Hobbs.,48,43
14:54,68,Foul on Justinian Jessup.,48,43
14:54,2439,Jovan Mooring made Free Throw.,48,44
14:54,2439,Jovan Mooring made Free Throw.,48,45
14:34,68,Robin Jorch made Layup. Assisted by Justinian Jessup.,50,45
14:22,2439,Jovan Mooring missed Jumper.,50,45
14:22,68,Robin Jorch Defensive Rebound.,50,45
14:10,68,Chandler Hutchison made Layup. Assisted by Justinian Jessup.,52,45
13:42,2439,Jovan Mooring missed Three Point Jumper.,52,45
13:42,68,Alex Hobbs Defensive Rebound.,52,45
13:34,68,Alex Hobbs missed Layup.,52,45
13:34,68,Robin Jorch Offensive Rebound.,52,45
13:33,2439,Foul on Shakur Juiston.,52,45
13:33,2439,Foul on Brandon McCoy.,52,45
13:33,2439,Technical Foul on Brandon McCoy.,52,45
13:33,68,Justinian Jessup missed Free Throw.,52,45
13:33,68,Boise State Deadball Team Rebound.,52,45
13:33,68,Justinian Jessup missed Free Throw.,52,45
13:33,68,Boise State Deadball Team Rebound.,52,45
13:33,68,Robin Jorch missed Free Throw.,52,45
13:33,68,Boise State Deadball Team Rebound.,52,45
13:33,68,Robin Jorch made Free Throw.,53,45
13:22,68,Foul on Marcus Dickinson.,53,45
13:17,68,Foul on Justinian Jessup.,53,45
13:07,2439,Jordan Johnson missed Three Point Jumper.,53,45
13:07,68,Robin Jorch Defensive Rebound.,53,45
12:52,68,Alex Hobbs made Jumper.,55,45
12:30,2439,Tervell Beck missed Jumper.,55,45
12:30,2439,Tervell Beck Offensive Rebound.,55,45
12:28,2439,Tervell Beck missed Two Point Tip Shot.,55,45
12:28,68,Chandler Hutchison Defensive Rebound.,55,45
12:07,68,Chandler Hutchison missed Jumper.,55,45
12:07,68,Chandler Hutchison Offensive Rebound.,55,45
11:45,68,Chandler Hutchison made Jumper.,57,45
11:29,2439,Tervell Beck made Jumper. Assisted by Jordan Johnson.,57,47
11:11,68,Chandler Hutchison made Three Point Jumper. Assisted by Christian Sengfelder.,60,47
11:00,2439,Official TV Timeout,60,47
11:00,2439,Shakur Juiston made Jumper.,60,49
10:43,68,Chandler Hutchison Turnover.,60,49
10:28,2439,Jordan Johnson missed Jumper.,60,49
10:28,68,Zach Haney Defensive Rebound.,60,49
10:07,68,Alex Hobbs made Jumper.,62,49
10:00,68,Foul on Chandler Hutchison.,62,49
9:49,2439,Jordan Johnson missed Three Point Jumper.,62,49
9:49,68,Alex Hobbs Defensive Rebound.,62,49
9:29,68,Christian Sengfelder missed Layup.,62,49
9:29,68,Zach Haney Offensive Rebound.,62,49
9:26,68,Zach Haney missed Two Point Tip Shot.,62,49
9:26,2439,UNLV Defensive Rebound.,62,49
9:09,2439,Jovan Mooring missed Three Point Jumper.,62,49
9:09,2439,Brandon McCoy Offensive Rebound.,62,49
9:00,2439,Jordan Johnson missed Layup.,62,49
9:00,68,Marcus Dickinson Defensive Rebound.,62,49
8:52,68,Alex Hobbs missed Three Point Jumper.,62,49
8:52,2439,Amauri Hardy Defensive Rebound.,62,49
8:40,68,Foul on Alex Hobbs.,62,49
8:40,2439,Jordan Johnson made Free Throw.,62,50
8:40,2439,Jordan Johnson made Free Throw.,62,51
8:23,68,Christian Sengfelder Turnover.,62,51
8:16,2439,Jordan Johnson made Three Point Jumper.,62,54
7:56,68,Robin Jorch missed Jumper.,62,54
7:56,2439,Cheikh Mbacke Diong Block.,62,54
7:56,68,Boise State Offensive Rebound.,62,54
7:56,2439,Official TV Timeout,62,54
7:49,68,Justinian Jessup made Three Point Jumper. Assisted by Marcus Dickinson.,65,54
7:36,2439,Jordan Johnson made Three Point Jumper.,65,57
7:11,68,Robin Jorch made Jumper.,67,57
6:53,68,Foul on Robin Jorch.,67,57
6:53,2439,Shakur Juiston made Free Throw.,67,58
6:53,2439,Shakur Juiston made Free Throw.,67,59
6:28,68,Justinian Jessup made Jumper.,69,59
6:18,68,Foul on Robin Jorch.,69,59
6:18,2439,Brandon McCoy made Free Throw.,69,60
6:18,2439,Brandon McCoy missed Free Throw.,69,60
6:18,68,Chandler Hutchison Defensive Rebound.,69,60
6:05,68,Zach Haney Turnover.,69,60
6:05,68,Foul on Zach Haney.,69,60
5:55,2439,Jordan Johnson missed Jumper.,69,60
5:55,68,Marcus Dickinson Defensive Rebound.,69,60
5:37,2439,Foul on Jordan Johnson.,69,60
5:37,68,Marcus Dickinson made Free Throw.,70,60
5:37,68,Marcus Dickinson made Free Throw.,71,60
5:20,68,Foul on Marcus Dickinson.,71,60
5:20,2439,Jordan Johnson missed Free Throw.,71,60
5:20,2439,UNLV Deadball Team Rebound.,71,60
5:20,2439,Jordan Johnson made Free Throw.,71,61
5:03,68,Alex Hobbs missed Jumper.,71,61
5:03,2439,Shakur Juiston Defensive Rebound.,71,61
4:57,2439,Jovan Mooring made Three Point Jumper. Assisted by Jordan Johnson.,71,64
4:47,2439,UNLV  Timeout,71,64
4:33,68,Chandler Hutchison made Layup.,73,64
4:16,2439,Shakur Juiston missed Jumper.,73,64
4:16,68,Chandler Hutchison Defensive Rebound.,73,64
4:07,68,Alex Hobbs missed Layup.,73,64
4:07,2439,Shakur Juiston Defensive Rebound.,73,64
3:58,68,Foul on Lexus Williams.,73,64
3:58,2439,Official TV Timeout,73,64
3:58,2439,Jordan Johnson missed Free Throw.,73,64
3:58,2439,UNLV Deadball Team Rebound.,73,64
3:58,2439,Jordan Johnson made Free Throw.,73,65
3:33,68,Chandler Hutchison missed Jumper.,73,65
3:33,2439,Jordan Johnson Defensive Rebound.,73,65
3:19,2439,Brandon McCoy made Jumper. Assisted by Jordan Johnson.,73,67
2:55,2439,Foul on Jovan Mooring.,73,67
2:49,68,Chandler Hutchison made Three Point Jumper. Assisted by Justinian Jessup.,76,67
2:39,2439,Jovan Mooring missed Layup.,76,67
2:39,68,Zach Haney Defensive Rebound.,76,67
2:31,68,Chandler Hutchison made Layup.,78,67
2:26,68,Foul on Justinian Jessup.,78,67
2:26,2439,Jordan Johnson missed Free Throw.,78,67
2:26,2439,UNLV Deadball Team Rebound.,78,67
2:26,2439,Jordan Johnson made Free Throw.,78,68
2:08,68,Chandler Hutchison Turnover.,78,68
1:54,2439,Amauri Hardy missed Three Point Jumper.,78,68
1:54,68,Justinian Jessup Defensive Rebound.,78,68
1:48,2439,Foul on Brandon McCoy.,78,68
1:48,68,Chandler Hutchison made Free Throw.,79,68
1:48,68,Chandler Hutchison missed Free Throw.,79,68
1:48,2439,Shakur Juiston Defensive Rebound.,79,68
1:34,2439,Brandon McCoy made Jumper. Assisted by Amauri Hardy.,79,70
1:08,68,Alex Hobbs missed Jumper.,79,70
1:08,2439,Brandon McCoy Defensive Rebound.,79,70
0:54,2439,Kris Clyburn missed Three Point Jumper.,79,70
0:54,2439,Brandon McCoy Offensive Rebound.,79,70
0:50,2439,Brandon McCoy Turnover.,79,70
0:49,68,Chandler Hutchison Steal.,79,70
0:41,2439,Foul on Shakur Juiston.,79,70
0:41,68,Chandler Hutchison made Free Throw.,80,70
0:41,68,Chandler Hutchison made Free Throw.,81,70
0:34,2439,Jordan Johnson missed Layup.,81,70
0:34,2439,Shakur Juiston Offensive Rebound.,81,70
0:32,2439,Shakur Juiston made Two Point Tip Shot.,81,72
0:26,2439,Foul on Brandon McCoy.,81,72
0:26,68,Zach Haney made Free Throw.,82,72
0:26,68,Zach Haney missed Free Throw.,82,72
0:26,2439,Brandon McCoy Defensive Rebound.,82,72
0:18,68,Foul on Christian Sengfelder.,82,72
0:18,2439,Shakur Juiston missed Free Throw.,82,72
0:18,2439,UNLV Deadball Team Rebound.,82,72
0:18,2439,Shakur Juiston Turnover.,82,72
0:18,2439,Foul on Amauri Hardy.,82,72
0:18,68,Justinian Jessup missed Free Throw.,82,72
0:18,68,Boise State Deadball Team Rebound.,82,72
0:18,68,Justinian Jessup made Free Throw.,83,72
0:18,2439,Brandon McCoy made Jumper. Assisted by Jordan Johnson.,83,74
0:00,2439,End of Game,83,74
