Texas A&amp;M-Intl,Error,Long Beach State,299
5:04,-1,Xabier Gomez Defensive Rebound.,16,28
5:00,-1,Texas A&M-International  Timeout,16,28
4:51,-1,Xabier Gomez missed Three Point Jumper.,16,28
4:51,299,Jordan Griffin Defensive Rebound.,16,28
4:49,-1,Foul on Kamari Robinson.,16,28
4:49,299,Jordan Griffin made Free Throw.,16,29
4:49,299,Jordan Griffin made Free Throw.,16,30
4:29,-1,Xabier Gomez Turnover.,16,30
4:28,299,LaRond Williams Steal.,16,30
4:09,-1,Foul on Danny Spinuzza.,16,30
4:09,299,LaRond Williams missed Free Throw.,16,30
4:09,299,Long Beach State Deadball Team Rebound.,16,30
4:09,299,LaRond Williams missed Free Throw.,16,30
4:09,-1,Brendan Ortiz Defensive Rebound.,16,30
3:44,-1,Damon Leach made Jumper. Assisted by Dan Milota.,18,30
3:16,299,Barry Ogalue made Layup.,18,32
2:51,-1,Damon Leach made Jumper. Assisted by Brendan Ortiz.,20,32
2:25,299,LaRond Williams Turnover.,20,32
2:24,-1,Danny Spinuzza Steal.,20,32
2:21,299,Foul on Edon Maxhuni.,20,32
2:21,299,Official TV Timeout,20,32
2:21,-1,Danny Spinuzza made Free Throw.,21,32
2:21,-1,Danny Spinuzza made Free Throw.,22,32
2:00,299,Barry Ogalue missed Jumper.,22,32
2:00,-1,Danny Spinuzza Defensive Rebound.,22,32
1:59,299,Foul on Temidayo Yussuf.,22,32
1:59,-1,Danny Spinuzza missed Free Throw.,22,32
1:59,299,Barry Ogalue Defensive Rebound.,22,32
1:51,299,Barry Ogalue made Dunk. Assisted by Temidayo Yussuf.,22,34
1:22,-1,Xabier Gomez made Three Point Jumper. Assisted by Danny Spinuzza.,25,34
1:07,299,Breamon Richard Turnover.,25,34
1:04,-1,Danny Spinuzza Steal.,25,34
1:00,-1,Danny Spinuzza missed Layup.,25,34
1:00,299,KJ Byers Block.,25,34
1:00,-1,Texas A&M-International Offensive Rebound.,25,34
0:52,-1,Brendan Ortiz made Jumper.,27,34
0:31,299,KJ Byers made Layup.,27,36
0:03,-1,Foul on Xabier Gomez.,27,36
0:03,-1,Xabier Gomez Turnover.,27,36
0:03,299,Long Beach State  Timeout,27,36
0:02,299,Edon Maxhuni missed Three Point Jumper.,27,36
0:02,-1,Texas A&M-International Defensive Rebound.,27,36
0:00,299,End of 1st half,27,36
19:44,-1,Shea Garland made Layup.,29,36
19:29,299,Temidayo Yussuf missed Jumper.,29,36
19:29,299,KJ Byers Offensive Rebound.,29,36
19:22,299,KJ Byers made Two Point Tip Shot.,29,38
19:18,-1,Xabier Gomez made Three Point Jumper.,32,38
18:58,299,Jordan Griffin missed Jumper.,32,38
18:58,299,Barry Ogalue Offensive Rebound.,32,38
18:55,299,Barry Ogalue made Two Point Tip Shot.,32,40
18:34,299,Foul on Temidayo Yussuf.,32,40
18:30,-1,Dan Milota Turnover.,32,40
18:18,-1,Foul on Dan Milota.,32,40
18:07,299,Edon Maxhuni missed Three Point Jumper.,32,40
18:07,-1,Dan Milota Defensive Rebound.,32,40
17:53,-1,Shea Garland missed Jumper.,32,40
17:53,-1,Shea Garland Offensive Rebound.,32,40
17:49,-1,Shea Garland made Jumper.,34,40
17:26,-1,Foul on Dan Milota.,34,40
17:19,-1,Foul on Shea Garland.,34,40
17:19,299,Jordan Griffin made Free Throw.,34,41
17:19,299,Jordan Griffin made Free Throw.,34,42
17:09,-1,Jeremy Wright missed Three Point Jumper.,34,42
17:09,299,Mason Riggins Defensive Rebound.,34,42
17:00,299,Barry Ogalue missed Three Point Jumper.,34,42
17:00,-1,Jeremy Wright Defensive Rebound.,34,42
16:50,-1,Jeremy Wright made Three Point Jumper. Assisted by Xabier Gomez.,37,42
16:30,299,Jordan Griffin made Three Point Jumper. Assisted by KJ Byers.,37,45
16:13,-1,Brendan Ortiz Turnover.,37,45
16:11,299,KJ Byers Steal.,37,45
16:10,299,KJ Byers Turnover.,37,45
16:09,-1,Xabier Gomez Steal.,37,45
15:56,299,Foul on Edon Maxhuni.,37,45
15:56,299,Official TV Timeout,37,45
15:36,-1,Jeremy Wright made Layup.,39,45
15:20,299,Mason Riggins made Jumper. Assisted by KJ Byers.,39,47
15:09,-1,Danny Spinuzza Turnover.,39,47
14:58,299,Barry Ogalue made Layup. Assisted by Mason Riggins.,39,49
14:42,-1,Xabier Gomez made Three Point Jumper. Assisted by Jeremy Wright.,42,49
14:13,299,KJ Byers made Three Point Jumper. Assisted by Breamon Richard.,42,52
13:43,-1,Xabier Gomez missed Jumper.,42,52
13:43,299,KJ Byers Block.,42,52
13:41,299,Jordan Griffin Defensive Rebound.,42,52
13:27,299,Jordan Griffin made Jumper.,42,54
13:16,-1,Dan Milota missed Three Point Jumper.,42,54
13:16,299,KJ Byers Defensive Rebound.,42,54
13:06,299,Mason Riggins made Dunk. Assisted by Jordan Roberts.,42,56
12:52,-1,Texas A&M-International  Timeout,42,56
12:34,-1,Kamari Robinson missed Jumper.,42,56
12:34,299,Mason Riggins Block.,42,56
12:31,299,Mason Riggins Defensive Rebound.,42,56
12:22,299,Mason Riggins made Jumper.,42,58
12:11,299,Foul on Breamon Richard.,42,58
12:00,299,Foul on Jordan Roberts.,42,58
11:50,-1,Kamari Robinson missed Three Point Jumper.,42,58
11:50,299,Breamon Richard Defensive Rebound.,42,58
11:32,299,LaRond Williams missed Jumper.,42,58
11:32,-1,Brendan Ortiz Defensive Rebound.,42,58
11:21,-1,Foul on Kamari Robinson.,42,58
11:21,-1,Kamari Robinson Turnover.,42,58
10:56,299,Temidayo Yussuf made Jumper.,42,60
10:26,-1,Dan Milota made Three Point Jumper. Assisted by Jeremy Wright.,45,60
10:03,299,Breamon Richard missed Three Point Jumper.,45,60
10:03,299,Jordan Roberts Offensive Rebound.,45,60
10:01,-1,Foul on Brendan Ortiz.,45,60
10:01,299,Jordan Roberts missed Free Throw.,45,60
10:01,299,Long Beach State Deadball Team Rebound.,45,60
10:01,299,Jordan Roberts missed Free Throw.,45,60
10:01,-1,Dan Milota Defensive Rebound.,45,60
9:41,-1,Dan Milota made Three Point Jumper. Assisted by Brendan Ortiz.,48,60
9:10,299,LaRond Williams made Jumper. Assisted by Temidayo Yussuf.,48,62
9:08,299,Long Beach State  Timeout,48,62
8:40,-1,Jeremy Wright missed Jumper.,48,62
8:40,299,LaRond Williams Block.,48,62
8:40,-1,Texas A&M-International Offensive Rebound.,48,62
8:36,-1,Texas A&M-International  Turnover.,48,62
8:20,299,LaRond Williams Turnover.,48,62
8:19,-1,Jeremy Wright Steal.,48,62
8:14,-1,Dan Milota missed Three Point Jumper.,48,62
8:14,299,LaRond Williams Defensive Rebound.,48,62
8:01,-1,Foul on Jeremy Wright.,48,62
8:01,299,Jordan Roberts made Free Throw.,48,63
8:01,299,Jordan Roberts made Free Throw.,48,64
7:52,299,Official TV Timeout,48,64
7:37,-1,Xabier Gomez made Three Point Jumper. Assisted by Jeremy Wright.,51,64
7:24,299,Temidayo Yussuf Turnover.,51,64
7:13,-1,Shea Garland missed Jumper.,51,64
7:07,-1,Shea Garland Offensive Rebound.,51,64
6:46,-1,Danny Spinuzza missed Three Point Jumper.,51,64
6:46,299,KJ Byers Defensive Rebound.,51,64
6:38,299,Foul on Barry Ogalue.,51,64
6:38,299,Barry Ogalue Turnover.,51,64
6:17,-1,Shea Garland Turnover.,51,64
6:04,299,Jordan Roberts missed Jumper.,51,64
6:04,299,Jordan Roberts Offensive Rebound.,51,64
5:59,299,Jordan Griffin missed Three Point Jumper.,51,64
5:59,299,Temidayo Yussuf Offensive Rebound.,51,64
5:57,-1,Foul on Shea Garland.,51,64
5:57,299,Temidayo Yussuf made Free Throw.,51,65
5:57,299,Temidayo Yussuf missed Free Throw.,51,65
5:57,299,Temidayo Yussuf Offensive Rebound.,51,65
5:53,299,Temidayo Yussuf made Jumper.,51,67
5:40,-1,Texas A&M-International  Timeout,51,67
5:21,-1,Texas A&M-International  Turnover.,51,67
5:06,299,Edon Maxhuni made Layup.,51,69
4:40,-1,Jeremy Wright made Three Point Jumper. Assisted by Dan Milota.,54,69
4:13,299,Breamon Richard missed Layup.,54,69
4:13,-1,Xabier Gomez Block.,54,69
4:10,299,Jordan Roberts Offensive Rebound.,54,69
4:09,299,Jordan Roberts missed Jumper.,54,69
4:09,-1,Xabier Gomez Defensive Rebound.,54,69
3:45,299,Foul on Jordan Roberts.,54,69
3:45,299,Official TV Timeout,54,69
3:29,-1,Xabier Gomez missed Three Point Jumper.,54,69
3:29,299,Temidayo Yussuf Defensive Rebound.,54,69
3:22,299,Jordan Roberts missed Layup.,54,69
3:22,-1,Xabier Gomez Defensive Rebound.,54,69
3:15,-1,Jeremy Wright missed Three Point Jumper.,54,69
3:15,-1,Texas A&M-International Offensive Rebound.,54,69
2:50,-1,Danny Spinuzza missed Three Point Jumper.,54,69
2:50,299,Jordan Roberts Defensive Rebound.,54,69
2:38,-1,Foul on Kamari Robinson.,54,69
2:38,299,KJ Byers made Free Throw.,54,70
2:38,299,KJ Byers made Free Throw.,54,71
2:10,-1,Danny Spinuzza missed Three Point Jumper.,54,71
2:10,299,Jordan Griffin Defensive Rebound.,54,71
1:53,299,Jordan Griffin made Three Point Jumper. Assisted by KJ Byers.,54,74
1:51,299,Long Beach State  Timeout,54,74
1:23,-1,Xabier Gomez missed Jumper.,54,74
1:23,-1,Damon Leach Offensive Rebound.,54,74
1:23,299,Foul on Quentin Shropshire.,54,74
1:23,-1,Damon Leach made Free Throw.,55,74
1:23,-1,Damon Leach missed Free Throw.,55,74
1:23,-1,Damon Leach Offensive Rebound.,55,74
1:09,-1,Brendan Ortiz missed Three Point Jumper.,55,74
1:09,299,Quentin Shropshire Block.,55,74
1:07,-1,Brendan Ortiz Offensive Rebound.,55,74
1:01,-1,Xabier Gomez missed Jumper.,55,74
1:01,299,LaRond Williams Block.,55,74
0:59,299,Edon Maxhuni Defensive Rebound.,55,74
0:55,299,Jordan Roberts made Layup. Assisted by Edon Maxhuni.,55,76
0:50,299,Foul on Jordan Roberts.,55,76
0:50,-1,Brendan Ortiz made Free Throw.,56,76
0:50,-1,Brendan Ortiz made Free Throw.,57,76
0:32,-1,Foul on Xabier Gomez.,57,76
0:32,299,LaRond Williams made Free Throw.,57,77
0:32,299,LaRond Williams missed Free Throw.,57,77
0:32,-1,Dan Milota Defensive Rebound.,57,77
0:05,-1,Dan Milota missed Three Point Jumper.,57,77
0:05,-1,Damon Leach Offensive Rebound.,57,77
0:04,-1,Damon Leach made Jumper.,59,77
0:00,299,End of Game,59,77
