Saint Louis,2325,La Salle,139
9:21,2325,Miles Brookins made Free Throw.,10,17
9:06,139,Foul on Rashed Anthony.,10,17
9:06,139,Rashed Anthony Turnover.,10,17
8:41,2325,Pookie Powell missed Layup.,10,17
8:41,139,Aaron Hines Defensive Rebound.,10,17
8:30,2325,Foul on Tony Washington.,10,17
8:30,139,Javon Bess missed Free Throw.,10,17
8:30,139,Saint Louis Deadball Team Rebound.,10,17
8:30,139,Javon Bess missed Free Throw.,10,17
8:30,2325,Isiah Deas Defensive Rebound.,10,17
8:16,2325,Amar Stukes made Jumper.,10,19
8:03,139,D.J. Foreman missed Layup.,10,19
8:03,2325,Tony Washington Defensive Rebound.,10,19
7:43,2325,Tony Washington made Layup.,10,21
7:25,139,Javon Bess Turnover.,10,21
7:25,2325,Official TV Timeout,10,21
6:59,2325,Pookie Powell missed Three Point Jumper.,10,21
6:59,139,Jordan Goodwin Defensive Rebound.,10,21
6:50,139,Jordan Goodwin missed Jumper.,10,21
6:50,139,Jordan Goodwin Offensive Rebound.,10,21
6:48,139,Jordan Goodwin missed Jumper.,10,21
6:48,2325,Johnnie Shuler Defensive Rebound.,10,21
6:40,139,Foul on Davell Roby.,10,21
6:40,2325,Miles Brookins made Free Throw.,10,22
6:40,2325,Miles Brookins made Free Throw.,10,23
6:24,139,Aaron Hines Turnover.,10,23
6:06,2325,Johnnie Shuler Turnover.,10,23
6:05,139,Jordan Goodwin Steal.,10,23
6:03,139,Jordan Goodwin made Layup.,12,23
5:47,2325,Tony Washington missed Layup.,12,23
5:47,139,Rashed Anthony Block.,12,23
5:45,139,Davell Roby Defensive Rebound.,12,23
5:37,139,Davell Roby made Jumper.,14,23
5:25,2325,Pookie Powell made Layup.,14,25
5:25,139,Foul on Rashed Anthony.,14,25
5:25,2325,Pookie Powell made Free Throw.,14,26
5:09,139,Javon Bess missed Jumper.,14,26
5:09,2325,Tony Washington Block.,14,26
5:07,2325,Isiah Deas Defensive Rebound.,14,26
5:02,2325,Amar Stukes made Three Point Jumper. Assisted by Isiah Deas.,14,29
4:44,139,Aaron Hines missed Three Point Jumper.,14,29
4:44,2325,Tony Washington Defensive Rebound.,14,29
4:13,2325,Pookie Powell missed Layup.,14,29
4:13,139,Davell Roby Defensive Rebound.,14,29
4:03,139,Davell Roby missed Three Point Jumper.,14,29
4:03,2325,Pookie Powell Defensive Rebound.,14,29
3:38,2325,Tony Washington Turnover.,14,29
3:38,2325,Official TV Timeout,14,29
3:26,139,Davell Roby Turnover.,14,29
3:18,2325,Saul Phiri made Three Point Jumper. Assisted by Pookie Powell.,14,32
2:58,139,D.J. Foreman made Layup.,16,32
2:58,2325,Foul on Tony Washington.,16,32
2:58,139,D.J. Foreman missed Free Throw.,16,32
2:58,2325,Isiah Deas Defensive Rebound.,16,32
2:49,2325,Amar Stukes made Jumper. Assisted by Saul Phiri.,16,34
2:32,139,Jalen Johnson missed Three Point Jumper.,16,34
2:32,2325,La Salle Defensive Rebound.,16,34
2:20,139,Foul on Jalen Johnson.,16,34
2:13,2325,Saul Phiri missed Three Point Jumper.,16,34
2:13,139,Jalen Johnson Defensive Rebound.,16,34
1:53,139,Davell Roby missed Jumper.,16,34
1:53,2325,Miles Brookins Block.,16,34
1:51,2325,Miles Brookins Defensive Rebound.,16,34
1:45,2325,Pookie Powell missed Jumper.,16,34
1:45,139,Jalen Johnson Block.,16,34
1:43,2325,Amar Stukes Offensive Rebound.,16,34
1:38,2325,Pookie Powell made Three Point Jumper. Assisted by Amar Stukes.,16,37
1:12,139,Javon Bess Turnover.,16,37
1:10,2325,Isiah Deas Steal.,16,37
1:08,2325,Miles Brookins made Layup. Assisted by Pookie Powell.,16,39
1:08,139,Foul on Jalen Johnson.,16,39
1:08,2325,Miles Brookins made Free Throw.,16,40
0:51,139,Davell Roby missed Jumper.,16,40
0:51,139,Jordan Goodwin Offensive Rebound.,16,40
0:47,139,Jordan Goodwin missed Two Point Tip Shot.,16,40
0:47,2325,Pookie Powell Defensive Rebound.,16,40
0:43,2325,Pookie Powell made Layup.,16,42
0:21,139,Jordan Goodwin made Three Point Jumper.,19,42
0:02,2325,Pookie Powell made Layup.,19,44
0:00,2325,End of 1st half,19,44
19:44,139,Jalen Johnson made Layup. Assisted by Hasahn French.,21,44
19:23,2325,Pookie Powell made Jumper.,21,46
19:04,139,Jalen Johnson made Three Point Jumper.,24,46
18:42,2325,Isiah Deas missed Three Point Jumper.,24,46
18:42,2325,Tony Washington Offensive Rebound.,24,46
18:24,2325,Tony Washington made Jumper.,24,48
18:13,139,Foul on Jordan Goodwin.,24,48
18:13,139,Jordan Goodwin Turnover.,24,48
17:44,2325,Pookie Powell made Three Point Jumper.,24,51
17:25,139,Davell Roby missed Jumper.,24,51
17:25,139,Jordan Goodwin Offensive Rebound.,24,51
17:23,139,Jordan Goodwin missed Layup.,24,51
17:23,139,Saint Louis Offensive Rebound.,24,51
17:21,2325,Foul on Tony Washington.,24,51
17:12,139,Hasahn French missed Jumper.,24,51
17:12,2325,Saul Phiri Defensive Rebound.,24,51
17:02,2325,Isiah Deas missed Jumper.,24,51
17:02,139,Jalen Johnson Defensive Rebound.,24,51
16:52,139,Jordan Goodwin Turnover.,24,51
16:51,2325,Saul Phiri Steal.,24,51
16:31,2325,Pookie Powell made Three Point Jumper. Assisted by Amar Stukes.,24,54
16:16,139,Davell Roby made Jumper.,26,54
15:56,2325,Miles Brookins missed Layup.,26,54
15:56,139,Hasahn French Defensive Rebound.,26,54
15:40,139,Hasahn French missed Jumper.,26,54
15:40,2325,Amar Stukes Defensive Rebound.,26,54
15:30,2325,Isiah Deas missed Three Point Jumper.,26,54
15:30,139,Jalen Johnson Defensive Rebound.,26,54
15:21,139,Jalen Johnson Turnover.,26,54
15:19,2325,Isiah Deas Steal.,26,54
15:16,2325,Pookie Powell made Layup.,26,56
15:01,139,Jordan Goodwin missed Jumper.,26,56
15:01,2325,Pookie Powell Defensive Rebound.,26,56
14:56,139,Foul on Davell Roby.,26,56
14:56,2325,Official TV Timeout,26,56
14:52,139,Foul on Aaron Hines.,26,56
14:35,2325,Amar Stukes made Three Point Jumper. Assisted by Isiah Deas.,26,59
14:14,139,D.J. Foreman made Layup.,28,59
13:57,2325,La Salle  Timeout,28,59
13:57,2325,Official TV Timeout,28,59
13:44,2325,Isiah Deas Turnover.,28,59
13:42,139,Aaron Hines Steal.,28,59
13:39,139,Jordan Goodwin missed Layup.,28,59
13:39,139,D.J. Foreman Offensive Rebound.,28,59
13:36,139,D.J. Foreman made Layup.,30,59
13:36,2325,Foul on Miles Brookins.,30,59
13:36,139,D.J. Foreman made Free Throw.,31,59
13:19,2325,Saul Phiri missed Three Point Jumper.,31,59
13:19,2325,La Salle Deadball Team Rebound.,31,59
13:00,2325,Johnnie Shuler Turnover.,31,59
12:59,139,Javon Bess Steal.,31,59
12:58,139,Javon Bess made Dunk.,33,59
12:30,2325,Amar Stukes made Three Point Jumper. Assisted by Tony Washington.,33,62
12:17,2325,Foul on Tony Washington.,33,62
12:17,139,Javon Bess made Free Throw.,34,62
12:17,139,Javon Bess made Free Throw.,35,62
11:59,2325,Pookie Powell made Jumper.,35,64
11:43,139,Aaron Hines missed Jumper.,35,64
11:43,2325,Miles Brookins Defensive Rebound.,35,64
11:14,2325,Miles Brookins missed Jumper.,35,64
11:14,139,Davell Roby Block.,35,64
11:13,2325,Saul Phiri Offensive Rebound.,35,64
11:07,2325,Amar Stukes missed Jumper.,35,64
11:07,139,Javon Bess Defensive Rebound.,35,64
11:00,139,Jordan Goodwin Turnover.,35,64
11:00,2325,Official TV Timeout,35,64
10:59,2325,Amar Stukes Turnover.,35,64
10:58,139,Davell Roby Steal.,35,64
10:54,2325,Foul on Miles Brookins.,35,64
10:54,139,D.J. Foreman made Free Throw.,36,64
10:54,139,D.J. Foreman missed Free Throw.,36,64
10:54,2325,Isiah Deas Defensive Rebound.,36,64
10:47,2325,Johnnie Shuler missed Layup.,36,64
10:47,2325,Miles Brookins Offensive Rebound.,36,64
10:46,139,Foul on Jordan Goodwin.,36,64
10:46,2325,Miles Brookins made Free Throw.,36,65
10:46,2325,Miles Brookins made Free Throw.,36,66
10:37,2325,Foul on Amar Stukes.,36,66
10:25,139,Davell Roby made Jumper.,38,66
10:04,2325,Isiah Deas Turnover.,38,66
10:04,139,D.J. Foreman Steal.,38,66
10:00,2325,Foul on Johnnie Shuler.,38,66
10:00,139,D.J. Foreman missed Free Throw.,38,66
10:00,139,Saint Louis Deadball Team Rebound.,38,66
10:00,139,D.J. Foreman made Free Throw.,39,66
9:50,2325,Pookie Powell made Layup. Assisted by Amar Stukes.,39,68
9:27,139,Aaron Hines missed Jumper.,39,68
9:27,139,Jordan Goodwin Offensive Rebound.,39,68
9:23,2325,Foul on Saul Phiri.,39,68
9:23,139,Jordan Goodwin made Free Throw.,40,68
9:23,139,Jordan Goodwin made Free Throw.,41,68
9:00,139,Foul on D.J. Foreman.,41,68
8:40,2325,Saul Phiri missed Jumper.,41,68
8:40,139,Saint Louis Defensive Rebound.,41,68
8:25,139,Javon Bess missed Jumper.,41,68
8:25,139,Jordan Goodwin Offensive Rebound.,41,68
8:20,2325,Foul on Amar Stukes.,41,68
8:20,139,Javon Bess made Free Throw.,42,68
8:20,139,Javon Bess missed Free Throw.,42,68
8:20,2325,Saul Phiri Defensive Rebound.,42,68
8:08,2325,La Salle  Turnover.,42,68
8:03,139,Jordan Goodwin missed Jumper.,42,68
8:03,2325,Pookie Powell Defensive Rebound.,42,68
7:50,2325,Pookie Powell missed Jumper.,42,68
7:50,139,Aaron Hines Defensive Rebound.,42,68
7:42,139,Aaron Hines missed Layup.,42,68
7:42,2325,Pookie Powell Defensive Rebound.,42,68
7:36,139,Foul on Jordan Goodwin.,42,68
7:36,2325,Official TV Timeout,42,68
7:30,2325,La Salle  Timeout,42,68
7:13,139,Foul on Hasahn French.,42,68
7:13,2325,Miles Brookins made Free Throw.,42,69
7:13,2325,Miles Brookins made Free Throw.,42,70
6:57,139,Davell Roby Turnover.,42,70
6:55,2325,Isiah Deas Steal.,42,70
6:46,2325,Saul Phiri Turnover.,42,70
6:45,139,Jordan Goodwin Steal.,42,70
6:42,2325,Foul on Isiah Deas.,42,70
6:42,139,Javon Bess made Free Throw.,43,70
6:42,139,Javon Bess made Free Throw.,44,70
6:40,139,Foul on D.J. Foreman.,44,70
6:39,2325,Johnnie Shuler made Free Throw.,44,71
6:39,2325,Johnnie Shuler made Free Throw.,44,72
6:17,139,Aaron Hines missed Jumper.,44,72
6:17,2325,Pookie Powell Defensive Rebound.,44,72
5:46,2325,Pookie Powell missed Jumper.,44,72
5:46,139,Aaron Hines Defensive Rebound.,44,72
5:37,2325,Foul on Miles Brookins.,44,72
5:37,139,D.J. Foreman missed Free Throw.,44,72
5:37,139,Saint Louis Deadball Team Rebound.,44,72
5:37,139,D.J. Foreman missed Free Throw.,44,72
5:37,2325,Tony Washington Defensive Rebound.,44,72
5:10,2325,Amar Stukes made Layup.,44,74
5:10,139,Foul on Hasahn French.,44,74
5:10,2325,Amar Stukes made Free Throw.,44,75
4:57,139,Davell Roby missed Jumper.,44,75
4:57,2325,Johnnie Shuler Defensive Rebound.,44,75
4:32,139,Foul on Jordan Goodwin.,44,75
4:32,2325,Isiah Deas made Free Throw.,44,76
4:32,2325,Isiah Deas missed Free Throw.,44,76
4:32,139,Hasahn French Defensive Rebound.,44,76
4:15,139,Hasahn French made Dunk. Assisted by Aaron Hines.,46,76
3:46,2325,Tony Washington Turnover.,46,76
3:46,2325,Official TV Timeout,46,76
3:30,139,Aaron Hines missed Jumper.,46,76
3:30,2325,Saul Phiri Defensive Rebound.,46,76
3:27,2325,Saul Phiri Turnover.,46,76
3:23,139,Davell Roby missed Jumper.,46,76
3:23,2325,La Salle Defensive Rebound.,46,76
3:06,2325,Dajour Joseph missed Three Point Jumper.,46,76
3:06,2325,La Salle Offensive Rebound.,46,76
2:49,139,Foul on Hasahn French.,46,76
2:49,2325,Isiah Deas made Free Throw.,46,77
2:49,2325,Isiah Deas missed Free Throw.,46,77
2:49,139,Javon Bess Defensive Rebound.,46,77
2:43,139,Jalen Johnson missed Three Point Jumper.,46,77
2:43,139,Javon Bess Offensive Rebound.,46,77
2:38,139,Javon Bess made Jumper.,48,77
2:04,2325,Dajour Joseph missed Jumper.,48,77
2:04,139,Saint Louis Defensive Rebound.,48,77
1:55,2325,Foul on Miles Brookins.,48,77
1:55,139,Javon Bess made Free Throw.,49,77
1:55,139,Javon Bess made Free Throw.,50,77
1:28,2325,Jamir Moultrie missed Three Point Jumper.,50,77
1:28,139,Saint Louis Defensive Rebound.,50,77
1:26,2325,Foul on Dajour Joseph.,50,77
1:26,139,Jalen Johnson made Free Throw.,51,77
1:26,139,Jalen Johnson made Free Throw.,52,77
1:16,2325,Chris Kuhar Turnover.,52,77
1:15,139,Jalen Johnson Steal.,52,77
1:13,139,Jalen Johnson missed Jumper.,52,77
1:13,2325,Jamir Moultrie Defensive Rebound.,52,77
1:06,2325,Jamir Moultrie made Jumper.,52,79
0:50,139,Jalen Johnson made Three Point Jumper. Assisted by Rashed Anthony.,55,79
0:36,2325,Jamir Moultrie made Three Point Jumper. Assisted by Tony Washington.,55,82
0:28,139,Javon Bess made Jumper. Assisted by Jordan Goodwin.,57,82
0:16,139,Foul on Javon Bess.,57,82
0:16,2325,Jamir Moultrie missed Free Throw.,57,82
0:16,2325,La Salle Deadball Team Rebound.,57,82
0:16,2325,Jamir Moultrie made Free Throw.,57,83
0:07,139,Jordan Goodwin made Three Point Jumper.,60,83
