Morgan State,2463,CSU Northridge,2415
13:52,2415,Stanley Davis missed Three Point Jumper.,8,11
13:52,2415,David Syfax Offensive Rebound.,8,11
13:25,2415,Tiwian Kendley missed Layup.,8,11
13:25,2463,Terrell Gomez Defensive Rebound.,8,11
13:17,2463,Micheal Warren missed Three Point Jumper.,8,11
13:17,2463,Micheal Warren Offensive Rebound.,8,11
12:58,2463,Reggie Theus Jr. made Jumper. Assisted by Tavrion Dawson.,8,13
12:39,2415,David Syfax made Jumper. Assisted by Stanley Davis.,10,13
12:15,2463,Micheal Warren missed Jumper.,10,13
12:15,2415,Azariah Sykes Defensive Rebound.,10,13
12:06,2415,Tiwian Kendley Turnover.,10,13
11:45,2463,Tavrion Dawson made Jumper.,10,15
11:23,2415,David Syfax made Layup.,12,15
11:10,2463,Tavrion Dawson missed Jumper.,12,15
11:10,2415,David Syfax Block.,12,15
11:08,2415,Azariah Sykes Defensive Rebound.,12,15
11:03,2463,Foul on Jonathan Guevara.,12,15
11:03,2415,Morgan State  Timeout,12,15
10:58,2415,Martez Cameron missed Jumper.,12,15
10:58,2463,Micheal Warren Defensive Rebound.,12,15
10:43,2415,Foul on LaPri McCray-Pace.,12,15
10:43,2463,Zeno Lake made Free Throw.,12,16
10:43,2463,Zeno Lake missed Free Throw.,12,16
10:43,2415,Phillip Carr Defensive Rebound.,12,16
10:12,2415,Morgan State  Turnover.,12,16
9:59,2463,Lyrik Shreiner made Jumper.,12,18
9:49,2415,Khalil Gracey missed Layup.,12,18
9:49,2463,Jonathan Guevara Defensive Rebound.,12,18
9:39,2463,Zeno Lake made Layup. Assisted by Lyrik Shreiner.,12,20
9:37,2415,Morgan State  Timeout,12,20
9:27,2463,Foul on Anthony Swan.,12,20
9:27,2415,Morgan State  Timeout,12,20
9:15,2463,Foul on Jonathan Guevara.,12,20
9:08,2415,Tiwian Kendley missed Jumper.,12,20
9:08,2463,Terrell Gomez Defensive Rebound.,12,20
8:56,2463,Terrell Gomez made Layup.,12,22
8:48,2415,Martez Cameron missed Jumper.,12,22
8:48,2415,David Syfax Offensive Rebound.,12,22
8:46,2415,David Syfax missed Layup.,12,22
8:46,2463,Tavrion Dawson Defensive Rebound.,12,22
8:46,2415,Foul on David Syfax.,12,22
8:30,2415,Foul on Martez Cameron.,12,22
8:14,2463,Micheal Warren missed Jumper.,12,22
8:14,2463,Reggie Theus Jr. Offensive Rebound.,12,22
8:11,2463,Reggie Theus Jr. made Layup.,12,24
8:04,2415,Tiwian Kendley Turnover.,12,24
8:02,2463,Anthony Swan Steal.,12,24
8:00,2415,Foul on Martez Cameron.,12,24
8:00,2463,CSU Northridge  Timeout,12,24
8:00,2463,Tavrion Dawson missed Free Throw.,12,24
8:00,2463,CSU Northridge Deadball Team Rebound.,12,24
8:00,2463,Tavrion Dawson made Free Throw.,12,25
7:48,2463,Foul on Tavrion Dawson.,12,25
7:48,2415,Tiwian Kendley missed Free Throw.,12,25
7:48,2415,Morgan State Deadball Team Rebound.,12,25
7:48,2415,Tiwian Kendley missed Free Throw.,12,25
7:48,2415,David Syfax Offensive Rebound.,12,25
7:40,2415,Tiwian Kendley missed Jumper.,12,25
7:40,2415,Phillip Carr Offensive Rebound.,12,25
7:20,2415,Phillip Carr missed Jumper.,12,25
7:20,2463,Tavrion Dawson Defensive Rebound.,12,25
7:14,2463,Tavrion Dawson Turnover.,12,25
7:13,2415,Tiwian Kendley Steal.,12,25
7:10,2415,Tiwian Kendley made Layup.,14,25
6:50,2463,Reggie Theus Jr. missed Jumper.,14,25
6:50,2415,Azariah Sykes Defensive Rebound.,14,25
6:34,2415,Phillip Carr made Jumper.,16,25
6:04,2463,Tavrion Dawson missed Three Point Jumper.,16,25
6:04,2463,CSU Northridge Offensive Rebound.,16,25
6:02,2415,Foul on David Syfax.,16,25
5:57,2463,Anthony Swan missed Free Throw.,16,25
5:57,2415,Phillip Carr Defensive Rebound.,16,25
5:47,2415,Phillip Carr missed Three Point Jumper.,16,25
5:47,2463,Tavrion Dawson Defensive Rebound.,16,25
5:27,2463,Tavrion Dawson missed Jumper.,16,25
5:27,2415,Phillip Carr Defensive Rebound.,16,25
5:10,2415,Phillip Carr missed Layup.,16,25
5:10,2415,Alex Ennis Offensive Rebound.,16,25
4:55,2415,Alex Ennis Turnover.,16,25
4:55,2463,Micheal Warren Steal.,16,25
4:29,2463,Terrell Gomez made Three Point Jumper.,16,28
4:14,2415,Stanley Davis missed Layup.,16,28
4:14,2415,Azariah Sykes Offensive Rebound.,16,28
4:14,2415,Morgan State  Timeout,16,28
4:14,2415,Morgan State  Timeout,16,28
4:14,2415,Phillip Carr made Jumper.,18,28
3:48,2415,Foul on Tiwian Kendley.,18,28
3:48,2463,Terrell Gomez made Free Throw.,18,29
3:48,2463,Terrell Gomez made Free Throw.,18,30
3:42,2415,Tiwian Kendley made Dunk.,20,30
3:28,2463,Micheal Warren made Three Point Jumper. Assisted by Lyrik Shreiner.,20,33
3:27,2415,Foul on Stanley Davis.,20,33
3:27,2463,Zeno Lake missed Free Throw.,20,33
3:27,2415,Phillip Carr Defensive Rebound.,20,33
3:13,2415,Stanley Davis missed Three Point Jumper.,20,33
3:13,2415,Alex Ennis Offensive Rebound.,20,33
3:10,2463,Foul on Zeno Lake.,20,33
3:10,2415,Alex Ennis missed Free Throw.,20,33
3:10,2463,Zeno Lake Defensive Rebound.,20,33
2:55,2463,Tavrion Dawson Turnover.,20,33
2:55,2463,Foul on Tavrion Dawson.,20,33
2:44,2415,Alex Ennis missed Dunk.,20,33
2:44,2415,Stanley Davis Offensive Rebound.,20,33
2:42,2415,Stanley Davis missed Layup.,20,33
2:42,2463,Micheal Warren Defensive Rebound.,20,33
2:38,2415,Foul on Tiwian Kendley.,20,33
2:38,2415,Technical Foul on Tiwian Kendley.,20,33
2:38,2415,Foul on Tiwian Kendley.,20,33
2:38,2463,Micheal Warren made Free Throw.,20,34
2:38,2463,Micheal Warren made Free Throw.,20,35
2:38,2463,Lyrik Shreiner made Free Throw.,20,36
2:38,2463,Lyrik Shreiner made Free Throw.,20,37
2:24,2415,LaPri McCray-Pace missed Three Point Jumper.,20,37
2:24,2415,Alex Ennis Offensive Rebound.,20,37
2:16,2415,Morgan State  Turnover.,20,37
2:03,2463,Micheal Warren Turnover.,20,37
1:48,2415,Phillip Carr missed Layup.,20,37
1:48,2463,Anthony Swan Block.,20,37
1:47,2463,CSU Northridge Defensive Rebound.,20,37
1:35,2463,Micheal Warren missed Three Point Jumper.,20,37
1:35,2415,Azariah Sykes Defensive Rebound.,20,37
1:26,2463,Foul on Micheal Warren.,20,37
1:26,2415,Stanley Davis made Free Throw.,21,37
1:26,2415,Stanley Davis made Free Throw.,22,37
1:02,2463,Reggie Theus Jr. made Three Point Jumper. Assisted by Lyrik Shreiner.,22,40
0:52,2415,LaPri McCray-Pace missed Layup.,22,40
0:52,2463,Anthony Swan Block.,22,40
0:51,2415,Azariah Sykes Offensive Rebound.,22,40
0:44,2415,Phillip Carr missed Jumper.,22,40
0:44,2415,Alex Ennis Offensive Rebound.,22,40
0:41,2415,Alex Ennis missed Layup.,22,40
0:41,2415,LaPri McCray-Pace Offensive Rebound.,22,40
0:39,2463,Foul on Lyrik Shreiner.,22,40
0:39,2415,LaPri McCray-Pace missed Free Throw.,22,40
0:39,2415,Morgan State Deadball Team Rebound.,22,40
0:39,2415,LaPri McCray-Pace made Free Throw.,23,40
0:39,2463,CSU Northridge  Timeout,23,40
0:15,2463,Anthony Swan missed Three Point Jumper.,23,40
0:15,2415,LaPri McCray-Pace Defensive Rebound.,23,40
0:05,2415,Stanley Davis made Layup.,25,40
0:00,2463,End of 1st half,25,40
19:51,2463,Lyrik Shreiner Turnover.,25,40
19:50,2415,Stanley Davis Steal.,25,40
19:47,2415,Stanley Davis made Dunk. Assisted by LaPri McCray-Pace.,27,40
19:27,2463,Tavrion Dawson missed Jumper.,27,40
19:27,2415,Phillip Carr Defensive Rebound.,27,40
19:18,2463,Foul on Micheal Warren.,27,40
19:14,2415,Stanley Davis missed Jumper.,27,40
19:14,2415,Alex Ennis Offensive Rebound.,27,40
19:07,2415,Phillip Carr made Jumper. Assisted by Alex Ennis.,29,40
18:43,2463,Reggie Theus Jr. made Jumper.,29,42
18:30,2415,Phillip Carr made Jumper.,31,42
18:01,2463,Tavrion Dawson missed Three Point Jumper.,31,42
18:01,2463,Tavrion Dawson Offensive Rebound.,31,42
17:42,2463,Reggie Theus Jr. made Layup. Assisted by Lyrik Shreiner.,31,44
17:35,2415,Stanley Davis missed Jumper.,31,44
17:35,2415,Azariah Sykes Offensive Rebound.,31,44
17:30,2463,Foul on Micheal Warren.,31,44
17:30,2415,Azariah Sykes made Free Throw.,32,44
17:30,2415,Azariah Sykes made Free Throw.,33,44
17:10,2463,Micheal Warren Turnover.,33,44
16:58,2415,Phillip Carr missed Jumper.,33,44
16:58,2415,Phillip Carr Offensive Rebound.,33,44
16:37,2415,Phillip Carr missed Jumper.,33,44
16:37,2463,Jonathan Guevara Defensive Rebound.,33,44
16:32,2463,Tavrion Dawson made Layup. Assisted by Jonathan Guevara.,33,46
16:23,2415,LaPri McCray-Pace made Jumper.,35,46
15:57,2463,Tavrion Dawson missed Jumper.,35,46
15:57,2415,Azariah Sykes Defensive Rebound.,35,46
15:48,2415,Stanley Davis missed Three Point Jumper.,35,46
15:48,2463,Jonathan Guevara Defensive Rebound.,35,46
15:39,2415,Foul on Azariah Sykes.,35,46
15:39,2463,CSU Northridge  Timeout,35,46
15:39,2463,Lyrik Shreiner made Free Throw.,35,47
15:39,2463,Lyrik Shreiner made Free Throw.,35,48
15:16,2415,Phillip Carr missed Layup.,35,48
15:16,2463,Terrell Gomez Defensive Rebound.,35,48
15:11,2463,Terrell Gomez made Layup.,35,50
14:49,2415,Phillip Carr Turnover.,35,50
14:48,2463,Reggie Theus Jr. Steal.,35,50
14:43,2415,Foul on Azariah Sykes.,35,50
14:43,2463,Tavrion Dawson made Free Throw.,35,51
14:43,2463,Micheal Warren made Free Throw.,35,52
14:31,2463,Foul on Jonathan Guevara.,35,52
14:16,2463,Foul on Jonathan Guevara.,35,52
14:11,2415,Tiwian Kendley made Three Point Jumper.,38,52
13:58,2463,Jonathan Guevara Turnover.,38,52
13:57,2415,Tiwian Kendley Steal.,38,52
13:51,2415,Alex Ennis made Layup. Assisted by Tiwian Kendley.,40,52
13:41,2463,CSU Northridge  Timeout,40,52
13:30,2463,Terrell Gomez missed Jumper.,40,52
13:30,2415,Alex Ennis Defensive Rebound.,40,52
13:05,2415,Tiwian Kendley made Jumper.,42,52
12:42,2463,Lyrik Shreiner missed Three Point Jumper.,42,52
12:42,2415,Azariah Sykes Defensive Rebound.,42,52
12:21,2463,Foul on Lyrik Shreiner.,42,52
12:21,2415,Tiwian Kendley made Free Throw.,43,52
12:21,2415,Tiwian Kendley made Free Throw.,44,52
12:00,2463,Tavrion Dawson made Layup.,44,54
11:37,2415,Tiwian Kendley Turnover.,44,54
11:36,2463,Lyrik Shreiner Steal.,44,54
11:34,2463,Tavrion Dawson made Layup.,44,56
11:08,2415,Martez Cameron missed Jumper.,44,56
11:08,2415,Azariah Sykes Offensive Rebound.,44,56
11:01,2415,Azariah Sykes made Two Point Tip Shot.,46,56
10:37,2415,Foul on Azariah Sykes.,46,56
10:37,2463,CSU Northridge  Timeout,46,56
10:37,2463,Lyrik Shreiner made Free Throw.,46,57
10:37,2463,Lyrik Shreiner made Free Throw.,46,58
10:19,2463,Foul on Terrell Gomez.,46,58
10:19,2415,Martez Cameron missed Free Throw.,46,58
10:19,2415,Morgan State Deadball Team Rebound.,46,58
10:19,2415,Martez Cameron missed Free Throw.,46,58
10:19,2463,Micheal Warren Defensive Rebound.,46,58
9:55,2463,Tavrion Dawson missed Layup.,46,58
9:55,2463,Tavrion Dawson Offensive Rebound.,46,58
9:51,2463,Tavrion Dawson missed Layup.,46,58
9:51,2463,Reggie Theus Jr. Offensive Rebound.,46,58
9:50,2415,Foul on David Syfax.,46,58
9:37,2463,Terrell Gomez missed Three Point Jumper.,46,58
9:37,2415,Phillip Carr Defensive Rebound.,46,58
9:15,2463,Foul on Reggie Theus Jr..,46,58
9:15,2415,Phillip Carr made Free Throw.,47,58
9:15,2415,Phillip Carr missed Free Throw.,47,58
9:15,2463,Tavrion Dawson Defensive Rebound.,47,58
8:53,2463,Micheal Warren missed Three Point Jumper.,47,58
8:53,2463,Tavrion Dawson Offensive Rebound.,47,58
8:38,2463,Micheal Warren made Three Point Jumper. Assisted by Terrell Gomez.,47,61
8:14,2415,Stanley Davis made Layup.,49,61
8:03,2463,Lyrik Shreiner Turnover.,49,61
8:02,2415,Tiwian Kendley Steal.,49,61
8:01,2463,Foul on Terrell Gomez.,49,61
8:01,2415,Tiwian Kendley made Free Throw.,50,61
8:01,2415,Tiwian Kendley made Free Throw.,51,61
7:39,2463,Tavrion Dawson made Jumper.,51,63
7:39,2415,Foul on Elijah Staley.,51,63
7:39,2463,CSU Northridge  Timeout,51,63
7:39,2463,Tavrion Dawson made Free Throw.,51,64
7:14,2415,Alex Ennis missed Jumper.,51,64
7:14,2415,Stanley Davis Offensive Rebound.,51,64
7:07,2415,Stanley Davis missed Layup.,51,64
7:07,2415,Morgan State Offensive Rebound.,51,64
6:56,2415,Alex Ennis Turnover.,51,64
6:56,2415,Foul on Alex Ennis.,51,64
6:31,2463,Micheal Warren made Three Point Jumper. Assisted by Tavrion Dawson.,51,67
6:15,2415,Stanley Davis Turnover.,51,67
5:59,2463,Tavrion Dawson missed Jumper.,51,67
5:59,2415,Azariah Sykes Defensive Rebound.,51,67
5:42,2463,Foul on Terrell Gomez.,51,67
5:42,2415,Stanley Davis made Free Throw.,52,67
5:42,2415,Stanley Davis made Free Throw.,53,67
5:22,2463,Micheal Warren Turnover.,53,67
5:22,2463,Foul on Micheal Warren.,53,67
5:11,2415,Stanley Davis missed Layup.,53,67
5:11,2415,Stanley Davis Offensive Rebound.,53,67
5:07,2463,Foul on Micheal Warren.,53,67
5:07,2415,Stanley Davis missed Free Throw.,53,67
5:07,2415,Morgan State Deadball Team Rebound.,53,67
5:07,2415,Stanley Davis made Free Throw.,54,67
4:43,2463,CSU Northridge  Timeout,54,67
4:39,2463,Tavrion Dawson made Three Point Jumper.,54,70
4:23,2415,Tiwian Kendley missed Jumper.,54,70
4:23,2463,CSU Northridge Defensive Rebound.,54,70
3:56,2463,Lyrik Shreiner made Jumper.,54,72
3:39,2415,Tiwian Kendley made Layup.,56,72
3:38,2463,Foul on Tavrion Dawson.,56,72
3:38,2415,Morgan State  Timeout,56,72
3:38,2415,Tiwian Kendley made Free Throw.,57,72
3:19,2463,Jonathan Guevara made Jumper.,57,74
3:08,2415,Tiwian Kendley made Jumper.,59,74
2:34,2415,Foul on Azariah Sykes.,59,74
2:34,2463,Jonathan Guevara made Free Throw.,59,75
2:34,2463,Jonathan Guevara made Free Throw.,59,76
2:34,2463,Jonathan Guevara missed Free Throw.,59,76
2:34,2415,Azariah Sykes Defensive Rebound.,59,76
2:26,2463,Foul on Terrell Gomez.,59,76
2:26,2415,Tiwian Kendley made Free Throw.,60,76
2:26,2415,Tiwian Kendley made Free Throw.,61,76
1:57,2415,Foul on LaPri McCray-Pace.,61,76
1:57,2463,Lyrik Shreiner missed Free Throw.,61,76
1:51,2415,Phillip Carr Defensive Rebound.,61,76
1:49,2415,Tiwian Kendley made Jumper.,63,76
1:49,2415,Morgan State  Timeout,63,76
1:30,2415,Foul on LaPri McCray-Pace.,63,76
1:30,2463,Jonathan Guevara made Free Throw.,63,77
1:30,2463,Jonathan Guevara made Free Throw.,63,78
1:24,2415,Stanley Davis made Layup.,65,78
1:08,2463,Jonathan Guevara Turnover.,65,78
1:07,2415,Tiwian Kendley Steal.,65,78
1:05,2415,Tiwian Kendley made Dunk.,67,78
0:52,2463,CSU Northridge  Timeout,67,78
0:41,2415,Foul on Stanley Davis.,67,78
0:41,2463,Jonathan Guevara missed Free Throw.,67,78
0:41,2463,CSU Northridge Deadball Team Rebound.,67,78
0:41,2463,Jonathan Guevara missed Free Throw.,67,78
0:41,2415,Phillip Carr Defensive Rebound.,67,78
0:29,2415,Antonio Gillespie missed Jumper.,67,78
0:29,2463,Zeno Lake Defensive Rebound.,67,78
0:15,2415,Foul on Stanley Davis.,67,78
0:15,2463,Tavrion Dawson missed Free Throw.,67,78
0:15,2463,CSU Northridge Deadball Team Rebound.,67,78
0:15,2463,Tavrion Dawson made Free Throw.,67,79
0:11,2463,Foul on Zeno Lake.,67,79
0:11,2415,Tiwian Kendley made Free Throw.,68,79
0:11,2415,Tiwian Kendley made Free Throw.,69,79
0:00,2463,End of Game,69,79
