Pacific Union,Error,UC Santa Barbara,2540
11:29,-1,Joseph Scott made Jumper.,10,17
11:10,2540,Alex Hart made Layup. Assisted by Sam Walters.,10,19
10:51,-1,Wayne Englestad missed Three Point Jumper.,10,19
10:51,2540,Maxwell Kupchak Defensive Rebound.,10,19
10:42,2540,Sam Walters missed Three Point Jumper.,10,19
10:42,-1,Joseph Scott Defensive Rebound.,10,19
10:21,-1,Brandon Franklin missed Jumper.,10,19
10:21,2540,Christian Terrell Defensive Rebound.,10,19
10:17,-1,Foul on Joseph Scott.,10,19
10:17,2540,Official TV Timeout,10,19
10:03,2540,Jalen Canty made Dunk. Assisted by Marcus Jackson.,10,21
9:49,-1,Dreymon Jones Turnover.,10,21
9:43,2540,Christian Terrell missed Jumper.,10,21
9:43,2540,Jalen Canty Offensive Rebound.,10,21
9:42,-1,Foul on Brandon Franklin.,10,21
9:39,2540,Leland King II missed Three Point Jumper.,10,21
9:39,-1,Dreymon Jones Defensive Rebound.,10,21
9:28,-1,Wayne Englestad missed Jumper.,10,21
9:28,2540,Marcus Jackson Defensive Rebound.,10,21
9:20,-1,Foul on Kyle Zelenski.,10,21
9:07,2540,Max Heidegger made Three Point Jumper. Assisted by Leland King II.,10,24
8:51,-1,Noel Briones missed Jumper.,10,24
8:51,2540,Leland King II Defensive Rebound.,10,24
8:43,2540,Maxwell Kupchak missed Jumper.,10,24
8:43,2540,Max Heidegger Offensive Rebound.,10,24
8:39,2540,Max Heidegger made Two Point Tip Shot.,10,26
8:22,2540,Foul on Maxwell Kupchak.,10,26
8:22,-1,Brandon Franklin missed Free Throw.,10,26
8:22,-1,Pacific Union Deadball Team Rebound.,10,26
8:22,-1,Brandon Franklin missed Free Throw.,10,26
8:22,2540,Leland King II Defensive Rebound.,10,26
7:58,2540,Jalen Canty Turnover.,10,26
7:58,2540,Official TV Timeout,10,26
7:46,-1,Noel Briones missed Three Point Jumper.,10,26
7:46,2540,Maxwell Kupchak Defensive Rebound.,10,26
7:34,2540,Leland King II missed Layup.,10,26
7:34,-1,Noel Briones Defensive Rebound.,10,26
7:07,2540,Foul on Leland King II.,10,26
7:06,-1,Noel Briones Turnover.,10,26
7:05,2540,Brandon Davis Steal.,10,26
6:36,2540,Brandon Davis missed Three Point Jumper.,10,26
6:36,2540,Christian Terrell Offensive Rebound.,10,26
6:23,2540,Christian Terrell missed Jumper.,10,26
6:23,2540,Ami Lakoju Offensive Rebound.,10,26
6:20,2540,Ami Lakoju missed Jumper.,10,26
6:20,-1,Brandon Franklin Defensive Rebound.,10,26
6:06,2540,Foul on Brandon Davis.,10,26
6:06,-1,Jayson Marquez made Free Throw.,11,26
6:06,-1,Jayson Marquez made Free Throw.,12,26
5:46,2540,Maxwell Kupchak Turnover.,12,26
5:45,-1,Noel Briones Steal.,12,26
5:35,-1,Rae Hubbard missed Three Point Jumper.,12,26
5:35,-1,Jeremiah Blandin Offensive Rebound.,12,26
5:30,-1,Jayson Marquez missed Jumper.,12,26
5:30,2540,Maxwell Kupchak Defensive Rebound.,12,26
5:22,2540,Maxwell Kupchak made Layup. Assisted by Sam Walters.,12,28
5:09,-1,Jayson Marquez made Layup.,14,28
5:07,2540,UC Santa Barbara  Timeout,14,28
4:45,2540,Ami Lakoju Turnover.,14,28
4:36,-1,Brandon Franklin Turnover.,14,28
4:22,2540,Max Heidegger missed Layup.,14,28
4:22,2540,Jalen Canty Offensive Rebound.,14,28
4:19,2540,Jalen Canty made Layup.,14,30
4:05,-1,Noel Briones Turnover.,14,30
4:03,2540,Max Heidegger Steal.,14,30
4:00,2540,Marcus Jackson made Dunk. Assisted by Max Heidegger.,14,32
3:52,-1,Jayson Marquez missed Jumper.,14,32
3:52,2540,Jalen Canty Defensive Rebound.,14,32
3:43,2540,Max Heidegger missed Three Point Jumper.,14,32
3:43,2540,Jalen Canty Offensive Rebound.,14,32
3:41,2540,Jalen Canty made Layup.,14,34
3:29,-1,Brandon Franklin missed Layup.,14,34
3:29,2540,Leland King II Block.,14,34
3:26,2540,Leland King II Defensive Rebound.,14,34
3:25,2540,Max Heidegger made Layup. Assisted by Leland King II.,14,36
3:05,-1,Noel Briones made Layup. Assisted by Jayson Marquez.,16,36
3:04,2540,UC Santa Barbara  Timeout,16,36
2:57,2540,Christian Terrell Turnover.,16,36
2:30,-1,Devon Pinnock Turnover.,16,36
2:30,-1,Foul on Devon Pinnock.,16,36
2:23,2540,Sam Walters Turnover.,16,36
1:56,-1,Jayson Marquez missed Three Point Jumper.,16,36
1:56,2540,Christian Terrell Defensive Rebound.,16,36
1:48,2540,Ami Lakoju Turnover.,16,36
1:48,2540,Foul on Ami Lakoju.,16,36
1:33,-1,Rae Hubbard made Layup. Assisted by Devon Pinnock.,18,36
1:06,-1,Foul on Brandon Franklin.,18,36
0:58,2540,Christian Terrell missed Jumper.,18,36
0:58,-1,Jayson Marquez Defensive Rebound.,18,36
0:52,-1,Jayson Marquez missed Three Point Jumper.,18,36
0:52,2540,Christian Terrell Defensive Rebound.,18,36
0:35,2540,Sam Walters missed Three Point Jumper.,18,36
0:35,-1,Wayne Englestad Defensive Rebound.,18,36
0:19,-1,Rae Hubbard missed Jumper.,18,36
0:19,2540,Alex Hart Block.,18,36
0:18,2540,Maxwell Kupchak Defensive Rebound.,18,36
0:03,2540,Christian Terrell missed Three Point Jumper.,18,36
0:03,2540,Brandon Davis Offensive Rebound.,18,36
0:00,2540,Brandon Davis missed Three Point Jumper.,18,36
0:00,-1,Pacific Union Defensive Rebound.,18,36
0:00,2540,End of 1st half,18,36
19:41,-1,Rae Hubbard made Jumper. Assisted by Jayson Marquez.,20,36
19:17,2540,Jalen Canty made Layup. Assisted by Christian Terrell.,20,38
18:53,-1,Noel Briones missed Jumper.,20,38
18:53,-1,Rae Hubbard Offensive Rebound.,20,38
18:50,2540,Foul on Max Heidegger.,20,38
18:45,-1,Rae Hubbard missed Three Point Jumper.,20,38
18:45,2540,Jalen Canty Defensive Rebound.,20,38
18:38,2540,Marcus Jackson Turnover.,20,38
18:22,-1,Jeremiah Blandin missed Layup.,20,38
18:22,-1,Jayson Marquez Offensive Rebound.,20,38
18:17,-1,Jayson Marquez Turnover.,20,38
18:16,2540,Christian Terrell Steal.,20,38
18:15,2540,Christian Terrell made Layup.,20,40
17:54,-1,Devon Pinnock missed Jumper.,20,40
17:54,2540,Max Heidegger Defensive Rebound.,20,40
17:50,2540,Leland King II made Dunk. Assisted by Christian Terrell.,20,42
17:42,-1,Devon Pinnock Turnover.,20,42
17:21,2540,Jalen Canty Turnover.,20,42
17:15,-1,Noel Briones missed Layup.,20,42
17:15,-1,Noel Briones Offensive Rebound.,20,42
17:10,-1,Jayson Marquez missed Three Point Jumper.,20,42
17:10,2540,Leland King II Defensive Rebound.,20,42
17:02,2540,Brandon Davis Turnover.,20,42
17:01,-1,Jayson Marquez Steal.,20,42
16:58,-1,Jayson Marquez made Layup.,22,42
16:34,2540,Leland King II missed Layup.,22,42
16:34,2540,Jalen Canty Offensive Rebound.,22,42
16:29,2540,Max Heidegger made Three Point Jumper. Assisted by Jalen Canty.,22,45
16:09,-1,Jayson Marquez Turnover.,22,45
15:57,2540,Max Heidegger made Layup.,22,47
15:46,-1,Rae Hubbard Turnover.,22,47
15:46,-1,Foul on Rae Hubbard.,22,47
15:46,2540,Official TV Timeout,22,47
15:23,2540,Maxwell Kupchak Turnover.,22,47
15:10,-1,Dreymon Jones missed Jumper.,22,47
15:10,2540,Ami Lakoju Defensive Rebound.,22,47
14:59,-1,Foul on Wayne Englestad.,22,47
14:40,2540,Brandon Davis made Three Point Jumper. Assisted by Sam Walters.,22,50
14:26,-1,Wayne Englestad made Three Point Jumper. Assisted by Kyle Zelenski.,25,50
14:10,-1,Foul on Wayne Englestad.,25,50
14:10,2540,Maxwell Kupchak missed Free Throw.,25,50
14:10,2540,UC Santa Barbara Deadball Team Rebound.,25,50
14:10,2540,Maxwell Kupchak made Free Throw.,25,51
13:44,-1,Joseph Scott missed Jumper.,25,51
13:44,2540,Sam Walters Defensive Rebound.,25,51
13:27,2540,Ami Lakoju made Dunk. Assisted by Maxwell Kupchak.,25,53
13:12,-1,Kyle Zelenski missed Three Point Jumper.,25,53
13:12,2540,Maxwell Kupchak Defensive Rebound.,25,53
12:53,2540,Maxwell Kupchak missed Jumper.,25,53
12:53,-1,Dreymon Jones Defensive Rebound.,25,53
12:46,2540,Foul on Brandon Davis.,25,53
12:33,-1,Wayne Englestad made Three Point Jumper. Assisted by Jeremiah Blandin.,28,53
12:15,2540,Sam Walters made Three Point Jumper. Assisted by Christian Terrell.,28,56
11:59,-1,Kyle Zelenski missed Jumper.,28,56
11:59,2540,Sam Walters Defensive Rebound.,28,56
11:46,2540,Ami Lakoju made Layup. Assisted by Christian Terrell.,28,58
11:31,-1,Dreymon Jones Turnover.,28,58
11:28,2540,Sam Walters made Layup.,28,60
11:26,-1,Pacific Union  Timeout,28,60
11:19,-1,Wayne Englestad missed Three Point Jumper.,28,60
11:19,2540,Christian Terrell Defensive Rebound.,28,60
11:03,2540,Christian Terrell missed Three Point Jumper.,28,60
11:03,2540,Leland King II Offensive Rebound.,28,60
10:58,2540,Leland King II missed Jumper.,28,60
10:58,-1,Joseph Scott Defensive Rebound.,28,60
10:49,-1,Jayson Marquez missed Jumper.,28,60
10:49,2540,Jalen Canty Defensive Rebound.,28,60
10:32,-1,Foul on Jeremiah Blandin.,28,60
10:32,2540,UC Santa Barbara  Timeout,28,60
10:32,2540,Leland King II missed Free Throw.,28,60
10:32,2540,UC Santa Barbara Deadball Team Rebound.,28,60
10:32,2540,Leland King II made Free Throw.,28,61
10:17,-1,Wayne Englestad missed Jumper.,28,61
10:17,2540,Alex Hart Block.,28,61
10:17,-1,Pacific Union Offensive Rebound.,28,61
10:14,-1,Jayson Marquez made Three Point Jumper. Assisted by Devon Pinnock.,31,61
9:40,-1,Foul on Wayne Englestad.,31,61
9:40,2540,Alex Hart made Free Throw.,31,62
9:40,2540,Alex Hart made Free Throw.,31,63
9:22,-1,Devon Pinnock missed Layup.,31,63
9:22,2540,J.D. Slajchert Defensive Rebound.,31,63
9:12,2540,Alex Hart missed Jumper.,31,63
9:12,2540,J.D. Slajchert Offensive Rebound.,31,63
9:00,2540,Christian Terrell missed Layup.,31,63
9:00,-1,Jeremiah Blandin Defensive Rebound.,31,63
8:54,2540,Foul on Sam Walters.,31,63
8:54,-1,Dreymon Jones made Free Throw.,32,63
8:54,-1,Dreymon Jones made Free Throw.,33,63
8:42,-1,Foul on Devon Pinnock.,33,63
8:42,2540,Alex Hart made Free Throw.,33,64
8:42,2540,Alex Hart made Free Throw.,33,65
8:33,2540,Foul on Brandon Davis.,33,65
8:30,-1,Jayson Marquez made Jumper. Assisted by Devon Pinnock.,35,65
8:12,2540,J.D. Slajchert missed Three Point Jumper.,35,65
8:12,-1,Dreymon Jones Defensive Rebound.,35,65
7:59,-1,Jayson Marquez Turnover.,35,65
7:58,2540,J.D. Slajchert Steal.,35,65
7:46,2540,J.D. Slajchert Turnover.,35,65
7:45,-1,Jayson Marquez Steal.,35,65
7:40,-1,Dreymon Jones made Layup. Assisted by Devon Pinnock.,37,65
7:14,-1,Foul on Jeremiah Blandin.,37,65
7:14,2540,Official TV Timeout,37,65
7:14,2540,J.D. Slajchert missed Free Throw.,37,65
7:14,2540,UC Santa Barbara Deadball Team Rebound.,37,65
7:14,2540,J.D. Slajchert made Free Throw.,37,66
7:04,-1,Jeremiah Blandin Turnover.,37,66
6:54,2540,Ami Lakoju made Dunk. Assisted by Maxwell Kupchak.,37,68
6:47,2540,Foul on J.D. Slajchert.,37,68
6:47,-1,Devon Pinnock made Free Throw.,38,68
6:47,-1,Devon Pinnock made Free Throw.,39,68
6:45,-1,Foul on Noel Briones.,39,68
6:45,2540,Maxwell Kupchak missed Free Throw.,39,68
6:45,-1,Noel Briones Defensive Rebound.,39,68
6:38,-1,Jayson Marquez missed Layup.,39,68
6:38,2540,Alex Hart Defensive Rebound.,39,68
6:33,2540,J.D. Slajchert Turnover.,39,68
6:17,-1,Rae Hubbard made Layup. Assisted by Noel Briones.,41,68
6:02,2540,Sam Walters Turnover.,41,68
6:01,-1,Devon Pinnock Steal.,41,68
5:54,-1,Devon Pinnock made Jumper.,43,68
5:51,-1,Pacific Union  Timeout,43,68
5:26,2540,Alex Hart made Jumper. Assisted by Sam Walters.,43,70
5:04,-1,Noel Briones missed Jumper.,43,70
5:04,2540,Maxwell Kupchak Block.,43,70
5:00,-1,Noel Briones Offensive Rebound.,43,70
4:56,-1,Devon Pinnock missed Jumper.,43,70
4:56,2540,Sam Walters Defensive Rebound.,43,70
4:49,2540,Maxwell Kupchak made Layup.,43,72
4:33,2540,Foul on Sam Walters.,43,72
4:33,-1,Rae Hubbard missed Free Throw.,43,72
4:33,-1,Pacific Union Deadball Team Rebound.,43,72
4:33,-1,Rae Hubbard made Free Throw.,44,72
4:14,2540,Brandon Davis made Layup.,44,74
4:00,-1,Rae Hubbard missed Three Point Jumper.,44,74
4:00,2540,Alex Hart Defensive Rebound.,44,74
3:52,2540,Sam Walters missed Three Point Jumper.,44,74
3:52,-1,Noel Briones Defensive Rebound.,44,74
3:42,2540,Official TV Timeout,44,74
3:42,2540,Foul on Sam Walters.,44,74
3:42,-1,Rae Hubbard made Free Throw.,45,74
3:42,-1,Rae Hubbard made Free Throw.,46,74
3:21,2540,J.D. Slajchert missed Layup.,46,74
3:21,-1,Noel Briones Defensive Rebound.,46,74
3:09,-1,Jayson Marquez Turnover.,46,74
3:02,2540,Alex Hart missed Jumper.,46,74
3:02,2540,Andrew Pickles Offensive Rebound.,46,74
2:58,2540,Andrew Pickles missed Layup.,46,74
2:58,-1,Devon Pinnock Defensive Rebound.,46,74
2:50,-1,Rae Hubbard missed Three Point Jumper.,46,74
2:50,2540,Alex Hart Defensive Rebound.,46,74
2:31,2540,Andrew Pickles missed Jumper.,46,74
2:31,-1,Jayson Marquez Defensive Rebound.,46,74
2:15,-1,Devon Pinnock missed Layup.,46,74
2:15,2540,Andrew Pickles Defensive Rebound.,46,74
2:05,2540,J.D. Slajchert made Three Point Jumper. Assisted by Brandon Davis.,46,77
1:45,-1,Devon Pinnock Turnover.,46,77
1:36,2540,J.D. Slajchert missed Jumper.,46,77
1:36,2540,Andrew Pickles Offensive Rebound.,46,77
1:33,2540,Andrew Pickles made Layup.,46,79
1:33,-1,Foul on Jeremiah Blandin.,46,79
1:33,2540,Andrew Pickles missed Free Throw.,46,79
1:33,-1,Brandon Franklin Defensive Rebound.,46,79
1:26,-1,Jayson Marquez missed Three Point Jumper.,46,79
1:26,2540,UC Santa Barbara Defensive Rebound.,46,79
0:59,2540,Alex Hart missed Jumper.,46,79
0:59,-1,Koby Brown Defensive Rebound.,46,79
0:49,-1,Brandon Franklin missed Three Point Jumper.,46,79
0:49,2540,Alex Hart Defensive Rebound.,46,79
0:23,2540,J.D. Slajchert made Jumper.,46,81
0:11,-1,Jeremiah Blandin made Three Point Jumper. Assisted by Joseph Scott.,49,81
0:00,2540,End of Game,49,81
