Dartmouth,160,New Hampshire,159
15:08,159,Miles Wright Defensive Rebound.,8,7
14:48,159,Will Emery missed Three Point Jumper.,8,7
14:48,160,John Ogwuche Defensive Rebound.,8,7
14:38,159,Foul on Will Emery.,8,7
14:38,160,Iba Camara made Free Throw.,8,8
14:38,160,Iba Camara made Free Throw.,8,9
14:18,159,Chris Knight missed Jumper.,8,9
14:18,160,Elijah Jordan Defensive Rebound.,8,9
14:01,160,Josh Hopkins made Three Point Jumper. Assisted by Iba Camara.,8,12
13:36,159,Ian Sistare made Layup.,10,12
13:36,160,Foul on Iba Camara.,10,12
13:36,159,Ian Sistare made Free Throw.,11,12
13:25,160,Tanner Leissner made Layup. Assisted by John Ogwuche.,11,14
13:01,159,Ian Sistare Turnover.,11,14
12:43,160,Josh Hopkins missed Three Point Jumper.,11,14
12:43,160,John Ogwuche Offensive Rebound.,11,14
12:39,160,John Ogwuche made Layup.,11,16
12:13,159,Chris Knight Turnover.,11,16
12:03,160,John Ogwuche made Layup.,11,18
11:40,159,Ian Sistare made Three Point Jumper. Assisted by Chris Knight.,14,18
11:19,159,Foul on Adrease Jackson.,14,18
11:19,160,Official TV Timeout,14,18
11:19,160,Tanner Leissner made Free Throw.,14,19
11:19,160,Tanner Leissner made Free Throw.,14,20
11:06,159,Miles Wright Turnover.,14,20
10:51,159,Foul on Chris Knight.,14,20
10:40,160,Tanner Leissner made Layup. Assisted by Keon Burns.,14,22
10:30,160,Foul on John Ogwuche.,14,22
10:21,159,Miles Wright missed Jumper.,14,22
10:21,159,Dartmouth Offensive Rebound.,14,22
10:15,159,Aaryn Rai missed Jumper.,14,22
10:15,160,Tanner Leissner Defensive Rebound.,14,22
10:06,160,Tanner Leissner missed Jumper.,14,22
10:06,159,Dartmouth Defensive Rebound.,14,22
9:45,159,Chris Knight Turnover.,14,22
9:22,160,Elijah Jordan missed Jumper.,14,22
9:22,159,Aaryn Rai Block.,14,22
9:21,160,New Hampshire Offensive Rebound.,14,22
9:13,160,Keon Burns Turnover.,14,22
9:00,159,Taylor Johnson missed Jumper.,14,22
9:00,160,Jordan Reed Defensive Rebound.,14,22
8:54,159,Foul on Chris Knight.,14,22
8:54,160,Tanner Leissner missed Free Throw.,14,22
8:54,160,New Hampshire Deadball Team Rebound.,14,22
8:54,160,Tanner Leissner made Free Throw.,14,23
8:37,159,Miles Wright missed Three Point Jumper.,14,23
8:37,159,Aaryn Rai Offensive Rebound.,14,23
8:20,159,Miles Wright missed Three Point Jumper.,14,23
8:20,160,Iba Camara Defensive Rebound.,14,23
8:13,160,Keon Burns made Three Point Jumper. Assisted by Elijah Jordan.,14,26
8:09,159,Dartmouth  Timeout,14,26
7:46,159,Adrease Jackson missed Three Point Jumper.,14,26
7:46,160,Keon Burns Defensive Rebound.,14,26
7:44,159,Foul on Aaryn Rai.,14,26
7:44,160,Keon Burns made Free Throw.,14,27
7:44,160,Keon Burns missed Free Throw.,14,27
7:44,159,Miles Wright Defensive Rebound.,14,27
7:25,159,Ian Sistare missed Jumper.,14,27
7:25,160,John Ogwuche Block.,14,27
7:23,160,John Ogwuche Defensive Rebound.,14,27
7:08,160,Iba Camara missed Layup.,14,27
7:08,159,Taylor Johnson Defensive Rebound.,14,27
7:01,160,Foul on John Ogwuche.,14,27
7:01,159,Adrease Jackson missed Free Throw.,14,27
7:01,159,Dartmouth Deadball Team Rebound.,14,27
7:01,159,Adrease Jackson made Free Throw.,15,27
6:48,160,Elijah Jordan made Three Point Jumper. Assisted by Jordan Reed.,15,30
6:34,159,Miles Wright made Layup.,17,30
6:17,160,Jordan Reed missed Three Point Jumper.,17,30
6:17,159,Dartmouth Defensive Rebound.,17,30
5:50,159,Taylor Johnson made Jumper.,19,30
5:31,159,Foul on Miles Wright.,19,30
5:31,160,Tanner Leissner made Free Throw.,19,31
5:31,160,Tanner Leissner made Free Throw.,19,32
5:11,159,Ian Sistare missed Three Point Jumper.,19,32
5:11,160,Iba Camara Defensive Rebound.,19,32
4:59,160,Jordan Reed missed Three Point Jumper.,19,32
4:59,160,Iba Camara Offensive Rebound.,19,32
4:52,160,Josh Hopkins missed Layup.,19,32
4:52,160,Josh Hopkins Offensive Rebound.,19,32
4:50,160,Josh Hopkins made Layup.,19,34
4:33,159,Miles Wright Turnover.,19,34
4:21,160,Jordan Reed missed Three Point Jumper.,19,34
4:21,159,Will Emery Defensive Rebound.,19,34
3:54,160,Foul on Iba Camara.,19,34
3:54,160,Official TV Timeout,19,34
3:54,159,Will Emery made Free Throw.,20,34
3:54,159,Will Emery made Free Throw.,21,34
3:39,160,Tanner Leissner missed Layup.,21,34
3:32,159,Ian Sistare Defensive Rebound.,21,34
3:27,159,Will Emery missed Jumper.,21,34
3:27,160,Keon Burns Defensive Rebound.,21,34
3:25,160,Keon Burns Turnover.,21,34
3:24,159,Miles Wright Steal.,21,34
3:22,159,Will Emery made Dunk. Assisted by Miles Wright.,23,34
3:13,160,Elijah Jordan missed Three Point Jumper.,23,34
3:13,160,Tanner Leissner Defensive Rebound.,23,34
3:11,159,Foul on Will Emery.,23,34
3:11,160,Tanner Leissner made Free Throw.,23,35
3:11,160,Tanner Leissner made Free Throw.,23,36
2:50,159,Taylor Johnson missed Jumper.,23,36
2:50,159,Adrease Jackson Offensive Rebound.,23,36
2:46,159,Adrease Jackson missed Layup.,23,36
2:46,159,Adrease Jackson Offensive Rebound.,23,36
2:44,159,Adrease Jackson made Layup.,25,36
2:35,160,Tanner Leissner made Three Point Jumper.,25,39
2:23,159,Taylor Johnson Turnover.,25,39
2:22,160,Jordan Reed Steal.,25,39
1:58,160,Elijah Jordan Turnover.,25,39
1:57,159,Miles Wright Steal.,25,39
1:41,159,Adrease Jackson missed Jumper.,25,39
1:41,160,Keon Burns Defensive Rebound.,25,39
1:25,160,Josh Hopkins made Three Point Jumper. Assisted by Elijah Jordan.,25,42
1:04,159,Brendan Barry missed Three Point Jumper.,25,42
1:04,159,Adrease Jackson Offensive Rebound.,25,42
0:59,159,Adrease Jackson made Layup.,27,42
0:48,160,New Hampshire  Timeout,27,42
0:34,160,Tanner Leissner made Three Point Jumper. Assisted by Elijah Jordan.,27,45
0:06,159,Miles Wright made Three Point Jumper. Assisted by Brendan Barry.,30,45
0:00,160,End of 1st half,30,45
19:38,160,Jordan Reed Turnover.,30,45
19:15,159,Chris Knight missed Jumper.,30,45
19:15,160,Iba Camara Block.,30,45
19:14,159,Taylor Johnson Offensive Rebound.,30,45
19:07,159,Taylor Johnson made Jumper.,32,45
18:53,160,Jordan Reed made Three Point Jumper. Assisted by Tanner Leissner.,32,48
18:32,159,Aaryn Rai made Layup.,34,48
18:17,160,Tanner Leissner made Three Point Jumper. Assisted by Jacoby Armstrong.,34,51
17:57,159,Taylor Johnson missed Three Point Jumper.,34,51
17:57,160,Tanner Leissner Defensive Rebound.,34,51
17:44,159,Foul on Aaryn Rai.,34,51
17:37,160,Tanner Leissner made Three Point Jumper. Assisted by Elijah Jordan.,34,54
17:13,159,Chris Knight made Layup.,36,54
16:55,159,Foul on Taylor Johnson.,36,54
16:46,159,Foul on Taylor Johnson.,36,54
16:42,160,Iba Camara Turnover.,36,54
16:42,160,Foul on Iba Camara.,36,54
16:20,159,Will Emery made Layup. Assisted by Taylor Johnson.,38,54
16:03,160,Elijah Jordan missed Three Point Jumper.,38,54
16:03,160,Tanner Leissner Offensive Rebound.,38,54
16:00,159,Foul on Aaryn Rai.,38,54
16:00,160,Official TV Timeout,38,54
15:54,160,Tanner Leissner made Layup.,38,56
15:28,159,Chris Knight missed Layup.,38,56
15:28,160,Jacoby Armstrong Defensive Rebound.,38,56
15:17,160,Jacoby Armstrong made Dunk. Assisted by Elijah Jordan.,38,58
14:47,159,Taylor Johnson Turnover.,38,58
14:42,160,Jordan Reed Steal.,38,58
14:21,159,Foul on Brendan Barry.,38,58
14:21,160,Tanner Leissner missed Free Throw.,38,58
14:21,160,New Hampshire Deadball Team Rebound.,38,58
14:21,160,Tanner Leissner made Free Throw.,38,59
14:05,159,Chris Knight made Layup.,40,59
13:51,160,Jacoby Armstrong made Layup. Assisted by Tanner Leissner.,40,61
13:29,160,Foul on Jacoby Armstrong.,40,61
13:29,159,Will Emery missed Free Throw.,40,61
13:29,159,Dartmouth Deadball Team Rebound.,40,61
13:29,159,Will Emery made Free Throw.,41,61
13:05,160,Tanner Leissner made Jumper. Assisted by John Ogwuche.,41,63
12:39,160,Foul on Josh Hopkins.,41,63
12:39,159,Ian Sistare made Free Throw.,42,63
12:39,159,Ian Sistare made Free Throw.,43,63
12:19,160,Tanner Leissner missed Layup.,43,63
12:19,159,Chris Knight Defensive Rebound.,43,63
12:07,159,Will Emery missed Layup.,43,63
12:07,159,Will Emery Offensive Rebound.,43,63
12:03,160,Foul on Iba Camara.,43,63
12:03,159,Will Emery made Free Throw.,44,63
12:03,159,Will Emery missed Free Throw.,44,63
12:03,160,John Ogwuche Defensive Rebound.,44,63
11:51,160,Tanner Leissner missed Jumper.,44,63
11:51,159,Ian Sistare Defensive Rebound.,44,63
11:40,159,Chris Knight made Jumper.,46,63
11:13,160,Josh Hopkins made Three Point Jumper. Assisted by Luke Rosinski.,46,66
10:58,159,Miles Wright made Three Point Jumper. Assisted by Brendan Barry.,49,66
10:27,160,Luke Rosinski Turnover.,49,66
10:26,159,Miles Wright Steal.,49,66
10:22,159,Brendan Barry missed Three Point Jumper.,49,66
10:22,160,John Ogwuche Defensive Rebound.,49,66
9:51,160,Jordan Reed missed Three Point Jumper.,49,66
9:51,159,Brendan Barry Defensive Rebound.,49,66
9:46,160,Foul on Jordan Reed.,49,66
9:46,160,Official TV Timeout,49,66
9:29,159,Chris Knight made Jumper. Assisted by Miles Wright.,51,66
9:10,160,Tanner Leissner Turnover.,51,66
9:09,159,Miles Wright Steal.,51,66
9:07,159,Miles Wright made Layup.,53,66
8:54,160,New Hampshire  Timeout,53,66
8:36,160,Elijah Jordan missed Three Point Jumper.,53,66
8:36,159,Ian Sistare Defensive Rebound.,53,66
8:16,159,Will Emery missed Jumper.,53,66
8:16,160,Josh Hopkins Defensive Rebound.,53,66
8:01,160,Jacoby Armstrong made Dunk.,53,68
7:38,159,Ian Sistare made Layup.,55,68
7:21,160,Official TV Timeout,55,68
6:54,160,Josh Hopkins missed Three Point Jumper.,55,68
6:54,160,Jacoby Armstrong Offensive Rebound.,55,68
6:50,160,Jacoby Armstrong made Layup.,55,70
6:35,159,Brendan Barry missed Layup.,55,70
6:35,159,Dartmouth Offensive Rebound.,55,70
6:30,160,Foul on Josh Hopkins.,55,70
6:22,159,Chris Knight missed Jumper.,55,70
6:22,160,John Ogwuche Defensive Rebound.,55,70
6:02,160,Jacoby Armstrong made Jumper.,55,72
5:52,159,Dartmouth  Timeout,55,72
5:46,159,Will Emery missed Layup.,55,72
5:46,160,John Ogwuche Defensive Rebound.,55,72
5:26,160,Jordan Reed missed Jumper.,55,72
5:26,159,Miles Wright Defensive Rebound.,55,72
5:24,160,Foul on Tanner Leissner.,55,72
5:24,159,Miles Wright made Free Throw.,56,72
5:24,159,Miles Wright made Free Throw.,57,72
4:59,160,Jacoby Armstrong made Layup.,57,74
4:42,159,Will Emery made Layup.,59,74
4:14,160,Jacoby Armstrong missed Jumper.,59,74
4:14,160,Tanner Leissner Offensive Rebound.,59,74
4:09,160,Tanner Leissner missed Layup.,59,74
4:09,159,Cameron Smith Defensive Rebound.,59,74
4:05,159,Cameron Smith made Layup.,61,74
3:57,160,Official TV Timeout,61,74
3:37,160,Jordan Reed missed Three Point Jumper.,61,74
3:37,160,Tanner Leissner Offensive Rebound.,61,74
3:35,159,Foul on Brendan Barry.,61,74
3:35,160,Tanner Leissner missed Free Throw.,61,74
3:35,160,New Hampshire Deadball Team Rebound.,61,74
3:35,160,Tanner Leissner made Free Throw.,61,75
3:23,159,Chris Knight made Jumper.,63,75
2:57,159,Foul on Brendan Barry.,63,75
2:57,160,Jacoby Armstrong made Free Throw.,63,76
2:57,160,Jacoby Armstrong made Free Throw.,63,77
2:57,159,Miles Wright missed Three Point Jumper.,63,77
2:57,160,Iba Camara Defensive Rebound.,63,77
2:57,160,Jordan Reed missed Three Point Jumper.,63,77
2:57,160,Iba Camara Offensive Rebound.,63,77
2:57,160,John Ogwuche made Three Point Jumper. Assisted by Elijah Jordan.,63,80
2:57,159,Taylor Johnson missed Three Point Jumper.,63,80
2:57,159,Brendan Barry Offensive Rebound.,63,80
1:43,160,Foul on Iba Camara.,63,80
1:43,159,Chris Knight missed Free Throw.,63,80
1:43,160,John Ogwuche Defensive Rebound.,63,80
1:32,159,Foul on Chris Knight.,63,80
1:32,160,Jacoby Armstrong made Free Throw.,63,81
1:32,160,Jacoby Armstrong made Free Throw.,63,82
1:24,160,Foul on Tanner Leissner.,63,82
1:24,159,Brendan Barry made Free Throw.,64,82
1:24,159,Brendan Barry missed Free Throw.,64,82
1:24,160,Tanner Leissner Defensive Rebound.,64,82
1:24,159,Foul on Chris Knight.,64,82
1:24,160,Tanner Leissner made Free Throw.,64,83
1:24,160,Tanner Leissner missed Free Throw.,64,83
1:24,159,Adrease Jackson Defensive Rebound.,64,83
1:13,159,Ian Sistare missed Three Point Jumper.,64,83
1:13,160,Jacoby Armstrong Defensive Rebound.,64,83
0:41,160,Jacoby Armstrong missed Three Point Jumper.,64,83
0:41,159,James Foye Defensive Rebound.,64,83
0:33,159,Adrease Jackson made Layup. Assisted by Ben Swett.,66,83
0:00,160,New Hampshire  Turnover.,66,83
0:00,160,End of Game,66,83
