Harvard,135,Minnesota,108
13:35,135,Dupree McBrayer Steal.,9,5
13:32,135,Dupree McBrayer made Dunk.,9,7
13:19,108,Seth Towns missed Jumper.,9,7
13:15,135,Dupree McBrayer Defensive Rebound.,9,7
13:08,135,Jordan Murphy missed Jumper.,9,7
13:06,135,Reggie Lynch Offensive Rebound.,9,7
12:52,135,Foul on Amir Coffey.,9,7
12:52,135,Amir Coffey Turnover.,9,7
12:37,108,Justin Bassey missed Three Point Jumper.,9,7
12:33,135,Jordan Murphy Defensive Rebound.,9,7
12:19,135,Jordan Murphy missed Jumper.,9,7
12:16,108,Corey Johnson Defensive Rebound.,9,7
12:03,108,Henry Welsh missed Jumper.,9,7
12:03,135,Jordan Murphy Block.,9,7
12:00,135,Jordan Murphy Defensive Rebound.,9,7
11:42,135,Official TV Timeout,9,7
11:33,135,Dupree McBrayer made Three Point Jumper. Assisted by Amir Coffey.,9,10
11:00,108,Christian Juzang Turnover.,9,10
11:00,135,Bakary Konate Steal.,9,10
10:56,135,Amir Coffey made Layup. Assisted by Dupree McBrayer.,9,12
10:34,108,Danilo Djuricic missed Jumper.,9,12
10:34,135,Bakary Konate Block.,9,12
10:32,135,Jordan Murphy Defensive Rebound.,9,12
10:22,135,Jordan Murphy missed Jumper.,9,12
10:22,108,Chris Lewis Block.,9,12
10:18,135,Jordan Murphy Offensive Rebound.,9,12
10:06,135,Jordan Murphy missed Layup.,9,12
10:03,135,Isaiah Washington Offensive Rebound.,9,12
10:00,135,Michael Hurt made Three Point Jumper. Assisted by Isaiah Washington.,9,15
10:00,108,Harvard  Timeout,9,15
9:50,108,Seth Towns missed Jumper.,9,15
9:50,135,Amir Coffey Block.,9,15
9:49,108,Harvard Offensive Rebound.,9,15
9:35,108,Seth Towns Turnover.,9,15
9:25,135,Isaiah Washington made Layup.,9,17
9:10,108,Seth Towns missed Layup.,9,17
9:09,108,Harvard Offensive Rebound.,9,17
8:45,108,Justin Bassey made Three Point Jumper. Assisted by Rio Haskett.,12,17
8:11,135,Isaiah Washington missed Jumper.,12,17
8:09,108,Justin Bassey Defensive Rebound.,12,17
7:52,108,Danilo Djuricic missed Three Point Jumper.,12,17
7:47,135,Davonte Fitzgerald Defensive Rebound.,12,17
7:36,135,Davonte Fitzgerald made Three Point Jumper. Assisted by Reggie Lynch.,12,20
7:12,108,Rio Haskett missed Three Point Jumper.,12,20
7:10,135,Michael Hurt Defensive Rebound.,12,20
7:10,108,Foul on Chris Lewis.,12,20
7:10,135,Official TV Timeout,12,20
6:39,135,Minnesota  Turnover.,12,20
6:27,108,Seth Towns made Jumper. Assisted by Danilo Djuricic.,14,20
6:15,135,Davonte Fitzgerald missed Jumper.,14,20
6:14,135,Reggie Lynch Offensive Rebound.,14,20
6:14,108,Foul on Seth Towns.,14,20
5:52,135,Jamir Harris missed Three Point Jumper.,14,20
5:49,108,Justin Bassey Defensive Rebound.,14,20
5:29,108,Danilo Djuricic made Jumper.,16,20
5:02,135,Dupree McBrayer missed Jumper.,16,20
4:59,108,Christian Juzang Defensive Rebound.,16,20
4:54,108,Seth Towns missed Three Point Jumper.,16,20
4:52,135,Dupree McBrayer Defensive Rebound.,16,20
4:44,135,Reggie Lynch made Free Throw.,16,21
4:44,135,Reggie Lynch made Free Throw.,16,22
4:44,108,Foul on Seth Towns.,16,20
4:44,135,Reggie Lynch made Free Throw.,16,21
4:44,135,Reggie Lynch made Free Throw.,16,22
4:19,108,Christian Juzang missed Three Point Jumper.,16,22
4:15,108,Corey Johnson Offensive Rebound.,16,22
4:14,108,Corey Johnson missed Three Point Jumper.,16,22
4:11,108,Robert Baker Offensive Rebound.,16,22
4:10,108,Robert Baker missed Jumper.,16,22
4:08,108,Danilo Djuricic Offensive Rebound.,16,22
4:07,108,Danilo Djuricic missed Jumper.,16,22
4:04,108,Robert Baker Offensive Rebound.,16,22
4:03,108,Robert Baker made Two Point Tip Shot.,18,22
4:03,135,Minnesota  Timeout,18,22
3:42,135,Isaiah Washington missed Jumper.,18,22
3:39,135,Bakary Konate Offensive Rebound.,18,22
3:33,135,Amir Coffey missed Jumper.,18,22
3:32,135,Jordan Murphy Offensive Rebound.,18,22
3:32,135,Jordan Murphy made Layup.,18,24
3:32,108,Foul on Danilo Djuricic.,18,24
3:32,135,Jordan Murphy made Free Throw.,18,25
3:25,108,Seth Towns Turnover.,18,25
3:16,135,Dupree McBrayer missed Three Point Jumper.,18,25
3:13,135,Jordan Murphy Offensive Rebound.,18,25
3:11,135,Amir Coffey made Jumper. Assisted by Jordan Murphy.,18,27
2:49,108,Seth Towns missed Three Point Jumper.,18,27
2:45,135,Amir Coffey Defensive Rebound.,18,27
2:39,135,Amir Coffey missed Three Point Jumper.,18,27
2:36,135,Isaiah Washington Offensive Rebound.,18,27
2:21,135,Isaiah Washington missed Jumper.,18,27
2:18,108,Seth Towns Defensive Rebound.,18,27
2:06,108,Corey Johnson missed Three Point Jumper.,18,27
2:02,108,Justin Bassey Offensive Rebound.,18,27
1:39,108,Seth Towns missed Jumper.,18,27
1:39,135,Bakary Konate Block.,18,27
1:36,135,Isaiah Washington Defensive Rebound.,18,27
1:34,135,Jordan Murphy made Free Throw.,18,28
1:34,135,Jordan Murphy made Free Throw.,18,29
1:34,108,Foul on Christian Juzang.,18,27
1:34,135,Jordan Murphy made Free Throw.,18,28
1:34,135,Jordan Murphy made Free Throw.,18,29
1:17,108,Danilo Djuricic missed Three Point Jumper.,18,29
1:14,135,Amir Coffey Defensive Rebound.,18,29
1:09,135,Dupree McBrayer missed Three Point Jumper.,18,29
1:06,108,Justin Bassey Defensive Rebound.,18,29
0:48,108,Christian Juzang missed Three Point Jumper.,18,29
0:45,135,Amir Coffey Defensive Rebound.,18,29
0:40,135,Isaiah Washington missed Layup.,18,29
0:36,108,Corey Johnson Defensive Rebound.,18,29
0:36,135,Foul on Isaiah Washington.,18,29
0:09,108,Chris Lewis made Jumper. Assisted by Christian Juzang.,20,29
0:01,135,Isaiah Washington missed Three Point Jumper.,20,29
0:01,135,Minnesota Offensive Rebound.,20,29
0:00,135,End of 1st half,20,29
19:47,135,Amir Coffey made Three Point Jumper. Assisted by Jordan Murphy.,20,32
19:14,108,Chris Lewis missed Jumper.,20,32
19:13,135,Jordan Murphy Defensive Rebound.,20,32
19:07,135,Dupree McBrayer Turnover.,20,32
18:47,108,Seth Towns missed Jumper.,20,32
18:44,135,Isaiah Washington Defensive Rebound.,20,32
18:40,135,Isaiah Washington Turnover.,20,32
18:40,108,Justin Bassey Steal.,20,32
18:32,108,Justin Bassey made Three Point Jumper. Assisted by Christian Juzang.,23,32
18:08,108,Foul on Chris Lewis.,23,32
18:08,135,Jordan Murphy made Free Throw.,23,33
18:08,135,Jordan Murphy made Free Throw.,23,34
17:57,108,Seth Towns missed Jumper.,23,34
17:55,135,Jordan Murphy Defensive Rebound.,23,34
17:47,135,Dupree McBrayer Turnover.,23,34
17:30,108,Seth Towns missed Three Point Jumper.,23,34
17:27,135,Reggie Lynch Defensive Rebound.,23,34
17:14,108,Foul on Corey Johnson.,23,34
17:05,135,Jordan Murphy made Jumper. Assisted by Dupree McBrayer.,23,36
16:57,135,Foul on Jordan Murphy.,23,36
16:45,108,Seth Towns made Dunk.,25,36
16:25,135,Amir Coffey missed Three Point Jumper.,25,36
16:22,108,Danilo Djuricic Defensive Rebound.,25,36
16:19,108,Corey Johnson made Three Point Jumper. Assisted by Christian Juzang.,28,36
16:09,135,Official TV Timeout,28,36
15:51,135,Amir Coffey made Jumper. Assisted by Dupree McBrayer.,28,38
15:38,108,Danilo Djuricic missed Jumper.,28,38
15:38,135,Reggie Lynch Block.,28,38
15:36,135,Dupree McBrayer Defensive Rebound.,28,38
15:31,135,Foul on Jordan Murphy.,28,38
15:31,135,Jordan Murphy Turnover.,28,38
15:31,135,Official TV Timeout,28,38
15:11,108,Danilo Djuricic Turnover.,28,38
14:56,135,Amir Coffey missed Three Point Jumper.,28,38
14:54,108,Seth Towns Defensive Rebound.,28,38
14:39,108,Danilo Djuricic missed Three Point Jumper.,28,38
14:36,135,Isaiah Washington Defensive Rebound.,28,38
14:31,135,Isaiah Washington Turnover.,28,38
14:31,108,Danilo Djuricic Steal.,28,38
14:23,108,Christian Juzang missed Three Point Jumper.,28,38
14:20,135,Isaiah Washington Defensive Rebound.,28,38
14:13,135,Reggie Lynch missed Layup.,28,38
14:13,108,Danilo Djuricic Block.,28,38
14:12,135,Minnesota Offensive Rebound.,28,38
13:57,135,Dupree McBrayer made Three Point Jumper. Assisted by Amir Coffey.,28,41
13:35,108,Seth Towns missed Three Point Jumper.,28,41
13:32,135,Davonte Fitzgerald Defensive Rebound.,28,41
13:17,135,Dupree McBrayer Turnover.,28,41
13:17,108,Justin Bassey Steal.,28,41
13:14,108,Christian Juzang made Layup. Assisted by Justin Bassey.,30,41
12:55,135,Reggie Lynch Turnover.,30,41
12:31,108,Corey Johnson missed Three Point Jumper.,30,41
12:28,135,Isaiah Washington Defensive Rebound.,30,41
12:23,135,Amir Coffey missed Jumper.,30,41
12:19,108,Corey Johnson Defensive Rebound.,30,41
12:11,135,Foul on Bakary Konate.,30,41
12:11,108,Chris Lewis made Free Throw.,31,41
12:11,108,Chris Lewis made Free Throw.,32,41
11:45,135,Davonte Fitzgerald missed Three Point Jumper.,32,41
11:42,108,Chris Lewis Defensive Rebound.,32,41
11:24,108,Corey Johnson made Three Point Jumper. Assisted by Chris Lewis.,35,41
11:09,135,Isaiah Washington made Layup.,35,43
10:38,108,Corey Johnson missed Three Point Jumper.,35,43
10:35,135,Isaiah Washington Defensive Rebound.,35,43
10:30,135,Michael Hurt made Dunk. Assisted by Amir Coffey.,35,45
10:30,108,Harvard  Timeout,35,45
10:30,135,Official TV Timeout,35,45
10:09,108,Chris Lewis made Jumper.,37,45
9:51,135,Jordan Murphy missed Three Point Jumper.,37,45
9:50,135,Reggie Lynch Offensive Rebound.,37,45
9:50,108,Foul on Robert Baker.,37,45
9:38,135,Amir Coffey missed Jumper.,37,45
9:35,108,Robert Baker Defensive Rebound.,37,45
9:33,108,Justin Bassey missed Three Point Jumper.,37,45
9:29,135,Michael Hurt Defensive Rebound.,37,45
9:08,135,Amir Coffey missed Jumper.,37,45
9:06,108,Harvard Defensive Rebound.,37,45
8:51,108,Chris Lewis made Layup. Assisted by Seth Towns.,39,45
8:28,135,Michael Hurt missed Jumper.,39,45
8:25,108,Christian Juzang Defensive Rebound.,39,45
8:23,108,Corey Johnson made Three Point Jumper. Assisted by Christian Juzang.,42,45
8:00,135,Dupree McBrayer made Three Point Jumper. Assisted by Reggie Lynch.,42,48
7:37,108,Corey Johnson missed Three Point Jumper.,42,48
7:33,135,Isaiah Washington Defensive Rebound.,42,48
7:12,135,Isaiah Washington made Three Point Jumper. Assisted by Michael Hurt.,42,51
6:55,108,Seth Towns missed Jumper.,42,51
6:55,135,Reggie Lynch Block.,42,51
6:52,135,Isaiah Washington Defensive Rebound.,42,51
6:49,135,Isaiah Washington made Layup.,42,53
6:33,108,Seth Towns missed Three Point Jumper.,42,53
6:32,108,Justin Bassey Offensive Rebound.,42,53
6:31,108,Justin Bassey Turnover.,42,53
6:31,135,Official TV Timeout,42,53
6:01,135,Isaiah Washington missed Layup.,42,53
5:58,108,Robert Baker Defensive Rebound.,42,53
5:41,108,Danilo Djuricic missed Three Point Jumper.,42,53
5:37,135,Dupree McBrayer Defensive Rebound.,42,53
5:19,135,Dupree McBrayer Turnover.,42,53
5:19,108,Robert Baker Steal.,42,53
5:14,108,Corey Johnson made Three Point Jumper. Assisted by Christian Juzang.,45,53
4:45,135,Michael Hurt made Free Throw.,45,54
4:45,135,Michael Hurt made Free Throw.,45,55
4:45,108,Foul on Danilo Djuricic.,45,53
4:45,135,Michael Hurt made Free Throw.,45,54
4:45,135,Michael Hurt made Free Throw.,45,55
4:38,135,Foul on Dupree McBrayer.,45,55
4:26,108,Robert Baker missed Jumper.,45,55
4:24,135,Jordan Murphy Defensive Rebound.,45,55
4:03,135,Jordan Murphy made Layup. Assisted by Amir Coffey.,45,57
3:31,108,Robert Baker made Jumper.,47,57
3:07,135,Official TV Timeout,47,57
3:07,135,Jordan Murphy made Free Throw.,47,58
3:07,135,Jordan Murphy made Free Throw.,47,59
3:07,108,Foul on Robert Baker.,47,57
3:07,135,Jordan Murphy made Free Throw.,47,58
3:07,135,Jordan Murphy made Free Throw.,47,59
2:57,135,Foul on Reggie Lynch.,47,59
2:57,108,Harvard Deadball Team Rebound.,47,59
2:57,108,Danilo Djuricic missed Free Throw.,47,59
2:57,108,Danilo Djuricic made Free Throw.,48,59
2:40,135,Isaiah Washington missed Three Point Jumper.,48,59
2:37,135,Reggie Lynch Offensive Rebound.,48,59
2:37,108,Foul on Danilo Djuricic.,48,59
2:16,135,Isaiah Washington missed Jumper.,48,59
2:14,135,Isaiah Washington Offensive Rebound.,48,59
2:12,135,Isaiah Washington missed Jumper.,48,59
2:10,135,Jordan Murphy Offensive Rebound.,48,59
2:09,135,Jordan Murphy missed Jumper.,48,59
2:07,108,Seth Towns Defensive Rebound.,48,59
1:58,108,Corey Johnson missed Three Point Jumper.,48,59
1:56,108,Justin Bassey Offensive Rebound.,48,59
1:51,108,Seth Towns made Free Throw.,49,59
1:51,108,Seth Towns made Free Throw.,50,59
1:51,135,Foul on Jordan Murphy.,48,59
1:51,108,Seth Towns made Free Throw.,49,59
1:51,108,Seth Towns made Free Throw.,50,59
1:37,135,Reggie Lynch Turnover.,50,59
1:27,108,Seth Towns missed Three Point Jumper.,50,59
1:24,135,Isaiah Washington Defensive Rebound.,50,59
1:08,135,Isaiah Washington missed Jumper.,50,59
1:04,108,Justin Bassey Defensive Rebound.,50,59
1:02,108,Foul on Christian Juzang.,50,59
1:02,108,Christian Juzang Turnover.,50,59
0:53,108,Foul on Christian Juzang.,50,59
0:53,135,Isaiah Washington missed Free Throw.,50,59
0:53,108,Justin Bassey Defensive Rebound.,50,59
0:39,108,Justin Bassey missed Jumper.,50,59
0:39,135,Reggie Lynch Block.,50,59
0:30,108,Seth Towns Offensive Rebound.,50,59
0:28,135,Foul on Reggie Lynch.,50,59
0:28,108,Harvard Deadball Team Rebound.,50,59
0:28,108,Danilo Djuricic missed Free Throw.,50,59
0:28,108,Danilo Djuricic made Free Throw.,51,59
0:28,135,Dupree McBrayer made Free Throw.,51,60
0:28,135,Dupree McBrayer made Free Throw.,51,61
0:28,108,Foul on Corey Johnson.,51,59
0:28,135,Dupree McBrayer made Free Throw.,51,60
0:28,135,Dupree McBrayer made Free Throw.,51,61
0:22,108,Seth Towns missed Layup.,51,61
0:21,108,Danilo Djuricic Offensive Rebound.,51,61
0:21,108,Danilo Djuricic made Two Point Tip Shot.,53,61
0:21,108,Harvard  Timeout,53,61
0:21,135,Dupree McBrayer made Free Throw.,53,62
0:21,135,Dupree McBrayer made Free Throw.,53,63
0:21,108,Foul on Christian Juzang.,53,61
0:21,135,Dupree McBrayer made Free Throw.,53,62
0:21,135,Dupree McBrayer made Free Throw.,53,63
0:15,108,Seth Towns missed Three Point Jumper.,53,63
0:13,135,Amir Coffey Defensive Rebound.,53,63
0:13,135,Amir Coffey made Free Throw.,53,64
0:13,135,Amir Coffey made Free Throw.,53,65
0:13,108,Foul on Justin Bassey.,53,63
0:13,135,Amir Coffey made Free Throw.,53,64
0:13,135,Amir Coffey made Free Throw.,53,65
0:04,108,Danilo Djuricic made Layup. Assisted by Corey Johnson.,55,65
0:00,135,End of Game,55,65
