Yale,338,Kennesaw State,43
3:06,43,Miye Oni missed Layup.,41,21
3:06,43,Trey Phills Offensive Rebound.,41,21
3:03,43,Trey Phills missed Layup.,41,21
3:03,338,Kyle Clarke Defensive Rebound.,41,21
2:52,338,Tyler Hooker missed Jumper.,41,21
2:52,43,Miye Oni Defensive Rebound.,41,21
2:44,43,Azar Swain missed Layup.,41,21
2:44,338,Kennesaw State Deadball Team Rebound.,41,21
2:31,338,James Scott missed Jumper.,41,21
2:31,43,Noah Yates Defensive Rebound.,41,21
2:23,43,Trey Phills missed Layup.,41,21
2:23,338,Bryson Lockley Defensive Rebound.,41,21
2:15,43,Foul on Azar Swain.,41,21
2:15,338,Tyler Hooker made Free Throw.,41,22
2:15,338,Tyler Hooker missed Free Throw.,41,22
2:15,43,Miye Oni Defensive Rebound.,41,22
2:02,43,Blake Reynolds missed Three Point Jumper.,41,22
2:02,43,Miye Oni Offensive Rebound.,41,22
1:54,43,Azar Swain made Three Point Jumper. Assisted by Noah Yates.,44,22
1:28,338,Kyle Clarke made Jumper.,44,24
1:18,43,Miye Oni Turnover.,44,24
1:16,338,Kyle Clarke Steal.,44,24
1:14,338,Kyle Clarke made Layup.,44,26
0:57,43,Blake Reynolds made Layup. Assisted by Trey Phills.,46,26
0:37,338,Jordan Jones made Jumper. Assisted by Tyler Hooker.,46,28
0:33,43,Yale  Timeout,46,28
0:06,43,Miye Oni missed Three Point Jumper.,46,28
0:06,338,Kyle Clarke Defensive Rebound.,46,28
0:00,338,Jordan Jones made Dunk. Assisted by Kyle Clarke.,46,30
0:00,338,End of 1st half,46,30
19:44,43,Miye Oni Turnover.,46,30
19:23,338,James Scott made Layup.,46,32
19:08,43,Paul Atkinson made Layup. Assisted by Trey Phills.,48,32
18:48,338,Tyler Hooker made Jumper.,48,34
18:31,43,Eric Monroe missed Three Point Jumper.,48,34
18:31,43,Noah Yates Offensive Rebound.,48,34
18:20,43,Miye Oni missed Jumper.,48,34
18:20,338,James Scott Defensive Rebound.,48,34
18:02,338,Foul on Kosta Jankovic.,48,34
18:02,338,Kosta Jankovic Turnover.,48,34
17:53,338,Foul on Nick Masterson.,48,34
17:47,43,Miye Oni made Three Point Jumper. Assisted by Noah Yates.,51,34
17:27,338,Jordan Jones made Jumper. Assisted by Tyler Hooker.,51,36
17:10,43,Eric Monroe Turnover.,51,36
17:09,338,Nick Masterson Steal.,51,36
17:07,43,Foul on Noah Yates.,51,36
17:07,338,Nick Masterson made Free Throw.,51,37
17:07,338,Nick Masterson made Free Throw.,51,38
16:44,43,Paul Atkinson made Layup. Assisted by Eric Monroe.,53,38
16:31,338,Nick Masterson Turnover.,53,38
16:21,43,Eric Monroe missed Three Point Jumper.,53,38
16:21,338,Nick Masterson Defensive Rebound.,53,38
16:10,338,Tyler Hooker Turnover.,53,38
16:08,43,Blake Reynolds Steal.,53,38
16:04,43,Trey Phills Turnover.,53,38
15:56,338,Official TV Timeout,53,38
15:46,338,Nick Masterson missed Three Point Jumper.,53,38
15:46,338,Kosta Jankovic Offensive Rebound.,53,38
15:42,338,Jordan Jones missed Layup.,53,38
15:42,43,Eric Monroe Defensive Rebound.,53,38
15:33,43,Eric Monroe Turnover.,53,38
15:18,338,James Scott made Three Point Jumper. Assisted by Kosta Jankovic.,53,41
14:54,43,Paul Atkinson made Layup. Assisted by Blake Reynolds.,55,41
14:35,338,Jordan Jones made Jumper. Assisted by Kosta Jankovic.,55,43
14:05,43,Trey Phills made Dunk.,57,43
13:54,338,James Scott made Layup.,57,45
13:42,43,Azar Swain missed Jumper.,57,45
13:42,338,Tyler Hooker Defensive Rebound.,57,45
13:32,338,Kosta Jankovic missed Jumper.,57,45
13:32,338,Jordan Jones Offensive Rebound.,57,45
13:27,338,Jordan Jones made Dunk.,57,47
13:22,43,Yale  Timeout,57,47
13:22,338,Official TV Timeout,57,47
13:09,43,Miye Oni made Jumper.,59,47
12:39,338,Nick Masterson made Jumper.,59,49
12:23,43,Paul Atkinson made Layup.,61,49
12:21,43,Technical Foul on Yale.,61,49
12:21,338,Nick Masterson made Free Throw.,61,50
12:10,43,Foul on Azar Swain.,61,50
12:10,338,Tyler Hooker missed Free Throw.,61,50
12:10,338,Kennesaw State Deadball Team Rebound.,61,50
12:10,338,Tyler Hooker made Free Throw.,61,51
11:56,43,Miye Oni missed Three Point Jumper.,61,51
11:56,338,Kosta Jankovic Defensive Rebound.,61,51
11:45,338,James Scott made Three Point Jumper. Assisted by Nick Masterson.,61,54
11:26,43,Trey Phills made Layup.,63,54
11:16,338,James Scott missed Three Point Jumper.,63,54
11:16,43,Trey Phills Block.,63,54
11:13,338,Kennesaw State Offensive Rebound.,63,54
11:13,338,Official TV Timeout,63,54
11:11,338,James Scott made Layup. Assisted by Nick Masterson.,63,56
10:57,43,Blake Reynolds made Layup. Assisted by Noah Yates.,65,56
10:39,338,Tyler Hooker made Layup.,65,58
10:20,338,Foul on Tyler Hooker.,65,58
10:17,43,Eric Monroe made Jumper.,67,58
10:02,338,James Scott missed Jumper.,67,58
10:02,338,Isaac Mbuyamba Offensive Rebound.,67,58
9:59,338,Isaac Mbuyamba missed Layup.,67,58
9:59,43,Miye Oni Defensive Rebound.,67,58
9:40,43,Blake Reynolds missed Layup.,67,58
9:40,338,James Scott Block.,67,58
9:40,43,Yale Offensive Rebound.,67,58
9:39,338,Foul on James Scott.,67,58
9:34,43,Azar Swain made Jumper. Assisted by Eric Monroe.,69,58
9:16,338,James Scott Turnover.,69,58
9:15,43,Blake Reynolds Steal.,69,58
9:00,43,Miye Oni made Jumper.,71,58
8:32,338,Kennesaw State  Timeout,71,58
8:31,338,Kosta Jankovic Turnover.,71,58
8:20,338,Foul on James Scott.,71,58
8:20,43,Miye Oni missed Free Throw.,71,58
8:20,43,Yale Deadball Team Rebound.,71,58
8:20,43,Miye Oni missed Free Throw.,71,58
8:20,338,Nick Masterson Defensive Rebound.,71,58
8:05,338,Tyler Hooker made Jumper.,71,60
7:48,338,Foul on Kyle Clarke.,71,60
7:48,338,Official TV Timeout,71,60
7:48,43,Miye Oni made Free Throw.,72,60
7:48,43,Miye Oni made Free Throw.,73,60
7:25,338,James Scott made Jumper.,73,62
7:25,43,Foul on Noah Yates.,73,62
7:25,338,James Scott missed Free Throw.,73,62
7:25,43,Azar Swain Defensive Rebound.,73,62
6:56,43,Azar Swain missed Three Point Jumper.,73,62
6:56,43,Yale Deadball Team Rebound.,73,62
6:54,338,Foul on Kyle Clarke.,73,62
6:54,43,Noah Yates made Free Throw.,74,62
6:54,43,Noah Yates made Free Throw.,75,62
6:29,338,Tyler Hooker missed Jumper.,75,62
6:29,338,Isaac Mbuyamba Offensive Rebound.,75,62
6:25,338,Isaac Mbuyamba missed Layup.,75,62
6:25,43,Eric Monroe Defensive Rebound.,75,62
6:10,43,Blake Reynolds Turnover.,75,62
6:09,338,Kyle Clarke Steal.,75,62
5:43,338,James Scott Turnover.,75,62
5:30,43,Paul Atkinson missed Layup.,75,62
5:30,43,Paul Atkinson Offensive Rebound.,75,62
5:26,43,Paul Atkinson made Layup.,77,62
5:16,338,Kyle Clarke made Jumper. Assisted by Tyler Hooker.,77,64
5:16,43,Foul on Paul Atkinson.,77,64
5:16,338,Kyle Clarke made Free Throw.,77,65
4:51,43,Blake Reynolds missed Three Point Jumper.,77,65
4:51,43,Paul Atkinson Offensive Rebound.,77,65
4:29,43,Miye Oni made Jumper.,79,65
4:14,338,Tyler Hooker made Jumper.,79,67
3:56,43,Blake Reynolds made Layup.,81,67
3:46,43,Foul on Eric Monroe.,81,67
3:46,338,Official TV Timeout,81,67
3:31,338,Tyler Hooker made Three Point Jumper.,81,70
2:57,43,Trey Phills made Layup.,83,70
2:34,338,Kyle Clarke missed Layup.,83,70
2:34,43,Miye Oni Defensive Rebound.,83,70
2:29,43,Miye Oni Turnover.,83,70
2:28,338,Kyle Clarke Steal.,83,70
2:25,338,James Scott missed Three Point Jumper.,83,70
2:25,43,Trey Phills Defensive Rebound.,83,70
2:05,43,Miye Oni made Jumper. Assisted by Paul Atkinson.,85,70
1:40,338,Nick Masterson missed Three Point Jumper.,85,70
1:40,43,Paul Atkinson Defensive Rebound.,85,70
1:22,43,Miye Oni missed Three Point Jumper.,85,70
1:22,43,Trey Phills Offensive Rebound.,85,70
1:19,338,Foul on Jordan Jones.,85,70
1:19,43,Trey Phills made Free Throw.,86,70
1:19,43,Trey Phills made Free Throw.,87,70
1:04,338,Tyler Hooker made Jumper.,87,72
0:49,43,Blake Reynolds Turnover.,87,72
0:49,338,Jordan Jones Steal.,87,72
0:37,338,Nick Masterson made Jumper.,87,74
0:36,338,Foul on Tyler Hooker.,87,74
0:36,43,Eric Monroe made Free Throw.,88,74
0:36,43,Eric Monroe made Free Throw.,89,74
0:29,338,Tyler Hooker missed Jumper.,89,74
0:29,43,Miye Oni Defensive Rebound.,89,74
0:00,338,End of Game,89,74
