Norfolk State,2619,Stony Brook,2450
10:32,2450,Foul on Alex Long.,45,52
10:32,2619,Jakub Petras made Free Throw.,45,53
10:32,2619,Jakub Petras missed Free Throw.,45,53
10:32,2450,Steven Whitley Defensive Rebound.,45,53
10:28,2450,Mastadi Pitt missed Jumper.,45,53
10:28,2619,Jakub Petras Defensive Rebound.,45,53
10:16,2619,Bryan Sekunda Turnover.,45,53
10:14,2450,Steven Whitley Steal.,45,53
10:09,2450,Kyle Williams missed Three Point Jumper.,45,53
10:09,2619,UC Iroegbu Defensive Rebound.,45,53
9:52,2619,Jordan McKenzie missed Three Point Jumper.,45,53
9:52,2450,Nic Thomas Defensive Rebound.,45,53
9:18,2450,Mastadi Pitt missed Jumper.,45,53
9:18,2619,Akwasi Yeboah Defensive Rebound.,45,53
9:03,2619,UC Iroegbu missed Three Point Jumper.,45,53
9:03,2619,Akwasi Yeboah Offensive Rebound.,45,53
9:01,2450,Foul on Mastadi Pitt.,45,53
9:01,2619,Akwasi Yeboah made Free Throw.,45,54
9:01,2619,Akwasi Yeboah made Free Throw.,45,55
8:45,2619,Foul on Jaron Cornish.,45,55
8:31,2619,Foul on Jakub Petras.,45,55
8:31,2450,Steven Whitley made Free Throw.,46,55
8:31,2450,Steven Whitley missed Free Throw.,46,55
8:31,2619,Akwasi Yeboah Defensive Rebound.,46,55
8:05,2619,Akwasi Yeboah Turnover.,46,55
7:46,2450,Preston Bungei Turnover.,46,55
7:46,2619,Official TV Timeout,46,55
7:38,2619,Jaron Cornish missed Three Point Jumper.,46,55
7:38,2450,Steven Whitley Defensive Rebound.,46,55
7:30,2619,Foul on Jaron Cornish.,46,55
7:30,2450,Steven Whitley missed Free Throw.,46,55
7:30,2619,Akwasi Yeboah Defensive Rebound.,46,55
7:13,2619,UC Iroegbu Turnover.,46,55
7:12,2450,Steven Whitley Steal.,46,55
7:10,2450,Steven Whitley made Layup.,48,55
6:36,2619,Akwasi Yeboah missed Layup.,48,55
6:36,2450,Bryan Gellineau Block.,48,55
6:34,2619,Stony Brook Offensive Rebound.,48,55
6:33,2619,Bryan Sekunda missed Three Point Jumper.,48,55
6:33,2450,Preston Bungei Defensive Rebound.,48,55
6:13,2450,Kyle Williams made Three Point Jumper. Assisted by Preston Bungei.,51,55
5:54,2619,Bryan Sekunda missed Jumper.,51,55
5:54,2450,Bryan Gellineau Defensive Rebound.,51,55
5:45,2450,Kyle Williams made Three Point Jumper. Assisted by Bryan Gellineau.,54,55
5:41,2619,Stony Brook  Timeout,54,55
5:24,2619,Foul on Andrew Garcia.,54,55
5:24,2619,Andrew Garcia Turnover.,54,55
5:02,2450,Bryan Gellineau made Layup. Assisted by Preston Bungei.,56,55
4:46,2619,Akwasi Yeboah missed Three Point Jumper.,56,55
4:46,2450,Steven Whitley Defensive Rebound.,56,55
4:38,2450,Kyle Williams missed Three Point Jumper.,56,55
4:38,2450,Bryan Gellineau Offensive Rebound.,56,55
4:35,2619,Tyrell Sturdivant made Free Throw.,56,56
4:35,2619,Tyrell Sturdivant made Free Throw.,56,57
4:34,2450,Bryan Gellineau missed Layup.,56,57
4:34,2619,Tyrell Sturdivant Defensive Rebound.,56,57
4:31,2450,Foul on Kyle Williams.,56,57
4:12,2619,Foul on Tyrell Sturdivant.,56,57
4:12,2450,Nic Thomas made Free Throw.,57,57
4:12,2450,Nic Thomas missed Free Throw.,57,57
4:12,2619,UC Iroegbu Defensive Rebound.,57,57
4:04,2619,Tyrell Sturdivant missed Three Point Jumper.,57,57
4:04,2450,Kyle Williams Defensive Rebound.,57,57
3:59,2619,Foul on Jaron Cornish.,57,57
3:59,2619,Official TV Timeout,57,57
3:59,2450,Kyle Williams made Free Throw.,58,57
3:59,2450,Kyle Williams made Free Throw.,59,57
3:46,2619,Jaron Cornish made Three Point Jumper. Assisted by Tyrell Sturdivant.,59,60
3:17,2450,Foul on Nic Thomas.,59,60
3:17,2450,Nic Thomas Turnover.,59,60
2:59,2619,UC Iroegbu missed Three Point Jumper.,59,60
2:59,2450,Preston Bungei Defensive Rebound.,59,60
2:48,2450,Steven Whitley made Three Point Jumper.,62,60
2:45,2450,Norfolk State  Timeout,62,60
2:26,2450,Foul on Nic Thomas.,62,60
2:26,2619,Jaron Cornish missed Free Throw.,62,60
2:26,2619,Stony Brook Deadball Team Rebound.,62,60
2:26,2619,Jaron Cornish made Free Throw.,62,61
2:10,2450,Bryan Gellineau made Layup.,64,61
1:56,2619,Foul on Tyrell Sturdivant.,64,61
1:56,2619,Tyrell Sturdivant Turnover.,64,61
1:42,2450,Kyle Williams made Three Point Jumper. Assisted by Preston Bungei.,67,61
1:24,2450,Foul on Kyle Williams.,67,61
1:24,2619,Akwasi Yeboah made Free Throw.,67,62
1:24,2619,Akwasi Yeboah missed Free Throw.,67,62
1:24,2450,Preston Bungei Defensive Rebound.,67,62
1:02,2619,Foul on Jaron Cornish.,67,62
1:02,2450,Kyle Williams made Free Throw.,68,62
1:02,2450,Kyle Williams made Free Throw.,69,62
0:53,2619,Akwasi Yeboah missed Three Point Jumper.,69,62
0:53,2619,Andrew Garcia Offensive Rebound.,69,62
0:48,2450,Alex Long missed Free Throw.,69,63
0:48,2450,Alex Long missed Free Throw.,69,62
0:48,2450,Foul on Bryan Gellineau.,69,62
0:48,2450,Norfolk State Deadball Team Rebound.,69,62
0:48,2619,Andrew Garcia made Free Throw.,69,63
0:48,2619,Andrew Garcia missed Free Throw.,69,63
0:48,2619,Akwasi Yeboah Defensive Rebound.,69,63
0:48,2450,Alex Long Defensive Rebound.,69,63
0:47,2619,Foul on Tyrell Sturdivant.,69,63
0:34,2619,Jaron Cornish missed Three Point Jumper.,69,63
0:34,2450,Steven Whitley Defensive Rebound.,69,63
0:29,2619,Foul on Bryan Sekunda.,69,63
0:29,2450,Steven Whitley missed Free Throw.,69,63
0:29,2450,Norfolk State Deadball Team Rebound.,69,63
0:29,2450,Steven Whitley missed Free Throw.,69,63
0:29,2619,UC Iroegbu Defensive Rebound.,69,63
0:22,2450,Foul on Alex Long.,69,63
0:22,2619,Jaron Cornish made Free Throw.,69,64
0:22,2619,Jaron Cornish missed Free Throw.,69,64
0:22,2450,Steven Whitley Defensive Rebound.,69,64
0:20,2619,Foul on Jaron Cornish.,69,64
0:20,2450,Nic Thomas made Free Throw.,70,64
0:20,2450,Nic Thomas made Free Throw.,71,64
0:16,2619,UC Iroegbu made Three Point Jumper.,71,67
0:14,2619,Stony Brook  Timeout,71,67
0:14,2619,Foul on Bryan Sekunda.,71,67
0:14,2450,Kyle Williams missed Free Throw.,71,67
0:14,2450,Norfolk State Deadball Team Rebound.,71,67
0:14,2450,Kyle Williams made Free Throw.,72,67
0:08,2619,Akwasi Yeboah missed Layup.,72,67
0:08,2450,Kyle Williams Defensive Rebound.,72,67
0:06,2619,Foul on Bryan Sekunda.,72,67
0:06,2450,Kyle Williams made Free Throw.,73,67
0:06,2450,Kyle Williams made Free Throw.,74,67
0:01,2450,Foul on Steven Whitley.,74,67
0:01,2619,Tyrell Sturdivant made Free Throw.,74,68
0:01,2619,Tyrell Sturdivant missed Free Throw.,74,68
0:01,2450,Nic Thomas Defensive Rebound.,74,68
0:00,2619,End of Game,74,68
