Indiana State,2514,Quinnipiac,282
9:35,282,Laquarious Paige Turnover.,19,20
9:34,2514,Mikey Dixon Steal.,19,20
9:29,2514,Mikey Dixon Turnover.,19,20
9:27,282,Everett Clemons Steal.,19,20
9:19,282,Brenton Scott missed Three Point Jumper.,19,20
9:19,2514,Reggie Oliver Defensive Rebound.,19,20
9:12,282,Foul on Laquarious Paige.,19,20
8:51,2514,Abdulai Bundu made Jumper. Assisted by Daniel Harris.,19,22
8:27,282,Everett Clemons Turnover.,19,22
8:18,2514,Phil Winston Turnover.,19,22
8:16,282,Donovan Franklin Steal.,19,22
8:16,282,Donovan Franklin made Layup.,21,22
8:16,2514,Foul on Daniel Harris.,21,22
8:16,282,Donovan Franklin missed Free Throw.,21,22
8:16,2514,Donovan Smith Defensive Rebound.,21,22
8:10,2514,Mikey Dixon missed Layup.,21,22
8:10,282,Brandon Murphy Defensive Rebound.,21,22
7:58,282,Everett Clemons made Jumper.,23,22
7:36,282,Foul on Everett Clemons.,23,22
7:36,2514,Official TV Timeout,23,22
7:21,2514,Phil Winston missed Layup.,23,22
7:21,282,Brandon Murphy Defensive Rebound.,23,22
7:21,2514,Foul on Donovan Smith.,23,22
7:21,282,Brandon Murphy missed Free Throw.,23,22
7:21,2514,Abdulai Bundu Defensive Rebound.,23,22
7:03,2514,Abdulai Bundu missed Jumper.,23,22
7:03,282,Brenton Scott Defensive Rebound.,23,22
7:01,2514,Foul on Reggie Oliver.,23,22
7:01,282,Brenton Scott made Free Throw.,24,22
7:01,282,Brenton Scott missed Free Throw.,24,22
7:01,2514,Donovan Smith Defensive Rebound.,24,22
6:47,2514,Mikey Dixon missed Jumper.,24,22
6:47,282,Brandon Murphy Defensive Rebound.,24,22
6:36,282,Everett Clemons made Layup.,26,22
6:33,2514,Quinnipiac  Timeout,26,22
6:20,2514,Foul on Reggie Oliver.,26,22
6:20,2514,Reggie Oliver Turnover.,26,22
5:51,282,Bronson Kessinger made Jumper.,28,22
5:38,2514,Peter Kiss missed Jumper.,28,22
5:38,282,Donovan Franklin Defensive Rebound.,28,22
5:28,282,Brenton Scott made Three Point Jumper. Assisted by Donovan Franklin.,31,22
5:10,2514,Donovan Smith missed Three Point Jumper.,31,22
5:10,282,Bronson Kessinger Defensive Rebound.,31,22
4:59,282,Brenton Scott missed Jumper.,31,22
4:59,2514,Peter Kiss Defensive Rebound.,31,22
4:54,2514,Abdulai Bundu made Layup. Assisted by Peter Kiss.,31,24
4:30,282,Donovan Franklin missed Three Point Jumper.,31,24
4:30,282,Bronson Kessinger Offensive Rebound.,31,24
4:27,282,Bronson Kessinger made Layup.,33,24
4:20,2514,Donovan Smith Turnover.,33,24
4:20,2514,Foul on Donovan Smith.,33,24
4:04,282,Niels Bunschoten missed Three Point Jumper.,33,24
4:04,2514,Abdulai Bundu Defensive Rebound.,33,24
4:03,282,Foul on Brandon Murphy.,33,24
3:47,2514,Mikey Dixon made Jumper.,33,26
3:31,282,Niels Bunschoten missed Three Point Jumper.,33,26
3:31,2514,Abdulai Bundu Defensive Rebound.,33,26
3:26,282,Foul on Brandon Murphy.,33,26
3:26,2514,Official TV Timeout,33,26
3:26,2514,Abdulai Bundu made Free Throw.,33,27
3:26,2514,Abdulai Bundu missed Free Throw.,33,27
3:26,282,Matt Van Scyoc Defensive Rebound.,33,27
2:57,282,Matt Van Scyoc missed Jumper.,33,27
2:57,2514,Peter Kiss Defensive Rebound.,33,27
2:54,282,Foul on Jordan Barnes.,33,27
2:54,2514,Peter Kiss made Free Throw.,33,28
2:54,2514,Peter Kiss made Free Throw.,33,29
2:45,282,T.J. Bell made Layup. Assisted by Everett Clemons.,35,29
2:21,2514,Alain Chigha missed Three Point Jumper.,35,29
2:21,2514,Abdulai Bundu Offensive Rebound.,35,29
2:15,2514,Mikey Dixon missed Three Point Jumper.,35,29
2:15,282,Brenton Scott Defensive Rebound.,35,29
2:08,282,Brenton Scott Turnover.,35,29
1:56,2514,Peter Kiss missed Jumper.,35,29
1:56,2514,Andrew Robinson Offensive Rebound.,35,29
1:51,2514,Andrew Robinson made Layup.,35,31
1:39,282,T.J. Bell missed Jumper.,35,31
1:39,2514,Andrew Robinson Defensive Rebound.,35,31
1:31,2514,Andrew Robinson missed Three Point Jumper.,35,31
1:31,282,Brenton Scott Defensive Rebound.,35,31
1:12,282,Everett Clemons missed Jumper.,35,31
1:12,2514,Abdulai Bundu Defensive Rebound.,35,31
0:50,2514,Mikey Dixon made Jumper.,35,33
0:37,282,Indiana St  Timeout,35,33
0:22,282,Niels Bunschoten missed Jumper.,35,33
0:22,2514,Alain Chigha Defensive Rebound.,35,33
0:02,2514,Mikey Dixon missed Jumper.,35,33
0:02,282,Laquarious Paige Defensive Rebound.,35,33
0:00,2514,End of 1st half,35,33
19:33,2514,Reggie Oliver missed Three Point Jumper.,35,33
19:33,282,Everett Clemons Defensive Rebound.,35,33
19:25,2514,Foul on Reggie Oliver.,35,33
19:10,282,Brenton Scott missed Three Point Jumper.,35,33
19:10,2514,Mikey Dixon Defensive Rebound.,35,33
19:07,282,Foul on Everett Clemons.,35,33
18:54,2514,Phil Winston missed Jumper.,35,33
18:54,282,Bronson Kessinger Defensive Rebound.,35,33
18:38,282,Brenton Scott missed Jumper.,35,33
18:38,2514,Phil Winston Defensive Rebound.,35,33
18:25,2514,Abdulai Bundu missed Jumper.,35,33
18:25,282,Indiana St Defensive Rebound.,35,33
18:05,282,T.J. Bell made Dunk. Assisted by Brenton Scott.,37,33
17:48,2514,Mikey Dixon missed Jumper.,37,33
17:48,282,T.J. Bell Defensive Rebound.,37,33
17:46,2514,Foul on Abdulai Bundu.,37,33
17:33,282,Bronson Kessinger Turnover.,37,33
17:13,2514,Mikey Dixon made Jumper.,37,35
16:52,282,Bronson Kessinger missed Layup.,37,35
16:52,2514,Mikey Dixon Defensive Rebound.,37,35
16:46,2514,Mikey Dixon Turnover.,37,35
16:38,282,Brenton Scott made Layup.,39,35
16:24,2514,Foul on Daniel Harris.,39,35
16:24,2514,Daniel Harris Turnover.,39,35
16:15,282,Brenton Scott made Jumper.,41,35
15:59,2514,Daniel Harris made Three Point Jumper. Assisted by Mikey Dixon.,41,38
15:44,282,Brenton Scott missed Jumper.,41,38
15:44,282,T.J. Bell Offensive Rebound.,41,38
15:40,2514,Foul on Abdulai Bundu.,41,38
15:40,2514,Official TV Timeout,41,38
15:40,282,Matt Van Scyoc made Free Throw.,42,38
15:40,282,Matt Van Scyoc missed Free Throw.,42,38
15:40,2514,Peter Kiss Defensive Rebound.,42,38
15:32,2514,Peter Kiss Turnover.,42,38
15:31,282,T.J. Bell Steal.,42,38
15:28,282,Everett Clemons made Layup.,44,38
15:08,282,Foul on T.J. Bell.,44,38
15:06,2514,Chaise Daniels made Layup.,44,40
14:39,282,Everett Clemons missed Layup.,44,40
14:39,2514,Daniel Harris Defensive Rebound.,44,40
14:33,2514,Abdulai Bundu made Layup. Assisted by Daniel Harris.,44,42
14:33,282,Foul on Brenton Scott.,44,42
14:33,2514,Abdulai Bundu made Free Throw.,44,43
14:16,282,Matt Van Scyoc missed Three Point Jumper.,44,43
14:16,282,Brandon Murphy Offensive Rebound.,44,43
14:15,2514,Foul on Daniel Harris.,44,43
14:03,282,Brenton Scott missed Three Point Jumper.,44,43
14:03,2514,Mikey Dixon Defensive Rebound.,44,43
13:47,2514,Chaise Daniels made Jumper.,44,45
13:33,282,Brenton Scott made Layup.,46,45
13:13,2514,Peter Kiss made Jumper.,46,47
12:52,282,Brenton Scott missed Layup.,46,47
12:52,2514,Abdulai Bundu Defensive Rebound.,46,47
12:33,2514,Mikey Dixon made Layup. Assisted by Reggie Oliver.,46,49
12:17,282,Donovan Franklin made Layup.,48,49
12:03,2514,Mikey Dixon missed Jumper.,48,49
12:03,2514,Abdulai Bundu Offensive Rebound.,48,49
11:57,2514,Abdulai Bundu Turnover.,48,49
11:56,282,Everett Clemons Steal.,48,49
11:55,282,Matt Van Scyoc made Layup. Assisted by Everett Clemons.,50,49
11:55,2514,Foul on Reggie Oliver.,50,49
11:55,2514,Official TV Timeout,50,49
11:55,282,Matt Van Scyoc made Free Throw.,51,49
11:39,2514,Peter Kiss made Layup.,51,51
11:24,282,Laquarious Paige Turnover.,51,51
11:22,2514,Peter Kiss Steal.,51,51
11:21,282,Foul on Laquarious Paige.,51,51
11:21,2514,Peter Kiss made Free Throw.,51,52
11:21,2514,Peter Kiss made Free Throw.,51,53
11:07,282,Matt Van Scyoc missed Three Point Jumper.,51,53
11:07,282,Brandon Murphy Offensive Rebound.,51,53
11:02,282,Jordan Barnes missed Three Point Jumper.,51,53
11:02,2514,Chaise Daniels Defensive Rebound.,51,53
10:39,2514,Chaise Daniels made Jumper.,51,55
10:22,282,Foul on Brandon Murphy.,51,55
10:22,282,Brandon Murphy Turnover.,51,55
10:12,2514,Peter Kiss missed Jumper.,51,55
10:12,2514,Donovan Smith Offensive Rebound.,51,55
10:07,2514,Chaise Daniels made Jumper. Assisted by Donovan Smith.,51,57
9:59,282,Indiana St  Timeout,51,57
9:39,282,Brenton Scott made Three Point Jumper.,54,57
9:18,2514,Chaise Daniels made Jumper.,54,59
8:54,282,T.J. Bell made Layup. Assisted by Brenton Scott.,56,59
8:34,2514,Donovan Smith made Jumper. Assisted by Peter Kiss.,56,61
8:06,282,Bronson Kessinger made Layup. Assisted by Everett Clemons.,58,61
7:44,2514,Donovan Smith made Three Point Jumper. Assisted by Peter Kiss.,58,64
7:20,282,Jordan Barnes missed Three Point Jumper.,58,64
7:20,2514,Donovan Smith Defensive Rebound.,58,64
7:18,282,Foul on Bronson Kessinger.,58,64
7:18,2514,Official TV Timeout,58,64
7:01,2514,Abdulai Bundu missed Layup.,58,64
7:01,282,T.J. Bell Defensive Rebound.,58,64
6:52,282,Laquarious Paige Turnover.,58,64
6:50,2514,Donovan Smith Steal.,58,64
6:48,282,Foul on Laquarious Paige.,58,64
6:48,2514,Mikey Dixon made Free Throw.,58,65
6:48,2514,Mikey Dixon made Free Throw.,58,66
6:35,282,Donovan Franklin made Three Point Jumper. Assisted by Everett Clemons.,61,66
6:12,2514,Donovan Smith missed Jumper.,61,66
6:12,2514,Abdulai Bundu Offensive Rebound.,61,66
6:06,2514,Peter Kiss missed Jumper.,61,66
6:06,282,Bronson Kessinger Defensive Rebound.,61,66
5:49,282,Brenton Scott missed Jumper.,61,66
5:49,282,Everett Clemons Offensive Rebound.,61,66
5:45,282,Everett Clemons missed Layup.,61,66
5:45,2514,Donovan Smith Block.,61,66
5:43,2514,Mikey Dixon Defensive Rebound.,61,66
5:25,2514,Donovan Smith missed Jumper.,61,66
5:25,282,Donovan Franklin Defensive Rebound.,61,66
5:23,2514,Foul on Andrew Robinson.,61,66
5:23,282,Donovan Franklin missed Free Throw.,61,66
5:23,2514,Abdulai Bundu Defensive Rebound.,61,66
4:58,282,Foul on Brenton Scott.,61,66
4:58,2514,Reggie Oliver made Free Throw.,61,67
4:58,2514,Reggie Oliver made Free Throw.,61,68
4:44,282,Brenton Scott missed Jumper.,61,68
4:44,2514,Mikey Dixon Defensive Rebound.,61,68
4:36,2514,Mikey Dixon missed Layup.,61,68
4:36,282,T.J. Bell Defensive Rebound.,61,68
4:30,282,Everett Clemons made Layup. Assisted by Brenton Scott.,63,68
4:08,2514,Peter Kiss missed Jumper.,63,68
4:08,282,Everett Clemons Defensive Rebound.,63,68
3:54,282,Donovan Franklin missed Three Point Jumper.,63,68
3:54,2514,Chaise Daniels Defensive Rebound.,63,68
3:34,2514,Mikey Dixon made Three Point Jumper. Assisted by Phil Winston.,63,71
3:20,2514,Foul on Phil Winston.,63,71
3:20,2514,Official TV Timeout,63,71
3:20,282,Brenton Scott made Free Throw.,64,71
3:20,282,Brenton Scott made Free Throw.,65,71
3:12,2514,Reggie Oliver Turnover.,65,71
3:11,282,Everett Clemons Steal.,65,71
3:05,282,Brenton Scott made Layup.,67,71
2:40,2514,Chaise Daniels missed Jumper.,67,71
2:40,2514,Mikey Dixon Offensive Rebound.,67,71
2:35,2514,Mikey Dixon made Layup.,67,73
2:16,2514,Foul on Chaise Daniels.,67,73
2:16,282,T.J. Bell made Free Throw.,68,73
2:16,282,T.J. Bell made Free Throw.,69,73
2:08,282,Foul on T.J. Bell.,69,73
2:08,2514,Abdulai Bundu made Free Throw.,69,74
2:08,2514,Abdulai Bundu made Free Throw.,69,75
1:59,282,Brenton Scott made Jumper.,71,75
1:34,2514,Mikey Dixon missed Jumper.,71,75
1:34,2514,Abdulai Bundu Offensive Rebound.,71,75
1:32,282,Foul on Matt Van Scyoc.,71,75
1:32,2514,Abdulai Bundu missed Free Throw.,71,75
1:32,2514,Quinnipiac Deadball Team Rebound.,71,75
1:32,2514,Abdulai Bundu made Free Throw.,71,76
1:24,282,Matt Van Scyoc made Three Point Jumper. Assisted by Everett Clemons.,74,76
1:22,282,Indiana St  Timeout,74,76
0:52,2514,Daniel Harris missed Layup.,74,76
0:52,282,T.J. Bell Defensive Rebound.,74,76
0:44,282,Brenton Scott made Three Point Jumper. Assisted by Everett Clemons.,77,76
0:38,2514,Quinnipiac  Timeout,77,76
0:24,2514,Chaise Daniels made Jumper.,77,78
0:20,282,Indiana St  Timeout,77,78
0:07,282,Donovan Franklin missed Three Point Jumper.,77,78
0:07,2514,Daniel Harris Defensive Rebound.,77,78
0:03,282,Foul on T.J. Bell.,77,78
0:03,2514,Daniel Harris made Free Throw.,77,79
0:03,2514,Daniel Harris made Free Throw.,77,80
0:00,282,Everett Clemons missed Three Point Jumper.,77,80
0:00,282,Indiana St Deadball Team Rebound.,77,80
0:00,2514,End of Game,77,80
