Stanford,2550,Seton Hall,24
10:53,2550,Desi Rodriguez missed Jumper.,10,16
10:53,2550,Angel Delgado Offensive Rebound.,10,16
10:50,24,Foul on Christian Sanders.,10,16
10:46,2550,Khadeen Carrington made Jumper.,10,18
10:20,24,Marcus Sheffield Turnover.,10,18
10:19,2550,Madison Jones Steal.,10,18
10:17,2550,Khadeen Carrington made Layup. Assisted by Madison Jones.,10,20
10:03,24,Marcus Sheffield missed Jumper.,10,20
10:03,2550,Khadeen Carrington Defensive Rebound.,10,20
9:56,2550,Madison Jones Turnover.,10,20
9:55,24,Robert Cartwright Steal.,10,20
9:53,24,Robert Cartwright made Layup.,12,20
9:18,2550,Desi Rodriguez missed Jumper.,12,20
9:18,24,Grant Verhoeven Defensive Rebound.,12,20
9:03,24,Marcus Sheffield missed Three Point Jumper.,12,20
9:03,2550,Michael Nzei Defensive Rebound.,12,20
8:40,2550,Madison Jones missed Jumper.,12,20
8:40,2550,Michael Nzei Offensive Rebound.,12,20
8:36,2550,Michael Nzei made Layup.,12,22
8:21,24,Grant Verhoeven made Jumper. Assisted by Marcus Allen.,14,22
8:03,2550,Khadeen Carrington Turnover.,14,22
7:43,24,Robert Cartwright missed Three Point Jumper.,14,22
7:43,2550,Michael Nzei Defensive Rebound.,14,22
7:23,2550,Myles Carter made Dunk. Assisted by Madison Jones.,14,24
7:11,2550,Foul on Madison Jones.,14,24
7:11,2550,Official TV Timeout,14,24
6:56,24,Reid Travis missed Layup.,14,24
6:56,2550,Michael Nzei Block.,14,24
6:54,2550,Seton Hall Defensive Rebound.,14,24
6:38,2550,Dalton Soffer missed Three Point Jumper.,14,24
6:38,24,Christian Sanders Defensive Rebound.,14,24
6:30,2550,Foul on Michael Nzei.,14,24
6:30,24,Christian Sanders made Free Throw.,15,24
6:30,24,Christian Sanders made Free Throw.,16,24
6:06,2550,Veer Singh missed Three Point Jumper.,16,24
6:06,24,Grant Verhoeven Defensive Rebound.,16,24
5:48,24,Grant Verhoeven missed Three Point Jumper.,16,24
5:48,24,Reid Travis Offensive Rebound.,16,24
5:44,24,Reid Travis Turnover.,16,24
5:43,2550,Dalton Soffer Steal.,16,24
5:13,2550,Khadeen Carrington missed Jumper.,16,24
5:13,24,Dorian Pickens Defensive Rebound.,16,24
5:02,24,Dorian Pickens made Jumper.,18,24
5:00,2550,Seton Hall  Timeout,18,24
4:34,2550,Angel Delgado Turnover.,18,24
4:19,24,Dorian Pickens missed Jumper.,18,24
4:19,24,Reid Travis Offensive Rebound.,18,24
4:15,24,Reid Travis missed Layup.,18,24
4:15,2550,Madison Jones Defensive Rebound.,18,24
4:10,2550,Madison Jones made Layup.,18,26
3:51,24,Marcus Allen missed Three Point Jumper.,18,26
3:51,24,Dorian Pickens Offensive Rebound.,18,26
3:31,24,Dorian Pickens made Layup.,20,26
2:59,2550,Desi Rodriguez Turnover.,20,26
2:57,24,Grant Verhoeven Steal.,20,26
2:53,24,Dorian Pickens missed Three Point Jumper.,20,26
2:53,2550,Khadeen Carrington Defensive Rebound.,20,26
2:28,2550,Angel Delgado missed Jumper.,20,26
2:28,24,Dorian Pickens Defensive Rebound.,20,26
2:09,24,Dorian Pickens made Jumper.,22,26
1:43,2550,Khadeen Carrington missed Three Point Jumper.,22,26
1:43,24,Dorian Pickens Defensive Rebound.,22,26
1:28,24,Reid Travis made Layup. Assisted by Marcus Allen.,24,26
1:03,2550,Madison Jones Turnover.,24,26
1:01,24,Christian Sanders Steal.,24,26
0:58,24,Christian Sanders missed Layup.,24,26
0:58,24,Reid Travis Offensive Rebound.,24,26
0:54,24,Reid Travis made Layup.,26,26
0:31,2550,Foul on Khadeen Carrington.,26,26
0:31,2550,Khadeen Carrington Turnover.,26,26
0:31,2550,Official TV Timeout,26,26
0:02,24,Michael Humphrey missed Jumper.,26,26
0:02,2550,Seton Hall Defensive Rebound.,26,26
0:00,2550,End of 1st half,26,26
19:30,24,Reid Travis made Jumper.,28,26
18:58,2550,Khadeen Carrington made Jumper.,28,28
18:35,24,Christian Sanders Turnover.,28,28
18:33,2550,Khadeen Carrington Steal.,28,28
18:31,2550,Khadeen Carrington made Layup.,28,30
18:17,24,Marcus Allen missed Three Point Jumper.,28,30
18:17,24,Michael Humphrey Offensive Rebound.,28,30
18:14,24,Michael Humphrey made Layup.,30,30
17:49,24,Foul on Michael Humphrey.,30,30
17:49,2550,Michael Nzei missed Free Throw.,30,30
17:49,2550,Seton Hall Deadball Team Rebound.,30,30
17:49,2550,Michael Nzei missed Free Throw.,30,30
17:49,24,Michael Humphrey Defensive Rebound.,30,30
17:38,24,Christian Sanders Turnover.,30,30
17:09,2550,Khadeen Carrington missed Three Point Jumper.,30,30
17:09,24,Christian Sanders Defensive Rebound.,30,30
17:02,24,Dorian Pickens made Jumper.,32,30
16:48,24,Foul on Dorian Pickens.,32,30
16:40,2550,Madison Jones missed Three Point Jumper.,32,30
16:40,2550,Angel Delgado Offensive Rebound.,32,30
16:37,24,Foul on Michael Humphrey.,32,30
16:35,2550,Madison Jones Turnover.,32,30
16:34,24,Dorian Pickens Steal.,32,30
16:30,2550,Foul on Angel Delgado.,32,30
16:30,24,Dorian Pickens made Free Throw.,33,30
16:30,24,Dorian Pickens made Free Throw.,34,30
16:06,2550,Khadeen Carrington Turnover.,34,30
16:02,24,Christian Sanders Steal.,34,30
15:58,24,Christian Sanders Turnover.,34,30
15:57,2550,Michael Nzei Steal.,34,30
15:52,2550,Angel Delgado Turnover.,34,30
15:50,24,Marcus Allen Steal.,34,30
15:42,24,Christian Sanders made Three Point Jumper. Assisted by Reid Travis.,37,30
15:33,2550,Seton Hall  Timeout,37,30
15:29,2550,Desi Rodriguez missed Layup.,37,30
15:29,2550,Angel Delgado Offensive Rebound.,37,30
15:27,2550,Angel Delgado missed Layup.,37,30
15:27,2550,Michael Nzei Offensive Rebound.,37,30
15:26,24,Foul on Reid Travis.,37,30
15:26,2550,Official TV Timeout,37,30
15:26,2550,Michael Nzei made Free Throw.,37,31
15:26,2550,Michael Nzei missed Free Throw.,37,31
15:26,24,Reid Travis Defensive Rebound.,37,31
15:11,2550,Foul on Myles Powell.,37,31
15:06,24,Foul on Reid Travis.,37,31
15:06,24,Reid Travis Turnover.,37,31
14:54,2550,Desi Rodriguez Turnover.,37,31
14:53,24,Marcus Allen Steal.,37,31
14:51,24,Marcus Allen missed Layup.,37,31
14:51,2550,Khadeen Carrington Block.,37,31
14:51,24,Stanford Offensive Rebound.,37,31
14:41,24,Dorian Pickens made Three Point Jumper. Assisted by Marcus Allen.,40,31
14:21,2550,Michael Nzei Turnover.,40,31
14:10,24,Dorian Pickens made Layup. Assisted by Robert Cartwright.,42,31
13:52,2550,Madison Jones missed Jumper.,42,31
13:52,24,Michael Humphrey Block.,42,31
13:50,2550,Madison Jones Offensive Rebound.,42,31
13:45,2550,Madison Jones Turnover.,42,31
13:45,24,Dorian Pickens Steal.,42,31
13:45,24,Stanford  Timeout,42,31
13:19,24,Dorian Pickens missed Three Point Jumper.,42,31
13:19,2550,Myles Powell Defensive Rebound.,42,31
13:08,2550,Khadeen Carrington missed Jumper.,42,31
13:08,2550,Angel Delgado Offensive Rebound.,42,31
13:02,2550,Angel Delgado Turnover.,42,31
13:01,24,Grant Verhoeven Steal.,42,31
12:52,24,Marcus Allen Turnover.,42,31
12:52,2550,Madison Jones Steal.,42,31
12:42,2550,Angel Delgado Turnover.,42,31
12:40,24,Michael Humphrey Steal.,42,31
12:35,24,Michael Humphrey missed Dunk.,42,31
12:35,24,Marcus Allen Offensive Rebound.,42,31
12:34,2550,Foul on Angel Delgado.,42,31
12:34,24,Marcus Allen made Free Throw.,43,31
12:34,24,Marcus Allen missed Free Throw.,43,31
12:34,2550,Desi Rodriguez Defensive Rebound.,43,31
12:27,2550,Myles Powell missed Three Point Jumper.,43,31
12:27,2550,Michael Nzei Offensive Rebound.,43,31
12:10,24,Foul on Michael Humphrey.,43,31
12:10,2550,Angel Delgado made Free Throw.,43,32
12:10,2550,Angel Delgado made Free Throw.,43,33
11:47,24,Robert Cartwright missed Jumper.,43,33
11:47,24,Josh Sharma Offensive Rebound.,43,33
11:45,24,Josh Sharma made Layup.,45,33
11:45,2550,Foul on Michael Nzei.,45,33
11:45,2550,Official TV Timeout,45,33
11:45,24,Josh Sharma made Free Throw.,46,33
11:26,24,Foul on Dorian Pickens.,46,33
11:26,2550,Desi Rodriguez made Free Throw.,46,34
11:26,2550,Desi Rodriguez made Free Throw.,46,35
11:12,24,Grant Verhoeven missed Three Point Jumper.,46,35
11:12,2550,Myles Powell Defensive Rebound.,46,35
11:04,2550,Foul on Desi Rodriguez.,46,35
11:04,2550,Desi Rodriguez Turnover.,46,35
10:34,24,Stanford  Turnover.,46,35
10:27,2550,Myles Powell missed Three Point Jumper.,46,35
10:27,2550,Myles Powell Offensive Rebound.,46,35
10:07,2550,Myles Powell missed Three Point Jumper.,46,35
10:07,2550,Angel Delgado Offensive Rebound.,46,35
9:52,2550,Khadeen Carrington missed Jumper.,46,35
9:52,24,Marcus Allen Defensive Rebound.,46,35
9:39,24,Christian Sanders Turnover.,46,35
9:37,2550,Myles Powell Steal.,46,35
9:36,2550,Myles Powell made Layup.,46,37
9:36,24,Foul on Marcus Allen.,46,37
9:36,2550,Myles Powell made Free Throw.,46,38
9:23,24,Reid Travis Turnover.,46,38
9:14,2550,Madison Jones missed Layup.,46,38
9:14,24,Grant Verhoeven Block.,46,38
9:14,2550,Seton Hall Offensive Rebound.,46,38
9:11,2550,Myles Powell Turnover.,46,38
9:11,24,Dorian Pickens Steal.,46,38
8:56,2550,Foul on Myles Carter.,46,38
8:56,24,Dorian Pickens made Free Throw.,47,38
8:56,24,Dorian Pickens made Free Throw.,48,38
8:42,2550,Michael Nzei made Layup. Assisted by Angel Delgado.,48,40
8:24,24,Foul on Marcus Allen.,48,40
8:24,24,Marcus Allen Turnover.,48,40
8:02,2550,Khadeen Carrington made Layup.,48,42
7:34,24,Christian Sanders missed Jumper.,48,42
7:34,2550,Myles Powell Defensive Rebound.,48,42
7:21,2550,Myles Powell missed Three Point Jumper.,48,42
7:21,24,Grant Verhoeven Defensive Rebound.,48,42
7:04,24,Dorian Pickens missed Three Point Jumper.,48,42
7:04,2550,Desi Rodriguez Defensive Rebound.,48,42
6:59,2550,Official TV Timeout,48,42
6:47,2550,Desi Rodriguez missed Jumper.,48,42
6:47,24,Robert Cartwright Defensive Rebound.,48,42
6:20,24,Marcus Allen made Layup.,50,42
5:52,2550,Desi Rodriguez Turnover.,50,42
5:25,24,Reid Travis missed Layup.,50,42
5:25,24,Michael Humphrey Offensive Rebound.,50,42
5:23,24,Michael Humphrey missed Layup.,50,42
5:23,24,Stanford Offensive Rebound.,50,42
4:57,24,Reid Travis made Jumper.,52,42
4:38,24,Foul on Reid Travis.,52,42
4:38,2550,Madison Jones made Free Throw.,52,43
4:38,2550,Madison Jones made Free Throw.,52,44
4:32,2550,Foul on Desi Rodriguez.,52,44
4:32,24,Marcus Allen made Free Throw.,53,44
4:32,24,Marcus Allen made Free Throw.,54,44
4:10,2550,Myles Powell missed Jumper.,54,44
4:10,2550,Angel Delgado Offensive Rebound.,54,44
4:03,2550,Myles Powell missed Three Point Jumper.,54,44
4:03,24,Marcus Allen Defensive Rebound.,54,44
3:41,24,Grant Verhoeven missed Jumper.,54,44
3:41,2550,Khadeen Carrington Defensive Rebound.,54,44
3:34,2550,Foul on Khadeen Carrington.,54,44
3:34,2550,Khadeen Carrington Turnover.,54,44
3:34,2550,Official TV Timeout,54,44
3:08,24,Grant Verhoeven missed Three Point Jumper.,54,44
3:08,2550,Madison Jones Defensive Rebound.,54,44
2:59,24,Foul on Robert Cartwright.,54,44
2:59,2550,Myles Powell made Free Throw.,54,45
2:59,2550,Myles Powell made Free Throw.,54,46
2:55,24,Stanford  Timeout,54,46
2:50,24,Grant Verhoeven made Dunk. Assisted by Dorian Pickens.,56,46
2:30,2550,Khadeen Carrington made Three Point Jumper. Assisted by Desi Rodriguez.,56,49
2:27,2550,Seton Hall  Timeout,56,49
2:00,24,Robert Cartwright missed Jumper.,56,49
2:00,2550,Khadeen Carrington Defensive Rebound.,56,49
1:58,2550,Foul on Desi Rodriguez.,56,49
1:58,24,Grant Verhoeven made Free Throw.,58,49
1:58,24,Grant Verhoeven made Free Throw.,57,49
1:52,2550,Eron Gordon Turnover.,58,49
1:50,24,Robert Cartwright Steal.,58,49
1:49,24,Robert Cartwright made Layup.,60,49
1:37,2550,Khadeen Carrington missed Layup.,60,49
1:37,24,Reid Travis Defensive Rebound.,60,49
1:28,2550,Foul on Eron Gordon.,60,49
1:28,24,Dorian Pickens made Free Throw.,61,49
1:28,24,Dorian Pickens made Free Throw.,62,49
1:21,2550,Desi Rodriguez missed Three Point Jumper.,62,49
1:21,24,Robert Cartwright Defensive Rebound.,62,49
1:07,2550,Foul on Eron Gordon.,62,49
1:07,24,Robert Cartwright made Free Throw.,63,49
1:07,24,Robert Cartwright made Free Throw.,64,49
0:56,2550,Eron Gordon missed Three Point Jumper.,64,49
0:56,24,Robert Cartwright Defensive Rebound.,64,49
0:30,24,Reid Travis made Dunk.,66,49
0:20,2550,Khadeen Carrington made Three Point Jumper.,66,52
0:00,2550,End of Game,66,49
