Mobile,Error,Nicholls,2447
3:34,2447,DeAndre Harris Turnover.,29,31
3:32,-1,B.J. Fisher made Layup.,31,31
3:17,-1,Foul on Ryan Papelbon.,31,31
3:17,2447,Liam Thomas made Free Throw.,31,32
3:17,2447,Liam Thomas made Free Throw.,31,33
3:08,-1,Lawrence Pierce missed Layup.,31,33
3:08,2447,Ja'Dante' Frye Defensive Rebound.,31,33
2:57,-1,Foul on Lawrence Pierce.,31,33
2:57,2447,DeAndre Harris made Free Throw.,31,34
2:57,2447,DeAndre Harris made Free Throw.,31,35
2:32,-1,D.J. Hill missed Jumper.,31,35
2:32,2447,Stevie Repichowski Defensive Rebound.,31,35
2:24,2447,DeAndre Harris Turnover.,31,35
2:23,-1,B.J. Fisher Steal.,31,35
2:19,-1,Rashad Strother made Layup.,33,35
1:53,2447,Ja'Dante' Frye missed Jumper.,33,35
1:53,2447,DeAndre Harris Offensive Rebound.,33,35
1:47,2447,Stevie Repichowski missed Three Point Jumper.,33,35
1:47,2447,Ja'Dante' Frye Offensive Rebound.,33,35
1:27,2447,Liam Thomas made Dunk. Assisted by DeAndre Harris.,33,37
1:07,-1,B.J. Fisher made Layup.,35,37
1:07,2447,Foul on Liam Thomas.,35,37
1:07,-1,B.J. Fisher missed Free Throw.,35,37
1:07,2447,Ja'Dante' Frye Defensive Rebound.,35,37
1:06,-1,Foul on Devin Curry.,35,37
1:06,2447,Ja'Dante' Frye made Free Throw.,35,38
1:06,2447,Ja'Dante' Frye made Free Throw.,35,39
0:50,-1,Devin Curry Turnover.,35,39
0:47,2447,Stevie Repichowski Steal.,35,39
0:25,-1,Foul on Lawrence Pierce.,35,39
0:25,2447,Johnathan Bell made Free Throw.,35,40
0:25,2447,Johnathan Bell made Free Throw.,35,41
0:04,-1,Lawrence Pierce missed Layup.,35,41
0:04,2447,Liam Thomas Block.,35,41
0:04,-1,D.J. Hill Offensive Rebound.,35,41
0:02,-1,D.J. Hill missed Three Point Jumper.,35,41
0:02,2447,Nicholls Defensive Rebound.,35,41
0:00,2447,End of 1st half,35,41
19:47,-1,Brandon Barnes made Layup.,37,41
19:34,2447,Johnathan Bell made Layup. Assisted by Liam Thomas.,37,43
19:08,-1,Darius Curry missed Layup.,37,43
19:08,2447,Liam Thomas Block.,37,43
19:05,-1,Myron Chapman Offensive Rebound.,37,43
19:03,-1,Myron Chapman missed Layup.,37,43
19:03,2447,Liam Thomas Block.,37,43
19:00,2447,Jahvaughn Powell Defensive Rebound.,37,43
18:51,-1,Foul on Brandon Barnes.,37,43
18:48,2447,Johnathan Bell missed Jumper.,37,43
18:48,-1,Dillon Pollard Defensive Rebound.,37,43
18:20,2447,Foul on Liam Thomas.,37,43
18:20,-1,Darius Curry missed Free Throw.,37,43
18:20,-1,Mobile Deadball Team Rebound.,37,43
18:20,-1,Darius Curry made Free Throw.,38,43
18:08,-1,Foul on Dillon Pollard.,38,43
18:04,2447,Jahvaughn Powell missed Three Point Jumper.,38,43
18:04,-1,Ryan Papelbon Defensive Rebound.,38,43
17:44,-1,Rashad Strother Turnover.,38,43
17:42,2447,Jahvaughn Powell Steal.,38,43
17:20,2447,Ja'Dante' Frye made Jumper.,38,45
17:04,-1,Foul on Myron Chapman.,38,45
17:04,-1,Myron Chapman Turnover.,38,45
17:04,2447,Nicholls  Timeout,38,45
16:52,2447,Ja'Dante' Frye missed Jumper.,38,45
16:52,-1,B.J. Fisher Defensive Rebound.,38,45
16:33,-1,Darius Curry Turnover.,38,45
16:31,2447,Johnathan Bell Steal.,38,45
16:26,2447,Ja'Dante' Frye made Three Point Jumper. Assisted by Stevie Repichowski.,38,48
15:58,-1,Darius Curry missed Layup.,38,48
15:58,2447,Ja'Dante' Frye Defensive Rebound.,38,48
15:28,2447,Jahvaughn Powell made Jumper.,38,50
15:00,-1,Darius Curry missed Jumper.,38,50
15:00,2447,Johnathan Bell Defensive Rebound.,38,50
14:55,2447,Johnathan Bell made Layup.,38,52
14:49,2447,Foul on Johnathan Bell.,38,52
14:49,2447,Official TV Timeout,38,52
14:41,-1,Rashad Strother Turnover.,38,52
14:16,2447,Ja'Dante' Frye made Three Point Jumper. Assisted by Jahvaughn Powell.,38,55
13:50,-1,Ryan Papelbon missed Layup.,38,55
13:50,2447,Liam Thomas Block.,38,55
13:48,2447,Stevie Repichowski Defensive Rebound.,38,55
13:41,2447,Jahvaughn Powell made Three Point Jumper. Assisted by Johnathan Bell.,38,58
13:31,-1,Mobile  Timeout,38,58
13:21,-1,D.J. Hill Turnover.,38,58
13:20,2447,Jahvaughn Powell Steal.,38,58
13:06,-1,Foul on Ryan Papelbon.,38,58
13:00,2447,Liam Thomas Turnover.,38,58
12:57,-1,Brandon Barnes Turnover.,38,58
12:55,2447,Liam Thomas Steal.,38,58
12:52,2447,Ja'Dante' Frye missed Layup.,38,58
12:52,-1,Brandon Barnes Defensive Rebound.,38,58
12:47,2447,Foul on Liam Thomas.,38,58
12:47,-1,Darius Curry made Free Throw.,39,58
12:47,-1,Darius Curry made Free Throw.,40,58
12:25,2447,Ja'Dante' Frye made Three Point Jumper.,40,61
12:16,2447,Foul on Jahvaughn Powell.,40,61
11:56,-1,Darius Curry missed Layup.,40,61
11:56,2447,Stevie Repichowski Defensive Rebound.,40,61
11:46,2447,Ja'Dante' Frye missed Three Point Jumper.,40,61
11:46,-1,Ryan Papelbon Defensive Rebound.,40,61
11:35,-1,Brandon Barnes missed Layup.,40,61
11:35,-1,Ryan Papelbon Offensive Rebound.,40,61
11:32,-1,Ryan Papelbon made Two Point Tip Shot.,42,61
11:18,2447,Jahvaughn Powell Turnover.,42,61
11:18,-1,Ryan Papelbon Steal.,42,61
11:18,2447,Official TV Timeout,42,61
11:05,-1,Darius Curry Turnover.,42,61
10:35,2447,Jahvaughn Powell Turnover.,42,61
10:22,-1,Brandon Barnes made Three Point Jumper.,45,61
10:08,2447,Stevie Repichowski made Three Point Jumper. Assisted by Jahvaughn Powell.,45,64
10:06,2447,Nicholls  Timeout,45,64
9:57,-1,Brandon Barnes made Jumper.,47,64
9:45,2447,DeAndre Harris missed Three Point Jumper.,47,64
9:45,-1,Brandon Barnes Defensive Rebound.,47,64
9:39,-1,Brandon Barnes missed Layup.,47,64
9:39,-1,Myron Chapman Offensive Rebound.,47,64
9:34,-1,Myron Chapman missed Two Point Tip Shot.,47,64
9:34,2447,Adam Ward Defensive Rebound.,47,64
9:18,2447,DeAndre Harris made Three Point Jumper. Assisted by Jahvaughn Powell.,47,67
9:00,2447,Foul on Adam Ward.,47,67
9:00,-1,Ryan Papelbon missed Free Throw.,47,67
9:00,-1,Mobile Deadball Team Rebound.,47,67
9:00,-1,Ryan Papelbon missed Free Throw.,47,67
9:00,2447,Ja'Dante' Frye Defensive Rebound.,47,67
8:50,2447,Jahvaughn Powell made Layup.,47,69
8:29,-1,Brandon Barnes missed Three Point Jumper.,47,69
8:29,-1,Darius Curry Offensive Rebound.,47,69
8:22,-1,Darius Curry made Layup.,49,69
8:22,2447,Foul on Adam Ward.,49,69
8:22,-1,Darius Curry missed Free Throw.,49,69
8:22,2447,DeAndre Harris Defensive Rebound.,49,69
8:11,2447,Ja'Dante' Frye missed Jumper.,49,69
8:11,-1,Darius Curry Defensive Rebound.,49,69
8:02,-1,Darius Curry made Layup.,51,69
7:39,2447,Jahvaughn Powell missed Jumper.,51,69
7:39,-1,Mobile Deadball Team Rebound.,51,69
7:39,2447,Official TV Timeout,51,69
7:26,2447,Foul on Jahvaughn Powell.,51,69
7:26,-1,Brandon Barnes made Free Throw.,52,69
7:26,-1,Brandon Barnes made Free Throw.,53,69
7:19,2447,Ja'Dante' Frye Turnover.,53,69
7:17,-1,Dillon Pollard Steal.,53,69
7:10,-1,Brandon Barnes missed Three Point Jumper.,53,69
7:10,2447,Ja'Dante' Frye Defensive Rebound.,53,69
6:44,-1,Foul on Dillon Pollard.,53,69
6:38,2447,DeAndre Harris Turnover.,53,69
6:37,-1,Myron Chapman Steal.,53,69
6:32,-1,Darius Curry missed Three Point Jumper.,53,69
6:32,2447,Johnathan Bell Defensive Rebound.,53,69
6:28,-1,Foul on Myron Chapman.,53,69
6:08,2447,Stevie Repichowski missed Three Point Jumper.,53,69
6:08,-1,D.J. Hill Defensive Rebound.,53,69
6:04,-1,D.J. Hill made Jumper.,55,69
5:39,2447,Liam Thomas made Three Point Jumper. Assisted by DeAndre Harris.,55,72
5:30,2447,Foul on Zach Young.,55,72
5:30,-1,Brandon Barnes made Free Throw.,56,72
5:30,-1,Brandon Barnes made Free Throw.,57,72
5:21,2447,DeAndre Harris Turnover.,57,72
5:20,-1,Brandon Barnes Steal.,57,72
5:17,-1,D.J. Hill missed Jumper.,57,72
5:17,-1,Myron Chapman Offensive Rebound.,57,72
5:11,-1,Darius Curry missed Layup.,57,72
5:11,2447,Johnathan Bell Defensive Rebound.,57,72
4:55,-1,Foul on Myron Chapman.,57,72
4:55,2447,Stevie Repichowski made Free Throw.,57,73
4:55,2447,Stevie Repichowski made Free Throw.,57,74
4:39,-1,Brandon Barnes made Three Point Jumper. Assisted by D.J. Hill.,60,74
4:26,-1,Foul on Ryan Papelbon.,60,74
4:26,2447,Johnathan Bell missed Free Throw.,60,74
4:26,2447,Nicholls Deadball Team Rebound.,60,74
4:26,2447,Johnathan Bell made Free Throw.,60,75
4:14,-1,Lawrence Pierce Turnover.,60,75
3:54,2447,Ja'Dante' Frye Turnover.,60,75
3:54,2447,Official TV Timeout,60,75
3:49,-1,Foul on Brandon Barnes.,60,75
3:49,-1,Brandon Barnes Turnover.,60,75
3:41,2447,DeAndre Harris made Three Point Jumper. Assisted by Jahvaughn Powell.,60,78
3:23,-1,Brandon Barnes missed Jumper.,60,78
3:23,-1,Darius Curry Offensive Rebound.,60,78
3:21,-1,Darius Curry made Layup.,62,78
2:51,2447,Jahvaughn Powell Turnover.,62,78
2:50,-1,D.J. Hill Steal.,62,78
2:46,2447,Foul on Liam Thomas.,62,78
2:46,-1,Darius Curry made Free Throw.,63,78
2:46,-1,Darius Curry made Free Throw.,64,78
2:17,2447,Liam Thomas made Layup. Assisted by Ja'Dante' Frye.,64,80
2:06,-1,D.J. Hill Turnover.,64,80
2:05,2447,Johnathan Bell Steal.,64,80
1:47,2447,Liam Thomas missed Three Point Jumper.,64,80
1:47,-1,Darius Curry Defensive Rebound.,64,80
1:39,-1,D.J. Hill missed Layup.,64,80
1:39,2447,Liam Thomas Block.,64,80
1:36,2447,Ja'Dante' Frye Defensive Rebound.,64,80
1:11,2447,Johnathan Bell made Three Point Jumper. Assisted by Jahvaughn Powell.,64,83
0:41,-1,Brandon Barnes missed Three Point Jumper.,64,83
0:41,-1,Rashad Strother Offensive Rebound.,64,83
0:33,-1,Rashad Strother missed Three Point Jumper.,64,83
0:33,-1,Mobile Offensive Rebound.,64,83
0:32,2447,Foul on Stevie Repichowski.,64,83
0:32,-1,Darius Curry made Free Throw.,65,83
0:32,-1,Darius Curry made Free Throw.,66,83
0:02,2447,Jahvaughn Powell missed Jumper.,66,83
0:02,-1,Devin Curry Block.,66,83
0:02,-1,Mobile Defensive Rebound.,66,83
0:00,2447,End of Game,66,83
