Idaho State,68,Boise State,304
11:18,68,Nick Duncan missed Layup.,13,13
11:18,304,Idaho State Defensive Rebound.,13,13
10:50,304,Ethan Telfair missed Three Point Jumper.,13,13
10:50,304,Idaho State Offensive Rebound.,13,13
10:32,304,Hayes Garrity missed Jumper.,13,13
10:32,68,Boise State Deadball Team Rebound.,13,13
10:30,304,Foul on Robert Jones III.,13,13
10:30,68,Chandler Hutchison missed Free Throw.,13,13
10:30,304,Novak Topalovic Defensive Rebound.,13,13
10:16,304,Ethan Telfair made Three Point Jumper. Assisted by Hayes Garrity.,16,13
10:09,68,Boise State  Timeout,16,13
9:57,68,Nick Duncan made Three Point Jumper. Assisted by Justinian Jessup.,16,16
9:33,304,Ethan Telfair missed Three Point Jumper.,16,16
9:33,68,Chandler Hutchison Defensive Rebound.,16,16
9:27,68,Nick Duncan missed Three Point Jumper.,16,16
9:27,68,Justinian Jessup Offensive Rebound.,16,16
9:23,304,Foul on Erik Nakken.,16,16
9:23,68,Justinian Jessup made Free Throw.,16,17
9:23,68,Justinian Jessup missed Free Throw.,16,17
9:23,304,Robert Jones III Defensive Rebound.,16,17
9:16,304,Robert Jones III made Jumper.,18,17
9:00,68,David Wacker made Jumper.,18,19
9:00,304,Foul on Robert Jones III.,18,19
9:00,68,David Wacker made Free Throw.,18,20
8:52,304,Hayes Garrity missed Jumper.,18,20
8:52,68,Nick Duncan Defensive Rebound.,18,20
8:40,68,David Wacker Turnover.,18,20
8:40,68,Foul on David Wacker.,18,20
8:29,68,Foul on David Wacker.,18,20
8:29,304,Novak Topalovic missed Free Throw.,18,20
8:29,68,Chandler Hutchison Defensive Rebound.,18,20
8:20,68,Justinian Jessup made Three Point Jumper. Assisted by Nick Duncan.,18,23
7:49,304,Brandon Boyd missed Jumper.,18,23
7:49,68,Paris Austin Defensive Rebound.,18,23
7:42,68,Nick Duncan missed Three Point Jumper.,18,23
7:42,304,Keshawn Liggins Defensive Rebound.,18,23
7:31,304,Hayes Garrity missed Jumper.,18,23
7:31,68,Chandler Hutchison Defensive Rebound.,18,23
7:06,68,Justinian Jessup missed Three Point Jumper.,18,23
7:06,68,Nick Duncan Offensive Rebound.,18,23
6:54,304,Foul on Keshawn Liggins.,18,23
6:54,68,Official TV Timeout,18,23
6:54,68,Nick Duncan made Free Throw.,18,24
6:54,68,Nick Duncan made Free Throw.,18,25
6:54,68,Nick Duncan made Free Throw.,18,26
6:30,304,Novak Topalovic made Jumper.,20,26
6:07,68,Chandler Hutchison missed Jumper.,20,26
6:07,304,Novak Topalovic Block.,20,26
6:04,68,Marcus Dickinson Offensive Rebound.,20,26
5:55,68,James Reid Turnover.,20,26
5:33,304,Brandon Boyd missed Three Point Jumper.,20,26
5:33,304,Robert Jones III Offensive Rebound.,20,26
5:22,304,Ethan Telfair Turnover.,20,26
5:13,68,James Reid Turnover.,20,26
5:13,304,Ethan Telfair Steal.,20,26
5:07,304,Ethan Telfair made Jumper.,22,26
4:48,68,Zach Haney missed Jumper.,22,26
4:48,304,Robert Jones III Defensive Rebound.,22,26
4:31,304,Robert Jones III made Three Point Jumper. Assisted by Ethan Telfair.,25,26
4:18,304,Foul on Brandon Boyd.,25,26
4:18,68,Justinian Jessup missed Free Throw.,25,26
4:18,68,Boise State Deadball Team Rebound.,25,26
4:18,68,Justinian Jessup made Free Throw.,25,27
3:57,304,Novak Topalovic made Jumper.,27,27
3:33,304,Foul on Novak Topalovic.,27,27
3:33,68,Official TV Timeout,27,27
3:33,68,David Wacker missed Free Throw.,27,27
3:33,68,Boise State Deadball Team Rebound.,27,27
3:33,68,David Wacker missed Free Throw.,27,27
3:33,304,Novak Topalovic Defensive Rebound.,27,27
3:10,304,Ethan Telfair Turnover.,27,27
2:53,68,David Wacker made Dunk. Assisted by Paris Austin.,27,29
2:21,304,Robert Jones III made Three Point Jumper. Assisted by Ethan Telfair.,30,29
1:53,68,Nick Duncan made Three Point Jumper. Assisted by Cameron Oluyitan.,30,32
1:31,68,Foul on Paris Austin.,30,32
1:31,304,Ethan Telfair missed Free Throw.,30,32
1:31,304,Idaho State Deadball Team Rebound.,30,32
1:31,304,Ethan Telfair made Free Throw.,31,32
1:22,68,Marcus Dickinson missed Jumper.,31,32
1:22,68,Marcus Dickinson Offensive Rebound.,31,32
0:52,68,Justinian Jessup made Three Point Jumper. Assisted by Chandler Hutchison.,31,35
0:38,304,Ethan Telfair made Jumper.,33,35
0:06,68,Nick Duncan missed Three Point Jumper.,33,35
0:06,68,David Wacker Offensive Rebound.,33,35
0:03,68,David Wacker made Layup.,33,37
0:00,68,End of 1st half,33,37
19:49,68,Chandler Hutchison made Layup.,33,39
19:32,68,Foul on Chandler Hutchison.,33,39
19:23,304,Keshawn Liggins Turnover.,33,39
19:09,68,Chandler Hutchison missed Jumper.,33,39
19:09,304,Novak Topalovic Block.,33,39
19:07,68,Boise State Offensive Rebound.,33,39
18:51,68,Chandler Hutchison made Jumper.,33,41
18:24,304,Ethan Telfair made Jumper.,35,41
18:09,304,Foul on Keshawn Liggins.,35,41
17:55,304,Foul on Novak Topalovic.,35,41
17:55,68,Paris Austin made Free Throw.,35,42
17:55,68,Paris Austin made Free Throw.,35,43
17:55,68,Paris Austin made Free Throw.,35,44
17:37,304,Geno Luzcando missed Jumper.,35,44
17:37,68,Nick Duncan Defensive Rebound.,35,44
17:27,68,Justinian Jessup missed Layup.,35,44
17:27,68,Boise State Offensive Rebound.,35,44
17:17,68,Justinian Jessup made Three Point Jumper. Assisted by David Wacker.,35,47
16:59,304,Ethan Telfair missed Jumper.,35,47
16:59,68,Justinian Jessup Defensive Rebound.,35,47
16:50,68,Justinian Jessup missed Three Point Jumper.,35,47
16:50,68,David Wacker Offensive Rebound.,35,47
16:29,68,Chandler Hutchison made Layup.,35,49
16:24,304,Idaho State  Timeout,35,49
16:12,304,Ethan Telfair missed Jumper.,35,49
16:12,68,Chandler Hutchison Defensive Rebound.,35,49
16:02,68,Paris Austin missed Jumper.,35,49
16:02,68,David Wacker Offensive Rebound.,35,49
15:58,68,Chandler Hutchison missed Three Point Jumper.,35,49
15:58,68,David Wacker Offensive Rebound.,35,49
15:53,68,David Wacker made Layup.,35,51
15:37,68,Foul on Nick Duncan.,35,51
15:37,304,Brandon Boyd missed Free Throw.,35,51
15:37,304,Idaho State Deadball Team Rebound.,35,51
15:37,304,Brandon Boyd made Free Throw.,36,51
15:09,68,Chandler Hutchison made Jumper.,36,53
14:53,304,Geno Luzcando missed Layup.,36,53
14:53,68,David Wacker Defensive Rebound.,36,53
14:42,68,Paris Austin made Layup.,36,55
14:22,304,Robert Jones III missed Jumper.,36,55
14:22,68,David Wacker Defensive Rebound.,36,55
14:11,68,Justinian Jessup missed Jumper.,36,55
14:11,304,Idaho State Deadball Team Rebound.,36,55
14:09,68,Foul on David Wacker.,36,55
13:41,68,Foul on Robin Jorch.,36,55
13:41,304,Ethan Telfair missed Free Throw.,36,55
13:41,304,Idaho State Deadball Team Rebound.,36,55
13:41,304,Ethan Telfair made Free Throw.,37,55
13:11,68,Paris Austin missed Jumper.,37,55
13:11,304,Novak Topalovic Block.,37,55
13:09,304,Idaho State Defensive Rebound.,37,55
12:58,304,Ethan Telfair missed Three Point Jumper.,37,55
12:58,68,Chandler Hutchison Defensive Rebound.,37,55
12:46,68,Chandler Hutchison made Jumper.,37,57
12:29,68,Foul on Robin Jorch.,37,57
12:26,304,Brandon Boyd made Layup.,39,57
12:10,68,Paris Austin made Layup.,39,59
11:57,68,Foul on Robin Jorch.,39,59
11:57,68,Official TV Timeout,39,59
11:39,304,Ethan Telfair made Jumper.,41,59
11:22,68,Boise State  Timeout,41,59
11:12,68,Cameron Oluyitan missed Three Point Jumper.,41,59
11:12,304,Novak Topalovic Defensive Rebound.,41,59
11:05,68,Foul on Cameron Oluyitan.,41,59
11:05,304,Robert Jones III missed Free Throw.,41,59
11:05,68,Nick Duncan Defensive Rebound.,41,59
11:00,68,Nick Duncan missed Three Point Jumper.,41,59
11:00,304,Brandon Boyd Defensive Rebound.,41,59
10:48,304,Geno Luzcando missed Jumper.,41,59
10:48,68,Boise State Deadball Team Rebound.,41,59
10:47,304,Foul on Geno Luzcando.,41,59
10:28,304,Foul on Novak Topalovic.,41,59
10:28,68,Paris Austin made Free Throw.,41,60
10:28,68,Paris Austin made Free Throw.,41,61
10:08,68,Foul on Paris Austin.,41,61
10:08,304,Ethan Telfair made Free Throw.,42,61
10:08,304,Ethan Telfair made Free Throw.,43,61
10:00,304,Foul on Ethan Telfair.,43,61
9:47,68,James Reid made Jumper.,43,63
9:28,304,Ethan Telfair made Jumper.,45,63
9:14,304,Foul on Robert Jones III.,45,63
9:00,68,Zach Haney missed Three Point Jumper.,45,63
9:00,304,Geno Luzcando Defensive Rebound.,45,63
8:52,304,Geno Luzcando Turnover.,45,63
8:36,68,Zach Haney made Layup. Assisted by Chandler Hutchison.,45,65
8:11,304,Ethan Telfair missed Jumper.,45,65
8:11,68,Nick Duncan Defensive Rebound.,45,65
7:57,68,Official TV Timeout,45,65
7:55,68,James Reid Turnover.,45,65
7:54,304,Hayes Garrity Steal.,45,65
7:49,304,Brandon Boyd missed Jumper.,45,65
7:49,304,Stephen Lennox Offensive Rebound.,45,65
7:43,304,Stephen Lennox missed Layup.,45,65
7:43,68,Paris Austin Defensive Rebound.,45,65
7:40,304,Foul on Hayes Garrity.,45,65
7:40,68,Chandler Hutchison missed Free Throw.,45,65
7:40,304,Idaho State Deadball Team Rebound.,45,65
7:40,68,Foul on Nick Duncan.,45,65
7:40,304,Stephen Lennox made Free Throw.,46,65
7:40,304,Stephen Lennox made Free Throw.,47,65
7:26,68,Justinian Jessup made Jumper.,47,67
7:26,304,Foul on Hayes Garrity.,47,67
7:26,68,Justinian Jessup made Free Throw.,47,68
7:12,304,Geno Luzcando made Layup.,49,68
6:55,68,Chandler Hutchison made Dunk.,49,70
6:38,304,Hayes Garrity missed Three Point Jumper.,49,70
6:38,304,Keshawn Liggins Offensive Rebound.,49,70
6:33,68,Foul on Marcus Dickinson.,49,70
6:33,304,Keshawn Liggins made Free Throw.,50,70
6:33,304,Keshawn Liggins missed Free Throw.,50,70
6:33,68,David Wacker Defensive Rebound.,50,70
6:10,68,Chandler Hutchison made Layup.,50,72
5:49,304,Geno Luzcando missed Three Point Jumper.,50,72
5:49,68,Chandler Hutchison Defensive Rebound.,50,72
5:29,68,Justinian Jessup Turnover.,50,72
5:13,304,Novak Topalovic missed Jumper.,50,72
5:13,68,Cameron Oluyitan Defensive Rebound.,50,72
4:59,68,Marcus Dickinson made Layup.,50,74
4:36,304,Hayes Garrity missed Three Point Jumper.,50,74
4:36,68,David Wacker Defensive Rebound.,50,74
4:26,304,Foul on Ethan Telfair.,50,74
4:26,68,Marcus Dickinson made Free Throw.,50,75
4:26,68,Marcus Dickinson made Free Throw.,50,76
4:08,304,Ethan Telfair missed Jumper.,50,76
4:08,304,Ethan Telfair Offensive Rebound.,50,76
3:57,304,Balint Mocsan Turnover.,50,76
3:57,68,Official TV Timeout,50,76
3:53,68,Robin Jorch missed Jumper.,50,76
3:53,68,Robin Jorch Offensive Rebound.,50,76
3:46,68,Robin Jorch made Layup. Assisted by Alex Hobbs.,50,78
3:27,304,Novak Topalovic missed Jumper.,50,78
3:27,68,Marcus Dickinson Defensive Rebound.,50,78
3:20,68,Malek Harwell missed Three Point Jumper.,50,78
3:20,304,Balint Mocsan Defensive Rebound.,50,78
3:08,304,Novak Topalovic made Dunk. Assisted by Ethan Telfair.,52,78
2:47,68,Alex Hobbs missed Jumper.,52,78
2:47,304,Novak Topalovic Defensive Rebound.,52,78
2:36,304,Ethan Telfair missed Three Point Jumper.,52,78
2:36,68,Malek Harwell Defensive Rebound.,52,78
2:24,68,Malek Harwell made Jumper.,52,80
1:39,304,Erik Nakken Turnover.,52,80
1:25,68,Cameron Oluyitan made Jumper.,52,82
1:11,68,Foul on Matt Grooms.,52,82
1:10,304,Novak Topalovic made Free Throw.,53,82
1:10,304,Novak Topalovic made Free Throw.,54,82
0:57,68,Cameron Oluyitan missed Jumper.,54,82
0:57,304,Idaho State Defensive Rebound.,54,82
0:34,304,Brandon Boyd missed Jumper.,54,82
0:34,304,Clark Wilkinson Offensive Rebound.,54,82
0:31,304,Clark Wilkinson made Layup.,56,82
0:15,68,Matt Grooms missed Jumper.,56,82
0:15,304,Clark Wilkinson Defensive Rebound.,56,82
0:08,304,Balint Mocsan made Three Point Jumper.,59,82
0:00,68,End of Game,59,82
