Stephen F. Austin,254,Utah,2617
14:29,2617,Leon Gilmore III Turnover.,6,15
14:22,254,JoJo Zamora missed Jumper.,6,15
14:22,2617,Kevon Harris Block.,6,15
14:22,254,JoJo Zamora Offensive Rebound.,6,15
14:14,254,Sedrick Barefield missed Three Point Jumper.,6,15
14:14,254,Tyler Rawson Offensive Rebound.,6,15
14:09,254,JoJo Zamora missed Three Point Jumper.,6,15
14:09,2617,Kevon Harris Defensive Rebound.,6,15
14:00,2617,Kevon Harris Turnover.,6,15
13:53,254,Devon Daniels Turnover.,6,15
13:53,2617,Ivan Canete Steal.,6,15
13:43,254,Foul on Sedrick Barefield.,6,15
13:43,2617,Josh Huntley made Free Throw.,7,15
13:43,2617,Josh Huntley made Free Throw.,8,15
13:17,254,Devon Daniels Turnover.,8,15
12:56,2617,Samuli Nieminen Turnover.,8,15
12:28,254,Parker Van Dyke Turnover.,8,15
12:28,2617,Samuli Nieminen Steal.,8,15
12:09,254,Foul on Lorenzo Bonam.,8,15
12:00,2617,Ivan Canete missed Three Point Jumper.,8,15
12:00,254,Parker Van Dyke Defensive Rebound.,8,15
11:44,254,Gabe Bealer missed Three Point Jumper.,8,15
11:44,2617,Samuli Nieminen Defensive Rebound.,8,15
11:28,2617,Samuli Nieminen missed Jumper.,8,15
11:28,254,David Collette Defensive Rebound.,8,15
11:22,254,David Collette Turnover.,8,15
11:22,254,Official TV Timeout,8,15
11:09,254,Foul on Parker Van Dyke.,8,15
11:09,2617,Kevon Harris Turnover.,8,15
11:09,254,Tyler Rawson Steal.,8,15
10:50,254,Parker Van Dyke missed Three Point Jumper.,8,15
10:50,2617,Samuli Nieminen Defensive Rebound.,8,15
10:36,2617,Foul on Isaiah Traylor.,8,15
10:36,2617,Isaiah Traylor Turnover.,8,15
10:25,254,JoJo Zamora made Three Point Jumper. Assisted by Parker Van Dyke.,8,18
10:15,2617,Leon Gilmore III missed Jumper.,8,18
10:15,254,Lorenzo Bonam Defensive Rebound.,8,18
9:52,254,Tyler Rawson missed Jumper.,8,18
9:52,2617,Ty Charles Defensive Rebound.,8,18
9:36,2617,Ivan Canete made Jumper.,10,18
9:07,254,Lorenzo Bonam Turnover.,10,18
9:07,2617,Ty Charles Steal.,10,18
8:53,254,Foul on JoJo Zamora.,10,18
8:39,2617,Jovan Grujic missed Jumper.,10,18
8:39,254,JoJo Zamora Defensive Rebound.,10,18
8:32,254,JoJo Zamora Turnover.,10,18
8:26,2617,Ivan Canete made Layup.,12,18
8:03,254,David Collette Turnover.,12,18
7:42,254,Foul on David Collette.,12,18
7:42,254,Official TV Timeout,12,18
7:42,2617,Ty Charles made Free Throw.,13,18
7:42,2617,Ty Charles made Free Throw.,14,18
7:13,254,Devon Daniels missed Three Point Jumper.,14,18
7:13,2617,Stephen F. Austin Deadball Team Rebound.,14,18
7:11,254,Foul on Tyler Rawson.,14,18
7:11,2617,Kevon Harris missed Free Throw.,14,18
7:11,254,Lorenzo Bonam Defensive Rebound.,14,18
6:57,254,Lorenzo Bonam Turnover.,14,18
6:57,2617,Kevon Harris Steal.,14,18
6:50,2617,Kevon Harris made Layup. Assisted by Ty Charles.,16,18
6:37,2617,Foul on Josh Huntley.,16,18
6:34,254,David Collette made Dunk. Assisted by Gabe Bealer.,16,20
6:17,254,Foul on Gabe Bealer.,16,20
6:17,2617,Ty Charles made Free Throw.,17,20
6:17,2617,Ty Charles made Free Throw.,18,20
5:51,254,Sedrick Barefield Turnover.,18,20
5:51,2617,Samuli Nieminen Steal.,18,20
5:48,254,Foul on Sedrick Barefield.,18,20
5:48,2617,Samuli Nieminen missed Free Throw.,18,20
5:48,2617,Samuli Nieminen Offensive Rebound.,18,20
5:30,2617,Leon Gilmore III missed Layup.,18,20
5:30,2617,Leon Gilmore III Offensive Rebound.,18,20
5:26,2617,Leon Gilmore III missed Layup.,18,20
5:26,254,David Collette Block.,18,20
5:26,254,JoJo Zamora Defensive Rebound.,18,20
5:03,254,JoJo Zamora made Three Point Jumper. Assisted by Gabe Bealer.,18,23
4:38,2617,Kevon Harris made Three Point Jumper. Assisted by Dallas Cameron.,21,23
4:04,254,Lorenzo Bonam made Three Point Jumper. Assisted by JoJo Zamora.,21,26
3:58,254,Official TV Timeout,21,26
3:46,254,Foul on Gabe Bealer.,21,26
3:46,2617,Leon Gilmore III made Free Throw.,22,26
3:46,2617,Leon Gilmore III missed Free Throw.,22,26
3:44,2617,Ty Charles Offensive Rebound.,22,26
3:37,2617,Leon Gilmore III Turnover.,22,26
3:37,254,David Collette Steal.,22,26
3:09,254,Parker Van Dyke missed Three Point Jumper.,22,26
3:09,254,David Collette Offensive Rebound.,22,26
2:59,254,Gabe Bealer made Layup. Assisted by Lorenzo Bonam.,22,28
2:31,2617,Dallas Cameron made Jumper.,24,28
2:13,2617,Foul on Ty Charles.,24,28
2:08,254,Lorenzo Bonam missed Three Point Jumper.,24,28
2:08,2617,Dallas Cameron Defensive Rebound.,24,28
1:47,2617,Leon Gilmore III Turnover.,24,28
1:47,254,Lorenzo Bonam Steal.,24,28
1:41,254,Lorenzo Bonam made Layup.,24,30
1:41,2617,Foul on Ivan Canete.,24,30
1:41,254,Lorenzo Bonam missed Free Throw.,24,30
1:41,2617,Stephen F. Austin Defensive Rebound.,24,30
1:20,2617,Kevon Harris missed Jumper.,24,30
1:20,2617,Stephen F. Austin Offensive Rebound.,24,30
1:01,2617,Dallas Cameron Turnover.,24,30
1:01,254,Lorenzo Bonam Steal.,24,30
0:55,2617,Foul on Ivan Canete.,24,30
0:55,254,Devon Daniels missed Free Throw.,24,30
0:55,254,Utah Deadball Team Rebound.,24,30
0:55,254,Devon Daniels missed Free Throw.,24,30
0:55,2617,Leon Gilmore III Defensive Rebound.,24,30
0:44,2617,Chase Winchester missed Jumper.,24,30
0:44,254,Devon Daniels Defensive Rebound.,24,30
0:32,254,David Collette made Layup. Assisted by Devon Daniels.,24,32
0:06,2617,Ty Charles made Jumper.,26,32
0:00,254,End of 1st half,26,32
20:00,2617,Jump Ball won by Stephen F. Austin,26,32
19:44,2617,Josh Huntley Turnover.,26,32
19:36,254,Tyler Rawson made Jumper.,26,34
19:09,2617,Kevon Harris made Layup.,28,34
18:47,254,David Collette made Layup. Assisted by Tyler Rawson.,28,36
18:29,2617,Josh Huntley made Layup. Assisted by Ty Charles.,30,36
18:15,254,Sedrick Barefield missed Three Point Jumper.,30,36
18:15,2617,Dallas Cameron Defensive Rebound.,30,36
17:52,2617,Kevon Harris missed Jumper.,30,36
17:52,254,Tyler Rawson Defensive Rebound.,30,36
17:40,254,Sedrick Barefield Turnover.,30,36
17:11,2617,Leon Gilmore III missed Jumper.,30,36
17:11,254,Tyler Rawson Block.,30,36
17:11,254,Sedrick Barefield Defensive Rebound.,30,36
17:07,2617,Foul on Dallas Cameron.,30,36
17:07,254,Devon Daniels made Free Throw.,30,37
17:07,254,Devon Daniels made Free Throw.,30,38
16:44,2617,Foul on Josh Huntley.,30,38
16:44,2617,Josh Huntley Turnover.,30,38
16:30,2617,Foul on Leon Gilmore III.,30,38
16:30,254,Tyler Rawson missed Free Throw.,30,38
16:30,254,Utah Deadball Team Rebound.,30,38
16:30,254,Tyler Rawson made Free Throw.,30,39
16:14,2617,Leon Gilmore III made Layup.,32,39
16:14,254,Foul on Sedrick Barefield.,32,39
16:14,2617,Leon Gilmore III made Free Throw.,33,39
15:56,254,Tyler Rawson missed Three Point Jumper.,33,39
15:56,2617,Leon Gilmore III Defensive Rebound.,33,39
15:49,2617,Leon Gilmore III Turnover.,33,39
15:49,254,Official TV Timeout,33,39
15:46,254,JoJo Zamora made Layup. Assisted by David Collette.,33,41
15:11,2617,Stephen F. Austin  Turnover.,33,41
14:57,254,David Collette made Layup. Assisted by JoJo Zamora.,33,43
14:42,2617,Leon Gilmore III Turnover.,33,43
14:35,2617,Foul on Dallas Cameron.,33,43
14:35,254,Lorenzo Bonam made Free Throw.,33,44
14:35,254,Lorenzo Bonam missed Free Throw.,33,44
14:35,2617,Kevon Harris Defensive Rebound.,33,44
14:21,2617,Ty Charles Turnover.,33,44
14:21,254,Devon Daniels Steal.,33,44
14:15,254,Devon Daniels made Jumper.,33,46
14:06,2617,Stephen F. Austin  Timeout,33,46
13:49,2617,Dallas Cameron missed Three Point Jumper.,33,46
13:49,254,Devon Daniels Defensive Rebound.,33,46
13:30,2617,Foul on Jovan Grujic.,33,46
13:20,254,Tyler Rawson Turnover.,33,46
12:53,254,Foul on Tyler Rawson.,33,46
12:48,254,Foul on David Collette.,33,46
12:48,2617,Jovan Grujic made Free Throw.,34,46
12:48,2617,Jovan Grujic made Free Throw.,35,46
12:28,254,Gabe Bealer made Three Point Jumper. Assisted by David Collette.,35,49
12:15,2617,Dallas Cameron missed Jumper.,35,49
12:15,254,Devon Daniels Defensive Rebound.,35,49
12:04,254,Devon Daniels missed Layup.,35,49
12:04,254,Utah Offensive Rebound.,35,49
11:42,254,Lorenzo Bonam missed Three Point Jumper.,35,49
11:42,254,Devon Daniels Offensive Rebound.,35,49
11:40,2617,Foul on Jovan Grujic.,35,49
11:40,254,Official TV Timeout,35,49
11:33,254,Gabe Bealer Turnover.,35,49
11:33,2617,Kevon Harris Steal.,35,49
11:25,2617,Kevon Harris missed Three Point Jumper.,35,49
11:25,254,Devon Daniels Defensive Rebound.,35,49
11:02,254,Devon Daniels Turnover.,35,49
10:48,2617,Chase Winchester made Three Point Jumper. Assisted by Leon Gilmore III.,38,49
10:25,254,Lorenzo Bonam missed Jumper.,38,49
10:25,2617,Kevon Harris Defensive Rebound.,38,49
10:10,2617,Leon Gilmore III made Jumper.,40,49
9:40,2617,Foul on Isaiah Traylor.,40,49
9:40,254,David Collette missed Free Throw.,40,49
9:40,254,Utah Deadball Team Rebound.,40,49
9:40,254,David Collette made Free Throw.,40,50
9:22,2617,Kevon Harris made Layup.,42,50
9:05,2617,Foul on Jovan Grujic.,42,50
9:05,254,Devon Daniels made Free Throw.,42,51
9:05,254,Devon Daniels made Free Throw.,42,52
8:37,254,Foul on Jayce Johnson.,42,52
8:26,2617,Foul on Kevon Harris.,42,52
8:26,2617,Kevon Harris Turnover.,42,52
8:09,254,Sedrick Barefield Turnover.,42,52
8:09,2617,Chase Winchester Steal.,42,52
8:05,2617,Leon Gilmore III missed Layup.,42,52
8:05,2617,Isaiah Traylor Offensive Rebound.,42,52
8:01,2617,Isaiah Traylor made Layup.,44,52
7:38,254,Devon Daniels made Jumper.,44,54
7:34,254,Official TV Timeout,44,54
7:07,2617,Leon Gilmore III Turnover.,44,54
7:07,254,Tyler Rawson Steal.,44,54
6:52,254,JoJo Zamora missed Jumper.,44,54
6:52,2617,Isaiah Traylor Defensive Rebound.,44,54
6:43,254,Foul on Devon Daniels.,44,54
6:31,2617,Stephen F. Austin  Timeout,44,54
6:21,2617,Chase Winchester made Three Point Jumper. Assisted by Kevon Harris.,47,54
5:55,254,Lorenzo Bonam Turnover.,47,54
5:39,2617,Ty Charles made Layup.,49,54
5:27,2617,Foul on Ty Charles.,49,54
5:27,254,Sedrick Barefield made Free Throw.,49,55
5:27,254,Sedrick Barefield missed Free Throw.,49,55
5:27,2617,Leon Gilmore III Defensive Rebound.,49,55
5:13,254,Foul on Tyler Rawson.,49,55
5:13,2617,Chase Winchester made Free Throw.,50,55
5:13,2617,Chase Winchester made Free Throw.,51,55
4:54,254,Devon Daniels made Jumper. Assisted by Lorenzo Bonam.,51,57
4:45,2617,Foul on Ty Charles.,51,57
4:45,2617,Ty Charles Turnover.,51,57
4:45,254,Technical Foul on David Collette.,51,57
4:45,254,Foul on David Collette.,51,57
4:45,2617,Technical Foul on Kevon Harris.,51,57
4:45,2617,Foul on Kevon Harris.,51,57
4:45,254,Technical Foul on Devon Daniels.,51,57
4:45,2617,Technical Foul on Ty Charles.,51,57
4:45,254,Foul on Devon Daniels.,51,57
4:45,2617,Foul on Ty Charles.,51,57
4:30,254,Sedrick Barefield made Layup.,51,59
4:08,2617,Leon Gilmore III missed Jumper.,51,59
4:08,2617,Ty Charles Offensive Rebound.,51,59
4:03,2617,Ty Charles missed Layup.,51,59
4:03,2617,Chase Winchester Offensive Rebound.,51,59
3:47,254,Foul on Devon Daniels.,51,59
3:47,254,Official TV Timeout,51,59
3:47,2617,Leon Gilmore III made Free Throw.,52,59
3:47,2617,Leon Gilmore III made Free Throw.,53,59
3:42,2617,Foul on Leon Gilmore III.,53,59
3:42,254,Lorenzo Bonam made Free Throw.,53,60
3:42,254,Lorenzo Bonam made Free Throw.,53,61
3:30,2617,Dallas Cameron Turnover.,53,61
3:30,254,JoJo Zamora Steal.,53,61
3:05,254,JoJo Zamora made Three Point Jumper. Assisted by Devon Daniels.,53,64
2:41,2617,Dallas Cameron missed Three Point Jumper.,53,64
2:41,2617,Stephen F. Austin Deadball Team Rebound.,53,64
2:38,254,Foul on Sedrick Barefield.,53,64
2:38,2617,Isaiah Traylor missed Free Throw.,53,64
2:38,2617,Stephen F. Austin Deadball Team Rebound.,53,64
2:38,2617,Isaiah Traylor made Free Throw.,54,64
2:32,2617,Foul on Chase Winchester.,54,64
2:32,254,Lorenzo Bonam made Free Throw.,54,65
2:32,254,Lorenzo Bonam made Free Throw.,54,66
2:14,2617,Ivan Canete missed Jumper.,54,66
2:14,254,David Collette Defensive Rebound.,54,66
1:52,254,Sedrick Barefield missed Layup.,54,66
1:52,2617,Chase Winchester Defensive Rebound.,54,66
1:44,2617,Leon Gilmore III missed Three Point Jumper.,54,66
1:44,2617,Ty Charles Offensive Rebound.,54,66
1:39,2617,Ty Charles made Jumper.,56,66
1:39,254,Foul on Devon Daniels.,56,66
1:39,2617,Ty Charles made Free Throw.,57,66
1:29,254,Utah  Timeout,57,66
1:28,254,Tyler Rawson Turnover.,57,66
1:22,2617,Ivan Canete made Three Point Jumper.,60,66
0:54,254,David Collette made Dunk. Assisted by Devon Daniels.,60,68
0:35,254,Foul on David Collette.,60,68
0:35,2617,Leon Gilmore III missed Free Throw.,60,68
0:35,2617,Stephen F. Austin Deadball Team Rebound.,60,68
0:35,2617,Leon Gilmore III made Free Throw.,61,68
0:35,254,Utah  Timeout,61,68
0:32,2617,Foul on Leon Gilmore III.,61,68
0:32,254,Lorenzo Bonam made Free Throw.,61,69
0:32,254,Lorenzo Bonam made Free Throw.,61,70
0:24,2617,Leon Gilmore III made Layup. Assisted by Kevon Harris.,63,70
0:21,2617,Foul on Ivan Canete.,63,70
0:21,254,Devon Daniels made Free Throw.,63,71
0:21,254,Devon Daniels made Free Throw.,63,72
0:18,2617,Leon Gilmore III Turnover.,63,72
0:18,254,Devon Daniels Steal.,63,72
0:13,2617,Foul on Chase Winchester.,63,72
0:13,254,Devon Daniels made Free Throw.,63,73
0:13,254,Devon Daniels made Free Throw.,63,74
0:09,2617,Ivan Canete made Three Point Jumper. Assisted by Chase Winchester.,66,74
0:00,254,End of Game,66,74
