Fairleigh Dickinson,164,Rutgers,161
14:26,161,Stephan Jiggetts missed Jumper.,8,11
14:26,164,Mike Williams Defensive Rebound.,8,11
14:13,164,Nigel Johnson made Layup.,8,13
14:13,161,Foul on Stephan Jiggetts.,8,13
14:13,164,Nigel Johnson missed Free Throw.,8,13
14:13,161,Fairleigh Dickinson Defensive Rebound.,8,13
14:13,164,Foul on Candido Sa.,8,13
13:53,161,Darian Anderson missed Layup.,8,13
13:53,164,Mike Williams Defensive Rebound.,8,13
13:42,164,Candido Sa Turnover.,8,13
13:41,161,Earl Potts Jr Steal.,8,13
13:37,161,Earl Potts Jr made Layup.,10,13
13:14,164,Candido Sa made Three Point Jumper. Assisted by Nigel Johnson.,10,16
12:50,161,Kaleb Bishop made Layup. Assisted by Darian Anderson.,12,16
12:31,161,Foul on Kaleb Bishop.,12,16
12:31,164,Shaquille Doorson made Free Throw.,12,17
12:31,164,Shaquille Doorson missed Free Throw.,12,17
12:31,161,Darian Anderson Defensive Rebound.,12,17
12:00,161,Darian Anderson made Three Point Jumper. Assisted by Tyrone O'Garro.,15,17
11:50,161,Foul on Earl Potts Jr.,15,17
11:50,164,Official TV Timeout,15,17
11:50,164,Mike Williams made Free Throw.,15,18
11:50,164,Mike Williams made Free Throw.,15,19
11:45,161,Darnell Edge Turnover.,15,19
11:43,164,Mike Williams Steal.,15,19
11:41,164,Corey Sanders made Dunk.,15,21
11:21,161,Earl Potts Jr missed Three Point Jumper.,15,21
11:21,164,C.J. Gettys Defensive Rebound.,15,21
11:08,161,Foul on Stephan Jiggetts.,15,21
11:08,164,C.J. Gettys made Free Throw.,15,22
11:08,164,Deshawn Freeman missed Free Throw.,15,22
11:08,161,Mike Holloway Defensive Rebound.,15,22
10:52,161,Darnell Edge made Jumper.,17,22
10:33,164,Candido Sa missed Layup.,17,22
10:33,161,Kaleb Bishop Block.,17,22
10:32,161,Kaleb Bishop Defensive Rebound.,17,22
10:13,161,Stephan Jiggetts made Layup.,19,22
9:56,164,C.J. Gettys Turnover.,19,22
9:38,161,Stephan Jiggetts missed Three Point Jumper.,19,22
9:38,161,Kaleb Bishop Offensive Rebound.,19,22
9:36,161,Kaleb Bishop made Layup.,21,22
9:23,164,Issa Thiam Turnover.,21,22
9:11,161,Darian Anderson Turnover.,21,22
9:10,164,Corey Sanders Steal.,21,22
9:07,164,Nigel Johnson made Jumper.,21,24
8:55,161,Stephan Jiggetts made Layup.,23,24
8:55,164,Foul on Deshawn Freeman.,23,24
8:55,161,Stephan Jiggetts missed Free Throw.,23,24
8:55,164,Deshawn Freeman Defensive Rebound.,23,24
8:33,164,Issa Thiam missed Three Point Jumper.,23,24
8:33,164,Deshawn Freeman Offensive Rebound.,23,24
8:30,164,Deshawn Freeman made Layup.,23,26
8:15,161,Mike Holloway made Jumper. Assisted by Darian Anderson.,25,26
7:56,164,Nigel Johnson missed Three Point Jumper.,25,26
7:56,161,Darian Anderson Defensive Rebound.,25,26
7:38,161,Darian Anderson missed Jumper.,25,26
7:38,161,Mike Holloway Offensive Rebound.,25,26
7:36,161,Mike Holloway made Layup.,27,26
7:14,164,Official TV Timeout,27,26
7:06,164,Corey Sanders missed Jumper.,27,26
7:06,161,Kaleb Bishop Defensive Rebound.,27,26
6:48,161,Mike Holloway missed Jumper.,27,26
6:48,164,Deshawn Freeman Defensive Rebound.,27,26
6:24,164,Mike Williams missed Three Point Jumper.,27,26
6:24,164,Deshawn Freeman Offensive Rebound.,27,26
6:24,161,Foul on Kaleb Bishop.,27,26
6:24,164,Deshawn Freeman missed Free Throw.,27,26
6:24,164,Nigel Johnson Offensive Rebound.,27,26
6:06,164,Candido Sa made Layup. Assisted by Deshawn Freeman.,27,28
5:46,164,Foul on Nigel Johnson.,27,28
5:22,161,Earl Potts Jr missed Layup.,27,28
5:22,164,Candido Sa Block.,27,28
5:22,161,Fairleigh Dickinson Offensive Rebound.,27,28
5:14,161,Darian Anderson missed Three Point Jumper.,27,28
5:14,164,Nigel Johnson Defensive Rebound.,27,28
5:10,164,Mike Williams made Layup. Assisted by Nigel Johnson.,27,30
4:46,164,Foul on Candido Sa.,27,30
4:43,164,Foul on Mike Williams.,27,30
4:32,161,Earl Potts Jr made Three Point Jumper. Assisted by Darian Anderson.,30,30
4:15,164,Mike Williams missed Three Point Jumper.,30,30
4:15,161,Stephan Jiggetts Defensive Rebound.,30,30
4:07,161,Mike Holloway made Layup. Assisted by Stephan Jiggetts.,32,30
4:02,164,Rutgers  Timeout,32,30
4:02,164,Official TV Timeout,32,30
3:51,164,Corey Sanders missed Jumper.,32,30
3:51,164,C.J. Gettys Offensive Rebound.,32,30
3:49,164,C.J. Gettys made Layup.,32,32
3:28,161,Darian Anderson missed Layup.,32,32
3:28,164,C.J. Gettys Defensive Rebound.,32,32
3:14,164,Jonathan Laurent missed Layup.,32,32
3:14,161,Earl Potts Jr Defensive Rebound.,32,32
3:06,161,Mike Holloway missed Jumper.,32,32
3:06,164,Corey Sanders Defensive Rebound.,32,32
2:55,164,Eugene Omoruyi made Dunk. Assisted by C.J. Gettys.,32,34
2:42,161,Earl Potts Jr Turnover.,32,34
2:20,164,Jonathan Laurent missed Three Point Jumper.,32,34
2:20,161,Mike Holloway Defensive Rebound.,32,34
1:50,161,Stephan Jiggetts missed Three Point Jumper.,32,34
1:50,164,C.J. Gettys Defensive Rebound.,32,34
1:42,164,Corey Sanders made Layup.,32,36
1:41,161,Fairleigh Dickinson  Timeout,32,36
1:13,161,Earl Potts Jr missed Three Point Jumper.,32,36
1:13,164,C.J. Gettys Defensive Rebound.,32,36
0:52,164,Corey Sanders missed Three Point Jumper.,32,36
0:52,161,Kaleb Bishop Defensive Rebound.,32,36
0:40,161,Mike Holloway missed Jumper.,32,36
0:40,164,Nigel Johnson Defensive Rebound.,32,36
0:34,164,Nigel Johnson made Layup.,32,38
0:06,164,Foul on Deshawn Freeman.,32,38
0:00,161,Darian Anderson missed Three Point Jumper.,32,38
0:00,164,Deshawn Freeman Defensive Rebound.,32,38
0:00,164,End of 1st half,32,38
19:35,161,Stephan Jiggetts made Jumper.,34,38
19:14,164,Foul on Deshawn Freeman.,34,38
19:14,164,Nigel Johnson missed Jumper.,34,38
19:14,161,Stephan Jiggetts Defensive Rebound.,34,38
18:57,161,Mike Holloway missed Jumper.,34,38
18:57,164,Nigel Johnson Defensive Rebound.,34,38
18:51,164,Nigel Johnson Turnover.,34,38
18:27,161,Darian Anderson made Three Point Jumper. Assisted by Kaleb Bishop.,37,38
18:12,164,C.J. Gettys missed Jumper.,37,38
18:12,164,Candido Sa Offensive Rebound.,37,38
18:11,161,Foul on Kaleb Bishop.,37,38
18:11,164,Candido Sa missed Free Throw.,37,38
18:11,164,Rutgers Deadball Team Rebound.,37,38
18:11,164,Candido Sa missed Free Throw.,37,38
18:11,161,Mike Holloway Defensive Rebound.,37,38
18:01,161,Earl Potts Jr missed Three Point Jumper.,37,38
18:01,164,C.J. Gettys Defensive Rebound.,37,38
17:47,164,Issa Thiam made Three Point Jumper. Assisted by Nigel Johnson.,37,41
17:29,161,Kaleb Bishop made Layup.,39,41
17:00,164,Corey Sanders made Layup. Assisted by C.J. Gettys.,39,43
16:40,161,Kaleb Bishop missed Layup.,39,43
16:40,164,C.J. Gettys Defensive Rebound.,39,43
16:26,164,Issa Thiam missed Jumper.,39,43
16:26,164,Candido Sa Offensive Rebound.,39,43
16:24,164,Candido Sa missed Layup.,39,43
16:24,161,Earl Potts Jr Defensive Rebound.,39,43
16:18,161,Foul on Stephan Jiggetts.,39,43
16:18,161,Stephan Jiggetts Turnover.,39,43
16:04,164,Eugene Omoruyi missed Jumper.,39,43
16:04,161,Darnell Edge Defensive Rebound.,39,43
15:44,164,Foul on Eugene Omoruyi.,39,43
15:44,164,Official TV Timeout,39,43
15:23,161,Darian Anderson missed Three Point Jumper.,39,43
15:23,164,Nigel Johnson Defensive Rebound.,39,43
15:19,164,Nigel Johnson missed Layup.,39,43
15:18,161,Mike Holloway Block.,39,43
15:18,164,Shaquille Doorson Offensive Rebound.,39,43
15:17,164,Shaquille Doorson made Layup.,39,45
15:17,161,Foul on Mike Holloway.,39,45
15:17,164,Shaquille Doorson missed Free Throw.,39,45
15:17,161,Kaleb Bishop Defensive Rebound.,39,45
15:00,161,Earl Potts Jr made Dunk. Assisted by Darian Anderson.,41,45
14:44,164,Mike Williams made Three Point Jumper. Assisted by Nigel Johnson.,41,48
14:26,161,Darian Anderson made Layup.,43,48
14:17,161,Foul on Darian Anderson.,43,48
14:17,164,Corey Sanders made Free Throw.,43,49
14:17,164,Corey Sanders made Free Throw.,43,50
13:58,161,Darnell Edge missed Three Point Jumper.,43,50
13:58,164,Eugene Omoruyi Defensive Rebound.,43,50
13:51,164,Mike Williams made Layup. Assisted by Issa Thiam.,43,52
13:42,161,Fairleigh Dickinson  Timeout,43,52
13:42,164,Official TV Timeout,43,52
13:25,161,Darian Anderson made Three Point Jumper.,46,52
13:05,164,Shaquille Doorson made Dunk. Assisted by Eugene Omoruyi.,46,54
12:48,161,Mike Holloway Turnover.,46,54
12:36,164,Shaquille Doorson missed Layup.,46,54
12:36,161,Darian Anderson Defensive Rebound.,46,54
12:29,161,Stephan Jiggetts missed Three Point Jumper.,46,54
12:29,164,Shaquille Doorson Defensive Rebound.,46,54
12:19,164,Corey Sanders made Layup.,46,56
11:52,161,Earl Potts Jr missed Three Point Jumper.,46,56
11:52,161,Mike Holloway Offensive Rebound.,46,56
11:50,161,Mike Holloway made Layup.,48,56
11:38,164,Official TV Timeout,48,56
11:24,164,Mike Williams missed Jumper.,48,56
11:24,161,Fairleigh Dickinson Defensive Rebound.,48,56
11:00,161,Darian Anderson missed Three Point Jumper.,48,56
11:00,161,Kaleb Bishop Offensive Rebound.,48,56
10:57,161,Darian Anderson made Layup. Assisted by Mike Holloway.,50,56
10:40,161,Foul on Kaleb Bishop.,50,56
10:40,164,Corey Sanders missed Free Throw.,50,56
10:40,164,Rutgers Deadball Team Rebound.,50,56
10:40,164,Corey Sanders made Free Throw.,50,57
10:23,161,Malik Miller made Jumper. Assisted by Earl Potts Jr.,52,57
10:05,164,C.J. Gettys made Layup. Assisted by Mike Williams.,52,59
9:41,161,Earl Potts Jr made Three Point Jumper.,55,59
9:21,164,Corey Sanders missed Layup.,55,59
9:21,164,Deshawn Freeman Offensive Rebound.,55,59
9:20,164,Deshawn Freeman made Dunk.,55,61
9:05,161,Malik Miller missed Layup.,55,61
9:05,164,Deshawn Freeman Block.,55,61
9:05,161,Fairleigh Dickinson Offensive Rebound.,55,61
8:52,161,Malik Miller missed Jumper.,55,61
8:52,164,Issa Thiam Defensive Rebound.,55,61
8:34,164,C.J. Gettys Turnover.,55,61
8:33,161,Darian Anderson Steal.,55,61
8:26,164,Foul on C.J. Gettys.,55,61
8:26,161,Mike Holloway missed Free Throw.,55,61
8:26,161,Fairleigh Dickinson Deadball Team Rebound.,55,61
8:26,161,Mike Holloway missed Free Throw.,55,61
8:26,164,Deshawn Freeman Defensive Rebound.,55,61
8:02,164,Nigel Johnson missed Three Point Jumper.,55,61
8:02,164,Mike Williams Offensive Rebound.,55,61
8:01,161,Foul on Malik Miller.,55,61
7:51,164,Candido Sa made Three Point Jumper. Assisted by Nigel Johnson.,55,64
7:30,164,Foul on Mike Williams.,55,64
7:30,164,Official TV Timeout,55,64
7:30,161,Mike Holloway made Free Throw.,56,64
7:30,161,Mike Holloway made Free Throw.,57,64
7:08,164,Issa Thiam made Three Point Jumper. Assisted by Nigel Johnson.,57,67
6:57,164,Foul on Deshawn Freeman.,57,67
6:46,161,Mike Holloway made Layup. Assisted by Stephan Jiggetts.,59,67
6:24,164,Nigel Johnson missed Three Point Jumper.,59,67
6:24,164,Candido Sa Offensive Rebound.,59,67
6:24,161,Foul on Stephan Jiggetts.,59,67
6:24,164,Rutgers  Timeout,59,67
6:24,164,Candido Sa made Free Throw.,59,68
6:24,164,Candido Sa missed Free Throw.,59,68
6:24,164,Mike Williams Offensive Rebound.,59,68
6:17,164,Mike Williams missed Layup.,59,68
6:17,161,Kaleb Bishop Defensive Rebound.,59,68
6:03,164,Foul on Candido Sa.,59,68
5:55,161,Darian Anderson missed Layup.,59,68
5:55,161,Mike Holloway Offensive Rebound.,59,68
5:51,161,Mike Holloway made Jumper.,61,68
5:49,164,Candido Sa Turnover.,61,68
5:45,161,Darian Anderson Turnover.,61,68
5:24,164,Nigel Johnson made Layup. Assisted by C.J. Gettys.,61,70
4:53,161,Darian Anderson missed Layup.,61,70
4:53,164,Deshawn Freeman Defensive Rebound.,61,70
4:53,161,Foul on Darian Anderson.,61,70
4:53,164,Deshawn Freeman missed Free Throw.,61,70
4:53,161,Mike Holloway Defensive Rebound.,61,70
4:42,164,Foul on Nigel Johnson.,61,70
4:42,161,Stephan Jiggetts made Free Throw.,62,70
4:42,161,Stephan Jiggetts made Free Throw.,63,70
4:36,161,Foul on Mike Holloway.,63,70
4:36,161,Foul on Mike Holloway.,63,70
4:36,164,Mike Williams missed Free Throw.,63,70
4:36,164,Rutgers Deadball Team Rebound.,63,70
4:36,164,Mike Williams made Free Throw.,63,71
4:36,161,Technical Foul on Darian Anderson.,63,71
4:36,161,Foul on Darian Anderson.,63,71
4:36,164,Mike Williams made Free Throw.,63,72
4:36,164,Mike Williams made Free Throw.,63,73
4:22,164,Nigel Johnson missed Layup.,63,73
4:22,164,Eugene Omoruyi Offensive Rebound.,63,73
4:22,164,Eugene Omoruyi made Layup.,63,75
3:58,161,Darian Anderson made Jumper.,65,75
3:45,164,Foul on Eugene Omoruyi.,65,75
3:45,164,Eugene Omoruyi Turnover.,65,75
3:45,164,Official TV Timeout,65,75
3:15,161,Darian Anderson missed Three Point Jumper.,65,75
3:15,164,Rutgers Defensive Rebound.,65,75
3:03,161,Foul on Malik Miller.,65,75
3:03,164,C.J. Gettys made Free Throw.,65,76
3:03,164,C.J. Gettys made Free Throw.,65,77
2:42,161,Darian Anderson Turnover.,65,77
2:41,164,Candido Sa Steal.,65,77
2:28,161,Foul on Stephan Jiggetts.,65,77
2:28,164,Nigel Johnson missed Free Throw.,65,77
2:28,164,Rutgers Deadball Team Rebound.,65,77
2:28,164,Nigel Johnson missed Free Throw.,65,77
2:28,161,Kaleb Bishop Defensive Rebound.,65,77
2:09,164,Foul on Candido Sa.,65,77
2:09,161,Nadi Beciri made Free Throw.,66,77
2:09,161,Nadi Beciri made Free Throw.,67,77
1:53,164,Candido Sa Offensive Rebound.,67,77
1:53,164,C.J. Gettys missed Jumper.,67,77
1:40,164,Candido Sa made Dunk. Assisted by C.J. Gettys.,67,79
1:21,164,Foul on Mike Williams.,67,79
1:21,161,Darian Anderson made Free Throw.,68,79
1:21,161,Darian Anderson made Free Throw.,69,79
1:17,161,Foul on Kaleb Bishop.,69,79
1:17,164,Nigel Johnson missed Free Throw.,69,79
1:17,164,Rutgers Deadball Team Rebound.,69,79
1:17,164,Nigel Johnson missed Free Throw.,69,79
1:17,161,Earl Potts Jr Defensive Rebound.,69,79
1:00,161,Nadi Beciri Turnover.,69,79
0:35,164,Mike Williams made Three Point Jumper. Assisted by Nigel Johnson.,69,82
0:22,161,Earl Potts Jr missed Three Point Jumper.,69,82
0:22,164,Rutgers Defensive Rebound.,69,82
0:00,164,End of Game,69,82
