Randall University,Error,Abilene Christian,2000
19:41,-1,Kashus Lyons made Three Point Jumper. Assisted by Adam Morales.,32,43
19:16,2000,Drake Green made Three Point Jumper. Assisted by Jaren Lewis.,32,46
19:00,2000,Foul on Jaren Lewis.,32,46
18:58,2000,Foul on Drake Green.,32,46
18:55,-1,Kashus Lyons Turnover.,32,46
18:54,2000,Jovan Crnic Steal.,32,46
18:52,2000,Drake Green missed Layup.,32,46
18:52,-1,Trey Sneed Block.,32,46
18:50,-1,Xavier Hunter Defensive Rebound.,32,46
18:44,-1,Xavier Hunter missed Layup.,32,46
18:44,2000,Jalone Friday Block.,32,46
18:42,2000,Jovan Crnic Defensive Rebound.,32,46
18:39,-1,Foul on Anthony Williams.,32,46
18:31,2000,Isaiah Tripp missed Three Point Jumper.,32,46
18:31,-1,Xavier Hunter Defensive Rebound.,32,46
18:21,-1,Trey Sneed Turnover.,32,46
18:20,2000,Jaren Lewis Steal.,32,46
18:17,2000,Isaiah Tripp made Layup. Assisted by Jovan Crnic.,32,48
17:56,2000,Foul on Jovan Crnic.,32,48
17:56,-1,Xavier Hunter made Free Throw.,33,48
17:56,-1,Xavier Hunter made Free Throw.,34,48
17:44,-1,Foul on Anthony Williams.,34,48
17:42,2000,Jalone Friday missed Three Point Jumper.,34,48
17:42,-1,Kashus Lyons Defensive Rebound.,34,48
17:40,2000,Foul on B.J. Maxwell.,34,48
17:26,-1,Trey Sneed made Layup. Assisted by Isaac Bowles.,36,48
17:00,2000,Jaren Lewis missed Jumper.,36,48
17:00,2000,Jalone Friday Offensive Rebound.,36,48
16:56,2000,Jalone Friday missed Jumper.,36,48
16:56,2000,Jalone Friday Offensive Rebound.,36,48
16:53,2000,Jalone Friday made Layup.,36,50
16:48,-1,Kashus Lyons missed Three Point Jumper.,36,50
16:48,2000,Jalone Friday Defensive Rebound.,36,50
16:40,2000,B.J. Maxwell missed Layup.,36,50
16:40,2000,Isaiah Tripp Offensive Rebound.,36,50
16:40,-1,Foul on Xavier Hunter.,36,50
16:25,-1,Foul on Isaac Bowles.,36,50
16:25,2000,Jaren Lewis made Free Throw.,36,51
16:25,2000,Jaren Lewis made Free Throw.,36,52
16:03,2000,Foul on Isaiah Tripp.,36,52
16:00,-1,Adam Morales missed Three Point Jumper.,36,52
16:00,2000,Jalone Friday Defensive Rebound.,36,52
15:40,2000,Jaylen Franklin missed Jumper.,36,52
15:40,2000,Jalone Friday Offensive Rebound.,36,52
15:35,2000,Jalone Friday made Jumper.,36,54
15:16,-1,Trey Sneed missed Jumper.,36,54
15:16,-1,Isaac Bowles Offensive Rebound.,36,54
15:05,-1,Isaac Bowles made Layup.,38,54
15:02,2000,Jalone Friday made Three Point Jumper. Assisted by Isaiah Tripp.,38,57
14:43,-1,Xavier Hunter made Three Point Jumper. Assisted by Kashus Lyons.,41,57
14:21,2000,Trey Lenox missed Layup.,41,57
14:21,-1,Kashus Lyons Block.,41,57
14:20,-1,Isaac Bowles Defensive Rebound.,41,57
14:10,-1,Isaac Bowles missed Jumper.,41,57
14:10,2000,Jalone Friday Block.,41,57
14:08,2000,Jaylen Franklin Defensive Rebound.,41,57
14:00,2000,Jalone Friday made Layup. Assisted by Isaiah Tripp.,41,59
13:43,2000,Foul on Isaiah Tripp.,41,59
13:43,2000,Official TV Timeout,41,59
13:29,-1,Antonio Wilson Turnover.,41,59
13:18,2000,Jalone Friday made Layup. Assisted by Hayden Farquhar.,41,61
13:00,-1,Kashus Lyons missed Three Point Jumper.,41,61
13:00,2000,Hayden Farquhar Defensive Rebound.,41,61
12:38,-1,Foul on Caleb McCain.,41,61
12:33,2000,Hayden Howell missed Jumper.,41,61
12:33,-1,Trey Sneed Defensive Rebound.,41,61
12:19,-1,Xavier Hunter missed Three Point Jumper.,41,61
12:19,2000,Hayden Farquhar Defensive Rebound.,41,61
12:03,2000,Drake Green missed Three Point Jumper.,41,61
12:03,-1,Caleb McCain Defensive Rebound.,41,61
11:57,2000,Official TV Timeout,41,61
11:41,-1,Antonio Wilson Turnover.,41,61
11:40,2000,Drake Green Steal.,41,61
11:25,2000,Drake Green missed Jumper.,41,61
11:25,-1,Trey Sneed Defensive Rebound.,41,61
11:04,-1,Kashus Lyons made Three Point Jumper. Assisted by Xavier Hunter.,44,61
10:39,2000,Hayden Farquhar made Layup. Assisted by Isaiah Tripp.,44,63
10:29,-1,Kashus Lyons made Three Point Jumper. Assisted by Xavier Hunter.,47,63
10:25,2000,Abilene Christian  Timeout,47,63
10:04,2000,Jaren Lewis missed Three Point Jumper.,47,63
10:04,-1,Kashus Lyons Defensive Rebound.,47,63
9:39,2000,Foul on Jalone Friday.,47,63
9:39,-1,Trey Sneed made Free Throw.,48,63
9:39,-1,Trey Sneed made Free Throw.,49,63
9:24,2000,Jalone Friday Turnover.,49,63
9:23,-1,Kashus Lyons Steal.,49,63
9:17,-1,Xavier Hunter made Three Point Jumper. Assisted by Trey Sneed.,52,63
8:57,2000,Jalone Friday missed Jumper.,52,63
8:57,-1,Randall University Defensive Rebound.,52,63
8:38,-1,Xavier Hunter Turnover.,52,63
8:35,2000,Diamante Langston Steal.,52,63
8:25,-1,Foul on Xavier Hunter.,52,63
8:25,2000,Jovan Crnic made Free Throw.,52,64
8:25,2000,Jovan Crnic made Free Throw.,52,65
7:57,-1,Trey Sneed missed Jumper.,52,65
7:57,2000,Jalone Friday Defensive Rebound.,52,65
7:54,2000,Official TV Timeout,52,65
7:48,2000,Isaiah Tripp missed Three Point Jumper.,52,65
7:48,2000,Jalone Friday Offensive Rebound.,52,65
7:30,2000,Jaren Lewis Turnover.,52,65
7:29,-1,Antonio Wilson Steal.,52,65
7:23,-1,Xavier Hunter missed Three Point Jumper.,52,65
7:23,2000,Jaylen Franklin Defensive Rebound.,52,65
7:07,2000,Jaylen Franklin missed Jumper.,52,65
7:07,-1,Antonio Wilson Defensive Rebound.,52,65
7:01,-1,Kashus Lyons made Three Point Jumper. Assisted by Xavier Hunter.,55,65
6:31,2000,Jalone Friday made Jumper.,55,67
6:12,-1,Kashus Lyons made Three Point Jumper. Assisted by Xavier Hunter.,58,67
5:48,-1,Foul on Caleb McCain.,58,67
5:48,2000,Jalone Friday made Free Throw.,58,68
5:48,2000,Jalone Friday made Free Throw.,58,69
5:32,2000,Foul on Jaren Lewis.,58,69
5:32,-1,Trey Sneed made Free Throw.,59,69
5:32,-1,Trey Sneed made Free Throw.,60,69
5:17,2000,Jaren Lewis missed Jumper.,60,69
5:17,-1,Trey Sneed Block.,60,69
5:15,-1,Trey Sneed Defensive Rebound.,60,69
4:57,-1,Caleb McCain missed Layup.,60,69
4:57,2000,Jaylen Franklin Defensive Rebound.,60,69
4:49,2000,Jaren Lewis missed Layup.,60,69
4:49,-1,Kashus Lyons Defensive Rebound.,60,69
4:36,-1,Kashus Lyons missed Jumper.,60,69
4:36,2000,Hayden Howell Defensive Rebound.,60,69
4:25,-1,Foul on Caleb McCain.,60,69
4:25,2000,Hayden Howell missed Free Throw.,60,69
4:25,-1,Kashus Lyons Defensive Rebound.,60,69
4:12,-1,Xavier Hunter missed Layup.,60,69
4:12,2000,Jaren Lewis Block.,60,69
4:10,-1,Randall University Offensive Rebound.,60,69
4:02,-1,Anthony Williams missed Layup.,60,69
4:02,-1,Randall University Offensive Rebound.,60,69
4:00,-1,Trey Sneed made Layup. Assisted by Xavier Hunter.,62,69
3:34,2000,Jaren Lewis missed Jumper.,62,69
3:34,-1,Randall University Defensive Rebound.,62,69
3:33,2000,Official TV Timeout,62,69
3:16,-1,Antonio Wilson Turnover.,62,69
3:01,2000,Jaylen Franklin made Three Point Jumper. Assisted by Drake Green.,62,72
2:40,-1,Antonio Wilson missed Layup.,62,72
2:40,-1,Anthony Williams Offensive Rebound.,62,72
2:31,-1,Anthony Williams made Layup.,64,72
2:23,2000,Jalone Friday missed Jumper.,64,72
2:23,-1,Kashus Lyons Defensive Rebound.,64,72
2:16,2000,Foul on Drake Green.,64,72
2:16,-1,Antonio Wilson made Free Throw.,65,72
2:16,-1,Antonio Wilson missed Free Throw.,65,72
2:16,2000,Jaren Lewis Defensive Rebound.,65,72
1:56,2000,Drake Green missed Three Point Jumper.,65,72
1:56,2000,Jalone Friday Offensive Rebound.,65,72
1:54,2000,Jalone Friday missed Jumper.,65,72
1:54,-1,Anthony Williams Block.,65,72
1:53,-1,Xavier Hunter Defensive Rebound.,65,72
1:43,-1,Kashus Lyons made Three Point Jumper. Assisted by Antonio Wilson.,68,72
1:19,2000,Jaren Lewis made Jumper.,68,74
1:06,-1,Xavier Hunter missed Layup.,68,74
1:06,2000,Jalone Friday Defensive Rebound.,68,74
1:04,-1,Foul on Anthony Williams.,68,74
1:04,2000,Abilene Christian  Timeout,68,74
1:04,2000,Jalone Friday made Free Throw.,68,75
1:04,2000,Jalone Friday missed Free Throw.,68,75
1:04,-1,Trey Sneed Defensive Rebound.,68,75
0:48,-1,Kashus Lyons made Three Point Jumper. Assisted by Xavier Hunter.,71,75
0:40,-1,Foul on Xavier Hunter.,71,75
0:40,2000,Jaylen Franklin missed Free Throw.,71,75
0:40,2000,Abilene Christian Deadball Team Rebound.,71,75
0:40,2000,Jaylen Franklin made Free Throw.,71,76
0:40,2000,Abilene Christian  Timeout,71,76
0:17,-1,Kashus Lyons missed Jumper.,71,76
0:17,-1,Kashus Lyons Offensive Rebound.,71,76
0:15,-1,Kashus Lyons Turnover.,71,76
0:11,-1,Foul on Trey Sneed.,71,76
0:11,2000,Jaren Lewis made Free Throw.,71,77
0:11,2000,Jaren Lewis missed Free Throw.,71,77
0:11,-1,Trey Sneed Defensive Rebound.,71,77
0:08,-1,Antonio Wilson made Three Point Jumper.,74,77
0:06,-1,Foul on Trey Sneed.,74,77
0:06,2000,Jaren Lewis made Free Throw.,74,78
0:06,2000,Jaren Lewis missed Free Throw.,74,78
0:06,-1,Anthony Williams Defensive Rebound.,74,78
0:01,-1,Kashus Lyons missed Three Point Jumper.,74,78
0:01,-1,Xavier Hunter Offensive Rebound.,74,78
0:00,2000,End of Game,74,78
