Eastern Oregon,Error,Utah Valley,3084
1:28,-1,Paulo Hugo made Jumper. Assisted by Said Hersi.,24,52
1:10,3084,Kenneth Ogbe made Layup. Assisted by Conner Toolson.,24,54
1:10,-1,Foul on Brock Johnson.,24,54
0:59,3084,Kenneth Ogbe missed Free Throw.,24,54
0:59,-1,Jordan May Defensive Rebound.,24,54
0:48,-1,Brennan Pope Turnover.,24,54
0:40,3084,Jake Toolson Steal.,24,54
0:37,3084,Brandon Randolph Turnover.,24,54
0:34,-1,Brennan Pope Steal.,24,54
0:32,-1,Matt Wong missed Three Point Jumper.,24,54
0:32,3084,Jake Toolson Defensive Rebound.,24,54
0:26,3084,Brandon Randolph made Three Point Jumper. Assisted by Kenneth Ogbe.,24,57
0:07,-1,Brennan Pope missed Three Point Jumper.,24,57
0:07,-1,Eastern Oregon Deadball Team Rebound.,24,57
0:00,3084,End of 1st half,24,57
19:47,3084,Jake Toolson made Layup.,24,59
19:32,-1,Jordan May made Three Point Jumper. Assisted by Brennan Pope.,27,59
19:19,-1,Foul on Brennan Pope.,27,59
19:03,3084,Akolda Manyang made Layup. Assisted by Conner Toolson.,27,61
18:48,-1,Jordan May made Jumper.,29,61
18:31,-1,Foul on Austin Winegar.,29,61
18:12,3084,Jake Toolson made Jumper.,29,63
18:05,-1,Max McCullough made Three Point Jumper.,32,63
17:43,3084,Kenneth Ogbe made Three Point Jumper. Assisted by Jake Toolson.,32,66
17:32,3084,Foul on Brandon Randolph.,32,66
17:32,-1,Max McCullough made Free Throw.,33,66
17:32,-1,Max McCullough made Free Throw.,34,66
17:19,3084,Kenneth Ogbe missed Three Point Jumper.,34,66
17:19,3084,Jake Toolson Offensive Rebound.,34,66
17:16,3084,Conner Toolson missed Three Point Jumper.,34,66
17:16,3084,Akolda Manyang Offensive Rebound.,34,66
17:12,3084,Akolda Manyang made Layup.,34,68
16:46,-1,Blake O'Donnell made Jumper.,36,68
16:28,3084,Jake Toolson missed Jumper.,36,68
16:28,3084,Akolda Manyang Offensive Rebound.,36,68
16:24,3084,Akolda Manyang Turnover.,36,68
16:22,3084,Foul on Ben Nakwaasah.,36,68
16:15,-1,Max McCullough missed Jumper.,36,68
16:15,3084,Akolda Manyang Block.,36,68
16:12,-1,Jordan May Offensive Rebound.,36,68
16:09,3084,Conner Toolson Defensive Rebound.,36,68
16:03,3084,Kenneth Ogbe missed Layup.,36,68
16:03,-1,Austin Winegar Defensive Rebound.,36,68
15:41,3084,Foul on Joonas Tahvanainen.,36,68
15:41,3084,Official TV Timeout,36,68
15:40,-1,Max McCullough missed Three Point Jumper.,36,68
15:40,3084,Isaac Neilson Defensive Rebound.,36,68
15:27,3084,Ben Nakwaasah Turnover.,36,68
15:25,-1,Blake O'Donnell Steal.,36,68
15:08,-1,Max McCullough Turnover.,36,68
15:06,3084,Kenneth Ogbe Steal.,36,68
14:44,3084,Isaac Neilson made Layup. Assisted by Ben Nakwaasah.,36,70
14:21,-1,Jordan May Turnover.,36,70
14:09,3084,Ben Nakwaasah missed Three Point Jumper.,36,70
14:09,3084,Isaac Neilson Offensive Rebound.,36,70
14:05,3084,Isaac Neilson made Dunk.,36,72
13:44,-1,Jordan May missed Three Point Jumper.,36,72
13:44,3084,Brandon Randolph Defensive Rebound.,36,72
13:32,3084,Ben Nakwaasah missed Jumper.,36,72
13:32,3084,Isaac Neilson Offensive Rebound.,36,72
13:29,3084,Isaac Neilson made Layup.,36,74
13:19,-1,Max McCullough Turnover.,36,74
13:18,3084,Isaac Neilson Steal.,36,74
13:05,3084,Brandon Randolph Turnover.,36,74
12:45,-1,Peter Eke missed Jumper.,36,74
12:45,3084,Ben Nakwaasah Defensive Rebound.,36,74
12:37,3084,Ben Nakwaasah made Three Point Jumper. Assisted by Brandon Randolph.,36,77
12:11,-1,Blake O'Donnell missed Layup.,36,77
12:11,-1,Peter Eke Offensive Rebound.,36,77
12:08,-1,Peter Eke made Layup.,38,77
12:06,3084,Foul on Isaac Neilson.,38,77
12:06,-1,Peter Eke made Free Throw.,39,77
11:52,3084,Isaac Neilson made Jumper. Assisted by Ben Nakwaasah.,39,79
11:43,-1,Max McCullough missed Jumper.,39,79
11:43,3084,Jake Toolson Defensive Rebound.,39,79
11:38,3084,Official TV Timeout,39,79
11:38,-1,Jordan May made Jumper.,41,79
11:19,-1,Foul on Peter Eke.,41,79
11:19,3084,Akolda Manyang made Free Throw.,41,80
11:19,3084,Akolda Manyang made Free Throw.,41,81
11:05,-1,Said Hersi missed Three Point Jumper.,41,81
11:05,3084,Akolda Manyang Defensive Rebound.,41,81
10:59,3084,Jake Toolson made Layup. Assisted by Ben Nakwaasah.,41,83
10:34,-1,Peter Eke missed Layup.,41,83
10:34,3084,Ben Nakwaasah Defensive Rebound.,41,83
10:11,3084,Brandon Randolph missed Three Point Jumper.,41,83
10:11,3084,Akolda Manyang Offensive Rebound.,41,83
10:04,3084,Akolda Manyang Turnover.,41,83
10:04,-1,Jordan May Steal.,41,83
10:04,3084,Foul on Akolda Manyang.,41,83
9:51,-1,Jordan May missed Jumper.,41,83
9:51,3084,Conner Toolson Defensive Rebound.,41,83
9:31,3084,Cory Calvert made Layup.,41,85
9:17,-1,Jordan May missed Three Point Jumper.,41,85
9:16,-1,Cole Ashby Offensive Rebound.,41,85
9:08,-1,Said Hersi missed Jumper.,41,85
9:08,-1,Eastern Oregon Offensive Rebound.,41,85
8:31,3084,Ben Nakwaasah missed Three Point Jumper.,41,85
8:31,3084,Cory Calvert Offensive Rebound.,41,85
8:31,-1,Foul on Peter Eke.,41,85
8:31,3084,Cory Calvert made Free Throw.,41,86
8:31,3084,Cory Calvert made Free Throw.,41,87
8:22,3084,Foul on Joonas Tahvanainen.,41,87
8:14,-1,Peter Eke missed Jumper.,41,87
8:14,3084,Cory Calvert Defensive Rebound.,41,87
8:01,3084,Cory Calvert made Three Point Jumper. Assisted by Ben Nakwaasah.,41,90
7:36,-1,Matt Wong missed Jumper.,41,90
7:36,3084,Joonas Tahvanainen Defensive Rebound.,41,90
7:31,3084,Conner Toolson missed Three Point Jumper.,41,90
7:31,-1,Peter Eke Defensive Rebound.,41,90
7:24,3084,Official TV Timeout,41,90
7:23,-1,Cole Ashby missed Jumper.,41,90
7:23,-1,Peter Eke Offensive Rebound.,41,90
7:19,3084,Foul on Joonas Tahvanainen.,41,90
7:19,-1,Peter Eke made Free Throw.,42,90
7:19,-1,Peter Eke missed Free Throw.,42,90
7:19,3084,Richard Harward Defensive Rebound.,42,90
7:02,3084,Ben Nakwaasah missed Jumper.,42,90
7:02,3084,Richard Harward Offensive Rebound.,42,90
6:58,3084,Richard Harward missed Layup.,42,90
6:58,3084,Richard Harward Offensive Rebound.,42,90
6:54,-1,Foul on Peter Eke.,42,90
6:54,3084,Richard Harward missed Free Throw.,42,90
6:54,3084,Utah Valley Deadball Team Rebound.,42,90
6:54,3084,Richard Harward made Free Throw.,42,91
6:39,-1,Said Hersi made Three Point Jumper. Assisted by Matt Wong.,45,91
6:23,3084,Cory Calvert missed Three Point Jumper.,45,91
6:23,3084,Joonas Tahvanainen Offensive Rebound.,45,91
6:18,3084,Joonas Tahvanainen made Layup.,45,93
6:02,-1,Said Hersi missed Three Point Jumper.,45,93
6:02,3084,Cory Calvert Defensive Rebound.,45,93
5:52,3084,Daniel Nyman missed Three Point Jumper.,45,93
5:52,-1,Peter Hamilton Defensive Rebound.,45,93
5:43,3084,Foul on Richard Harward.,45,93
5:41,-1,Peter Hamilton made Free Throw.,46,93
5:41,-1,Peter Hamilton made Free Throw.,47,93
5:25,3084,Joonas Tahvanainen Turnover.,47,93
5:25,3084,Foul on Joonas Tahvanainen.,47,93
4:58,-1,Paulo Hugo missed Three Point Jumper.,47,93
4:58,3084,Utah Valley Defensive Rebound.,47,93
4:47,3084,Joonas Tahvanainen Turnover.,47,93
4:46,-1,Cole Ashby Steal.,47,93
4:43,-1,Paulo Hugo missed Layup.,47,93
4:43,3084,Joonas Tahvanainen Defensive Rebound.,47,93
4:35,3084,Mckay Johnson missed Layup.,47,93
4:35,3084,Richard Harward Offensive Rebound.,47,93
4:29,-1,Foul on Peter Hamilton.,47,93
4:28,3084,Richard Harward made Free Throw.,47,94
4:28,3084,Richard Harward made Free Throw.,47,95
4:11,-1,Matt Wong Turnover.,47,95
3:57,3084,Richard Harward missed Jumper.,47,95
3:57,-1,Cole Ashby Defensive Rebound.,47,95
3:37,-1,Paulo Hugo Turnover.,47,95
3:37,-1,Foul on Paulo Hugo.,47,95
3:22,3084,Cory Calvert Turnover.,47,95
3:08,-1,Brock Johnson missed Three Point Jumper.,47,95
3:08,3084,Richard Harward Defensive Rebound.,47,95
2:36,3084,Daniel Nyman missed Jumper.,47,95
2:36,-1,Paulo Hugo Defensive Rebound.,47,95
2:19,-1,Brock Johnson made Three Point Jumper. Assisted by Matt Wong.,50,95
1:59,-1,Foul on Cole Ashby.,50,95
1:59,3084,Cory Calvert missed Free Throw.,50,95
1:59,-1,Peter Hamilton Defensive Rebound.,50,95
1:50,-1,Paulo Hugo missed Three Point Jumper.,50,95
1:50,3084,Cory Calvert Defensive Rebound.,50,95
1:20,3084,Joonas Tahvanainen Turnover.,50,95
1:08,-1,Cole Ashby missed Three Point Jumper.,50,95
1:08,-1,Paulo Hugo Offensive Rebound.,50,95
1:05,-1,Paulo Hugo missed Layup.,50,95
1:05,-1,Peter Hamilton Offensive Rebound.,50,95
1:02,-1,Peter Hamilton made Two Point Tip Shot.,52,95
0:51,3084,Cory Calvert made Layup.,52,97
0:27,-1,Brock Johnson missed Three Point Jumper.,52,97
0:27,3084,Joonas Tahvanainen Defensive Rebound.,52,97
0:00,3084,End of Game,52,97
