Webber Int.,Error,Jacksonville,294
11:49,-1,Osandai Vaughn missed Three Point Jumper.,10,21
11:49,294,Damien Sears Defensive Rebound.,10,21
11:47,-1,Foul on Johnathan Childs.,10,21
11:34,-1,Foul on Johnathan Childs.,10,21
11:34,294,Devin Harris made Free Throw.,10,22
11:34,294,Devin Harris made Free Throw.,10,23
11:12,294,Foul on Jace Hogan.,10,23
11:12,-1,Osandai Vaughn made Free Throw.,11,23
11:12,-1,Osandai Vaughn made Free Throw.,12,23
10:58,-1,Foul on Nicholas Blocker.,12,23
10:58,294,Devin Harris missed Layup.,12,23
10:58,294,Jacksonville Offensive Rebound.,12,23
10:58,294,Tanner Rubio missed Three Point Jumper.,12,23
10:58,-1,Shaquille Williams Defensive Rebound.,12,23
10:57,-1,Nikita Orap missed Three Point Jumper.,12,23
10:57,-1,Nicholas Blocker Offensive Rebound.,12,23
10:38,-1,Osandai Vaughn Turnover.,12,23
10:38,-1,Foul on Osandai Vaughn.,12,23
10:29,294,Tanner Rubio missed Three Point Jumper.,12,23
10:29,294,Devin Harris Offensive Rebound.,12,23
10:15,294,Cody Helgeland Turnover.,12,23
10:15,294,Foul on Cody Helgeland.,12,23
9:57,-1,Shaquille Williams missed Layup.,12,23
9:57,294,Devin Harris Defensive Rebound.,12,23
9:49,-1,Foul on Nicholas Blocker.,12,23
9:41,294,Devin Harris Turnover.,12,23
9:39,-1,Andre Brooks Steal.,12,23
9:33,-1,Shaquille Williams Turnover.,12,23
9:12,-1,Foul on Andre Brooks.,12,23
9:12,294,Lee Richmond missed Free Throw.,12,23
9:12,294,Jacksonville Deadball Team Rebound.,12,23
9:12,294,Lee Richmond made Free Throw.,12,24
8:59,-1,Rasheem Etienne missed Jumper.,12,24
8:59,-1,Andre Brooks Offensive Rebound.,12,24
8:53,-1,Andre Brooks made Two Point Tip Shot.,14,24
8:49,294,Devin Harris made Layup.,14,26
8:36,-1,Rasheem Etienne missed Three Point Jumper.,14,26
8:36,-1,Nikita Orap Offensive Rebound.,14,26
8:04,-1,Nikita Orap missed Three Point Jumper.,14,26
8:04,294,Jacksonville Defensive Rebound.,14,26
7:42,294,Jace Hogan made Jumper.,14,28
7:20,-1,McDonald Jean-Louis made Layup.,16,28
7:04,294,Lee Richmond made Layup.,16,30
6:57,-1,Rasheem Etienne Turnover.,16,30
6:56,294,Official TV Timeout,16,30
6:47,-1,Foul on Andre Brooks.,16,30
6:47,294,Damien Sears missed Free Throw.,16,30
6:47,-1,Obi Romeo Defensive Rebound.,16,30
6:16,-1,Rasheem Etienne made Three Point Jumper. Assisted by Garrett Woodmansee.,19,30
6:03,294,Corey Romich missed Three Point Jumper.,19,30
6:03,-1,Obi Romeo Defensive Rebound.,19,30
6:02,294,Foul on Damien Sears.,19,30
6:02,-1,Obi Romeo made Free Throw.,20,30
6:02,-1,Obi Romeo made Free Throw.,21,30
5:38,294,Jace Hogan made Jumper.,21,32
5:30,-1,Rasheem Etienne missed Three Point Jumper.,21,32
5:30,294,Devin Harris Defensive Rebound.,21,32
5:13,294,Devin Harris missed Three Point Jumper.,21,32
5:13,294,Jace Hogan Offensive Rebound.,21,32
5:10,294,Jace Hogan made Layup.,21,34
4:39,-1,McDonald Jean-Louis missed Jumper.,21,34
4:39,294,Jace Hogan Block.,21,34
4:37,294,Devin Harris Defensive Rebound.,21,34
4:32,294,Devin Harris made Layup.,21,36
4:32,-1,Foul on Garrett Woodmansee.,21,36
4:32,294,Devin Harris made Free Throw.,21,37
4:14,294,Foul on Corey Romich.,21,37
4:14,-1,Garrett Woodmansee made Free Throw.,22,37
4:14,-1,Garrett Woodmansee missed Free Throw.,22,37
4:14,294,Jalyn Hinton Defensive Rebound.,22,37
4:03,294,Tanner Rubio made Three Point Jumper. Assisted by Devin Harris.,22,40
3:52,-1,McDonald Jean-Louis Turnover.,22,40
3:51,294,Jalyn Hinton Steal.,22,40
3:46,294,Corey Romich missed Three Point Jumper.,22,40
3:46,-1,Obi Romeo Defensive Rebound.,22,40
3:37,-1,Rasheem Etienne Turnover.,22,40
3:37,-1,Foul on Rasheem Etienne.,22,40
3:37,294,Official TV Timeout,22,40
3:32,294,Devin Harris made Layup.,22,42
3:03,-1,Rasheem Etienne missed Three Point Jumper.,22,42
3:03,294,Devin Harris Defensive Rebound.,22,42
2:39,294,Radwan Bakkali missed Jumper.,22,42
2:39,-1,Osandai Vaughn Defensive Rebound.,22,42
2:30,-1,Osandai Vaughn made Layup.,24,42
1:57,294,Jalyn Hinton missed Jumper.,24,42
1:57,-1,Obi Romeo Defensive Rebound.,24,42
1:44,-1,Osandai Vaughn Turnover.,24,42
1:43,294,Tanner Rubio Steal.,24,42
1:37,294,Tanner Rubio missed Three Point Jumper.,24,42
1:37,294,Jalyn Hinton Offensive Rebound.,24,42
1:33,294,Jalyn Hinton missed Layup.,24,42
1:33,294,Jalyn Hinton Offensive Rebound.,24,42
1:30,294,Jalyn Hinton made Layup.,24,44
1:24,-1,Osandai Vaughn Turnover.,24,44
1:23,294,Devin Harris Steal.,24,44
1:14,-1,Webber  Timeout,24,44
1:08,294,Radwan Bakkali missed Jumper.,24,44
1:08,-1,Osandai Vaughn Defensive Rebound.,24,44
1:00,294,Radwan Bakkali made Free Throw.,24,46
1:00,294,Radwan Bakkali made Free Throw.,24,45
1:00,-1,McDonald Jean-Louis missed Three Point Jumper.,24,45
1:00,294,Jacksonville Deadball Team Rebound.,24,46
0:51,-1,Tommie Luke made Layup.,26,46
0:46,-1,Foul on Obi Romeo.,26,46
0:26,294,Lee Richmond missed Layup.,26,46
0:26,294,Jacksonville Offensive Rebound.,26,46
0:19,294,Lee Richmond missed Layup.,26,46
0:19,-1,Obi Romeo Block.,26,46
0:17,-1,Shaquille Williams Defensive Rebound.,26,46
0:08,-1,Tommie Luke made Jumper.,28,46
0:00,294,Tanner Rubio missed Three Point Jumper.,28,46
0:00,294,Lee Richmond Offensive Rebound.,28,46
0:00,294,End of 1st half,29,46
19:45,294,Devin Harris Turnover.,28,46
19:36,-1,Rasheem Etienne Turnover.,28,46
19:26,294,Devin Harris Turnover.,28,46
19:16,-1,Tommie Luke made Three Point Jumper. Assisted by Osandai Vaughn.,31,46
19:08,294,Devin Harris made Layup.,31,48
19:01,-1,Garrett Woodmansee missed Three Point Jumper.,31,48
19:01,294,Cody Helgeland Defensive Rebound.,31,48
18:52,294,JD Notae missed Three Point Jumper.,31,48
18:52,-1,Rasheem Etienne Defensive Rebound.,31,48
18:46,-1,Tommie Luke made Dunk. Assisted by Rasheem Etienne.,33,48
18:12,294,Tanner Rubio missed Jumper.,33,48
18:12,-1,Osandai Vaughn Defensive Rebound.,33,48
18:06,-1,Osandai Vaughn made Layup.,35,48
17:54,-1,Foul on Johnathan Childs.,35,48
17:54,294,JD Notae made Free Throw.,35,49
17:54,294,JD Notae missed Free Throw.,35,49
17:54,-1,Tommie Luke Defensive Rebound.,35,49
17:48,-1,Garrett Woodmansee missed Jumper.,35,49
17:48,-1,Osandai Vaughn Offensive Rebound.,35,49
17:44,-1,Osandai Vaughn Turnover.,35,49
17:44,-1,Foul on Osandai Vaughn.,35,49
17:35,294,Jalyn Hinton made Jumper.,35,51
17:35,-1,Foul on Tommie Luke.,35,51
17:33,294,Cody Helgeland Turnover.,35,51
17:31,-1,Garrett Woodmansee Steal.,35,51
17:29,-1,Garrett Woodmansee made Layup.,37,51
17:25,294,JD Notae made Dunk.,37,53
17:15,-1,Tommie Luke missed Three Point Jumper.,37,53
17:15,-1,Webber Offensive Rebound.,37,53
17:11,-1,Garrett Woodmansee Turnover.,37,53
17:10,294,Jalyn Hinton Steal.,37,53
17:07,294,JD Notae missed Layup.,37,53
17:07,-1,Osandai Vaughn Defensive Rebound.,37,53
16:57,-1,Johnathan Childs made Dunk. Assisted by Garrett Woodmansee.,39,53
16:35,294,Radwan Bakkali made Layup.,39,55
16:25,-1,Johnathan Childs missed Three Point Jumper.,39,55
16:25,294,Cody Helgeland Defensive Rebound.,39,55
16:11,294,Radwan Bakkali made Jumper.,39,57
15:53,-1,Rasheem Etienne made Three Point Jumper. Assisted by Osandai Vaughn.,42,57
15:38,294,Tanner Rubio missed Layup.,42,57
15:38,294,Radwan Bakkali Offensive Rebound.,42,57
15:35,294,Radwan Bakkali missed Layup.,42,57
15:35,-1,Osandai Vaughn Defensive Rebound.,42,57
15:26,-1,Johnathan Childs made Three Point Jumper. Assisted by Rasheem Etienne.,45,57
15:06,294,Radwan Bakkali missed Layup.,45,57
15:06,-1,Johnathan Childs Defensive Rebound.,45,57
14:55,-1,Osandai Vaughn Turnover.,45,57
14:52,294,JD Notae Steal.,45,57
14:52,294,JD Notae Turnover.,45,57
14:52,294,Foul on JD Notae.,45,57
14:41,-1,Rasheem Etienne made Jumper.,47,57
14:27,294,Devin Harris Turnover.,47,57
14:26,-1,Rasheem Etienne Steal.,47,57
14:23,-1,Osandai Vaughn made Layup. Assisted by Rasheem Etienne.,49,57
14:14,-1,Foul on Andre Brooks.,49,57
14:14,294,Devin Harris made Free Throw.,49,58
14:14,294,Devin Harris made Free Throw.,49,59
14:00,-1,Andre Brooks missed Three Point Jumper.,49,59
14:00,-1,Osandai Vaughn Offensive Rebound.,49,59
13:55,-1,Tommie Luke missed Jumper.,49,59
13:55,294,Damien Sears Defensive Rebound.,49,59
13:38,294,Jace Hogan missed Jumper.,49,59
13:38,-1,Obi Romeo Defensive Rebound.,49,59
13:27,-1,Osandai Vaughn Turnover.,49,59
13:26,294,Lee Richmond Steal.,49,59
13:24,294,Lee Richmond made Layup.,49,61
13:00,-1,Osandai Vaughn missed Layup.,49,61
13:00,294,Jace Hogan Defensive Rebound.,49,61
12:39,294,Lee Richmond missed Three Point Jumper.,49,61
12:39,294,Jace Hogan Offensive Rebound.,49,61
12:37,294,Jace Hogan missed Layup.,49,61
12:37,-1,Obi Romeo Defensive Rebound.,49,61
12:21,294,Foul on Devin Harris.,49,61
12:21,-1,Osandai Vaughn made Free Throw.,50,61
12:21,-1,Osandai Vaughn made Free Throw.,51,61
12:16,-1,Foul on Tommie Luke.,51,61
12:07,294,Tanner Rubio Turnover.,51,61
12:06,-1,Andre Brooks Steal.,51,61
12:04,294,Foul on Damien Sears.,51,61
11:43,-1,Shaquille Williams Turnover.,51,61
11:42,294,Damien Sears Steal.,51,61
11:39,-1,Foul on Tommie Luke.,51,61
11:39,294,Official TV Timeout,51,61
11:39,294,Damien Sears made Free Throw.,51,62
11:39,294,Damien Sears missed Free Throw.,51,62
11:39,-1,McDonald Jean-Louis Defensive Rebound.,51,62
11:31,-1,Shaquille Williams missed Three Point Jumper.,51,62
11:31,294,Devin Harris Defensive Rebound.,51,62
11:15,294,Jace Hogan Turnover.,51,62
11:00,-1,McDonald Jean-Louis Turnover.,51,62
10:58,294,Cody Helgeland Steal.,51,62
10:43,294,Devin Harris missed Jumper.,51,62
10:43,-1,Obi Romeo Defensive Rebound.,51,62
10:35,294,Foul on Cody Helgeland.,51,62
10:35,-1,Shaquille Williams made Free Throw.,52,62
10:35,-1,Shaquille Williams made Free Throw.,53,62
10:32,-1,Foul on Nicholas Blocker.,53,62
10:32,294,Tanner Rubio missed Free Throw.,53,62
10:32,-1,Johnathan Childs Defensive Rebound.,53,62
10:17,-1,McDonald Jean-Louis made Jumper. Assisted by Nicholas Blocker.,55,62
10:06,294,JD Notae made Layup. Assisted by Devin Harris.,55,64
9:58,-1,Nicholas Blocker made Layup.,57,64
9:40,294,JD Notae missed Jumper.,57,64
9:40,294,Jace Hogan Offensive Rebound.,57,64
9:40,294,Jace Hogan made Layup.,57,66
9:40,-1,Foul on McDonald Jean-Louis.,57,66
9:40,294,Jace Hogan made Free Throw.,57,67
9:22,-1,Shaquille Williams made Layup.,59,67
9:09,294,Devin Harris made Layup.,59,69
9:05,294,Official TV Timeout,59,69
8:52,-1,Nicholas Blocker Turnover.,59,69
8:52,294,JD Notae Steal.,59,69
8:37,294,JD Notae missed Three Point Jumper.,59,69
8:37,294,Cody Helgeland Offensive Rebound.,59,69
8:35,294,Cody Helgeland Turnover.,59,69
8:33,-1,Shaquille Williams Steal.,59,69
8:31,294,Foul on Devin Harris.,59,69
8:06,-1,Rasheem Etienne missed Three Point Jumper.,59,69
8:06,294,Devin Harris Defensive Rebound.,59,69
8:00,-1,Foul on Rasheem Etienne.,59,69
8:00,294,Jace Hogan missed Free Throw.,59,69
8:00,294,Jacksonville Deadball Team Rebound.,59,69
8:00,294,Jace Hogan made Free Throw.,59,70
7:48,-1,Andre Brooks made Dunk. Assisted by Osandai Vaughn.,61,70
7:25,294,Jace Hogan missed Jumper.,61,70
7:25,294,Tanner Rubio Offensive Rebound.,61,70
7:17,294,Cody Helgeland missed Three Point Jumper.,61,70
7:17,-1,Osandai Vaughn Defensive Rebound.,61,70
6:58,-1,Shaquille Williams missed Three Point Jumper.,61,70
6:58,294,Devin Harris Defensive Rebound.,61,70
6:58,-1,Foul on Johnathan Childs.,61,70
6:58,294,Official TV Timeout,61,70
6:58,294,Devin Harris made Free Throw.,61,71
6:58,294,Devin Harris made Free Throw.,61,72
6:34,-1,Andre Brooks missed Jumper.,61,72
6:34,294,Devin Harris Defensive Rebound.,61,72
6:26,294,JD Notae made Jumper. Assisted by Devin Harris.,61,74
6:08,-1,Webber  Timeout,61,74
5:52,-1,Rasheem Etienne made Layup.,63,74
5:38,294,JD Notae made Jumper.,63,76
5:29,-1,Osandai Vaughn Turnover.,63,76
5:11,-1,Foul on Nikita Orap.,63,76
5:11,294,JD Notae missed Free Throw.,63,76
5:11,294,Jacksonville Deadball Team Rebound.,63,76
5:11,294,JD Notae missed Free Throw.,63,76
5:11,-1,Johnathan Childs Defensive Rebound.,63,76
4:55,294,Foul on Cody Helgeland.,63,76
4:55,-1,Osandai Vaughn missed Free Throw.,63,76
4:55,-1,Webber Deadball Team Rebound.,63,76
4:55,-1,Osandai Vaughn made Free Throw.,64,76
4:40,-1,Foul on Tommie Luke.,64,76
4:40,294,JD Notae made Free Throw.,64,77
4:40,294,JD Notae missed Free Throw.,64,77
4:40,-1,Johnathan Childs Defensive Rebound.,64,77
4:19,-1,Nikita Orap missed Three Point Jumper.,64,77
4:19,294,JD Notae Defensive Rebound.,64,77
4:12,294,Tanner Rubio made Three Point Jumper. Assisted by JD Notae.,64,80
3:47,-1,Rasheem Etienne made Layup. Assisted by Johnathan Childs.,66,80
3:30,294,Radwan Bakkali made Layup.,66,82
3:14,-1,Nikita Orap missed Three Point Jumper.,66,82
3:14,294,Tanner Rubio Defensive Rebound.,66,82
3:07,294,JD Notae Turnover.,66,82
3:07,294,Official TV Timeout,66,82
2:56,-1,Tommie Luke missed Layup.,66,82
2:56,294,Radwan Bakkali Defensive Rebound.,66,82
2:51,-1,Foul on Tommie Luke.,66,82
2:51,294,Radwan Bakkali missed Free Throw.,66,82
2:51,294,Jacksonville Deadball Team Rebound.,66,82
2:51,294,Radwan Bakkali made Free Throw.,66,83
2:42,-1,Garrett Woodmansee missed Three Point Jumper.,66,83
2:42,294,Devin Harris Defensive Rebound.,66,83
2:32,294,Tanner Rubio missed Layup.,66,83
2:32,-1,Johnathan Childs Defensive Rebound.,66,83
2:22,-1,Johnathan Childs missed Three Point Jumper.,66,83
2:22,294,JD Notae Defensive Rebound.,66,83
2:16,294,Radwan Bakkali made Layup. Assisted by JD Notae.,66,85
2:03,-1,Garrett Woodmansee missed Jumper.,66,85
2:03,294,Devin Harris Defensive Rebound.,66,85
1:55,294,Tanner Rubio missed Three Point Jumper.,66,85
1:55,-1,Garrett Woodmansee Defensive Rebound.,66,85
1:55,294,Foul on Radwan Bakkali.,66,85
1:55,-1,Garrett Woodmansee made Free Throw.,67,85
1:55,-1,Garrett Woodmansee missed Free Throw.,67,85
1:55,294,Jace Hogan Defensive Rebound.,67,85
1:47,294,Devin Harris Turnover.,67,85
1:43,-1,Shaquille Williams Steal.,67,85
1:43,-1,Shaquille Williams Turnover.,67,85
1:19,294,Jace Hogan Turnover.,67,85
1:11,-1,Rasheem Etienne missed Three Point Jumper.,67,85
1:11,294,Radwan Bakkali Defensive Rebound.,67,85
0:57,-1,Foul on Shaquille Williams.,67,85
0:57,294,Corey Romich made Free Throw.,67,86
0:57,294,Corey Romich made Free Throw.,67,87
0:50,-1,Shaquille Williams missed Jumper.,67,87
0:50,294,Radwan Bakkali Defensive Rebound.,67,87
0:34,294,Derrick Flowers missed Jumper.,67,87
0:34,-1,Obi Romeo Defensive Rebound.,67,87
0:34,294,Foul on Radwan Bakkali.,67,87
0:34,-1,Obi Romeo made Free Throw.,68,87
0:34,-1,Obi Romeo missed Free Throw.,68,87
0:34,294,Jalyn Hinton Defensive Rebound.,68,87
0:21,-1,Foul on Obi Romeo.,68,87
0:21,294,Radwan Bakkali missed Free Throw.,68,87
0:21,294,Jacksonville Deadball Team Rebound.,68,87
0:21,294,Radwan Bakkali made Free Throw.,68,88
0:11,-1,Garrett Woodmansee missed Three Point Jumper.,68,88
0:11,-1,Andre Brooks Offensive Rebound.,68,88
0:07,-1,Andre Brooks made Layup.,70,88
0:00,294,End of Game,70,88
