Wichita State,25,California,2724
14:05,25,Don Coleman missed Jumper.,6,17
14:05,2724,Austin Reaves Defensive Rebound.,6,17
13:50,2724,Austin Reaves missed Three Point Jumper.,6,17
13:50,2724,Rauno Nurger Offensive Rebound.,6,17
13:44,2724,Austin Reaves missed Three Point Jumper.,6,17
13:44,2724,Rauno Nurger Offensive Rebound.,6,17
13:40,2724,Jump Ball won by Wichita State,6,17
13:35,25,Foul on Kingsley Okoroh.,6,17
13:35,2724,Rashard Kelly missed Free Throw.,6,17
13:35,2724,Wichita State Deadball Team Rebound.,6,17
13:35,2724,Rashard Kelly made Free Throw.,7,17
13:33,25,Deschon Winston Turnover.,7,17
13:33,2724,Rashard Kelly Steal.,7,17
13:21,25,Foul on Kingsley Okoroh.,7,17
13:10,2724,Shaquille Morris missed Layup.,7,17
13:10,25,Justice Sueing Defensive Rebound.,7,17
13:02,25,Justice Sueing missed Jumper.,7,17
13:02,25,Nick Hamilton Offensive Rebound.,7,17
12:56,25,Grant Anticevich Turnover.,7,17
12:54,2724,Austin Reaves made Three Point Jumper.,10,17
12:35,25,Justice Sueing made Three Point Jumper. Assisted by Deschon Winston.,10,20
12:18,2724,Landry Shamet made Three Point Jumper. Assisted by Austin Reaves.,13,20
12:00,25,Justice Sueing made Three Point Jumper.,13,23
11:48,2724,Austin Reaves missed Three Point Jumper.,13,23
11:48,2724,Wichita State Offensive Rebound.,13,23
11:41,25,Official TV Timeout,13,23
11:37,2724,Foul on Rauno Nurger.,13,23
11:37,2724,Rauno Nurger Turnover.,13,23
11:34,25,Foul on Don Coleman.,13,23
11:34,25,Don Coleman Turnover.,13,23
11:20,25,Foul on Grant Anticevich.,13,23
11:20,2724,Zach Brown made Free Throw.,14,23
11:20,2724,Zach Brown made Free Throw.,15,23
11:01,25,Don Coleman missed Jumper.,15,23
11:01,2724,Rauno Nurger Defensive Rebound.,15,23
10:43,2724,Rauno Nurger missed Jumper.,15,23
10:43,25,Grant Anticevich Defensive Rebound.,15,23
10:22,25,Deschon Winston Turnover.,15,23
10:22,2724,Austin Reaves Steal.,15,23
10:17,2724,Shaquille Morris Turnover.,15,23
9:59,2724,Foul on Shaquille Morris.,15,23
9:59,25,Don Coleman made Free Throw.,15,24
9:59,25,Don Coleman made Free Throw.,15,25
9:54,2724,Conner Frankamp missed Three Point Jumper.,15,25
9:54,25,California Defensive Rebound.,15,25
9:31,25,Grant Anticevich missed Jumper.,15,25
9:31,25,Juhwan Harris-Dyson Offensive Rebound.,15,25
9:28,25,Juhwan Harris-Dyson made Layup.,15,27
9:14,2724,Landry Shamet Turnover.,15,27
9:14,25,Darius McNeill Steal.,15,27
9:11,25,Don Coleman made Layup. Assisted by Darius McNeill.,15,29
8:47,2724,Shaquille Morris made Dunk. Assisted by Landry Shamet.,17,29
8:26,25,Justice Sueing missed Layup.,17,29
8:26,2724,Shaquille Morris Block.,17,29
8:26,2724,Landry Shamet Defensive Rebound.,17,29
8:18,2724,Landry Shamet made Three Point Jumper.,20,29
8:18,25,Foul on Darius McNeill.,20,29
8:18,2724,Landry Shamet made Free Throw.,21,29
8:15,25,Austin McCullough missed Three Point Jumper.,21,29
8:15,2724,Darral Willis Jr. Defensive Rebound.,21,29
7:59,2724,Landry Shamet made Three Point Jumper. Assisted by Shaquille Morris.,24,29
7:28,25,Don Coleman missed Three Point Jumper.,24,29
7:28,25,Grant Anticevich Offensive Rebound.,24,29
7:17,25,Don Coleman made Layup.,24,31
6:52,2724,Darral Willis Jr. Turnover.,24,31
6:51,25,Official TV Timeout,24,31
6:33,25,Grant Anticevich made Jumper. Assisted by Austin McCullough.,24,33
6:13,2724,Rauno Nurger made Jumper.,26,33
5:51,25,Don Coleman made Layup.,26,35
5:34,2724,Samajae Haynes-Jones missed Jumper.,26,35
5:34,2724,Darral Willis Jr. Offensive Rebound.,26,35
5:29,25,Foul on Grant Anticevich.,26,35
5:29,2724,Darral Willis Jr. made Free Throw.,27,35
5:29,2724,Darral Willis Jr. missed Free Throw.,27,35
5:29,25,Justice Sueing Defensive Rebound.,27,35
5:17,2724,Foul on Samajae Haynes-Jones.,27,35
5:17,25,Darius McNeill made Free Throw.,27,36
5:17,25,Darius McNeill made Free Throw.,27,37
5:03,2724,Rauno Nurger Turnover.,27,37
5:03,25,Don Coleman Steal.,27,37
4:56,2724,Foul on Zach Brown.,27,37
4:56,25,Don Coleman missed Free Throw.,27,37
4:56,25,California Deadball Team Rebound.,27,37
4:56,25,Don Coleman made Free Throw.,27,38
4:41,2724,Shaquille Morris made Layup. Assisted by Zach Brown.,29,38
4:20,25,Roman Davis missed Jumper.,29,38
4:20,2724,Rashard Kelly Defensive Rebound.,29,38
4:12,2724,Landry Shamet made Three Point Jumper. Assisted by Austin Reaves.,32,38
3:51,25,Don Coleman missed Layup.,32,38
3:51,2724,Zach Brown Defensive Rebound.,32,38
3:48,25,Foul on Don Coleman.,32,38
3:48,2724,Zach Brown made Free Throw.,33,38
3:48,25,Official TV Timeout,32,38
3:48,2724,Zach Brown made Free Throw.,34,38
3:28,25,Grant Anticevich missed Three Point Jumper.,34,38
3:28,2724,Austin Reaves Defensive Rebound.,34,38
3:10,2724,Shaquille Morris Turnover.,34,38
3:10,25,Darius McNeill Steal.,34,38
3:05,25,Darius McNeill missed Jumper.,34,38
3:05,25,Juhwan Harris-Dyson Offensive Rebound.,34,38
2:55,2724,Foul on Zach Brown.,34,38
2:55,25,Juhwan Harris-Dyson made Free Throw.,34,39
2:55,25,Juhwan Harris-Dyson missed Free Throw.,34,39
2:55,2724,Austin Reaves Defensive Rebound.,34,39
2:25,2724,Shaquille Morris missed Jumper.,34,39
2:25,2724,Rashard Kelly Offensive Rebound.,34,39
2:25,2724,Rashard Kelly made Two Point Tip Shot.,36,39
2:01,25,Don Coleman made Three Point Jumper. Assisted by Darius McNeill.,36,42
1:45,2724,Austin Reaves missed Jumper.,36,42
1:45,25,Justice Sueing Defensive Rebound.,36,42
1:15,2724,Foul on Landry Shamet.,36,42
1:15,25,Justice Sueing made Free Throw.,36,43
1:15,25,Justice Sueing made Free Throw.,36,44
0:59,2724,Samajae Haynes-Jones missed Jumper.,36,44
0:59,2724,Rashard Kelly Offensive Rebound.,36,44
0:43,2724,Wichita State  Turnover.,36,44
0:24,25,Don Coleman made Three Point Jumper.,36,47
0:10,2724,Samajae Haynes-Jones made Jumper.,38,47
0:00,25,End of 1st half,38,47
20:00,25,Jump Ball won by California,38,47
19:48,25,Kingsley Okoroh missed Jumper.,38,47
19:48,25,Marcus Lee Offensive Rebound.,38,47
19:44,25,Kingsley Okoroh Turnover.,38,47
19:26,2724,Samajae Haynes-Jones missed Jumper.,38,47
19:26,25,Justice Sueing Block.,38,47
19:26,25,Kingsley Okoroh Defensive Rebound.,38,47
19:18,25,Don Coleman made Layup.,38,49
19:06,25,Foul on Don Coleman.,38,49
18:58,2724,Darral Willis Jr. missed Three Point Jumper.,38,49
18:58,25,Marcus Lee Defensive Rebound.,38,49
18:36,2724,Foul on Shaquille Morris.,38,49
18:36,25,Kingsley Okoroh made Free Throw.,38,50
18:36,25,Kingsley Okoroh made Free Throw.,38,51
18:23,2724,Shaquille Morris made Jumper. Assisted by Darral Willis Jr..,40,51
18:12,25,Darius McNeill made Jumper.,40,53
17:57,2724,Darral Willis Jr. missed Jumper.,40,53
17:57,25,Darius McNeill Defensive Rebound.,40,53
17:50,25,Darius McNeill made Jumper.,40,55
17:34,25,Foul on Justice Sueing.,40,55
17:31,2724,Zach Brown missed Three Point Jumper.,40,55
17:31,25,Don Coleman Defensive Rebound.,40,55
17:10,25,Darius McNeill missed Jumper.,40,55
17:10,25,Kingsley Okoroh Offensive Rebound.,40,55
17:07,25,Kingsley Okoroh missed Jumper.,40,55
17:07,2724,Shaquille Morris Defensive Rebound.,40,55
17:00,2724,Conner Frankamp missed Three Point Jumper.,40,55
17:00,25,Kingsley Okoroh Defensive Rebound.,40,55
16:38,25,Justice Sueing made Three Point Jumper.,40,58
16:38,2724,Foul on Landry Shamet.,40,58
16:38,25,Justice Sueing missed Free Throw.,40,58
16:38,2724,Shaquille Morris Defensive Rebound.,40,58
16:25,25,Foul on Darius McNeill.,40,58
16:09,25,Foul on Marcus Lee.,40,58
16:09,2724,Shaquille Morris missed Free Throw.,40,58
16:09,2724,Wichita State Deadball Team Rebound.,40,58
16:09,2724,Shaquille Morris missed Free Throw.,40,58
16:09,25,Marcus Lee Defensive Rebound.,40,58
15:56,25,Don Coleman missed Jumper.,40,58
15:56,2724,Shaquille Morris Block.,40,58
15:56,2724,Austin Reaves Defensive Rebound.,40,58
15:50,2724,Shaquille Morris missed Three Point Jumper.,40,58
15:50,2724,Austin Reaves Offensive Rebound.,40,58
15:32,2724,Conner Frankamp missed Layup.,40,58
15:32,25,Marcus Lee Block.,40,58
15:32,2724,Shaquille Morris Offensive Rebound.,40,58
15:24,2724,Shaquille Morris made Layup.,42,58
15:19,25,Official TV Timeout,42,58
15:19,25,Justice Sueing Turnover.,42,58
15:19,2724,Conner Frankamp Steal.,42,58
15:14,2724,Conner Frankamp missed Three Point Jumper.,42,58
15:14,2724,Rashard Kelly Offensive Rebound.,42,58
15:09,2724,Rashard Kelly missed Layup.,42,58
15:09,2724,Rashard Kelly Offensive Rebound.,42,58
15:02,25,Foul on Marcus Lee.,42,58
15:02,2724,Rashard Kelly made Free Throw.,43,58
15:02,2724,Rashard Kelly made Free Throw.,44,58
14:37,25,Kingsley Okoroh missed Jumper.,44,58
14:37,25,California Offensive Rebound.,44,58
14:34,25,Darius McNeill missed Three Point Jumper.,44,58
14:34,2724,Rashard Kelly Defensive Rebound.,44,58
14:27,2724,Rashard Kelly Turnover.,44,58
14:27,25,Don Coleman Steal.,44,58
14:20,25,Don Coleman missed Jumper.,44,58
14:20,2724,Rashard Kelly Block.,44,58
14:20,2724,Conner Frankamp Defensive Rebound.,44,58
14:09,2724,Zach Brown missed Three Point Jumper.,44,58
14:09,2724,Austin Reaves Offensive Rebound.,44,58
14:03,2724,Austin Reaves Turnover.,44,58
13:55,25,Grant Anticevich missed Three Point Jumper.,44,58
13:55,25,Kingsley Okoroh Offensive Rebound.,44,58
13:49,25,Darius McNeill made Three Point Jumper. Assisted by Don Coleman.,44,61
13:38,2724,Conner Frankamp missed Three Point Jumper.,44,61
13:38,25,Don Coleman Defensive Rebound.,44,61
13:32,2724,Foul on Rashard Kelly.,44,61
13:30,25,Juhwan Harris-Dyson Turnover.,44,61
13:27,2724,Conner Frankamp made Three Point Jumper. Assisted by Austin Reaves.,47,61
12:58,25,Darius McNeill missed Three Point Jumper.,47,61
12:58,2724,Rashard Kelly Defensive Rebound.,47,61
12:53,25,Foul on Nick Hamilton.,47,61
12:50,2724,Rauno Nurger made Layup. Assisted by Rashard Kelly.,49,61
12:38,25,California  Timeout,49,61
12:23,25,Juhwan Harris-Dyson missed Jumper.,49,61
12:23,2724,Wichita State Deadball Team Rebound.,49,61
12:18,2724,Conner Frankamp missed Three Point Jumper.,49,61
12:18,2724,Rauno Nurger Offensive Rebound.,49,61
12:13,25,Foul on Juhwan Harris-Dyson.,49,61
12:13,2724,Rauno Nurger missed Free Throw.,49,61
12:13,2724,Rashard Kelly Offensive Rebound.,49,61
11:56,2724,Rauno Nurger made Layup. Assisted by Zach Brown.,51,61
11:56,25,Foul on Grant Anticevich.,51,61
11:56,25,Official TV Timeout,51,61
11:56,2724,Rauno Nurger made Free Throw.,52,61
11:53,25,Darius McNeill Turnover.,52,61
11:26,2724,Rashard Kelly missed Jumper.,52,61
11:26,2724,Rauno Nurger Offensive Rebound.,52,61
11:23,2724,Rauno Nurger made Layup.,54,61
11:09,2724,Foul on Austin Reaves.,54,61
11:04,25,Justice Sueing made Layup. Assisted by Juhwan Harris-Dyson.,54,63
10:45,2724,Austin Reaves missed Jumper.,54,63
10:45,25,California Defensive Rebound.,54,63
10:38,2724,Foul on Samajae Haynes-Jones.,54,63
10:37,25,Darius McNeill missed Jumper.,54,63
10:37,2724,Samajae Haynes-Jones Defensive Rebound.,54,63
10:34,25,Foul on Kingsley Okoroh.,54,63
10:34,2724,Samajae Haynes-Jones made Free Throw.,55,63
10:34,2724,Samajae Haynes-Jones made Free Throw.,56,63
10:27,25,Justice Sueing missed Jumper.,56,63
10:27,25,Juhwan Harris-Dyson Offensive Rebound.,56,63
10:18,2724,Foul on Rauno Nurger.,56,63
10:18,25,Darius McNeill made Free Throw.,56,64
10:18,25,Darius McNeill made Free Throw.,56,65
10:12,2724,Samajae Haynes-Jones missed Layup.,56,65
10:12,25,California Defensive Rebound.,56,65
10:10,25,Justice Sueing Turnover.,56,65
10:10,2724,Samajae Haynes-Jones Steal.,56,65
10:05,2724,Darral Willis Jr. made Layup. Assisted by Samajae Haynes-Jones.,58,65
9:44,25,Justice Sueing made Jumper. Assisted by Don Coleman.,58,67
9:29,2724,Landry Shamet made Jumper.,60,67
9:20,25,Don Coleman made Three Point Jumper. Assisted by Darius McNeill.,60,70
8:52,2724,Landry Shamet missed Jumper.,60,70
8:52,2724,Shaquille Morris Offensive Rebound.,60,70
8:48,2724,Shaquille Morris made Dunk.,62,70
8:39,25,Juhwan Harris-Dyson Turnover.,62,70
8:39,2724,Zach Brown Steal.,62,70
8:37,2724,Wichita State  Timeout,62,70
8:35,2724,Conner Frankamp missed Three Point Jumper.,62,70
8:35,25,California Defensive Rebound.,62,70
8:32,25,Juhwan Harris-Dyson Turnover.,62,70
8:32,2724,Landry Shamet Steal.,62,70
8:29,2724,Landry Shamet made Dunk.,64,70
8:23,25,Don Coleman Turnover.,64,70
8:23,2724,Zach Brown Steal.,64,70
8:14,25,Foul on Juhwan Harris-Dyson.,64,70
8:14,2724,Landry Shamet made Free Throw.,65,70
8:14,2724,Landry Shamet made Free Throw.,66,70
8:06,2724,Foul on Landry Shamet.,66,70
8:06,25,Don Coleman made Free Throw.,66,71
8:06,25,Don Coleman made Free Throw.,66,72
7:53,2724,Conner Frankamp missed Layup.,66,72
7:53,25,Darius McNeill Defensive Rebound.,66,72
7:29,25,Don Coleman missed Jumper.,66,72
7:29,2724,Conner Frankamp Defensive Rebound.,66,72
7:21,2724,Conner Frankamp missed Layup.,66,72
7:21,25,Marcus Lee Block.,66,72
7:21,25,Justice Sueing Defensive Rebound.,66,72
7:11,2724,Foul on Rashard Kelly.,66,72
7:11,25,Official TV Timeout,66,72
7:11,25,Darius McNeill made Free Throw.,66,73
7:11,25,Darius McNeill made Free Throw.,66,74
6:50,25,Foul on Kingsley Okoroh.,66,74
6:50,2724,Shaquille Morris made Free Throw.,67,74
6:50,2724,Shaquille Morris made Free Throw.,68,74
6:26,25,Darius McNeill missed Layup.,68,74
6:26,25,Marcus Lee Offensive Rebound.,68,74
6:22,25,Marcus Lee made Layup.,68,76
6:11,2724,Zach Brown missed Three Point Jumper.,68,76
6:11,2724,Rashard Kelly Offensive Rebound.,68,76
6:08,25,Foul on Justice Sueing.,68,76
6:08,2724,Rashard Kelly missed Free Throw.,68,76
6:08,2724,Wichita State Deadball Team Rebound.,68,76
6:08,2724,Rashard Kelly made Free Throw.,69,76
6:03,25,California  Timeout,69,76
5:49,25,Justice Sueing missed Three Point Jumper.,69,76
5:49,2724,Shaquille Morris Defensive Rebound.,69,76
5:42,25,Foul on Kingsley Okoroh.,69,76
5:42,2724,Shaquille Morris made Free Throw.,70,76
5:42,2724,Shaquille Morris made Free Throw.,71,76
5:40,25,Darius McNeill Turnover.,71,76
5:30,2724,Shaquille Morris made Layup. Assisted by Austin Reaves.,73,76
5:30,25,Foul on Marcus Lee.,73,76
5:30,2724,Shaquille Morris made Free Throw.,74,76
5:27,25,Don Coleman missed Jumper.,74,76
5:27,2724,Zach Brown Defensive Rebound.,74,76
5:19,2724,Samajae Haynes-Jones made Jumper.,76,76
5:12,25,Don Coleman missed Jumper.,76,76
5:12,2724,Shaquille Morris Block.,76,76
5:12,25,California Offensive Rebound.,76,76
5:03,2724,Foul on Shaquille Morris.,76,76
5:03,25,Grant Anticevich made Free Throw.,76,77
5:03,25,Grant Anticevich made Free Throw.,76,78
4:42,2724,Shaquille Morris missed Jumper.,76,78
4:42,2724,Rauno Nurger Offensive Rebound.,76,78
4:38,2724,Rauno Nurger made Layup.,78,78
4:06,25,Justice Sueing made Jumper. Assisted by Grant Anticevich.,78,80
3:55,2724,Zach Brown missed Three Point Jumper.,78,80
3:55,25,Justice Sueing Block.,78,80
3:55,2724,Wichita State Offensive Rebound.,78,80
3:52,25,Official TV Timeout,78,80
3:38,2724,Shaquille Morris made Layup.,80,80
3:24,2724,Jump Ball won by Wichita State,80,80
3:24,25,Darius McNeill Turnover.,80,80
3:24,2724,Zach Brown Steal.,80,80
3:12,2724,Shaquille Morris made Jumper. Assisted by Conner Frankamp.,82,80
3:06,25,Justice Sueing Turnover.,82,80
3:06,2724,Conner Frankamp Steal.,82,80
2:58,2724,Zach Brown missed Layup.,82,80
2:58,25,Juhwan Harris-Dyson Block.,82,80
2:58,2724,Zach Brown Offensive Rebound.,82,80
2:49,2724,Shaquille Morris made Jumper.,84,80
2:35,25,Don Coleman missed Layup.,84,80
2:35,2724,Shaquille Morris Defensive Rebound.,84,80
2:13,2724,Zach Brown made Jumper.,86,80
1:57,25,Juhwan Harris-Dyson missed Layup.,86,80
1:57,2724,Shaquille Morris Block.,86,80
1:57,25,California Offensive Rebound.,86,80
1:54,25,Justice Sueing missed Three Point Jumper.,86,80
1:54,2724,Landry Shamet Defensive Rebound.,86,80
1:27,2724,Landry Shamet missed Jumper.,86,80
1:27,2724,Darral Willis Jr. Offensive Rebound.,86,80
1:22,2724,Darral Willis Jr. missed Layup.,86,80
1:22,2724,Darral Willis Jr. Offensive Rebound.,86,80
1:07,25,Foul on Don Coleman.,86,80
1:07,2724,Samajae Haynes-Jones made Free Throw.,87,80
1:07,2724,Samajae Haynes-Jones made Free Throw.,88,80
1:02,25,Don Coleman made Layup.,88,82
0:54,25,Foul on Austin McCullough.,88,82
0:54,2724,Samajae Haynes-Jones missed Free Throw.,88,82
0:54,2724,Wichita State Deadball Team Rebound.,88,82
0:54,2724,Samajae Haynes-Jones missed Free Throw.,88,82
0:54,25,Darius McNeill Defensive Rebound.,88,82
0:50,25,Darius McNeill missed Jumper.,88,82
0:50,2724,Wichita State Defensive Rebound.,88,82
0:42,25,Foul on Austin McCullough.,88,82
0:42,2724,Austin Reaves made Free Throw.,89,82
0:42,2724,Austin Reaves made Free Throw.,90,82
0:29,25,Don Coleman Turnover.,90,82
0:26,2724,Landry Shamet made Dunk.,92,82
0:12,25,Don Coleman missed Three Point Jumper.,92,82
0:12,2724,Austin Reaves Defensive Rebound.,92,82
0:00,25,End of Game,92,82
