Lake Erie,Error,Bowling Green,189
14:46,-1,Foul on Erron James.,61,66
14:46,189,Official TV Timeout,61,66
14:46,189,Demajeo Wiggins made Free Throw.,61,67
14:46,189,Demajeo Wiggins made Free Throw.,61,68
14:38,-1,Erron James Turnover.,61,68
14:26,-1,Foul on Lamont Rhodes.,61,68
14:26,189,Demajeo Wiggins missed Free Throw.,61,68
14:26,189,Bowling Green Deadball Team Rebound.,61,68
14:26,189,Demajeo Wiggins made Free Throw.,61,69
14:09,-1,Michael Morris Turnover.,61,69
14:08,189,Nelly Cummings Steal.,61,69
14:06,189,Nelly Cummings made Layup.,61,71
14:03,-1,Lake Erie College  Timeout,61,71
13:46,-1,Gabe Kynard Turnover.,61,71
13:45,189,Rodrick Caldwell Steal.,61,71
13:41,189,Rodrick Caldwell made Layup.,61,73
13:28,-1,Erron James Turnover.,61,73
13:28,-1,Foul on Erron James.,61,73
13:12,-1,Foul on Harrison Riggs.,61,73
13:12,189,Demajeo Wiggins made Free Throw.,61,74
13:12,189,Demajeo Wiggins made Free Throw.,61,75
13:01,189,Foul on Derek Koch.,61,75
12:59,-1,Ryan Middendorf made Three Point Jumper. Assisted by David Dunnigan.,64,75
12:46,189,Demajeo Wiggins missed Jumper.,64,75
12:46,-1,Gabe Kynard Defensive Rebound.,64,75
12:36,-1,Gabe Kynard made Layup. Assisted by Harrison Riggs.,66,75
12:36,189,Foul on Demajeo Wiggins.,66,75
12:36,-1,Gabe Kynard made Free Throw.,67,75
12:26,189,Daeqwon Plowden made Jumper. Assisted by Rodrick Caldwell.,67,77
12:10,-1,David Dunnigan missed Jumper.,67,77
12:10,189,Jeffrey Uju Defensive Rebound.,67,77
11:56,189,Nelly Cummings missed Three Point Jumper.,67,77
11:56,-1,Brogan Scott Defensive Rebound.,67,77
11:35,189,Foul on Dylan Frye.,67,77
11:27,189,Official TV Timeout,67,77
11:27,-1,Ryan Middendorf missed Free Throw.,67,77
11:27,-1,Lake Erie College Deadball Team Rebound.,67,77
11:27,-1,Ryan Middendorf made Free Throw.,68,77
11:27,-1,Ryan Middendorf made Free Throw.,69,77
11:13,189,Daeqwon Plowden made Dunk. Assisted by Dylan Frye.,69,79
10:58,-1,David Dunnigan Turnover.,69,79
10:58,-1,Foul on David Dunnigan.,69,79
10:46,189,Rodrick Caldwell Turnover.,69,79
10:28,-1,Brogan Scott missed Jumper.,69,79
10:28,-1,Brogan Scott Offensive Rebound.,69,79
10:26,189,Foul on Dylan Frye.,69,79
10:26,-1,Brogan Scott made Free Throw.,70,79
10:26,-1,Brogan Scott made Free Throw.,71,79
10:10,189,Rodrick Caldwell missed Jumper.,71,79
10:10,189,Jeffrey Uju Offensive Rebound.,71,79
10:07,-1,Foul on Gabe Kynard.,71,79
10:07,189,Daeqwon Plowden missed Free Throw.,71,79
10:07,189,Bowling Green Deadball Team Rebound.,71,79
10:07,189,Daeqwon Plowden missed Free Throw.,71,79
10:07,-1,Ryan Middendorf Defensive Rebound.,71,79
9:55,-1,Lamont Rhodes made Layup. Assisted by Harrison Riggs.,73,79
9:27,189,Daeqwon Plowden made Three Point Jumper. Assisted by Dylan Frye.,73,82
9:04,-1,Ryan Middendorf made Three Point Jumper. Assisted by Kyle Hagey.,76,82
8:43,189,Rodrick Caldwell missed Jumper.,76,82
8:43,189,Jeffrey Uju Offensive Rebound.,76,82
8:40,189,Jeffrey Uju made Two Point Tip Shot.,76,84
8:24,-1,Kyle Hagey missed Layup.,76,84
8:24,-1,Kyle Hagey Offensive Rebound.,76,84
8:16,-1,Brogan Scott missed Jumper.,76,84
8:16,189,Daeqwon Plowden Defensive Rebound.,76,84
8:09,189,Nelly Cummings made Layup. Assisted by Daeqwon Plowden.,76,86
7:52,-1,Harrison Riggs made Three Point Jumper. Assisted by Brogan Scott.,79,86
7:35,189,Jeffrey Uju made Layup. Assisted by Dylan Frye.,79,88
7:15,-1,Lamont Rhodes missed Jumper.,79,88
7:15,189,Daeqwon Plowden Defensive Rebound.,79,88
7:05,189,Daeqwon Plowden missed Layup.,79,88
7:05,-1,Lamont Rhodes Defensive Rebound.,79,88
6:49,189,Official TV Timeout,79,88
6:46,-1,Kyle Hagey made Three Point Jumper. Assisted by Lamont Rhodes.,82,88
6:22,189,Jeffrey Uju missed Layup.,82,88
6:22,-1,Mitch Loomis Block.,82,88
6:20,-1,Gabe Kynard Defensive Rebound.,82,88
6:04,-1,Gabe Kynard Turnover.,82,88
6:04,189,Nelly Cummings Steal.,82,88
6:02,189,Jeffrey Uju made Dunk. Assisted by Nelly Cummings.,82,90
5:54,-1,Kyle Hagey missed Jumper.,82,90
5:54,189,Rodrick Caldwell Defensive Rebound.,82,90
5:48,189,Dylan Frye missed Jumper.,82,90
5:48,-1,Lamont Rhodes Defensive Rebound.,82,90
5:42,-1,Kyle Hagey Turnover.,82,90
5:40,189,Dylan Frye Steal.,82,90
5:39,189,Dylan Frye made Layup.,82,92
5:39,-1,Foul on Gabe Kynard.,82,92
5:39,189,Dylan Frye made Free Throw.,82,93
5:22,-1,Jordan Humphrey made Layup.,84,93
5:13,189,Dylan Frye Turnover.,84,93
5:13,189,Foul on Dylan Frye.,84,93
4:58,-1,Gabe Kynard made Layup. Assisted by Mitch Loomis.,86,93
4:42,-1,Foul on Mitch Loomis.,86,93
4:42,189,Demajeo Wiggins missed Free Throw.,86,93
4:42,189,Bowling Green Deadball Team Rebound.,86,93
4:42,189,Demajeo Wiggins made Free Throw.,86,94
4:29,189,Foul on Derek Koch.,86,94
4:26,-1,Jordan Humphrey missed Three Point Jumper.,86,94
4:26,-1,Gabe Kynard Offensive Rebound.,86,94
4:20,-1,Gabe Kynard Turnover.,86,94
4:20,-1,Foul on Gabe Kynard.,86,94
4:07,189,Demajeo Wiggins missed Layup.,86,94
4:07,-1,Jordan Humphrey Defensive Rebound.,86,94
4:07,189,Foul on Daeqwon Plowden.,86,94
4:07,-1,Michael Morris made Free Throw.,87,94
4:07,-1,Michael Morris made Free Throw.,88,94
3:42,189,Official TV Timeout,88,94
3:40,189,Daeqwon Plowden missed Jumper.,88,94
3:40,189,Demajeo Wiggins Offensive Rebound.,88,94
3:33,189,Demajeo Wiggins missed Jumper.,88,94
3:33,189,Daeqwon Plowden Offensive Rebound.,88,94
3:29,189,Daeqwon Plowden missed Layup.,88,94
3:29,-1,Jordan Humphrey Defensive Rebound.,88,94
3:25,-1,Jordan Humphrey made Layup.,90,94
3:05,189,Nelly Cummings missed Jumper.,90,94
3:05,189,Daeqwon Plowden Offensive Rebound.,90,94
3:01,189,Daeqwon Plowden missed Jumper.,90,94
3:01,-1,Jordan Humphrey Defensive Rebound.,90,94
2:43,-1,Gabe Kynard Turnover.,90,94
2:31,189,Dylan Frye missed Three Point Jumper.,90,94
2:31,-1,Michael Morris Defensive Rebound.,90,94
2:08,-1,Michael Morris made Three Point Jumper. Assisted by Harrison Riggs.,93,94
2:03,189,Bowling Green  Timeout,93,94
1:45,189,Nelly Cummings missed Three Point Jumper.,93,94
1:45,-1,Gabe Kynard Defensive Rebound.,93,94
1:25,-1,Jordan Humphrey Turnover.,93,94
1:24,189,Nelly Cummings Steal.,93,94
1:23,-1,Foul on Michael Morris.,93,94
1:23,189,Dylan Frye made Free Throw.,93,95
1:23,189,Dylan Frye missed Free Throw.,93,95
1:23,189,Bowling Green Deadball Team Rebound.,93,95
1:06,189,Rodrick Caldwell missed Three Point Jumper.,93,95
1:06,-1,Gabe Kynard Defensive Rebound.,93,95
0:57,-1,Lake Erie College  Timeout,93,95
0:43,-1,Gabe Kynard made Layup.,95,95
0:32,189,Bowling Green  Timeout,95,95
0:16,189,Rodrick Caldwell missed Three Point Jumper.,95,95
0:16,189,Nelly Cummings Offensive Rebound.,95,95
0:11,189,Nelly Cummings made Layup.,95,97
0:10,189,Bowling Green  Timeout,95,97
0:04,-1,Harrison Riggs made Layup.,97,97
0:04,-1,Lake Erie College  Timeout,97,97
0:00,189,Nelly Cummings missed Three Point Jumper.,97,97
0:00,-1,Lake Erie College Deadball Team Rebound.,97,97
0:00,189,End of 2nd half,97,97
4:49,189,Rodrick Caldwell missed Layup.,97,97
4:49,-1,Gabe Kynard Defensive Rebound.,97,97
4:49,189,Foul on Demajeo Wiggins.,97,97
4:49,-1,Gabe Kynard made Free Throw.,98,97
4:49,-1,Gabe Kynard made Free Throw.,99,97
4:28,189,Demajeo Wiggins made Dunk. Assisted by Rodrick Caldwell.,99,99
4:05,-1,Gabe Kynard made Layup.,101,99
4:05,189,Foul on Nelly Cummings.,101,99
4:05,-1,Gabe Kynard made Free Throw.,102,99
3:57,-1,Foul on Harrison Riggs.,102,99
3:57,189,Rodrick Caldwell made Free Throw.,102,100
3:57,189,Rodrick Caldwell made Free Throw.,102,101
3:37,-1,Harrison Riggs Turnover.,102,101
3:36,189,Nelly Cummings Steal.,102,101
3:33,189,Nelly Cummings made Layup.,102,103
3:14,-1,Gabe Kynard missed Three Point Jumper.,102,103
3:14,189,Dylan Frye Defensive Rebound.,102,103
3:08,-1,Foul on Jordan Humphrey.,102,103
3:08,189,Dylan Frye missed Free Throw.,102,103
3:08,189,Bowling Green Deadball Team Rebound.,102,103
3:08,189,Dylan Frye missed Free Throw.,102,103
3:08,-1,Mitch Loomis Defensive Rebound.,102,103
3:02,-1,Ryan Middendorf missed Layup.,102,103
3:02,189,Demajeo Wiggins Defensive Rebound.,102,103
2:55,189,Nelly Cummings missed Layup.,102,103
2:55,-1,Mitch Loomis Defensive Rebound.,102,103
2:16,-1,Erron James Turnover.,102,103
1:59,189,Demajeo Wiggins missed Jumper.,102,103
1:59,-1,Mitch Loomis Defensive Rebound.,102,103
1:49,189,Foul on Nelly Cummings.,102,103
1:49,-1,Ryan Middendorf made Free Throw.,103,103
1:49,-1,Ryan Middendorf made Free Throw.,104,103
1:35,-1,Foul on Harrison Riggs.,104,103
1:35,189,Rodrick Caldwell made Free Throw.,104,104
1:35,189,Rodrick Caldwell made Free Throw.,104,105
1:22,-1,Mitch Loomis missed Layup.,104,105
1:22,189,Matt Fox Block.,104,105
1:20,-1,Mitch Loomis Offensive Rebound.,104,105
1:18,-1,Mitch Loomis made Layup.,106,105
1:07,189,Dylan Frye Turnover.,106,105
1:06,-1,Gabe Kynard Steal.,106,105
0:51,-1,Jordan Humphrey Turnover.,106,105
0:50,189,Demajeo Wiggins Steal.,106,105
0:45,189,Dylan Frye made Layup. Assisted by Rodrick Caldwell.,106,107
0:25,-1,Michael Morris missed Layup.,106,107
0:25,189,Demajeo Wiggins Defensive Rebound.,106,107
0:24,-1,Foul on Mitch Loomis.,106,107
0:24,189,Demajeo Wiggins made Free Throw.,106,108
0:24,189,Demajeo Wiggins made Free Throw.,106,109
0:18,-1,Lake Erie College  Timeout,106,109
0:02,-1,Ryan Middendorf missed Three Point Jumper.,106,109
0:02,189,Daeqwon Plowden Defensive Rebound.,106,109
0:00,189,End of Game,106,109
