Marquette,2670,VCU,269
8:17,269,Greg Elliott Turnover.,25,20
8:04,2670,Marcus Santos-Silva made Layup. Assisted by Sean Mobley.,25,22
7:50,2670,Official TV Timeout,25,22
7:47,269,Haanif Cheatham made Jumper. Assisted by Markus Howard.,27,22
7:29,2670,Marcus Santos-Silva missed Layup.,27,22
7:29,269,Matt Heldt Block.,27,22
7:29,269,Sam Hauser Defensive Rebound.,27,22
7:12,269,Sam Hauser Turnover.,27,22
7:05,2670,Sean Mobley made Three Point Jumper. Assisted by De'Riante Jenkins.,27,25
6:46,269,Sam Hauser missed Three Point Jumper.,27,25
6:46,2670,Sean Mobley Defensive Rebound.,27,25
6:37,2670,Malik Crowfield missed Three Point Jumper.,27,25
6:37,269,Haanif Cheatham Defensive Rebound.,27,25
6:07,269,Markus Howard missed Three Point Jumper.,27,25
6:07,2670,Sean Mobley Defensive Rebound.,27,25
5:58,2670,Issac Vann missed Three Point Jumper.,27,25
5:58,269,Sam Hauser Defensive Rebound.,27,25
5:51,269,Sacar Anim made Layup.,29,25
5:28,2670,De'Riante Jenkins made Three Point Jumper. Assisted by Sean Mobley.,29,28
5:19,269,Haanif Cheatham made Layup. Assisted by Markus Howard.,31,28
4:53,2670,Sean Mobley missed Layup.,31,28
4:53,269,Haanif Cheatham Defensive Rebound.,31,28
4:43,269,Haanif Cheatham made Layup.,33,28
4:43,2670,Foul on Issac Vann.,33,28
4:43,269,Haanif Cheatham made Free Throw.,34,28
4:37,2670,De'Riante Jenkins missed Three Point Jumper.,34,28
4:37,2670,Mike'l Simms Offensive Rebound.,34,28
4:29,2670,Khris Lane made Layup. Assisted by Mike'l Simms.,34,30
4:03,269,Andrew Rowsey missed Three Point Jumper.,34,30
4:03,269,Andrew Rowsey Offensive Rebound.,34,30
3:55,269,Jamal Cain made Three Point Jumper. Assisted by Haanif Cheatham.,37,30
3:39,2670,Mike'l Simms missed Three Point Jumper.,37,30
3:35,2670,VCU Offensive Rebound.,37,30
3:35,269,Foul on Matt Heldt.,37,30
3:35,2670,Official TV Timeout,37,30
3:31,269,Foul on Sacar Anim.,37,30
3:31,2670,Khris Lane missed Free Throw.,37,30
3:31,269,Marquette Defensive Rebound.,37,30
3:27,269,Andrew Rowsey made Jumper.,39,30
3:16,2670,De'Riante Jenkins made Three Point Jumper. Assisted by Mike'l Simms.,39,33
3:01,2670,Foul on De'Riante Jenkins.,39,33
3:01,269,Haanif Cheatham missed Free Throw.,39,33
3:01,269,Marquette Deadball Team Rebound.,39,33
3:01,269,Haanif Cheatham missed Free Throw.,39,33
3:01,269,Sam Hauser Offensive Rebound.,39,33
2:53,269,Andrew Rowsey missed Three Point Jumper.,39,33
2:53,2670,De'Riante Jenkins Block.,39,33
2:53,2670,Marcus Santos-Silva Defensive Rebound.,39,33
2:37,2670,Justin Tillman made Jumper. Assisted by De'Riante Jenkins.,39,35
2:17,269,Haanif Cheatham missed Layup.,39,35
2:17,2670,Justin Tillman Block.,39,35
2:17,2670,Mike'l Simms Defensive Rebound.,39,35
2:08,2670,Mike'l Simms made Layup.,39,37
2:08,269,Foul on Sam Hauser.,39,37
2:08,2670,Mike'l Simms made Free Throw.,39,38
1:59,269,Theo John made Dunk. Assisted by Sacar Anim.,41,38
1:48,2670,De'Riante Jenkins missed Three Point Jumper.,41,38
1:48,269,Greg Elliott Block.,41,38
1:48,269,Sacar Anim Defensive Rebound.,41,38
1:36,2670,Foul on Malik Crowfield.,41,38
1:36,269,Andrew Rowsey made Free Throw.,42,38
1:36,269,Andrew Rowsey made Free Throw.,43,38
1:17,2670,Xavier Jackson missed Jumper.,43,38
1:17,269,Theo John Defensive Rebound.,43,38
1:11,269,Andrew Rowsey missed Three Point Jumper.,43,38
1:11,2670,Justin Tillman Defensive Rebound.,43,38
0:58,2670,De'Riante Jenkins made Layup.,43,40
0:58,269,Foul on Sacar Anim.,43,40
0:58,2670,De'Riante Jenkins made Free Throw.,43,41
0:52,269,Markus Howard made Jumper.,45,41
0:35,269,Foul on Greg Elliott.,45,41
0:35,2670,De'Riante Jenkins missed Free Throw.,45,41
0:35,2670,VCU Deadball Team Rebound.,45,41
0:35,2670,De'Riante Jenkins made Free Throw.,45,42
0:11,269,Andrew Rowsey missed Layup.,45,42
0:11,2670,Xavier Jackson Defensive Rebound.,45,42
0:02,269,Foul on Markus Howard.,45,42
0:02,2670,Xavier Jackson made Free Throw.,45,43
0:02,2670,Xavier Jackson made Free Throw.,45,44
0:00,2670,End of 1st half,45,44
20:00,2670,Jump Ball won by VCU,45,44
19:49,269,Foul on Haanif Cheatham.,45,44
19:49,2670,De'Riante Jenkins missed Free Throw.,45,44
19:49,2670,VCU Deadball Team Rebound.,45,44
19:49,2670,De'Riante Jenkins made Free Throw.,45,45
19:25,269,Markus Howard missed Three Point Jumper.,45,45
19:25,2670,Justin Tillman Defensive Rebound.,45,45
19:13,2670,De'Riante Jenkins missed Jumper.,45,45
19:13,269,Sam Hauser Defensive Rebound.,45,45
19:07,2670,Foul on Justin Tillman.,45,45
19:03,269,Haanif Cheatham missed Three Point Jumper.,45,45
19:03,2670,Malik Crowfield Defensive Rebound.,45,45
18:52,2670,Jonathan Williams missed Layup.,45,45
18:52,2670,VCU Offensive Rebound.,45,45
18:40,2670,Justin Tillman missed Three Point Jumper.,45,45
18:40,269,Markus Howard Defensive Rebound.,45,45
18:27,269,Andrew Rowsey missed Three Point Jumper.,45,45
18:27,269,Sam Hauser Offensive Rebound.,45,45
18:23,269,Andrew Rowsey Turnover.,45,45
18:23,2670,Jonathan Williams Steal.,45,45
18:16,2670,Khris Lane made Layup.,45,47
17:55,269,Matt Heldt made Dunk. Assisted by Haanif Cheatham.,47,47
17:31,2670,Malik Crowfield missed Jumper.,47,47
17:31,269,Matt Heldt Block.,47,47
17:31,2670,VCU Offensive Rebound.,47,47
17:26,2670,De'Riante Jenkins Turnover.,47,47
17:09,269,Sam Hauser made Jumper. Assisted by Matt Heldt.,49,47
17:01,2670,Issac Vann made Jumper. Assisted by Jonathan Williams.,49,49
16:46,269,Haanif Cheatham missed Layup.,49,49
16:46,2670,Marcus Santos-Silva Defensive Rebound.,49,49
16:36,2670,Issac Vann missed Three Point Jumper.,49,49
16:36,269,Markus Howard Defensive Rebound.,49,49
16:27,269,Markus Howard missed Three Point Jumper.,49,49
16:27,269,Matt Heldt Offensive Rebound.,49,49
16:18,269,Markus Howard made Jumper.,51,49
16:01,2670,Jonathan Williams missed Layup.,51,49
16:01,269,Markus Howard Defensive Rebound.,51,49
15:50,269,Sam Hauser Turnover.,51,49
15:45,2670,Official TV Timeout,51,49
15:32,2670,Issac Vann made Jumper.,51,51
15:13,269,Markus Howard made Three Point Jumper.,54,51
14:47,2670,Sean Mobley missed Jumper.,54,51
14:47,269,Matt Heldt Defensive Rebound.,54,51
14:33,269,Markus Howard missed Three Point Jumper.,54,51
14:33,269,Greg Elliott Offensive Rebound.,54,51
14:27,269,Markus Howard made Three Point Jumper. Assisted by Greg Elliott.,57,51
14:08,2670,Mike'l Simms missed Layup.,57,51
14:08,269,Greg Elliott Block.,57,51
14:08,269,Sacar Anim Defensive Rebound.,57,51
13:56,269,Theo John made Layup. Assisted by Markus Howard.,59,51
13:56,2670,Foul on Sean Mobley.,59,51
13:56,2670,Official TV Timeout,59,51
13:56,269,Theo John missed Free Throw.,59,51
13:56,2670,Mike'l Simms Defensive Rebound.,59,51
13:56,2670,VCU  Timeout,59,51
13:41,2670,Mike'l Simms made Layup.,59,53
13:12,269,Greg Elliott Turnover.,59,53
13:12,2670,Issac Vann Steal.,59,53
13:02,2670,Mike'l Simms missed Layup.,59,53
13:02,2670,Mike'l Simms Offensive Rebound.,59,53
12:56,2670,Issac Vann missed Three Point Jumper.,59,53
12:56,2670,Mike'l Simms Offensive Rebound.,59,53
12:40,2670,Mike'l Simms missed Three Point Jumper.,59,53
12:40,2670,Jonathan Williams Offensive Rebound.,59,53
12:24,269,Jump Ball won by Marquette,59,53
12:24,2670,Issac Vann Turnover.,59,53
12:24,269,Theo John Steal.,59,53
12:16,269,Sam Hauser made Jumper.,61,53
12:05,2670,Justin Tillman made Jumper.,61,55
11:51,269,Sam Hauser made Three Point Jumper. Assisted by Andrew Rowsey.,64,55
11:32,2670,Mike'l Simms made Jumper.,64,57
11:32,269,Foul on Matt Heldt.,64,57
11:32,2670,Official TV Timeout,64,57
11:32,2670,Mike'l Simms missed Free Throw.,64,57
11:32,269,Theo John Defensive Rebound.,64,57
11:21,269,Sam Hauser Turnover.,64,57
11:21,2670,Mike'l Simms Steal.,64,57
11:07,2670,Mike'l Simms made Jumper.,64,59
10:49,269,Markus Howard made Three Point Jumper.,67,59
10:18,2670,Malik Crowfield missed Layup.,67,59
10:18,269,Sam Hauser Block.,67,59
10:18,269,Markus Howard Defensive Rebound.,67,59
10:09,269,Sam Hauser missed Three Point Jumper.,67,59
10:09,2670,De'Riante Jenkins Defensive Rebound.,67,59
9:49,2670,Justin Tillman made Three Point Jumper. Assisted by De'Riante Jenkins.,67,62
9:30,269,Sam Hauser made Three Point Jumper. Assisted by Andrew Rowsey.,70,62
9:14,269,Foul on Theo John.,70,62
9:14,2670,Khris Lane made Free Throw.,70,63
9:14,2670,Khris Lane made Free Throw.,70,64
8:55,269,Markus Howard missed Three Point Jumper.,70,64
8:55,269,Sam Hauser Offensive Rebound.,70,64
8:47,269,Markus Howard made Three Point Jumper. Assisted by Sam Hauser.,73,64
8:28,2670,Mike'l Simms missed Jumper.,73,64
8:28,269,Andrew Rowsey Defensive Rebound.,73,64
8:22,269,Haanif Cheatham missed Three Point Jumper.,73,64
8:22,2670,Jonathan Williams Defensive Rebound.,73,64
8:11,2670,Jonathan Williams made Layup.,73,66
7:45,269,Theo John made Dunk. Assisted by Sam Hauser.,75,66
7:40,269,Marquette  Timeout,75,66
7:40,2670,Official TV Timeout,75,66
7:25,269,Foul on Theo John.,75,66
7:25,2670,Jonathan Williams made Free Throw.,75,67
7:25,2670,Jonathan Williams made Free Throw.,75,68
7:17,269,Markus Howard made Jumper.,77,68
7:07,2670,Jonathan Williams missed Jumper.,77,68
7:07,269,Matt Heldt Defensive Rebound.,77,68
6:47,269,Sam Hauser missed Jumper.,77,68
6:47,2670,Marcus Santos-Silva Defensive Rebound.,77,68
6:37,2670,Malik Crowfield made Three Point Jumper. Assisted by Jonathan Williams.,77,71
6:22,269,Sam Hauser missed Three Point Jumper.,77,71
6:22,269,Matt Heldt Offensive Rebound.,77,71
6:16,269,Markus Howard missed Three Point Jumper.,77,71
6:16,269,Sam Hauser Offensive Rebound.,77,71
6:10,269,Andrew Rowsey missed Three Point Jumper.,77,71
6:10,269,Sam Hauser Offensive Rebound.,77,71
6:05,269,Andrew Rowsey made Three Point Jumper. Assisted by Sam Hauser.,80,71
5:51,2670,Malik Crowfield made Three Point Jumper.,80,74
5:33,269,Marquette  Timeout,80,74
5:24,269,Andrew Rowsey missed Three Point Jumper.,80,74
5:24,2670,De'Riante Jenkins Defensive Rebound.,80,74
5:08,2670,Justin Tillman missed Jumper.,80,74
5:08,269,Matt Heldt Defensive Rebound.,80,74
4:47,269,Sam Hauser made Three Point Jumper. Assisted by Markus Howard.,83,74
4:29,269,Foul on Matt Heldt.,83,74
4:29,2670,Justin Tillman made Free Throw.,83,75
4:29,2670,Justin Tillman missed Free Throw.,83,75
4:29,269,Theo John Defensive Rebound.,83,75
4:05,269,Foul on Theo John.,83,75
4:05,269,Theo John Turnover.,83,75
3:54,269,Foul on Theo John.,83,75
3:54,2670,Official TV Timeout,83,75
3:54,2670,Jonathan Williams missed Free Throw.,83,75
3:54,2670,VCU Deadball Team Rebound.,83,75
3:54,2670,Jonathan Williams made Free Throw.,83,76
3:48,269,Andrew Rowsey Turnover.,83,76
3:48,2670,Mike'l Simms Steal.,83,76
3:48,2670,Mike'l Simms Turnover.,83,76
3:45,269,Haanif Cheatham made Layup.,85,76
3:34,2670,Jonathan Williams made Layup.,85,78
3:17,269,Haanif Cheatham missed Jumper.,85,78
3:17,269,Haanif Cheatham Offensive Rebound.,85,78
3:10,2670,Foul on Malik Crowfield.,85,78
3:10,269,Haanif Cheatham missed Free Throw.,85,78
3:10,269,Marquette Deadball Team Rebound.,85,78
3:10,269,Haanif Cheatham made Free Throw.,86,78
3:02,2670,Justin Tillman made Three Point Jumper. Assisted by Jonathan Williams.,86,81
2:28,269,Markus Howard made Layup.,88,81
2:16,2670,Jonathan Williams Turnover.,88,81
2:16,269,Sam Hauser Steal.,88,81
2:12,269,Sam Hauser made Layup.,90,81
1:51,2670,Jonathan Williams made Layup.,90,83
1:20,269,Sam Hauser missed Three Point Jumper.,90,83
1:20,2670,Jonathan Williams Defensive Rebound.,90,83
1:03,2670,Jonathan Williams missed Three Point Jumper.,90,83
1:03,269,Matt Heldt Defensive Rebound.,90,83
0:52,2670,Foul on Malik Crowfield.,90,83
0:44,2670,Foul on Khris Lane.,90,83
0:39,2670,Foul on Jonathan Williams.,90,83
0:38,2670,Foul on Xavier Jackson.,90,83
0:38,269,Andrew Rowsey made Free Throw.,91,83
0:38,269,Andrew Rowsey made Free Throw.,92,83
0:34,2670,De'Riante Jenkins missed Three Point Jumper.,92,83
0:34,2670,Sean Mobley Offensive Rebound.,92,83
0:27,2670,Justin Tillman missed Jumper.,92,83
0:27,269,Sam Hauser Defensive Rebound.,92,83
0:25,2670,Foul on Sean Mobley.,92,83
0:25,269,Sam Hauser made Free Throw.,93,83
0:25,269,Sam Hauser made Free Throw.,94,83
0:22,2670,Jonathan Williams missed Three Point Jumper.,94,83
0:22,269,Haanif Cheatham Defensive Rebound.,94,83
0:15,269,Haanif Cheatham Turnover.,94,83
0:13,2670,Malik Crowfield missed Three Point Jumper.,94,83
0:13,2670,Justin Tillman Offensive Rebound.,94,83
0:09,2670,Justin Tillman missed Layup.,94,83
0:09,269,Sam Hauser Block.,94,83
0:09,2670,VCU Offensive Rebound.,94,83
0:03,2670,De'Riante Jenkins missed Three Point Jumper.,94,83
0:03,269,Marquette Defensive Rebound.,94,83
0:00,2670,End of Game,94,83
