Howard,2032,Arkansas State,47
0:11,2032,Ty Cockfield Defensive Rebound.,42,44
0:04,2032,Jake Scoggins made Layup. Assisted by Grantham Gillard.,42,46
0:00,2032,End of 1st half,42,46
19:42,2032,C.J. Foster Turnover.,42,46
19:28,47,Charles Williams missed Jumper.,42,46
19:28,2032,Ty Cockfield Defensive Rebound.,42,46
19:06,2032,Tamas Bruce Turnover.,42,46
18:46,47,Zion Cousins missed Jumper.,42,46
18:46,47,Jalen Jones Offensive Rebound.,42,46
18:42,47,Jalen Jones missed Two Point Tip Shot.,42,46
18:42,2032,Tristin Walley Defensive Rebound.,42,46
18:26,2032,Ty Cockfield made Layup.,42,48
18:13,2032,Foul on Jake Scoggins.,42,48
18:13,47,RJ Cole made Free Throw.,43,48
18:13,47,RJ Cole made Free Throw.,44,48
17:51,2032,Ty Cockfield made Three Point Jumper.,44,51
17:31,47,Jalen Jones Turnover.,44,51
17:29,2032,Tristin Walley Steal.,44,51
17:26,2032,Rashad Lindsey missed Layup.,44,51
17:26,47,Dalique Mingo Block.,44,51
17:25,2032,Jake Scoggins Offensive Rebound.,44,51
17:11,2032,Jake Scoggins made Layup. Assisted by Tristin Walley.,44,53
16:59,47,RJ Cole Turnover.,44,53
16:59,47,Foul on RJ Cole.,44,53
16:48,2032,Ty Cockfield missed Layup.,44,53
16:48,47,Jalen Jones Block.,44,53
16:47,2032,Arkansas State Offensive Rebound.,44,53
16:47,2032,Rashad Lindsey made Three Point Jumper. Assisted by C.J. Foster.,44,56
16:36,47,Howard  Timeout,44,56
16:36,2032,Official TV Timeout,44,56
16:25,47,Charles Williams made Jumper.,46,56
16:04,47,Foul on Charles Williams.,46,56
15:59,2032,Ty Cockfield made Layup.,46,58
15:48,47,Charles Williams missed Three Point Jumper.,46,58
15:48,2032,Tristin Walley Defensive Rebound.,46,58
15:26,2032,Rashad Lindsey made Three Point Jumper.,46,61
15:06,47,Zion Cousins made Jumper. Assisted by RJ Cole.,48,61
14:47,2032,Tristin Walley made Jumper.,48,63
14:33,47,Jalen Jones made Layup. Assisted by RJ Cole.,50,63
14:16,2032,Rashad Lindsey missed Three Point Jumper.,50,63
14:16,2032,Rashad Lindsey Offensive Rebound.,50,63
14:12,2032,Official TV Timeout,50,63
14:07,2032,Tristin Walley missed Three Point Jumper.,50,63
14:07,2032,Connor Kern Offensive Rebound.,50,63
14:03,2032,Rashad Lindsey made Three Point Jumper. Assisted by Connor Kern.,50,66
13:47,2032,Foul on Rashad Lindsey.,50,66
13:47,47,RJ Cole made Free Throw.,51,66
13:47,47,RJ Cole made Free Throw.,52,66
13:34,2032,Marquis Eaton Turnover.,52,66
13:32,47,RJ Cole Steal.,52,66
13:28,2032,Foul on Grantham Gillard.,52,66
13:26,47,Zion Cousins Turnover.,52,66
13:24,2032,Marquis Eaton Steal.,52,66
13:22,2032,Connor Kern Turnover.,52,66
13:14,2032,Foul on Tamas Bruce.,52,66
13:03,47,RJ Cole Turnover.,52,66
12:55,2032,Tamas Bruce missed Layup.,52,66
12:55,47,Zion Cousins Defensive Rebound.,52,66
12:32,2032,Foul on Tamas Bruce.,52,66
12:32,47,Dalique Mingo made Free Throw.,53,66
12:32,47,Dalique Mingo made Free Throw.,54,66
12:14,2032,Marquis Eaton missed Three Point Jumper.,54,66
12:14,47,Zion Cousins Defensive Rebound.,54,66
12:05,47,RJ Cole missed Layup.,54,66
12:05,2032,Arkansas State Defensive Rebound.,54,66
12:04,47,Foul on Dalique Mingo.,54,66
11:51,2032,Grantham Gillard missed Three Point Jumper.,54,66
11:51,47,Zion Cousins Defensive Rebound.,54,66
11:41,47,Charles Williams made Three Point Jumper. Assisted by RJ Cole.,57,66
11:30,2032,Connor Kern missed Three Point Jumper.,57,66
11:30,47,RJ Cole Defensive Rebound.,57,66
11:22,47,Charles Williams made Jumper.,59,66
11:20,2032,Arkansas State  Timeout,59,66
11:20,2032,Official TV Timeout,59,66
10:55,47,Foul on Zion Cousins.,59,66
10:55,2032,Grantham Gillard made Free Throw.,59,67
10:55,2032,Grantham Gillard made Free Throw.,59,68
10:41,2032,Foul on Connor Kern.,59,68
10:41,47,Charles Williams made Free Throw.,60,68
10:41,47,Charles Williams made Free Throw.,61,68
10:20,2032,Ty Cockfield made Jumper.,61,70
9:57,47,RJ Cole missed Jumper.,61,70
9:57,2032,Tristin Walley Defensive Rebound.,61,70
9:55,47,Foul on Zion Cousins.,61,70
9:30,2032,Grantham Gillard missed Layup.,61,70
9:30,47,Marcus Hall Defensive Rebound.,61,70
9:23,47,Charles Williams missed Three Point Jumper.,61,70
9:23,2032,Tristin Walley Defensive Rebound.,61,70
9:13,2032,Ty Cockfield missed Layup.,61,70
9:13,47,Jalen Jones Defensive Rebound.,61,70
8:46,2032,Foul on C.J. Foster.,61,70
8:46,47,Charles Williams made Free Throw.,62,70
8:46,47,Charles Williams missed Free Throw.,62,70
8:46,2032,Grantham Gillard Defensive Rebound.,62,70
8:28,2032,Rashad Lindsey made Jumper.,62,72
8:11,47,RJ Cole made Jumper.,64,72
7:34,2032,C.J. Foster missed Three Point Jumper.,64,72
7:34,2032,Tristin Walley Offensive Rebound.,64,72
7:30,2032,Tristin Walley made Dunk.,64,74
7:27,47,RJ Cole Turnover.,64,74
7:27,47,Foul on RJ Cole.,64,74
7:26,2032,Official TV Timeout,64,74
7:08,2032,Tamas Bruce made Layup.,64,76
6:57,47,Dalique Mingo made Layup.,66,76
6:33,2032,C.J. Foster Turnover.,66,76
6:32,47,Charles Williams Steal.,66,76
6:30,47,RJ Cole made Layup.,68,76
6:15,2032,C.J. Foster Turnover.,68,76
6:14,47,RJ Cole Steal.,68,76
6:11,2032,Foul on C.J. Foster.,68,76
6:11,47,RJ Cole made Free Throw.,69,76
6:11,47,RJ Cole made Free Throw.,70,76
5:52,2032,Tristin Walley Turnover.,70,76
5:52,47,Cameron Lewis Steal.,70,76
5:35,47,Charles Williams missed Jumper.,70,76
5:35,2032,Ty Cockfield Defensive Rebound.,70,76
5:29,47,Foul on Cameron Lewis.,70,76
5:29,2032,Ty Cockfield missed Free Throw.,70,76
5:29,47,Zion Cousins Defensive Rebound.,70,76
5:11,47,RJ Cole made Jumper.,72,76
4:46,47,Foul on Dalique Mingo.,72,76
4:46,2032,Rashad Lindsey made Free Throw.,72,77
4:46,2032,Rashad Lindsey made Free Throw.,72,78
4:28,47,Zion Cousins Turnover.,72,78
4:26,2032,Grantham Gillard Steal.,72,78
4:20,2032,Connor Kern made Three Point Jumper. Assisted by Ty Cockfield.,72,81
3:52,47,Charles Williams missed Layup.,72,81
3:52,2032,Tristin Walley Block.,72,81
3:52,47,Howard Offensive Rebound.,72,81
3:52,2032,Official TV Timeout,72,81
3:44,47,RJ Cole missed Three Point Jumper.,72,81
3:44,2032,Arkansas State Defensive Rebound.,72,81
3:21,2032,Connor Kern made Layup. Assisted by Ty Cockfield.,72,83
3:06,47,Jalen Jones missed Layup.,72,83
3:06,47,Zion Cousins Offensive Rebound.,72,83
3:03,47,Zion Cousins made Two Point Tip Shot.,74,83
2:41,2032,Rashad Lindsey Turnover.,74,83
2:39,47,Charles Williams Steal.,74,83
2:33,47,Charles Williams made Layup.,76,83
2:26,2032,Ty Cockfield made Layup.,76,85
2:12,47,RJ Cole missed Layup.,76,85
2:12,2032,Ty Cockfield Defensive Rebound.,76,85
1:55,2032,Grantham Gillard made Three Point Jumper. Assisted by Rashad Lindsey.,76,88
1:42,47,RJ Cole missed Layup.,76,88
1:42,2032,Grantham Gillard Block.,76,88
1:40,2032,Ty Cockfield Defensive Rebound.,76,88
1:33,47,Foul on Jalen Jones.,76,88
1:33,2032,Rashad Lindsey made Free Throw.,76,89
1:33,2032,Rashad Lindsey made Free Throw.,76,90
1:25,47,Kyle Foster missed Three Point Jumper.,76,90
1:25,2032,Ty Cockfield Defensive Rebound.,76,90
1:18,2032,Connor Kern Turnover.,76,90
1:16,47,Nate Garvey Steal.,76,90
1:14,47,Charles Williams missed Three Point Jumper.,76,90
1:14,2032,Tristin Walley Defensive Rebound.,76,90
0:45,2032,Rashad Lindsey Turnover.,76,90
0:37,47,Charles Williams missed Three Point Jumper.,76,90
0:37,2032,Tristin Walley Defensive Rebound.,76,90
0:30,2032,Ty Cockfield made Layup. Assisted by Connor Kern.,76,92
0:21,47,RJ Cole made Layup.,78,92
0:21,47,Howard  Timeout,78,92
0:00,2032,End of Game,78,92
