Tiffin,Error,Wright State,2750
13:57,2750,Everett Winchester made Layup.,6,14
13:42,-1,Quentin Jones made Jumper. Assisted by Terrell Mabins.,8,14
13:24,2750,Grant Benzinger missed Three Point Jumper.,8,14
13:24,2750,Loudon Love Offensive Rebound.,8,14
13:20,2750,Loudon Love made Jumper.,8,16
12:59,-1,Foul on Hunter Schmalz.,8,16
12:59,-1,Hunter Schmalz Turnover.,8,16
12:49,2750,Jaylon Hall made Jumper.,8,18
12:33,2750,Foul on Mark Hughes.,8,18
12:31,-1,Jarrell Taylor Turnover.,8,18
12:11,2750,Parker Ernsthausen missed Jumper.,8,18
12:11,-1,Jarrell Taylor Defensive Rebound.,8,18
12:03,-1,Hunter Schmalz made Three Point Jumper. Assisted by Justin Miller.,11,18
11:51,2750,Official TV Timeout,11,18
11:41,2750,Justin Mitchell missed Three Point Jumper.,11,18
11:41,-1,Jarrell Taylor Defensive Rebound.,11,18
11:32,-1,Jarrell Taylor missed Layup.,11,18
11:32,-1,Tiffin Offensive Rebound.,11,18
11:22,-1,Foul on Jarrell Taylor.,11,18
11:22,-1,Jarrell Taylor Turnover.,11,18
11:07,2750,Jaylon Hall made Jumper.,11,20
10:47,-1,Quentin Jones missed Jumper.,11,20
10:47,2750,Justin Mitchell Defensive Rebound.,11,20
10:38,2750,Everett Winchester made Layup.,11,22
10:06,-1,Foul on Hunter Schmalz.,11,22
10:06,-1,Hunter Schmalz Turnover.,11,22
9:59,2750,Loudon Love missed Jumper.,11,22
9:59,-1,Tristan Popa Defensive Rebound.,11,22
9:42,-1,Quentin Jones made Layup. Assisted by Braxton Fasone.,13,22
9:16,2750,Justin Mitchell Turnover.,13,22
8:55,-1,Austin Adams made Layup. Assisted by Tristan Popa.,15,22
8:34,2750,Grant Benzinger missed Jumper.,15,22
8:34,2750,Wright State Deadball Team Rebound.,15,22
8:32,-1,Foul on Tristan Popa.,15,22
8:30,2750,Parker Ernsthausen made Layup. Assisted by Mark Hughes.,15,24
8:04,-1,Braxton Fasone Turnover.,15,24
7:52,2750,Alan Vest Turnover.,15,24
7:51,-1,Tristan Popa Steal.,15,24
7:43,-1,Tristan Popa missed Three Point Jumper.,15,24
7:43,-1,Tiffin Deadball Team Rebound.,15,24
7:41,2750,Foul on Mark Hughes.,15,24
7:41,2750,Official TV Timeout,15,24
7:21,-1,Luke Rightnowar missed Three Point Jumper.,15,24
7:21,2750,Justin Mitchell Defensive Rebound.,15,24
7:14,2750,Justin Mitchell missed Jumper.,15,24
7:14,-1,Braxton Fasone Defensive Rebound.,15,24
7:10,-1,Braxton Fasone Turnover.,15,24
7:02,2750,Jaylon Hall missed Three Point Jumper.,15,24
7:02,2750,Parker Ernsthausen Offensive Rebound.,15,24
6:59,-1,Foul on Tristan Popa.,15,24
6:59,2750,Parker Ernsthausen made Free Throw.,15,25
6:59,2750,Parker Ernsthausen made Free Throw.,15,26
6:43,-1,Austin Adams missed Layup.,15,26
6:43,2750,Parker Ernsthausen Defensive Rebound.,15,26
6:33,2750,Everett Winchester made Jumper.,15,28
6:33,-1,Foul on Austin Adams.,15,28
6:33,2750,Everett Winchester made Free Throw.,15,29
6:24,-1,Braxton Fasone Turnover.,15,29
6:14,2750,Justin Mitchell made Jumper.,15,31
5:53,-1,Terrell Mabins Turnover.,15,31
5:52,2750,Justin Mitchell Steal.,15,31
5:47,2750,Justin Mitchell Turnover.,15,31
5:46,-1,Luke Rightnowar Steal.,15,31
5:40,-1,Luke Rightnowar Turnover.,15,31
5:38,2750,Justin Mitchell Steal.,15,31
5:33,2750,Grant Benzinger missed Three Point Jumper.,15,31
5:33,-1,Luke Rightnowar Defensive Rebound.,15,31
5:24,-1,Shane Waldon made Layup. Assisted by Terrell Mabins.,17,31
5:24,-1,Tiffin  Timeout,17,31
5:01,2750,Justin Mitchell missed Jumper.,17,31
5:01,2750,Everett Winchester Offensive Rebound.,17,31
5:00,-1,Foul on Braxton Fasone.,17,31
5:00,2750,Everett Winchester missed Free Throw.,17,31
5:00,2750,Wright State Deadball Team Rebound.,17,31
5:00,2750,Everett Winchester made Free Throw.,17,32
4:36,-1,Luke Rightnowar missed Three Point Jumper.,17,32
4:36,2750,Grant Benzinger Defensive Rebound.,17,32
4:26,-1,Foul on Trent Lucas.,17,32
4:26,2750,Justin Mitchell missed Free Throw.,17,32
4:26,2750,Wright State Deadball Team Rebound.,17,32
4:26,2750,Justin Mitchell made Free Throw.,17,33
4:04,-1,Quentin Jones Turnover.,17,33
3:52,2750,Loudon Love missed Jumper.,17,33
3:52,-1,Tristan Popa Defensive Rebound.,17,33
3:34,-1,Trent Lucas made Three Point Jumper.,20,33
3:23,2750,Justin Mitchell made Jumper.,20,35
3:04,-1,Trent Lucas missed Jumper.,20,35
3:04,2750,Loudon Love Defensive Rebound.,20,35
2:55,2750,Foul on Loudon Love.,20,35
2:53,2750,Official TV Timeout,20,35
2:36,-1,Terrell Mabins missed Jumper.,20,35
2:36,2750,Everett Winchester Defensive Rebound.,20,35
2:27,2750,Grant Benzinger made Three Point Jumper. Assisted by Justin Mitchell.,20,38
2:10,-1,Tristan Popa Turnover.,20,38
2:09,2750,Justin Mitchell Steal.,20,38
2:03,2750,Parker Ernsthausen missed Jumper.,20,38
2:03,-1,Trent Lucas Defensive Rebound.,20,38
1:52,-1,Quentin Jones missed Three Point Jumper.,20,38
1:52,-1,Trent Lucas Offensive Rebound.,20,38
1:49,-1,Trent Lucas made Two Point Tip Shot.,22,38
1:25,2750,Grant Benzinger missed Three Point Jumper.,22,38
1:25,-1,Shane Waldon Defensive Rebound.,22,38
1:10,-1,Justin Miller missed Three Point Jumper.,22,38
1:10,2750,Everett Winchester Defensive Rebound.,22,38
1:04,2750,Everett Winchester made Layup.,22,40
0:44,-1,Quentin Jones Turnover.,22,40
0:35,2750,Parker Ernsthausen missed Three Point Jumper.,22,40
0:35,-1,Jarrell Taylor Defensive Rebound.,22,40
0:03,-1,Alex Brown missed Jumper.,22,40
0:03,2750,Parker Ernsthausen Defensive Rebound.,22,40
0:00,2750,End of 1st half,25,40
19:50,2750,Mark Hughes missed Jumper.,22,40
19:50,-1,Austin Schaub Defensive Rebound.,22,40
19:19,-1,Austin Adams made Jumper. Assisted by Austin Schaub.,24,40
19:02,2750,Loudon Love made Layup. Assisted by Justin Mitchell.,24,42
18:48,-1,Austin Schaub missed Three Point Jumper.,24,42
18:48,2750,Grant Benzinger Defensive Rebound.,24,42
18:28,2750,Parker Ernsthausen missed Jumper.,24,42
18:28,-1,Shane Waldon Defensive Rebound.,24,42
18:13,-1,Shane Waldon made Jumper. Assisted by Austin Schaub.,26,42
17:57,2750,Everett Winchester missed Layup.,26,42
17:57,2750,Everett Winchester Offensive Rebound.,26,42
17:55,2750,Everett Winchester missed Two Point Tip Shot.,26,42
17:55,-1,Tiffin Deadball Team Rebound.,26,42
17:34,2750,Foul on Everett Winchester.,26,42
17:26,-1,Shane Waldon missed Jumper.,26,42
17:26,-1,Austin Adams Offensive Rebound.,26,42
17:20,-1,Austin Adams made Two Point Tip Shot.,28,42
17:11,2750,Loudon Love missed Jumper.,28,42
17:11,-1,Alex Brown Defensive Rebound.,28,42
17:05,-1,Austin Adams made Layup. Assisted by Alex Brown.,30,42
16:55,2750,Foul on Mark Hughes.,30,42
16:55,2750,Mark Hughes Turnover.,30,42
16:45,-1,Austin Adams made Jumper.,32,42
16:29,2750,Parker Ernsthausen Turnover.,32,42
16:06,-1,Alex Brown missed Jumper.,32,42
16:06,-1,Alex Brown Offensive Rebound.,32,42
16:02,-1,Alex Brown made Layup.,34,42
16:02,2750,Wright State  Timeout,34,42
15:52,2750,Jaylon Hall missed Jumper.,34,42
15:52,2750,Everett Winchester Offensive Rebound.,34,42
15:50,-1,Foul on Austin Schaub.,34,42
15:50,2750,Official TV Timeout,34,42
15:33,2750,Grant Benzinger missed Three Point Jumper.,34,42
15:33,-1,Hunter Schmalz Defensive Rebound.,34,42
14:59,-1,Terrell Mabins Turnover.,34,42
14:50,2750,Everett Winchester made Layup. Assisted by Jaylon Hall.,34,44
14:33,-1,Jarrell Taylor missed Jumper.,34,44
14:33,2750,Parker Ernsthausen Defensive Rebound.,34,44
14:31,-1,Foul on Jarrell Taylor.,34,44
14:19,2750,Jaylon Hall missed Jumper.,34,44
14:19,-1,Hunter Schmalz Defensive Rebound.,34,44
14:08,-1,Hunter Schmalz made Three Point Jumper. Assisted by Terrell Mabins.,37,44
13:50,2750,Grant Benzinger made Three Point Jumper. Assisted by Everett Winchester.,37,47
13:31,-1,Hunter Schmalz missed Three Point Jumper.,37,47
13:31,-1,Quentin Jones Offensive Rebound.,37,47
13:26,-1,Quentin Jones made Jumper.,39,47
12:58,2750,Jaylon Hall made Dunk. Assisted by Justin Mitchell.,39,49
12:40,-1,Terrell Mabins Turnover.,39,49
12:38,2750,Justin Mitchell Steal.,39,49
12:35,2750,Justin Mitchell missed Jumper.,39,49
12:35,2750,Jaylon Hall Offensive Rebound.,39,49
12:32,-1,Foul on Hunter Schmalz.,39,49
12:32,2750,Jaylon Hall made Free Throw.,39,50
12:32,2750,Jaylon Hall made Free Throw.,39,51
12:13,-1,Jarrell Taylor missed Three Point Jumper.,39,51
12:13,2750,Alan Vest Defensive Rebound.,39,51
12:04,-1,Foul on Quentin Jones.,39,51
12:02,2750,Grant Benzinger missed Jumper.,39,51
12:02,-1,Jarrell Taylor Defensive Rebound.,39,51
11:43,-1,Hunter Schmalz missed Layup.,39,51
11:43,2750,Loudon Love Defensive Rebound.,39,51
11:32,2750,Grant Benzinger missed Three Point Jumper.,39,51
11:32,2750,Wright State Offensive Rebound.,39,51
11:29,2750,Official TV Timeout,39,51
11:27,-1,Foul on Jarrell Taylor.,39,51
11:25,2750,Justin Mitchell made Jumper.,39,53
11:07,-1,Quentin Jones missed Jumper.,39,53
11:07,2750,Justin Mitchell Defensive Rebound.,39,53
10:58,2750,Justin Mitchell missed Jumper.,39,53
10:58,-1,Austin Schaub Block.,39,53
10:55,-1,Austin Schaub Defensive Rebound.,39,53
10:48,2750,Foul on Loudon Love.,39,53
10:45,-1,Foul on Quentin Jones.,39,53
10:45,-1,Quentin Jones Turnover.,39,53
10:29,2750,Grant Benzinger Turnover.,39,53
10:27,-1,Austin Schaub Steal.,39,53
10:22,-1,Hunter Schmalz missed Three Point Jumper.,39,53
10:22,2750,Loudon Love Defensive Rebound.,39,53
10:08,2750,Grant Benzinger missed Jumper.,39,53
10:08,2750,Grant Benzinger Offensive Rebound.,39,53
10:06,2750,Grant Benzinger Turnover.,39,53
9:40,-1,Austin Adams missed Three Point Jumper.,39,53
9:40,2750,Loudon Love Defensive Rebound.,39,53
9:36,2750,Loudon Love Turnover.,39,53
9:10,-1,Austin Adams missed Three Point Jumper.,39,53
9:10,2750,Parker Ernsthausen Defensive Rebound.,39,53
9:00,2750,Foul on Mark Hughes.,39,53
9:00,2750,Mark Hughes Turnover.,39,53
8:33,-1,Austin Schaub made Three Point Jumper. Assisted by Jarrell Taylor.,42,53
8:30,-1,Tiffin  Timeout,42,53
8:17,2750,Justin Mitchell made Layup.,42,55
7:52,-1,Austin Adams Turnover.,42,55
7:50,2750,Parker Ernsthausen Steal.,42,55
7:44,2750,Jaylon Hall missed Three Point Jumper.,42,55
7:44,-1,Austin Schaub Defensive Rebound.,42,55
7:34,-1,Austin Adams made Layup. Assisted by Austin Schaub.,44,55
7:34,2750,Foul on Everett Winchester.,44,55
7:34,-1,Austin Adams missed Free Throw.,44,55
7:34,2750,Justin Mitchell Defensive Rebound.,44,55
7:17,2750,Grant Benzinger made Jumper.,44,57
6:50,-1,Austin Adams missed Jumper.,44,57
6:50,2750,Everett Winchester Defensive Rebound.,44,57
6:41,2750,Everett Winchester missed Layup.,44,57
6:41,-1,Tristan Popa Defensive Rebound.,44,57
6:31,-1,Tristan Popa missed Three Point Jumper.,44,57
6:31,2750,Justin Mitchell Defensive Rebound.,44,57
6:21,2750,Parker Ernsthausen made Layup. Assisted by Justin Mitchell.,44,59
6:04,2750,Foul on Justin Mitchell.,44,59
6:04,-1,Austin Adams missed Free Throw.,44,59
6:04,-1,Tiffin Deadball Team Rebound.,44,59
6:04,-1,Austin Adams made Free Throw.,45,59
5:52,2750,Justin Mitchell Turnover.,45,59
5:45,-1,Tristan Popa missed Three Point Jumper.,45,59
5:45,2750,Alan Vest Defensive Rebound.,45,59
5:36,2750,Justin Mitchell missed Dunk.,45,59
5:36,2750,Wright State Offensive Rebound.,45,59
5:35,-1,Foul on Alex Brown.,45,59
5:35,2750,Justin Mitchell made Free Throw.,45,60
5:35,2750,Justin Mitchell made Free Throw.,45,61
5:20,-1,Shane Waldon made Jumper. Assisted by Luke Rightnowar.,47,61
5:07,2750,Alan Vest missed Three Point Jumper.,47,61
5:07,-1,Shane Waldon Defensive Rebound.,47,61
4:58,-1,Tristan Popa missed Three Point Jumper.,47,61
4:58,-1,Luke Rightnowar Offensive Rebound.,47,61
4:58,-1,Foul on Luke Rightnowar.,47,61
4:58,-1,Luke Rightnowar Turnover.,47,61
4:52,2750,Loudon Love missed Jumper.,47,61
4:52,-1,Tristan Popa Block.,47,61
4:52,2750,Wright State Offensive Rebound.,47,61
4:41,-1,Foul on Shane Waldon.,47,61
4:41,2750,Loudon Love made Free Throw.,47,62
4:41,2750,Loudon Love missed Free Throw.,47,62
4:41,-1,Alex Brown Defensive Rebound.,47,62
4:31,-1,Alex Brown missed Jumper.,47,62
4:31,2750,Alan Vest Defensive Rebound.,47,62
4:24,-1,Foul on Tristan Popa.,47,62
4:24,2750,Alan Vest made Free Throw.,47,63
4:24,2750,Alan Vest made Free Throw.,47,64
4:02,-1,Shane Waldon Turnover.,47,64
4:01,2750,Alan Vest Steal.,47,64
3:57,2750,Everett Winchester made Dunk. Assisted by Alan Vest.,47,66
3:47,2750,Foul on Loudon Love.,47,66
3:47,-1,Tiffin  Timeout,47,66
3:47,-1,Shane Waldon missed Free Throw.,47,66
3:47,2750,Jaylon Hall Defensive Rebound.,47,66
3:32,2750,Everett Winchester made Jumper.,47,68
3:09,-1,Shane Waldon missed Jumper.,47,68
3:09,2750,Loudon Love Defensive Rebound.,47,68
2:53,2750,Jaylon Hall missed Three Point Jumper.,47,68
2:53,-1,Quentin Jones Defensive Rebound.,47,68
2:43,-1,Terrell Mabins Turnover.,47,68
2:41,2750,Jaylon Hall Steal.,47,68
2:18,2750,Foul on Alan Vest.,47,68
2:18,2750,Alan Vest Turnover.,47,68
1:47,-1,Trent Lucas Turnover.,47,68
1:34,2750,Jaylon Hall missed Three Point Jumper.,47,68
1:34,2750,Wright State Offensive Rebound.,47,68
1:19,-1,Foul on Quentin Jones.,47,68
1:19,2750,Everett Winchester made Free Throw.,47,69
1:19,2750,Everett Winchester made Free Throw.,47,70
1:05,-1,Justin Miller missed Three Point Jumper.,47,70
1:05,2750,Alan Vest Defensive Rebound.,47,70
0:54,-1,Foul on Justin Miller.,47,70
0:54,2750,Adam Giles missed Free Throw.,47,70
0:54,2750,Wright State Deadball Team Rebound.,47,70
0:54,2750,Adam Giles made Free Throw.,47,71
0:43,-1,Quentin Jones made Jumper. Assisted by Tristan Popa.,49,71
0:21,2750,Jaylon Hall made Layup.,49,73
0:21,-1,Foul on Quentin Jones.,49,73
0:21,2750,Jaylon Hall missed Free Throw.,49,73
0:21,2750,Adam Giles Offensive Rebound.,49,73
0:00,2750,End of Game,49,73
