UC Santa Barbara,2492,Pepperdine,2540
13:54,2492,Kameron Edwards made Layup.,13,11
13:36,2540,Leland King II Turnover.,13,11
13:26,2492,Colbey Ross made Layup.,13,13
13:13,2492,Foul on Nolan Taylor.,13,13
13:05,2540,Christian Terrell Turnover.,13,13
12:42,2540,Foul on Ami Lakoju.,13,13
12:42,2492,Nolan Taylor missed Free Throw.,13,13
12:42,2492,Pepperdine Deadball Team Rebound.,13,13
12:42,2492,Nolan Taylor made Free Throw.,13,14
12:36,2540,Marcus Jackson Turnover.,13,14
12:34,2492,Colbey Ross Steal.,13,14
12:32,2492,Jade' Smith missed Layup.,13,14
12:32,2492,Darnell Dunn Offensive Rebound.,13,14
12:30,2492,Darnell Dunn made Layup.,13,16
12:19,2540,Marcus Jackson missed Three Point Jumper.,13,16
12:19,2492,Nolan Taylor Defensive Rebound.,13,16
11:46,2492,Darnell Dunn missed Jumper.,13,16
11:46,2540,UC Santa Barbara Defensive Rebound.,13,16
11:40,2492,Official TV Timeout,13,16
11:14,2540,Marcus Jackson missed Layup.,13,16
11:14,2540,Jalen Canty Offensive Rebound.,13,16
11:08,2540,Max Heidegger made Three Point Jumper. Assisted by Jalen Canty.,16,16
10:40,2492,Amadi Udenyi Turnover.,16,16
10:40,2540,Jalen Canty Steal.,16,16
10:31,2540,Jalen Canty missed Layup.,16,16
10:31,2492,Jade' Smith Defensive Rebound.,16,16
10:23,2540,Foul on Gabe Vincent.,16,16
10:18,2492,Jade' Smith missed Layup.,16,16
10:18,2540,Leland King II Defensive Rebound.,16,16
10:10,2540,Jalen Canty made Dunk. Assisted by Max Heidegger.,18,16
9:57,2540,Foul on Jalen Canty.,18,16
9:51,2492,Kameron Edwards missed Jumper.,18,16
9:51,2540,Leland King II Defensive Rebound.,18,16
9:41,2540,Gabe Vincent made Layup.,20,16
9:18,2492,Kameron Edwards made Jumper. Assisted by Jade' Smith.,20,18
8:58,2492,Foul on Jade' Smith.,20,18
8:58,2540,Ami Lakoju made Free Throw.,21,18
8:58,2540,Ami Lakoju made Free Throw.,22,18
8:40,2492,Kameron Edwards missed Layup.,22,18
8:40,2540,Maxwell Kupchak Defensive Rebound.,22,18
8:28,2540,Ami Lakoju Turnover.,22,18
8:10,2492,Trae Berhow missed Jumper.,22,18
8:10,2540,UC Santa Barbara Deadball Team Rebound.,22,18
7:45,2540,Max Heidegger missed Three Point Jumper.,22,18
7:45,2540,Maxwell Kupchak Offensive Rebound.,22,18
7:36,2540,Marcus Jackson made Jumper.,24,18
7:20,2540,Foul on Max Heidegger.,24,18
7:20,2492,Official TV Timeout,24,18
7:20,2492,Harrison Meads made Free Throw.,24,19
7:20,2492,Harrison Meads made Free Throw.,24,20
6:52,2540,Leland King II made Jumper. Assisted by Marcus Jackson.,26,20
6:37,2492,Kameron Edwards made Layup. Assisted by Colbey Ross.,26,22
6:19,2540,Gabe Vincent missed Jumper.,26,22
6:19,2492,Harrison Meads Defensive Rebound.,26,22
6:04,2492,Colbey Ross Turnover.,26,22
5:48,2540,Leland King II missed Jumper.,26,22
5:48,2492,Colbey Ross Defensive Rebound.,26,22
5:31,2492,Colbey Ross made Three Point Jumper. Assisted by Amadi Udenyi.,26,25
5:06,2540,Gabe Vincent missed Three Point Jumper.,26,25
5:06,2492,Harrison Meads Defensive Rebound.,26,25
4:59,2540,Foul on Leland King II.,26,25
4:49,2492,Harrison Meads made Layup. Assisted by Kameron Edwards.,26,27
4:49,2540,Foul on Ami Lakoju.,26,27
4:49,2492,Harrison Meads missed Free Throw.,26,27
4:49,2540,Alex Hart Defensive Rebound.,26,27
4:24,2540,Leland King II missed Jumper.,26,27
4:24,2492,Kameron Edwards Defensive Rebound.,26,27
4:08,2492,Kameron Edwards missed Jumper.,26,27
4:08,2540,Alex Hart Defensive Rebound.,26,27
3:55,2540,Alex Hart missed Layup.,26,27
3:55,2540,Alex Hart Offensive Rebound.,26,27
3:53,2540,Alex Hart made Layup.,28,27
3:36,2492,Trae Berhow missed Layup.,28,27
3:36,2492,Harrison Meads Offensive Rebound.,28,27
3:34,2492,Harrison Meads made Layup.,28,29
3:34,2540,UC Santa Barbara  Timeout,28,29
3:18,2492,Foul on Trae Berhow.,28,29
3:18,2540,Max Heidegger made Free Throw.,29,29
3:18,2540,Max Heidegger made Free Throw.,30,29
3:10,2540,Foul on Marcus Jackson.,30,29
3:10,2492,Colbey Ross made Free Throw.,30,30
3:10,2492,Colbey Ross made Free Throw.,30,31
3:01,2540,Marcus Jackson missed Three Point Jumper.,30,31
3:01,2492,Matthew Atewe Defensive Rebound.,30,31
2:53,2492,Kameron Edwards missed Jumper.,30,31
2:53,2540,Leland King II Defensive Rebound.,30,31
2:45,2540,Leland King II made Three Point Jumper. Assisted by Marcus Jackson.,33,31
2:22,2492,Trae Berhow missed Jumper.,33,31
2:22,2540,UC Santa Barbara Defensive Rebound.,33,31
2:19,2492,Foul on Matthew Atewe.,33,31
2:11,2540,Gabe Vincent made Jumper.,35,31
1:41,2492,Matthew Atewe Turnover.,35,31
1:24,2540,Leland King II made Jumper. Assisted by Max Heidegger.,37,31
1:10,2540,Foul on Marcus Jackson.,37,31
1:10,2492,Colbey Ross missed Free Throw.,37,31
1:10,2492,Pepperdine Deadball Team Rebound.,37,31
1:10,2492,Colbey Ross made Free Throw.,37,32
1:10,2492,Colbey Ross made Free Throw.,37,33
0:53,2540,Leland King II made Jumper. Assisted by Gabe Vincent.,39,33
0:42,2492,Kameron Edwards Turnover.,39,33
0:25,2540,Max Heidegger made Three Point Jumper. Assisted by Gabe Vincent.,42,33
0:03,2492,Amadi Udenyi Turnover.,42,33
0:02,2540,Max Heidegger Steal.,42,33
0:00,2492,End of 1st half,42,33
19:50,2492,Kameron Edwards made Layup. Assisted by Colbey Ross.,42,35
19:27,2492,Foul on Matthew Atewe.,42,35
19:27,2540,Jalen Canty missed Free Throw.,42,35
19:27,2540,UC Santa Barbara Deadball Team Rebound.,42,35
19:27,2540,Jalen Canty made Free Throw.,43,35
19:06,2492,Amadi Udenyi missed Three Point Jumper.,43,35
19:06,2540,Max Heidegger Defensive Rebound.,43,35
18:54,2540,Marcus Jackson made Three Point Jumper. Assisted by Max Heidegger.,46,35
18:37,2492,Foul on Trae Berhow.,46,35
18:37,2492,Trae Berhow Turnover.,46,35
18:24,2540,Marcus Jackson missed Three Point Jumper.,46,35
18:24,2492,Colbey Ross Defensive Rebound.,46,35
18:16,2492,Colbey Ross made Layup.,46,37
17:54,2492,Foul on Matthew Atewe.,46,37
17:54,2540,Gabe Vincent made Free Throw.,47,37
17:54,2540,Gabe Vincent made Free Throw.,48,37
17:35,2492,Trae Berhow made Three Point Jumper. Assisted by Kameron Edwards.,48,40
17:17,2540,Gabe Vincent missed Layup.,48,40
17:17,2540,Jalen Canty Offensive Rebound.,48,40
17:16,2540,Jalen Canty made Layup.,50,40
16:58,2540,Foul on Jalen Canty.,50,40
16:57,2492,Colbey Ross Turnover.,50,40
16:55,2540,Marcus Jackson Steal.,50,40
16:54,2540,Marcus Jackson made Dunk.,52,40
16:37,2492,Colbey Ross Turnover.,52,40
16:36,2540,Leland King II Steal.,52,40
16:33,2540,Foul on Leland King II.,52,40
16:33,2540,Leland King II Turnover.,52,40
16:21,2492,Trae Berhow Turnover.,52,40
16:04,2540,Max Heidegger missed Jumper.,52,40
16:04,2492,Kameron Edwards Defensive Rebound.,52,40
15:50,2492,Kameron Edwards made Layup. Assisted by Amadi Udenyi.,52,42
15:37,2540,Max Heidegger missed Three Point Jumper.,52,42
15:37,2492,Trae Berhow Defensive Rebound.,52,42
15:26,2540,Foul on Ami Lakoju.,52,42
15:26,2492,Official TV Timeout,52,42
15:26,2492,Kameron Edwards missed Free Throw.,52,42
15:26,2492,Pepperdine Deadball Team Rebound.,52,42
15:26,2492,Kameron Edwards made Free Throw.,52,43
15:06,2540,Leland King II missed Jumper.,52,43
15:06,2492,Kameron Edwards Block.,52,43
15:04,2540,Leland King II Offensive Rebound.,52,43
15:03,2492,Foul on Trae Berhow.,52,43
15:03,2540,Leland King II missed Free Throw.,52,43
15:03,2540,UC Santa Barbara Deadball Team Rebound.,52,43
15:03,2540,Leland King II made Free Throw.,53,43
14:51,2492,Trae Berhow missed Three Point Jumper.,53,43
14:51,2492,Harrison Meads Offensive Rebound.,53,43
14:36,2492,Amadi Udenyi missed Jumper.,53,43
14:36,2492,Harrison Meads Offensive Rebound.,53,43
14:31,2492,Harrison Meads made Jumper.,53,45
14:05,2540,Max Heidegger missed Three Point Jumper.,53,45
14:05,2492,Trae Berhow Defensive Rebound.,53,45
13:54,2492,Trae Berhow Turnover.,53,45
13:53,2540,Alex Hart Steal.,53,45
13:49,2540,Max Heidegger made Layup.,55,45
13:33,2540,Foul on Marcus Jackson.,55,45
13:33,2492,Amadi Udenyi missed Free Throw.,55,45
13:33,2492,Pepperdine Deadball Team Rebound.,55,45
13:33,2492,Amadi Udenyi made Free Throw.,55,46
13:18,2540,Max Heidegger made Layup.,57,46
13:07,2492,Kameron Edwards made Jumper.,57,48
12:43,2540,Leland King II made Jumper. Assisted by Gabe Vincent.,59,48
12:34,2540,Foul on Alex Hart.,59,48
12:34,2492,Nolan Taylor made Free Throw.,59,49
12:34,2492,Nolan Taylor missed Free Throw.,59,49
12:34,2540,Jalen Canty Defensive Rebound.,59,49
12:07,2540,Max Heidegger missed Jumper.,59,49
12:07,2492,Amadi Udenyi Defensive Rebound.,59,49
11:51,2492,Kameron Edwards made Layup. Assisted by Colbey Ross.,59,51
11:29,2540,Jalen Canty missed Jumper.,59,51
11:29,2492,Nolan Taylor Defensive Rebound.,59,51
11:06,2492,Kameron Edwards made Jumper.,59,53
11:03,2492,Official TV Timeout,59,53
10:35,2540,Gabe Vincent made Jumper.,61,53
10:19,2492,Nolan Taylor made Layup. Assisted by Kameron Edwards.,61,55
10:02,2540,Max Heidegger missed Three Point Jumper.,61,55
10:02,2492,Colbey Ross Defensive Rebound.,61,55
9:53,2492,Amadi Udenyi missed Three Point Jumper.,61,55
9:53,2492,Jade' Smith Offensive Rebound.,61,55
9:50,2492,Jade' Smith missed Two Point Tip Shot.,61,55
9:50,2540,Jalen Canty Defensive Rebound.,61,55
9:31,2540,Ami Lakoju missed Jumper.,61,55
9:31,2492,Pepperdine Defensive Rebound.,61,55
9:16,2492,Darnell Dunn missed Jumper.,61,55
9:16,2492,Nolan Taylor Offensive Rebound.,61,55
9:12,2492,Nolan Taylor missed Layup.,61,55
9:12,2492,Darnell Dunn Offensive Rebound.,61,55
9:10,2540,Foul on Gabe Vincent.,61,55
9:10,2492,Darnell Dunn made Free Throw.,61,56
9:10,2492,Darnell Dunn made Free Throw.,61,57
8:54,2540,Marcus Jackson made Three Point Jumper. Assisted by Gabe Vincent.,64,57
8:51,2540,UC Santa Barbara  Timeout,64,57
8:33,2492,Colbey Ross made Three Point Jumper. Assisted by Trae Berhow.,64,60
8:13,2540,Gabe Vincent missed Three Point Jumper.,64,60
8:13,2492,Nolan Taylor Defensive Rebound.,64,60
7:47,2492,Darnell Dunn Turnover.,64,60
7:47,2492,Official TV Timeout,64,60
7:27,2540,Leland King II missed Jumper.,64,60
7:27,2540,Jalen Canty Offensive Rebound.,64,60
7:25,2492,Foul on Darnell Dunn.,64,60
7:19,2540,Jalen Canty made Layup. Assisted by Gabe Vincent.,66,60
7:03,2492,Darnell Dunn missed Jumper.,66,60
7:03,2540,Leland King II Block.,66,60
7:02,2540,Leland King II Defensive Rebound.,66,60
6:58,2492,Foul on Knox Hellums.,66,60
6:49,2540,Jalen Canty made Jumper.,68,60
6:27,2492,Harrison Meads missed Jumper.,68,60
6:27,2540,UC Santa Barbara Defensive Rebound.,68,60
6:20,2540,Max Heidegger made Three Point Jumper. Assisted by Marcus Jackson.,71,60
5:58,2492,Knox Hellums Turnover.,71,60
5:41,2540,Marcus Jackson made Three Point Jumper. Assisted by Maxwell Kupchak.,74,60
5:27,2540,Foul on Max Heidegger.,74,60
5:27,2492,Colbey Ross made Free Throw.,74,61
5:27,2492,Colbey Ross made Free Throw.,74,62
5:13,2540,Marcus Jackson missed Jumper.,74,62
5:13,2492,Nolan Taylor Defensive Rebound.,74,62
4:59,2492,Kameron Edwards made Jumper.,74,64
4:32,2540,Jalen Canty missed Jumper.,74,64
4:32,2492,Amadi Udenyi Defensive Rebound.,74,64
4:22,2492,Nolan Taylor made Jumper. Assisted by Trae Berhow.,74,66
4:18,2492,Pepperdine  Timeout,74,66
3:57,2540,Max Heidegger made Jumper.,76,66
3:43,2492,Trae Berhow missed Three Point Jumper.,76,66
3:43,2492,Kameron Edwards Offensive Rebound.,76,66
3:39,2492,Kameron Edwards made Jumper.,76,68
3:22,2540,Leland King II made Three Point Jumper. Assisted by Gabe Vincent.,79,68
3:02,2492,Colbey Ross made Layup.,79,70
2:38,2540,Max Heidegger Turnover.,79,70
2:37,2492,Kameron Edwards Steal.,79,70
2:35,2492,Kameron Edwards made Dunk.,79,72
2:26,2492,Foul on Colbey Ross.,79,72
2:26,2540,Marcus Jackson missed Free Throw.,79,72
2:26,2492,Nolan Taylor Defensive Rebound.,79,72
2:07,2492,Colbey Ross Turnover.,79,72
2:05,2540,Marcus Jackson Steal.,79,72
1:49,2540,Max Heidegger made Jumper.,81,72
1:46,2540,UC Santa Barbara  Timeout,81,72
1:36,2540,Foul on Max Heidegger.,81,72
1:36,2492,Trae Berhow made Free Throw.,81,73
1:36,2492,Trae Berhow made Free Throw.,81,74
1:16,2540,Leland King II made Three Point Jumper. Assisted by Marcus Jackson.,84,74
1:04,2492,Kameron Edwards missed Layup.,84,74
1:04,2540,Jalen Canty Block.,84,74
1:04,2492,Pepperdine Offensive Rebound.,84,74
1:01,2492,Nolan Taylor made Layup. Assisted by Trae Berhow.,84,76
0:55,2492,Foul on Amadi Udenyi.,84,76
0:55,2540,Brandon Davis missed Free Throw.,84,76
0:55,2492,Kameron Edwards Defensive Rebound.,84,76
0:43,2540,Foul on Jalen Canty.,84,76
0:43,2492,Colbey Ross made Free Throw.,84,77
0:43,2492,Colbey Ross made Free Throw.,84,78
0:42,2492,Foul on Trae Berhow.,84,78
0:42,2540,Leland King II made Free Throw.,85,78
0:42,2540,Leland King II missed Free Throw.,85,78
0:42,2492,Trae Berhow Defensive Rebound.,85,78
0:33,2492,Kameron Edwards Turnover.,85,78
0:32,2492,Foul on Trae Berhow.,85,78
0:32,2540,Marcus Jackson missed Free Throw.,85,78
0:32,2540,UC Santa Barbara Deadball Team Rebound.,85,78
0:32,2540,Marcus Jackson made Free Throw.,86,78
0:22,2492,Colbey Ross made Three Point Jumper. Assisted by Amadi Udenyi.,86,81
0:20,2492,Pepperdine  Timeout,86,81
0:19,2492,Foul on Knox Hellums.,86,81
0:19,2540,Gabe Vincent made Free Throw.,87,81
0:19,2540,Gabe Vincent made Free Throw.,88,81
0:13,2540,Foul on Max Heidegger.,88,81
0:13,2492,Amadi Udenyi missed Free Throw.,88,81
0:13,2492,Pepperdine Deadball Team Rebound.,88,81
0:13,2492,Amadi Udenyi made Free Throw.,88,82
0:11,2492,Foul on Jade' Smith.,88,82
0:11,2540,Max Heidegger made Free Throw.,89,82
0:11,2540,Max Heidegger made Free Throw.,90,82
0:05,2492,Colbey Ross made Layup. Assisted by Amadi Udenyi.,90,84
0:04,2492,Foul on Knox Hellums.,90,84
0:04,2540,Gabe Vincent made Free Throw.,91,84
0:04,2540,Gabe Vincent made Free Throw.,92,84
0:04,2492,Kameron Edwards Turnover.,92,84
0:03,2540,Max Heidegger Steal.,92,84
0:00,2492,End of Game,92,84
