Eastern Illinois,21,San Diego State,2197
14:55,21,Matt Mitchell made Jumper. Assisted by Malik Pope.,35,53
14:40,2197,Ray Crossland missed Three Point Jumper.,35,53
14:40,2197,Eastern Illinois Offensive Rebound.,35,53
14:27,2197,Ray Crossland missed Jumper.,35,53
14:27,21,Matt Mitchell Defensive Rebound.,35,53
14:20,21,Kameron Rooks made Layup. Assisted by Matt Mitchell.,35,55
14:02,2197,Jajuan Starks made Three Point Jumper. Assisted by Ray Crossland.,38,55
13:40,21,Jeremy Hemsley missed Three Point Jumper.,38,55
13:40,2197,Ray Crossland Defensive Rebound.,38,55
13:27,2197,Montell Goodwin Turnover.,38,55
13:24,21,Kameron Rooks Turnover.,38,55
13:20,2197,Jajuan Starks made Dunk.,40,55
13:08,2197,Foul on Terrell Lewis.,40,55
12:55,21,Matt Mitchell made Jumper.,40,57
12:46,2197,Jajuan Starks missed Three Point Jumper.,40,57
12:46,21,Matt Mitchell Defensive Rebound.,40,57
12:34,21,Matt Mitchell made Three Point Jumper.,40,60
12:11,2197,Mack Smith missed Three Point Jumper.,40,60
12:11,21,Malik Pope Defensive Rebound.,40,60
11:58,21,Jeremy Hemsley made Layup.,40,62
11:48,2197,Eastern Illinois  Timeout,40,62
11:48,21,Official TV Timeout,40,62
11:38,2197,Mack Smith made Jumper.,42,62
11:27,21,Matt Mitchell made Three Point Jumper. Assisted by Jeremy Hemsley.,42,65
11:07,2197,Ray Crossland made Three Point Jumper. Assisted by Jajuan Starks.,45,65
10:49,21,Matt Mitchell made Three Point Jumper. Assisted by Trey Kell.,45,68
10:26,2197,Mack Smith Turnover.,45,68
10:26,21,Official TV Timeout,45,68
10:19,21,Jordan Schakel made Three Point Jumper.,45,71
9:48,2197,Terrell Lewis missed Three Point Jumper.,45,71
9:48,21,Matt Mitchell Defensive Rebound.,45,71
9:39,2197,Foul on Michael Chavers.,45,71
9:39,21,Matt Mitchell made Free Throw.,45,72
9:39,21,Matt Mitchell made Free Throw.,45,73
9:31,2197,Montell Goodwin missed Jumper.,45,73
9:31,2197,D'Angelo Jackson Offensive Rebound.,45,73
9:27,2197,D'Angelo Jackson missed Jumper.,45,73
9:27,21,Jeremy Hemsley Defensive Rebound.,45,73
9:23,21,Jeremy Hemsley Turnover.,45,73
9:21,2197,D'Angelo Jackson Steal.,45,73
9:19,2197,D'Angelo Jackson missed Layup.,45,73
9:19,21,Jeremy Hemsley Block.,45,73
9:17,21,Jeremy Hemsley Defensive Rebound.,45,73
9:10,21,Trey Kell missed Three Point Jumper.,45,73
9:10,2197,Montell Goodwin Defensive Rebound.,45,73
9:01,2197,Montell Goodwin missed Jumper.,45,73
9:01,2197,Eastern Illinois Offensive Rebound.,45,73
8:41,2197,D'Angelo Jackson Turnover.,45,73
8:25,21,Matt Mitchell made Three Point Jumper. Assisted by Jordan Schakel.,45,76
7:58,2197,Michael Chavers missed Jumper.,45,76
7:58,2197,Michael Chavers Offensive Rebound.,45,76
7:56,21,Foul on Matt Mitchell.,45,76
7:56,21,Official TV Timeout,45,76
7:56,2197,Michael Chavers made Free Throw.,46,76
7:56,2197,Michael Chavers made Free Throw.,47,76
7:42,21,Matt Mitchell missed Three Point Jumper.,47,76
7:42,21,Kameron Rooks Offensive Rebound.,47,76
7:34,21,Kameron Rooks missed Jumper.,47,76
7:34,2197,Muusa Dama Defensive Rebound.,47,76
7:11,2197,Muusa Dama missed Jumper.,47,76
7:11,2197,Muusa Dama Offensive Rebound.,47,76
7:06,2197,Michael Chavers made Jumper.,49,76
6:49,21,Jordan Schakel missed Jumper.,49,76
6:49,21,Jeremy Hemsley Offensive Rebound.,49,76
6:44,21,Jeremy Hemsley missed Layup.,49,76
6:44,2197,Michael Chavers Defensive Rebound.,49,76
6:37,2197,Michael Chavers made Layup. Assisted by D'Angelo Jackson.,51,76
6:27,2197,Foul on Muusa Dama.,51,76
6:24,2197,Foul on Jajuan Starks.,51,76
6:24,21,Trey Kell missed Free Throw.,51,76
6:24,21,San Diego State Deadball Team Rebound.,51,76
6:24,21,Trey Kell made Free Throw.,51,77
6:04,2197,Mack Smith missed Three Point Jumper.,51,77
6:04,21,Kameron Rooks Defensive Rebound.,51,77
5:51,21,Malik Pope made Jumper. Assisted by Trey Kell.,51,79
5:30,2197,Michael Chavers made Jumper. Assisted by Mack Smith.,53,79
5:07,21,Matt Mitchell made Three Point Jumper. Assisted by Malik Pope.,53,82
4:50,2197,D'Angelo Jackson Turnover.,53,82
4:48,21,Matt Mitchell Steal.,53,82
4:41,2197,Foul on Mack Smith.,53,82
4:41,21,Matt Mitchell made Free Throw.,53,83
4:41,21,Matt Mitchell missed Free Throw.,53,83
4:41,21,San Diego State Deadball Team Rebound.,53,83
4:41,21,Matt Mitchell made Free Throw.,53,84
4:36,2197,Ray Crossland Turnover.,53,84
4:34,21,Matt Mitchell Steal.,53,84
4:31,2197,Foul on Ray Crossland.,53,84
4:31,21,Trey Kell made Free Throw.,53,85
4:31,21,Trey Kell made Free Throw.,53,86
4:18,2197,D'Angelo Jackson made Three Point Jumper. Assisted by Montell Goodwin.,56,86
4:08,2197,Foul on Ray Crossland.,56,86
4:08,21,Nolan Narain made Free Throw.,56,87
4:08,21,Nolan Narain missed Free Throw.,56,87
4:08,2197,Mack Smith Defensive Rebound.,56,87
4:04,2197,Montell Goodwin made Layup. Assisted by Mack Smith.,58,87
3:44,21,Jalen McDaniels made Layup. Assisted by Montaque Gill-Caesar.,58,89
3:30,21,Foul on Nolan Narain.,58,89
3:30,21,Official TV Timeout,58,89
3:28,2197,Ray Crossland missed Layup.,58,89
3:28,21,Jalen McDaniels Block.,58,89
3:24,21,Nolan Narain Defensive Rebound.,58,89
3:11,21,Nolan Narain made Layup.,58,91
2:50,2197,Montell Goodwin missed Three Point Jumper.,58,91
2:50,21,Jalen McDaniels Defensive Rebound.,58,91
2:43,21,Jordan Schakel missed Three Point Jumper.,58,91
2:43,2197,Eastern Illinois Defensive Rebound.,58,91
2:22,2197,Michael Chavers made Three Point Jumper. Assisted by Mack Smith.,61,91
1:57,21,Nolan Narain made Layup.,61,93
1:43,2197,Mack Smith missed Three Point Jumper.,61,93
1:43,21,Michael Sohikish Defensive Rebound.,61,93
1:34,2197,Foul on Mack Smith.,61,93
1:34,21,Jordan Schakel made Free Throw.,61,94
1:34,21,Jordan Schakel missed Free Throw.,61,94
1:34,2197,Aboubacar Diallo Defensive Rebound.,61,94
1:07,21,Foul on Nolan Narain.,61,94
1:07,2197,Mack Smith made Free Throw.,62,94
1:07,2197,Mack Smith made Free Throw.,63,94
0:59,21,Michael Sohikish missed Layup.,63,94
0:59,2197,Michael Chavers Defensive Rebound.,63,94
0:48,2197,DeVantae' Price Turnover.,63,94
0:31,2197,Foul on DeVantae' Price.,63,94
0:31,21,Jalen McDaniels missed Free Throw.,63,94
0:31,21,San Diego State Deadball Team Rebound.,63,94
0:31,21,Jalen McDaniels missed Free Throw.,63,94
0:31,2197,DeVantae' Price Defensive Rebound.,63,94
0:10,2197,Mack Smith missed Three Point Jumper.,63,94
0:10,21,Jalen McDaniels Defensive Rebound.,63,94
0:00,21,End of Game,63,94
