Cleveland State,151,East Carolina,325
11:41,325,Dontel Highsmith made Free Throw.,14,7
11:41,325,Dontel Highsmith made Free Throw.,15,7
11:28,151,K.J. Davis made Three Point Jumper. Assisted by Dimitri Spasojevic.,15,10
11:14,325,Stefan Kenic made Three Point Jumper. Assisted by Tyree Appleby.,18,10
11:01,151,Justin Whatley made Three Point Jumper. Assisted by B.J. Tyson.,18,13
10:44,325,Evan Clayborne made Layup. Assisted by Dontel Highsmith.,20,13
10:43,151,Foul on Shawn Williams.,20,13
10:43,325,Evan Clayborne made Free Throw.,21,13
10:28,151,K.J. Davis Turnover.,21,13
10:11,325,Stefan Kenic Turnover.,21,13
9:54,325,Foul on Tyree Appleby.,21,13
9:46,151,K.J. Davis missed Three Point Jumper.,21,13
9:46,325,Terrell Hales Defensive Rebound.,21,13
9:18,325,Stefan Kenic missed Three Point Jumper.,21,13
9:18,151,B.J. Tyson Defensive Rebound.,21,13
9:14,325,Foul on Evan Clayborne.,21,13
9:14,151,B.J. Tyson made Free Throw.,21,14
9:14,151,B.J. Tyson made Free Throw.,21,15
8:56,325,Bobby Word missed Three Point Jumper.,21,15
8:56,325,Anthony Wright Offensive Rebound.,21,15
8:52,325,Anthony Wright made Layup.,23,15
8:34,151,Isaac Fleming missed Three Point Jumper.,23,15
8:34,325,Terrell Hales Defensive Rebound.,23,15
8:26,325,Bobby Word made Layup.,25,15
8:01,151,Isaac Fleming Turnover.,25,15
8:01,151,Official TV Timeout,25,15
8:00,151,Official TV Timeout,25,15
7:45,325,Kasheem Thomas missed Three Point Jumper.,25,15
7:45,151,Jabari Craig Defensive Rebound.,25,15
7:30,151,Kentrell Barkley made Layup. Assisted by B.J. Tyson.,25,17
7:15,325,Anthony Wright missed Three Point Jumper.,25,17
7:15,151,Justin Whatley Defensive Rebound.,25,17
6:48,151,B.J. Tyson made Three Point Jumper. Assisted by Isaac Fleming.,25,20
6:27,325,Kasheem Thomas missed Layup.,25,20
6:27,151,Kentrell Barkley Defensive Rebound.,25,20
6:20,151,B.J. Tyson made Layup. Assisted by Kentrell Barkley.,25,22
6:20,325,Foul on Terrell Hales.,25,22
6:20,151,B.J. Tyson made Free Throw.,25,23
6:01,325,Dontel Highsmith missed Layup.,25,23
6:01,151,B.J. Tyson Block.,25,23
5:59,151,Isaac Fleming Defensive Rebound.,25,23
5:50,151,Dimitri Spasojevic made Layup. Assisted by Isaac Fleming.,25,25
5:22,325,Stefan Kenic made Layup.,27,25
4:55,151,Dimitri Spasojevic made Dunk. Assisted by Isaac Fleming.,27,27
4:30,325,Kasheem Thomas missed Three Point Jumper.,27,27
4:30,151,East Carolina Defensive Rebound.,27,27
4:06,151,Dimitri Spasojevic Turnover.,27,27
3:58,325,Bobby Word Turnover.,27,27
3:58,151,Official TV Timeout,27,27
3:49,151,B.J. Tyson made Dunk. Assisted by Isaac Fleming.,27,29
3:20,325,Dontel Highsmith made Layup.,29,29
3:08,151,Isaac Fleming missed Three Point Jumper.,29,29
3:08,325,Cleveland State Defensive Rebound.,29,29
2:43,325,Dontel Highsmith made Layup.,31,29
2:39,151,Foul on Isaac Fleming.,31,29
2:39,325,Dontel Highsmith made Free Throw.,32,29
2:21,151,Isaac Fleming Turnover.,32,29
2:15,325,Terrell Hales Turnover.,32,29
2:14,151,Kentrell Barkley Steal.,32,29
2:09,151,Isaac Fleming Turnover.,32,29
2:09,325,Terrell Hales Steal.,32,29
1:56,325,Anthony Wright missed Layup.,32,29
1:56,151,Jabari Craig Block.,32,29
1:54,151,Jabari Craig Defensive Rebound.,32,29
1:52,325,Foul on Terrell Hales.,32,29
1:52,151,Jabari Craig missed Free Throw.,32,29
1:52,151,Kentrell Barkley Offensive Rebound.,32,29
1:46,151,Kentrell Barkley made Layup.,32,31
1:35,325,Stefan Kenic Turnover.,32,31
1:35,151,Shawn Williams Steal.,32,31
1:30,151,Shawn Williams missed Layup.,32,31
1:30,325,Stefan Kenic Defensive Rebound.,32,31
1:16,325,Dontel Highsmith missed Three Point Jumper.,32,31
1:16,325,Stefan Kenic Offensive Rebound.,32,31
1:12,325,Stefan Kenic missed Three Point Jumper.,32,31
1:12,325,Dontel Highsmith Offensive Rebound.,32,31
1:06,325,Bobby Word missed Three Point Jumper.,32,31
1:06,325,Stefan Kenic Offensive Rebound.,32,31
1:03,151,Foul on B.J. Tyson.,32,31
0:54,325,Foul on Kasheem Thomas.,32,31
0:54,325,Kasheem Thomas Turnover.,32,31
0:36,151,Dimitri Spasojevic made Layup.,32,33
0:26,325,Cleveland State  Timeout,32,33
0:01,325,Stefan Kenic Turnover.,32,33
0:00,151,End of 1st half,32,33
19:49,151,Kentrell Barkley made Layup. Assisted by B.J. Tyson.,32,35
19:25,325,Kasheem Thomas missed Layup.,32,35
19:25,151,Jabari Craig Defensive Rebound.,32,35
19:14,151,B.J. Tyson made Three Point Jumper. Assisted by Isaac Fleming.,32,38
18:45,151,Foul on Jabari Craig.,32,38
18:45,325,Anthony Wright missed Free Throw.,32,38
18:45,325,Cleveland State Deadball Team Rebound.,32,38
18:45,325,Anthony Wright made Free Throw.,33,38
18:34,151,Jabari Craig missed Layup.,33,38
18:34,151,Jabari Craig Offensive Rebound.,33,38
18:27,151,Jabari Craig Turnover.,33,38
18:26,325,Dontel Highsmith Steal.,33,38
18:24,325,Bobby Word made Layup. Assisted by Dontel Highsmith.,35,38
18:00,325,Foul on Stefan Kenic.,35,38
18:00,151,Jabari Craig missed Free Throw.,35,38
18:00,151,East Carolina Deadball Team Rebound.,35,38
18:00,151,Jabari Craig missed Free Throw.,35,38
18:00,325,Anthony Wright Defensive Rebound.,35,38
17:43,325,Dontel Highsmith missed Jumper.,35,38
17:43,151,Isaac Fleming Defensive Rebound.,35,38
17:36,151,Kentrell Barkley made Layup. Assisted by Isaac Fleming.,35,40
17:20,325,Tyree Appleby missed Three Point Jumper.,35,40
17:20,151,Dimitri Spasojevic Defensive Rebound.,35,40
17:09,325,Foul on Stefan Kenic.,35,40
16:54,151,Kentrell Barkley made Jumper. Assisted by B.J. Tyson.,35,42
16:33,325,Tyree Appleby made Layup. Assisted by Dontel Highsmith.,37,42
16:26,151,Kentrell Barkley made Layup. Assisted by Isaac Fleming.,37,44
16:11,325,Evan Clayborne missed Layup.,37,44
16:11,151,B.J. Tyson Defensive Rebound.,37,44
16:05,151,B.J. Tyson made Layup.,37,46
16:03,325,Cleveland State  Timeout,37,46
15:42,325,Dontel Highsmith Turnover.,37,46
15:41,151,Kentrell Barkley Steal.,37,46
15:39,151,B.J. Tyson made Layup. Assisted by Kentrell Barkley.,37,48
15:35,325,Foul on Terrell Hales.,37,48
15:35,151,Official TV Timeout,37,48
15:35,151,B.J. Tyson missed Free Throw.,37,48
15:35,325,Dontel Highsmith Defensive Rebound.,37,48
15:31,151,Foul on Isaac Fleming.,37,48
15:17,325,Tyree Appleby made Three Point Jumper. Assisted by Terrell Hales.,40,48
14:47,151,Kentrell Barkley missed Three Point Jumper.,40,48
14:47,151,Dimitri Spasojevic Offensive Rebound.,40,48
14:44,325,Foul on Evan Clayborne.,40,48
14:30,151,B.J. Tyson missed Three Point Jumper.,40,48
14:30,151,Justin Whatley Offensive Rebound.,40,48
14:22,325,Foul on Evan Clayborne.,40,48
14:22,151,Kentrell Barkley missed Free Throw.,40,48
14:22,151,East Carolina Deadball Team Rebound.,40,48
14:22,151,Kentrell Barkley missed Free Throw.,40,48
14:22,325,Bobby Word Defensive Rebound.,40,48
14:11,325,Stefan Kenic missed Layup.,40,48
14:11,325,Dontel Highsmith Offensive Rebound.,40,48
14:02,325,Tyree Appleby made Layup.,42,48
13:40,151,Kentrell Barkley missed Jumper.,42,48
13:40,325,Dontel Highsmith Defensive Rebound.,42,48
13:22,325,Dontel Highsmith made Layup.,44,48
13:08,151,Shawn Williams missed Three Point Jumper.,44,48
13:08,151,Kentrell Barkley Offensive Rebound.,44,48
13:04,151,Kentrell Barkley made Layup.,44,50
12:44,325,Anthony Wright missed Three Point Jumper.,44,50
12:44,151,B.J. Tyson Defensive Rebound.,44,50
12:33,151,Kentrell Barkley Turnover.,44,50
12:32,325,Bobby Word Steal.,44,50
12:29,325,Bobby Word made Three Point Jumper. Assisted by Anthony Wright.,47,50
12:00,151,Foul on Dimitri Spasojevic.,47,50
12:00,151,Dimitri Spasojevic Turnover.,47,50
12:00,151,Official TV Timeout,47,50
11:52,325,Jamarcus Hairston made Layup. Assisted by Tyree Appleby.,49,50
11:30,151,Kentrell Barkley missed Layup.,49,50
11:30,325,Dontel Highsmith Defensive Rebound.,49,50
11:16,151,Foul on Isaac Fleming.,49,50
11:11,325,Tyree Appleby made Layup.,51,50
11:00,151,Justin Whatley made Three Point Jumper. Assisted by Shawn Williams.,51,53
10:44,325,Jamarcus Hairston made Layup. Assisted by Stefan Kenic.,53,53
10:24,151,Shawn Williams missed Three Point Jumper.,53,53
10:24,325,Dontel Highsmith Defensive Rebound.,53,53
10:17,325,Tyree Appleby missed Layup.,53,53
10:17,151,Shawn Williams Defensive Rebound.,53,53
10:08,325,Foul on Dontel Highsmith.,53,53
10:08,151,Jabari Craig missed Free Throw.,53,53
10:08,151,East Carolina Deadball Team Rebound.,53,53
10:08,151,Jabari Craig made Free Throw.,53,54
9:57,325,Stefan Kenic missed Three Point Jumper.,53,54
9:57,151,B.J. Tyson Defensive Rebound.,53,54
9:50,151,B.J. Tyson Turnover.,53,54
9:50,325,Bobby Word Steal.,53,54
9:50,151,Foul on Jabari Craig.,53,54
9:42,325,Tyree Appleby made Layup.,55,54
9:19,151,Foul on Shawn Williams.,55,54
9:19,151,Shawn Williams Turnover.,55,54
9:11,151,Foul on Justin Whatley.,55,54
9:11,325,Tyree Appleby missed Free Throw.,55,54
9:11,325,Cleveland State Deadball Team Rebound.,55,54
9:11,325,Tyree Appleby made Free Throw.,56,54
8:44,151,B.J. Tyson Turnover.,56,54
8:43,325,Dontel Highsmith Steal.,56,54
8:41,325,Jamarcus Hairston Turnover.,56,54
8:40,151,Kentrell Barkley Steal.,56,54
8:36,151,Kentrell Barkley missed Layup.,56,54
8:36,325,Stefan Kenic Defensive Rebound.,56,54
8:28,325,Dontel Highsmith missed Jumper.,56,54
8:28,151,B.J. Tyson Defensive Rebound.,56,54
8:02,151,Justin Whatley Turnover.,56,54
8:01,325,Bobby Word Steal.,56,54
7:56,325,Tyree Appleby missed Three Point Jumper.,56,54
7:56,151,Jabari Craig Defensive Rebound.,56,54
7:28,151,Kentrell Barkley missed Layup.,56,54
7:28,325,Stefan Kenic Defensive Rebound.,56,54
7:25,151,Foul on Kentrell Barkley.,56,54
7:25,151,Official TV Timeout,56,54
7:25,325,Stefan Kenic made Free Throw.,57,54
7:25,325,Stefan Kenic made Free Throw.,58,54
7:24,151,Official TV Timeout,56,54
7:19,151,Official TV Timeout,56,54
7:04,325,Foul on Stefan Kenic.,58,54
7:04,151,Jabari Craig made Free Throw.,58,55
7:04,151,Jabari Craig missed Free Throw.,58,55
7:04,325,Dontel Highsmith Defensive Rebound.,58,55
6:37,325,Anthony Wright missed Three Point Jumper.,58,55
6:37,151,Kentrell Barkley Defensive Rebound.,58,55
6:19,151,Foul on Jabari Craig.,58,55
6:19,151,Jabari Craig Turnover.,58,55
5:59,151,Foul on Jabari Craig.,58,55
5:59,325,Stefan Kenic made Free Throw.,59,55
5:59,325,Stefan Kenic made Free Throw.,60,55
5:33,151,B.J. Tyson missed Three Point Jumper.,60,55
5:33,151,Dimitri Spasojevic Offensive Rebound.,60,55
5:15,151,Dimitri Spasojevic made Layup. Assisted by B.J. Tyson.,60,57
5:15,325,Foul on Dontel Highsmith.,60,57
5:15,151,Dimitri Spasojevic missed Free Throw.,60,57
5:15,325,Stefan Kenic Defensive Rebound.,60,57
5:01,151,Foul on B.J. Tyson.,60,57
5:01,325,Tyree Appleby missed Free Throw.,60,57
5:01,325,Cleveland State Deadball Team Rebound.,60,57
5:01,325,Tyree Appleby made Free Throw.,61,57
4:41,151,Dimitri Spasojevic missed Layup.,61,57
4:41,325,Anthony Wright Defensive Rebound.,61,57
4:14,325,Bobby Word made Three Point Jumper. Assisted by Tyree Appleby.,64,57
3:54,151,B.J. Tyson made Three Point Jumper. Assisted by Isaac Fleming.,64,60
3:50,151,Official TV Timeout,64,60
3:33,325,Stefan Kenic made Three Point Jumper. Assisted by Tyree Appleby.,67,60
3:04,151,Justin Whatley missed Three Point Jumper.,67,60
3:04,325,Anthony Wright Defensive Rebound.,67,60
2:45,325,Stefan Kenic missed Layup.,67,60
2:45,325,Anthony Wright Offensive Rebound.,67,60
2:36,325,Bobby Word missed Three Point Jumper.,67,60
2:36,151,Justin Whatley Defensive Rebound.,67,60
2:28,151,B.J. Tyson missed Three Point Jumper.,67,60
2:28,325,Anthony Wright Defensive Rebound.,67,60
1:57,325,Tyree Appleby missed Layup.,67,60
1:57,151,Dimitri Spasojevic Defensive Rebound.,67,60
1:51,151,Isaac Fleming made Layup.,67,62
1:50,151,East Carolina  Timeout,67,62
1:50,151,Foul on Kentrell Barkley.,67,62
1:50,325,Tyree Appleby made Free Throw.,68,62
1:50,325,Tyree Appleby made Free Throw.,69,62
1:42,325,Foul on Stefan Kenic.,69,62
1:42,151,Isaac Fleming made Free Throw.,69,63
1:42,151,Isaac Fleming missed Free Throw.,69,63
1:42,325,Dontel Highsmith Defensive Rebound.,69,63
1:14,325,Bobby Word Turnover.,69,63
1:14,151,Isaac Fleming Steal.,69,63
1:11,325,Foul on Bobby Word.,69,63
1:11,151,Isaac Fleming made Free Throw.,69,64
1:11,151,Isaac Fleming made Free Throw.,69,65
1:11,325,Dontel Highsmith Turnover.,69,65
1:11,151,B.J. Tyson Steal.,69,65
0:56,151,B.J. Tyson made Three Point Jumper. Assisted by Isaac Fleming.,69,68
0:54,151,East Carolina  Timeout,69,68
0:47,325,Tyree Appleby Turnover.,69,68
0:30,151,Isaac Fleming made Layup.,69,70
0:29,325,Foul on Bobby Word.,69,70
0:29,151,Isaac Fleming made Free Throw.,69,71
0:10,325,Bobby Word missed Jumper.,69,71
0:10,151,East Carolina Defensive Rebound.,69,71
0:06,325,Cleveland State  Timeout,69,71
0:05,325,Foul on Terrell Hales.,69,71
0:05,151,Shawn Williams missed Free Throw.,69,71
0:05,151,East Carolina Deadball Team Rebound.,69,71
0:05,151,Shawn Williams made Free Throw.,69,72
0:05,325,Cleveland State  Timeout,69,72
0:02,325,Tyree Appleby missed Three Point Jumper.,69,72
0:02,151,East Carolina Deadball Team Rebound.,69,72
0:00,151,End of Game,69,72
