Emporia State,Error,Missouri,142
11:17,142,Cullen VanLeer missed Free Throw.,41,41
11:17,-1,Stephaun Limuel Defensive Rebound.,41,41
10:57,-1,Brandon Hall missed Jumper.,41,41
10:57,142,Jontay Porter Defensive Rebound.,41,41
10:46,142,Jeremiah Tilmon made Dunk. Assisted by Blake Harris.,41,43
10:20,-1,Brandon Hall Turnover.,41,43
9:52,142,Blake Harris missed Jumper.,41,43
9:52,142,Kevin Puryear Offensive Rebound.,41,43
9:50,142,Kevin Puryear missed Jumper.,41,43
9:50,-1,Malik Hluchoweckyj Block.,41,43
9:48,142,Blake Harris Offensive Rebound.,41,43
9:45,-1,Foul on Brian Morton.,41,43
9:45,142,Jeremiah Tilmon missed Free Throw.,41,43
9:45,142,Missouri Deadball Team Rebound.,41,43
9:45,142,Jeremiah Tilmon missed Free Throw.,41,43
9:45,-1,Stephaun Limuel Defensive Rebound.,41,43
9:27,142,Foul on Kassius Robertson.,41,43
9:27,-1,Technical Foul on Brandon Hall.,41,43
9:27,142,Technical Foul on Jeremiah Tilmon.,41,43
9:27,-1,Foul on Brandon Hall.,41,43
9:27,142,Foul on Jeremiah Tilmon.,41,43
9:27,-1,Brian Morton made Free Throw.,42,43
9:27,-1,Brian Morton made Free Throw.,43,43
9:12,142,Jontay Porter missed Layup.,43,43
9:12,142,Reed Nikko Offensive Rebound.,43,43
9:10,142,Reed Nikko made Jumper.,43,45
9:10,-1,Foul on Malik Hluchoweckyj.,43,45
9:10,142,Reed Nikko made Free Throw.,43,46
8:57,-1,Brian Morton made Layup.,45,46
8:46,142,Reed Nikko made Jumper. Assisted by Blake Harris.,45,48
8:43,-1,Foul on Isaac Mccullough.,45,48
8:30,142,Reed Nikko missed Free Throw.,45,48
8:30,-1,Emporia St Defensive Rebound.,45,48
8:21,142,Foul on Jontay Porter.,45,48
8:21,-1,Brandon Hall missed Layup.,45,48
8:21,142,Jontay Porter Block.,45,48
8:21,142,Reed Nikko Defensive Rebound.,45,48
8:21,142,Jontay Porter made Layup. Assisted by Blake Harris.,45,50
8:10,142,Foul on Jordan Barnett.,45,50
8:10,-1,Malik Hluchoweckyj made Free Throw.,46,50
8:10,-1,Malik Hluchoweckyj made Free Throw.,47,50
7:53,142,Kassius Robertson missed Three Point Jumper.,47,50
7:53,142,Jordan Barnett Offensive Rebound.,47,50
7:49,-1,Foul on Brian Morton.,47,50
7:49,142,Official TV Timeout,47,50
7:49,142,Jordan Barnett made Free Throw.,47,51
7:49,142,Jordan Barnett made Free Throw.,47,52
7:36,-1,Duncan Fort Turnover.,47,52
7:14,142,Kassius Robertson missed Three Point Jumper.,47,52
7:14,-1,Brandon Hall Defensive Rebound.,47,52
6:59,-1,Foul on Hassan Thomas.,47,52
6:59,-1,Hassan Thomas Turnover.,47,52
6:37,-1,Foul on Brandon Hall.,47,52
6:37,142,Kevin Puryear made Free Throw.,47,53
6:37,142,Kevin Puryear made Free Throw.,47,54
6:24,-1,Brian Morton made Layup.,49,54
6:18,142,Blake Harris Turnover.,49,54
5:59,-1,Malik Hluchoweckyj missed Three Point Jumper.,49,54
5:59,142,Jontay Porter Defensive Rebound.,49,54
5:45,142,Kevin Puryear missed Jumper.,49,54
5:45,-1,Malik Hluchoweckyj Block.,49,54
5:44,-1,Brandon Hall Defensive Rebound.,49,54
5:15,-1,Brandon Hall missed Jumper.,49,54
5:15,142,Kevin Puryear Defensive Rebound.,49,54
5:00,142,Kevin Puryear made Layup.,49,56
4:41,-1,Brandon Hall missed Three Point Jumper.,49,56
4:41,-1,Stephaun Limuel Offensive Rebound.,49,56
4:32,-1,Malik Hluchoweckyj made Layup.,51,56
4:13,-1,Foul on Brian Morton.,51,56
4:13,142,Kassius Robertson made Free Throw.,51,57
4:13,142,Kassius Robertson missed Free Throw.,51,57
4:13,142,Jontay Porter Offensive Rebound.,51,57
4:08,142,Jontay Porter missed Jumper.,51,57
4:08,-1,Stephaun Limuel Defensive Rebound.,51,57
3:52,-1,Brian Morton made Three Point Jumper.,54,57
3:27,142,Jeremiah Tilmon missed Layup.,54,57
3:27,142,Jontay Porter Offensive Rebound.,54,57
3:26,142,Foul on Jeremiah Tilmon.,54,57
3:26,142,Jeremiah Tilmon Turnover.,54,57
3:26,142,Official TV Timeout,54,57
3:11,-1,Duncan Fort Turnover.,54,57
2:53,142,Reed Nikko made Dunk.,54,59
2:32,-1,Grant Shell Turnover.,54,59
2:29,142,Blake Harris Steal.,54,59
2:26,142,Blake Harris made Layup.,54,61
2:09,-1,Grant Shell missed Three Point Jumper.,54,61
2:09,-1,Duncan Fort Offensive Rebound.,54,61
2:06,-1,Duncan Fort made Jumper.,56,61
1:55,142,Blake Harris missed Layup.,56,61
1:55,-1,Isaac Mccullough Defensive Rebound.,56,61
1:49,-1,Grant Shell made Three Point Jumper. Assisted by Isaac Mccullough.,59,61
1:33,142,Missouri  Timeout,59,61
1:30,-1,Foul on Grant Shell.,59,61
1:30,142,Kassius Robertson made Free Throw.,59,62
1:30,142,Kassius Robertson missed Free Throw.,59,62
1:30,142,Kevin Puryear Offensive Rebound.,59,62
1:05,142,Jontay Porter made Jumper.,59,64
0:46,-1,Danny Hodge made Three Point Jumper.,62,64
0:34,142,Kassius Robertson missed Layup.,62,64
0:34,-1,Grant Shell Defensive Rebound.,62,64
0:32,-1,Grant Shell missed Jumper.,62,64
0:32,142,Jontay Porter Defensive Rebound.,62,64
0:24,-1,Foul on Grant Shell.,62,64
0:24,142,Kassius Robertson made Free Throw.,62,65
0:24,142,Kassius Robertson made Free Throw.,62,66
0:10,-1,Grant Shell missed Layup.,62,66
0:10,142,Kassius Robertson Defensive Rebound.,62,66
0:07,-1,Foul on Jack Dale.,62,66
0:07,142,Kassius Robertson made Free Throw.,62,67
0:07,142,Kassius Robertson missed Free Throw.,62,67
0:07,142,Kevin Puryear Offensive Rebound.,62,67
0:00,142,End of Game,62,67
