Northern Arizona,2306,Kansas State,2464
16:30,2306,Dean Wade Defensive Rebound.,31,51
16:22,2306,Xavier Sneed missed Three Point Jumper.,31,51
16:22,2464,Gino Littles Defensive Rebound.,31,51
16:06,2464,Chris Bowling Turnover.,31,51
16:05,2306,Dean Wade Steal.,31,51
16:02,2306,Kamau Stokes made Layup. Assisted by Xavier Sneed.,31,53
15:38,2464,Chris Bowling Turnover.,31,53
15:29,2306,Makol Mawien missed Three Point Jumper.,31,53
15:29,2464,Ruben Fuamba Defensive Rebound.,31,53
15:21,2464,Torry Johnson Turnover.,31,53
15:21,2464,Foul on Torry Johnson.,31,53
15:21,2306,Official TV Timeout,31,53
15:11,2306,Makol Mawien Turnover.,31,53
15:08,2464,Brooks Debisschop Steal.,31,53
14:47,2464,Gino Littles made Three Point Jumper. Assisted by Jojo Anderson.,34,53
14:20,2306,Barry Brown made Layup.,34,55
13:47,2464,Ruben Fuamba Turnover.,34,55
13:45,2306,Kamau Stokes Steal.,34,55
13:40,2306,Barry Brown missed Jumper.,34,55
13:40,2464,Jojo Anderson Defensive Rebound.,34,55
13:31,2306,Foul on Makol Mawien.,34,55
13:25,2464,Gino Littles missed Three Point Jumper.,34,55
13:25,2306,Dean Wade Defensive Rebound.,34,55
13:03,2306,Kamau Stokes missed Three Point Jumper.,34,55
13:03,2464,Karl Harris Defensive Rebound.,34,55
12:55,2464,Jojo Anderson made Three Point Jumper. Assisted by Karl Harris.,37,55
12:38,2306,Brian Patrick missed Three Point Jumper.,37,55
12:38,2306,Dean Wade Offensive Rebound.,37,55
12:35,2306,Dean Wade made Layup.,37,57
12:35,2464,Foul on Karl Harris.,37,57
12:35,2306,Dean Wade made Free Throw.,37,58
12:14,2464,Karl Harris made Jumper.,39,58
12:02,2306,Kamau Stokes made Jumper. Assisted by Cartier Diarra.,39,60
11:40,2464,Jojo Anderson missed Three Point Jumper.,39,60
11:40,2464,Ruben Fuamba Offensive Rebound.,39,60
11:37,2306,Foul on Levi Stockard III.,39,60
11:37,2306,Official TV Timeout,39,60
11:35,2306,Foul on Mawdo Sallah.,39,60
11:35,2464,Torry Johnson made Free Throw.,40,60
11:35,2464,Torry Johnson made Free Throw.,41,60
11:27,2464,Foul on Gino Littles.,41,60
11:22,2306,Brian Patrick missed Three Point Jumper.,41,60
11:22,2464,Northern Arizona Deadball Team Rebound.,41,60
11:20,2306,Foul on Mawdo Sallah.,41,60
10:51,2464,Torry Johnson made Layup.,43,60
10:51,2306,Foul on Cartier Diarra.,43,60
10:51,2464,Torry Johnson missed Free Throw.,43,60
10:51,2306,Levi Stockard III Defensive Rebound.,43,60
10:42,2306,Brian Patrick Turnover.,43,60
10:23,2306,Cartier Diarra Turnover.,43,60
10:23,2464,Foul on Corey Brown.,43,60
10:13,2306,Xavier Sneed made Layup. Assisted by Kamau Stokes.,43,62
9:56,2464,Chris Bowling missed Three Point Jumper.,43,62
9:56,2464,Ruben Fuamba Offensive Rebound.,43,62
9:53,2464,Ruben Fuamba missed Layup.,43,62
9:53,2306,Makol Mawien Defensive Rebound.,43,62
9:27,2306,Kamau Stokes missed Jumper.,43,62
9:27,2464,Corey Brown Defensive Rebound.,43,62
9:25,2306,Foul on Makol Mawien.,43,62
9:25,2464,Corey Brown made Free Throw.,44,62
9:25,2464,Corey Brown made Free Throw.,45,62
9:08,2306,Mawdo Sallah made Layup. Assisted by Xavier Sneed.,45,64
8:42,2306,Foul on Barry Brown.,45,64
8:42,2464,Torry Johnson missed Free Throw.,45,64
8:42,2306,Mawdo Sallah Defensive Rebound.,45,64
8:30,2464,Foul on Karl Harris.,45,64
8:30,2306,Xavier Sneed made Free Throw.,45,65
8:30,2306,Xavier Sneed made Free Throw.,45,66
8:03,2464,Torry Johnson Turnover.,45,66
8:02,2306,Barry Brown Steal.,45,66
7:54,2464,Foul on Gino Littles.,45,66
7:54,2306,Official TV Timeout,45,66
7:54,2306,Barry Brown made Free Throw.,45,67
7:54,2306,Barry Brown made Free Throw.,45,68
7:40,2306,Foul on Mawdo Sallah.,45,68
7:40,2464,Brooks Debisschop missed Free Throw.,45,68
7:40,2306,Mawdo Sallah Defensive Rebound.,45,68
7:27,2306,Dean Wade made Dunk. Assisted by Xavier Sneed.,45,70
7:08,2464,Brooks Debisschop made Layup. Assisted by Chris Bowling.,47,70
6:58,2306,Dean Wade made Layup. Assisted by Barry Brown.,47,72
6:36,2464,Torry Johnson missed Three Point Jumper.,47,72
6:36,2306,Xavier Sneed Defensive Rebound.,47,72
6:25,2464,Foul on Brooks Debisschop.,47,72
6:25,2306,Dean Wade missed Free Throw.,47,72
6:25,2306,Kansas State Deadball Team Rebound.,47,72
6:25,2306,Dean Wade made Free Throw.,47,73
6:11,2464,Jojo Anderson Turnover.,47,73
6:09,2306,Dean Wade Steal.,47,73
6:08,2306,Kamau Stokes missed Layup.,47,73
6:08,2306,Xavier Sneed Offensive Rebound.,47,73
6:05,2306,Xavier Sneed missed Jumper.,47,73
6:05,2306,Cartier Diarra Offensive Rebound.,47,73
6:02,2306,Cartier Diarra missed Jumper.,47,73
6:02,2464,Gino Littles Defensive Rebound.,47,73
5:52,2464,Torry Johnson made Jumper.,49,73
5:39,2306,Cartier Diarra missed Three Point Jumper.,49,73
5:39,2464,Northern Arizona Defensive Rebound.,49,73
5:22,2306,Foul on Cartier Diarra.,49,73
5:22,2464,Jojo Anderson made Free Throw.,50,73
5:22,2464,Jojo Anderson missed Free Throw.,50,73
5:22,2306,Dean Wade Defensive Rebound.,50,73
5:15,2306,Xavier Sneed Turnover.,50,73
5:15,2306,Foul on Brian Patrick.,50,73
5:01,2464,Gino Littles missed Three Point Jumper.,50,73
5:01,2306,Mawdo Sallah Defensive Rebound.,50,73
4:50,2306,Dean Wade made Jumper. Assisted by Barry Brown.,50,75
4:40,2464,Jojo Anderson missed Layup.,50,75
4:40,2306,Kansas State Defensive Rebound.,50,75
4:19,2306,Barry Brown Turnover.,50,75
4:17,2464,Gino Littles Steal.,50,75
4:14,2464,Gino Littles missed Layup.,50,75
4:14,2464,Ruben Fuamba Offensive Rebound.,50,75
4:10,2464,Brooks Debisschop Turnover.,50,75
4:09,2306,Barry Brown Steal.,50,75
4:06,2306,Barry Brown made Layup.,50,77
3:42,2464,Jojo Anderson missed Three Point Jumper.,50,77
3:42,2306,Barry Brown Defensive Rebound.,50,77
3:30,2464,Carlos Hines Turnover.,50,77
3:30,2306,Official TV Timeout,50,77
3:16,2306,Foul on Brian Patrick.,50,77
3:16,2464,Karl Harris made Free Throw.,51,77
3:16,2464,Karl Harris made Free Throw.,52,77
2:49,2306,Brian Patrick missed Three Point Jumper.,52,77
2:49,2464,Lenell Henry Defensive Rebound.,52,77
2:28,2306,Foul on Xavier Sneed.,52,77
2:28,2464,Kye De Laveaga made Free Throw.,53,77
2:28,2464,Kye De Laveaga made Free Throw.,54,77
2:28,2464,Kye De Laveaga made Free Throw.,55,77
2:10,2306,Brian Patrick Turnover.,55,77
2:10,2464,Karl Harris Steal.,55,77
1:57,2464,Karl Harris missed Jumper.,55,77
1:57,2464,Ruben Fuamba Offensive Rebound.,55,77
1:54,2464,Ruben Fuamba made Layup.,57,77
1:47,2306,Amaad Wainright missed Jumper.,57,77
1:47,2464,Lenell Henry Defensive Rebound.,57,77
1:32,2306,Foul on Cartier Diarra.,57,77
1:32,2464,Jojo Anderson missed Free Throw.,57,77
1:32,2464,Northern Arizona Deadball Team Rebound.,57,77
1:32,2464,Jojo Anderson made Free Throw.,58,77
1:16,2464,Foul on Lenell Henry.,58,77
1:16,2306,Levi Stockard III missed Free Throw.,58,77
1:16,2464,Lenell Henry Defensive Rebound.,58,77
1:02,2464,Kye De Laveaga missed Three Point Jumper.,58,77
1:02,2306,Nigel Shadd Defensive Rebound.,58,77
0:47,2306,Levi Stockard III missed Jumper.,58,77
0:47,2464,Lenell Henry Defensive Rebound.,58,77
0:38,2464,Ruben Fuamba missed Layup.,58,77
0:38,2306,Nigel Shadd Defensive Rebound.,58,77
0:19,2306,Pierson McAtee made Three Point Jumper. Assisted by Kade Kinnamon.,58,80
0:01,2464,Lenell Henry missed Three Point Jumper.,58,80
0:01,2306,Nigel Shadd Defensive Rebound.,58,80
0:00,2306,End of Game,58,80
