Delaware,2430,UNC Greensboro,48
5:08,48,Ryan Daly missed Three Point Jumper.,22,20
5:08,48,Eric Carter Offensive Rebound.,22,20
5:01,48,Ryan Daly made Layup. Assisted by Eric Carter.,24,20
4:42,2430,Marvin Smith Turnover.,24,20
4:40,48,Anthony Mosley Steal.,24,20
4:37,48,Anthony Mosley missed Layup.,24,20
4:37,2430,Marvin Smith Block.,24,20
4:33,48,Ryan Daly Offensive Rebound.,24,20
4:30,48,Ryan Daly made Layup.,26,20
4:15,2430,Marvin Smith missed Three Point Jumper.,26,20
4:15,48,Anthony Mosley Defensive Rebound.,26,20
3:55,48,Darian Bryant made Jumper.,28,20
3:50,2430,Official TV Timeout,28,20
3:31,2430,Francis Alonso made Three Point Jumper. Assisted by Kylia Sykes.,28,23
3:04,48,Eric Carter Turnover.,28,23
3:03,2430,Kylia Sykes Steal.,28,23
3:01,48,Foul on Darian Bryant.,28,23
3:01,2430,Kylia Sykes made Free Throw.,28,24
3:01,2430,Kylia Sykes missed Free Throw.,28,24
3:01,2430,UNC Greensboro Deadball Team Rebound.,28,24
3:00,48,Foul on Eric Carter.,28,24
3:00,2430,Francis Alonso made Three Point Jumper. Assisted by Kyrin Galloway.,28,27
2:56,2430,Francis Alonso made Free Throw.,28,28
2:55,48,Foul on Kevin Anderson.,28,27
2:31,48,Eric Carter missed Jumper.,28,28
2:31,48,Chyree Walker Offensive Rebound.,28,28
2:27,48,Chyree Walker missed Two Point Tip Shot.,28,28
2:27,2430,Marvin Smith Defensive Rebound.,28,28
2:07,2430,Francis Alonso Turnover.,28,28
2:05,48,Anthony Mosley Steal.,28,28
1:52,2430,Foul on Kylia Sykes.,28,28
1:52,48,Ryan Daly made Free Throw.,29,28
1:52,48,Ryan Daly made Free Throw.,30,28
1:52,2430,UNC Greensboro  Timeout,30,28
1:45,2430,Malik Massey Turnover.,30,28
1:43,48,Anthony Mosley Steal.,30,28
1:38,48,Kevin Anderson missed Layup.,30,28
1:38,48,Eric Carter Offensive Rebound.,30,28
1:34,48,Eric Carter made Layup.,32,28
1:12,2430,Isaiah Miller missed Layup.,32,28
1:12,2430,Marvin Smith Offensive Rebound.,32,28
1:08,2430,Marvin Smith missed Two Point Tip Shot.,32,28
1:08,2430,Marvin Smith Offensive Rebound.,32,28
1:03,2430,Marvin Smith missed Layup.,32,28
1:03,48,Ryan Daly Block.,32,28
1:03,2430,Marvin Smith Offensive Rebound.,32,28
0:54,2430,Francis Alonso made Layup.,32,30
0:37,48,Kevin Anderson missed Three Point Jumper.,32,30
0:37,48,Ryan Allen Offensive Rebound.,32,30
0:09,48,Kevin Anderson made Layup.,34,30
0:03,2430,Marvin Smith made Three Point Jumper. Assisted by Malik Massey.,34,33
0:00,2430,End of 1st half,34,33
19:49,48,Ryan Daly made Three Point Jumper.,37,33
19:34,2430,James Dickey missed Layup.,37,33
19:34,48,Eric Carter Defensive Rebound.,37,33
19:26,48,Anthony Mosley Turnover.,37,33
19:24,2430,James Dickey Steal.,37,33
19:21,2430,Marvin Smith missed Three Point Jumper.,37,33
19:21,48,Darian Bryant Defensive Rebound.,37,33
18:56,48,Kevin Anderson missed Three Point Jumper.,37,33
18:56,2430,Marvin Smith Defensive Rebound.,37,33
18:53,48,Foul on Eric Carter.,37,33
18:40,2430,Jordy Kuiper Turnover.,37,33
18:38,48,Eric Carter Steal.,37,33
18:26,48,Anthony Mosley made Layup.,39,33
18:12,2430,Francis Alonso Turnover.,39,33
17:47,2430,Foul on James Dickey.,39,33
17:47,48,Kevin Anderson made Free Throw.,40,33
17:47,48,Kevin Anderson made Free Throw.,41,33
17:24,48,Foul on Darian Bryant.,41,33
17:18,2430,Kyrin Galloway missed Three Point Jumper.,41,33
17:18,2430,Jordy Kuiper Offensive Rebound.,41,33
17:10,2430,Jordy Kuiper missed Jumper.,41,33
17:10,48,Eric Carter Defensive Rebound.,41,33
17:09,2430,Foul on Jordy Kuiper.,41,33
16:48,48,Ryan Daly missed Jumper.,41,33
16:48,2430,Kyrin Galloway Defensive Rebound.,41,33
16:37,2430,Kyrin Galloway Turnover.,41,33
16:35,48,Anthony Mosley Steal.,41,33
16:33,48,Anthony Mosley made Layup.,43,33
16:33,2430,Foul on Francis Alonso.,43,33
16:33,48,Anthony Mosley made Free Throw.,44,33
16:05,2430,Demetrius Troy made Three Point Jumper. Assisted by Francis Alonso.,44,36
15:41,48,Eric Carter made Layup.,46,36
15:30,48,Foul on Anthony Mosley.,46,36
15:30,2430,Official TV Timeout,46,36
15:29,2430,Francis Alonso made Three Point Jumper. Assisted by Demetrius Troy.,46,39
14:59,2430,Foul on Kyrin Galloway.,46,39
14:59,48,Eric Carter made Free Throw.,47,39
14:59,48,Eric Carter made Free Throw.,48,39
14:45,2430,Francis Alonso missed Jumper.,48,39
14:45,2430,UNC Greensboro Deadball Team Rebound.,48,39
14:45,48,Foul on Ryan Allen.,48,39
14:43,2430,Marvin Smith missed Layup.,48,39
14:43,48,Ryan Daly Defensive Rebound.,48,39
14:42,2430,Foul on Marvin Smith.,48,39
14:16,48,Kevin Anderson Turnover.,48,39
14:15,2430,Marvin Smith Steal.,48,39
14:05,2430,Malik Massey made Layup.,48,41
14:05,48,Foul on Kevin Anderson.,48,41
14:05,2430,Malik Massey made Free Throw.,48,42
13:40,48,Kevin Anderson missed Jumper.,48,42
13:40,2430,James Dickey Block.,48,42
13:38,2430,Kyrin Galloway Defensive Rebound.,48,42
13:27,2430,James Dickey made Layup.,48,44
13:16,48,Kevin Anderson Turnover.,48,44
13:16,48,Delaware  Timeout,48,44
13:02,2430,Marvin Smith made Three Point Jumper. Assisted by Kyrin Galloway.,48,47
12:30,48,Darian Bryant missed Three Point Jumper.,48,47
12:30,2430,Kyrin Galloway Defensive Rebound.,48,47
12:20,48,Foul on Anthony Mosley.,48,47
12:20,2430,James Dickey made Free Throw.,48,48
12:20,2430,James Dickey made Free Throw.,48,49
12:05,48,Derrick Woods missed Dunk.,48,49
12:05,2430,James Dickey Block.,48,49
12:02,2430,Malik Massey Defensive Rebound.,48,49
11:43,2430,Malik Massey Turnover.,48,49
11:43,2430,Official TV Timeout,48,49
11:42,2430,Official TV Timeout,48,49
11:24,48,Foul on Derrick Woods.,48,49
11:24,48,Derrick Woods Turnover.,48,49
11:10,2430,Isaiah Miller missed Jumper.,48,49
11:10,48,Skye Johnson Defensive Rebound.,48,49
10:47,48,Darian Bryant missed Jumper.,48,49
10:47,2430,Demetrius Troy Defensive Rebound.,48,49
10:21,48,Foul on Skye Johnson.,48,49
10:21,2430,Isaiah Miller missed Free Throw.,48,49
10:21,2430,UNC Greensboro Deadball Team Rebound.,48,49
10:21,2430,Isaiah Miller made Free Throw.,48,50
9:59,48,Darian Bryant missed Three Point Jumper.,48,50
9:59,2430,Francis Alonso Defensive Rebound.,48,50
9:51,2430,Demetrius Troy missed Three Point Jumper.,48,50
9:51,2430,Kyrin Galloway Offensive Rebound.,48,50
9:46,2430,Kyrin Galloway made Dunk.,48,52
9:18,48,Kevin Anderson missed Layup.,48,52
9:18,2430,Jordy Kuiper Defensive Rebound.,48,52
8:54,2430,Francis Alonso made Three Point Jumper.,48,55
8:42,48,Delaware  Timeout,48,55
8:33,48,Ryan Allen missed Jumper.,48,55
8:33,2430,James Dickey Defensive Rebound.,48,55
8:00,48,Foul on Kevin Anderson.,48,55
8:00,2430,Official TV Timeout,48,55
8:00,2430,Demetrius Troy missed Free Throw.,48,55
8:00,2430,Marvin Smith Offensive Rebound.,48,55
7:58,48,Foul on Kevin Anderson.,48,55
7:58,2430,Marvin Smith made Free Throw.,48,56
7:58,2430,Marvin Smith made Free Throw.,48,57
7:44,48,Kevin Anderson made Layup.,50,57
7:36,2430,Francis Alonso made Layup.,50,59
7:21,2430,Foul on Marvin Smith.,50,59
7:11,48,Ryan Daly Turnover.,50,59
7:07,2430,Francis Alonso Steal.,50,59
7:05,48,Foul on Ryan Allen.,50,59
7:01,2430,Demetrius Troy made Free Throw.,50,60
7:01,2430,Demetrius Troy made Free Throw.,50,61
6:49,48,Ryan Allen missed Three Point Jumper.,50,61
6:49,2430,James Dickey Defensive Rebound.,50,61
6:41,2430,Francis Alonso Turnover.,50,61
6:39,48,Ryan Daly Steal.,50,61
6:35,48,Anthony Mosley made Layup.,52,61
6:17,2430,James Dickey made Dunk. Assisted by Francis Alonso.,52,63
5:52,48,Anthony Mosley missed Jumper.,52,63
5:52,2430,Demetrius Troy Defensive Rebound.,52,63
5:30,2430,Demetrius Troy missed Three Point Jumper.,52,63
5:30,48,Ryan Daly Defensive Rebound.,52,63
5:18,48,Ryan Allen made Three Point Jumper.,55,63
5:03,2430,Francis Alonso made Three Point Jumper. Assisted by Demetrius Troy.,55,66
4:45,48,Kevin Anderson made Layup.,57,66
4:24,2430,Marvin Smith made Three Point Jumper. Assisted by Francis Alonso.,57,69
4:21,48,Delaware  Timeout,57,69
4:21,2430,Official TV Timeout,57,69
3:58,48,Ryan Allen missed Three Point Jumper.,57,69
3:58,2430,James Dickey Defensive Rebound.,57,69
3:37,2430,Marvin Smith missed Three Point Jumper.,57,69
3:37,2430,Marvin Smith Offensive Rebound.,57,69
3:09,2430,Malik Massey missed Layup.,57,69
3:09,48,Kevin Anderson Defensive Rebound.,57,69
3:04,48,Anthony Mosley made Layup.,59,69
2:41,2430,Malik Massey made Three Point Jumper. Assisted by James Dickey.,59,72
2:24,2430,Foul on Jordy Kuiper.,59,72
2:24,48,Skye Johnson missed Free Throw.,59,72
2:24,2430,James Dickey Defensive Rebound.,59,72
1:56,2430,James Dickey made Dunk. Assisted by Demetrius Troy.,59,74
1:40,48,Kevin Anderson made Jumper.,61,74
1:27,48,Foul on Ryan Allen.,61,74
1:27,2430,Marvin Smith made Free Throw.,61,75
1:27,2430,Marvin Smith made Free Throw.,61,76
1:14,48,Ryan Daly missed Three Point Jumper.,61,76
1:14,2430,Kylia Sykes Defensive Rebound.,61,76
1:01,2430,UNC Greensboro  Timeout,61,76
0:45,2430,Demetrius Troy made Three Point Jumper.,61,79
0:35,48,Connor Rufo made Layup. Assisted by Ryan Allen.,63,79
0:20,2430,Marvin Smith missed Three Point Jumper.,63,79
0:20,48,Ryan Allen Defensive Rebound.,63,79
0:13,48,Kevin Anderson made Three Point Jumper. Assisted by Ryan Allen.,66,79
0:00,2430,End of Game,66,79
