Oneonta State,Error,Albany,399
14:35,399,David Nichols Defensive Rebound.,6,9
14:28,399,Joe Cremo made Three Point Jumper. Assisted by David Nichols.,6,12
14:12,-1,Carson Jacobs made Three Point Jumper. Assisted by Ian Schultz.,9,12
13:58,-1,Foul on Sean Nolan.,9,12
13:46,399,Costa Anderson missed Jumper.,9,12
13:46,399,Joe Cremo Offensive Rebound.,9,12
13:41,399,Costa Anderson missed Layup.,9,12
13:41,-1,Suny-Oneonta Defensive Rebound.,9,12
13:39,399,Foul on Alex Foster.,9,12
13:26,-1,Ian Schultz made Three Point Jumper. Assisted by Harrison Deegan.,12,12
13:04,399,Matt Conway missed Three Point Jumper.,12,12
13:04,-1,Dwayne Freeman Defensive Rebound.,12,12
12:33,-1,Dwayne Freeman missed Three Point Jumper.,12,12
12:33,399,Greig Stire Defensive Rebound.,12,12
12:16,-1,Foul on Ian Schultz.,12,12
12:09,399,Greig Stire made Jumper. Assisted by David Nichols.,12,14
11:53,-1,Carson Jacobs missed Jumper.,12,14
11:53,399,David Nichols Defensive Rebound.,12,14
11:45,399,David Nichols made Jumper.,12,16
11:27,399,Foul on Matt Conway.,12,16
11:27,399,Official TV Timeout,12,16
11:27,-1,Harrison Deegan made Free Throw.,13,16
11:27,-1,Harrison Deegan made Free Throw.,14,16
11:16,399,Travis Charles made Jumper. Assisted by Costa Anderson.,14,18
10:58,-1,Kevin Mackin Turnover.,14,18
10:42,399,Costa Anderson Turnover.,14,18
10:21,-1,Harrison Deegan made Layup.,16,18
10:03,399,Costa Anderson missed Layup.,16,18
10:03,399,Matt Conway Offensive Rebound.,16,18
10:01,399,Matt Conway made Layup.,16,20
10:01,-1,Foul on Joseph Bull.,16,20
10:01,399,Matt Conway missed Free Throw.,16,20
10:01,-1,Joseph Bull Defensive Rebound.,16,20
9:42,-1,Harrison Deegan Turnover.,16,20
9:32,399,Xavier Cochran missed Jumper.,16,20
9:32,-1,Dwayne Freeman Defensive Rebound.,16,20
9:02,-1,Joseph Bull missed Three Point Jumper.,16,20
9:02,399,Albany Defensive Rebound.,16,20
8:50,-1,Foul on Joseph Bull.,16,20
8:50,399,Travis Charles made Free Throw.,16,21
8:50,399,Travis Charles made Free Throw.,16,22
8:34,-1,Joseph Bull Turnover.,16,22
8:33,399,David Nichols Steal.,16,22
8:31,399,David Nichols made Layup.,16,24
8:08,399,Foul on Joe Cremo.,16,24
8:03,-1,Dwayne Freeman missed Three Point Jumper.,16,24
8:03,399,David Nichols Defensive Rebound.,16,24
7:57,399,Foul on David Nichols.,16,24
7:57,399,David Nichols Turnover.,16,24
7:57,399,Official TV Timeout,16,24
7:42,-1,Kevin Mackin made Three Point Jumper. Assisted by Andres Rivera.,19,24
7:23,399,Ahmad Clark missed Three Point Jumper.,19,24
7:23,399,Travis Charles Offensive Rebound.,19,24
7:17,399,Costa Anderson made Three Point Jumper. Assisted by Ahmad Clark.,19,27
6:55,-1,Kevin Mackin missed Layup.,19,27
6:55,399,Travis Charles Defensive Rebound.,19,27
6:45,-1,Foul on Matthew Boyd.,19,27
6:45,399,Ahmad Clark made Free Throw.,19,28
6:45,399,Ahmad Clark made Free Throw.,19,29
6:22,-1,Kevin Mackin missed Three Point Jumper.,19,29
6:22,399,Greig Stire Defensive Rebound.,19,29
6:16,-1,Foul on Andres Rivera.,19,29
6:16,399,Ahmad Clark made Free Throw.,19,30
6:16,399,Ahmad Clark missed Free Throw.,19,30
6:16,-1,Suny-Oneonta Defensive Rebound.,19,30
6:15,399,Foul on Greig Stire.,19,30
6:15,-1,Anthony Kirkwood III missed Free Throw.,19,30
6:15,399,Alex Foster Defensive Rebound.,19,30
5:59,399,Xavier Cochran missed Three Point Jumper.,19,30
5:59,-1,Andres Rivera Defensive Rebound.,19,30
5:37,-1,Foul on Matthew Boyd.,19,30
5:37,-1,Matthew Boyd Turnover.,19,30
5:20,399,Xavier Cochran missed Layup.,19,30
5:20,-1,Ian Schultz Block.,19,30
5:19,-1,Andres Rivera Defensive Rebound.,19,30
5:11,-1,Anthony Kirkwood III missed Jumper.,19,30
5:11,399,Matt Conway Defensive Rebound.,19,30
5:00,399,Costa Anderson missed Three Point Jumper.,19,30
5:00,399,Albany Offensive Rebound.,19,30
4:47,399,Matt Conway missed Three Point Jumper.,19,30
4:47,-1,Carson Jacobs Defensive Rebound.,19,30
4:27,-1,Kevin Mackin missed Jumper.,19,30
4:27,399,Alex Foster Defensive Rebound.,19,30
4:20,399,Ahmad Clark missed Jumper.,19,30
4:20,399,Matt Conway Offensive Rebound.,19,30
4:17,399,Matt Conway missed Layup.,19,30
4:17,-1,Carson Jacobs Block.,19,30
4:16,399,Matt Conway Offensive Rebound.,19,30
4:13,399,Matt Conway missed Layup.,19,30
4:13,-1,Kevin Mackin Block.,19,30
4:11,399,Alex Foster Offensive Rebound.,19,30
4:08,399,Alex Foster made Layup.,19,32
3:50,-1,Dwayne Freeman missed Three Point Jumper.,19,32
3:50,399,Ahmad Clark Defensive Rebound.,19,32
3:45,399,Costa Anderson made Layup. Assisted by Ahmad Clark.,19,34
3:45,-1,Foul on Kevin Mackin.,19,34
3:45,399,Official TV Timeout,19,34
3:45,399,Costa Anderson made Free Throw.,19,35
3:31,399,Foul on Ahmad Clark.,19,35
3:31,-1,Kevin Mackin made Free Throw.,20,35
3:31,-1,Kevin Mackin made Free Throw.,21,35
3:12,399,Costa Anderson missed Layup.,21,35
3:12,399,Matt Conway Offensive Rebound.,21,35
3:10,399,Matt Conway made Layup.,21,37
2:55,-1,Carson Jacobs Turnover.,21,37
2:40,-1,Foul on Carson Jacobs.,21,37
2:40,399,Alex Foster made Free Throw.,21,38
2:40,399,Alex Foster made Free Throw.,21,39
2:14,-1,Kevin Mackin missed Three Point Jumper.,21,39
2:14,399,Greig Stire Defensive Rebound.,21,39
2:01,399,Xavier Cochran made Layup.,21,41
1:44,399,Foul on Ahmad Clark.,21,41
1:44,-1,Dwayne Freeman made Free Throw.,22,41
1:44,-1,Dwayne Freeman missed Free Throw.,22,41
1:44,399,Costa Anderson Defensive Rebound.,22,41
1:26,399,Travis Charles missed Jumper.,22,41
1:26,-1,Jacob Rodriguez Defensive Rebound.,22,41
1:06,-1,Carson Jacobs missed Jumper.,22,41
1:06,-1,Jacob Rodriguez Offensive Rebound.,22,41
1:06,399,Foul on Xavier Cochran.,22,41
1:06,-1,Jacob Rodriguez missed Free Throw.,22,41
1:06,-1,Suny-Oneonta Deadball Team Rebound.,22,41
1:06,-1,Jacob Rodriguez made Free Throw.,23,41
0:50,399,Ahmad Clark made Three Point Jumper. Assisted by David Nichols.,23,44
0:28,-1,Jacob Rodriguez missed Three Point Jumper.,23,44
0:28,399,Ahmad Clark Defensive Rebound.,23,44
0:24,399,Ahmad Clark made Layup.,23,46
0:07,399,Foul on Greig Stire.,23,46
0:07,-1,Dwayne Freeman made Free Throw.,24,46
0:07,-1,Dwayne Freeman made Free Throw.,25,46
0:02,399,David Nichols made Jumper.,25,48
0:00,399,End of 1st half,25,48
19:50,399,David Nichols made Dunk. Assisted by Joe Cremo.,25,50
19:28,-1,Dwayne Freeman made Three Point Jumper. Assisted by Dan Devine.,28,50
19:14,399,Ahmad Clark made Three Point Jumper.,28,53
18:44,-1,Matthew Boyd made Jumper.,30,53
18:14,399,David Nichols Turnover.,30,53
18:13,-1,Kevin Mackin Steal.,30,53
18:10,-1,Dwayne Freeman made Layup. Assisted by Matthew Boyd.,32,53
17:58,399,Joe Cremo Turnover.,32,53
17:57,-1,Dan Devine Steal.,32,53
17:53,-1,Matthew Boyd made Three Point Jumper.,35,53
17:22,399,Ahmad Clark missed Jumper.,35,53
17:22,399,Albany Offensive Rebound.,35,53
17:15,399,David Nichols missed Three Point Jumper.,35,53
17:15,399,Albany Offensive Rebound.,35,53
16:59,399,Travis Charles missed Jumper.,35,53
16:59,-1,Ian Schultz Defensive Rebound.,35,53
16:49,-1,Matthew Boyd missed Three Point Jumper.,35,53
16:49,-1,Dwayne Freeman Offensive Rebound.,35,53
16:49,399,Foul on Travis Charles.,35,53
16:41,-1,Dwayne Freeman made Layup.,37,53
16:41,399,Foul on Joe Cremo.,37,53
16:41,-1,Dwayne Freeman missed Free Throw.,37,53
16:41,399,Ahmad Clark Defensive Rebound.,37,53
16:40,-1,Foul on Dwayne Freeman.,37,53
16:34,399,Ahmad Clark made Three Point Jumper. Assisted by David Nichols.,37,56
16:12,-1,Carson Jacobs made Layup. Assisted by Matthew Boyd.,39,56
16:12,399,Foul on Ahmad Clark.,39,56
16:12,-1,Carson Jacobs missed Free Throw.,39,56
16:12,399,Alex Foster Defensive Rebound.,39,56
15:54,-1,Foul on Dwayne Freeman.,39,56
15:54,399,Official TV Timeout,39,56
15:37,399,Alex Foster made Layup.,39,58
15:21,-1,Ian Schultz missed Jumper.,39,58
15:21,-1,Carson Jacobs Offensive Rebound.,39,58
15:18,-1,Carson Jacobs made Layup.,41,58
14:59,399,Costa Anderson made Three Point Jumper. Assisted by David Nichols.,41,61
14:44,-1,Carson Jacobs missed Jumper.,41,61
14:44,399,David Nichols Defensive Rebound.,41,61
14:37,399,David Nichols made Jumper.,41,63
14:19,-1,Ian Schultz made Three Point Jumper. Assisted by Matthew Boyd.,44,63
14:04,399,David Nichols made Jumper.,44,65
13:45,-1,Dwayne Freeman missed Layup.,44,65
13:45,-1,Carson Jacobs Offensive Rebound.,44,65
13:40,-1,Carson Jacobs made Two Point Tip Shot.,46,65
13:32,399,David Nichols missed Jumper.,46,65
13:32,-1,Matthew Boyd Defensive Rebound.,46,65
13:23,-1,Kevin Mackin missed Three Point Jumper.,46,65
13:23,399,Alex Foster Defensive Rebound.,46,65
13:23,-1,Foul on Ian Schultz.,46,65
13:04,399,Joe Cremo made Jumper.,46,67
12:51,-1,Matthew Boyd made Layup.,48,67
12:48,399,Foul on Travis Charles.,48,67
12:48,-1,Matthew Boyd made Free Throw.,49,67
12:33,399,David Nichols made Layup. Assisted by Costa Anderson.,49,69
12:19,399,Foul on David Nichols.,49,69
12:19,-1,Andres Rivera made Free Throw.,50,69
12:19,-1,Andres Rivera made Free Throw.,51,69
12:19,-1,Andres Rivera made Free Throw.,52,69
12:02,399,Joe Cremo missed Three Point Jumper.,52,69
12:02,399,Greig Stire Offensive Rebound.,52,69
11:58,399,Greig Stire made Layup.,52,71
11:32,-1,Andres Rivera missed Jumper.,52,71
11:32,399,Travis Charles Defensive Rebound.,52,71
11:22,-1,Foul on Carson Jacobs.,52,71
11:22,399,Official TV Timeout,52,71
11:22,399,David Nichols missed Free Throw.,52,71
11:22,399,Albany Deadball Team Rebound.,52,71
11:22,399,David Nichols made Free Throw.,52,72
11:11,-1,Harrison Deegan missed Layup.,52,72
11:11,-1,Harrison Deegan Offensive Rebound.,52,72
11:08,-1,Harrison Deegan missed Layup.,52,72
11:08,399,Greig Stire Defensive Rebound.,52,72
10:41,399,Joe Cremo missed Layup.,52,72
10:41,-1,Matthew Boyd Defensive Rebound.,52,72
10:34,-1,Harrison Deegan missed Jumper.,52,72
10:34,-1,Andres Rivera Offensive Rebound.,52,72
10:34,399,Foul on Travis Charles.,52,72
10:34,-1,Foul on Andres Rivera.,52,72
10:34,-1,Andres Rivera Turnover.,52,72
10:20,-1,Foul on Ian Schultz.,52,72
10:15,399,Joe Cremo made Layup.,52,74
10:04,-1,Harrison Deegan Turnover.,52,74
9:51,399,Costa Anderson made Layup. Assisted by Matt Conway.,52,76
9:29,399,Foul on David Nichols.,52,76
9:29,-1,Matthew Boyd made Free Throw.,53,76
9:29,-1,Matthew Boyd missed Free Throw.,53,76
9:29,399,Albany Defensive Rebound.,53,76
9:11,399,Costa Anderson missed Three Point Jumper.,53,76
9:11,-1,Suny-Oneonta Defensive Rebound.,53,76
8:45,399,Foul on Greig Stire.,53,76
8:45,-1,Harrison Deegan made Free Throw.,54,76
8:45,-1,Harrison Deegan made Free Throw.,55,76
8:27,399,Costa Anderson missed Layup.,55,76
8:27,399,Travis Charles Offensive Rebound.,55,76
8:26,-1,Foul on Darren Brown.,55,76
8:26,399,Travis Charles made Free Throw.,55,77
8:26,399,Travis Charles made Free Throw.,55,78
8:14,-1,Harrison Deegan missed Jumper.,55,78
8:14,-1,Darren Brown Offensive Rebound.,55,78
8:11,-1,Darren Brown made Layup.,57,78
7:51,-1,Foul on Harrison Deegan.,57,78
7:51,399,Official TV Timeout,57,78
7:51,399,Alex Foster missed Free Throw.,57,78
7:51,399,Albany Deadball Team Rebound.,57,78
7:51,399,Alex Foster made Free Throw.,57,79
7:30,-1,Dwayne Freeman missed Three Point Jumper.,57,79
7:30,399,Joe Cremo Defensive Rebound.,57,79
7:20,-1,Foul on Darren Brown.,57,79
7:20,399,Alex Foster made Free Throw.,57,80
7:20,399,Alex Foster missed Free Throw.,57,80
7:20,399,Albany Offensive Rebound.,57,80
7:18,399,Travis Charles made Layup. Assisted by Xavier Cochran.,57,82
7:18,-1,Foul on Carson Jacobs.,57,82
7:18,399,Travis Charles made Free Throw.,57,83
7:08,-1,Foul on Dwayne Freeman.,57,83
7:08,-1,Dwayne Freeman Turnover.,57,83
6:58,399,Foul on David Nichols.,57,83
6:58,399,David Nichols Turnover.,57,83
6:38,-1,Dwayne Freeman missed Jumper.,57,83
6:38,399,Joe Cremo Defensive Rebound.,57,83
6:25,399,Costa Anderson missed Three Point Jumper.,57,83
6:25,-1,Matthew Boyd Defensive Rebound.,57,83
6:15,399,Foul on Ahmad Clark.,57,83
6:15,-1,Matthew Boyd made Free Throw.,58,83
6:15,-1,Matthew Boyd made Free Throw.,59,83
6:14,399,Ahmad Clark Turnover.,59,83
5:56,-1,Ian Schultz missed Jumper.,59,83
5:56,399,Joe Cremo Defensive Rebound.,59,83
5:44,399,Ahmad Clark missed Three Point Jumper.,59,83
5:44,399,Costa Anderson Offensive Rebound.,59,83
5:40,399,Joe Cremo made Three Point Jumper. Assisted by Costa Anderson.,59,86
5:18,-1,Carson Jacobs made Layup. Assisted by Matthew Boyd.,61,86
5:18,399,Foul on Greig Stire.,61,86
5:18,-1,Carson Jacobs made Free Throw.,62,86
5:16,399,Costa Anderson Turnover.,62,86
5:15,-1,Matthew Boyd Steal.,62,86
5:14,-1,Dwayne Freeman missed Layup.,62,86
5:14,-1,Dwayne Freeman Offensive Rebound.,62,86
5:11,-1,Dwayne Freeman made Layup.,64,86
5:00,-1,Foul on Ian Schultz.,64,86
5:00,399,Costa Anderson made Free Throw.,64,87
5:00,-1,Suny-Oneonta  Timeout,64,87
5:00,399,Costa Anderson made Free Throw.,64,88
4:49,-1,Matthew Boyd made Jumper.,66,88
4:34,399,Matt Conway made Layup. Assisted by Alex Foster.,66,90
4:21,-1,Kevin Mackin made Three Point Jumper. Assisted by Anthony Kirkwood III.,69,90
4:06,399,Ahmad Clark missed Layup.,69,90
4:06,-1,Anthony Kirkwood III Defensive Rebound.,69,90
3:45,-1,Dwayne Freeman missed Three Point Jumper.,69,90
3:45,399,Alex Foster Defensive Rebound.,69,90
3:31,399,Albany  Timeout,69,90
3:31,399,Official TV Timeout,69,90
3:21,-1,Foul on Kevin Mackin.,69,90
3:21,399,Alex Foster made Free Throw.,69,91
3:21,399,Alex Foster missed Free Throw.,69,91
3:21,-1,Dwayne Freeman Defensive Rebound.,69,91
3:13,399,Foul on Alex Foster.,69,91
3:13,-1,Dwayne Freeman made Free Throw.,70,91
3:13,-1,Dwayne Freeman made Free Throw.,71,91
3:05,399,Costa Anderson made Layup.,71,93
2:57,-1,Kevin Mackin made Three Point Jumper. Assisted by Matthew Boyd.,74,93
2:50,-1,Foul on Kevin Mackin.,74,93
2:50,399,Ahmad Clark made Free Throw.,74,94
2:50,399,Ahmad Clark made Free Throw.,74,95
2:42,-1,Kevin Mackin missed Three Point Jumper.,74,95
2:42,399,Xavier Cochran Defensive Rebound.,74,95
2:29,399,Alex Foster made Dunk. Assisted by Costa Anderson.,74,97
2:13,-1,Matthew Boyd Turnover.,74,97
2:12,399,Ahmad Clark Steal.,74,97
2:00,399,Costa Anderson made Layup.,74,99
1:48,-1,Dan Devine Turnover.,74,99
1:46,399,Xavier Cochran Steal.,74,99
1:42,-1,Foul on Jacob Rodriguez.,74,99
1:42,399,Xavier Cochran missed Free Throw.,74,99
1:42,399,Albany Deadball Team Rebound.,74,99
1:42,399,Xavier Cochran made Free Throw.,74,100
1:28,399,Foul on Alex Foster.,74,100
1:28,-1,Dan Devine made Free Throw.,75,100
1:28,-1,Dan Devine missed Free Throw.,75,100
1:28,399,Ahmad Clark Defensive Rebound.,75,100
1:17,399,Ahmad Clark missed Layup.,75,100
1:17,-1,Dan Devine Defensive Rebound.,75,100
1:10,-1,Darren Brown made Layup. Assisted by Sean Nolan.,77,100
0:46,399,Nick Fruscio missed Layup.,77,100
0:46,399,Matt Conway Offensive Rebound.,77,100
0:44,399,Matt Conway made Layup.,77,102
0:35,-1,Dwayne Freeman missed Three Point Jumper.,77,102
0:35,-1,Suny-Oneonta Offensive Rebound.,77,102
0:30,-1,Jacob Rodriguez Turnover.,77,102
0:00,399,End of Game,77,102
