Arkansas-Fort Smith,Error,Colorado State,36
12:17,36,Anthony Bonner made Three Point Jumper. Assisted by Devocio Butler.,12,18
11:58,-1,Foul on Seth Youngblood.,12,18
11:58,-1,Seth Youngblood Turnover.,12,18
11:58,36,Official TV Timeout,12,18
11:34,36,Anthony Bonner made Three Point Jumper. Assisted by Braden Koelliker.,12,21
11:10,-1,Brett Jolly missed Three Point Jumper.,12,21
11:10,-1,Osahen Iduwe Offensive Rebound.,12,21
11:05,-1,Osahen Iduwe missed Layup.,12,21
11:05,-1,Kyree Elder Offensive Rebound.,12,21
11:02,-1,Kyree Elder made Layup.,14,21
10:46,36,Devocio Butler Turnover.,14,21
10:44,-1,Alex Cooper Steal.,14,21
10:42,-1,DaVaunta Thomas made Layup. Assisted by Alex Cooper.,16,21
10:18,-1,Foul on DaVaunta Thomas.,16,21
10:18,36,Devocio Butler made Free Throw.,16,22
10:18,36,Devocio Butler made Free Throw.,16,23
10:02,-1,Alex Cooper made Three Point Jumper. Assisted by Ladarius Coleman.,19,23
9:48,36,Anthony Bonner made Layup. Assisted by Braden Koelliker.,19,25
9:32,-1,Ladarius Coleman Turnover.,19,25
9:17,36,Braden Koelliker missed Layup.,19,25
9:17,36,Kimani Jackson Offensive Rebound.,19,25
9:16,-1,Foul on DaVaunta Thomas.,19,25
9:16,36,Kimani Jackson missed Free Throw.,19,25
9:16,36,Colorado St Deadball Team Rebound.,19,25
9:16,36,Kimani Jackson missed Free Throw.,19,25
9:16,-1,Brett Jolly Defensive Rebound.,19,25
8:59,-1,Alex Cooper Turnover.,19,25
8:58,36,Braden Koelliker Steal.,19,25
8:53,-1,Foul on Ognjen Vasiljevic.,19,25
8:53,36,Anthony Bonner made Free Throw.,19,26
8:53,36,Anthony Bonner made Free Throw.,19,27
8:33,-1,Ognjen Vasiljevic Turnover.,19,27
8:29,36,Foul on J.D. Paige.,19,27
8:29,36,J.D. Paige Turnover.,19,27
8:18,-1,Alex Cooper missed Three Point Jumper.,19,27
8:18,36,Nico Carvacho Defensive Rebound.,19,27
7:57,36,Foul on Devocio Butler.,19,27
7:57,36,Devocio Butler Turnover.,19,27
7:57,36,Official TV Timeout,19,27
7:50,-1,Ladarius Coleman made Layup.,21,27
7:31,36,Prentiss Nixon missed Three Point Jumper.,21,27
7:31,36,Colorado St Offensive Rebound.,21,27
7:08,36,Emmanuel Omogbo made Jumper. Assisted by Che Bob.,21,29
7:00,-1,DaVaunta Thomas missed Three Point Jumper.,21,29
7:00,36,Emmanuel Omogbo Defensive Rebound.,21,29
6:50,-1,Foul on Seth Hawley.,21,29
6:50,36,Prentiss Nixon missed Free Throw.,21,29
6:50,36,Colorado St Deadball Team Rebound.,21,29
6:50,36,Prentiss Nixon made Free Throw.,21,30
6:41,-1,Seth Youngblood missed Jumper.,21,30
6:41,36,Prentiss Nixon Defensive Rebound.,21,30
6:17,36,Nico Carvacho missed Jumper.,21,30
6:17,36,Che Bob Offensive Rebound.,21,30
6:14,36,Che Bob made Layup.,21,32
5:54,-1,Ladarius Coleman missed Jumper.,21,32
5:54,36,Emmanuel Omogbo Defensive Rebound.,21,32
5:31,-1,Foul on Ladarius Coleman.,21,32
5:31,36,Che Bob made Free Throw.,21,33
5:31,36,Che Bob made Free Throw.,21,34
5:06,-1,Alex Cooper made Three Point Jumper. Assisted by DaVaunta Thomas.,24,34
4:42,36,Prentiss Nixon missed Three Point Jumper.,24,34
4:42,-1,Ladarius Coleman Defensive Rebound.,24,34
4:41,36,Foul on Nico Carvacho.,24,34
4:41,-1,Ladarius Coleman missed Free Throw.,24,34
4:41,36,Emmanuel Omogbo Defensive Rebound.,24,34
4:22,36,Devocio Butler missed Three Point Jumper.,24,34
4:22,-1,Ladarius Coleman Defensive Rebound.,24,34
3:57,-1,Kyree Elder made Jumper.,26,34
3:34,36,Che Bob made Layup. Assisted by Emmanuel Omogbo.,26,36
3:14,36,Foul on Emmanuel Omogbo.,26,36
3:14,36,Official TV Timeout,26,36
3:14,-1,DaVaunta Thomas made Free Throw.,27,36
3:14,-1,DaVaunta Thomas missed Free Throw.,27,36
3:14,36,Che Bob Defensive Rebound.,27,36
2:53,36,Nico Carvacho made Jumper. Assisted by Devocio Butler.,27,38
2:53,-1,Foul on Darrius Parker.,27,38
2:53,36,Nico Carvacho missed Free Throw.,27,38
2:53,-1,Brett Jolly Defensive Rebound.,27,38
2:26,-1,Darrius Parker made Layup.,29,38
2:26,36,Foul on Braden Koelliker.,29,38
2:26,-1,Darrius Parker made Free Throw.,30,38
2:02,36,Devocio Butler made Jumper. Assisted by Prentiss Nixon.,30,40
1:31,-1,Brett Jolly made Jumper.,32,40
1:12,36,Devocio Butler missed Layup.,32,40
1:12,-1,Darrius Parker Defensive Rebound.,32,40
1:09,36,Foul on Devocio Butler.,32,40
1:09,-1,Darrius Parker made Free Throw.,33,40
1:09,-1,Darrius Parker made Free Throw.,34,40
0:54,36,Che Bob Turnover.,34,40
0:32,-1,Ognjen Vasiljevic missed Three Point Jumper.,34,40
0:32,36,Braden Koelliker Defensive Rebound.,34,40
0:03,36,Braden Koelliker missed Three Point Jumper.,34,40
0:03,-1,Darrius Parker Defensive Rebound.,34,40
0:00,36,End of 1st half,34,40
19:42,36,J.D. Paige made Layup.,34,42
19:24,-1,Dalton Glapion missed Jumper.,34,42
19:24,36,Prentiss Nixon Defensive Rebound.,34,42
19:10,36,Che Bob made Layup. Assisted by Nico Carvacho.,34,44
18:39,-1,DaVaunta Thomas made Three Point Jumper.,37,44
18:14,36,Che Bob Turnover.,37,44
18:03,-1,DaVaunta Thomas missed Three Point Jumper.,37,44
18:03,36,Emmanuel Omogbo Defensive Rebound.,37,44
17:38,36,Emmanuel Omogbo Turnover.,37,44
17:19,-1,Foul on Dalton Glapion.,37,44
17:19,-1,Dalton Glapion Turnover.,37,44
17:04,36,Emmanuel Omogbo made Dunk. Assisted by Prentiss Nixon.,37,46
16:40,-1,Alex Cooper Turnover.,37,46
16:40,36,J.D. Paige Steal.,37,46
16:35,-1,Foul on Alex Cooper.,37,46
16:35,36,Prentiss Nixon made Free Throw.,37,47
16:35,36,Prentiss Nixon made Free Throw.,37,48
16:16,36,Foul on Braden Koelliker.,37,48
16:16,-1,Foul on Darrius Parker.,37,48
16:16,-1,Darrius Parker Turnover.,37,48
15:57,36,Prentiss Nixon Turnover.,37,48
15:56,-1,Seth Hawley Steal.,37,48
15:54,-1,Seth Hawley Turnover.,37,48
15:53,36,Prentiss Nixon Steal.,37,48
15:41,36,J.D. Paige made Jumper.,37,50
15:27,36,Foul on Nico Carvacho.,37,50
15:27,36,Official TV Timeout,37,50
15:02,36,Foul on Emmanuel Omogbo.,37,50
14:41,-1,Ognjen Vasiljevic Turnover.,37,50
14:40,36,Braden Koelliker Steal.,37,50
14:26,-1,Foul on Seth Hawley.,37,50
14:25,36,Devocio Butler made Layup. Assisted by J.D. Paige.,37,52
14:04,-1,Kyree Elder missed Layup.,37,52
14:04,36,Che Bob Block.,37,52
14:03,-1,Kyree Elder Offensive Rebound.,37,52
13:52,36,Foul on Anthony Bonner.,37,52
13:52,-1,Kyree Elder made Free Throw.,38,52
13:52,-1,Kyree Elder missed Free Throw.,38,52
13:52,36,Che Bob Defensive Rebound.,38,52
13:32,-1,Foul on Dalton Glapion.,38,52
13:15,36,Braden Koelliker missed Three Point Jumper.,38,52
13:15,36,Braden Koelliker Offensive Rebound.,38,52
13:09,36,Anthony Bonner made Three Point Jumper. Assisted by J.D. Paige.,38,55
12:43,-1,Ognjen Vasiljevic Turnover.,38,55
12:27,36,Che Bob missed Jumper.,38,55
12:27,36,Devocio Butler Offensive Rebound.,38,55
12:23,-1,Foul on Brett Jolly.,38,55
12:23,36,Devocio Butler made Free Throw.,38,56
12:23,36,Devocio Butler made Free Throw.,38,57
12:13,-1,Alex Cooper Turnover.,38,57
12:12,36,Devocio Butler Steal.,38,57
12:10,36,Devocio Butler made Dunk.,38,59
11:54,-1,Dalton Glapion made Jumper.,40,59
11:31,36,Kimani Jackson missed Three Point Jumper.,40,59
11:31,-1,DaVaunta Thomas Defensive Rebound.,40,59
11:23,-1,DaVaunta Thomas missed Three Point Jumper.,40,59
11:23,36,Anthony Bonner Defensive Rebound.,40,59
11:19,-1,Foul on Brett Jolly.,40,59
11:19,-1,Technical Foul on Brett Jolly.,40,59
11:19,36,Official TV Timeout,40,59
11:19,36,Anthony Bonner made Free Throw.,40,60
11:19,36,Anthony Bonner made Free Throw.,40,61
11:19,36,Anthony Bonner made Free Throw.,40,62
11:19,36,Anthony Bonner made Free Throw.,40,63
11:07,36,Foul on Kimani Jackson.,40,63
10:45,-1,DaVaunta Thomas made Jumper. Assisted by Ognjen Vasiljevic.,42,63
10:35,36,Anthony Bonner missed Three Point Jumper.,42,63
10:35,-1,DaVaunta Thomas Defensive Rebound.,42,63
10:25,-1,DaVaunta Thomas Turnover.,42,63
10:24,36,Che Bob Steal.,42,63
10:22,36,Che Bob made Dunk.,42,65
10:06,-1,Dalton Glapion made Jumper. Assisted by Ognjen Vasiljevic.,44,65
9:55,36,J.D. Paige Turnover.,44,65
9:46,-1,Ognjen Vasiljevic made Three Point Jumper.,47,65
9:24,-1,Foul on Dalton Glapion.,47,65
9:24,36,Che Bob missed Free Throw.,47,65
9:24,36,Colorado St Deadball Team Rebound.,47,65
9:24,36,Che Bob made Free Throw.,47,66
9:10,36,Foul on Che Bob.,47,66
9:10,-1,Ladarius Coleman made Free Throw.,48,66
9:10,-1,Ladarius Coleman made Free Throw.,49,66
8:54,-1,Foul on Ladarius Coleman.,49,66
8:54,36,Che Bob made Free Throw.,49,67
8:54,36,Che Bob made Free Throw.,49,68
8:36,-1,Seth Youngblood made Three Point Jumper. Assisted by Seth Hawley.,52,68
8:34,-1,Arkansas-Fort Smith  Timeout,52,68
8:34,36,Official TV Timeout,52,68
8:25,36,J.D. Paige missed Layup.,52,68
8:25,36,Kimani Jackson Offensive Rebound.,52,68
8:22,36,Kimani Jackson made Two Point Tip Shot.,52,70
8:19,36,Foul on J.D. Paige.,52,70
8:19,-1,Seth Youngblood made Free Throw.,53,70
8:19,-1,Seth Youngblood made Free Throw.,54,70
8:01,-1,Foul on Seth Hawley.,54,70
8:01,36,J.D. Paige missed Free Throw.,54,70
8:01,36,Colorado St Deadball Team Rebound.,54,70
8:01,36,J.D. Paige made Free Throw.,54,71
7:49,-1,Darrius Parker Turnover.,54,71
7:49,36,Official TV Timeout,54,71
7:31,36,Kimani Jackson missed Layup.,54,71
7:31,-1,Kyree Elder Block.,54,71
7:30,-1,Alex Cooper Defensive Rebound.,54,71
7:24,-1,Kyree Elder missed Three Point Jumper.,54,71
7:24,36,Emmanuel Omogbo Defensive Rebound.,54,71
7:12,-1,Foul on Ladarius Coleman.,54,71
7:12,36,Kimani Jackson missed Free Throw.,54,71
7:12,36,Colorado St Deadball Team Rebound.,54,71
7:12,36,Kimani Jackson missed Free Throw.,54,71
7:12,-1,Kyree Elder Defensive Rebound.,54,71
7:04,36,Foul on Kimani Jackson.,54,71
7:04,-1,Ladarius Coleman made Free Throw.,55,71
7:04,-1,Ladarius Coleman missed Free Throw.,55,71
7:04,36,Emmanuel Omogbo Defensive Rebound.,55,71
6:39,36,Prentiss Nixon missed Three Point Jumper.,55,71
6:39,-1,Kyree Elder Defensive Rebound.,55,71
6:31,-1,DaVaunta Thomas made Dunk. Assisted by Kyree Elder.,57,71
6:11,36,Devocio Butler made Three Point Jumper.,57,74
6:00,-1,Seth Youngblood missed Jumper.,57,74
6:00,-1,Ladarius Coleman Offensive Rebound.,57,74
5:48,-1,Alex Cooper missed Three Point Jumper.,57,74
5:48,36,Kimani Jackson Defensive Rebound.,57,74
5:27,-1,Foul on Alex Cooper.,57,74
5:27,36,Emmanuel Omogbo made Free Throw.,57,75
5:27,36,Emmanuel Omogbo made Free Throw.,57,76
5:11,-1,Ognjen Vasiljevic Turnover.,57,76
5:08,36,J.D. Paige made Layup.,57,78
4:58,-1,DaVaunta Thomas missed Three Point Jumper.,57,78
4:58,36,Prentiss Nixon Defensive Rebound.,57,78
4:55,-1,Foul on Ladarius Coleman.,57,78
4:55,36,Prentiss Nixon made Free Throw.,57,79
4:55,36,Prentiss Nixon made Free Throw.,57,80
4:42,-1,DaVaunta Thomas missed Layup.,57,80
4:42,36,Kimani Jackson Block.,57,80
4:41,36,Devocio Butler Defensive Rebound.,57,80
4:29,36,Emmanuel Omogbo missed Jumper.,57,80
4:29,-1,Seth Hawley Defensive Rebound.,57,80
4:22,-1,DaVaunta Thomas missed Layup.,57,80
4:22,36,J.D. Paige Block.,57,80
4:18,36,J.D. Paige Defensive Rebound.,57,80
4:17,-1,Foul on Seth Youngblood.,57,80
4:17,36,Emmanuel Omogbo made Free Throw.,57,81
4:17,36,Emmanuel Omogbo missed Free Throw.,57,81
4:17,36,Kimani Jackson Offensive Rebound.,57,81
4:15,36,Kimani Jackson made Layup.,57,83
3:54,-1,Seth Youngblood made Three Point Jumper. Assisted by Dalton Glapion.,60,83
3:47,36,Colorado St  Timeout,60,83
3:47,36,Official TV Timeout,60,83
3:33,36,Che Bob made Jumper.,60,85
3:04,-1,Foul on Darrius Parker.,60,85
3:04,-1,Darrius Parker Turnover.,60,85
2:47,36,Kimani Jackson made Layup. Assisted by Anthony Bonner.,60,87
2:28,-1,Ognjen Vasiljevic made Three Point Jumper. Assisted by Kyree Elder.,63,87
2:01,36,Nico Carvacho Turnover.,63,87
1:51,-1,Ognjen Vasiljevic Turnover.,63,87
1:34,36,Kimani Jackson made Dunk. Assisted by Braden Koelliker.,63,89
1:20,-1,Ognjen Vasiljevic made Three Point Jumper. Assisted by Darrius Parker.,66,89
1:03,36,Che Bob made Layup. Assisted by Nico Carvacho.,66,91
0:42,-1,Seth Hawley Turnover.,66,91
0:41,36,Kimani Jackson Steal.,66,91
0:38,36,Nico Carvacho made Layup. Assisted by Anthony Bonner.,66,93
0:18,-1,Kyree Elder made Three Point Jumper. Assisted by Seth Hawley.,69,93
0:00,36,End of Game,69,93
