Prairie View A&amp;M,2306,Kansas State,2504
9:36,2504,Shaquille Preston Turnover.,10,14
9:23,2306,Barry Brown missed Jumper.,10,14
9:23,2504,Shaquille Preston Defensive Rebound.,10,14
9:17,2306,Foul on Xavier Sneed.,10,14
9:17,2504,Daquan Cook made Free Throw.,11,14
9:17,2504,Daquan Cook missed Free Throw.,11,14
9:17,2306,Wesley Iwundu Defensive Rebound.,11,14
9:02,2306,Barry Brown missed Jumper.,11,14
9:02,2504,Shaquille Preston Defensive Rebound.,11,14
8:35,2504,Daquan Cook missed Jumper.,11,14
8:35,2504,Ja'Donta Blakley Offensive Rebound.,11,14
8:29,2504,Shaquille Preston missed Layup.,11,14
8:29,2504,Shaquille Preston Offensive Rebound.,11,14
8:25,2504,Daquan Cook made Layup. Assisted by Shaquille Preston.,13,14
8:07,2504,Foul on Shaquille Preston.,13,14
8:07,2306,Xavier Sneed missed Free Throw.,13,14
8:07,2306,Kansas St Deadball Team Rebound.,13,14
8:07,2306,Xavier Sneed made Free Throw.,13,15
7:37,2504,Daquan Cook made Layup.,15,15
7:15,2504,Foul on JD Wallace.,15,15
7:15,2306,Official TV Timeout,15,15
7:15,2306,Dean Wade made Free Throw.,15,16
7:15,2306,Dean Wade missed Free Throw.,15,16
7:15,2504,JD Wallace Defensive Rebound.,15,16
6:44,2504,L.J. Westbrook missed Three Point Jumper.,15,16
6:44,2306,Dean Wade Defensive Rebound.,15,16
6:19,2306,Kamau Stokes made Three Point Jumper. Assisted by Dean Wade.,15,19
5:58,2306,Foul on Kamau Stokes.,15,19
5:51,2504,Daquan Cook made Jumper. Assisted by Avery Lomax.,17,19
5:35,2306,Dean Wade missed Jumper.,17,19
5:35,2504,JD Wallace Defensive Rebound.,17,19
5:12,2504,JD Wallace Turnover.,17,19
4:56,2306,Wesley Iwundu missed Three Point Jumper.,17,19
4:56,2306,Dean Wade Offensive Rebound.,17,19
4:52,2306,Dean Wade made Layup.,17,21
4:26,2504,Shaquille Preston made Jumper.,19,21
4:12,2306,D.J. Johnson Turnover.,19,21
4:09,2504,L.J. Westbrook Steal.,19,21
4:06,2504,L.J. Westbrook missed Layup.,19,21
4:06,2504,Prairie View Offensive Rebound.,19,21
4:06,2504,Jordan Giddings Turnover.,19,21
4:03,2306,Xavier Sneed Steal.,19,21
4:01,2306,Xavier Sneed made Layup.,19,23
3:32,2504,JD Wallace made Layup. Assisted by L.J. Westbrook.,21,23
3:17,2306,D.J. Johnson missed Layup.,21,23
3:17,2504,JD Wallace Defensive Rebound.,21,23
2:55,2504,Daquan Cook made Three Point Jumper. Assisted by Avery Lomax.,24,23
2:40,2306,Kamau Stokes made Three Point Jumper. Assisted by Xavier Sneed.,24,26
2:17,2504,Daquan Cook missed Three Point Jumper.,24,26
2:17,2306,Xavier Sneed Defensive Rebound.,24,26
2:09,2306,Brian Patrick made Three Point Jumper. Assisted by Kamau Stokes.,24,29
1:37,2306,Foul on Brian Patrick.,24,29
1:37,2306,Official TV Timeout,24,29
1:37,2504,JD Wallace made Free Throw.,25,29
1:37,2504,JD Wallace made Free Throw.,26,29
1:18,2306,Barry Brown made Three Point Jumper. Assisted by Kamau Stokes.,26,32
1:01,2306,Foul on Barry Brown.,26,32
0:42,2504,Zachary Hamilton missed Three Point Jumper.,26,32
0:42,2504,Shaquille Preston Offensive Rebound.,26,32
0:38,2504,Shaquille Preston missed Layup.,26,32
0:38,2306,Wesley Iwundu Block.,26,32
0:37,2306,Barry Brown Defensive Rebound.,26,32
0:32,2306,Xavier Sneed made Three Point Jumper. Assisted by Barry Brown.,26,35
0:05,2504,L.J. Westbrook made Three Point Jumper. Assisted by Ja'Donta Blakley.,29,35
0:00,2306,End of 1st half,29,35
19:30,2504,Zachary Hamilton made Three Point Jumper. Assisted by Daquan Cook.,32,35
19:18,2306,Kamau Stokes missed Three Point Jumper.,32,35
19:18,2306,Dean Wade Offensive Rebound.,32,35
19:11,2306,Dean Wade made Three Point Jumper. Assisted by Kamau Stokes.,32,38
18:43,2504,Lavonne Davis missed Layup.,32,38
18:43,2306,Dean Wade Defensive Rebound.,32,38
18:34,2504,Foul on Lavonne Davis.,32,38
18:21,2306,D.J. Johnson made Layup. Assisted by Kamau Stokes.,32,40
17:50,2504,Daquan Cook missed Three Point Jumper.,32,40
17:50,2306,Kamau Stokes Defensive Rebound.,32,40
17:40,2504,Foul on Shaquille Preston.,32,40
17:40,2306,D.J. Johnson made Free Throw.,32,41
17:40,2306,D.J. Johnson missed Free Throw.,32,41
17:40,2504,JD Wallace Defensive Rebound.,32,41
17:18,2504,Shaquille Preston Turnover.,32,41
17:09,2306,Kamau Stokes missed Jumper.,32,41
17:09,2306,Kansas St Deadball Team Rebound.,32,41
17:08,2504,Foul on Daquan Cook.,32,41
16:53,2306,Barry Brown made Three Point Jumper. Assisted by Dean Wade.,32,44
16:26,2504,Daquan Cook missed Three Point Jumper.,32,44
16:26,2306,D.J. Johnson Defensive Rebound.,32,44
16:16,2306,Barry Brown made Three Point Jumper. Assisted by D.J. Johnson.,32,47
16:12,2504,Prairie View  Timeout,32,47
16:12,2306,Official TV Timeout,32,47
15:48,2306,Foul on Dean Wade.,32,47
15:48,2306,Official TV Timeout,32,47
15:25,2504,Ja'Donta Blakley made Layup.,34,47
15:07,2306,Barry Brown made Three Point Jumper. Assisted by Dean Wade.,34,50
14:35,2504,Daquan Cook Turnover.,34,50
14:35,2306,Kamau Stokes Steal.,34,50
14:18,2306,Dean Wade made Layup. Assisted by Barry Brown.,34,52
13:56,2504,Ja'Donta Blakley made Layup.,36,52
13:40,2306,Wesley Iwundu made Jumper. Assisted by Dean Wade.,36,54
13:12,2504,Daquan Cook missed Three Point Jumper.,36,54
13:12,2306,Wesley Iwundu Defensive Rebound.,36,54
13:06,2306,Barry Brown missed Three Point Jumper.,36,54
13:06,2504,Prairie View Defensive Rebound.,36,54
12:34,2504,Nolan Wilson made Layup. Assisted by Jordan Giddings.,38,54
12:23,2504,Foul on Nolan Wilson.,38,54
12:23,2306,Dean Wade made Free Throw.,38,55
12:23,2306,Dean Wade missed Free Throw.,38,55
12:23,2504,Shaquille Preston Defensive Rebound.,38,55
11:54,2504,Avery Lomax missed Three Point Jumper.,38,55
11:54,2306,Kansas St Defensive Rebound.,38,55
11:52,2306,Official TV Timeout,38,55
11:43,2306,Barry Brown missed Three Point Jumper.,38,55
11:43,2306,Dean Wade Offensive Rebound.,38,55
11:39,2306,Dean Wade made Layup.,38,57
11:10,2504,Avery Lomax missed Jumper.,38,57
11:10,2306,Kamau Stokes Defensive Rebound.,38,57
11:03,2306,Dean Wade Turnover.,38,57
11:02,2504,Daquan Cook Steal.,38,57
10:58,2504,Shaquille Preston missed Layup.,38,57
10:58,2504,Shay'rone Jett Offensive Rebound.,38,57
10:54,2504,Shay'rone Jett missed Jumper.,38,57
10:54,2306,Barry Brown Defensive Rebound.,38,57
10:50,2504,Foul on Daquan Cook.,38,57
10:50,2306,Barry Brown missed Free Throw.,38,57
10:50,2306,Kansas St Deadball Team Rebound.,38,57
10:50,2306,Barry Brown missed Free Throw.,38,57
10:50,2306,Dean Wade Offensive Rebound.,38,57
10:39,2306,Kamau Stokes made Three Point Jumper. Assisted by Carlbe Ervin II.,38,60
10:19,2306,Foul on Xavier Sneed.,38,60
10:19,2504,Ja'Donta Blakley made Free Throw.,39,60
10:19,2504,Ja'Donta Blakley missed Free Throw.,39,60
10:19,2306,Isaiah Maurice Defensive Rebound.,39,60
10:09,2504,Foul on Zachary Hamilton.,39,60
10:09,2306,Isaiah Maurice missed Free Throw.,39,60
10:09,2306,Kansas St Deadball Team Rebound.,39,60
10:09,2306,Isaiah Maurice made Free Throw.,39,61
10:00,2504,Daquan Cook missed Layup.,39,61
10:00,2306,Isaiah Maurice Block.,39,61
9:59,2504,Prairie View Offensive Rebound.,39,61
9:55,2504,Daquan Cook made Layup.,41,61
9:43,2306,Kamau Stokes missed Three Point Jumper.,41,61
9:43,2306,Xavier Sneed Offensive Rebound.,41,61
9:38,2306,Xavier Sneed made Two Point Tip Shot.,41,63
9:25,2504,Nolan Wilson Turnover.,41,63
9:25,2504,Foul on Nolan Wilson.,41,63
9:15,2306,Carlbe Ervin II Turnover.,41,63
8:52,2504,Daquan Cook made Jumper.,43,63
8:44,2306,Xavier Sneed missed Jumper.,43,63
8:44,2504,Ja'Donta Blakley Defensive Rebound.,43,63
8:21,2504,Zachary Hamilton missed Three Point Jumper.,43,63
8:21,2504,Ja'Donta Blakley Offensive Rebound.,43,63
8:17,2504,Ja'Donta Blakley made Layup.,45,63
8:05,2306,Wesley Iwundu missed Layup.,45,63
8:05,2504,Zachary Hamilton Block.,45,63
8:01,2504,Ja'Donta Blakley Defensive Rebound.,45,63
7:53,2504,L.J. Westbrook missed Layup.,45,63
7:53,2306,Isaiah Maurice Defensive Rebound.,45,63
7:37,2306,Kamau Stokes missed Jumper.,45,63
7:37,2504,Zachary Hamilton Defensive Rebound.,45,63
7:28,2504,Prairie View  Timeout,45,63
7:28,2306,Official TV Timeout,45,63
7:21,2504,Zachary Hamilton made Layup. Assisted by Daquan Cook.,47,63
7:21,2306,Foul on D.J. Johnson.,47,63
7:21,2504,Zachary Hamilton made Free Throw.,48,63
6:59,2504,Foul on Nolan Wilson.,48,63
6:59,2306,Dean Wade made Free Throw.,48,64
6:59,2306,Dean Wade made Free Throw.,48,65
6:36,2504,Zachary Hamilton missed Three Point Jumper.,48,65
6:36,2306,Dean Wade Defensive Rebound.,48,65
6:09,2306,D.J. Johnson made Jumper. Assisted by Wesley Iwundu.,48,67
5:49,2504,Daquan Cook Turnover.,48,67
5:47,2306,Barry Brown Steal.,48,67
5:44,2306,Barry Brown Turnover.,48,67
5:44,2504,Ja'Donta Blakley Steal.,48,67
5:44,2306,Foul on Barry Brown.,48,67
5:27,2504,Zachary Hamilton Turnover.,48,67
5:26,2306,Barry Brown Steal.,48,67
5:23,2306,Wesley Iwundu made Layup. Assisted by Barry Brown.,48,69
4:54,2504,Ja'Donta Blakley missed Layup.,48,69
4:54,2504,JD Wallace Offensive Rebound.,48,69
4:47,2504,JD Wallace made Dunk.,50,69
4:36,2306,Barry Brown missed Three Point Jumper.,50,69
4:36,2504,L.J. Westbrook Defensive Rebound.,50,69
4:28,2504,Daquan Cook made Jumper. Assisted by L.J. Westbrook.,52,69
4:15,2504,Foul on L.J. Westbrook.,52,69
4:15,2306,Wesley Iwundu made Free Throw.,52,70
4:15,2306,Wesley Iwundu made Free Throw.,52,71
4:10,2504,Prairie View  Timeout,52,71
4:10,2306,Official TV Timeout,52,71
3:50,2504,JD Wallace missed Layup.,52,71
3:50,2306,D.J. Johnson Block.,52,71
3:48,2306,Dean Wade Defensive Rebound.,52,71
3:32,2306,Dean Wade Turnover.,52,71
3:03,2504,Ja'Donta Blakley Turnover.,52,71
3:02,2306,Dean Wade Steal.,52,71
2:56,2306,D.J. Johnson made Dunk. Assisted by Kamau Stokes.,52,73
2:26,2504,Zachary Hamilton made Jumper.,54,73
2:16,2306,Xavier Sneed missed Three Point Jumper.,54,73
2:16,2504,Zachary Hamilton Defensive Rebound.,54,73
1:46,2504,Ja'Donta Blakley missed Layup.,54,73
1:46,2306,Barry Brown Defensive Rebound.,54,73
1:41,2306,D.J. Johnson Turnover.,54,73
1:15,2504,Zachary Hamilton missed Three Point Jumper.,54,73
1:15,2306,Mason Schoen Defensive Rebound.,54,73
1:11,2504,Foul on Daquan Cook.,54,73
1:11,2306,Isaiah Maurice made Free Throw.,54,74
1:11,2306,Isaiah Maurice missed Free Throw.,54,74
1:11,2504,Shaquille Preston Defensive Rebound.,54,74
0:55,2504,Daquan Cook missed Jumper.,54,74
0:55,2306,Zach Winter Defensive Rebound.,54,74
0:42,2306,Mason Schoen Turnover.,54,74
0:41,2504,Daquan Cook Steal.,54,74
0:38,2306,Foul on Mason Schoen.,54,74
0:38,2504,Avery Lomax made Free Throw.,55,74
0:37,2504,Daquan Cook missed Free Throw.,55,74
0:35,2504,Daquan Cook Offensive Rebound.,55,74
0:20,2504,Jordan Giddings missed Layup.,55,74
0:19,2306,Brian Patrick Defensive Rebound.,55,74
0:00,2306,End of Game,55,74
