Fresno State,269,Marquette,278
10:02,269,Jajuan Johnson missed Three Point Jumper.,10,22
10:02,278,Jahmel Taylor Defensive Rebound.,10,22
9:42,269,Foul on Markus Howard.,10,22
9:28,278,Johnny McWilliams missed Jumper.,10,22
9:28,269,Luke Fischer Defensive Rebound.,10,22
9:14,269,Luke Fischer missed Jumper.,10,22
9:14,278,Cullen Russo Defensive Rebound.,10,22
9:00,278,Deshon Taylor made Layup.,12,22
8:31,269,Markus Howard made Three Point Jumper.,12,25
8:15,278,Cullen Russo missed Layup.,12,25
8:15,269,Sam Hauser Defensive Rebound.,12,25
8:09,269,Haanif Cheatham missed Layup.,12,25
8:09,269,Jajuan Johnson Offensive Rebound.,12,25
8:04,269,Jajuan Johnson made Two Point Tip Shot.,12,27
7:50,278,Bryson Williams made Jumper.,14,27
7:28,269,Sam Hauser made Three Point Jumper. Assisted by Markus Howard.,14,30
7:13,278,Jaron Hopkins Turnover.,14,30
7:13,269,Official TV Timeout,14,30
7:06,269,Sam Hauser Turnover.,14,30
7:06,278,Cullen Russo Steal.,14,30
7:06,269,Foul on Sam Hauser.,14,30
7:00,269,Foul on Duane Wilson.,14,30
6:50,269,Foul on Sam Hauser.,14,30
6:50,278,Cullen Russo missed Free Throw.,14,30
6:50,278,Fresno St Deadball Team Rebound.,14,30
6:50,278,Cullen Russo made Free Throw.,15,30
6:45,269,Andrew Rowsey Turnover.,15,30
6:27,278,Terrell Carter II missed Jumper.,15,30
6:27,269,Duane Wilson Defensive Rebound.,15,30
6:14,269,Duane Wilson missed Three Point Jumper.,15,30
6:14,278,Jaron Hopkins Defensive Rebound.,15,30
6:08,278,Jaron Hopkins missed Layup.,15,30
6:08,269,Matt Heldt Block.,15,30
6:06,269,Andrew Rowsey Defensive Rebound.,15,30
5:56,269,Haanif Cheatham missed Three Point Jumper.,15,30
5:56,278,Jaron Hopkins Defensive Rebound.,15,30
5:51,278,Foul on Cullen Russo.,15,30
5:51,278,Cullen Russo Turnover.,15,30
5:36,269,Katin Reinhardt missed Jumper.,15,30
5:36,269,Luke Fischer Offensive Rebound.,15,30
5:33,269,Luke Fischer made Two Point Tip Shot.,15,32
5:18,278,Paul Watson Turnover.,15,32
5:18,269,Jajuan Johnson Steal.,15,32
5:07,269,Jajuan Johnson made Jumper.,15,34
4:51,278,Paul Watson made Three Point Jumper. Assisted by Sam Bittner.,18,34
4:24,269,Jajuan Johnson made Jumper.,18,36
3:55,278,Sam Bittner made Layup. Assisted by Terrell Carter II.,20,36
3:27,278,Foul on Jahmel Taylor.,20,36
3:27,269,Official TV Timeout,20,36
3:27,269,Andrew Rowsey made Free Throw.,20,37
3:27,269,Andrew Rowsey made Free Throw.,20,38
3:27,269,Andrew Rowsey made Free Throw.,20,39
3:08,278,Jahmel Taylor made Three Point Jumper. Assisted by Paul Watson.,23,39
2:46,269,Markus Howard missed Three Point Jumper.,23,39
2:46,278,Fresno St Defensive Rebound.,23,39
2:43,269,Foul on Duane Wilson.,23,39
2:27,278,Paul Watson Turnover.,23,39
2:26,269,Duane Wilson Steal.,23,39
2:23,269,Duane Wilson made Layup.,23,41
2:11,269,Foul on Markus Howard.,23,41
2:11,278,Cullen Russo missed Free Throw.,23,41
2:11,278,Fresno St Deadball Team Rebound.,23,41
2:11,278,Cullen Russo missed Free Throw.,23,41
2:11,269,Jajuan Johnson Defensive Rebound.,23,41
2:10,278,Foul on Terrell Carter II.,23,41
2:10,269,Luke Fischer missed Free Throw.,23,41
2:10,278,Cullen Russo Defensive Rebound.,23,41
1:50,278,Jahmel Taylor Turnover.,23,41
1:47,269,Haanif Cheatham Steal.,23,41
1:45,269,Haanif Cheatham made Layup.,23,43
1:30,278,Cullen Russo missed Jumper.,23,43
1:30,269,Luke Fischer Defensive Rebound.,23,43
1:30,278,Foul on Terrell Carter II.,23,43
1:30,269,Luke Fischer made Free Throw.,23,44
1:30,269,Luke Fischer made Free Throw.,23,45
1:13,278,Cullen Russo Turnover.,23,45
1:12,269,Luke Fischer Steal.,23,45
1:11,269,Andrew Rowsey Turnover.,23,45
1:11,278,Jahmel Taylor Steal.,23,45
1:10,269,Foul on Andrew Rowsey.,23,45
1:10,278,Jahmel Taylor made Free Throw.,24,45
1:10,278,Jahmel Taylor made Free Throw.,25,45
0:48,269,Luke Fischer Turnover.,25,45
0:47,278,Paul Watson Steal.,25,45
0:44,278,Paul Watson missed Layup.,25,45
0:44,269,Jajuan Johnson Defensive Rebound.,25,45
0:37,269,Haanif Cheatham made Layup. Assisted by Jajuan Johnson.,25,47
0:20,278,Fresno St  Timeout,25,47
0:07,278,Deshon Taylor missed Three Point Jumper.,25,47
0:07,278,Sam Bittner Offensive Rebound.,25,47
0:04,278,Jahmel Taylor made Three Point Jumper. Assisted by Sam Bittner.,28,47
0:00,269,End of 1st half,28,47
19:49,278,Bryson Williams made Dunk. Assisted by Jaron Hopkins.,30,47
19:27,278,Foul on Cullen Russo.,30,47
19:27,269,Luke Fischer made Free Throw.,30,48
19:27,269,Luke Fischer missed Free Throw.,30,48
19:27,278,Jaron Hopkins Defensive Rebound.,30,48
19:14,278,Cullen Russo missed Three Point Jumper.,30,48
19:14,269,Haanif Cheatham Defensive Rebound.,30,48
18:52,269,Luke Fischer made Layup. Assisted by Markus Howard.,30,50
18:30,278,Bryson Williams made Layup. Assisted by Cullen Russo.,32,50
18:12,269,Jajuan Johnson Turnover.,32,50
18:11,278,Bryson Williams Steal.,32,50
17:54,278,Jahmel Taylor made Three Point Jumper. Assisted by Cullen Russo.,35,50
17:53,269,Marquette  Timeout,35,50
17:31,269,Jajuan Johnson missed Jumper.,35,50
17:31,278,Paul Watson Block.,35,50
17:27,278,Paul Watson Defensive Rebound.,35,50
17:15,278,Bryson Williams missed Jumper.,35,50
17:15,269,Marquette Defensive Rebound.,35,50
16:54,269,Sam Hauser missed Three Point Jumper.,35,50
16:54,278,Cullen Russo Defensive Rebound.,35,50
16:37,278,Cullen Russo made Three Point Jumper. Assisted by Paul Watson.,38,50
16:23,269,Sam Hauser made Three Point Jumper. Assisted by Markus Howard.,38,53
16:08,278,Cullen Russo made Three Point Jumper. Assisted by Jaron Hopkins.,41,53
15:49,269,Duane Wilson Turnover.,41,53
15:49,269,Official TV Timeout,41,53
15:36,269,Foul on Haanif Cheatham.,41,53
15:36,278,Paul Watson made Free Throw.,42,53
15:36,278,Paul Watson made Free Throw.,43,53
15:36,278,Paul Watson made Free Throw.,44,53
15:09,269,Andrew Rowsey made Three Point Jumper. Assisted by Haanif Cheatham.,44,56
14:55,278,Foul on Bryson Williams.,44,56
14:55,278,Bryson Williams Turnover.,44,56
14:38,269,Luke Fischer made Layup. Assisted by Haanif Cheatham.,44,58
14:11,278,Cullen Russo missed Three Point Jumper.,44,58
14:11,269,Andrew Rowsey Defensive Rebound.,44,58
14:03,269,Katin Reinhardt missed Three Point Jumper.,44,58
14:03,278,Cullen Russo Defensive Rebound.,44,58
13:52,278,Paul Watson missed Three Point Jumper.,44,58
13:52,269,Jajuan Johnson Defensive Rebound.,44,58
13:37,278,Foul on Bryson Williams.,44,58
13:34,269,Jajuan Johnson made Jumper. Assisted by Andrew Rowsey.,44,60
13:12,278,Terrell Carter II made Jumper. Assisted by Cullen Russo.,46,60
12:55,269,Andrew Rowsey Turnover.,46,60
12:54,278,Cullen Russo Steal.,46,60
12:52,269,Foul on Andrew Rowsey.,46,60
12:52,278,Jahmel Taylor made Free Throw.,47,60
12:52,278,Jahmel Taylor made Free Throw.,48,60
12:26,269,Jajuan Johnson Turnover.,48,60
12:25,278,Jahmel Taylor Steal.,48,60
12:10,278,Jahmel Taylor made Three Point Jumper. Assisted by Paul Watson.,51,60
11:48,269,Jajuan Johnson made Layup.,51,62
11:38,278,Terrell Carter II made Dunk.,53,62
11:36,278,Fresno St  Timeout,53,62
11:36,278,Technical Foul on Terrell Carter II.,53,62
11:36,269,Andrew Rowsey made Free Throw.,53,63
11:16,269,Jajuan Johnson missed Layup.,53,63
11:16,269,Luke Fischer Offensive Rebound.,53,63
11:14,269,Luke Fischer made Two Point Tip Shot.,53,65
10:53,269,Foul on Haanif Cheatham.,53,65
10:50,278,Deshon Taylor made Jumper. Assisted by Jaron Hopkins.,55,65
10:24,269,Haanif Cheatham missed Layup.,55,65
10:24,269,Luke Fischer Offensive Rebound.,55,65
10:21,269,Luke Fischer made Two Point Tip Shot.,55,67
10:15,278,Jaron Hopkins missed Jumper.,55,67
10:15,269,Haanif Cheatham Defensive Rebound.,55,67
9:59,269,Katin Reinhardt missed Three Point Jumper.,55,67
9:59,278,Jahmel Taylor Defensive Rebound.,55,67
9:43,269,Foul on Luke Fischer.,55,67
9:43,278,Jaron Hopkins made Free Throw.,56,67
9:43,278,Jaron Hopkins made Free Throw.,57,67
9:12,269,Marquette  Turnover.,57,67
8:57,278,Terrell Carter II made Layup. Assisted by Jaron Hopkins.,59,67
8:40,278,Foul on Paul Watson.,59,67
8:15,269,Jajuan Johnson missed Three Point Jumper.,59,67
8:15,278,Jahmel Taylor Defensive Rebound.,59,67
8:11,278,Foul on Jahmel Taylor.,59,67
8:11,278,Jahmel Taylor Turnover.,59,67
7:57,278,Foul on Paul Watson.,59,67
7:57,269,Official TV Timeout,59,67
7:39,278,Foul on Terrell Carter II.,59,67
7:39,269,Luke Fischer made Free Throw.,59,68
7:39,269,Luke Fischer missed Free Throw.,59,68
7:39,278,Terrell Carter II Defensive Rebound.,59,68
7:29,269,Foul on Luke Fischer.,59,68
7:15,278,Cullen Russo made Jumper. Assisted by Paul Watson.,61,68
6:58,269,Jajuan Johnson made Jumper.,61,70
6:40,278,Terrell Carter II missed Jumper.,61,70
6:39,269,Luke Fischer Block.,61,70
6:39,278,Terrell Carter II Offensive Rebound.,61,70
6:38,269,Foul on Luke Fischer.,61,70
6:38,278,Terrell Carter II missed Free Throw.,61,70
6:38,278,Fresno St Deadball Team Rebound.,61,70
6:38,278,Terrell Carter II made Free Throw.,62,70
6:11,278,Foul on Cullen Russo.,62,70
6:11,269,Sam Hauser made Free Throw.,62,71
6:11,269,Sam Hauser missed Free Throw.,62,71
6:11,278,Cullen Russo Defensive Rebound.,62,71
6:02,278,Jaron Hopkins Turnover.,62,71
5:59,269,Sam Hauser Steal.,62,71
5:53,269,Jajuan Johnson Turnover.,62,71
5:37,278,Terrell Carter II made Jumper. Assisted by Cullen Russo.,64,71
5:36,278,Fresno St  Timeout,64,71
5:19,269,Jajuan Johnson missed Jumper.,64,71
5:19,278,Terrell Carter II Defensive Rebound.,64,71
5:02,278,Terrell Carter II made Layup.,66,71
4:31,269,Sam Hauser made Three Point Jumper. Assisted by Markus Howard.,66,74
4:03,278,Terrell Carter II missed Jumper.,66,74
4:03,269,Jajuan Johnson Defensive Rebound.,66,74
3:49,269,Jajuan Johnson Turnover.,66,74
3:48,278,Jaron Hopkins Steal.,66,74
3:45,278,Jaron Hopkins made Dunk.,68,74
3:25,278,Foul on Jahmel Taylor.,68,74
3:25,269,Official TV Timeout,68,74
3:25,269,Markus Howard made Free Throw.,68,75
3:25,269,Markus Howard made Free Throw.,68,76
3:07,278,Jaron Hopkins missed Jumper.,68,76
3:07,269,Jajuan Johnson Defensive Rebound.,68,76
2:37,269,Katin Reinhardt missed Three Point Jumper.,68,76
2:37,278,Cullen Russo Defensive Rebound.,68,76
2:33,269,Foul on Markus Howard.,68,76
2:33,278,Cullen Russo missed Free Throw.,68,76
2:33,278,Fresno St Deadball Team Rebound.,68,76
2:33,278,Cullen Russo made Free Throw.,69,76
2:08,269,Jajuan Johnson missed Three Point Jumper.,69,76
2:08,278,Cullen Russo Defensive Rebound.,69,76
1:46,278,Terrell Carter II made Layup. Assisted by Jaron Hopkins.,71,76
1:27,269,Marquette  Timeout,71,76
1:16,269,Sam Hauser missed Three Point Jumper.,71,76
1:16,278,Terrell Carter II Defensive Rebound.,71,76
1:03,278,Jaron Hopkins missed Dunk.,71,76
1:03,278,Cullen Russo Offensive Rebound.,71,76
1:03,278,Cullen Russo made Two Point Tip Shot.,73,76
0:56,278,Foul on Cullen Russo.,73,76
0:56,269,Sam Hauser made Free Throw.,73,77
0:56,269,Sam Hauser made Free Throw.,73,78
0:39,278,Paul Watson made Three Point Jumper. Assisted by Terrell Carter II.,76,78
0:39,278,Fresno St  Timeout,76,78
0:36,278,Foul on Jaron Hopkins.,76,78
0:36,269,Markus Howard made Free Throw.,76,79
0:36,269,Markus Howard made Free Throw.,76,80
0:24,278,Terrell Carter II made Jumper. Assisted by Jaron Hopkins.,78,80
0:23,278,Foul on Jaron Hopkins.,78,80
0:23,269,Jajuan Johnson made Free Throw.,78,81
0:23,269,Jajuan Johnson made Free Throw.,78,82
0:12,278,Cullen Russo missed Layup.,78,82
0:12,269,Sam Hauser Defensive Rebound.,78,82
0:12,278,Foul on Cullen Russo.,78,82
0:12,269,Sam Hauser missed Free Throw.,78,82
0:12,269,Marquette Deadball Team Rebound.,78,82
0:12,269,Sam Hauser made Free Throw.,78,83
0:05,278,Jaron Hopkins missed Three Point Jumper.,78,83
0:05,269,Sam Hauser Defensive Rebound.,78,83
0:04,278,Foul on Deshon Taylor.,78,83
0:04,269,Sam Hauser made Free Throw.,78,84
0:04,269,Sam Hauser missed Free Throw.,78,84
0:04,278,Jaron Hopkins Defensive Rebound.,78,84
0:00,278,Jaron Hopkins made Three Point Jumper.,81,84
0:00,269,End of Game,81,84
