New Hampshire,44,American,160
19:09,160,Iba Camara Defensive Rebound.,34,36
19:06,160,Jordan Reed made Three Point Jumper. Assisted by Jaleen Smith.,37,36
18:52,44,Leon Tolksdorf missed Three Point Jumper.,37,36
18:52,160,Daniel Dion Defensive Rebound.,37,36
18:44,160,Daniel Dion missed Jumper.,37,36
18:42,44,American Defensive Rebound.,37,36
18:21,44,Leon Tolksdorf made Layup.,37,38
17:57,160,Jaleen Smith missed Layup.,37,38
17:57,160,Jaleen Smith Offensive Rebound.,37,38
17:38,160,Iba Camara made Layup. Assisted by Jaleen Smith.,39,38
17:14,44,Leon Tolksdorf Turnover.,39,38
17:02,160,Jaleen Smith missed Layup.,39,38
17:01,160,Tanner Leissner Offensive Rebound.,39,38
16:58,160,Tanner Leissner Turnover.,39,38
16:38,44,Delante Jones missed Three Point Jumper.,39,38
16:32,160,New Hampshire Defensive Rebound.,39,38
16:16,160,Jordan Reed Turnover.,39,38
16:04,44,Leon Tolksdorf missed Layup.,39,38
16:04,160,Tanner Leissner Defensive Rebound.,39,38
15:54,160,Tanner Leissner missed Jumper.,39,38
15:54,44,James Washington Defensive Rebound.,39,38
15:47,44,James Washington made Layup.,39,40
15:34,160,Jordan Reed made Three Point Jumper.,42,40
15:09,44,Sa'eed Nelson missed Three Point Jumper.,42,40
15:09,160,Daniel Dion Defensive Rebound.,42,40
15:01,160,Jaleen Smith made Layup. Assisted by Jordan Reed.,44,40
14:30,44,James Washington made Layup.,44,42
14:12,160,Tanner Leissner made Jumper. Assisted by Jordan Reed.,46,42
14:12,44,Foul on Mark Gasperini.,46,42
14:12,44,Official TV Timeout,46,42
14:12,160,Tanner Leissner missed Free Throw.,46,42
14:12,44,Charlie Jones Defensive Rebound.,46,42
13:51,44,Delante Jones missed Three Point Jumper.,46,42
13:51,160,David Watkins Defensive Rebound.,46,42
13:35,160,Jaleen Smith made Three Point Jumper. Assisted by Daniel Dion.,49,42
13:16,160,Foul on Jordan Reed.,49,42
13:09,44,Sa'eed Nelson missed Jumper.,49,42
13:09,160,David Watkins Defensive Rebound.,49,42
13:03,160,Jaleen Smith made Layup.,51,42
12:53,44,American  Timeout,51,42
12:32,44,James Washington made Layup.,51,44
12:25,160,Tanner Leissner Turnover.,51,44
12:10,44,Mark Gasperini made Layup.,51,46
11:48,160,Jaleen Smith missed Layup.,51,46
11:48,44,Mark Gasperini Defensive Rebound.,51,46
11:31,44,Sa'eed Nelson made Layup.,51,48
11:31,160,Foul on David Watkins.,51,48
11:31,44,Official TV Timeout,51,48
11:31,44,Sa'eed Nelson made Free Throw.,51,49
11:13,160,Jaleen Smith made Three Point Jumper. Assisted by Daniel Dion.,54,49
10:55,160,Foul on Jaleen Smith.,54,49
10:50,44,Sa'eed Nelson missed Layup.,54,49
10:50,160,Jaleen Smith Block.,54,49
10:48,160,Daniel Dion Defensive Rebound.,54,49
10:40,160,Tanner Leissner made Layup.,56,49
10:40,44,Foul on Mark Gasperini.,56,49
10:40,160,Tanner Leissner made Free Throw.,57,49
10:18,44,Foul on Delante Jones.,57,49
10:18,44,Delante Jones Turnover.,57,49
9:57,160,Iba Camara made Layup. Assisted by Jaleen Smith.,59,49
9:25,44,Charlie Jones made Jumper.,59,51
9:01,160,Daniel Dion Turnover.,59,51
9:00,44,James Washington Steal.,59,51
8:57,44,James Washington missed Layup.,59,51
8:57,160,Iba Camara Block.,59,51
8:55,44,Charlie Jones Offensive Rebound.,59,51
8:43,44,Matt Cimino Turnover.,59,51
8:42,160,Iba Camara Steal.,59,51
8:34,160,Daniel Dion made Three Point Jumper. Assisted by Jaleen Smith.,62,51
8:26,44,American  Timeout,62,51
8:18,44,Mark Gasperini missed Jumper.,62,51
8:18,160,Jaleen Smith Defensive Rebound.,62,51
8:04,44,Foul on Sa'eed Nelson.,62,51
7:43,44,Foul on Sa'eed Nelson.,62,51
7:21,160,Jaleen Smith made Three Point Jumper.,65,51
6:55,44,Delante Jones missed Jumper.,65,51
6:55,44,Mark Gasperini Offensive Rebound.,65,51
6:51,44,Mark Gasperini made Layup.,65,53
6:31,160,Iba Camara made Jumper.,67,53
6:16,44,Mark Gasperini missed Jumper.,67,53
6:16,160,Iba Camara Defensive Rebound.,67,53
6:06,160,Tanner Leissner made Jumper.,69,53
5:45,44,Foul on Mark Gasperini.,69,53
5:45,44,Mark Gasperini Turnover.,69,53
5:31,160,Daniel Dion missed Three Point Jumper.,69,53
5:31,44,Matt Cimino Defensive Rebound.,69,53
5:17,44,Leon Tolksdorf missed Three Point Jumper.,69,53
5:17,160,Iba Camara Defensive Rebound.,69,53
4:55,160,Iba Camara made Jumper.,71,53
4:32,44,Sa'eed Nelson missed Three Point Jumper.,71,53
4:32,44,Charlie Jones Offensive Rebound.,71,53
4:11,160,Foul on Tanner Leissner.,71,53
4:11,44,Leon Tolksdorf made Free Throw.,71,54
4:11,44,Leon Tolksdorf made Free Throw.,71,55
4:01,160,Jordan Reed Turnover.,71,55
4:00,44,Charlie Jones Steal.,71,55
3:48,160,Foul on Tanner Leissner.,71,55
3:48,44,Official TV Timeout,71,55
3:44,44,Sa'eed Nelson made Layup.,71,57
3:44,160,Foul on Jordan Reed.,71,57
3:44,44,Sa'eed Nelson missed Free Throw.,71,57
3:44,160,Iba Camara Defensive Rebound.,71,57
3:15,160,Jordan Reed missed Layup.,71,57
3:11,160,New Hampshire Offensive Rebound.,71,57
2:43,160,Daniel Dion missed Three Point Jumper.,71,57
2:43,44,Charlie Jones Defensive Rebound.,71,57
2:22,44,Leon Tolksdorf missed Three Point Jumper.,71,57
2:20,44,Alex Paquin Offensive Rebound.,71,57
2:19,160,Foul on Daniel Dion.,71,57
2:19,44,Alex Paquin missed Free Throw.,71,57
2:19,44,American Deadball Team Rebound.,71,57
2:19,44,Alex Paquin missed Free Throw.,71,57
2:19,44,Sa'eed Nelson Offensive Rebound.,71,57
2:10,44,Sa'eed Nelson made Layup.,71,59
1:59,160,Iba Camara made Layup. Assisted by Jaleen Smith.,73,59
1:39,44,Leon Tolksdorf made Jumper.,73,61
1:35,44,American  Timeout,73,61
1:31,44,Foul on Charlie Jones.,73,61
1:31,160,Tanner Leissner made Free Throw.,74,61
1:31,160,Tanner Leissner missed Free Throw.,74,61
1:31,44,Charlie Jones Defensive Rebound.,74,61
1:20,160,Foul on Keon Burns.,74,61
1:20,44,Sa'eed Nelson made Free Throw.,74,62
1:20,44,Sa'eed Nelson made Free Throw.,74,63
1:15,160,Jaleen Smith Turnover.,74,63
1:12,44,Charlie Jones Steal.,74,63
1:11,44,Sa'eed Nelson made Layup. Assisted by Alex Paquin.,74,65
1:07,44,Foul on Alex Paquin.,74,65
1:07,160,Jaleen Smith made Free Throw.,75,65
1:07,160,Jaleen Smith made Free Throw.,76,65
1:07,160,New Hampshire  Timeout,76,65
0:58,44,Sa'eed Nelson missed Layup.,76,65
0:58,160,Tanner Leissner Defensive Rebound.,76,65
0:48,44,Foul on Leon Tolksdorf.,76,65
0:48,160,Daniel Dion made Free Throw.,77,65
0:48,160,Daniel Dion missed Free Throw.,77,65
0:48,44,Leon Tolksdorf Defensive Rebound.,77,65
0:40,44,Alex Paquin missed Layup.,77,65
0:39,160,New Hampshire Defensive Rebound.,77,65
0:38,44,Foul on Sa'eed Nelson.,77,65
0:38,160,Daniel Dion made Free Throw.,78,65
0:38,160,Daniel Dion made Free Throw.,79,65
0:30,160,Foul on Tanner Leissner.,79,65
0:30,160,New Hampshire  Timeout,79,65
0:30,44,Sa'eed Nelson missed Free Throw.,79,65
0:30,44,American Deadball Team Rebound.,79,65
0:30,44,Sa'eed Nelson missed Free Throw.,79,65
0:30,44,Charlie Jones Offensive Rebound.,79,65
0:25,44,Alex Paquin made Layup. Assisted by Delante Jones.,79,67
0:20,44,Foul on Delante Jones.,79,67
0:20,160,David Watkins made Free Throw.,80,67
0:20,160,David Watkins missed Free Throw.,80,67
0:20,44,Leon Tolksdorf Defensive Rebound.,80,67
0:12,44,Delante Jones made Three Point Jumper.,80,70
0:00,44,End of Game,80,70
