Tenn-Martin,356,Illinois,2630
12:44,356,Mark Alstork missed Three Point Jumper.,47,53
12:44,2630,Dominique Williams Defensive Rebound.,47,53
12:23,2630,Matthew Butler missed Jumper.,47,53
12:23,2630,Dominique Williams Offensive Rebound.,47,53
12:20,2630,Dominique Williams missed Jumper.,47,53
12:20,356,Kipper Nichols Defensive Rebound.,47,53
12:13,356,Kipper Nichols Turnover.,47,53
12:03,2630,Terrence Parker Turnover.,47,53
11:46,2630,Foul on Terrence Parker.,47,53
11:46,356,Official TV Timeout,47,53
11:46,356,Aaron Jordan made Free Throw.,47,54
11:46,356,Aaron Jordan made Free Throw.,47,55
11:28,2630,DelFincko Bogan made Jumper.,49,55
11:11,356,Kipper Nichols made Layup. Assisted by Te'Jon Lucas.,49,57
11:11,2630,Foul on Jerome Davis.,49,57
11:11,356,Kipper Nichols missed Free Throw.,49,57
11:11,2630,Fatodd Lewis Defensive Rebound.,49,57
11:03,2630,Foul on Jerome Davis.,49,57
11:03,2630,Jerome Davis Turnover.,49,57
10:51,356,Mark Smith missed Three Point Jumper.,49,57
10:51,2630,Matthew Butler Defensive Rebound.,49,57
10:35,356,Foul on Te'Jon Lucas.,49,57
10:35,2630,Terrence Parker made Layup. Assisted by Dominique Williams.,51,57
10:12,356,Michael Finke made Jumper. Assisted by Mark Smith.,51,59
9:51,2630,Fatodd Lewis missed Jumper.,51,59
9:51,2630,Fatodd Lewis Offensive Rebound.,51,59
9:48,356,Foul on Mark Alstork.,51,59
9:48,2630,Terrence Parker missed Free Throw.,51,59
9:48,356,Michael Finke Defensive Rebound.,51,59
9:24,2630,Foul on Terrence Parker.,51,59
9:24,356,Leron Black made Free Throw.,51,60
9:24,356,Leron Black made Free Throw.,51,61
9:05,2630,Dominique Williams missed Jumper.,51,61
9:05,356,Leron Black Defensive Rebound.,51,61
8:41,356,Michael Finke missed Jumper.,51,61
8:41,2630,Terrence Parker Defensive Rebound.,51,61
8:30,2630,Matthew Butler missed Jumper.,51,61
8:30,356,Da'Monte Williams Defensive Rebound.,51,61
8:22,356,Mark Smith missed Jumper.,51,61
8:22,356,Mark Smith Offensive Rebound.,51,61
8:19,2630,Foul on Dominique Williams.,51,61
8:19,356,Mark Smith made Free Throw.,51,62
8:19,356,Mark Smith made Free Throw.,51,63
8:05,2630,Dominique Williams missed Jumper.,51,63
8:05,356,Aaron Jordan Block.,51,63
8:05,2630,UT Martin Offensive Rebound.,51,63
8:05,2630,UT Martin  Timeout,51,63
7:54,2630,Matthew Butler missed Three Point Jumper.,51,63
7:54,356,Aaron Jordan Defensive Rebound.,51,63
7:34,356,Leron Black made Jumper.,51,65
7:21,2630,Fatodd Lewis missed Three Point Jumper.,51,65
7:21,356,Da'Monte Williams Defensive Rebound.,51,65
7:13,356,Foul on Mark Smith.,51,65
7:13,356,Mark Smith Turnover.,51,65
7:02,2630,DelFincko Bogan made Jumper.,53,65
7:00,2630,UT Martin  Timeout,53,65
6:48,356,Kipper Nichols missed Layup.,53,65
6:48,2630,Jailen Gill Block.,53,65
6:45,2630,Dominique Williams Defensive Rebound.,53,65
6:42,2630,Jailen Gill Turnover.,53,65
6:21,356,Leron Black made Jumper. Assisted by Mark Smith.,53,67
6:01,2630,Dominique Williams missed Jumper.,53,67
6:01,356,Mark Alstork Defensive Rebound.,53,67
5:37,356,Mark Alstork missed Jumper.,53,67
5:37,2630,UT Martin Deadball Team Rebound.,53,67
5:34,356,Foul on Michael Finke.,53,67
5:34,2630,Darius Thompson made Free Throw.,54,67
5:34,2630,Darius Thompson made Free Throw.,55,67
5:18,356,Aaron Jordan missed Three Point Jumper.,55,67
5:18,2630,Matthew Butler Defensive Rebound.,55,67
5:08,2630,Jailen Gill missed Layup.,55,67
5:08,356,Leron Black Block.,55,67
5:04,356,Aaron Jordan Defensive Rebound.,55,67
4:59,356,Mark Alstork missed Jumper.,55,67
4:59,2630,Dominique Williams Defensive Rebound.,55,67
4:51,356,Foul on Mark Smith.,55,67
4:51,2630,Dominique Williams missed Free Throw.,55,67
4:51,2630,UT Martin Deadball Team Rebound.,55,67
4:51,2630,Dominique Williams made Free Throw.,56,67
4:37,356,Aaron Jordan made Three Point Jumper. Assisted by Michael Finke.,56,70
4:37,2630,Foul on Terrence Parker.,56,70
4:37,356,Aaron Jordan missed Free Throw.,56,70
4:37,356,Kipper Nichols Offensive Rebound.,56,70
4:34,2630,Foul on Jerome Davis.,56,70
4:34,356,Kipper Nichols missed Free Throw.,56,70
4:34,356,Illinois Deadball Team Rebound.,56,70
4:34,356,Kipper Nichols made Free Throw.,56,71
4:23,2630,Matthew Butler Turnover.,56,71
4:23,356,Kipper Nichols Steal.,56,71
4:23,2630,Foul on Dominique Williams.,56,71
4:23,356,Kipper Nichols missed Free Throw.,56,71
4:23,356,Illinois Deadball Team Rebound.,56,71
4:23,356,Kipper Nichols made Free Throw.,56,72
4:11,2630,Dominique Williams made Jumper.,58,72
3:48,356,Michael Finke made Dunk. Assisted by Kipper Nichols.,58,74
3:34,2630,Dominique Williams made Layup. Assisted by Fatodd Lewis.,60,74
3:10,356,Trent Frazier missed Three Point Jumper.,60,74
3:10,2630,Fatodd Lewis Defensive Rebound.,60,74
2:57,2630,DelFincko Bogan made Layup.,62,74
2:47,356,Illinois  Timeout,62,74
2:30,356,Mark Alstork missed Three Point Jumper.,62,74
2:30,2630,Fatodd Lewis Defensive Rebound.,62,74
2:21,2630,Matthew Butler made Three Point Jumper. Assisted by DelFincko Bogan.,65,74
1:53,356,Leron Black made Jumper. Assisted by Te'Jon Lucas.,65,76
1:52,356,Illinois  Timeout,65,76
1:36,2630,Matthew Butler made Three Point Jumper. Assisted by DelFincko Bogan.,68,76
1:26,356,Te'Jon Lucas Turnover.,68,76
1:25,2630,DelFincko Bogan Steal.,68,76
1:22,356,Foul on Kipper Nichols.,68,76
1:22,2630,Darius Thompson made Free Throw.,69,76
1:22,2630,Darius Thompson made Free Throw.,70,76
1:11,356,Te'Jon Lucas Turnover.,70,76
1:10,2630,DelFincko Bogan Steal.,70,76
1:08,356,Foul on Leron Black.,70,76
1:08,2630,Dominique Williams made Free Throw.,71,76
1:08,2630,Dominique Williams made Free Throw.,72,76
1:06,2630,Foul on Matthew Butler.,72,76
1:06,356,Te'Jon Lucas made Free Throw.,72,77
1:06,356,Te'Jon Lucas missed Free Throw.,72,77
1:06,2630,UT Martin Defensive Rebound.,72,77
0:54,2630,DelFincko Bogan missed Jumper.,72,77
0:54,2630,DelFincko Bogan Offensive Rebound.,72,77
0:44,2630,DelFincko Bogan missed Jumper.,72,77
0:44,2630,Fatodd Lewis Offensive Rebound.,72,77
0:38,2630,Fatodd Lewis made Layup.,74,77
0:12,356,Leron Black missed Jumper.,74,77
0:12,356,Leron Black Offensive Rebound.,74,77
0:10,356,Leron Black missed Jumper.,74,77
0:10,2630,Matthew Butler Defensive Rebound.,74,77
0:03,2630,Matthew Butler missed Three Point Jumper.,74,77
0:01,2630,UT Martin Offensive Rebound.,74,77
0:00,2630,Matthew Butler missed Three Point Jumper.,74,77
0:00,356,Greg Eboigbodin Defensive Rebound.,74,77
0:00,356,End of Game,74,77
