Defiance,Error,Fort Wayne,2870
11:03,-1,Davontae Kinnie Turnover.,6,20
11:03,2870,Official TV Timeout,6,20
10:51,-1,Foul on Allante Wheeler.,6,20
10:47,2870,Jordon King missed Three Point Jumper.,6,20
10:47,-1,Noah Goodrich Defensive Rebound.,6,20
10:29,-1,Dakota Barkley missed Three Point Jumper.,6,20
10:29,2870,Bryson Scott Defensive Rebound.,6,20
10:18,2870,Jax Levitch made Layup. Assisted by Bryson Scott.,6,22
10:04,-1,Noah Goodrich missed Three Point Jumper.,6,22
10:04,2870,Bryson Scott Defensive Rebound.,6,22
9:52,2870,Xzavier Taylor made Layup. Assisted by Bryson Scott.,6,24
9:38,2870,Foul on Matt Weir.,6,24
9:36,-1,Allante Wheeler missed Jumper.,6,24
9:36,2870,Xzavier Taylor Defensive Rebound.,6,24
9:29,2870,Jax Levitch missed Three Point Jumper.,6,24
9:29,-1,Kiewuan Graham Defensive Rebound.,6,24
9:12,-1,Kiewuan Graham missed Three Point Jumper.,6,24
9:12,2870,Xzavier Taylor Defensive Rebound.,6,24
9:05,2870,Bryson Scott made Three Point Jumper.,6,27
8:50,-1,Davontae Kinnie missed Three Point Jumper.,6,27
8:50,2870,Xzavier Taylor Defensive Rebound.,6,27
8:42,2870,Kason Harrell made Three Point Jumper. Assisted by Jax Levitch.,6,30
8:39,-1,Defiance  Timeout,6,30
8:24,2870,Foul on Kason Harrell.,6,30
8:13,-1,Kiewuan Graham made Layup. Assisted by Allante Wheeler.,8,30
8:02,2870,Xzavier Taylor made Layup. Assisted by Matt Weir.,8,32
7:46,2870,Official TV Timeout,8,32
7:36,-1,Jonathan Ragland made Three Point Jumper. Assisted by Elijah Holmes.,11,32
7:15,2870,Matt Weir Turnover.,11,32
7:00,-1,Jonathan Ragland missed Three Point Jumper.,11,32
7:00,2870,John Konchar Defensive Rebound.,11,32
6:49,2870,Dylan Carl Turnover.,11,32
6:47,-1,Kiewuan Graham Steal.,11,32
6:45,-1,Kiewuan Graham made Layup.,13,32
6:30,2870,Dylan Carl made Dunk. Assisted by Matt Weir.,13,34
6:13,-1,Elijah Holmes missed Three Point Jumper.,13,34
6:13,2870,John Konchar Defensive Rebound.,13,34
6:03,2870,Kason Harrell made Jumper.,13,36
5:29,-1,Allante Wheeler missed Three Point Jumper.,13,36
5:29,2870,John Konchar Defensive Rebound.,13,36
5:23,2870,Jordon King made Dunk. Assisted by Bryson Scott.,13,38
5:04,2870,Foul on John Konchar.,13,38
4:56,-1,Kiewuan Graham made Jumper.,15,38
4:46,-1,Foul on Davontae Kinnie.,15,38
4:46,2870,Matt Weir made Free Throw.,15,39
4:46,2870,Matt Weir made Free Throw.,15,40
4:31,-1,Jonathan Ragland missed Jumper.,15,40
4:31,2870,Bryson Scott Defensive Rebound.,15,40
4:17,2870,Cameron Benford Turnover.,15,40
4:15,-1,Davontae Kinnie Steal.,15,40
4:13,-1,Davontae Kinnie made Layup.,17,40
4:02,2870,Matt Weir missed Layup.,17,40
4:02,-1,DeMario Hill Block.,17,40
3:52,-1,Jovon Thomason Defensive Rebound.,17,40
3:49,-1,Jonathan Ragland made Three Point Jumper.,20,40
3:38,2870,Jordon King made Three Point Jumper.,20,43
3:22,2870,Official TV Timeout,20,43
3:06,-1,Davontae Kinnie Turnover.,20,43
3:05,2870,Bryson Scott Steal.,20,43
2:58,2870,Bryson Scott Turnover.,20,43
2:45,-1,Allante Wheeler missed Jumper.,20,43
2:45,2870,John Konchar Defensive Rebound.,20,43
2:36,2870,Matt Weir made Three Point Jumper. Assisted by John Konchar.,20,46
2:18,-1,Davontae Kinnie made Jumper.,22,46
2:06,2870,John Konchar made Three Point Jumper. Assisted by Matt Weir.,22,49
1:50,-1,Allante Wheeler Turnover.,22,49
1:49,2870,Bryson Scott Steal.,22,49
1:47,2870,Bryson Scott made Layup.,22,51
1:24,-1,Cohen Nies missed Layup.,22,51
1:24,2870,John Konchar Defensive Rebound.,22,51
1:16,-1,Foul on Cohen Nies.,22,51
1:16,2870,Cameron Benford missed Free Throw.,22,51
1:16,2870,Fort Wayne Deadball Team Rebound.,22,51
1:16,2870,Cameron Benford made Free Throw.,22,52
0:57,-1,Jovon Thomason missed Three Point Jumper.,22,52
0:57,2870,Cameron Benford Defensive Rebound.,22,52
0:48,2870,Matt Weir made Three Point Jumper. Assisted by John Konchar.,22,55
0:31,-1,Jonathan Ragland made Three Point Jumper.,25,55
0:16,2870,Bryson Scott missed Three Point Jumper.,25,55
0:16,2870,Jairus Stevens Offensive Rebound.,25,55
0:13,2870,Jairus Stevens made Jumper.,25,57
0:01,-1,Jonathan Ragland missed Three Point Jumper.,25,57
0:01,-1,Defiance Deadball Team Rebound.,25,57
0:00,2870,End of 1st half,25,57
19:46,-1,Demoines Whitney missed Jumper.,25,57
19:46,2870,Xzavier Taylor Defensive Rebound.,25,57
19:38,2870,Kason Harrell missed Layup.,25,57
19:38,-1,Demoines Whitney Defensive Rebound.,25,57
19:29,-1,Kiewuan Graham made Dunk.,27,57
19:18,2870,Jax Levitch Turnover.,27,57
19:17,-1,Kiewuan Graham Steal.,27,57
19:13,2870,Foul on Kason Harrell.,27,57
19:13,-1,Allante Wheeler missed Free Throw.,27,57
19:13,-1,Defiance Deadball Team Rebound.,27,57
19:13,-1,Allante Wheeler made Free Throw.,28,57
18:52,-1,Foul on Davontae Kinnie.,28,57
18:35,2870,Bryson Scott made Jumper.,28,59
18:33,-1,Foul on Davontae Kinnie.,28,59
18:33,2870,Bryson Scott made Free Throw.,28,60
18:26,-1,Elijah Pennington Turnover.,28,60
18:25,2870,John Konchar Steal.,28,60
18:22,2870,John Konchar made Dunk. Assisted by Kason Harrell.,28,62
18:10,-1,Kiewuan Graham Turnover.,28,62
18:02,2870,Bryson Scott missed Three Point Jumper.,28,62
18:02,2870,Jax Levitch Offensive Rebound.,28,62
17:52,2870,Bryson Scott made Layup.,28,64
17:31,-1,Jonathan Ragland Turnover.,28,64
17:30,2870,Bryson Scott Steal.,28,64
17:28,2870,John Konchar missed Dunk.,28,64
17:28,2870,John Konchar Offensive Rebound.,28,64
17:24,2870,John Konchar made Layup.,28,66
17:12,2870,Foul on Xzavier Taylor.,28,66
17:12,-1,Foul on Demoines Whitney.,28,66
17:12,-1,Demoines Whitney Turnover.,28,66
16:57,2870,Kason Harrell made Layup.,28,68
16:39,-1,Dakota Barkley missed Three Point Jumper.,28,68
16:39,2870,Fort Wayne Deadball Team Rebound.,28,68
16:37,-1,Foul on Demoines Whitney.,28,68
16:19,2870,Bryson Scott missed Three Point Jumper.,28,68
16:19,2870,Xzavier Taylor Offensive Rebound.,28,68
16:10,2870,Bryson Scott made Layup. Assisted by Kason Harrell.,28,70
16:09,-1,Foul on Dakota Barkley.,28,70
16:09,2870,Bryson Scott made Free Throw.,28,71
16:02,-1,Dakota Barkley Turnover.,28,71
16:01,2870,Bryson Scott Steal.,28,71
15:59,2870,Bryson Scott made Layup.,28,73
15:45,-1,Dakota Barkley Turnover.,28,73
15:44,2870,John Konchar Steal.,28,73
15:40,2870,Jordon King missed Layup.,28,73
15:40,-1,Elijah Pennington Defensive Rebound.,28,73
15:35,2870,Foul on Kason Harrell.,28,73
15:35,2870,Official TV Timeout,28,73
15:33,-1,Jonathan Ragland made Jumper. Assisted by Jovon Thomason.,30,73
15:24,2870,Kason Harrell missed Three Point Jumper.,30,73
15:24,2870,Xzavier Taylor Offensive Rebound.,30,73
15:11,2870,Kason Harrell made Three Point Jumper. Assisted by Bryson Scott.,30,76
14:54,-1,Jonathan Ragland made Three Point Jumper.,33,76
14:43,2870,Kason Harrell missed Jumper.,33,76
14:43,-1,Davontae Kinnie Defensive Rebound.,33,76
14:36,-1,Davontae Kinnie made Layup.,35,76
14:22,2870,Xzavier Taylor made Dunk. Assisted by Bryson Scott.,35,78
14:01,-1,Jonathan Ragland missed Jumper.,35,78
14:01,2870,Kason Harrell Defensive Rebound.,35,78
13:53,2870,Bryson Scott missed Three Point Jumper.,35,78
13:53,2870,Jairus Stevens Offensive Rebound.,35,78
13:49,2870,Kason Harrell made Three Point Jumper. Assisted by Jairus Stevens.,35,81
13:27,-1,Jovon Thomason made Layup.,37,81
13:15,2870,Xzavier Taylor Turnover.,37,81
13:09,-1,Noah Goodrich made Jumper. Assisted by Davontae Kinnie.,39,81
12:56,2870,Kason Harrell made Layup.,39,83
12:41,-1,Davontae Kinnie Turnover.,39,83
12:19,2870,Jordon King missed Layup.,39,83
12:19,-1,Kiewuan Graham Block.,39,83
12:18,-1,Kiewuan Graham Defensive Rebound.,39,83
11:58,-1,Kiewuan Graham made Three Point Jumper. Assisted by Davontae Kinnie.,42,83
11:43,-1,Foul on Kiewuan Graham.,42,83
11:43,2870,Official TV Timeout,42,83
11:43,2870,Jordon King made Free Throw.,42,84
11:43,2870,Jordon King made Free Throw.,42,85
11:43,2870,Jordon King missed Free Throw.,42,85
11:43,2870,Jairus Stevens Offensive Rebound.,42,85
11:41,2870,Jairus Stevens missed Jumper.,42,85
11:41,-1,Demoines Whitney Defensive Rebound.,42,85
11:25,2870,Foul on Jordon King.,42,85
11:20,-1,Noah Goodrich made Three Point Jumper. Assisted by Elijah Holmes.,45,85
11:06,2870,Dylan Carl missed Jumper.,45,85
11:06,2870,Jairus Stevens Offensive Rebound.,45,85
11:00,2870,Jordon King missed Three Point Jumper.,45,85
11:00,-1,Kiewuan Graham Defensive Rebound.,45,85
10:52,-1,Kiewuan Graham Turnover.,45,85
10:51,2870,Matt Weir Steal.,45,85
10:48,2870,John Konchar made Layup.,45,87
10:25,-1,Elijah Holmes missed Jumper.,45,87
10:25,2870,Fort Wayne Defensive Rebound.,45,87
9:58,-1,Foul on Elijah Holmes.,45,87
9:58,2870,Matt Weir made Free Throw.,45,88
9:58,2870,Matt Weir made Free Throw.,45,89
9:44,-1,Demoines Whitney missed Jumper.,45,89
9:44,-1,Jonathan Ragland Offensive Rebound.,45,89
9:37,-1,Demoines Whitney made Jumper.,47,89
9:16,2870,Dylan Carl Turnover.,47,89
9:15,-1,Noah Goodrich Steal.,47,89
9:12,-1,Kiewuan Graham missed Dunk.,47,89
9:12,2870,Jordon King Defensive Rebound.,47,89
9:06,2870,Matt Weir made Three Point Jumper. Assisted by John Konchar.,47,92
8:44,-1,Demoines Whitney Turnover.,47,92
8:43,2870,Jordon King Steal.,47,92
8:42,-1,Foul on Demoines Whitney.,47,92
8:42,2870,Jordon King made Free Throw.,47,93
8:42,2870,Jordon King missed Free Throw.,47,93
8:42,-1,Allante Wheeler Defensive Rebound.,47,93
8:16,-1,Davontae Kinnie missed Jumper.,47,93
8:16,-1,Davontae Kinnie Offensive Rebound.,47,93
8:09,-1,Kiewuan Graham Turnover.,47,93
8:08,2870,Cameron Benford Steal.,47,93
7:59,2870,Jairus Stevens made Layup.,47,95
7:58,-1,Foul on Demoines Whitney.,47,95
7:58,2870,Official TV Timeout,47,95
7:58,2870,Jairus Stevens made Free Throw.,47,96
7:43,-1,Jonathan Ragland missed Three Point Jumper.,47,96
7:43,-1,Jonathan Ragland Offensive Rebound.,47,96
7:39,2870,Foul on Cameron Benford.,47,96
7:13,-1,Kiewuan Graham missed Jumper.,47,96
7:13,2870,Fort Wayne Defensive Rebound.,47,96
6:52,2870,Jordon King missed Jumper.,47,96
6:52,2870,Jordon King Offensive Rebound.,47,96
6:44,2870,Jordon King Turnover.,47,96
6:43,-1,Allante Wheeler Steal.,47,96
6:36,-1,Foul on Demoines Whitney.,47,96
6:25,2870,Cameron Benford made Dunk. Assisted by Matt Weir.,47,98
6:09,-1,Dakota Barkley missed Jumper.,47,98
6:09,2870,Dylan Carl Defensive Rebound.,47,98
6:03,2870,Chris Rollins made Layup.,47,100
5:46,-1,Davontae Kinnie missed Jumper.,47,100
5:46,2870,Matt Weir Defensive Rebound.,47,100
5:38,2870,Chris Rollins missed Three Point Jumper.,47,100
5:38,-1,Allante Wheeler Defensive Rebound.,47,100
5:31,2870,Foul on Chris Rollins.,47,100
5:13,2870,Foul on Matt Weir.,47,100
5:13,-1,Davontae Kinnie made Free Throw.,48,100
5:13,-1,Davontae Kinnie made Free Throw.,49,100
4:46,2870,Matt Weir missed Three Point Jumper.,49,100
4:46,-1,Dakota Barkley Defensive Rebound.,49,100
4:24,-1,Dakota Barkley made Jumper.,51,100
4:05,2870,Chris Rollins missed Three Point Jumper.,51,100
4:05,2870,Dylan Carl Offensive Rebound.,51,100
4:01,2870,Dylan Carl missed Jumper.,51,100
4:01,2870,Chris Rollins Offensive Rebound.,51,100
3:58,2870,Chris Rollins made Two Point Tip Shot.,51,102
3:44,-1,Davontae Kinnie made Layup.,53,102
3:39,2870,Jordan Coblin made Layup. Assisted by Matt Weir.,53,104
3:27,-1,Kiewuan Graham missed Jumper.,53,104
3:27,2870,Chris Rollins Defensive Rebound.,53,104
3:19,2870,Jordan Coblin missed Layup.,53,104
3:19,-1,Davontae Kinnie Defensive Rebound.,53,104
3:11,2870,Foul on Jordan Coblin.,53,104
3:11,2870,Official TV Timeout,53,104
3:11,-1,Davontae Kinnie made Free Throw.,54,104
3:11,-1,Davontae Kinnie made Free Throw.,55,104
3:05,2870,Jordan Coblin made Three Point Jumper. Assisted by Matt Weir.,55,107
2:41,-1,DeMario Hill missed Jumper.,55,107
2:41,2870,Cameron Benford Defensive Rebound.,55,107
2:34,2870,Jordan Coblin missed Three Point Jumper.,55,107
2:34,-1,Dakota Barkley Defensive Rebound.,55,107
2:14,-1,Noah Goodrich missed Three Point Jumper.,55,107
2:14,-1,Dakota Barkley Offensive Rebound.,55,107
2:10,-1,Dakota Barkley missed Jumper.,55,107
2:10,2870,Jordan Coblin Defensive Rebound.,55,107
1:56,2870,Jairus Stevens missed Three Point Jumper.,55,107
1:56,2870,Jairus Stevens Offensive Rebound.,55,107
1:50,2870,Chris Rollins made Layup. Assisted by Cameron Benford.,55,109
1:20,-1,Noah Goodrich missed Three Point Jumper.,55,109
1:20,-1,Defiance Offensive Rebound.,55,109
1:11,-1,Randall Aikins Jr missed Jumper.,55,109
1:11,-1,Cohen Nies Offensive Rebound.,55,109
1:05,2870,Foul on Jordan Coblin.,55,109
1:05,-1,Cohen Nies made Free Throw.,56,109
1:05,-1,Cohen Nies missed Free Throw.,56,109
1:05,2870,Matt Weir Defensive Rebound.,56,109
0:57,2870,Matt Weir made Three Point Jumper. Assisted by Chris Rollins.,56,112
0:41,-1,Noah Goodrich Turnover.,56,112
0:41,2870,Cameron Benford Steal.,56,112
0:34,2870,Cameron Benford made Dunk. Assisted by Jordan Coblin.,56,114
0:26,-1,Noah Goodrich made Three Point Jumper. Assisted by Randall Aikins Jr.,59,114
0:00,2870,End of Game,59,114
