East Central,Error,UT San Antonio,2636
12:30,2636,Adrian Rodriguez made Layup.,10,19
12:11,-1,Jeremiah Fleming missed Three Point Jumper.,10,19
12:11,2636,Jhivvan Jackson Defensive Rebound.,10,19
12:04,2636,Keaton Wallace missed Three Point Jumper.,10,19
12:04,-1,Jeremiah Fleming Defensive Rebound.,10,19
12:02,2636,Foul on Nick Allen.,10,19
12:02,-1,Jeremiah Fleming missed Free Throw.,10,19
12:02,2636,Toby Van Ry Defensive Rebound.,10,19
11:52,-1,Foul on Marcus Lytle.,10,19
11:52,2636,Official TV Timeout,10,19
11:52,2636,Byron Frohnen made Free Throw.,10,20
11:52,2636,Byron Frohnen made Free Throw.,10,21
11:41,-1,Camron Talley missed Layup.,10,21
11:41,2636,Byron Frohnen Defensive Rebound.,10,21
11:33,2636,Toby Van Ry Turnover.,10,21
11:18,-1,Da-Rion King missed Jumper.,10,21
11:18,2636,Toby Van Ry Defensive Rebound.,10,21
10:50,2636,Byron Frohnen missed Layup.,10,21
10:50,-1,Camron Talley Block.,10,21
10:48,-1,Camron Talley Defensive Rebound.,10,21
10:40,-1,Brett Cannon missed Layup.,10,21
10:40,2636,Keaton Wallace Block.,10,21
10:38,2636,Deon Lyle Defensive Rebound.,10,21
10:22,2636,Keaton Wallace Turnover.,10,21
10:21,-1,Brett Cannon Steal.,10,21
10:18,-1,Brett Cannon made Layup. Assisted by Camron Talley.,12,21
10:05,2636,Keaton Wallace made Three Point Jumper. Assisted by Toby Van Ry.,12,24
9:44,-1,Jeremiah Fleming made Three Point Jumper. Assisted by Da-Rion King.,15,24
9:30,2636,Keaton Wallace missed Three Point Jumper.,15,24
9:30,-1,Gabe McKenzie Defensive Rebound.,15,24
9:21,2636,Foul on Toby Van Ry.,15,24
9:21,-1,Brett Cannon missed Free Throw.,15,24
9:21,-1,E. Central Okla Deadball Team Rebound.,15,24
9:21,-1,Brett Cannon made Free Throw.,16,24
9:02,2636,Adrian Rodriguez missed Jumper.,16,24
9:02,2636,Byron Frohnen Offensive Rebound.,16,24
9:00,2636,Byron Frohnen made Two Point Tip Shot.,16,26
8:46,-1,Jeremiah Fleming missed Three Point Jumper.,16,26
8:46,2636,Adrian Rodriguez Defensive Rebound.,16,26
8:41,2636,Byron Frohnen made Layup. Assisted by Jhivvan Jackson.,16,28
8:38,-1,E. Central Okla  Timeout,16,28
8:22,-1,Tyler Armstrong Turnover.,16,28
8:21,2636,George Willborn III Steal.,16,28
8:18,2636,George Willborn III Turnover.,16,28
8:01,-1,Camron Talley made Three Point Jumper. Assisted by Brett Cannon.,19,28
7:36,2636,Jhivvan Jackson Turnover.,19,28
7:36,2636,Official TV Timeout,19,28
7:18,-1,Da-Rion King missed Layup.,19,28
7:18,2636,George Willborn III Block.,19,28
7:17,2636,Adrian Rodriguez Defensive Rebound.,19,28
7:04,2636,Deon Lyle Turnover.,19,28
6:51,2636,Foul on Deon Lyle.,19,28
6:51,-1,Da-Rion King missed Free Throw.,19,28
6:51,-1,E. Central Okla Deadball Team Rebound.,19,28
6:51,-1,Da-Rion King made Free Throw.,20,28
6:40,2636,George Willborn III made Layup.,20,30
6:30,-1,Brett Cannon Turnover.,20,30
6:20,2636,Deon Lyle missed Three Point Jumper.,20,30
6:20,-1,Da-Rion King Defensive Rebound.,20,30
6:07,-1,Foul on Marcus Lytle.,20,30
6:07,-1,Marcus Lytle Turnover.,20,30
5:52,2636,Jhivvan Jackson Turnover.,20,30
5:42,-1,Jamey Woods Turnover.,20,30
5:17,2636,Keaton Wallace Turnover.,20,30
5:16,-1,Camron Talley Steal.,20,30
5:13,-1,Camron Talley Turnover.,20,30
5:02,2636,Keaton Wallace made Three Point Jumper. Assisted by Giovanni De Nicolao.,20,33
4:48,-1,Camron Talley made Jumper.,22,33
4:34,2636,Austin Karrer made Three Point Jumper. Assisted by Byron Frohnen.,22,36
4:23,-1,Tyler Armstrong missed Three Point Jumper.,22,36
4:23,2636,Keaton Wallace Defensive Rebound.,22,36
4:16,2636,Giovanni De Nicolao missed Three Point Jumper.,22,36
4:16,2636,Adrian Rodriguez Offensive Rebound.,22,36
4:12,2636,Adrian Rodriguez made Jumper.,22,38
3:58,-1,Camron Talley missed Jumper.,22,38
3:58,2636,Keaton Wallace Defensive Rebound.,22,38
3:48,2636,Keaton Wallace missed Three Point Jumper.,22,38
3:48,-1,Da-Rion King Defensive Rebound.,22,38
3:33,-1,Jamey Woods missed Three Point Jumper.,22,38
3:33,2636,Byron Frohnen Defensive Rebound.,22,38
3:14,2636,Giovanni De Nicolao missed Three Point Jumper.,22,38
3:14,2636,Byron Frohnen Offensive Rebound.,22,38
3:08,2636,Byron Frohnen missed Jumper.,22,38
3:08,-1,Da-Rion King Defensive Rebound.,22,38
3:02,-1,Brett Cannon made Jumper.,24,38
2:55,2636,UT San Antonio  Timeout,24,38
2:55,2636,Official TV Timeout,24,38
2:45,2636,Byron Frohnen made Layup.,24,40
2:21,-1,Cameron Hines missed Three Point Jumper.,24,40
2:21,2636,Jhivvan Jackson Defensive Rebound.,24,40
2:21,-1,Foul on Tylor Arnold.,24,40
2:21,2636,Jhivvan Jackson made Free Throw.,24,41
2:21,2636,Jhivvan Jackson made Free Throw.,24,42
1:58,-1,Da-Rion King made Jumper.,26,42
1:44,2636,Byron Frohnen Turnover.,26,42
1:30,-1,Da-Rion King missed Jumper.,26,42
1:30,2636,Jhivvan Jackson Defensive Rebound.,26,42
1:14,2636,Austin Karrer missed Three Point Jumper.,26,42
1:14,2636,Adrian Rodriguez Offensive Rebound.,26,42
1:10,2636,Keaton Wallace made Three Point Jumper. Assisted by Adrian Rodriguez.,26,45
0:35,-1,Tylor Arnold Turnover.,26,45
0:34,2636,Austin Karrer Steal.,26,45
0:16,2636,Keaton Wallace missed Three Point Jumper.,26,45
0:16,-1,Brett Cannon Defensive Rebound.,26,45
0:09,-1,Brett Cannon Turnover.,26,45
0:01,2636,Jhivvan Jackson missed Layup.,26,45
0:01,-1,Da-Rion King Block.,26,45
0:00,-1,Brett Cannon Defensive Rebound.,26,45
0:00,2636,End of 1st half,26,45
19:38,-1,Gabe McKenzie missed Jumper.,26,45
19:38,2636,Giovanni De Nicolao Defensive Rebound.,26,45
19:29,2636,Keaton Wallace made Jumper.,26,47
19:10,-1,Gabe McKenzie Turnover.,26,47
19:10,2636,Austin Karrer Steal.,26,47
19:05,-1,Foul on Gabe McKenzie.,26,47
19:01,2636,Keaton Wallace made Three Point Jumper.,26,50
18:42,-1,Da-Rion King missed Jumper.,26,50
18:42,2636,Nick Allen Defensive Rebound.,26,50
18:35,-1,Foul on Marcus Lytle.,26,50
18:35,2636,Byron Frohnen missed Free Throw.,26,50
18:35,2636,UT San Antonio Deadball Team Rebound.,26,50
18:35,2636,Byron Frohnen missed Free Throw.,26,50
18:35,-1,Brett Cannon Defensive Rebound.,26,50
18:26,-1,Brett Cannon Turnover.,26,50
18:22,2636,Nick Allen made Layup. Assisted by Byron Frohnen.,26,52
17:54,-1,Brett Cannon missed Jumper.,26,52
17:54,2636,Giovanni De Nicolao Defensive Rebound.,26,52
17:47,2636,Keaton Wallace made Three Point Jumper. Assisted by Giovanni De Nicolao.,26,55
17:37,-1,E. Central Okla  Timeout,26,55
17:33,-1,Camron Talley missed Three Point Jumper.,26,55
17:33,2636,Keaton Wallace Block.,26,55
17:33,-1,E. Central Okla Offensive Rebound.,26,55
17:15,2636,Foul on Nick Allen.,26,55
17:15,-1,Da-Rion King made Free Throw.,27,55
17:15,-1,Da-Rion King made Free Throw.,28,55
17:02,2636,Nick Allen missed Jumper.,28,55
17:02,-1,Jeremiah Fleming Defensive Rebound.,28,55
16:54,-1,Gabe McKenzie missed Three Point Jumper.,28,55
16:54,2636,Austin Karrer Defensive Rebound.,28,55
16:41,2636,Deon Lyle missed Jumper.,28,55
16:41,-1,Gabe McKenzie Defensive Rebound.,28,55
16:24,2636,Foul on Deon Lyle.,28,55
16:24,-1,Gabe McKenzie made Free Throw.,29,55
16:24,-1,Gabe McKenzie missed Free Throw.,29,55
16:24,2636,Austin Karrer Defensive Rebound.,29,55
16:06,2636,Jhivvan Jackson made Three Point Jumper. Assisted by Keaton Wallace.,29,58
15:51,-1,Brett Cannon missed Three Point Jumper.,29,58
15:51,2636,Keaton Wallace Defensive Rebound.,29,58
15:40,2636,Austin Karrer missed Three Point Jumper.,29,58
15:40,2636,UT San Antonio Deadball Team Rebound.,29,58
15:37,-1,Foul on Gabe McKenzie.,29,58
15:37,2636,Official TV Timeout,29,58
15:35,2636,Jhivvan Jackson made Jumper. Assisted by Keaton Wallace.,29,60
15:23,-1,Brett Cannon Turnover.,29,60
15:22,2636,Keaton Wallace Steal.,29,60
15:22,2636,Keaton Wallace Turnover.,29,60
15:10,-1,Brett Cannon Turnover.,29,60
15:01,2636,Foul on Deon Lyle.,29,60
15:01,2636,Deon Lyle Turnover.,29,60
14:46,-1,Marcus Lytle missed Layup.,29,60
14:46,2636,Byron Frohnen Defensive Rebound.,29,60
14:38,-1,Foul on Gabe McKenzie.,29,60
14:38,2636,Jhivvan Jackson missed Jumper.,29,60
14:38,-1,Da-Rion King Defensive Rebound.,29,60
14:38,-1,Camron Talley missed Layup.,29,60
14:38,2636,Toby Van Ry Defensive Rebound.,29,60
14:08,2636,George Willborn III missed Three Point Jumper.,29,60
14:08,2636,Toby Van Ry Offensive Rebound.,29,60
13:39,2636,Jhivvan Jackson Turnover.,29,60
13:37,-1,Marcus Lytle Steal.,29,60
13:25,2636,Foul on Jhivvan Jackson.,29,60
13:22,2636,Foul on Toby Van Ry.,29,60
13:13,-1,Marcus Lytle made Three Point Jumper. Assisted by Da-Rion King.,32,60
12:49,2636,Toby Van Ry missed Three Point Jumper.,32,60
12:49,-1,Brett Cannon Defensive Rebound.,32,60
12:41,-1,Brett Cannon made Layup.,34,60
12:24,-1,Foul on Da-Rion King.,34,60
12:18,2636,Byron Frohnen made Layup. Assisted by Austin Karrer.,34,62
11:55,2636,Foul on Austin Karrer.,34,62
11:55,2636,Official TV Timeout,34,62
11:55,-1,Marcus Lytle made Free Throw.,35,62
11:55,-1,Marcus Lytle missed Free Throw.,35,62
11:55,2636,George Willborn III Defensive Rebound.,35,62
11:36,2636,George Willborn III missed Three Point Jumper.,35,62
11:36,-1,Marcus Lytle Defensive Rebound.,35,62
11:13,-1,Jamey Woods missed Three Point Jumper.,35,62
11:13,2636,UT San Antonio Defensive Rebound.,35,62
10:46,2636,Keaton Wallace missed Three Point Jumper.,35,62
10:46,-1,Tyler Armstrong Defensive Rebound.,35,62
10:38,-1,Jamey Woods missed Three Point Jumper.,35,62
10:38,2636,George Willborn III Defensive Rebound.,35,62
10:31,-1,Foul on Marcus Lytle.,35,62
10:24,2636,James Ringholt missed Three Point Jumper.,35,62
10:24,2636,George Willborn III Offensive Rebound.,35,62
10:16,2636,George Willborn III missed Layup.,35,62
10:16,2636,Mitar Stanojevic Offensive Rebound.,35,62
10:13,2636,Mitar Stanojevic missed Layup.,35,62
10:13,2636,George Willborn III Offensive Rebound.,35,62
10:13,-1,Foul on Da-Rion King.,35,62
10:13,2636,George Willborn III made Free Throw.,35,63
10:13,2636,George Willborn III made Free Throw.,35,64
9:55,-1,Da-Rion King missed Jumper.,35,64
9:55,2636,Giovanni De Nicolao Defensive Rebound.,35,64
9:48,-1,Foul on Jamey Woods.,35,64
9:48,2636,George Willborn III missed Free Throw.,35,64
9:48,-1,Brett Cannon Defensive Rebound.,35,64
9:27,-1,Da-Rion King Turnover.,35,64
9:16,2636,James Ringholt missed Layup.,35,64
9:16,-1,Jamey Woods Defensive Rebound.,35,64
9:09,-1,Brett Cannon missed Layup.,35,64
9:09,2636,Mitar Stanojevic Defensive Rebound.,35,64
9:07,-1,Foul on Da-Rion King.,35,64
9:07,2636,Mitar Stanojevic missed Free Throw.,35,64
9:07,2636,George Willborn III Offensive Rebound.,35,64
9:02,2636,George Willborn III missed Layup.,35,64
9:02,-1,Jamey Woods Defensive Rebound.,35,64
8:53,-1,Da-Rion King made Layup. Assisted by Brett Cannon.,37,64
8:31,2636,Giovanni De Nicolao Turnover.,37,64
8:07,-1,Tyler Armstrong missed Jumper.,37,64
8:07,2636,Giovanni De Nicolao Block.,37,64
8:07,-1,Tyler Armstrong Offensive Rebound.,37,64
8:07,2636,Foul on James Ringholt.,37,64
8:07,-1,Tyler Armstrong made Free Throw.,38,64
8:07,-1,Tyler Armstrong made Free Throw.,39,64
7:50,2636,Keaton Wallace missed Jumper.,39,64
7:50,-1,Brett Cannon Defensive Rebound.,39,64
7:39,-1,Tyler Armstrong missed Three Point Jumper.,39,64
7:39,2636,James Ringholt Defensive Rebound.,39,64
7:19,2636,George Willborn III made Three Point Jumper. Assisted by Mitar Stanojevic.,39,67
7:03,-1,Brett Cannon missed Jumper.,39,67
7:03,2636,Giovanni De Nicolao Defensive Rebound.,39,67
6:57,2636,Keaton Wallace made Jumper.,39,69
6:39,-1,Camron Talley Turnover.,39,69
6:38,2636,George Willborn III Steal.,39,69
6:34,2636,George Willborn III made Layup.,39,71
6:34,2636,UT San Antonio  Timeout,39,71
6:34,2636,Official TV Timeout,39,71
6:18,-1,Tyler Armstrong missed Layup.,39,71
6:18,2636,Kendell Ramlal Block.,39,71
6:17,2636,Kendell Ramlal Defensive Rebound.,39,71
5:59,-1,Foul on Tyler Armstrong.,39,71
5:59,2636,Kendell Ramlal missed Free Throw.,39,71
5:59,2636,UT San Antonio Deadball Team Rebound.,39,71
5:59,2636,Kendell Ramlal made Free Throw.,39,72
5:48,2636,Foul on Kendell Ramlal.,39,72
5:48,-1,Da-Rion King made Free Throw.,40,72
5:48,-1,Da-Rion King made Free Throw.,41,72
5:35,2636,Jhivvan Jackson made Three Point Jumper. Assisted by Mitar Stanojevic.,41,75
5:25,-1,Jeremiah Fleming made Three Point Jumper. Assisted by Brett Cannon.,44,75
5:12,2636,Kendell Ramlal made Jumper. Assisted by Mitar Stanojevic.,44,77
4:56,-1,Jamey Woods made Three Point Jumper. Assisted by Camron Talley.,47,77
4:39,2636,Austin Karrer Turnover.,47,77
4:38,-1,Da-Rion King Steal.,47,77
4:33,2636,Foul on Austin Karrer.,47,77
4:33,-1,Da-Rion King made Free Throw.,48,77
4:33,-1,Da-Rion King made Free Throw.,49,77
4:22,2636,Deon Lyle missed Three Point Jumper.,49,77
4:22,2636,Mitar Stanojevic Offensive Rebound.,49,77
4:16,2636,Mitar Stanojevic missed Three Point Jumper.,49,77
4:16,2636,Deon Lyle Offensive Rebound.,49,77
3:52,2636,Deon Lyle made Layup.,49,79
3:40,-1,Jeremiah Fleming made Three Point Jumper. Assisted by Da-Rion King.,52,79
3:38,-1,Foul on Riley Hamilton.,52,79
3:38,2636,Official TV Timeout,52,79
3:38,2636,Kendell Ramlal missed Free Throw.,52,79
3:38,2636,UT San Antonio Deadball Team Rebound.,52,79
3:38,2636,Kendell Ramlal made Free Throw.,52,80
3:28,-1,Tylor Arnold Turnover.,52,80
3:24,-1,Foul on Riley Hamilton.,52,80
3:24,2636,Jhivvan Jackson made Free Throw.,52,81
3:24,2636,Jhivvan Jackson missed Free Throw.,52,81
3:24,-1,Jamey Woods Defensive Rebound.,52,81
2:59,-1,Jamey Woods missed Jumper.,52,81
2:59,2636,Kendell Ramlal Defensive Rebound.,52,81
2:42,2636,Kendell Ramlal made Dunk. Assisted by Jhivvan Jackson.,52,83
2:28,-1,Tylor Arnold missed Jumper.,52,83
2:28,2636,Kendell Ramlal Defensive Rebound.,52,83
2:02,2636,Kendell Ramlal made Layup. Assisted by Toby Van Ry.,52,85
1:44,-1,Tylor Arnold made Layup. Assisted by Jamey Woods.,54,85
1:21,2636,Keaton Wallace missed Three Point Jumper.,54,85
1:21,2636,Kendell Ramlal Offensive Rebound.,54,85
1:10,2636,Toby Van Ry made Layup.,54,87
1:05,-1,Riley Hamilton made Three Point Jumper. Assisted by Tylor Arnold.,57,87
1:03,2636,UT San Antonio  Timeout,57,87
0:47,2636,Jhivvan Jackson made Three Point Jumper. Assisted by Toby Van Ry.,57,90
0:37,-1,Riley Hamilton made Jumper.,59,90
0:09,-1,Foul on Jeremiah Fleming.,59,90
0:09,2636,Mitar Stanojevic made Free Throw.,59,91
0:09,2636,Mitar Stanojevic made Free Throw.,59,92
0:02,-1,Marko Jovanovic missed Layup.,59,92
0:02,2636,Kendell Ramlal Block.,59,92
0:00,2636,Jhivvan Jackson Defensive Rebound.,59,92
0:00,2636,End of Game,59,92
