Charleston Southern,152,NC State,2127
10:15,152,Sam Hunt missed Three Point Jumper.,11,17
10:15,152,Omer Yurtseven Offensive Rebound.,11,17
10:09,152,Omer Yurtseven made Jumper.,11,19
9:52,152,Foul on Omer Yurtseven.,11,19
9:52,2127,Ty Jones missed Free Throw.,11,19
9:52,2127,Charleston Southern Deadball Team Rebound.,11,19
9:52,2127,Ty Jones made Free Throw.,12,19
9:25,152,Lavar Batts Jr. missed Jumper.,12,19
9:25,152,NC State Offensive Rebound.,12,19
9:24,2127,Foul on Ty Jones.,12,19
9:12,152,Allerik Freeman missed Layup.,12,19
9:12,2127,Jordan Jones Defensive Rebound.,12,19
9:04,2127,Jordan Jones Turnover.,12,19
8:49,2127,Foul on Phlandrous Fleming Jr.,12,19
8:42,152,Markell Johnson Turnover.,12,19
8:41,2127,Travis McConico Steal.,12,19
8:34,2127,Jamaal David Turnover.,12,19
8:33,152,Allerik Freeman Steal.,12,19
8:26,2127,Foul on Phlandrous Fleming Jr.,12,19
8:26,152,Allerik Freeman missed Free Throw.,12,19
8:26,152,NC State Deadball Team Rebound.,12,19
8:26,152,Allerik Freeman made Free Throw.,12,20
8:06,2127,Jamaal David Turnover.,12,20
7:51,2127,Foul on Deontaye Buskey.,12,20
7:51,152,Official TV Timeout,12,20
7:51,152,Markell Johnson missed Free Throw.,12,20
7:51,2127,Ty Jones Defensive Rebound.,12,20
7:30,2127,Deontaye Buskey missed Three Point Jumper.,12,20
7:30,2127,Deontaye Buskey Offensive Rebound.,12,20
7:28,152,Foul on Darius Hicks.,12,20
7:06,2127,Phlandrous Fleming Jr missed Jumper.,12,20
7:06,2127,Deontaye Buskey Offensive Rebound.,12,20
7:01,2127,Deontaye Buskey Turnover.,12,20
6:38,152,Markell Johnson made Jumper.,12,22
6:27,2127,Travis McConico missed Three Point Jumper.,12,22
6:27,2127,Phlandrous Fleming Jr Offensive Rebound.,12,22
6:23,2127,Phlandrous Fleming Jr made Layup.,14,22
6:03,152,Allerik Freeman missed Jumper.,14,22
6:03,2127,Phlandrous Fleming Jr Defensive Rebound.,14,22
5:58,2127,Phlandrous Fleming Jr Turnover.,14,22
5:34,152,Allerik Freeman Turnover.,14,22
5:17,2127,Phlandrous Fleming Jr missed Three Point Jumper.,14,22
5:17,152,NC State Defensive Rebound.,14,22
5:01,152,Markell Johnson Turnover.,14,22
5:01,152,Foul on Markell Johnson.,14,22
4:38,2127,Travis McConico Turnover.,14,22
4:37,152,Lavar Batts Jr. Steal.,14,22
4:35,2127,Foul on Phlandrous Fleming Jr.,14,22
4:35,152,Lavar Batts Jr. missed Free Throw.,14,22
4:35,152,NC State Deadball Team Rebound.,14,22
4:35,152,Lavar Batts Jr. made Free Throw.,14,23
4:11,2127,Jamaal David made Three Point Jumper. Assisted by JC Cavin.,17,23
3:52,152,Torin Dorn missed Three Point Jumper.,17,23
3:52,2127,Jamaal David Defensive Rebound.,17,23
3:44,2127,Javis Howard made Layup. Assisted by Ty Jones.,19,23
3:19,152,Torin Dorn made Jumper.,19,25
2:56,152,Foul on Lavar Batts Jr..,19,25
2:54,152,Official TV Timeout,19,25
2:54,2127,Travis McConico made Free Throw.,20,25
2:54,2127,Travis McConico made Free Throw.,21,25
2:46,152,Omer Yurtseven Turnover.,21,25
2:46,152,Foul on Omer Yurtseven.,21,25
2:36,2127,Travis McConico Turnover.,21,25
2:25,152,Sam Hunt made Three Point Jumper.,21,28
2:17,2127,Deontaye Buskey missed Layup.,21,28
2:17,152,Lennard Freeman Defensive Rebound.,21,28
1:52,152,Sam Hunt made Three Point Jumper. Assisted by Markell Johnson.,21,31
1:37,2127,Ty Jones missed Jumper.,21,31
1:37,152,Lennard Freeman Defensive Rebound.,21,31
1:32,2127,Foul on Jamaal David.,21,31
1:32,152,Markell Johnson made Free Throw.,21,32
1:32,152,Markell Johnson made Free Throw.,21,33
1:32,2127,Jamaal David Turnover.,21,33
1:23,152,Sam Hunt made Three Point Jumper. Assisted by Markell Johnson.,21,36
1:08,2127,Deontaye Buskey missed Three Point Jumper.,21,36
1:08,152,Allerik Freeman Defensive Rebound.,21,36
0:57,152,Sam Hunt missed Three Point Jumper.,21,36
0:57,2127,Charleston Southern Defensive Rebound.,21,36
0:46,2127,Deontaye Buskey Turnover.,21,36
0:45,152,Torin Dorn Steal.,21,36
0:42,2127,Foul on Sean Price.,21,36
0:42,152,Torin Dorn missed Free Throw.,21,36
0:42,152,NC State Deadball Team Rebound.,21,36
0:42,152,Torin Dorn made Free Throw.,21,37
0:24,2127,Deontaye Buskey Turnover.,21,37
0:23,152,Markell Johnson Steal.,21,37
0:21,152,Markell Johnson made Dunk.,21,39
0:11,2127,Sean Price missed Layup.,21,39
0:11,152,Lennard Freeman Defensive Rebound.,21,39
0:01,152,Markell Johnson made Three Point Jumper. Assisted by Allerik Freeman.,21,42
0:00,152,End of 1st half,21,42
19:46,2127,Foul on Jordan Jones.,21,42
19:41,152,Foul on Omer Yurtseven.,21,42
19:41,152,Omer Yurtseven Turnover.,21,42
19:20,2127,Deontaye Buskey made Layup.,23,42
19:09,152,Markell Johnson Turnover.,23,42
19:07,2127,Deontaye Buskey Steal.,23,42
19:04,2127,Deontaye Buskey missed Dunk.,23,42
19:04,2127,Phlandrous Fleming Jr Offensive Rebound.,23,42
19:01,2127,Phlandrous Fleming Jr made Two Point Tip Shot.,25,42
18:34,152,Markell Johnson Turnover.,25,42
18:28,2127,Phlandrous Fleming Jr missed Three Point Jumper.,25,42
18:28,152,Torin Dorn Defensive Rebound.,25,42
18:11,152,Markell Johnson made Layup.,25,44
17:54,152,Foul on Sam Hunt.,25,44
17:37,2127,Phlandrous Fleming Jr made Three Point Jumper.,28,44
17:21,152,Sam Hunt missed Three Point Jumper.,28,44
17:21,2127,Charleston Southern Defensive Rebound.,28,44
16:51,2127,Sean Price made Layup.,30,44
16:45,152,Torin Dorn made Three Point Jumper. Assisted by Lavar Batts Jr..,30,47
16:10,2127,Travis McConico missed Layup.,30,47
16:10,152,Lennard Freeman Block.,30,47
16:10,2127,Charleston Southern Offensive Rebound.,30,47
16:00,2127,Sean Price missed Three Point Jumper.,30,47
16:00,152,Darius Hicks Defensive Rebound.,30,47
15:44,2127,Foul on Javis Howard.,30,47
15:44,152,Official TV Timeout,30,47
15:44,152,Lennard Freeman made Free Throw.,30,48
15:44,152,Lennard Freeman missed Free Throw.,30,48
15:44,2127,Javis Howard Defensive Rebound.,30,48
15:17,2127,Phlandrous Fleming Jr made Three Point Jumper. Assisted by Ty Jones.,33,48
14:57,152,Lavar Batts Jr. missed Three Point Jumper.,33,48
14:57,152,Darius Hicks Offensive Rebound.,33,48
14:43,2127,Foul on Ty Jones.,33,48
14:43,152,Darius Hicks made Free Throw.,33,49
14:43,152,Darius Hicks missed Free Throw.,33,49
14:43,2127,Travis McConico Defensive Rebound.,33,49
14:20,2127,Sean Price Turnover.,33,49
14:20,2127,Foul on Sean Price.,33,49
14:09,152,Lennard Freeman made Layup. Assisted by Lavar Batts Jr..,33,51
14:09,2127,Foul on Ty Jones.,33,51
14:09,152,Lennard Freeman made Free Throw.,33,52
13:46,2127,Phlandrous Fleming Jr made Three Point Jumper.,36,52
13:41,2127,Foul on Jamaal David.,36,52
13:31,152,Lavar Batts Jr. missed Jumper.,36,52
13:31,2127,Jamaal David Defensive Rebound.,36,52
13:22,2127,Travis McConico Turnover.,36,52
13:09,152,Markell Johnson Turnover.,36,52
13:08,2127,Javis Howard Steal.,36,52
13:04,2127,Travis McConico made Layup. Assisted by Deontaye Buskey.,38,52
12:49,152,Allerik Freeman missed Layup.,38,52
12:49,2127,Travis McConico Block.,38,52
12:47,2127,Travis McConico Defensive Rebound.,38,52
12:44,2127,Deontaye Buskey made Layup. Assisted by Travis McConico.,40,52
12:10,152,Torin Dorn missed Three Point Jumper.,40,52
12:10,2127,Jamaal David Defensive Rebound.,40,52
11:40,2127,Jamaal David missed Three Point Jumper.,40,52
11:40,152,Lennard Freeman Defensive Rebound.,40,52
11:29,152,Allerik Freeman missed Jumper.,40,52
11:29,152,Lennard Freeman Offensive Rebound.,40,52
11:26,2127,Foul on Jordan Jones.,40,52
11:26,152,Official TV Timeout,40,52
11:26,152,Lennard Freeman made Free Throw.,40,53
11:26,152,Lennard Freeman made Free Throw.,40,54
11:15,2127,Phlandrous Fleming Jr Turnover.,40,54
10:51,152,Allerik Freeman made Three Point Jumper.,40,57
10:42,152,Foul on Markell Johnson.,40,57
10:26,2127,Deontaye Buskey Turnover.,40,57
10:25,152,Markell Johnson Steal.,40,57
10:11,152,Markell Johnson Turnover.,40,57
10:10,2127,Jamaal David Steal.,40,57
10:08,2127,Travis McConico made Layup. Assisted by Phlandrous Fleming Jr.,42,57
10:08,152,Foul on Torin Dorn.,42,57
10:08,2127,Travis McConico made Free Throw.,43,57
9:43,152,Torin Dorn made Layup.,43,59
9:43,2127,Foul on JC Cavin.,43,59
9:43,152,Torin Dorn missed Free Throw.,43,59
9:43,2127,Jordan Jones Defensive Rebound.,43,59
9:38,2127,Travis McConico Turnover.,43,59
9:38,2127,Charleston Southern  Timeout,43,59
9:22,152,Omer Yurtseven missed Jumper.,43,59
9:22,2127,Jordan Jones Block.,43,59
9:22,152,Omer Yurtseven Offensive Rebound.,43,59
9:22,152,Omer Yurtseven Turnover.,43,59
9:08,2127,Jamaal David missed Three Point Jumper.,43,59
9:08,2127,Jordan Jones Offensive Rebound.,43,59
9:03,2127,Travis McConico made Layup. Assisted by Jordan Jones.,45,59
9:03,152,Foul on Omer Yurtseven.,45,59
9:03,2127,Travis McConico made Free Throw.,46,59
8:48,152,Allerik Freeman missed Three Point Jumper.,46,59
8:48,152,Lennard Freeman Offensive Rebound.,46,59
8:47,2127,Foul on Jamaal David.,46,59
8:47,152,Lennard Freeman made Free Throw.,46,60
8:47,152,Lennard Freeman missed Free Throw.,46,60
8:47,2127,Phlandrous Fleming Jr Defensive Rebound.,46,60
8:32,152,Foul on Torin Dorn.,46,60
8:26,2127,Phlandrous Fleming Jr missed Jumper.,46,60
8:26,152,Allerik Freeman Defensive Rebound.,46,60
8:09,2127,Foul on JC Cavin.,46,60
8:09,152,Sam Hunt made Free Throw.,46,61
8:09,152,Sam Hunt made Free Throw.,46,62
7:59,2127,Charleston Southern  Turnover.,46,62
7:42,152,Allerik Freeman missed Jumper.,46,62
7:42,2127,Phlandrous Fleming Jr Defensive Rebound.,46,62
7:41,152,Foul on Torin Dorn.,46,62
7:41,152,Official TV Timeout,46,62
7:41,2127,Travis McConico missed Free Throw.,46,62
7:17,2127,Ty Jones Offensive Rebound.,46,62
7:14,2127,Ty Jones missed Jumper.,46,62
7:14,152,Lennard Freeman Block.,46,62
7:10,152,Lennard Freeman Defensive Rebound.,46,62
6:52,152,Allerik Freeman made Jumper.,46,64
6:45,2127,Travis McConico Turnover.,46,64
6:39,152,Lennard Freeman missed Layup.,46,64
6:39,2127,Travis McConico Block.,46,64
6:38,2127,Javis Howard Defensive Rebound.,46,64
6:30,2127,Phlandrous Fleming Jr Turnover.,46,64
6:28,152,Markell Johnson Steal.,46,64
6:28,152,Markell Johnson Turnover.,46,64
6:26,2127,Phlandrous Fleming Jr missed Jumper.,46,64
6:26,2127,Javis Howard Offensive Rebound.,46,64
6:12,2127,Deontaye Buskey made Three Point Jumper. Assisted by Javis Howard.,49,64
5:51,152,Markell Johnson missed Three Point Jumper.,49,64
5:51,152,Lennard Freeman Offensive Rebound.,49,64
5:46,152,Lennard Freeman Turnover.,49,64
5:45,2127,Travis McConico Steal.,49,64
5:41,2127,Travis McConico missed Layup.,49,64
5:41,2127,Ty Jones Offensive Rebound.,49,64
5:36,2127,Ty Jones made Layup.,51,64
5:19,2127,Foul on Javis Howard.,51,64
5:19,152,Allerik Freeman made Free Throw.,51,65
5:19,152,Allerik Freeman made Free Throw.,51,66
5:01,152,Foul on Lennard Freeman.,51,66
5:01,2127,Javis Howard missed Free Throw.,51,66
5:01,152,Lavar Batts Jr. Defensive Rebound.,51,66
4:52,152,Lavar Batts Jr. missed Layup.,51,66
4:52,2127,Deontaye Buskey Block.,51,66
4:50,2127,Deontaye Buskey Defensive Rebound.,51,66
4:46,2127,Deontaye Buskey Turnover.,51,66
4:45,152,Allerik Freeman Steal.,51,66
4:38,152,Lavar Batts Jr. missed Three Point Jumper.,51,66
4:38,2127,Charleston Southern Defensive Rebound.,51,66
4:10,2127,Javis Howard made Layup. Assisted by Phlandrous Fleming Jr.,53,66
4:03,152,Omer Yurtseven made Dunk. Assisted by Markell Johnson.,53,68
3:23,2127,Phlandrous Fleming Jr missed Layup.,53,68
3:23,152,Allerik Freeman Defensive Rebound.,53,68
3:18,152,Allerik Freeman Turnover.,53,68
3:18,152,Foul on Allerik Freeman.,53,68
3:18,152,Official TV Timeout,53,68
3:18,2127,JC Cavin missed Free Throw.,53,68
3:18,152,Torin Dorn Defensive Rebound.,53,68
3:06,152,Sam Hunt missed Three Point Jumper.,53,68
3:06,152,Torin Dorn Offensive Rebound.,53,68
3:01,2127,Foul on JC Cavin.,53,68
3:01,152,Torin Dorn made Free Throw.,53,69
3:01,152,Torin Dorn missed Free Throw.,53,69
3:01,152,NC State Offensive Rebound.,53,69
2:59,2127,Foul on Jordan Jones.,53,69
2:59,152,Omer Yurtseven missed Free Throw.,53,69
2:59,152,NC State Deadball Team Rebound.,53,69
2:59,152,Omer Yurtseven made Free Throw.,53,70
2:46,2127,Travis McConico missed Three Point Jumper.,53,70
2:46,152,Omer Yurtseven Defensive Rebound.,53,70
2:32,152,Omer Yurtseven made Jumper. Assisted by Markell Johnson.,53,72
2:12,2127,Phlandrous Fleming Jr made Layup.,55,72
1:45,152,Omer Yurtseven made Jumper. Assisted by Markell Johnson.,55,74
1:35,152,Foul on Omer Yurtseven.,55,74
1:35,2127,Deontaye Buskey made Free Throw.,56,74
1:35,2127,Deontaye Buskey missed Free Throw.,56,74
1:35,152,Markell Johnson Defensive Rebound.,56,74
1:17,2127,Foul on Phlandrous Fleming Jr.,56,74
1:17,152,Torin Dorn made Free Throw.,56,75
1:17,152,Torin Dorn missed Free Throw.,56,75
1:17,2127,Ty Jones Defensive Rebound.,56,75
1:12,2127,Travis McConico Turnover.,56,75
1:11,152,Torin Dorn Steal.,56,75
1:08,152,Torin Dorn made Layup.,56,77
0:44,2127,Phlandrous Fleming Jr missed Three Point Jumper.,56,77
0:44,152,Markell Johnson Defensive Rebound.,56,77
0:41,2127,Foul on Ty Jones.,56,77
0:41,152,Markell Johnson made Free Throw.,56,78
0:41,152,Markell Johnson missed Free Throw.,56,78
0:41,2127,Javis Howard Defensive Rebound.,56,78
0:28,2127,Javis Howard missed Layup.,56,78
0:28,152,Darius Hicks Defensive Rebound.,56,78
0:00,152,End of Game,56,78
